ParlaMint-FR_2019-09-27-E2016.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-09-27-E2016.u287	What is the opinion of the committee?
ParlaMint-FR_2019-09-27-E2016.u288	I had indeed questioned the date from which the period of one month before the signing of the consent should run. It is true that the date of the last interview seemed logical. But the response provided by the Government, which we have asked on this issue, deserves to be heard. The last interview is not a reliable benchmark. Some families may issue a request for additional information, which may result in a postponement of the interview and too long an extension of the period for reflection. It is therefore more objective to provide for a one-month reflection period from the end of the evaluation, information and delivery stages of the guide file. With these explanations provided by the Government, I invite you to withdraw these amendments.
ParlaMint-FR_2019-09-27-E2016.u289	What is the Government's opinion?
ParlaMint-FR_2019-09-27-E2016.u290	Same opinion.
ParlaMint-FR_2019-09-27-E2016.u291	Amendment No 2350 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2019-09-27-E2016.u292	Identical amendments No 47 by Mr Xavier Breton, No 370 by Mr Patrick Hetzel and No 838 by Mr Marc Le Fur are being defended.
ParlaMint-FR_2019-09-27-E2016.u293	I call Mr Thibault Bazin to support Amendment No. 909.
ParlaMint-FR_2019-09-27-E2016.u294	This is a clarification amendment. The current wording of the article suggests that in the event of a negative opinion of a first physician, the positive opinion of a second physician consulted at a later stage would still make use of the AGP. However, it is necessary to avoid any reproductive harassment. The wording proposed by the amendment therefore seems to us to be more appropriate.
ParlaMint-FR_2019-09-27-E2016.u295	Procreative harassment, really?
ParlaMint-FR_2019-09-27-E2016.u296	What is the opinion of the committee?
ParlaMint-FR_2019-09-27-E2016.u297	[[Exclaims and laughs on the benches of the LR group]] As you suggest, Mr. Bazin, let us trust families and multidisciplinary teams and let them assess situations!
ParlaMint-FR_2019-09-27-E2016.u298	So that's great! We'll talk about it again at second reading!
ParlaMint-FR_2019-09-27-E2016.u299	Mrs Tamarelle-Verhaeghe has the floor to support Amendment No. 2543.
ParlaMint-FR_2019-09-27-E2016.u300	This amendment proposes the formalisation of a support and scoping tool for multidisciplinary teams. It is intended to complement article L.2141-10 of the Public Health Code, concerning interviews with applicants and medical assessment – as well as global health, a term I want – by creating a national benchmark setting out indicators for assessing evaluation criteria. Although there are ethics committees or social service assistants that they can call on, the current teams are quite alone when it comes to accepting or refusing an MPA application. Some professionals regret the lack of objective criteria to justify refusal of an application. A national framework would help to further inform these professional decisions and to base them on objectified elements. It would also strengthen the harmonization of practices and combat a form of vagrancy of demands that was mentioned earlier. In the current context of extending the LDC to all women, it is all the more necessary to review the evaluation criteria. It is not a question of forcing the teams, but of providing them with a support and framing tool. Since nothing was finally fixed, this tool would be reviewed on a regular basis. In any event, it would strengthen the harmonization of practices and contribute to their implementation.
ParlaMint-FR_2019-09-27-E2016.u301	That's the voice of wisdom!
ParlaMint-FR_2019-09-27-E2016.u302	I agree with what Mrs Tamarelle-Verhaeghe has just said.
ParlaMint-FR_2019-09-27-E2016.u303	What is the opinion of the committee?
ParlaMint-FR_2019-09-27-E2016.u304	He's unfavorable. While the intention is commendable, it has already been responded to by the Biomedicine Agency and the recommendations of good practice. A tighter framework could have negative consequences that Ms. Tamarelle-Verhaeghe certainly did not want, but that would prevent the operation of the LDC centres. The experience of the Biomedicine Agency makes it quite qualified for this role, without the need to lock the device.
ParlaMint-FR_2019-09-27-E2016.u305	What is the Government's opinion?
ParlaMint-FR_2019-09-27-E2016.u306	The text of article L.2141-10 of the Public Health Code has existed since the first bioethics laws of 1994; Since then, it has remained unchanged. In 25 years, no need for clarification or definition of criteria has emerged. We do not understand how opening the MPA to women's couples or single women requires this clarification.
ParlaMint-FR_2019-09-27-E2016.u307	That's the case!
ParlaMint-FR_2019-09-27-E2016.u308	Professionals have always conducted the necessary assessments to detect unreasonable claims. These decisions to take charge of MPA are taken within the multidisciplinary framework that we have been talking about for many hours and with respect for the people, their autonomy and the various interests involved. It would therefore not be understood that new criteria are emerging today. That is why, if the amendment is not withdrawn, the Government's opinion will be unfavourable.
ParlaMint-FR_2019-09-27-E2016.u309	Mr Pascal Brindeau has the floor.
ParlaMint-FR_2019-09-27-E2016.u310	It seems to me that the content of this amendment is a matter of common sense, whereas, on the contrary, the arguments of the rapporteur and the Secretary of State are rather unconvincing. There are indeed differences between the practices of the AMP centres and even risks of discrimination. However, it is a unique and common benchmark that will allow professionals to objectify their assessments – since it is necessary to use this term correctly – thus helping to combat these discriminations. The subjective nature of the assessment of situations should be minimized in the evaluation. I see no reason to oppose the establishment of such a framework.
ParlaMint-FR_2019-09-27-E2016.u311	The specificity of each situation is one.
ParlaMint-FR_2019-09-27-E2016.u312	Mrs Marie Tamarelle-Verhaeghe has the floor.
ParlaMint-FR_2019-09-27-E2016.u313	I'm afraid I've been misunderstood. It is not a question of locking or locking the device in the face of very complex and specific situations. Let me go back to the words of the Secretary of State. The candidate for the Chair of the Biomedicine Agency himself confirmed to me that opening up the LDC to new cases would require a revision of the assessment and scoping criteria. I drafted this amendment following the hearing of the CECOS teams, who themselves point out that decisions differ from one centre to another – which leads to a risk of vagrancy. It is not a question of placing these teams under restraint, but rather of providing them with a reference tool that requires us to clarify the criteria.
ParlaMint-FR_2019-09-27-E2016.u314	Mrs Annie Genevard has the floor.
ParlaMint-FR_2019-09-27-E2016.u315	I would like to emphasize the extraordinary plasticity of the positions of the Government and the Commission.
ParlaMint-FR_2019-09-27-E2016.u316	It's an understatement!
ParlaMint-FR_2019-09-27-E2016.u317	It's still amazing! When I referred to the idea of a national directory, the rapporteur replied that this was a very bad idea because, since some CECOS have more restrictive practices than others, families would be condemned to a dry refusal and without recourse. And now, on this amendment, you are telling us exactly the opposite, namely that a national repository is not necessary and that we must trust the CECOS!
ParlaMint-FR_2019-09-27-E2016.u318	That's right!
ParlaMint-FR_2019-09-27-E2016.u319	A little serious!
ParlaMint-FR_2019-09-27-E2016.u320	[[Applause on the benches of the LR group]] Frankly, it is not possible to defend such contradictory positions! I solemnly say it is a mockery of parliamentary work!
ParlaMint-FR_2019-09-27-E2016.u321	All right!
ParlaMint-FR_2019-09-27-E2016.u322	Unless there are two majorities!
ParlaMint-FR_2019-09-27-E2016.u323	The Secretary of State has the floor.
ParlaMint-FR_2019-09-27-E2016.u324	The candidate for the presidency of the Agency for Biomedicine did indeed indicate at the hearing you mentioned, Mrs Tamarelle-Verhaeghe, that the rules of good practice would be reviewed. They will be the subject of a ministerial order and will therefore be enforceable. This will meet the intent that you pursue, and that we share, without the need to include it in the law. The good practice guide that has been accompanying professionals for the past 25 years will be updated, as the Minister and the candidate for the chair of the Biomedicine Agency have reminded her. So rest assured. I reiterate my request for withdrawal.
ParlaMint-FR_2019-09-27-E2016.u325	I have before me four amendments, Nos 910, 48, 371 and 702, which can be discussed jointly. Amendments Nos 48, 371 and 702 are identical. I call Mr Thibault Bazin to support Amendment No. 910.
ParlaMint-FR_2019-09-27-E2016.u326	Defended, due to scheduled legislative time.
ParlaMint-FR_2019-09-27-E2016.u327	Mr Xavier Breton has the floor to support Amendment No. 48.
ParlaMint-FR_2019-09-27-E2016.u328	Defended, because of the time schedule.
ParlaMint-FR_2019-09-27-E2016.u329	I call Mr Patrick Hetzel to support Amendment No. 371.
ParlaMint-FR_2019-09-27-E2016.u330	Defended, because of the time schedule.
ParlaMint-FR_2019-09-27-E2016.u331	[[Smile]] Long live the scheduled time!
ParlaMint-FR_2019-09-27-E2016.u332	Amendment No 702 is also being defended. What is the committee's opinion on these four amendments?
ParlaMint-FR_2019-09-27-E2016.u333	Unfavorable.
ParlaMint-FR_2019-09-27-E2016.u334	What is the Government's opinion?
ParlaMint-FR_2019-09-27-E2016.u335	Unfavorable.
ParlaMint-FR_2019-09-27-E2016.u336	The meeting was suspended.
ParlaMint-FR_2019-09-27-E2016.u337	The meeting was resumed.
ParlaMint-FR_2019-09-27-E2016.u338	I call Mrs Emmanuelle Ménard to support Amendment No. 2404.
ParlaMint-FR_2019-09-27-E2016.u339	He's forbidden.
ParlaMint-FR_2019-09-27-E2016.u340	I call Mr Michel Castellani to support Amendment No. 1242.
ParlaMint-FR_2019-09-27-E2016.u341	This amendment, tabled by Philippe Vigier, is supported by the whole group. We propose to add the following paragraph: "The reasons for the agreement, postponement or refusal of reproductive health assistance shall be communicated in writing to patients upon request from the Reproductive Medical Assistance Centre. This clarification is intended to make the decisions of MPA centres more transparent. In the event of refusal by the multidisciplinary team, or of a postponement decision, the justified communication of the reasons shall avoid any risk of litigation. The aim is also to avoid nomadism of patients and to harmonize practices. In these always somewhat delicate circumstances, medical motivation is a fundamental element and it is good for patients to be informed about it.
ParlaMint-FR_2019-09-27-E2016.u342	What is the opinion of the committee?
ParlaMint-FR_2019-09-27-E2016.u343	This is a medical and non-administrative decision: we cannot imagine that the refusal is not the subject of a precise explanation, made with all the necessary tact. An excess of administrative formalism could disrupt the tone of the singular colloquium between the doctor and the persons concerned. I also fear, contrary to what you hope, that the introduction of the bureaucratic dimension may increase litigation. I therefore propose that you withdraw your amendment.
ParlaMint-FR_2019-09-27-E2016.u344	What is the Government's opinion?
ParlaMint-FR_2019-09-27-E2016.u345	The same analysis as the rapporteur and the same opinion.
ParlaMint-FR_2019-09-27-E2016.u346	Mr Michel Castellani has the floor.
ParlaMint-FR_2019-09-27-E2016.u347	We do not share this analysis. As the amendment has been tabled by a colleague and is supported by the group, I maintain it.
ParlaMint-FR_2019-09-27-E2016.u348	I have before me a series of amendments, Nos 76, 1940, 2571, 49, 135, 372, 703, 912, 1067 and 2576, which can be discussed jointly. Amendments Nos 76, 1940 and 2571 and 49, 135, 372, 703, 912, 1067 and 2576 are identical. On the identical amendments Nos 76, 1940 and 2571, I have a request from the Group of the European People's Party for a public vote. The vote is announced in the National Assembly. I call Mr Thibault Bazin to support Amendment No. 76.
ParlaMint-FR_2019-09-27-E2016.u349	This amendment has been tabled by Mrs Bonnivard and I will withdraw two of my own amendments which will be discussed later, Nos 912 and 916, for his benefit, because it seems to me better. The project of procreation of a single woman or a couple of women is a personal desire, even if you call it a parental project – remember the famous amendment voted by President Ferrand alone. The medical assistance they need is not related to their state of health, whereas currently the LDC is serving to solve a medical problem, that of infertility. You are therefore profoundly changing the status of medicine and the use of public funds devoted to it. It is not up to the community, through health insurance, to take care of the fulfilment of the desire of children of women who do not suffer from infertility, especially in a context that imposes restrictions and orders to achieve significant savings.
ParlaMint-FR_2019-09-27-E2016.u350	I call Mrs Emmanuelle Ménard to support Amendment No. 1940.
ParlaMint-FR_2019-09-27-E2016.u351	As Mr. Bazin and Ms. Bonnivard had said by proxy, the desire to use a LDC for a single woman or a couple of women was a personal desire unrelated to the desire to solve a medically identified infertility problem. It is therefore not up to the community, through health insurance, to bear the financial burden involved in the repayment of the LDC for women who do not suffer from infertility.
ParlaMint-FR_2019-09-27-E2016.u352	Better and better.
ParlaMint-FR_2019-09-27-E2016.u353	Mr Pascal Brindeau has the floor to support Amendment No. 2571.
ParlaMint-FR_2019-09-27-E2016.u354	Once the AMP act is disconnected from medical issues, the registry is changed. This act becomes the instrument of the project of a woman or a couple, heterosexual or composed of two women. If there must be national solidarity, it cannot under any circumstances be expressed through sickness insurance. The rapporteur and the Government will no doubt reply that the health insurance now reimburses certain acts and products which have little to do with the medical act itself. However, the extended LDC no longer has any connection, even tenuous, with medicine or more generally with health. If the parenting project is to be the subject of national solidarity, it should go through another State fund, possibly that of family allowances, in which case care should be taken to ensure equality with other parenting projects. But health insurance is not intended to support a family or natalist policy, which falls under another aspect of national solidarity.
ParlaMint-FR_2019-09-27-E2016.u355	We come to the second set of identical amendments. Mr Xavier Breton has the floor to support Amendment No. 49.
ParlaMint-FR_2019-09-27-E2016.u356	The purpose of this amendment is to ask ourselves about our social protection system and its foundations, which are now the subject of a consensus in our society and which must not be weakened. The AMP is for the moment a medical act aimed at remedying an infertility found; The bill transforms it into an act of convenience – and not comfort, a pejorative term – in the sense that it is a societal demand, while demanding that these demands be met by our social security system. This could at the limit be considered within the family branch if family policy was to be expanded to allow certain couples access to filiation. But we are calling on the disease branch, even though there are currently hundreds of thousands of our fellow citizens who are suffering from derelicts! Reimbursement in turn, while taking on purely societal demands, calls into question the foundations of our social security system. That is why we propose the deletion of the paragraphs in question from article 1.
ParlaMint-FR_2019-09-27-E2016.u357	Mrs Annie Genevard has the floor to support Amendment No. 135.
ParlaMint-FR_2019-09-27-E2016.u358	I take it back to Mrs Bonnivard's.
ParlaMint-FR_2019-09-27-E2016.u359	I call Mr Patrick Hetzel to support Amendment No. 372.
ParlaMint-FR_2019-09-27-E2016.u360	We come to another aspect of this bill: extending the LDC to women's couples and single women, it also extends the reimbursement through our social insurance system. The question is not neutral in that up to now it was the criterion of infertility that justified the management. In order to extend the LDC, the Government was obliged to remove the reference to that criterion while requesting health insurance, as had been pointed out by Xavier Breton, to reimburse those acts. All this could make sense if the health insurance was surplus, but it is not! Today, our citizens, and especially the elderly, must make a major contribution to its budget, and many products are the subject of reimbursements, including homeopathy. There are double standards: the pathologies of our fellow citizens who are suffering from financial suffering are clearly not a priority; The priority is the desire of the child – not the best interests of the child. This is a real problem, and it must be made clear. Our fellow citizens must know that the social security budget will once again not be balanced...
ParlaMint-FR_2019-09-27-E2016.u361	It has not yet been voted!
ParlaMint-FR_2019-09-27-E2016.u362	... and above all that we are crossing a new red line by sweeping with a feather stroke the reason – infertility – which so far justified the taking over of the LDC by health insurance. I withdraw my amendment in favour of Mrs Bonnivard's, which is better drafted.
ParlaMint-FR_2019-09-27-E2016.u363	The identical amendments No 703 by Mr Marc Le Fur and No 912 by Mr Thibault Bazin are being defended.
ParlaMint-FR_2019-09-27-E2016.u364	Identical amendments No 1067, by Mrs Christine Dalloz, and by Mr Pascal Brindeau 2576, are being defended. What is the opinion of the committee on this series of amendments?
ParlaMint-FR_2019-09-27-E2016.u365	These amendments could lead to a break in equality between people and pave the way for some discrimination. When I speak of a breakdown of equality, and I am replying here to Mrs Ménard, at the present time, I am not only taking care of the MPAs for heterosexual couples whose sterility has been demonstrated, but also the MPAs for couples who have not procreated and whose ex post facto knowledge is that they are not sterile, since they have other children. The situation is therefore exactly the same as that of heterosexual or homosexual couples and the breakdown of equality on this point would be unconstitutional.
ParlaMint-FR_2019-09-27-E2016.u366	Yes!
ParlaMint-FR_2019-09-27-E2016.u367	Beyond that, the fundamental question that you are asking is whether the LDC for women's couples and single women is a matter of national solidarity. The answer is yes. Indeed, social security, since 1945, has extended its scope: it not only reimburses therapeutics, but also takes care of the health of our fellow citizens.
ParlaMint-FR_2019-09-27-E2016.u368	Exactly.
ParlaMint-FR_2019-09-27-E2016.u369	When social security is involved in preventive actions, when it takes care of restorative surgery and even, sometimes, cosmetic surgery, when it reimburses the voluntary termination of pregnancy, of course, these are not therapeutic acts. However, the medical service rendered is most important when it comes to, for example, accompanying a pregnancy, ensuring that it is carried out without inconvenience for the mother as well as for the child. One of the major health goals, and perhaps the greatest progress in the 20th century, has been the significant reduction in the maternal mortality rate and the improvement in the health status of newborns. We are not going to put this progress at risk by ensuring that those who do not have the appropriate means are poorly monitored during pregnancy and that children with disabilities are born! That would be unacceptable and even inhumane. Health is a vast field and it is pleased that social security can embrace it as a whole. Perhaps you are right, by the way, when you find it strange that it is health insurance that covers the LDC. I agree with you that one day we will have to replace the name of health insurance with that of health insurance, because every year health insurance spends more on preventing diseases than on treating them, and that is how it is.
ParlaMint-FR_2019-09-27-E2016.u370	Of course!
ParlaMint-FR_2019-09-27-E2016.u371	Moreover, when you say that you are shocked that you are being paid back at the same time as you decide to pay back the LDC, I am shocked in turn by your way of thinking. Disbursements never concern diseases with good medical service rendered: an evaluation is made by experts and if some therapeutics are reimbursed, it is because their level of effectiveness is not enough to merit national solidarity, because the benefit is minimal. Here, on the contrary, it is a major service to take care of pregnancies. Finally, to those who argue that the balance of social security would be threatened, I would remind you that the expansion of the LDC will cost a maximum of EUR 300 million out of a total budget of EUR 200 billion. It is therefore not that which will put social security at risk.
ParlaMint-FR_2019-09-27-E2016.u372	That 300 million euros is half the cheque for emergencies!
ParlaMint-FR_2019-09-27-E2016.u373	As you know, a large part of these costs are already covered. In fact, gynaecologists are aware of the needs of their patients, and social security must accompany all French: for example, those who go to Belgium, Spain or elsewhere to carry out an LDC see health insurance take over all the preparatory examinations in France, only those who remain responsible for the actions of AMPs carried out abroad. [[Applause on the benches of the LaREM and MODEM groups. Mrs George Pau-Langevin and Elsa Faucillon also applaud]] In short, this support is already partly carried out. What we are asking for is honourable, dignified and equal care for all on national soil.
ParlaMint-FR_2019-09-27-E2016.u374	What is the Government's opinion?
ParlaMint-FR_2019-09-27-E2016.u375	After what the rapporteur has described very well, I will simply stress a few points. The Government wants equal treatment for all beneficiaries of social protection who use an MPA. The principle of equality before social protection, which is as dear to us as that of solidarity, is, as I said yesterday, one of the pillars of the French bioethics model with the principles of dignity and freedom. Yes, removing the support of the AGP is tantamount to taking the risk of preventing the most modest people from pursuing a parenting project and creating a breach of unbearable equality between our fellow citizens. The rapporteur has pointed out that this could also lead to poor accompaniment of the pregnancy, at the risk of harming the health of the child. The Conseil d'État also discussed this breach of equality in its 2018 study on the revision of the bioethics law: "It seems excluded, for legal reasons, from establishing a different treatment regime with regard to sexual orientation alone. This is likely to invalidate your amendments. Secondly, no, the LDC is not an act of convenience and its extension is not exclusively a response to a request from society: it is indeed a medical care, which is a matter of social security. As the rapporteur pointed out, in particular in reply to Mr Brindeau, social security is increasingly taking charge of preventive consultations, vaccines... in short of acts that are not therapeutic. You mustn't mix everything, Mr. Hetzel. We seek to ensure that the work of social security is based on science, so that it is more effective. So yes, when an opinion of the High Health Authority considers that homeopathy, in view of the ratio of its cost to its benefit, should no longer be reimbursed, the Minister of Solidarity and Health follows this recommendation. The French indeed expect us to be more effective in the use of public funds. And yes, in the same way, we want to redirect national solidarity towards prevention. For thirty years, we have focused on curative care – we are doing very well in France – and we know that we need to improve in prevention. This is one of the policies taken by the Government and health insurance. Finally, if the rapporteur allows me, I would just like to say that the EUR 300 million corresponds to the current cost of the MPA. The cost of its extension is estimated in the impact assessment at EUR 10 or 15 million. [[Applause on the benches of the LaREM group]] For all these reasons, the Government gives an unfavorable opinion to all of these amendments.
ParlaMint-FR_2019-09-27-E2016.u376	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-09-27-E2016.u377	In the case of sickness insurance, there is no discrimination when caring for those who suffer from pathologies but not those who do not. Our resources being limited, you know, let us be fair in their allocation! I want to sound the alarm: the company's commitment to your project varies greatly depending on the territory, and so you take the risk of breaking the country even further. In 2018, a survey by the FIFG – the French Institute of Public Opinion – revealed that 93% of French respondents considered fathers to have an essential role for children. But you institutionalize the possibility of giving birth to ab initio children without a father. The company would be ready, in your opinion... In fact, she does not adhere massively to your project and many have resigned because they are tired of being wrongly accused while they have a deep respect for everyone regardless of their sexual orientation.
ParlaMint-FR_2019-09-27-E2016.u378	It's a way of looking at things...
ParlaMint-FR_2019-09-27-E2016.u379	Hence to finance by the health insurance the institutionalization of the possibility of the birth of children without a father... This is shocking in our campaigns! The feeling of social injustice is increasing. It doesn't pass. Take it into consideration, do not repeat last year's error with the increase in the gas tax, unfair to the territories. Do not make the mistake again of being deaf to the legitimate cry of injustice, all in a context of a budgetary crisis for social security – some reimbursements by health insurance do not pass, you know well. That society does not finance the conception of children without father ab initio, that society does not finance the production of single-parent families whose vulnerability is sometimes known! You speak a lot of equality: remember that in our motto there is fraternity too.
ParlaMint-FR_2019-09-27-E2016.u380	That's the point!
ParlaMint-FR_2019-09-27-E2016.u381	[[Applause on a few benches of the LR group]] Let us first look at those who suffer from pathologies.
ParlaMint-FR_2019-09-27-E2016.u382	Mr Julien Aubert has the floor.
ParlaMint-FR_2019-09-27-E2016.u383	First, the social security system, and especially the disease branch, has difficulty being balanced. So we could already try to balance the accounts for sick people...
ParlaMint-FR_2019-09-27-E2016.u384	So, we're stopping prevention?
ParlaMint-FR_2019-09-27-E2016.u385	... before taking charge of actions concerning healthy people who are not covered by the disease.
ParlaMint-FR_2019-09-27-E2016.u386	It's amazing.
ParlaMint-FR_2019-09-27-E2016.u387	Earlier, the rapporteur quoted the figure of EUR 300 million – the thickness of the line, he said. I would remind you that last year cocoricos were being pushed because the disease branch had to be over 700 million and the figures released during the summer were much less triumphant. And since you love John Paul II, know that 300 million euros is the Vatican budget. So it's not quite an annoyed sum.
ParlaMint-FR_2019-09-27-E2016.u388	We do less in the Vatican than in France...
ParlaMint-FR_2019-09-27-E2016.u389	[[Smile]] I knew that figure would fit your heart. But don't worry, I won't quote Benedict XVI! Secondly, I heard the rapporteur explain that it would be necessary, rather than a disease branch, to speak of a health branch. Be careful, rapporteur: you know, and better than I do, the definition of health by the WTO!
ParlaMint-FR_2019-09-27-E2016.u390	You probably want to talk about WHO, the World Health Organization.
ParlaMint-FR_2019-09-27-E2016.u391	For the Organization, health is a state of total physical and mental well-being. If you are therefore building a health branch, the latter will have to take care, for example, of what is called "burn out", as was called by a bill that we recaptured two years ago, like other psychological diseases that are not necessarily considered to be diseases today. In short, if you change the scope, the deficit that already exists for diseases that meet objective criteria would increase significantly. Thirdly, I do not agree with your figures. An in vitro fertilisation cycle according to the National Ethics Advisory Committee – CCNE – amounts to 20,000 euros per woman. According to some estimates, an MPA act costs up to 5000 euros, even if the state estimates are around 2000 or 3000 euros. Therefore, do the citizens who listen to us want to pay for an act that they do not necessarily approve and that is not in the medical field? When we reduce these figures to our annual contributions, we can see that they are not anodized, knowing that we have also made other choices with regard to homeopathy. I mean, I'm coming to a break in equality. Since the Council of State has been mentioned, I would point out that, in his view, the fight against discrimination does not make the extension of the GPA mandatory. The Council of State authorises differences in treatment provided that they are justified by a different situation. In this case, however, there is a difference in the situation: on the one hand, there is social infertility, on the other hand, medical infertility; On the one hand, people who have a medical problem, and on the other hand, healthy people who have no health problems. [[Applause on a few benches of the LR group]] There is therefore no problem from the point of view of the breakdown of equality: it is a choice of society that we are faced with – because it is not necessarily a budgetary choice, I agree with you on this point. At the very least, it is not up to society to pay for this type of act that is the free will of future parents.
ParlaMint-FR_2019-09-27-E2016.u392	Mrs. George Pau-Langevin has the floor.
ParlaMint-FR_2019-09-27-E2016.u393	[[Exclaims on the benches of the LR group]] I'm a little scared by what I just heard. To reason in this way is to go against the very objective of social security, which defends the principle of solidarity between the inhabitants. In short, if your illness or desire does not seem respectable enough, they should not be taken care of by social security? But with this kind of reasoning, you end up not treating someone who has smoked his whole life if he has lung cancer!
ParlaMint-FR_2019-09-27-E2016.u394	This has nothing to do with it!
ParlaMint-FR_2019-09-27-E2016.u395	[[Applause on the benches of the SOC group and on several benches of the LaREM group. – Mrs Elsa Faucillon also applauds]] I think this debate is not worthy. The text wants to give all women a right, and some would like that right to be granted only to women who have the means to afford it. A censorial right, in a way! It is not worthy of the state of our society.
ParlaMint-FR_2019-09-27-E2016.u396	Mr Philippe Berta has the floor.
ParlaMint-FR_2019-09-27-E2016.u397	I have the impression that we are already reviewing the Social Security Financing Bill – PLFSS – and that we have made the wrong order of the day. First of all, I stress that a very large proportion of the LDCs in heterosexual couples are idiopathic: we have not discovered anything that explains these infertilities, no cause of molecular or other origin.
ParlaMint-FR_2019-09-27-E2016.u398	Psychology and psychiatry exist!
ParlaMint-FR_2019-09-27-E2016.u399	[[Smile]] The majority of these couples will have their second child by natural means. I hope they don't get a refund for the first one! For perhaps some would like to go so far... As far as reimbursement is concerned, some of them show false naivety. This has been said: the bulk of the medical studies prior to in vitro fertilization, in the LDC for couples is already taken care of by our health system. We must not deny the reality. [[Exclaims on the benches of the LR group]] [[Applause on several benches of the LaREM group]] As for homeopathy, Mr Hetzel, I am prepared to talk about it when you like, in a different context. Let's talk about the forty years of clinical trials that cost this country a small fortune without ever ending up in anything! This comparison is in any case completely inappropriate.
ParlaMint-FR_2019-09-27-E2016.u400	For me, who's a pharmacist's son, homeopathy works!
ParlaMint-FR_2019-09-27-E2016.u401	Mr Pascal Brindeau has the floor.
ParlaMint-FR_2019-09-27-E2016.u402	I come back to two arguments used since the beginning of the debates in committee, which have just been taken up by Mr Jean-Louis Touraine and, to a certain extent, by Mr Philippe Berta. The first is to suggest that today's use of AMP by heterosexual couples is ultimately of the same nature as the use of AMP tomorrow by a single woman or a couple of women, because, in either case, the AMP is completely unrelated to a state of health. I use this general terminology because if I speak of "pathology," I will be told that molecular tests do not demonstrate the fertility or infertility of the man or woman in the heterosexual couple using the AMP. But finally, ladies and gentlemen, if a heterosexual couple, a priori capable of procreation, has to resort at some point to an MPA, it is good that there is a suspicion of a problem about the state of health of either or both members of the couple! Without this, it would be an act of pure convention and there would be no reason for social security and its disease branch to support these people. Today, social security does operate on the basis of suspicion of a health problem, a criterion which would obviously have absolutely no meaning in the case of a single woman or a couple of women. Why would they use the AMP tomorrow to have a child? Simply because they do not have the male gamete at their disposal. And this has nothing to do with a state of health.
ParlaMint-FR_2019-09-27-E2016.u403	Of course!
ParlaMint-FR_2019-09-27-E2016.u404	A second argument used by rapporteur Touraine seems to me quite dangerous. It explains that health insurance sometimes covers acts or medicinal products which have a real effect on a disease, pathology, or preventive acts or more generally which have an effect on the state of health, and that reimbursement or reimbursement is based on the effectiveness of the scheme. But be careful: I remind you that the AMP process results in 16, 18 or up to 20% success! If the MPA is scrutinized for efficacy criteria, all MPAs could be reimbursed. I don't think this argument should really be used... Finally, if the reimbursement is disconnected from the state of health and is considered as an act of solidarity to allow a person or a couple to receive a child, then I would like health insurance, social security and national solidarity to cover the costs of couples pursuing adoption proceedings.
ParlaMint-FR_2019-09-27-E2016.u405	Bravo! Remarkable!
ParlaMint-FR_2019-09-27-E2016.u406	Mrs Michèle de Vaucouleurs has the floor.
ParlaMint-FR_2019-09-27-E2016.u407	The question of our health priorities arises for us every year during the review of the FSLP. In this case, we are talking about the mere extension of a mechanism: the debate on its financial support does not have its place in this text, but in the PLFSS. On the other hand, and even if it has been said, I insist: the LDC has never treated infertility. Never. In fact, in 3 to 4 per cent of current LDCs in heterosexual couples, there is already a third-party donor. Clearly, the answer given then is not only medical: it also has a social character. [[Applause on a few benches of the LaREM group]] For all these reasons, it is not possible today to revisit the conditions for the care of the LDC. Of course, there is nothing to prevent us from discussing the level of care, in general and for all couples, during the review of the PLFSS.
ParlaMint-FR_2019-09-27-E2016.u408	Mrs Annie Genevard has the floor.
ParlaMint-FR_2019-09-27-E2016.u409	My colleagues have already spoken widely on the principle of taking care of the MPA for children who will be ab initio deprived of a father, I will not go back to that. I just want to say a word about homeopathy, mentioned by Philippe Berta. The programmed disbursement of homeopathy calls on a large number of French. A petition brought together more than 1.5 million people. Mr Berta, you say that homeopathy is not effective and that it has made us spend money. First of all, we are a certain number to have found that homeopathy works,...
ParlaMint-FR_2019-09-27-E2016.u410	No, no, no, no, no, no, no,
ParlaMint-FR_2019-09-27-E2016.u411	Yes, I do!
ParlaMint-FR_2019-09-27-E2016.u412	...even if it only causes a placebo effect. After all, the placebo effect also works for allopathy! So this is a bad argument. Secondly, I think that you seriously underestimate the impact of this measure on public opinion. The French cannot help but make comparisons. They seem out of your mind, but they can't help but compare what will now be taken care of and what will no longer be taken care of.
ParlaMint-FR_2019-09-27-E2016.u413	She's right.
ParlaMint-FR_2019-09-27-E2016.u414	Mrs Valérie Boyer has the floor.
ParlaMint-FR_2019-09-27-E2016.u415	Of course, I agree with what has been said by my colleagues in the Republican Group. I would add that prevention has always belonged to the field of health insurance, fortunately! Vaccines prevent people from getting sick; immunizing saves lives. Today, if you consider that medical assistance in procreation is outside the medical field, at least change the name, otherwise you will create confusion and a break in solidarity. In this debate, I do not understand the term "medical" reproductive assistance: the term "social assistance for procreation" should be used since it is a healthy person. No one in this House can imagine for a second that being single or homosexual is a disease!
ParlaMint-FR_2019-09-27-E2016.u416	Some people have long thought of it!
