ParlaMint-FR_2019-02-13-O1147.u1	The next item is the continuation of the debate on the bill for a school of trust (No. 1481, 1629).
ParlaMint-FR_2019-02-13-O1147.u251	Article 3 is the translation into several provisions of the Education Code of the lowering of the age of compulsory education from 6 to 3 years. We have insisted at length on the requirement of social justice in the school of the Republic in order to combat inequalities, particularly in the field of language. Kindergartens play a major role in our education system. They are envied of us abroad. It is at nursery school that we begin the learnings of the fundamental foundation, that we discover the basics of writing and reading, that we learn to count and to behave well and to respect others. The requirement of education at the age of 3 will change the rules of attendance in kindergarten, which have so far been relatively flexible. I stress that attendance is as important in kindergarten as it is in elementary school. However, when considering a few amendments, we will discuss the need to keep to the child's pace.
ParlaMint-FR_2019-02-13-O1147.u252	Mrs Emmanuelle Anthoine has the floor.
ParlaMint-FR_2019-02-13-O1147.u253	Article 3 follows the same logic as Article 2 on lowering the age of education. As you may know, we are not satisfied with the adoption of the latter. We recalled the compulsory age of education in different European countries: 5 years in Scotland, Wales and England; 6 years in Belgium, Germany, Ireland and Norway and Denmark. Estonia, which made the choice to start compulsory education even later at the age of 7, is still third in the PISA ranking. All these countries are ahead of France in the 2016 ranking, minister. We therefore do not understand your lack of flexibility on this issue. Rather than the schooling of very young children at all costs, I would like your efforts to focus on the schooling of children with disabilities. The Republic would honor not to leave any of its children behind. All children, I say, must be able to attend school, and not just "accommodated" in schools.
ParlaMint-FR_2019-02-13-O1147.u254	Mr Michel Larive has the floor.
ParlaMint-FR_2019-02-13-O1147.u255	During the 2017 election campaigns, France has defended the proposal to set the age of compulsory education at 3 years, for the reasons that have already been put forward. Article 3 recalls the principle of free education in nursery and elementary schools: we are in favour of it. It gives the municipalities the opportunity to set up nursery schools, alone or for several, after the agreement of the municipal councils: we are also in favour of them. Finally, it corrects some of the provisions of the Education Code concerning out-of-contract private schools: we are not opposed to them, even if you know our position on these schools. On the occasion of this article, we intend to reaffirm the importance of the State's role in education. We have also identified a less visible but very concrete consequence for the communes of France: they will have to finance private schools under contract. The Debré Act of 1959 obliges municipalities to fund public and private schools on a parity basis in their territory. Until now, they had only to do so for elementary schools. From now on, they will also have to make a financial contribution to private kindergartens. This adverse effect on the finances of the municipalities is not envisaged in the text. I invite you to be vigilant on this point. We will propose an amendment to avoid this pitfall.
ParlaMint-FR_2019-02-13-O1147.u256	Mr Jean-Paul Lecoq has the floor.
ParlaMint-FR_2019-02-13-O1147.u257	Of course, the GDR group appreciates compulsory schooling from 3 years old. However, one question remains: the number of students per class – which you consider correct, acceptable. A maximum number of pupils per class is fixed for the other levels. Can you clarify your intentions? We also ask you to encourage children from 2 years of age to attend school for parents who wish to do so. In some working-class neighbourhoods, it is often preferable for children to go to kindergarten from that age, with of course an adapted pace. Teachers are quite familiar with the care of very small children. Unfortunately, 2-year-olds are often the adjustment variable, especially in the case of class closures. Minister, we have to get out of this situation.
ParlaMint-FR_2019-02-13-O1147.u258	I have before me three identical amendments, Nos 31, 146 and 1011. I call Mr Patrick Hetzel to support Amendment No. 31.
ParlaMint-FR_2019-02-13-O1147.u259	This is an amendment to delete the article, which is in line with the previous ones. We would like answers to the questions we asked you, including those of means. In addition to the AESH, which I have already mentioned, you remain silent about ATSEM, which will inevitably have an impact on the finances of local and regional authorities. In order to build confidence, the means must be put in place to establish it with the relevant interlocutors. Clearly, your whole project will fall back on the communities. Once again, they are being imposed on them by decisions taken by the Government with financial consequences. It's pretty detestable. With such a text, you are creating not a climate of trust but a real mistrust in the country.
ParlaMint-FR_2019-02-13-O1147.u260	Mr Xavier Breton has the floor to support Amendment No. 146.
ParlaMint-FR_2019-02-13-O1147.u261	This is an amendment of consistency.
ParlaMint-FR_2019-02-13-O1147.u262	I call Mrs Emmanuelle Ménard to support Amendment No. 1011.
ParlaMint-FR_2019-02-13-O1147.u263	Mr Minister, you have reminded the committee that the period between birth and age 6 is decisive, and that is very correct. But you also stated that this period could not therefore be left to chance. This is not very rewarding for parents who do their best to provide a good education for their children. It is a strange conception of the basic and natural freedom of parents to raise their children. This is all the more strange, if not unacceptable, in a text entitled "for a school of trust". How can we ask parents to trust a school that itself shows no confidence in their educational choices? It is said that children who do not attend school before the age of 6 are mostly from disadvantaged families. But the only study cited in the Commission's report on this subject shows the impact of the cultural and socio-economic level of parents on the speed of language acquisition. It does not include data on the environments from which children of 3 years of age do not attend school. The survey concludes that formal outside care tends to reduce social inequalities in language development. While it is very commendable to seek to reduce inequalities, it cannot be at all costs. If we follow the logic of the Government, will it be necessary to eradicate inequalities that force less favoured parents to choose an outside mode of care for their child of a few months? Is being economically disadvantaged, however, unable to take proper care of his children? Because we must fight this interference and instead support parents in their educational mission, I call for the deletion of this article.
ParlaMint-FR_2019-02-13-O1147.u264	I call Mr Patrick Hetzel to support Amendment No. 1147.
ParlaMint-FR_2019-02-13-O1147.u265	This amendment is intended to delete the second paragraph of Article 3, which itself provides that "the first two paragraphs of Article L. 113-1 shall be deleted" I give you a reading of these two paragraphs. The first is: "Children's classes or kindergartens are open, in rural and urban areas, to children who have not reached the age of compulsory education. So it's an option that's open. The second paragraph states: "Every child shall be able to be accommodated, at the age of three, in a nursery school or a children's class as close as possible to his or her home, if his or her family so requests. » This is incredible: we are removing a provision that is very favourable to families and, of course, to children! Once this second paragraph has been deleted, families will no longer have the guarantee that their child will, if they so request, be automatically educated in the establishment nearest to the home. There is therefore a risk that children, who are more young, may find themselves in schools very far from home. I really don't understand. It's a major alert. Again, you are demeaning the rights of children and families. All this goes against the best interests of the child. I would like to hear from the Government in this regard.
ParlaMint-FR_2019-02-13-O1147.u266	What is the opinion of the committee?
ParlaMint-FR_2019-02-13-O1147.u267	The provisions you mentioned are no longer necessary, since paragraphs 6 and 7 of Article 3 insert in the Code that "The establishment of public kindergartens shall take place under the conditions laid down in Article L. 212-2", article according to which "Any commune shall be provided with at least one public elementary school. The same applies to any hamlet separated from the capital or any other agglomeration by a distance of three kilometres and bringing together at least fifteen children of school age. » Unfavorable opinion.
ParlaMint-FR_2019-02-13-O1147.u268	What is the Government's opinion?
ParlaMint-FR_2019-02-13-O1147.u269	Disadvantaged too.
ParlaMint-FR_2019-02-13-O1147.u270	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-02-13-O1147.u271	[[Exclaims on the banks of the LaREM Group]] At present, the Education Code makes it very clear: "Every child must be able to be accommodated, at the age of three, in a nursery school or a children's class as close as possible to his or her home." By deleting this paragraph, you clearly deprive families of this guarantee. I am warning the entire national representation: you are degrading the public service of national education.
ParlaMint-FR_2019-02-13-O1147.u272	Ah, postures...
ParlaMint-FR_2019-02-13-O1147.u273	I call Mr Maxime Minot to support Amendment No. 175.
ParlaMint-FR_2019-02-13-O1147.u274	Article 3 is intended to draw the consequences of lowering the age of compulsory education to 3 years. But the paragraphs of article L. 113-1 of the Education Code which he repeals contain a particularly important mechanism for rural areas, which Patrick Hetzel recalled. We propose to keep this system and to include children under 3 years of age who will be enrolled in the workforce calculation. This could also facilitate the retention of certain classes in rural areas, bearing in mind that there is a high risk of class closures in many departments, particularly in mine, Oise. Contrary to the above-mentioned paragraph, the regulatory part of the Education Code states: "Children who have reached the age of two years on the day of their school year may be admitted to schools and nursery classes within the limits of the places available. We believe that schooling for children under the age of 3 only makes sense if it can be done in favourable conditions, particularly in terms of the number of students per class.
ParlaMint-FR_2019-02-13-O1147.u275	What is the opinion of the committee?
ParlaMint-FR_2019-02-13-O1147.u276	Your amendment would be to maintain, in the Education Code, the provision that kindergarten is open to children who have not reached the age of compulsory education.
ParlaMint-FR_2019-02-13-O1147.u277	Yes, little ones!
ParlaMint-FR_2019-02-13-O1147.u278	Its removal would be a regression!
ParlaMint-FR_2019-02-13-O1147.u279	With the reduction of the age of compulsory education to 3 years, this provision is no longer appropriate. In addition, article L. 113-1 already provides that children under the age of 3 are included in the workforce forecasts for the new year. Unfavorable opinion.
ParlaMint-FR_2019-02-13-O1147.u280	What is the Government's opinion?
ParlaMint-FR_2019-02-13-O1147.u281	My opinion is also unfavourable, for the reasons just set out by the rapporteur. I would add that because of the reduction in the age of compulsory education to 3 years, some rural communes will have more pupils and can therefore better justify the retention of classes. This is one of the consequences of what we do, which must not be overlooked.
ParlaMint-FR_2019-02-13-O1147.u282	This proves that it's necessary...
ParlaMint-FR_2019-02-13-O1147.u283	Mr Frédéric Reiss has the floor.
ParlaMint-FR_2019-02-13-O1147.u284	I support the amendment. We hear what you are saying, minister, but we need to know how you are going to organize all this, and in particular what means will be available for the schooling of children of 3 years of age but also of those who have not yet reached this age, this possibility being offered in certain sectors. For the time being, we have not received any answers to this question.
ParlaMint-FR_2019-02-13-O1147.u285	I call Mr Dharréville to support Amendment No. 595.
ParlaMint-FR_2019-02-13-O1147.u286	It aims to guarantee and develop the possibility of schooling children in kindergarten from the age of 2. The enrolment rate of 2-year-olds has declined steadily and significantly in recent years, from 33 per cent in 2000 to 11.5 per cent in 2015. Several recent reports have referred to the need for action and clear quantitative and qualitative targets for the education of children under 3 years of age. The report annexed to the Act for the re-foundation of the school of the Republic had emphasized the advantages of early school attendance: "The early schooling of a child under the age of 3 is an opportunity for him and his family when it is organized in conditions adapted to his needs. » We believe that the objectives in this area should not be abandoned. You have not fully answered, indeed, the questions about the means of the measures that we are taking. We believe that the possibility of schooling for children of 2 years of age must be maintained, and even developed.
ParlaMint-FR_2019-02-13-O1147.u287	What is the opinion of the committee?
ParlaMint-FR_2019-02-13-O1147.u288	Unfavorable opinion. What your amendment proposes is not to open up a right to schooling from the age of two, but to delete the provision that "every child must be able to be accommodated, at the age of three, in a nursery school or a children's class as close as possible to his or her home". It is important, in my opinion, to keep it.
ParlaMint-FR_2019-02-13-O1147.u289	What is the Government's opinion?
ParlaMint-FR_2019-02-13-O1147.u290	Unfavorable opinion, for the same reasons. It must be borne in mind that article 3 maintains the right to schooling for children at the age of 2. There is no change in the rules of the game. I have already answered the question of means, on which Article 4 will also make it possible to move forward. In terms of human resources, i.e. posts, two considerations must be taken into account: on the one hand, a demographic effect which will result in 50,000 to 60,000 pupils less per year in the coming years, and on the other hand, an additional 25,000 pupils with the lowering of the age of compulsory education. So, in any case, the number of students will decrease. This is one of the two factors that explain the improvement in the management rate, but above the market, we create jobs. This will allow us, even as we have completed the duplication of the classes of CP and EC1, to pursue both a policy of accompaniment and benevolence towards rural schools, as I have often been forced to repeat, and our policy in favour of nursery school. To answer your questions, Mr. Lecoq, I am pleased to acknowledge that we must continue our efforts to improve the rate of childcare in kindergarten. Similarly, we need to make efforts in our partnerships with local communities to ensure that the role of ATSEM is increasingly recognized. To give you an idea of the rates of supervision, the average number of pupils per class is 24.1 in French kindergartens, 22.5 in rural areas and 24.6 in urban areas. These figures will decline over the next few years, even with compulsory education at 3 years.
ParlaMint-FR_2019-02-13-O1147.u291	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-02-13-O1147.u292	These arguments are so convincing! Except that one realizes that, in order to try to achieve this goal of lowering to three years, which will obviously have an impact on schooling, the Government goes so far as to remove – I weigh my words – an important guarantee for families, which is contained in article L. 113-1 of the Education Code and which allows them to be sure that their child will be educated in kindergarten in the place closest to the home. If you have any doubt, I invite you to read the provision that is likely to be deleted by Article 3: it was an acquired guarantee, automatic, for all families. I do not call this a step forward, but a step backwards. Again, this is an act of distrust of families.
ParlaMint-FR_2019-02-13-O1147.u293	Mr François Pupponi has the floor.
ParlaMint-FR_2019-02-13-O1147.u294	I would like, Mr. Minister, to have a clear mind on the issue of ATSEM. I have still not received an answer: what will be the obligations of the municipalities towards ATSEM, both for public and private schools? The texts are clear: they are communal employees.
ParlaMint-FR_2019-02-13-O1147.u295	Thank you, my dear colleague.
ParlaMint-FR_2019-02-13-O1147.u296	Well, I'll rest the question later...
ParlaMint-FR_2019-02-13-O1147.u297	He'll repeat it until he gets an answer!
ParlaMint-FR_2019-02-13-O1147.u298	Mr Jean-Hugues Ratenon has the floor to support Amendment No. 900.
ParlaMint-FR_2019-02-13-O1147.u299	By this amendment, we propose that nursery schools should now be referred to as pre-elementary schools. For the La France group, this change is a step in the long march towards equality between women and men, which the Government can only encourage. As a result of this amendment, mothers would no longer be symbolically the compulsory reference points for the education and care of children. [[Mrs Mathilde Panot applauds]] This change may seem trivial, but we would like to recall that every word we use conveys messages. Our vocabulary must adapt to the world we want to build, a world in which inequalities will have completely disappeared. The term "pre-elementary" corresponds well to the educational objective set by teachers in the first, second and third sections: preparing students for admission to CP. I therefore invite you, with complete objectivity, to vote for this amendment.
ParlaMint-FR_2019-02-13-O1147.u300	What is the opinion of the committee?
ParlaMint-FR_2019-02-13-O1147.u301	Unfavorable opinion. I understand the meaning of the amendment, but it seems to me better to keep a name understood by all.
ParlaMint-FR_2019-02-13-O1147.u302	What is the Government's opinion?
ParlaMint-FR_2019-02-13-O1147.u303	Disadvantaged too.
ParlaMint-FR_2019-02-13-O1147.u304	Mr Philippe Gosselin has the floor.
ParlaMint-FR_2019-02-13-O1147.u305	I've been joking for a few moments, just like last night, when the words "father" and "mother" were deleted. It's still the ideology that strikes!
ParlaMint-FR_2019-02-13-O1147.u306	Ideology doesn't exist in you?
ParlaMint-FR_2019-02-13-O1147.u307	[[Exclaims on the banks of the LaREM and SOC groups]] In the eyes of some, the terms "maternal" and "paternal" are dated, backwards. Circumlocutions, words that hide their meaning, should therefore be found. I'm sorry to say that the name "nursery school" is neither infamous, retrograde, nor reactionary. It is shared by many families and understandable. At times, the meaning of words should be restored. Let us avoid overturning everything, even if, I know, "toppling the table" makes sense to some. For our part, we are attached to the meaning of words. Behind the words "father" and "mother", there are emotional and educational relationships. I understand that tonight, like yesterday and the day before, we had nothing to do with families.
ParlaMint-FR_2019-02-13-O1147.u308	A dad and a mom! It's been a long time!
ParlaMint-FR_2019-02-13-O1147.u309	[[Brouhahaha]] They are no longer at the centre of the education system. We'd practically have to scratch them off the map! I am not saying that it is absolute totalitarianism, but I sincerely believe that it is akin to a form of totalitarianism.
ParlaMint-FR_2019-02-13-O1147.u310	So there's a relative totalitarianism? That's interesting!
ParlaMint-FR_2019-02-13-O1147.u311	Oh, those Marxists!
ParlaMint-FR_2019-02-13-O1147.u312	Mrs Mathilde Panot has the floor.
ParlaMint-FR_2019-02-13-O1147.u313	Mr. Gosselin, you can scream as much as you want your attachment to an old world, but if the words have meaning, why use that of "motherhood"?
ParlaMint-FR_2019-02-13-O1147.u314	We're here to debate!
ParlaMint-FR_2019-02-13-O1147.u315	I think we can change it, even if you say it's not right for you – you have the right.
ParlaMint-FR_2019-02-13-O1147.u316	Happy again!
ParlaMint-FR_2019-02-13-O1147.u317	[[Smile]] That's relative totalitarianism!
ParlaMint-FR_2019-02-13-O1147.u318	Why should reference be made to the mother when talking about the education of young children? I think it would be a step forward to change that name, since both fathers and mothers can be responsible for the education of children, which is not reserved for women.
ParlaMint-FR_2019-02-13-O1147.u319	And why not a "parent school 1" and a "parent school 2" while you are there?
ParlaMint-FR_2019-02-13-O1147.u320	[[Applause on the benches of the FI group]] That is why we are proposing this amendment, which I think is a progressive amendment, but with which you have the right to disagree.
ParlaMint-FR_2019-02-13-O1147.u321	Mr Philippe Vigier has the floor.
ParlaMint-FR_2019-02-13-O1147.u322	Ladies and gentlemen, it is twenty-three hours and forty-five, we are resuming yesterday's debate and there are still 700 amendments to be considered. This is the question: are we trying to complete the examination of this text under conditions of proper listening, understanding and dialogue, or are we continuing to drag things on? [[Applause on various benches]] I would ask, Madam Chair, for a short break in the sitting so that we can try to develop an organization of the debates that would allow everyone to speak and the reason for winning.
ParlaMint-FR_2019-02-13-O1147.u323	Before suspending the sitting, Mr Vigier, I shall put the amendment to the vote.
ParlaMint-FR_2019-02-13-O1147.u324	The meeting was suspended.
ParlaMint-FR_2019-02-13-O1147.u325	The meeting was resumed. [[Rites and exclamations]] Ladies and gentlemen, we still have twenty-two hours of debate. If we want to complete the examination of the text within the time limit, we must forget the pace of consideration of the amendments. We are now fifteen by the hour, we should move to thirty by the hour.
ParlaMint-FR_2019-02-13-O1147.u326	Oh, what will Edward Philippe say?
ParlaMint-FR_2019-02-13-O1147.u327	I'm just giving you factual information, everyone will draw the conclusions they want! I call Mr Tolmont to support Amendment No. 628.
ParlaMint-FR_2019-02-13-O1147.u328	This is again the question of student accounting. Article L. 113-1 of the Education Code states that "children under the age of three are included in the student population forecasts for the school year". On the other hand, they are generally not taken into account in the drawing up of the school map, therefore for the calculation of the creation or maintenance of teaching posts. The purpose of this amendment is to explicitly include in the Act that children under 3 years of age must be counted in the workforce for the preparation of the school map. I would like to take advantage of the introduction of this amendment to point out to the Minister that I did not have any reply to my statement on Article 2, which I was concerned that I had nothing to see in the text concerning the schooling of children under 3 years of age.
ParlaMint-FR_2019-02-13-O1147.u329	Yes, I did!
ParlaMint-FR_2019-02-13-O1147.u330	What is the opinion of the committee?
ParlaMint-FR_2019-02-13-O1147.u331	[["Well? » on the SOC benches]] Unfavorable opinion: the amendment is satisfied.
ParlaMint-FR_2019-02-13-O1147.u332	By what?
ParlaMint-FR_2019-02-13-O1147.u333	What is the Government's opinion?
ParlaMint-FR_2019-02-13-O1147.u334	Same opinion. I have already answered you, Madam Member, and I will return to the matter. You can already be reassured.
ParlaMint-FR_2019-02-13-O1147.u335	[[Smile]] We should have a law for a hemicycle of trust!
ParlaMint-FR_2019-02-13-O1147.u336	I have before me an amendment No 1121 from the committee, which is the subject of two sub-amendments, Nos 1156 and 1135. The rapporteur has the floor to support the amendment.
ParlaMint-FR_2019-02-13-O1147.u337	This amendment deals with the need for a continuum over the first six years of the child's life, of which it is now known how important they are. This is one of the recommendations of the early childhood poverty plan. Between 0 and 6 years of age, many things are lost in the follow-up of the child, whether in the field of health, in the field of the family or in the field of pedagogy. Too often, what was built in the first three years, especially in nurseries, by extremely competent and caring staff, is lost at the time of entry into school, precisely because of the absence of a continuum. The aim of this amendment is to disseminate a common culture to all staff working with children aged 0 to 6, whether they are under the authority of the Ministry of Health, the Ministry of National Education or local and regional authorities. The construction of such a culture depends first of all on common training modules. [[Applause on a few benches of the LaREM group]] Our goal is that all staff share the same references and words for all young children: emotional development, cognitive development, language, etc. This implies the creation of joint training modules, the content of which could be defined, for example, by the Boris Cyrulnik Early Childhood Institute, in conjunction with national education, and then disseminated to all bodies or institutes that provide training for national education and early childhood staff.
ParlaMint-FR_2019-02-13-O1147.u338	The Minister has the floor to support sub-amendment No. 1156.
ParlaMint-FR_2019-02-13-O1147.u339	This is a drafting sub-amendment, which aims in particular to clarify the target audiences. What the rapporteur has just said is very important and is in keeping with what we said earlier on the need for a comprehensive vision of early childhood.
ParlaMint-FR_2019-02-13-O1147.u340	I call Mr Aleksandre Freschi to support sub-amendment No. 1135.
ParlaMint-FR_2019-02-13-O1147.u341	The purpose of this sub-amendment is to clarify that common continuing training modules for early childhood professionals may be contracted between the department, the rectorate and the regional health agency. The aim is to link the actors involved in the education, health and childcare sector through the organisation of a joint in-service training programme, which will enable them to benefit from a common knowledge base, a space and a framework of meetings conducive to the overall support of children. The aim is to reduce inequalities as soon as possible and, above all, to prevent journey breaks.
ParlaMint-FR_2019-02-13-O1147.u342	What is the Committee's opinion on these sub-amendments?
ParlaMint-FR_2019-02-13-O1147.u343	Favourable on both.
ParlaMint-FR_2019-02-13-O1147.u344	What is the Government's opinion on Amendment No 1121 and on Subamendment No 1135?
ParlaMint-FR_2019-02-13-O1147.u345	Favourable on both.
ParlaMint-FR_2019-02-13-O1147.u346	I shall now put the sub-amendments and the amendment to the vote successively.
ParlaMint-FR_2019-02-13-O1147.u347	I ask for the floor, Madam President!
ParlaMint-FR_2019-02-13-O1147.u348	I asked for the floor!
ParlaMint-FR_2019-02-13-O1147.u349	I'm sorry, but the vote was on, Mr. Breton.
ParlaMint-FR_2019-02-13-O1147.u350	I had asked for the floor before. We have to look, Madam President!
ParlaMint-FR_2019-02-13-O1147.u351	The rapporteur has the floor to support Amendment No. 1123 of the Committee.
ParlaMint-FR_2019-02-13-O1147.u352	This amendment concerns the care of 2 and 3 year olds, a question which has been seen to be crucial in combating inequalities and ensuring the continuum between 0 and 6 years of age. It aims to clarify in the law the tasks of the departmental plans for family services provided for in a circular of 22 January 2015. Care for young children continues to be affected by the institutional breakdown between the early childhood and the school world. Better coordination would allow for comprehensive and sustainable care of children in all areas. In addition, the territorial distribution of the provision of care for children under the age of 3 shows strong inequalities. In order to ensure satisfactory coordination between health and education structures and staff, a new memorandum of understanding between the Ministry of National Education and the Ministry of Health should be concluded. This will enable a real coordination of the institutional response in this area. Such a memorandum of understanding had been concluded in September 1990. This better coordination between the two ministries and the world of early childhood and health is, let us state, objective 4 of commitment 1 of the poverty reduction plan.
ParlaMint-FR_2019-02-13-O1147.u353	What is the Government's opinion?
ParlaMint-FR_2019-02-13-O1147.u354	Wisdom.
ParlaMint-FR_2019-02-13-O1147.u355	Mrs. George Pau-Langevin has the floor.
ParlaMint-FR_2019-02-13-O1147.u356	We support this series of amendments, which respond to our concern for a continuum between 0 and 6 years.
ParlaMint-FR_2019-02-13-O1147.u357	Mr Jean-Paul Lecoq has the floor.
ParlaMint-FR_2019-02-13-O1147.u358	I understand the desire to improve coordination, but the question, which is strongly asked, is that of the schooling of children from the age of 2, when the parents so wish. This possibility of schooling children from the age of 2 must be maintained and guaranteed, regardless of the provisions of the new text. And to do this, you have to put the number of teachers in front of you. The minister will probably tell me that this is not true, but the DASEN – academic directors of the national education services – are sometimes looking for positions. In pre-elementary schools – that's what they've been called in my home for a long time! – Directors are advised not to accommodate children aged 2 years due to lack of places and teachers. Guarantees must therefore be given in that regard.
ParlaMint-FR_2019-02-13-O1147.u359	Mr Xavier Breton has the floor.
ParlaMint-FR_2019-02-13-O1147.u360	I would like to take advantage of this amendment, which joins the one just adopted, to refer to the educational continuum from 0 to 6 years. It is clear, first of all, that the 3-year-old barrier has only held for a moment, in view of the idea of direct control over children from birth. And I am very concerned that none of the amendments under discussion mention the family. We always talk about professionals: we could very well consider their relationship with the family, with the respect of everyone, but not! What we are trying to avoid, obviously, is ruptures in the methods, in the philosophy that permeates these mechanisms for the care of children by the State. This educational continuum, initially proposed by the Socialist Group and once again taken over by the Government and the majority, can therefore only cause us concern because it reflects a desire to exclude families. You don't trust the families, you want to emancipate the children of the families.
ParlaMint-FR_2019-02-13-O1147.u361	I didn't understand anything about this amendment!
ParlaMint-FR_2019-02-13-O1147.u362	Mr Jean François Mbaye has the floor to support Amendment No. 262.
ParlaMint-FR_2019-02-13-O1147.u363	I take advantage of article 3 to refer to kindergartens. In committee, I know that an amendment, voted with the support of President Studer and the rapporteur, created Rule 4a, which we will be considering shortly. If this article is adopted, institutions that cater for children over 2 years of age, known as kindergartens, will benefit from a period of two school years during which they will be able to continue to accommodate children between 3 and 6 years of age. You said, Madam rapporteur, that this deadline should allow kindergartens not to be forced to close as early as September next, and that these schools would have to adapt their activities to the lowering of the compulsory school age to 3 years. While the purpose of these structures is to accompany young children to school, it is indeed difficult to imagine that they will survive beyond the time limit provided for in article 4 bis. We are talking here about 400 establishments which, spread over the whole territory, are likely to accommodate 10,000 children and whose activity is carried out by qualified personnel. My goal, in short, is to sustain the temporary derogation you have provided for. In fact, if the committee voted for this derogation, it is because it is aware of the seriousness and rigour with which kindergartens carry out their task. Let me therefore, Mr Minister, the rapporteur, use these very arguments as a basis for asking here for an opinion which I hope will be favourable.
ParlaMint-FR_2019-02-13-O1147.u364	What is the opinion of the committee?
ParlaMint-FR_2019-02-13-O1147.u365	As drafted, Mr President, the amendment concerns not only kindergartens, but also nurseries and day-care centres, which is a problem. Unfavorable opinion.
ParlaMint-FR_2019-02-13-O1147.u366	What is the Government's opinion?
ParlaMint-FR_2019-02-13-O1147.u367	Same opinion.
ParlaMint-FR_2019-02-13-O1147.u368	I have before me three amendments, Nos 30, 145 and 144, which can be discussed jointly. Amendments Nos 30 and 145 are identical. I call Mr Patrick Hetzel to support Amendment No. 30.
ParlaMint-FR_2019-02-13-O1147.u369	This amendment is in retrospect. Consistency, in our view, would be to opt for the age of 5 rather than 3 years. On the other hand, we asked a number of questions about the means and their security, with regard to the financing of ATSEM posts for the municipalities and AESH posts for the departments. However, we did not have an answer on this point: it would be important to get them at some point.
ParlaMint-FR_2019-02-13-O1147.u370	Mr Xavier Breton has the floor to support Amendments Nos 145 and 144, which can be put together.
ParlaMint-FR_2019-02-13-O1147.u371	They're being defended.
ParlaMint-FR_2019-02-13-O1147.u372	The rapporteur has the floor to support Amendment No. 1113 of the Committee.
ParlaMint-FR_2019-02-13-O1147.u373	The aim is to allow the municipalities to organise the reception of children under the age of 6 in a flexible manner, without forcing them to set up a nursery school for this purpose. The amendment is therefore intended to supplement paragraph 7 with the following sentence: "However, the education of children under six years of age may be provided in nursery classes open in an elementary school. »
ParlaMint-FR_2019-02-13-O1147.u374	What is the Government's opinion?
ParlaMint-FR_2019-02-13-O1147.u375	Favourable.
ParlaMint-FR_2019-02-13-O1147.u376	Mr Frédéric Reiss has the floor.
ParlaMint-FR_2019-02-13-O1147.u377	This amendment is the third that the rapporteur defends on behalf of the Committee on Cultural Affairs and Education; If they had been adopted in committee, they should have been included in the text we are considering. Are these amendments tabled by Mrs Lang herself, in her capacity as rapporteur of the committee? [[Mr Maxime Minot applauds]] The content of this amendment does not pose any particular problem to me, but the other two were of a significant scope since they concerned a departmental plan and coordination at this level: we do not know who does what, and all this goes like a flower! I would therefore like to have some clarifications.
ParlaMint-FR_2019-02-13-O1147.u378	All right!
ParlaMint-FR_2019-02-13-O1147.u379	Mrs Anne-Christine Lang, rapporteur, has the floor.
ParlaMint-FR_2019-02-13-O1147.u380	[[Protests on the benches of the LR group]] After a certain period of time, we can no longer table any amendments signed in her own name – in this case, "Ms Anne-Christine Lang, rapporteur". They therefore had to be tabled on behalf of the Commission.
ParlaMint-FR_2019-02-13-O1147.u381	Although Commissioners for Cultural Affairs, we have never voted for these amendments!
ParlaMint-FR_2019-02-13-O1147.u382	These are in fact amendments which have been adopted by the committee in Rule 88.
ParlaMint-FR_2019-02-13-O1147.u383	Thank you for your effective explanations, Madam President!
ParlaMint-FR_2019-02-13-O1147.u384	I call Mr Lecoq to support Amendment No. 602.
ParlaMint-FR_2019-02-13-O1147.u385	The aim of this amendment is to remove private kindergartens from the scope of the new compulsory expenditure of the municipalities. Its co-signatories support the requirement of education from 3 years old. Indeed, early and well-supervised schooling helps to eliminate some of the inequalities between pupils in their ability to succeed in school. Only this article is intended to strengthen the capacity of public kindergartens, not to become a financial bounty for private institutions by weighing their costs on the municipalities. In addition, it has been recalled several times that private kindergartens do not promote social mix: on the contrary, they become a place of social reproduction, thus violating, Mr.Minister, the objectives that you display with schooling from the age of 3. That is why we propose to concentrate new financial resources on public kindergartens.
ParlaMint-FR_2019-02-13-O1147.u386	I call Mr Michel Larive to support Amendment No. 337.
ParlaMint-FR_2019-02-13-O1147.u387	With this amendment, we wish to convey a concern expressed by most of the municipalities. With Article 2, you wish to extend their obligation to take charge of the private sector to pre-elementary schools, whereas they are currently the subject of voluntary participation by the municipalities. This raises difficulties which the Council of State, in its impact study of the text, formulated in these terms: "The agreement of the commune was so far required because the contract was for pre-elementary classes whose pupils did not, because of their age, belong to compulsory education. » [[Applause on the benches of the FI group]] Article 4 of the bill provides for only one year to compensate for the increase in municipal spending. In addition, they will have to submit to the State a request for financial support, and the applications thus submitted, in respect of operating expenses, will be examined by the departmental academic services, after which the allocation of the aid to each eligible municipality will be decided by the prefect of the department. These provisions, a real gift hidden from private pre-elementary education, do not provide sufficient guarantees for the financial health of the municipalities.
ParlaMint-FR_2019-02-13-O1147.u388	What is the opinion of the committee?
ParlaMint-FR_2019-02-13-O1147.u389	Disadvantaged: there is no need to reverse the funding of the private school.
ParlaMint-FR_2019-02-13-O1147.u390	We should, though!
