ParlaMint-FR_2019-09-25-E2012.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-09-25-E2012.u155	Ministers, you have made the choice of introducing the Women's Couple MPA and the Single Women MPA into the same article, combining them in the name of equal access to technology. It is rare to build an article around a technology and not around a company project. However, these are two completely different situations. In keeping with the AMP for Women's Couples, the various surveys conducted since 1986, particularly in the United States, of 17-year-olds and 25-year-olds, are reassuring. Conducted in many families and in the long term, they conclude that the education of these children is proceeding satisfactorily. They have a rich network of friends and are very close to their parents. Above all, it is important to stress that none of them suffered from sexual assault or violence on the part of a relative or relative, while 8 per cent of 17-year-olds in the United States were victims of sexual abuse on the part of a relative or relative, and 26 per cent of them were victims of violence committed by their relatives. There is never any certainty, but, even to shock some and some of you, these elements make me think that the MPA for women's couples has the advantage of jostling the myth of a patriarchal society that would, by its very nature, be good for the balance of the child. These women are far from the majority. So there's nothing to worry about. A little matriarchate can't hurt! The removal of anonymity, on the other hand, seems fundamental to me, for all the reasons that my colleague Joachim Son-Forget has mentioned. With regard to the AGP for single women, the National Ethics Advisory Committee, in its opinion of 15 June 2017, acknowledged that the lack of parental double lineage resulting from this family model raised specific ethical questions. The child to come will be deprived, from the outset, of a dual filiation. In this opinion, the CCNE highlights the lack of serious studies on the consequences of this feature on young children. We could say, like Aurore Bergé, that we don't need education. In any case, they cannot be said to exist. Finally, the child psychiatrists interviewed by the Special Committee unanimously expressed their concerns about the impact of the AGP on children. My colleague Olivier Faure mentioned earlier Boris Cyrulnik, neuropsychiatrist and attachment specialist, but he quoted only part of his remarks. Boris Cyrulnik is in favour of the AMP for women's couples and says: "What matters is that there are two. If there are two, the child first has a safety base, which is his mother's body, and very quickly, he learns to love someone else. His native world is opening up. » He adds, and this part has been forgotten by my colleague: "If there is one, the child is a prisoner of his mother's affection. » Of course, it is not a question of questioning the education given by single women to their children when they are confronted with this situation as a result of an accident in life. Of course, the children raised by these women can be built. However, a situation must be distinguished from a situation created voluntarily. Some colleagues pointed out that adoption for single women existed, which was sufficient to justify the MPA for single women. However, the two situations are very different. In the case of adoption, the children are already there and have no parents. Of course, it is better for them to have a parent than not at all. Finally, Madam Minister, it is legally possible, without undermining the notion of equality, to open the MPA to women's couples only. This is what the Council of State said: "There is no objection to making a possible distinction between these two audiences. » This position is the one adopted by the Nordic countries, Norway, Finland and Sweden, often cited for their advanced societal model. That these countries allow only the MPA for women's couples, not the MPA for women alone, should make us think. [[Applause on the benches of the LR group. – Mrs Blandine Brocard also applauds]] That is the meaning of the amendment that I have tabled.
ParlaMint-FR_2019-09-25-E2012.u156	Mrs Agnes Thill has the floor to support Amendment No. 1616.
ParlaMint-FR_2019-09-25-E2012.u157	I would like to go back to some of the arguments I have heard about this amendment, which concerns the MPA for single women. Someone said that we all had a large number of single-parent families around us and that the children of these families were doing very well. I even heard the minister talk about wars, crusades and divorcees. No doubt the situation of the children who are about to be born is enviable in relation to that of the war orphans... All studies tend to show that single-parent families are more financially precarious than others. The Government itself recognizes this, as its family support policies target single-parent families. A report from the Observatory of Inequalities recently revealed that these families constitute a quarter of the poor population. When separations lead to a 3 per cent drop in the standard of living for men, this is 22 per cent for women, who are mostly employed in precarious, CSD and part-time jobs. In view of this fact and in view of the steady increase in the number of single-parent families, the Government has considered new mechanisms, such as the poverty reduction plan, providing for a 30 per cent increase in the supplement of free choice of mode of care, which I welcomed, or the premium of activity. It is therefore at least contradictory to envisage, with this bill, the extension of medically assisted reproduction to single women, while the Government is taking steps to assist single-parent families and reduce their fragility. The National Ethics Advisory Committee recognizes that there are few studies on the development and development of children of single mothers by choice born by AMP. These are English qualitative studies of small numbers and very young children. [[Mr. Marc Le Fur applauds]] In this context, therefore, we have no certainty. We do not know the consequences of the anthropological rupture that we are about to engage. The precautionary principle must therefore apply.
ParlaMint-FR_2019-09-25-E2012.u158	Mrs Valérie Boyer has the floor to support Amendment No. 1691.
ParlaMint-FR_2019-09-25-E2012.u159	Almost a quarter of French families are single-parent families. 85 per cent of these are women who raise nearly 3 million children alone. Unfortunately, many of these women find themselves in difficult situations, resulting from factors specific to their status as single mothers. Feelings of family failure, conflicting relationships with the former spouse, difficulty in recovering maintenance, security and education of children who depend on a single salary, weakening of the relationship and social status, fear of losing custody of their child: these are the main difficulties faced by isolated mothers. For the most part, these difficulties are compounded by the inequalities that affect all women in terms of training, recruitment, employment contracts, employment, wages, care and pensions. I believe that we will all agree on these findings. The combination of these discriminant factors very often creates a situation of precariousness, which sometimes also affects the fathers of single-parent families. Last winter, during the yellow vest crisis, we all found that a large number of women were on the roundabouts. For many of them, they were single women who demonstrated their difficulty in making ends meet. Here, I am sure that many of us have found themselves at some point in their lives, or are still in a single-parent family situation and are experiencing these difficulties. 40% of single-parent mothers are inactive. One-third work part-time. 33% have no diplomas. 60 per cent of mothers with a child under 3 years of age do not work because of often financially inadequate child care. Finally, 20% of RSA beneficiaries, or 500,000 persons, are single-parent mothers, and 33% of them live in HLM. Obviously, I do not consider a single woman to be a worse mother than a married woman. Similarly, I do not deny the wish of some single women to have a child, to raise and love him, or their ability to be mothers. I understand their desire for a child. But the question we are asking ourselves today is how society and the law organize the existence of a child with one parent. This is the responsibility of the community. The best interests of the child are, to say the least, weakened by the bill. In view of the difficult situations caused by the absence of a father, the precautionary principle must apply. The father cannot simply be the one who gave his DNA and that the child discovers at the age of 18. He is the one who accompanies, even if, of course, a child can find other references around him. [[Applause on the benches of the LR group]] In the name of the precautionary principle, one should have a shaking hand when deciding on such a delicate issue.
ParlaMint-FR_2019-09-25-E2012.u160	Mrs Tamarelle-Verhaeghe has the floor to support Amendment No. 2541.
ParlaMint-FR_2019-09-25-E2012.u161	Let me repeat again and again: every family, whatever its form, has the right to respect and benevolence.
ParlaMint-FR_2019-09-25-E2012.u162	That's right!
ParlaMint-FR_2019-09-25-E2012.u163	While this amendment is intended to limit the LDC to couples, and thus to limit its extension to women's couples only, excluding single women, it in no way constitutes any judgement on single parenthood.
ParlaMint-FR_2019-09-25-E2012.u164	That's for sure!
ParlaMint-FR_2019-09-25-E2012.u165	Nevertheless, a couple and a woman alone are not the same. This bill has been the subject of extensive work and has been the subject of numerous hearings. It must be noted that these, diverse and varied, did not lead to consensus, as the views on the interests of the child and the necessary conditions for its conception remain disparate. If the choice of a single woman to conceive a child belongs to her, as part of the expansion of the legalization of the LDC, the State and society, through the medical team that will allow it, bear the responsibility for the living conditions of that future child. We consider that the most favourable conditions for the development of the child are part of the joint project of two people, in their commitment to the child, enabling safety and otherness of his/her parenting environment. The scientific work on attachment shows that the presence of two parents provides a desirable safety for the healthy growth of the child, and first by guaranteeing the pregnant mother a safe environment, favourable to development in utero. On the other hand, is the importance of the third party in the mother-child dysade yet to be demonstrated? The financial issue – even if the studies are nuanced – and the time available compared to that of a two-parent family are additional reasons for questioning the opening of the LDC to single women. I have listened at length to those who argue that this is a reasoned and measured choice on the part of the woman concerned; But is the child's desire necessarily reasonable? [[Applause on a few benches of the LaREM group and on the benches of the LR group. – Mr Cyrille Isaac-Sibille also applauds]] Finally, some countries such as Austria and Norway have opened the MPA to women's couples, but not to women alone.
ParlaMint-FR_2019-09-25-E2012.u166	Mr Pascal Brindeau has the floor to support Amendment No. 2570.
ParlaMint-FR_2019-09-25-E2012.u167	I found the argument of our colleague Isaac-Sibille full of common sense and wisdom; I will therefore make it mine, without repeating it, for fear of betraying it. Whatever the arguments put forward, it is indeed the interests of the child that each of them intends to defend, each in its own way. It is necessary to distinguish the case of a single woman from that of a couple – whatever its composition, moreover. This last point refers us to Mr. Lachaud's question about the role of the father and what differentiates him from the mother – beyond the peculiarity of the relationship that the mother has with the child she has borne and who will persist in a couple of women, although the right of filiation enshrined in the bill tends to deny this obviousness. The role of the father depends on what the man and wife do with it; As a result of a permanent discussion, it is not previously established. The same applies to a couple of women. In any case, being two brings the child not only physical security, but also psychological security. This is the limit of the uniparental model, although it can be said that a woman is ready to raise a child alone and has given herself the material means. At some point, the lack of access may be felt during the child's construction process and may not be palliated. In this regard, as in others, there is a danger of domino effects that will eventually be lost control.
ParlaMint-FR_2019-09-25-E2012.u168	What is the opinion of the committee on all of these identical amendments?
ParlaMint-FR_2019-09-25-E2012.u169	Since single women's access to the LDC was at the heart of the bill, the committee was obviously opposed to all the deletion amendments. The questions that have been raised, and which are entirely respectable, we have all asked ourselves at some point; and if it has been decided to retain the extension of the LDC to women alone, it is after careful consideration. In making this choice, we were anything but sorcerer apprentices.
ParlaMint-FR_2019-09-25-E2012.u170	It's not enough to say it so that it's true!
ParlaMint-FR_2019-09-25-E2012.u171	Precisely because the subject raised questions and doubts, our evolution was reasoned, cautious, and based on a reassuring impact study. What's this about? A single woman develops a parenting project; it matures it; months go by; She gathers her relatives – family, friends – around this very built project, which is quite reassuring for the future both material and emotional of the child so welcomed. Mr. The Fur and Mr. Bazin may not have much doubt on the subject, but they have a lot of suspicion about the hidden intentions of the Government or the majority.
ParlaMint-FR_2019-09-25-E2012.u172	[[Smile on a few benches of the LR group]] Especially from the rapporteur...
ParlaMint-FR_2019-09-25-E2012.u173	[[Exclaims on the benches of the LR group]] The intention, we repeat, tirelessly, would be to move towards a commercial GPA, towards a commercialization of the bodies.
ParlaMint-FR_2019-09-25-E2012.u174	Don't caricature!
ParlaMint-FR_2019-09-25-E2012.u175	You talked about it on the radio on Monday!
ParlaMint-FR_2019-09-25-E2012.u176	The spectre of eugenics is also convoked. But how would allowing a LDC in a single woman lead to eugenics? It's totally unrealistic!
ParlaMint-FR_2019-09-25-E2012.u177	We'll talk about the pre-implantation diagnosis again!
ParlaMint-FR_2019-09-25-E2012.u178	Please, Mr. Bazin...
ParlaMint-FR_2019-09-25-E2012.u179	[[Applause on several benches of the LaREM group]] Neither the Government nor the majority have any hidden intentions; On the contrary, we are transparent. Today we are legislating on the LDC within women's couples and for women alone, and only on this: neither on eugenics nor on GPA.
ParlaMint-FR_2019-09-25-E2012.u180	What is the Government's opinion?
ParlaMint-FR_2019-09-25-E2012.u181	Article 1 and the amendments before us raise a lot of questions about our family models. I hear that reproductive health assistance should not be offered to women alone, on the grounds that it would be a socially vulnerable category or a more vulnerable family model. This has been said several times, single-parent families account for 23 per cent of families; It is true that their median income is lower than that of families formed by a couple and must therefore be accompanied. However, and this is the heart of our position, it is appropriate for us not to amalgamate the single women we are talking about here with those who have become so because of accidents in life. You are right, Mrs Genevard: in the latter case, single parenthood is not necessarily suffered; She can be chosen, as these women may have decided to separate from their spouse. But it wasn't their original project, and their life course was weakened. Thus, in these families, the difficulties encountered are less related to single parenthood than to socio-economic factors: break-up, separation of property, remoteness, lack of social support, or even conflicts, sometimes violent, between parents. On the contrary, families where single parenthood is chosen will have matured a project, often out of subsidiarity, that is, because of the biological clock...
ParlaMint-FR_2019-09-25-E2012.u182	That's right. Thank you, Madam Minister.
ParlaMint-FR_2019-09-25-E2012.u183	I am not speaking to anyone in particular, but it is often for this reason that a woman comes to this choice.
ParlaMint-FR_2019-09-25-E2012.u184	That's right.
ParlaMint-FR_2019-09-25-E2012.u185	Some women who find themselves in this situation decide not to do so, as well as a couple may choose not to have a child.
ParlaMint-FR_2019-09-25-E2012.u186	Exactly!
ParlaMint-FR_2019-09-25-E2012.u187	All this is possible. In the families we are talking about, social support is important in order to mature the parenting project and accommodate the children in the best conditions. Often, moreover, the women concerned are well surrounded socially: they provide for otherness, they are aware of the insurance risk; They ensure the presence of brothers, sisters – uncles, aunts – because they want to protect their children, like us. Therefore, restricting access to the LDC to couples and denying it to those women who have a desire for a child and a long-term parenting project is, I believe, a challenge to these millions of women who are raising their children alone, denying their ability to do so in good conditions and to provide them with the safety and love they need.
ParlaMint-FR_2019-09-25-E2012.u188	No one's fighting them.
ParlaMint-FR_2019-09-25-E2012.u189	These new family forms already exist, and if a woman, at some point in her life, has no choice but to give birth to a child alone, nothing will prevent her from doing so.
ParlaMint-FR_2019-09-25-E2012.u190	That's right!
ParlaMint-FR_2019-09-25-E2012.u191	Yes!
ParlaMint-FR_2019-09-25-E2012.u192	It's his freedom!
ParlaMint-FR_2019-09-25-E2012.u193	[[Applause on the benches of the LaREM group and on several benches of the MODEM group]] What we are proposing here is to secure the path of women who, in any case, will make a child. We will secure it medically, avoiding them from taking risks by searching for a donor on the internet – there are sites for this –,...
ParlaMint-FR_2019-09-25-E2012.u194	And it's not sanctioned!
ParlaMint-FR_2019-09-25-E2012.u195	... by saving them the quest for an evening donor, sometimes unselected, and sexually transmitted diseases.
ParlaMint-FR_2019-09-25-E2012.u196	Bravo!
ParlaMint-FR_2019-09-25-E2012.u197	We will also secure the path of men, because some women, after having made this long mature choice, and because this journey – we do not deny it – is sometimes difficult, ask for recognition of paternity after several years. We all know, around us, men to whom this happened.
ParlaMint-FR_2019-09-25-E2012.u198	All right!
ParlaMint-FR_2019-09-25-E2012.u199	In short, the text will secure a path that has existed since the dawn of time and that the law will never prohibit. The project respects all family models, the desire to give love to a child; He is respectful of both women and men. [[Applause on several benches of the LaREM group]] Many of you have made a comparison with other countries. There are only two – which have been cited – who do not allow the LDC to women alone. Others accept the LDC for single women, but not for same-sex couples. And, in reality, what other countries are doing does not matter to us, because it is the reality of our country that we have to consider. All those who are going to vote for the text respect the reservations that have been made, and they feel the scope of them at the bottom of them, but, having estimated the benefit-risk ratio for women, they are in favour of securing their journey. We trust these women to mature enough for their project, to provide enough security for their child's life. [[Applause on the benches of the LaREM group and on several benches of the MODEM group. – Mrs Caroline Fiat also applauds]] It is for all these reasons that we wish to open the LDC to women alone. I am therefore against the amendments.
ParlaMint-FR_2019-09-25-E2012.u200	Mrs. Annie Vidal has the floor.
ParlaMint-FR_2019-09-25-E2012.u201	Like many others here, I understand the desire for children in single women. It is legitimate, because it is the constitutive of human nature. Yet, after careful reflection and many readings, hearings and meetings, I remain dubitative about the LDC for single women. The existence of a couple, whether their two members are two women or a man and a woman, is in the child's interest. Of course, it may be thought that the use of the LDC, which is not an insignificant act, will remain uncommon. But we're not sure. [[Ms. Frédérique Dumas applauds]] Admittedly, single women can always conceive a child if they so wish, but they then assume responsibility, while, within the framework of the LDC, the legislator supports the formation of a single parent family.
ParlaMint-FR_2019-09-25-E2012.u202	That's right! The legislator and society.
ParlaMint-FR_2019-09-25-E2012.u203	I fear that by depriving a child of a dual parentage from birth, he will not be given the same chance as another child. However, I am very attached to the fact that all children have the same chance capital at birth. [[Applause on the benches of the LR group. – Mrs Marie Tamarelle-Verhaeghe and Mrs Agnes Thill also applaud]] For all these reasons, I consider it reasonable not to allow the LDC to be women alone.
ParlaMint-FR_2019-09-25-E2012.u204	Mrs Elsa Faucillon has the floor.
ParlaMint-FR_2019-09-25-E2012.u205	I will be brief, especially as I share the powerful arguments put forward by the minister. If I can hear some questions and reservations, I believe we must protect ourselves as much as possible against amalgams and somewhat risky comparisons, which give all-round conceptions of a wide variety of family situations. [[Applause on several benches of the LaREM group and on a few benches of the MODEM group. – Mr Jean-Paul Dufrègne and Mrs Sylvia Pinel also applaud]] As much as I believe that it is necessary to work in a very concrete way so that single-parent families can better assume their situation – I am thinking, for example, of provisions aimed at combating part-time work, because it mainly affects women, and even more so those in a single-parent situation – as much as not to salute the courage, inventiveness and determination they demonstrate in raising their children, their ability to hold everything through all ends, irritates me and makes me want to think about them and to salute their courage to assume everything in spite of the difficulties.
ParlaMint-FR_2019-09-25-E2012.u206	Mrs Coralie Dubost has the floor.
ParlaMint-FR_2019-09-25-E2012.u207	First of all, I would like to thank the minister for her perfectly clear and fair words, which do good to hear. We have already had lengthy debates on the subject before the public session and I know that he is passionate about several of our colleagues, but it seems to me that the opening of the LDC to single women highlights, above all, another subject of society which, on the other hand, refers to a great deal of fear while at the same time creating images of fragility and vulnerability: that of single parenthood in general. It would therefore be a matter of distinguishing well between single parents, single parents, and single parents, chosen and thus assumed. The question before us this evening is that of this chosen and assumed single parenthood – which will allow, as you have explained very well, to find the foundations of otherness in a somewhat wider circle. Many experts told us in the special committee that this was quite possible when it was done in full consciousness. [[Applause on a few benches of the LaREM group]] For the other single parents, who are facing difficulties, it is quite possible, as my colleague has said, that we, as legislators, continue to take the subject at heart and arm-to-arm to propose better solutions of societal accompaniment through other texts. But this is not the question we are asking tonight: it is not a question of fighting monoparentalities suffered or more or less arranged, but of whether we are able to recognize that there is a plurality of monoparentalities, that we no longer have taboos on this subject and that we are able to talk about it the very fact that we are able to distinguish them. And it is precisely because I feel ready to do so and because I recognize the courage of those women who have chosen her and who have the strength to carry out the education of these children that I will vote against these amendments.
ParlaMint-FR_2019-09-25-E2012.u208	Mrs Danièle Obono has the floor.
ParlaMint-FR_2019-09-25-E2012.u209	I cannot help but pay tribute to the quite eloquent moment in which our colleague Breton praised the birth, the body of women and this carnal bond... A man using such words seems to me to be revealing a certain connection with the bodies of women and the construction that goes hand in hand.
ParlaMint-FR_2019-09-25-E2012.u210	Oh! What a cliché, Mrs. Obono!
ParlaMint-FR_2019-09-25-E2012.u211	And that was in support of an argument supposed to explain that his report to biology, in this case to the body of women, justified the vote of amendments aimed at denying women the choice of childbirth from their own bodies. On the other hand, I have heard arguments marked by the spirit of the staircase. In the case of women's couples, the problem was initially that it was not a man and a woman; Now, there's not two people. Even if there is a fairly clear consistency in this argument, I would like to deconstruct it by reminding that the parenting of a single woman is not a novelty. One of our colleagues mentioned an ex nihilo legal creation, but women have raised children alone since the dawn of time, including sometimes within an established framework, in accordance with the organisation of the society concerned. All we're gonna do here is act a fact of society. In this respect, I agree that it is the company's responsibility to secure, but does this necessarily involve the couple? The question arises when we know how much the couple can be a lock-up structure for women who are prevented by material insecurity from coming out of an extremely toxic relationship with their spouses, or even for the children themselves. I heard about the family as the pinnacle of stability, but I recall that it is also one of the first sources of neurosis, trauma, for individuals. Therefore, it is not possible to establish the family in this way...
ParlaMint-FR_2019-09-25-E2012.u212	Abolition of marriage, in this case!
ParlaMint-FR_2019-09-25-E2012.u213	... understood as a man and a woman forming a couple, because this has not always been the case: there have always been single-parent families and multi-parent families.
ParlaMint-FR_2019-09-25-E2012.u214	So what?
ParlaMint-FR_2019-09-25-E2012.u215	This vision may be taken from a certain point of view, but it seems obsolete to me. [[Applause on the benches of the FI group]] Finally, I agree with the comments made by several colleagues: the responsibility of society to all individuals is to ensure well-being and collective survival. And it is indeed a question of responding by the appropriate means when family situations, whether single-parent, two-parent or multi-parent, do not allow individuals to survive. It is then socially and collectively that we must develop, for example, public services for early childhood, equal pay or all the services that socialize what is in the field of women, so far only in the private sphere. This is how we manage to secure the life paths not only of the children, but also of their parents, because the general interest of the children is also and first of all the general interest of the individuals who make up the family cells. I therefore call once again on our colleagues, the Republicans, and even some colleagues from the Republic on the move, to continue this debate when we discuss the PLF and the PLFSS, to address all social and collective measures that would enable, in terms of economic well-being and public services, to meet the needs of children and their parents.
ParlaMint-FR_2019-09-25-E2012.u216	Mr Jean-Christophe Lagarde has the floor.
ParlaMint-FR_2019-09-25-E2012.u217	I am delighted with the tone of these debates, because I have known as you, Mr President, those that we had, under the previous legislature, on a rather similar subject, which manifested both a desire for publicity and counter-advertising, and that it is remarkable to hear arguments, not only justifiable and respectable, but which confront each other in a respectful manner. I heard earlier, quite rightly, that there are now different forms of family – and, as a colleague from the MODEM group said, they are all respectable. This has been a debate in French society for a long time, but all are now respectable. However, in the debates I mentioned, when we were talking about families, they were married couples, pacse couples, cohabiting couples, heterosexual couples, homosexual couples, but never considered a family not a single person with a child as a result of a separation or death of the spouse, but a single person's child project. In the evolution of the reflection on the nature of the family, there is a change that is not insignificant – even if it is not new, I readily concede it. Our assembly accepted a few years ago – I was not – that a single person who adopted a child could constitute a family. But does she form a family before she even adopts it? I do not believe that, because a parenting project does not constitute a family as such, even though the law has given it that right. If I take the floor at this time, it is because I believe that we have accepted what has led us to a very difficult debate today. When a single man or woman had the right to adopt a child, they were accepted to have a right to the child. By the way, I find this all the more disturbing because we know how many couples seek to adopt and fail to do so, or adopt a child born abroad. But I readily acknowledge that since then there has been little reason to oppose a person who now wishes to have a child from her alone. By nature, however, they can only be women. In fact, I do not know how to accept solitary adoption for men and women, while solitary conception is being legalized for women alone. I hear, "GPA, no! So the desire of a child would be less legitimate in a man than in a woman? I'm sorry, but I'm the father of four children and my desire for a child was as legitimate as my wife's! So I don't see in the name of what you give to one that you will refuse to the other: what you accept for one, you will have to accept for the other.
ParlaMint-FR_2019-09-25-E2012.u218	Yes!
ParlaMint-FR_2019-09-25-E2012.u219	We will inevitably arrive at a percussion, a shock: to give the man the same right as the woman, we will have to allow the use of a third-party carrier, with all the problems that this poses – on which I will not come back, since this is not the subject of these amendments. It therefore seems to me that these deletion amendments which refuse to allow a single person to create a parenting project refer both to a precedent – which I regret – and to consequences – that I fear. And I fear them all the more because they will be serious. Indeed, it is a matter of putting an end to hypocrisy by regularizing what already exists: couples of women wishing to have children rushed to put away the spouse's slippers and hide her toothbrush when the State representative announced his visit, one of them pretending to live alone to be entitled to the LDC. That's the truth! It exists! Moreover, it is a shame to accuse citizens of this kind of situation... But you all know that in order to recognize the right to the LDC to women alone as well as to couples – knowing that in either case, it is subject to declaration and to a very random verification – the text will have an unforeseen consequence for heterosexuals. Indeed, the use of an LDC now implies a medical impossibility to procreate, which gives rise to a social demand to which a medical act responds – it is a purely societal choice, which has nothing to do in a law of bioethics, but let's not. This leads you to say, Madam Keeper of the Seals, that the concept of parents of intention must be abandoned for reasons of equality and that the child of a homosexual couple who have resorted to the LDC must know his or her origin. We will have this debate at a later stage. As a result, however, since it is not necessary to make a difference, a heterosexual couple whose two members are infertile will, under the law that you are about to vote for, be forced to explain to their child that one of their parents was infertile.
ParlaMint-FR_2019-09-25-E2012.u220	It's not a shame to be infertile!
ParlaMint-FR_2019-09-25-E2012.u221	That seems regrettable to me. I'm opposed to lying to the child. I would have preferred, however, that the state should not interfere with these situations, and that these families should be left – because in a homosexual couple, infertility is obvious – to choose. I chose to intervene at this point in the debate to stress that this development is not neutral, that it does not come from anything – it comes from adoption – and that it will have consequences that are not limited to the women concerned alone, but that will concern the whole chain of filiation – which Pascal Brindeau tried to demonstrate a few hours ago.
ParlaMint-FR_2019-09-25-E2012.u222	Seven speakers still wish to speak on these amendments. Mrs Aurore Bergé has the floor.
ParlaMint-FR_2019-09-25-E2012.u223	At this point in the text – and this will happen again – we find ourselves in tension, because there is no part of the Chamber that would be right while the other part would be wrong. Each sets ethical limits differently according to what it considers acceptable or desirable in the interests of the child, society or women, these different interests may sometimes be in balance. Many of us have gone on the issue of the LDC open to women alone. That was my case, for example. This subject seems to me to have to be distinguished from that of single-parent families. No one denies the difficulties encountered by some single-parent families when these situations are experienced, i.e. in the extreme majority of cases. We know these families, we receive them – they can even sometimes be part of our loved ones. The great difference with the LDC, which is open to single women, is that there is a desire for a child, a parenting project initially conceived alone, and not just two: it changes the nature of the project, but also the way in which it is envisaged and made possible. The two situations cannot therefore be compared. On the other hand, it is not up to the legislator to say what would or would not be a good family and to de facto establish a hierarchy between a better saying and a less-so-called. No one here can guarantee that the best-supposed would correspond to a heterosexual family while the least-supposed would be a woman raising her child alone. Because we do not want to judge these families, it seems to me more relevant to accept the opening of the LDC to all women, including single women. With regard to the argument of otherness, which has often come back in the course of the debates, I would point out that the search for that otherness, even within heterosexual couples, often occurs outside the couple, within the family or relatives, or with other referents. Because the project of a single woman has been well thought out and matured – a LDC project is not a simple project, carried out in a few weeks: it is the subject of a long medical evaluation process, with a significant failure rate – the latter has the will to search for and prepare for this otherness. [[Applause on several benches of the LaREM and MODEM groups]] In any case, I believe that we are in a position today, as legislators, to affirm that we do not establish a hierarchy between the different families that already exist in France and those that will exist tomorrow, and that by recognizing the plurality of these families, we recognize the children who come from them and who will therefore be much better received in our society.
ParlaMint-FR_2019-09-25-E2012.u224	[[Smile]] Mr. Patrick Mignola has the floor. I now have eight registered students: everything is increasing!
ParlaMint-FR_2019-09-25-E2012.u225	It's inflation!
ParlaMint-FR_2019-09-25-E2012.u226	It's like taxes...
ParlaMint-FR_2019-09-25-E2012.u227	First of all, I would like to say my great respect, and that of the group that I have the honour of chairing, for all the legitimate convictions that are expressed in this House. As we come together to find out whether the inclusion of a technique in the law can violate an ethical principle, cause a disorder to society or cause a loss of chances for a child, we must remember, by going through this debate, that since the dawn of time, women can make children alone when they decide – sometimes without deciding. As a result, they have never broken an ethical principle or caused trouble to society. History teaches us, and the legislator cannot tell these children that mothers alone have made that they are less likely than others, nor explain to these mothers that they have made the wrong choice or that this accident has led to a loss of chances for their child. On the other hand, some single-parent families do not live well – many of our colleagues, regardless of their convictions, have noted this. It is the honour of the State and the legislator to accompany them and to improve this support in the years to come. These children, however, were conceived by two beings: these families became single parents in a second stage, without the law having passed. These mothers, who fight and act, probably did not have the chance, the depth of reflection, the mental and physical preparation, or the entourage of women who, tomorrow, will be able to conceive a single child per LDC. Finally, I would like to conclude with the following reflection: love for a child requires humility. One is proud to be a parent, but the child grows up and is built by his or her parents, but above all – according to the educational world – by a collective parent. I believe that family can be made when there is a parent and a child, but these families are also accompanied by a society where grandparents, brothers and sisters – as the minister pointed out –, friends, meetings, opportunities throughout life, teachers, instructors, etc. [[Applause on the banks of the MODEM group and on several benches of the LaREM group]] The reflection of the legislator must include the fact that the construction of the family necessarily involves one parent, but also a whole society: when we decide to family, we also make society. We must therefore reject these amendments, because nothing should give us the pretension to prohibit them.
ParlaMint-FR_2019-09-25-E2012.u228	Bravo, President!
ParlaMint-FR_2019-09-25-E2012.u229	Mrs Annie Genevard has the floor.
ParlaMint-FR_2019-09-25-E2012.u230	On this issue of opening the LDC to women alone, I confess a journey: I have evolved. Spontaneously, I thought that a woman living the test of loneliness should not be subjected to the test of the absence of a child.
ParlaMint-FR_2019-09-25-E2012.u231	Very good thinking!
ParlaMint-FR_2019-09-25-E2012.u232	Then came the auditions. We listened to the doctors, who told us about anxiety, guilt, and the referral on the child of difficulties in raising him alone. My opinion then evolved, and I honestly do not believe that we have the right to take this risk and to open the LDC to women alone. I would like to say to Mr Chiche and Mrs Bergé that I saw a buzz in the Chamber to convince their colleagues in turn...
ParlaMint-FR_2019-09-25-E2012.u233	Pressure!
ParlaMint-FR_2019-09-25-E2012.u234	[[Applause on the benches of the LR group]] ... that everyone should be able to decide freely, in conscience, on a matter of importance, regardless of the group to which he belongs.
ParlaMint-FR_2019-09-25-E2012.u235	We'll make a free decision!
ParlaMint-FR_2019-09-25-E2012.u236	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-09-25-E2012.u237	I listened to your answer, minister: you talked a lot about the parents, but you didn't really talk about the children. In this respect, I wish to return to the hearing of the child psychiatrists, which took place on the last day of our special committee – we were few at the time. They have returned – and this is not related to sexual orientation – to the issue of women alone whom they receive in consultation and who sometimes experience significant or even problematic guilt as a result of having imposed their loneliness on their child. Mr rapporteur, it seems to me important, in the context of a bioethical law, to seek a balance between risks and benefits. However, whenever you speak on behalf of the Special Committee, I have the feeling that you are forgetting the risks and insisting only on the benefits. It's a little awkward. This awareness that the woman is alone can weigh on the child – this is what some child psychiatrists have explained to us. To answer Mrs. Dubost, it is easy to assume for one day to raise a child. However, this commitment is valid for the whole of life. The entourage can change, and the support of a day will not necessarily be the support of ever. [[Applause on a few benches of the LR group]] Our discussions are marked by a form of confusion between the reality of the situations of single-parent families – of children who already exist – and what society proposes to establish, namely, children with potential vulnerability. This is a real subject: the ethics of the child's vulnerability must prevail over the ethics of women's autonomy alone. Otherwise, society would take a serious responsibility, and I hope that these children will not blame us in twenty years.
ParlaMint-FR_2019-09-25-E2012.u238	Mrs Caroline Fiat has the floor.
