ParlaMint-FR_2019-10-01-O1003.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-10-01-O1003.u164	What is the Government's opinion?
ParlaMint-FR_2019-10-01-O1003.u165	These amendments are quite sensible, they clarify things. The opinion is therefore very favourable.
ParlaMint-FR_2019-10-01-O1003.u166	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-10-01-O1003.u167	There is still an editorial problem. When it comes to a couple, one cannot speak only of "the person". The "person or persons" should be indicated.
ParlaMint-FR_2019-10-01-O1003.u168	That's why Mr Le Fur's amendment is better!
ParlaMint-FR_2019-10-01-O1003.u169	We haven't mentioned my own contribution yet... The rapporteur has the floor.
ParlaMint-FR_2019-10-01-O1003.u170	We propose that the amendments be corrected by replacing, in the fourth paragraph, the words "person" with the words "persons".
ParlaMint-FR_2019-10-01-O1003.u171	We'll send you the bill!
ParlaMint-FR_2019-10-01-O1003.u172	My amendment therefore falls too!
ParlaMint-FR_2019-10-01-O1003.u173	What a shame!
ParlaMint-FR_2019-10-01-O1003.u174	Amendment No 1716 by Mr Christophe Naegelen is being defended.
ParlaMint-FR_2019-10-01-O1003.u175	I have before me two identical amendments, Nos 409 and 953. I call Mr Patrick Hetzel to support Amendment No. 409.
ParlaMint-FR_2019-10-01-O1003.u176	Because of the time schedule, the amendment is being defended.
ParlaMint-FR_2019-10-01-O1003.u177	Amendment No 953 is also being defended. What is the opinion of the committee on these identical amendments?
ParlaMint-FR_2019-10-01-O1003.u178	Unfavorable.
ParlaMint-FR_2019-10-01-O1003.u179	Can we know why?
ParlaMint-FR_2019-10-01-O1003.u180	What's the point? You yourself just say "defended"! Anyway, they're happy.
ParlaMint-FR_2019-10-01-O1003.u181	What is the Government's opinion?
ParlaMint-FR_2019-10-01-O1003.u182	Same opinion.
ParlaMint-FR_2019-10-01-O1003.u183	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-10-01-O1003.u184	[[Marie-France Lorho, Emmanuelle Ménard and Agnes Thill applaud]] [[Applause on the benches of the LR group. – Marie-France Lorho, Emmanuelle Ménard and Agnes Thill also applaud]] The rapporteur, you know perfectly well that if we regularly limit ourselves to a simple "Defensed! In order to present our amendments, it is because we are on schedule and you have decided to muzzle the opposition! Therefore, it is unacceptable that you do not indicate the reasons for your rejection. It is a sign of contempt for the opposition that I will not tolerate. When amendments are submitted to you, the least you can do is to say why you are against them.
ParlaMint-FR_2019-10-01-O1003.u185	With each amendment, he speaks for five minutes!
ParlaMint-FR_2019-10-01-O1003.u186	The rapporteur has the floor.
ParlaMint-FR_2019-10-01-O1003.u187	[[Exclaims on the benches of the LR group]] Mr. Hetzel's anger is perfectly faked; He knew that the principle of scheduled time had been adopted at the Conference of Presidents and that no less than fifty hours had been allocated to discuss the bill.
ParlaMint-FR_2019-10-01-O1003.u188	What you're saying is outrageous!
ParlaMint-FR_2019-10-01-O1003.u189	We spent a week discussing the first two articles. I therefore think that you have had ample time to speak.
ParlaMint-FR_2019-10-01-O1003.u190	You know we're gonna need time for the next one!
ParlaMint-FR_2019-10-01-O1003.u191	[[Exclaims on the benches of the LR group]] When you wish an amendment to be examined in detail, you will present it and I will reply. Mr President, may I speak? It screams a little loud, though!
ParlaMint-FR_2019-10-01-O1003.u192	[[New exclamations on the banks of the LR group]] Go ahead, rapporteur.
ParlaMint-FR_2019-10-01-O1003.u193	Mr President, would you like to hear my answer, yes or no?
ParlaMint-FR_2019-10-01-O1003.u194	Mr. Hetzel, you can speak later.
ParlaMint-FR_2019-10-01-O1003.u195	If you are interested in the substance, I can take the time to explain why the opinion is unfavourable. These amendments are not necessary because they are already satisfied. Was this answer really worth losing your speaking time and the Assembly in general, part of its time?
ParlaMint-FR_2019-10-01-O1003.u196	That's the job!
ParlaMint-FR_2019-10-01-O1003.u197	This argument is fake!
ParlaMint-FR_2019-10-01-O1003.u198	Reread paragraph 10: It clearly states that consent must be express and that, if not, the gift cannot be made.
ParlaMint-FR_2019-10-01-O1003.u199	It's intolerable!
ParlaMint-FR_2019-10-01-O1003.u200	[[Applause on the benches of the LaREM group]] That means exactly the same thing as your amendment, which is therefore unnecessary and unnecessary. Therefore, the opinion is unfavourable.
ParlaMint-FR_2019-10-01-O1003.u201	We simply asked that consent be irrevocable!
ParlaMint-FR_2019-10-01-O1003.u202	Mr Pascal Brindeau has the floor.
ParlaMint-FR_2019-10-01-O1003.u203	I see no reason why Amendment No 2581, of which I am the author, should have fallen with the others following the adoption of Nos 1748 and 2301. It provides that the consent of the donor shall be renewed at the time when the child requests access to his or her origins. Once again, it is a matter of placing limits on this right of access in order to be sure that the new situation of the donor is not in contradiction with the consent he expressed twenty years earlier. [[Ian Boucard and Marie-France Lorho, Emmanuelle Ménard and Agnes Thill applaud]] On the other hand, I would remind the rapporteur that there is no vote in the Conference of Presidents on the choice of a procedure such as that relating to scheduled time.
ParlaMint-FR_2019-10-01-O1003.u204	My dear colleague, I confirm to you that Amendment No 2581 has fallen – unfortunately it is always painful but it is so – because the amendments adopted earlier on the initiative of Mr Mbaye and the rapporteur have changed the wording of paragraph 10. There is no debate on this. It is the trap of the new draftsmen who, even if they concern only a few things, bring down the competing amendments. [[Smile]] The trick, in this case, is to propose a sub-amendment, which gives an opportunity to debate it – I have practiced it fairly regularly.
ParlaMint-FR_2019-10-01-O1003.u205	It's the experience that's talking!
ParlaMint-FR_2019-10-01-O1003.u206	But now is the time. This does not prevent you from expressing yourself on the merits since we are on schedule. Unfortunately, the amendment cannot give rise to a vote. Mr Pascal Brindeau has the floor.
ParlaMint-FR_2019-10-01-O1003.u207	Mr President, I understand your argument that, from the moment paragraph 10 is amended, the other amendments relating to the same paragraph fall. But then why don't all the amendments called for in joint discussion with mine fall down?
ParlaMint-FR_2019-10-01-O1003.u208	Because they complete the paragraph, they do not change it!
ParlaMint-FR_2019-10-01-O1003.u209	All amendments concerning newly drafted elements fall.
ParlaMint-FR_2019-10-01-O1003.u210	It's the dog!
ParlaMint-FR_2019-10-01-O1003.u211	I have before me several identical amendments, Nos 80, 408, 717, 771, 1203 and 1647. On these amendments, I have a request from the Group of the European People's Party for a public vote. The vote is announced in the National Assembly. Amendment No 80 by Mr Xavier Breton is being defended. I call Mr Patrick Hetzel to support Amendment No. 408.
ParlaMint-FR_2019-10-01-O1003.u212	[[Applause on several benches in the LR group. – Marie-France Lorho, Emmanuelle Ménard and Agnes Thill also applaud]] I would like to take this opportunity to say to the rapporteur that she has committed a personal fact by calling my anger a feint. I am, in fact, very unhappy that due to the time programmed, we do not have the opportunity to defend our amendments as we would like. The very fact of using this procedure is yet another proof of your lack of willingness to grant the opposition all its rights. The purpose of this amendment is to supplement paragraph 10 with the following wording: "The express consent of the spouse of the third-party donor, married, pacified or in cohabitation shall be obtained under the same conditions. Indeed, we believe that the gift of gamete is likely to have an impact on the lives of couples and that the greatest transparency is needed. By opposing these amendments, you would remain ambiguous.
ParlaMint-FR_2019-10-01-O1003.u213	Identical amendments Nos 717 by Mr Pierre Vatin, 771 by Mr Marc Le Fur, 1203 by Mr Thibault Bazin and 1647 by Mrs Agnes Thill are defended. What is the opinion of the committee?
ParlaMint-FR_2019-10-01-O1003.u214	If the legislator had already chosen, several decades ago, not to submit consent to the opinion of the spouse, partner or partner of ACAP, it is precisely because this issue is not a matter of family life. We only give genes, not family life. Why call this into question today, even though we maintain the principles that donating cannot result in the establishment of a bond of filiation or interfere with family relations? As such, the opinion of the spouse, concubine or pacsé is not necessary. Only the decision responsible for the donor – man or woman – is the decision. Request for withdrawal or unfavorable notice.
ParlaMint-FR_2019-10-01-O1003.u215	What is the Government's opinion?
ParlaMint-FR_2019-10-01-O1003.u216	France is the only country that asks for consent from the spouse of the gamete donor and it seems to us complicated to maintain this obligation because of fluctuations in the family life of the people. In addition to breaking up and remarriage, we must take into account the fact that a person can give when he or she is single and marry or even divorce thereafter. You know that consent is revocable: you can return to your gift at any time. And you'd have to ask for the spouse's consent every time? This seems too complicated to manage and unsuited to the reality of life. Unfavorable opinion.
ParlaMint-FR_2019-10-01-O1003.u217	It's a little messed up! You don't seem very convinced, nor very convincing!
ParlaMint-FR_2019-10-01-O1003.u218	Mr. Pierre Vatin has the floor.
ParlaMint-FR_2019-10-01-O1003.u219	On the contrary, it seems to me that the need for the donor to communicate with his or her spouse would be a way of dedramatizing the gift, making it less secret and anchoring the notion of exchange in people's minds. Moreover, this would avoid many surprises in twenty or thirty years, when the child who seeks to meet his donor will come to his home.
ParlaMint-FR_2019-10-01-O1003.u220	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-10-01-O1003.u221	I am quite in favour of section 3, Madam Minister, but I would like to make it clear that this is a problem for me. You deplored a French exception; For me, it honors our country. Such an argument pushes at least so-called ethics because we can always find countries with less ethical practices. Imagine the tensions that the lifting of anonymity will cause in 18 years, when the major person from the gift will come knocking on the door, if the spouse is not informed! It is a threat to social peace and to the peace of homes, in which I include possible children of the donor. They are the ones I propose to preserve by providing for the express consent of the spouse.
ParlaMint-FR_2019-10-01-O1003.u222	He's right!
ParlaMint-FR_2019-10-01-O1003.u223	Besides, not all couples are meant to separate! It's not obvious. You're telling us that this is the case for one couple in two, Madam Minister. But, in the interests of society, we cannot start from the assumption that all couples will separate. This would mean a very sad future for couples who are forming today and have the hope of lasting as long as possible. [[Applause on several benches in the LR group. – Mrs Emmanuelle Ménard and Mrs Agnes Thill also applaud]] Madam Minister, the rapporteur, in moving away from this real subject, you are taking the risk of further breaking up families within the next 20 years.
ParlaMint-FR_2019-10-01-O1003.u224	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-10-01-O1003.u225	I agree with Mr Bazin: I think you are taking a huge risk here, Madam Minister. You are fully aware that your bill will have consequences in about twenty years – not only for the donor, but also for his or her spouse. To ignore this dimension is to neglect a significant part of the potential impact of your bill. We therefore call for your wisdom. Again, on a subject as sensitive as this one, we plead for all the dimensions concerned to be taken into account. You have kept reminding us that a child is called to be born from the gift of gametes and that it must be cared for as much as recipients. Well, likewise, the donation has potentially consequences for the donor's spouse when he or she is in a couple. To deny it would be to disavow what you were defending, namely the importance of communicating certain biological information from the donor. There is a clear contradiction that you cannot lift and that will have a very strong impact on families in the years to come.
ParlaMint-FR_2019-10-01-O1003.u226	Mr Bruno Fuchs has the floor.
ParlaMint-FR_2019-10-01-O1003.u227	I'll try to say it with less vehemence...
ParlaMint-FR_2019-10-01-O1003.u228	Oh!
ParlaMint-FR_2019-10-01-O1003.u229	That is the reality – I may not be able to do so, but I will try to speak with less vehemence.
ParlaMint-FR_2019-10-01-O1003.u230	With less talent especially!
ParlaMint-FR_2019-10-01-O1003.u231	Here we are looking at a text of transparency and truth. But the truth is not only for children who have the right to know their origins: it also concerns adults, who must set the right example. To provide for transparency and truth at the gift stage would, in my view, be consistent with the spirit of the bill.
ParlaMint-FR_2019-10-01-O1003.u232	The rapporteur has the floor.
ParlaMint-FR_2019-10-01-O1003.u233	Mr Hetzel, there is no contradiction. You want to make the consent of the donor conditional on the consent of the donor's spouse or partner: this creates confusion between biology and the family. However, this text is specifically aimed at ending the confusion between the biological part and the family part of the transmission. The donor, because he is only a gene donor, transmits a genetic history and not a family history; He is therefore not bound here by his own family relations.
ParlaMint-FR_2019-10-01-O1003.u234	We are in total disagreement on this point.
ParlaMint-FR_2019-10-01-O1003.u235	I maintain this unfavorable opinion. This is about the overall consistency of the text.
ParlaMint-FR_2019-10-01-O1003.u236	We don't think so!
ParlaMint-FR_2019-10-01-O1003.u237	The minister has the floor.
ParlaMint-FR_2019-10-01-O1003.u238	I fully understand the conception of the family that you are defending through these amendments: you want things to be said in a couple and there is no secret. We may wish so too. However, in some cases, donors will not be married at the time of the donation and we cannot ask them to involve their future spouse. The tensions you refer to will, therefore, concern couples in which the donor has given prior to marriage and for whom the consent of the spouse is not required. I also recall that the gift is revocable at any time. If both members of the couple have to give their consent, does that mean that the revocation is two? Can the spouse revoke it alone? And what do you do with pacse couples? In the case of married couples with children, should consent be sought from the spouse, or does this requirement arise solely from marital status? We believe that the donor's decision is a personal decision that does not involve the family because the donor is not a father. For this reason, even if we want him to tell his future spouse or spouses about it, we are against this amendment.
ParlaMint-FR_2019-10-01-O1003.u239	It's individualism pushed to its extreme!
ParlaMint-FR_2019-10-01-O1003.u240	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-10-01-O1003.u241	These amendments already provide for all cases: they refer to a donor as "married, pacsé or in cohabitation". The articles of the Civil Code relating to marriage state, however, that "the spouses must respect each other, faithfulness, aid, assistance"...
ParlaMint-FR_2019-10-01-O1003.u242	For better and for worse!
ParlaMint-FR_2019-10-01-O1003.u243	...for better and worse, yes. The donation of gametes has such great consequences that it is necessary to be able to secure the consent of both spouses. I say again: we do not know what effects this law will have in twenty years. Those who have had only one parent may be looking for more than biological origins, even if recognition of a bond of filiation is excluded. [[Mrs Agnes Thill and Mr Fabien Di Filippo applaud]] We must measure these consequences for children, including other donor children, so as not to destabilize them either. As a precaution, I think it would be more reasonable to adopt these amendments.
ParlaMint-FR_2019-10-01-O1003.u244	Mr Joachim Son-Forget has the floor.
ParlaMint-FR_2019-10-01-O1003.u245	[["Ah! » on the benches of the LR group. – Mrs Agnes Thill applauds]] It seems to me that, in a couple, we make decisions together. Otherwise, what's the point of being a couple? It is quite particular that the right-wing deputies are criticized for being in solidarity, for not being individualistic enough: it is still damned captivated! The couple is here to anticipate. You mentioned, Madam rapporteur, a modern construction of love in rupture with the old conception of the couple, no doubt more utilitarian. But the couple remains utilitarian: the couple's commitments have a meaning, the regime of the community reduced to the acquests has a meaning, like a host of other things. Decisions that involve disruptions to family life must be made by many. You never decide better than many, especially when you're with people you trust. [[Applause on a few benches in the LR Group and among non-attached Members]] On the other hand, I again protest against this denial of reality, which is to say that fatherhood and biologicals would be different things – circulate, there is nothing to see. The rapporteur warned us: "Be careful what you say, children from LDCs may be shocked by your comments. But now, hundreds of thousands of scientists in France are tearing their hair out to hear you.
ParlaMint-FR_2019-10-01-O1003.u246	I put to the vote identical amendments Nos 80, 408, 717, 771, 1203, 1647.
ParlaMint-FR_2019-10-01-O1003.u247	The result of the vote is as follows: Number of voters 114 Number of votes cast 109 Absolute majority 55 For adoption 28 Against 81
ParlaMint-FR_2019-10-01-O1003.u248	I have before me two identical amendments, Nos 412 and 955. I call Mr Patrick Hetzel to support Amendment No. 412.
ParlaMint-FR_2019-10-01-O1003.u249	This amendment is intended to supplement article 3, paragraph 10 with the following sentence: "In the case of a child from an embryo donation, the child has the opportunity to access non-identifiable data concerning each member of the couple and their identity. This wording allows the child, in all cases, to have access to the unidentifiable data and the identity of the donor, as it is necessary to respond to the situation where the child is born from an embryo donation. Again, if we want to be consistent, we must go to the end of our logic.
ParlaMint-FR_2019-10-01-O1003.u250	Amendment No 955 by Mr Le Fur is being defended. What is the committee's opinion on these amendments?
ParlaMint-FR_2019-10-01-O1003.u251	In order not to offend Mr Hetzel, I will not simply reply that the committee's opinion is unfavourable. I do not think these amendments are necessary. They are already satisfied by the logic of the text which provides that, in the event of a donation of gametes, only the donor will be solicited; in the case of a donation of an embryo made by a couple, access to the unidentifiable data of the couple is provided. As a spirit of peace prevails in the Chamber, it is a request for the withdrawal of Mr Hetzel; Failing that, adverse notice.
ParlaMint-FR_2019-10-01-O1003.u252	What is the Government's opinion?
ParlaMint-FR_2019-10-01-O1003.u253	Same opinion.
ParlaMint-FR_2019-10-01-O1003.u254	Mr Didier Martin has the floor to support Amendment No. 2330.
ParlaMint-FR_2019-10-01-O1003.u255	The purpose of this amendment is to enable the third-party donor, if he or she so wishes, to provide the physician with information concerning post-donation medical conditions or problems so that such non-identifiable data can be brought to the attention of the person born of the donation, which would enable him or her to take all appropriate measures concerning his or her own health. This information of a medical nature can be important for the health of people born of the gift and, I repeat, its communication will be based on the completely free will of the third-party donor.
ParlaMint-FR_2019-10-01-O1003.u256	What is the opinion of the committee?
ParlaMint-FR_2019-10-01-O1003.u257	Because of the somewhat complicated way in which its meeting under Rule 88 of the Rules of Procedure took place, the committee delivered an opinion against this amendment. Nevertheless, in the light of the brilliant explanation that has just been made and given the particular cases that may arise, I personally express a favourable opinion.
ParlaMint-FR_2019-10-01-O1003.u258	What is the Government's opinion?
ParlaMint-FR_2019-10-01-O1003.u259	I am in favour of this amendment.
ParlaMint-FR_2019-10-01-O1003.u260	Mr Joachim Son-Forget has the floor.
ParlaMint-FR_2019-10-01-O1003.u261	The amendment proposed by Mr Martin is quite interesting. One might even wonder to what extent such statements should be made on a voluntary basis. Many measures are mandatory in medicine, especially when there is a threat to public health. Do we want to stay in the field of volunteering or should we go further?
ParlaMint-FR_2019-10-01-O1003.u262	I have before me three identical amendments, Nos 865, 2002 and 2079. Mr Gilles Lurton has the floor to support Amendment No. 865.
ParlaMint-FR_2019-10-01-O1003.u263	It aims to ensure that the list of non-identifiable data is not included in the legislation but is defined by decree in the Council of State, taking into account national and international scientific data. A recent survey of gamete donors, recipient pairs and major adults from gamete donation identifies non-identifiable data that are acceptable to all gamete donors.
ParlaMint-FR_2019-10-01-O1003.u264	Amendment No 2002 by Mr Bruno Fuchs is being defended. Mrs Valentin has the floor to support Amendment No. 2079.
ParlaMint-FR_2019-10-01-O1003.u265	Defended, due to the application of scheduled time.
ParlaMint-FR_2019-10-01-O1003.u266	What is the opinion of the committee?
ParlaMint-FR_2019-10-01-O1003.u267	These amendments are satisfied, since the text already defines the main characteristics of the non-identifiable data: they are, therefore, legal, and Article 3 refers to a decree in the Conseil d'État specifying these different characteristics. I therefore call for the amendments to be withdrawn; Failing that, adverse notice.
ParlaMint-FR_2019-10-01-O1003.u268	What is the Government's opinion?
ParlaMint-FR_2019-10-01-O1003.u269	Same opinion.
ParlaMint-FR_2019-10-01-O1003.u270	Mr Jean François Mbaye has the floor to support Amendment No. 1749.
ParlaMint-FR_2019-10-01-O1003.u271	This amendment, relating to paragraph 11, has the same objective as that which I have defended in relation to paragraph 10. At this stage of the text, we place ourselves chronologically ahead of the gamete donation: the person concerned has not yet consented to the communication of his non-identifiable data and his identity. The aim is therefore to restore the consistency of the provisions of the new chapter on access to non-identifying data and the identity of the third-party donor, explicitly distinguishing the third-party donor from the single candidate for donation.
ParlaMint-FR_2019-10-01-O1003.u272	What is the opinion of the committee?
ParlaMint-FR_2019-10-01-O1003.u273	This amendment, which is consistent with the one adopted on paragraph 10, makes it possible to clarify the wording of paragraph 11. However, as we have done for the previous one, at the suggestion of Mr Bazin, it should be corrected by replacing the words "persons" with the words "persons" and by making the necessary agreements to the plural throughout the rest of the amendment.
ParlaMint-FR_2019-10-01-O1003.u274	Mr. Mbaye, are you in favour of these corrections?
ParlaMint-FR_2019-10-01-O1003.u275	Yes, Mr. President.
ParlaMint-FR_2019-10-01-O1003.u276	What is the Government's opinion?
ParlaMint-FR_2019-10-01-O1003.u277	Favourable to the amendment thus corrected.
ParlaMint-FR_2019-10-01-O1003.u278	[[Smile]] This is Bazin case law, if I may!
ParlaMint-FR_2019-10-01-O1003.u279	I have before me two identical amendments, Nos 413 and 956. I call Mr Patrick Hetzel to support Amendment No. 413.
ParlaMint-FR_2019-10-01-O1003.u280	Defended, due to the application of scheduled time.
ParlaMint-FR_2019-10-01-O1003.u281	I call Mrs Emmanuelle Anthoine to support Amendment No. 956.
ParlaMint-FR_2019-10-01-O1003.u282	Defended as well.
ParlaMint-FR_2019-10-01-O1003.u283	Mrs Tamarelle-Verhaeghe has the floor to support Amendment No. 2550.
ParlaMint-FR_2019-10-01-O1003.u284	By repeating the drafting of the draft law, it follows the same logic of respecting the right to private and family life of the third-party donor: it aims to ensure that the doctor may not collect information about the third-party donor if he or she considers that it would clearly allow his or her identification.
ParlaMint-FR_2019-10-01-O1003.u285	What is the opinion of the committee?
ParlaMint-FR_2019-10-01-O1003.u286	For the sake of consistency, I would ask for this amendment to be withdrawn: if it were adopted, the regulatory power would no longer be able to specify the nature of the non-identifiable data and the identifying data. It is on this basis that I have asked for identical amendments 865, 2002 and 2079 to be withdrawn: it seems to me important that the regulatory power consolidates the nature of the non-identifying and identifying data. In the absence of a withdrawal, unfavorable notice.
ParlaMint-FR_2019-10-01-O1003.u287	What is the Government's opinion?
ParlaMint-FR_2019-10-01-O1003.u288	Same opinion.
ParlaMint-FR_2019-10-01-O1003.u289	Mrs Marie Tamarelle-Verhaeghe has the floor.
ParlaMint-FR_2019-10-01-O1003.u290	I have not understood your answer, Madam rapporteur: the amendment is intended to take into account the opinion of the donor when he or she thinks, rightly or wrongly, that the data requested would identify him or her. Taking into account the donor's opinion seems to me necessary. I maintain the amendment.
ParlaMint-FR_2019-10-01-O1003.u291	Amendment No 2303 corrected by Mrs Coralie Dubost is editorial.
ParlaMint-FR_2019-10-01-O1003.u292	Amendment No 768 by Mrs Marie-France Lorho is being defended.
ParlaMint-FR_2019-10-01-O1003.u293	Mrs Emmanuelle Ménard has the floor for a point of order.
ParlaMint-FR_2019-10-01-O1003.u294	[[Applause among non-attached Members and on a few benches in the LR Group]] I would like to make a final point of order, on the basis of Rule 49(7). More than twenty-eight articles are still to be considered on more than eight days of debate, but there are still Members who are not registered less than five minutes of speaking time. One last time, Mr President, I ask you to intercede with the Conference of Presidents to review the speaking time allocated to non-attached Members. Thank you, Mr. President.
ParlaMint-FR_2019-10-01-O1003.u295	What is the committee's opinion on Amendment No 768?
ParlaMint-FR_2019-10-01-O1003.u296	Unfavorable.
ParlaMint-FR_2019-10-01-O1003.u297	What is the Government's opinion?
ParlaMint-FR_2019-10-01-O1003.u298	Same opinion.
ParlaMint-FR_2019-10-01-O1003.u299	I call Mr Maxime Minot to support Amendment No. 1052.
ParlaMint-FR_2019-10-01-O1003.u300	The question of the motivation of the donation is a matter of private life or even family life. Not only does it not comply with Article 8 of the European Convention on Human Rights, but it can also lead to the writing of distorted writings: false altruism, deep or obscure reasons, distress, all things exposed and which should not be. That is why this amendment is intended to remove the inclusion of such data in the drafting of consent to donation, as provided for in paragraph 17.
ParlaMint-FR_2019-10-01-O1003.u301	What is the opinion of the committee?
ParlaMint-FR_2019-10-01-O1003.u302	I am very intrigued by the purpose of this amendment: the fact of providing the motivations for the donation in the non-identifiable data is, on the contrary, likely to answer questions that may arise from children from an IAD who have become major, in particular with regard to their genetic identity narrative or the altruistic motivations of the donor. Where do I come from? Why did I come from a gift? Why did this man or woman at some point decide to share his genetic heritage? Perhaps the child, who became a major, will satisfy himself with these answers and will not seek to know the identity of the donor. This is a key element of the text, which must be retained. Unfavorable opinion.
ParlaMint-FR_2019-10-01-O1003.u303	What is the Government's opinion?
ParlaMint-FR_2019-10-01-O1003.u304	Same opinion.
ParlaMint-FR_2019-10-01-O1003.u305	I have before me a number of amendments, Nos 1715, 1038, 1753, 1760 and 2009, which can be discussed jointly. Amendments Nos 1760 and 2009 are identical. Amendment No 1715 by Mr Christophe Naegelen is being defended. I call Mr Maxime Minot to support Amendment No. 1038.
ParlaMint-FR_2019-10-01-O1003.u306	I'll be brief because of the time schedule. The purpose of this amendment is to facilitate the research of children who are gifted and who are in search of their origins. It is therefore a matter of bringing the offspring closer to the children born of their gift, if the former consent, in a constructive and gradual approach. Each donor should be able to leave the information he or she wishes in this regard.
ParlaMint-FR_2019-10-01-O1003.u307	Amendment No 1753 by Mr Jean François Mbaye is being defended. Mrs Marie-Noëlle Battistel has the floor to support Amendment No. 1760.
ParlaMint-FR_2019-10-01-O1003.u308	It is intended not to limit the list of non-identifiable data that third-party donors leave when they consent to the donation. Thus, in addition to the six elements proposed in article 3, donors would be given the freedom to leave the non-identifying elements or information that they consider useful. There is indeed no reason to lock the type of data collected, since the ad hoc committee may in any case decide on the non-identification of certain data.
ParlaMint-FR_2019-10-01-O1003.u309	I call Mr Bruno Fuchs to support Amendment No. 2009.
ParlaMint-FR_2019-10-01-O1003.u310	The special commission may have decided the matter a little quickly: it would be useful to ask again what freedom the donor would have, at the time of the donation, to give the information he wished, even if, as the minister pointed out, their exploitation posed technical difficulties. However, twenty years later, the donor will no longer remember exactly the state of mind in which he was at the time of the donation: it will be good to be able to find these elements.
ParlaMint-FR_2019-10-01-O1003.u311	What is the Committee's opinion on the amendments under joint discussion?
ParlaMint-FR_2019-10-01-O1003.u312	Their purpose is commendable, since they aim to leave as much information as possible to people from an ADI. However, the drafting of the text is already broad, since it provides for physical characteristics, motivations at the time of donation, age or family status: there are already many data. The amendment therefore seems to me to be greatly satisfied. In addition, if the donor were given the ability to deliver all the types of information he or she wishes, without providing a legislative or regulatory framework, this could lead to the provision of identifiers at the core of non-identifiable data, which would be an element of disruption. Finally, some of these amendments include the word "element": objects should not be tabled. For all these reasons, call for the withdrawal of all these amendments; Failing that, adverse notice.
ParlaMint-FR_2019-10-01-O1003.u313	What is the Government's opinion?
ParlaMint-FR_2019-10-01-O1003.u314	The same opinion on all these amendments.
ParlaMint-FR_2019-10-01-O1003.u315	Mrs Valentin has the floor to support Amendment No. 2080.
ParlaMint-FR_2019-10-01-O1003.u316	I'll be brief because of the time schedule. It is essential, both for the child's personal construction and future, that the child have access to his or her own genetic and family history, which are elements inherent in life. This is the subject of this amendment.
ParlaMint-FR_2019-10-01-O1003.u317	What is the opinion of the committee?
ParlaMint-FR_2019-10-01-O1003.u318	As far as genetic history is concerned, the amendment is partly satisfied with the amendments made to the wording of Article 9 in a special committee: I am thinking in particular of the fact that people from an ADI will have access to the genetic information of their genetic parentel. In addition, an amendment by the rapporteur, Mr Philippe Berta, turned what was an option into an obligation: the doctor will have to transmit this information. As far as family history is concerned, the wording of the amendment seems too broad. The non-identifiable data will already include the family situation and the reasons for the donation. In addition, the words "genetics" and "family" do not seem to me to be able to be correlated, since the text applies precisely to distinguishing between genetic heritage and family relationships. Request for withdrawal; Failing that, adverse notice.
ParlaMint-FR_2019-10-01-O1003.u319	What is the Government's opinion?
ParlaMint-FR_2019-10-01-O1003.u320	I recall that before consenting to the donation, the donor is required to complete a very specific, multi-page questionnaire on his or her medical history. Data on family risks of chronic or genetic disease are therefore already recorded at this stage. We only need to ensure that the donor will be able to supplement this data later, especially in the event of a condition that he had not yet reported at the time of the donation. This is precisely what makes possible the adoption, in committee, of an amendment providing for the mandatory transmission of information relating to an abnormality or genetic disease discovered after the donation – in both senses, moreover: the provision to the donor of medical information relating to the child born of the donation, or the provision to the donor of information relating to the donor. Your amendment therefore seems to us to be largely satisfactory, and I request that it be withdrawn.
ParlaMint-FR_2019-10-01-O1003.u321	Further discussion was postponed until the next sitting.
ParlaMint-FR_2019-10-01-O1003.u322	Next meeting, this afternoon, at 3 p.m.: Further discussion of the bioethics bill. The meeting is adjourned.
