ParlaMint-FR_2019-10-02-O1004.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-10-02-O1004.u292	What is the Government's opinion?
ParlaMint-FR_2019-10-02-O1004.u293	Same opinion.
ParlaMint-FR_2019-10-02-O1004.u294	Mr Pierre Dharréville has the floor.
ParlaMint-FR_2019-10-02-O1004.u295	Since the debates in committee, I have heard repeated quotations from articles of the Code. These are legal arguments, you can concede. I'm talking about the real thing. Of course, you can demonstrate that formally, in terms of law, you have not lifted anonymity. That being said, when you reveal the identity of a donor to the child concerned, anonymity seems to me in a way lifted! We could discuss it for hours, let us simply note our disagreement on this point. However, the decision taken in Article 3 is very clear, and you assume it: let us not be mistaken, so we are talking about the same thing. This debate on Mr Touraine's amendment stems from yesterday's decision and from what is contained in Article 3. I was not in favour of this provision, you know, and I am not in favour of it either. They help to institutionalize a new type of relationship between the donor, his family and the children of the gift, which leads us to a field of questioning – which I tried to raise yesterday, probably clumsyly. To make a distinction, you used the word "half-genetics", which I can possibly take back. In any case, the relationships between these individuals that do not belong to siblings, their relationship cannot be of an incestuous nature. Genetic problems may arise, but that's something else. In short, it seems to me that if we stuck in this direction, we would only add problems. But these questions are the direct result of the guidelines adopted by the text and will not be extinguished once the law has been passed.
ParlaMint-FR_2019-10-02-O1004.u296	Mrs Aurore Bergé has the floor.
ParlaMint-FR_2019-10-02-O1004.u297	We need to be clear about the intentions of this bill. It provides access to medical technology in the LDCs for women alone or for women's couples. It also allows children born in LDCs, in heterosexual, homosexual or single-parent couples, to have access to their origins. Under no circumstances is this bill intended to create false fratries. It is not because two people came from the same donor that they will create a family together, that they will become brothers or sisters. This would be tantamount to opposing the way in which this bill enshrines the parental project of a single woman, a couple of women or a heterosexual couple, who need access to a medical technique to form their families. I therefore call for great caution with regard to this type of amendment. It is not a question of giving a right to a relationship between the child born of the gift and the donor, or to a relationship between children born of the same donor – who are not family members. The only families that will exist if this bill is passed are those whose parents have chosen to use the LDC to have a child. These amendments give the impression of opening up a right to the relationship and creating new fratries, which is really not the purpose of this bill. For these reasons, I will not vote in favour of these amendments.
ParlaMint-FR_2019-10-02-O1004.u298	The minister has the floor.
ParlaMint-FR_2019-10-02-O1004.u299	I find these amendments quite serious. We wanted to enshrine a new individual right for children who today have a blank in their narrative and are in demand for information. All the auditions I've done with children born of the gift lead me to think that once this right is open, not all will activate it. What matters is knowing we can do it. Among those who will activate it, many may be limited to non-identifiable data because in reality they do not need to know more. I come back to an idea mentioned earlier: the fantasy that a child would come knocking on the door of a potential donor. First of all, a committee accompanies the requests, made up of psychologists and magistrates. Under no circumstances will a child knock on anyone's door! But what is even worse with these amendments is that by adopting them we would not only enshrine this individual right: we would force all children who do not want to know, because they do not care, because they are remarkably well built, because they consider that the way in which they were raised by their parents has made them sufficiently strong, to be informed of the existence of other children born by the same donor, or even to be put in contact with them. The break-in is huge! These kids didn't ask for anything. They come from a gift, and may find themselves in contact with other children who feel I do not know what need for reconstruction within their personal narrative. That would go far too far in the law, and I am fundamentally against these amendments.
ParlaMint-FR_2019-10-02-O1004.u300	Mrs Natalia Pouzyreff has the floor.
ParlaMint-FR_2019-10-02-O1004.u301	Minister, allow me to speak in the already open debate on access to origins. I also ask for the benevolence of my fellow Members. I want to carry the voice of children that we haven't heard so far. I welcome, like most of you, the fact that this text allows for major advances in access to the origins of children from LDCs. I understand that it cannot cover all the subjects, but nevertheless allow me to bear the voice of the children born under X, in the name of the same principle as you have described: the idea that knowledge of its origins is essential to the construction of the individual. Having not had the opportunity to defend my amendments, since they were rejected, I would like to intervene at this point in the debate because the demand of children born under X is just as legitimate. Birth under X is an archaic system, which only exists in France and Luxembourg in Europe.
ParlaMint-FR_2019-10-02-O1004.u302	That was run in advance!
ParlaMint-FR_2019-10-02-O1004.u303	While, of course, it is always necessary to preserve the interests of the woman who comes to give birth, often under very difficult conditions, I ask you, Madam Minister, on behalf of the same principle of the best interests of the child, whether the Government intends to open the debate on the lifting of anonymity in the event of childbirth in secret, preserving the rights of the woman who gives birth but guaranteeing the best interests of the child who is born. This is access to origins valid for all children.
ParlaMint-FR_2019-10-02-O1004.u304	What is the opinion of the committee?
ParlaMint-FR_2019-10-02-O1004.u305	There are a lot of things in this amendment! I know, Mrs Pouzyreff, that childbirth in secret, the fate of the children who come from it and adoption are important subjects, which are highly sensitive to you and probably to other colleagues in the Chamber, and even to those who attend the debate from the galleries or outside. But these subjects should not be confused with the situation of children conceived by donor insemination or of parents who make an AMP approach. There is no parallelism, neither in the conditions of coming into the world, nor in the conditions of parenting, nor in the questions that these children may ask themselves. The only thing in common is the question of access to origins. The Constitutional Council has already ruled on the vital value of having access to part of its origins for a child born from childbirth in secret. The National Council for Access to Personal Origins – CNAOP – responds to their requests whenever possible, without violating either the right to privacy or the right to secrecy of the mother who has chosen to give birth in secret. In this respect, France has found a fairly exemplary balance. A fact-finding mission on this subject is led by MP Monique Limon, who is here. I hope you're already working together. I believe that this fact-finding mission will lead to proposals, and that the preparation of its report will enable you to defend your causes. The issue that concerns us today is distinct: that of the recognition of a right of access to personal origins for a child from IAD. It is really a genetic narrative, not one of the circumstances of life that led to a choice. It's not the same thing. In the context of this genetic narrative, the minister has said, and I repeat, the right to information on genetic ancestry, not on supposed genetic brothers and sisters, known as half-genetics. You see, moreover, that the confusion of terminology that this entails is not good: it is a sign that we are not mature on the subject and that we must be careful. I therefore call again on my colleagues to withdraw their amendments, which are not here in their place. Perhaps these issues can be discussed in the future, but we are on the verge of taking an important step, that of the consecration of a right, and it would be harmful, if not dangerous, to blur messages around this right. Let's stick to the right of access to personal origins vis-à-vis its genetic ascendant, bar-point.
ParlaMint-FR_2019-10-02-O1004.u306	Mr Jean-Louis Touraine has the floor.
ParlaMint-FR_2019-10-02-O1004.u307	It is important that we raise all the issues and any ambiguity. We all wish here, together with the Government and the deputies, that nothing be imposed on any of these children, and that all their freedoms be fully respected. We all do not want to encourage the creation of pseudo-fratries or pseudo-families. It's very far from our orientations. On this, we are all in solidarity. Simply, we observed that the steps taken by these third-party donor-born children – requests for genetic testing, and then genealogy analyses to find their brooders – had as their primary reason the fact that they had met a companion, a young girl herself born from a third-party donor, in the same city, and that they wanted to make sure that they were not consanguins. We all agree that we want to discourage this artisanal research – wild, so to speak – of genetic elements. It will be much better if, tomorrow, the dedicated committee can respond to these children. We simply propose that children who wish to do so may authorize the commission to communicate to other children born of the gift, if they so wish, their origin and the identity of their brooders, thus avoiding inbreeding. We all share the objective of avoiding inbreeding. The means we all share: to do so without creating pseudo-families or pseudo-fratries, simply leaving those who want to get information.
ParlaMint-FR_2019-10-02-O1004.u308	The minister has the floor.
ParlaMint-FR_2019-10-02-O1004.u309	I would like to reply to Jean-Louis Touraine. If it is the search for inbreeding that drives this amendment, I would point out that it is already not only possible, but desirable, and that the CECOS are obliged to transmit the relevant information: it is obvious that children born of a gift who are likely to marry or make children together are entitled to ask the CECOS depositary of the gametes from which they are derived if the other person with whom they are a couple comes from the same gift. CECOS must reply to them. I therefore repeat this for all those who hear me in associations of children born of the gift: today, the law not only allows but obliges CECOS to respond to inbreeding searches. Of course, we want to avoid inbreeding and the law already provides for it. There's no doubt. The registry that will be created for future donors and children from the donation will further facilitate this process: it will be a single registry within the Agency for Biomedicine. In short, if you just want to allow couples to check that they're not inbreeding, it's already perfectly done by the law. There is no need to allow contact, or information about other children born of the gift. Each individual situation makes it possible to question the CECOS. As for giving birth under X, it is true that one could imagine an analogy from the point of view of the construction of children. The law on childbirth under X sought a balance which was aimed, inter alia, at avoiding the abandonment of children from maternity wards or even the risk of infanticide. It is in order to preserve the best interests of the child to life that it was conceived in this way: to respond to the will of mothers who give birth under X not to be contacted again. The situation, although it may seem similar, therefore had quite different initial springs. We do not wish to go back to this provision and again take a risk of abandonment of children on the steps of maternity or, worse still, as we have unfortunately seen, in garbage cans.
ParlaMint-FR_2019-10-02-O1004.u310	It exists!
ParlaMint-FR_2019-10-02-O1004.u311	Mr Pierre Dharréville has the floor.
ParlaMint-FR_2019-10-02-O1004.u312	I, too, want to react to this issue of giving birth under X. Of course, we can be sensitive to the demands and questions of the children concerned, but we must guarantee women who so wish the right to give birth under X, especially since, as the Minister has just said, it is also a way of protecting the interests of the children. I would also point out that when a woman decides to give birth under this regime, no identity documents are requested, no investigation can be carried out. He is given the choice, if she wishes, to leave certain information for the child. Arrangements have therefore been made to deal with these situations, which are known to be the result of deep suffering in many cases. This right must therefore be respected and not be called into question. Although I did not say it explicitly yesterday, I was afraid that the establishment of a right of access to origins would lead us to question the birth under X. Our position is, on the contrary, that this possibility must be preserved for women. That was part of our reservations about this debate. I do not want to feed into a recurring debate on the subject, but we can measure, as we discuss it, the extent of the questions opened up by the arguments we use and the decisions we make.
ParlaMint-FR_2019-10-02-O1004.u313	Mrs Monique Limon has the floor.
ParlaMint-FR_2019-10-02-O1004.u314	[[Catherine Fabre applauds]] I will be brief, since the minister responded to Ms. Pouzyreff. In view of the requests made by children who have become adults, and even by those mothers who are known as shadow mothers, the mission of information on adoption, together with the CNAOP, reflects on the improvement of the accompaniment of children and parents in their search for their origins. But this will obviously not lead to any intrusion or systematization of this research. It will always be conducted on a case-by-case basis, depending on the child who has grown up and the mother who has given birth.
ParlaMint-FR_2019-10-02-O1004.u315	Amendment No 2133 by Mr Raphaël Gérard is being defended.
ParlaMint-FR_2019-10-02-O1004.u316	Mrs Anne-France Brunet has the floor to support Amendment No. 1056.
ParlaMint-FR_2019-10-02-O1004.u317	It aims to go further in access to origins. I would like to create an exception to the rules on access to non-identifiable data for young people under 18 years of age, subject to conditions. Adolescents may feel a very strong need to access these non-identifiable data to build themselves. This amendment would allow them to have access to such non-identifiable data, subject to the written consent of their parents, which would be transmitted to the Commission. The amendment also aims to avoid any breach of equality in access to origins, since an identical measure is enshrined in the current law concerning the search for origins after childbirth under X.
ParlaMint-FR_2019-10-02-O1004.u318	What is the opinion of the committee?
ParlaMint-FR_2019-10-02-O1004.u319	I understand your question, Mrs Brunet, that we had asked ourselves collectively in committee. At first, I was even tempted to set the age limit at 16 years, given the situations before us. On reflection, it seems good to set the same age for everyone, in the interests of fairness. Eighteen years is the majority, an age where one is supposed to have built up and be able to receive certain information and make decisions for oneself, in an emancipated manner. That's the whole goal of the majority. On the other hand, if the possibility of derogation from the age limit in order to access non-identifying or identifying data were to be subject to parental consent, this would probably be intelligent in many cases, but it cannot be ruled out that a parent will instrumentalize his or her child and allow the derogation for an unhealthy reason, to satisfy a personal curiosity for example. For the various reasons I have just mentioned, the lack of a monitoring and verification mechanism, the need to harmonise the required age and the need to ensure that the child is the sole decision-maker – and depositary – I ask you to withdraw the amendment. Otherwise, I'll be unfavorable.
ParlaMint-FR_2019-10-02-O1004.u320	Ladies and gentlemen, we are at half the sitting: I propose a break. The meeting was suspended.
ParlaMint-FR_2019-10-02-O1004.u321	The meeting was resumed. I call Mr Maxime Minot to support Amendment No. 1042.
ParlaMint-FR_2019-10-02-O1004.u322	The purpose of this amendment is to clarify that the commission for access to non-identifiable data and the identity of the third-party donor, to be placed with the Minister of Health, will have to be independent.
ParlaMint-FR_2019-10-02-O1004.u323	What is the opinion of the committee?
ParlaMint-FR_2019-10-02-O1004.u324	I must acknowledge, Mr.Minot, that I do not see the usefulness of assigning the term "independent" to this commission, which is placed with the Minister of Health, while its composition ensures, if not its independence, at least an impartiality essential to the proper consideration of the requests made by children. Since the tasks of this committee are clearly established, I feel that the balance is assured: I also propose that you withdraw your amendment.
ParlaMint-FR_2019-10-02-O1004.u325	What is the Government's opinion?
ParlaMint-FR_2019-10-02-O1004.u326	We have chosen, Mr. M.P., to place this commission with the minister responsible for health. Since there is no decision to make other than to assess the admissibility of applications, according to objective administrative criteria, the Commission does not have to be an independent authority. I therefore propose that you withdraw your amendment; in the absence of an unfavourable opinion.
ParlaMint-FR_2019-10-02-O1004.u327	Mr Maxime Minot has the floor.
ParlaMint-FR_2019-10-02-O1004.u328	In the light of the arguments put forward by the rapporteur and the Minister, I withdraw this amendment.
ParlaMint-FR_2019-10-02-O1004.u329	Amendment No 2304 by Mrs Coralie Dubost is editorial.
ParlaMint-FR_2019-10-02-O1004.u330	I call Mr Bruno Fuchs to support Amendment No. 2004.
ParlaMint-FR_2019-10-02-O1004.u331	This amendment aims at publicly redefining the tasks of this committee. Thus, it cannot "accept" requests for access to non-identifiable data and the identity of the donor, but can "rule on" the latter.
ParlaMint-FR_2019-10-02-O1004.u332	What is the opinion of the committee?
ParlaMint-FR_2019-10-02-O1004.u333	Your amendment, Mr Fuchs, surprises me, because during the lengthy debates on this subject in committee, the requests were, on the contrary, intended to clarify the tasks of the committee so as to "acquire" the requests of children to be made in 18 or 20 years, according to the deadline for the establishment of the committee. It is therefore very important for me to keep this drafting as it stands, prepared in conjunction with the Government. I would therefore ask you to withdraw your amendment. Failing that, unfavorable notice.
ParlaMint-FR_2019-10-02-O1004.u334	What is the Government's opinion?
ParlaMint-FR_2019-10-02-O1004.u335	As I said in connection with the previous amendment, the committee will have to give its decisions according to objective criteria, so the current wording of paragraph 23 of Article 3 seems to me to be more appropriate than the one you are proposing. I therefore ask you to withdraw your amendment.
ParlaMint-FR_2019-10-02-O1004.u336	I call Mrs Vanceunebrock-Mialon to support Amendment No. 2091.
ParlaMint-FR_2019-10-02-O1004.u337	I'm taking it off, Mr. President.
ParlaMint-FR_2019-10-02-O1004.u338	Mr Christophe Naegelen's Amendment No 1718 is being defended.
ParlaMint-FR_2019-10-02-O1004.u339	Mrs Coralie Dubost has the floor to support Amendment No. 2449.
ParlaMint-FR_2019-10-02-O1004.u340	I resume, Madam Minister, a discussion that began in committee. We have clarified the tasks of the ad hoc committee, which must respond to requests for access to the donor's non-identifiable or identifier data by consulting the Biomedicine Agency. In particular, this commission will be responsible for "collecting and registering the agreement of third-party donors who were not subject to the provisions" which we are about to introduce "at the time of their donation to allow access to their non-identifying data and their identity and the transmission of such data to the Biomedicine Agency". Through my amendment, I propose to clarify that this collection and registration may take place at the request of a person born of donor insemination prior to the passage of this bill. In the future, the rules will be clear: donors will be informed at the time of donation, parents will be informed at the time of the GPA, while all children will have the opportunity to interview the Biomedicine Agency from their majority and, if they so wish, to obtain access to the donor's non-identifiable or identifier data. Now, and this is a delicate issue, children conceived by an IAD and now of age – some of whom are my age or the average age of the members of this assembly – will not be able to benefit from this new right even as they experience the same needs, including identity stories. I remember and respect infinitely the wish, which you expressed in committee, not to break into the privacy of the donor to whom the rules of the previous regimes applied – for there were several of them: we have indeed gone through several stages, the year 1994 being a turning point in the sense that the principle of anonymity of the gift towards the child has been formally enshrined by the legislator. Since the rules applicable to children born before 1994 are imprecise, it seems even more difficult to answer their questions. Respect for the privacy of the donor, a wish that is no longer reasonable and commendable, can be assured by contacting him only at the request of a child born of an ADI, by excluding from proceeding by mail as some suggested, as the latter could be intercepted by a third party, and also by avoiding automatic recall of former donors. On the other hand, we could resume the operation of the National Council for Access to Personal Origins, which allows, under much more painful conditions, distress, to solicit, discreetly and with respect for privacy, the mother having given birth anonymously, so that she may, if she wishes, disclose certain information to the child who has requested it. [[Mrs. Agnes Thill applauds]] If we have been able to do so for women who have given birth in secret and therefore under terrible conditions, the same must apply to donors, who have not acted in distress situations, and while respecting their choice: let it be clear that they will have the opportunity to refuse to disclose their personal information. In this way, it would be possible for us, even in the event of a refusal by the donor, to say that we have tried, to provide an answer to children already of age from an ADI, who may themselves have children carrying the same questions. Let us open this possibility to respond to the demands of children born in the last forty years.
ParlaMint-FR_2019-10-02-O1004.u341	What is the Government's opinion?
ParlaMint-FR_2019-10-02-O1004.u342	Your amendment, the rapporteur, is intended to respond to the legitimate desire for access to the origins of some children born of the gift under the old regime, since current legislation does not enshrine the right of access to information. Discussions have shown that it is difficult to systematically contact previous donors. Since the law is not retroactive, we would place ourselves in a bearer with the moral contract entered into with those who have given their gametes under a specific regime of non-consentation for access to the origins. You avoid this difficulty by proposing to act on a case-by-case basis. When a specific request was made by a child from a donation to the Data Access Commission, the latter would contact the CECOS, which in turn would contact the donor directly to request his or her consent. More than 30,000 children have been born from donations since the 1990s. I'm trying to know the exact number; It is located between 30,000 and 50,000 children. Are we able to take these requests into consideration? You refer to individual cases, but if all or only half of the children involved are involved, it will be difficult to deal with them; However, applications cannot be dealt with differently. The amendment circumvents the non-retroactivity rule of the law; I express an unfavorable opinion, because I do not see how we could set a limit to a few cases or a few thousand cases: we could face tens of thousands of requests.
ParlaMint-FR_2019-10-02-O1004.u343	The rapporteur has the floor.
ParlaMint-FR_2019-10-02-O1004.u344	Maybe my explanations weren't clear. You're right, the limit will be material; when it will not be possible to answer, it will not be done. I am not sure that all children from an IAD spontaneously want to have access to information about their origins. However, the Constitutional Council and the European Court of Human Rights have affirmed that such an approach is of vital interest; France risks being condemned in pending cases on the subject, precisely because it does not offer these children the minimum level of information which is that of the CNAOP. I do not intend to tell several generations that they are sacrificed because the previous legislator did not think about it. Laws cannot be retroactive because their permanent change would threaten the stability of the rule of law. However, it is permissible to go back for a compelling reason of general interest. I am not trying to circumvent the previous regime, but automaticity. You're right, starting a systematic search for identity is not desirable and would put CECOS in trouble. It will be up to you to assess whether donors should be contacted by CECOS or by the Commission, the latter being more appropriate. Children from today's major donations are able to hear that the answers will not be guaranteed or given immediately. However, the State can ensure that it responds as often as possible, taking the applications into account as they are filed, i.e. by making "lace". Such a compromise would provide an answer and avoid sacrificed generations.
ParlaMint-FR_2019-10-02-O1004.u345	On Amendment No 2249, I am seized by the UDI Group, acting independently, of a request for a public vote. The vote is announced in the National Assembly. The minister has the floor.
ParlaMint-FR_2019-10-02-O1004.u346	The real limit is not material: it is laid by the commitment made to donors that they would not be contacted again, that in no case did their donation involve having to reconnect with doctors or a CECOS, or a fortiori with children born of the gift. On the other hand, we wanted the request to be answered. We chose not to start from the demand of the children, but to organize an extensive information campaign for the general public, to offer to all those who made donations in the CECOS before this law to make themselves known, if they agree, in order to allow access to the origins. I've been asked to participate in several radio shows: donors show up! Many call these programmes to affirm their support for the law and to agree to the transmission of data. They will be able to contact the Commission and make themselves known to the Biomedicine Agency, so that children who wish to do so can interview them. Objectively, given the commitment we made to donors, we do not consider it justified to proceed in the other direction, i.e. by contacting them individually in response to individual requests for research. The law is an opportunity to talk about the possibility for donors to register with the commission; make it known when you give interviews about the text.
ParlaMint-FR_2019-10-02-O1004.u347	Mrs Geraldine Bannier has the floor.
ParlaMint-FR_2019-10-02-O1004.u348	I am very much in favour of this amendment. I had filed an identical one which was rebutted on the basis of article 40. The State has a responsibility for children born before this text. We cannot continue to send them back to American platforms to find their donor, ignoring the suffering of some. The amendment takes as its starting point the specific request of a major person, motivated by an imperative need, to contact his or her donor to ask him or her if he or she agrees to transmit his or her non-identifiable data or identity. The donor is therefore respected. In fact, he is not in a situation comparable to that of a woman who gave birth under X. She didn't want to hear about the child at the time of birth. The donor donated out of generosity: a priori, he is rather listening to the child. Besides, we're asking him for his opinion. It is not possible to answer by a material argument to children conceived before this text. You have to listen to them, especially since if they fail to have access to information about their donor, they will use American platforms. I am very much in favour of the amendment, in which the application comes from a major person whom the Biomedicine Agency must help to obtain the consent of the donor.
ParlaMint-FR_2019-10-02-O1004.u349	Mr Pascal Brindeau has the floor.
ParlaMint-FR_2019-10-02-O1004.u350	The draft law as currently drafted allows the donor of the former legislation to accept that his or her identity or non-identifying data be disclosed if the child from the donation so requests from the Biomedicine Agency. The amendment as drafted does not literally create an obligation for the donor to consent to the removal of anonymity, but puts pressure on the donor to seek it. It is a total reversal of the spirit in which the text is drafted, in line with the discussions in the special committee. The law cannot be retroactive. It would break the moral contract between the donor and the company, which stipulated total anonymity. You cannot argue that the previous legislator had "forgotten" the children's right to know their origins: he had refused it, after debates that were decided in this direction. Opening up this right for children to be born of future gifts, including after discussions that have raised significant difficulties, is one thing; but to go back to the previous state of law is not desirable and would even be dangerous.
ParlaMint-FR_2019-10-02-O1004.u351	Mr Guillaume Chiche has the floor.
ParlaMint-FR_2019-10-02-O1004.u352	I share the rapporteur's willingness to allow access to origins for children born before this text. However, I will not vote for the amendment because a moral contract has been entered into between the State and the donor and it guarantees its anonymity. If I imagine the daily life of a donor, I don't see how he might not feel chambled to receive a new solicitation when, at the time of his donation, for example, about ten years ago, he was guaranteed that he would not be contacted again. Donors should be encouraged to make themselves known and to give access to information, to the extent they so wish. But contacting them directly would be too intrusive.
ParlaMint-FR_2019-10-02-O1004.u353	Mrs Monique Limon has the floor.
ParlaMint-FR_2019-10-02-O1004.u354	I support the amendment. I had filed an almost identical one, but it was retold. I don't feel like I'm breaking the moral contract with the donors. It's not about doing anything, no matter how. They will of course not be contacted directly by the children, but by the commission or other persons, in any case by the professionals of the dialogue; In addition, they may not take action. The donors I've met often say they're willing to tell some of them to these grown-ups. If the steps are carried out punctually, correctly and professionally, the moral contract shall not be broken; in view of the interest of these children who have become adults for whom access to their origins is sometimes so important, I do not see how they could be denied it.
ParlaMint-FR_2019-10-02-O1004.u355	Mrs Jeanine Dubie has the floor.
ParlaMint-FR_2019-10-02-O1004.u356	We have understood, Madam rapporteur, the meaning of your amendment and your republican concern to ensure fair treatment, which we all share. However, it was written in the law that the gift of gametes was carried out under the seal of anonymity. Donors will be given the opportunity to make themselves known on their own initiative tomorrow; It would be neither wise nor wise to apply to them the rule established by this text. Yes, the result is inequality, but that's how it is. The Liberties and Territories Group will not vote for the amendment.
ParlaMint-FR_2019-10-02-O1004.u357	Mr Brahim Hammouche has the floor.
ParlaMint-FR_2019-10-02-O1004.u358	Personally, I will vote for the amendment, because we must not freeze things by limiting ourselves to opportunities that we do not know how they will develop. Let us preserve the provisions of the basic contract, but let us also allow them to evolve, as everything does. Since life is a permanent adaptation, we must foresee an opening. That is what the amendment is about.
ParlaMint-FR_2019-10-02-O1004.u359	Mrs Aurore Bergé has the floor.
ParlaMint-FR_2019-10-02-O1004.u360	Paragraph 26 already allows former donors who wish to do so to contact the commission for access to non-identifying data and the identity of the third-party donor to accept the removal of anonymity, so that a child born of their donation can gain access to its origins. Openness therefore exists. It is enshrined in the text: a former donor can contact the commission and accept that the child has access to the identifying and non-identifying data. However, let us distinguish the voluntary approach of the donor – with which a moral contract has actually been entered into – and that of intrusive soliciting it. In this case, by the way, how will we join him? By mail? But by whom will this one be opened? By his wife? By her child? By his family? Or will we call him on the phone? The provisions to enable children born of a gift to have access to their origins represent a real step forward. They are reparations. This is why the ministry will conduct a campaign towards former donors – Perhaps the minister will confirm this, because it is important for us to hear it again. Former donors will therefore be informed of the existence of this possibility. Such an approach seems preferable to any intrusion into the life of the donor who was guaranteed that nothing would break his anonymity.
ParlaMint-FR_2019-10-02-O1004.u361	Yes!
ParlaMint-FR_2019-10-02-O1004.u362	[[Applause on a few benches of the LaREM group]] That is why I believe that we should stick to the text of the bill. I will not therefore vote for the amendment.
ParlaMint-FR_2019-10-02-O1004.u363	For once, I agree with Mrs Bergé!
ParlaMint-FR_2019-10-02-O1004.u364	Mrs Michèle de Vaucouleurs has the floor.
ParlaMint-FR_2019-10-02-O1004.u365	I do not know if the amendment provides an appropriate answer, but we should move forward on this issue. It should be possible to find at least unidentifiable data on a donor, especially since the donor is sometimes no longer alive when the child reaches the age of majority. So many reasons why I will vote for the amendment, so that more attention is paid to children born of a gift and who would not find an answer to the question of their origins.
ParlaMint-FR_2019-10-02-O1004.u366	The rapporteur has the floor.
ParlaMint-FR_2019-10-02-O1004.u367	I would like to give some answers to my colleagues. Mrs Bergé, I will immediately dispel your concerns. The donor will not receive any mail, as indicated above. I remind you of the terms of the amendment.
ParlaMint-FR_2019-10-02-O1004.u368	We read it!
ParlaMint-FR_2019-10-02-O1004.u369	It is simply intended to add, in the continuation of the phrase "to collect and register the consent of third-party donors", the words ", at the request of a person conceived by means of reproductive medical assistance with third-party donors". It does not specify in any way the practical terms of this provision, in order to allow the regulatory authority, the ministry or the said commission the freedom to organize itself as fairly as possible. I repeat that it is not a question of sending a mail, let alone issuing an injunction or calling. In line with the provisions of article 40 of the Constitution, the amendment tends to establish a principle – that of responding to a request – and leaves it to the ministry to organize the way in which it does so. We are currently enshrining a new right. Years of listening to people from a gift have shown that the knowledge of a part of its origins is a vital interest for everyone, a principle enshrined in constitutional, European and international jurisprudence. I would add that we do not want to oblige donors to lift anonymity, but to allow them the choice of expressing an agreement or a refusal – which, if necessary, children from artificial insemination with sperm donation will be obliged to respect. It is because we will not force any donor that we respect the moral contract that has been made. I fear, however, that some former donors will not pay attention to it, or even wish to manifest themselves, but forget to do so under the pressure of everyday life, the effects of which are known to all of us. In this case, there will be a few missed opportunities, not 3000, of course, but perhaps a hundred, or at least several dozen. In any case, the demands will not be massive by tomorrow. They'll be here little by little. Finally, I repeat that the amendment leaves considerable room for manoeuvre to the regulatory power. If the CNAOP succeeds in bringing applications to a successful conclusion by respecting the provisions relating to incommunicado delivery, we should be able to bring to fruition others, relating to the identity of a donor, respecting the interests of the donor and of the child. Let's not upset anyone. Let us not oblige the donor to accept systematically the disclosure of information about him or her and we do not condemn the child to never knowing anything about his or her origins.
ParlaMint-FR_2019-10-02-O1004.u370	Mrs Natalia Pouzyreff has the floor.
ParlaMint-FR_2019-10-02-O1004.u371	I make a technical point: under current law, research can already be carried out by means of so-called "recreational" DNA tests, a procedure which is unfortunately not supervised and which does not guarantee that the connection will be carried out under the best conditions.
ParlaMint-FR_2019-10-02-O1004.u372	The minister has the floor.
ParlaMint-FR_2019-10-02-O1004.u373	To carry out the information campaign, we will have many means to bring the male or female population of a certain age, who may have made a donation, to make themselves known to the commission. In addition to the resonance fund that is the bill, we will use the health insurance database. We commit ourselves to it, betting on the will of the donors. However, I warn you against the risk of voting for a retroactive provision, which would cast doubt in the minds of all those who are thinking of making a donation. If we allow ourselves to go back to a commitment mentioned in a bioethics law, what reliability will they give to the provisions we vote on access to non-identifiable data or the absence of a mandatory link between the donor and the recipient? I fear that the adoption of the amendment will discourage their goodwill.
ParlaMint-FR_2019-10-02-O1004.u374	I put to the vote Amendment No. 2449.
ParlaMint-FR_2019-10-02-O1004.u375	The result of the vote is as follows: Number of voters 79 Number of votes cast 75 Absolute majority 38 For adoption 17 Against 58
ParlaMint-FR_2019-10-02-O1004.u376	Mr Jean-Louis Touraine has the floor to support Amendment No. 1587.
ParlaMint-FR_2019-10-02-O1004.u377	One of the tasks of the commission of access to non-identifying data and the identity of the third-party donor will be to inform and accompany persons designed by donation as well as third-party donors. The amendment seeks to ensure that it can also inform and accompany the parents of persons conceived by donation. These parents will not have access to the data. They will not be involved in revealing to the child the identity of the donor. But their presence seems timely when it is necessary to speak to the child about the existence of the breeder – without specifying who it is – or to accompany him during the long period between childhood and adolescence, so that he is ready, at eighteen years, to turn to the commission and, if necessary, to seek information. The desired accompaniment will also allow parents who are struggling to find the right words to be assisted by psychologists or others able to advise them on the exchanges they may have with their children.
ParlaMint-FR_2019-10-02-O1004.u378	What is the opinion of the committee?
ParlaMint-FR_2019-10-02-O1004.u379	Request for withdrawal, if not unfavorable notice. I hope, like you, that the parents will be accompanied, but it is not the role of the commission, which must relate the children from donations reached by the majority and the donors.
ParlaMint-FR_2019-10-02-O1004.u380	Mr Jean-Marie Fiévet has the floor to support Amendment No. 1757.
ParlaMint-FR_2019-10-02-O1004.u381	With this amendment, we propose that you create an anonymous contact and communication tool that would allow, on an experimental basis, to avoid the wild contact that is currently being made using the so-called recreational DNA tests and the reunions that they allow. We seek to frame the meetings and to establish contact between the only interested persons by creating a digital platform that will facilitate contact. This platform will present the usefulness of leaving the choice to both interlocutors to stop the virtual exchange or to pursue it and to actually meet. It will also allow donors wishing to remain anonymous to transmit information, for example on their state of health, while explaining their decision not to disclose their identity.
ParlaMint-FR_2019-10-02-O1004.u382	What is the opinion of the committee?
