ParlaMint-FR_2019-10-03-O1008.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-10-03-O1008.u260	Mr Hervé Saulignac has the floor to support Amendment No. 2188, which is under joint discussion with the previous amendments.
ParlaMint-FR_2019-10-03-O1008.u261	It follows a decision taken in committee. In order to be able to take account of the progress of medicine, it hoped that the number of pairs could evolve. It has thus adopted an amendment which refers to a decree setting the maximum number of pairs involved in a cross donation. The purpose of this amendment is therefore to keep Parliament informed of any developments. He echoed the amendments that had been defended earlier, the authors of which regretted that the legislator could not intervene on the evolution of the number of pairs. It seems to me desirable that our Assembly should be informed if this decision is to be taken.
ParlaMint-FR_2019-10-03-O1008.u262	What is the Government's opinion?
ParlaMint-FR_2019-10-03-O1008.u263	Favourable.
ParlaMint-FR_2019-10-03-O1008.u264	Amendment No 154 by Mrs Annie Genevard is being defended.
ParlaMint-FR_2019-10-03-O1008.u265	Amendment No 199 by Mrs Annie Genevard is being defended.
ParlaMint-FR_2019-10-03-O1008.u266	Amendment No 2458 by Mr Thibault Bazin is being defended.
ParlaMint-FR_2019-10-03-O1008.u267	Amendments Nos 2189, 2190 and 2191 by the rapporteur, Mr Hervé Saulignac, are coordination amendments.
ParlaMint-FR_2019-10-03-O1008.u268	I have two identical amendments before me, Nos 1093 and 2519. I call Mr Patrick Hetzel to support Amendment No. 1093.
ParlaMint-FR_2019-10-03-O1008.u269	He's forbidden.
ParlaMint-FR_2019-10-03-O1008.u270	Mrs Laurianne Rossi has the floor to support Amendment No. 2519.
ParlaMint-FR_2019-10-03-O1008.u271	Medical tourism linked to organ transplantation is a reality that has been described by various NGOs and investigations, and regularly denounced by the international NGO Doctors against forced organ harvesting – DAFOH – made up of doctors who fight against organ trafficking and forced removals. This medical tourism must be highly reprehensible. This is the purpose of this amendment, which increases the penalties for organ trafficking for both suppliers and third-party intermediaries.
ParlaMint-FR_2019-10-03-O1008.u272	What is the opinion of the committee?
ParlaMint-FR_2019-10-03-O1008.u273	Transplant tourism is a real problem that no one can deny the seriousness of, even if France is one of the countries that is concerned only at the margin. I could tell you that this subject is not, strictly speaking, within the scope of bioethics, especially since the prohibition is laid down both in the public health code and in the penal code. Having said that, we must indeed be concerned about this subject. There are things that we cannot fail to notice: today there are brokers, and even agencies that connect potential donors with recipients. France has a very clear and strict legal framework in this area: the donation of organs from living people – not from dead people – can only be undertaken within the family circle or the emotional circle. A person who does not belong to one or the other cannot under any circumstances, in France, donate an organ. This is not the case in all countries: in Canada and the United States, it is possible to donate a kidney to someone regardless of any family or emotional connection. Other countries provide organs, such as China, everyone knows, in absolutely inhumane conditions, which are in every way in jeopardy of our ethics. Pakistan is also one of those countries, like Egypt and many others. In the United States, some states even pay the travel costs of those who donate one of their organs to an American citizen. It is therefore a serious and complex subject. We have fairly accurate data from the Biomedicine Agency. The latest survey conducted, the results of which were made public in 2016, identified ten French or French residents who went to search for a plugin abroad, without being able to state categorically that they did not comply with the legislation of the country in which they visited or, of course, paid any consideration. It would therefore be a mistake to want to deal with this issue only from a criminal point of view. The amendments proposed to us, however, mainly address this point of view. I would remind you, however, that it is the lack of organs which, tragically, sometimes leads some of our fellow citizens to turn to the outside, with the aim, if I may, of saving their skin. I am not saying this to give them reason, but to keep this reality in mind. It is therefore not by increasing the penalties that we will deter them. We must first focus on improving the level of donations in our country and the availability of organs, raising public awareness of the dangers of going abroad to carry out such an operation, and then fighting internationally against trafficking and even against poverty, because it is very often poverty that leads to trafficking. I therefore ask you to withdraw these amendments, otherwise my opinion will be unfavourable.
ParlaMint-FR_2019-10-03-O1008.u274	What is the Government's opinion?
ParlaMint-FR_2019-10-03-O1008.u275	I would like to say, because our fellow citizens are listening to us, that there is no trafficking in organs in France, primarily because of our ethical practices, which very firmly frame organ donation and make compulsory its gratuity, as well as the volunteerism and anonymity of the donor; Thanks also to a very protective procedure for the living donor, which requires that he/she be informed by a committee of experts on the collection and its consequences, that he/she be heard by a committee of experts, and that his/her consent be obtained from a judicial authority; Finally, thanks to the ban on altruistic donors. The issue of possible organ trafficking is closely monitored in France, as in the Council of Europe member states. To strengthen its commitment in this area, France will sign the Santiago de Compostela Convention by the end of the year, within the framework of the French presidency of the Council of Europe's Committee of Ministers. This Convention, which criminalizes the unlawful removal of organs of live or deceased donors, enshrines at European or even international level the principles that we are already defending in France and which govern our arrangements. Parliament also entrusted the Biomedicine Agency with the task of conducting a biennial survey of dialysis and transplant centres in order to ascertain the cases of transplants carried out abroad to which the rapporteur spoke. It reports every two years in its progress report. These surveys show that the number of persons residing in France and transplanted abroad is very low, and that this is most often a transplant made from living donors related to recipients in the countries of origin of the persons concerned. So we have no concern about organ trafficking that would benefit French people. Furthermore, in order to respond specifically to your amendment and explain why I am against it, it seems to me that the penalties currently provided for are sufficient, given the scale of penalties in this same chapter of the Criminal Code. Any form of payment, in cash or in kind, thus results in a ten-year prison sentence, which is currently reserved for offences instituted to protect not only the human body but the human species. This is the case for the prohibition of cloning under Article 511-1 of the Criminal Code. That is why I am against these two amendments.
ParlaMint-FR_2019-10-03-O1008.u276	Mr Thibault Bazin has the floor.
ParlaMint-FR_2019-10-03-O1008.u277	Organ trafficking, rapporteur, is a subject of bioethics. It was also mentioned in 2004 and 2011. We are not just proposing to increase sentences. Consider Amendment No 1093 carefully, even if it does not amend it: our penal code, as it stands, speaks only of payment, and you yourself said that intermediaries used different means to circumvent it, avoiding payment in the strict sense. The amendment proposes that the term "comparable profit or benefit" should be replaced by the term "payment", which would help to discourage such operators. I agree with you, Madam Minister, that organ trafficking is well carried out with abroad, and this is a better fight against this transplant tourism. We therefore maintain these amendments.
ParlaMint-FR_2019-10-03-O1008.u278	Mrs Annie Genevard has the floor.
ParlaMint-FR_2019-10-03-O1008.u279	You have said something quite right, Mr rapporteur, and on what I want to stress: the lack of donations in our country is staggering. I believe, like you, that there is a need to improve the donation and awareness of the subject. Allow me, Madam Minister, to open a parenthesis to refer to the example of Lapaudia, which you undoubtedly know: it is a very active national association, which aims to develop bone marrow donation in our country. I had tabled an amendment to promote and develop any form of donations in this area, and to encourage the inclusion of as many volunteers as possible in the French Registry of the Cord. This amendment has been rebutted under Article 40. Nevertheless, I wanted to commend the work of this association and to say how useful it is. The Ministry of Health must try to provide answers to this situation.
ParlaMint-FR_2019-10-03-O1008.u280	Mrs Laurianne Rossi has the floor.
ParlaMint-FR_2019-10-03-O1008.u281	First of all, I would like to thank the rapporteur for his comments, which clearly described a tragic reality. International trafficking in organs occurs in many countries, such as Brazil, India, Balkan states, and China in an industrial, criminal and fully organized manner. However, I cannot agree with the idea that the increase in sentences would be totally removed from the subject matter of a bioethics bill. That has rightly been said, the text reaffirms the gratuitous nature of the gift and its altruistic character, and in so doing recalls the ethics our country observes with regard to organ donation and sampling. France cannot become an accomplice to practices abroad. I assume that the ten cases mentioned by the rapporteur concern people transplanted abroad and then followed in France as part of anti-rejection treatment. But according to associations, 300 people a year leave waiting lists for a transplant and no longer appear with the medical profession; However, they are not grafted and do not die. Where are they going? Do they benefit from a transplant abroad? I do not have access to the figures, but the question deserves to be asked. I would like to thank, deeply and sincerely, the Minister for her announcement of France's forthcoming signing of the Council of Europe Convention against Trafficking in Human Organs, known as the Compostela Convention, signed in March 2015, which already had 23 signatories. It is a great step forward to know that France will be part of it in the coming weeks. This Convention is very important to enable France and all Council of Europe member countries to actively combat trafficking and forced evictions. I look forward to this announcement. I had tabled appeal amendments to that effect, which are obviously now satisfied. Considering that this amendment is not unrelated to the text, I maintain it.
ParlaMint-FR_2019-10-03-O1008.u282	The minister has the floor.
ParlaMint-FR_2019-10-03-O1008.u283	I wanted to reply to Mrs Genevard about the bone marrow donation and the amendment she had tabled, which was declared inadmissible under Article 40. Indeed, the freezing of placental blood or the recruitment of donors registered on the France Registry of the marrow costs money. Today, we do not want to go beyond the apparent need for bone marrow donors in France, which amounts to 310000 – we are in the process of exceeding the 300000 threshold. It must be understood that physicians use a lot of grafts from other countries to increase the diversity of tissue groups. There are now 34 million registered donors in international files. We do not wish to remain a strictly national file, because we would lose in diversity. We need existing files around the world to meet the needs of French patients whose tissue groups are rare. If we increased the size of the French register, we would recruit mainly Caucasian tissue groups, according to the majority of the French population. These are not the groups we need. I hear this association's request, but we are approaching the figure of 310000 donors in a very high quality register, which will meet the objectives set at the Biomedicine Agency. Irrespective of Article 40, therefore, we do not want a very broad recruitment of French donors, which, in any case, will never be competitive with 34 million donors around the world. In addition, Ms. Rossi, the 300 patients reported are traced and identified. More than half of them are out of the list because their condition has improved, especially in the case of liver cancers. The Biomedicine Agency knows all the details. I take advantage of the time given to me to pride myself on the quality of the French transplant teams and to thank the donors, their relatives and the people involved in the transplant. It is an exceptional chain of solidarity, of very high quality both human and technical. We can be proud of the results achieved through the mobilization of this whole chain of solidarity. This is how France ranks third in the world and second in Europe for kidney transplants. [[Applause on the benches of the LR group and some benches of the LaREM group]] As you said on these benches, there are still important waiting lists, many worried patients. So we need to go even further. A third transplant plan has been established, setting an ambitious target of 7,800 transplants by 2021. All the rules we adopt here will help us achieve this goal.
ParlaMint-FR_2019-10-03-O1008.u284	The rapporteur has the floor.
ParlaMint-FR_2019-10-03-O1008.u285	Ms Rossi, the Biomedicine Agency has established sentinel surveillance of the number of patients leaving abroad in order to be able to react if necessary, in the event of an increase in the phenomenon, which could testify to the emergence of organized networks. This is absolutely not the case today. As the Minister pointed out, the number of kidney transplants performed abroad remains at a very low level. There is therefore no evidence to suggest that the penalties provided for are not effective, nor should they be changed. Mr Bazin, article 511-2 of the Criminal Code punishes, I quote, "the fact of obtaining from a person one of his organs for payment, whatever the form of payment". This latter expression means that the counterpart does not necessarily take the form of a ringing and stumbling currency. Your request therefore seems to me to be satisfied by the present law.
ParlaMint-FR_2019-10-03-O1008.u286	Mrs Sereine Mauborgne has the floor.
ParlaMint-FR_2019-10-03-O1008.u287	I share the words of the minister on the chain of the transplant in France. I would add that healthcare professionals involved in transplants exercise extremely rare specialties. They are also very committed to the chain of the heart, created by Professor Deloche, in which they realize wonderful things. I am thinking in particular of the extracorporeal nurses, who succeed in doing miracles in Africa so that the grafts stay on the continent and benefit the local population. Mrs Rossi's amendment may be superfate because it enshrines in the law acts that have very little reality in our country, but sometimes, when it goes without saying, it goes even better by saying it. In my personal capacity, I will therefore vote for this amendment.
ParlaMint-FR_2019-10-03-O1008.u288	Mr Xavier Breton has the floor.
ParlaMint-FR_2019-10-03-O1008.u289	The concept of payment has a financial dimension. The amendment tabled by Mr Bazin refers to a "comparable profit or advantage". This is all his interest: not sticking to the financial domain and targeting other counterparties.
ParlaMint-FR_2019-10-03-O1008.u290	The minister has the floor.
ParlaMint-FR_2019-10-03-O1008.u291	The concept of payment in the Penal Code refers to any form of consideration, whether financial or otherwise. Your amendment is therefore satisfactory.
ParlaMint-FR_2019-10-03-O1008.u292	I have two identical amendments, Nos 1110 and 2521. I call Mr Thibault Bazin to support Amendment No. 1110.
ParlaMint-FR_2019-10-03-O1008.u293	Because of the time programmed, defended.
ParlaMint-FR_2019-10-03-O1008.u294	Mrs Laurianne Rossi has the floor to support Amendment No. 2521.
ParlaMint-FR_2019-10-03-O1008.u295	This amendment aims first of all at introducing two aggravating circumstances for the offences of unlawful removal and trafficking of organs: organized banding and acts against a minor or a vulnerable person. On the other hand, in the event of the death of the donor or of acts of torture and barbarism, it provides for the penalty to be increased to 30 years of criminal imprisonment.
ParlaMint-FR_2019-10-03-O1008.u296	What is the opinion of the committee?
ParlaMint-FR_2019-10-03-O1008.u297	Madam Member, you are referring to situations that have never been known in France. I do not believe that anyone can cite a single example of what you are aiming for through your amendment. One can always legislate by imagining that one day, perhaps, organ trafficking will take place in France, that they will involve children and that some of these children will be atrociously mutilated, but this is not the case today. Without underestimating the sincerity of your amendment, I am not convinced of the relevance of its adoption. That is why I ask you to withdraw it. Otherwise, the opinion will be unfavourable.
ParlaMint-FR_2019-10-03-O1008.u298	What is the Government's opinion?
ParlaMint-FR_2019-10-03-O1008.u299	It is also unfavourable. As the rapporteur has just said, there is no reason to worry, since such acts have fortunately never taken place in our country. There is therefore no justification for aggravating the penalties. It should also be recalled that the unlawful removal of organs leading to death committed in the course of organ trafficking is already punishable in the case of crimes of voluntary violence which led to the unintentional death of the person, or murder or murder, if any, where a homicide or premeditation is found, or acts of torture and barbarism. In the presence of an organized gang, the offence of trafficking in human beings, provided for in article 225-4-1 of the Criminal Code, is applicable. Finally, the victim's minority or vulnerability is already taken into account in article 511-3 of the same Code. Moreover, the adoption of your amendment may lead us to believe that such acts are taking place in our country. As the rapporteur said, they do not exist, they have never been observed. Aggravation of existing penalties could suggest that we allow it to be done. For these reasons, I am against these amendments.
ParlaMint-FR_2019-10-03-O1008.u300	I have before me two amendments, Nos 2522 and 1096, which can be discussed jointly. Mrs Laurianne Rossi has the floor to support Amendment No. 2522 as corrected.
ParlaMint-FR_2019-10-03-O1008.u301	The purpose of this amendment is to create a so-called transplant tourism offence. In fact, it is possible today to punish a person who would be transplanted in France an organ obtained for payment abroad. On the other hand, one cannot punish a Frenchman who would be grafted for payment abroad. The amendment therefore seeks to introduce an extraterritorial application of our Penal Code in the same way as for sex tourism, for which similar provisions already exist. And, to go back to the previous amendment, far from me the idea of insinuating that such acts are taking place in France, but the notion of organized band takes on its full meaning in the light of an occult and uncontrolled international market for organs that might one day affect our country.
ParlaMint-FR_2019-10-03-O1008.u302	That's right!
ParlaMint-FR_2019-10-03-O1008.u303	I call Mr Thibault Bazin to support Amendment No. 1096.
ParlaMint-FR_2019-10-03-O1008.u304	Because of the time schedule, it is forbidden.
ParlaMint-FR_2019-10-03-O1008.u305	What is the opinion of the committee?
ParlaMint-FR_2019-10-03-O1008.u306	These amendments are aimed at punishing a French citizen who would be registered with an organ abroad for payment. I have already given the figures from the questionnaires of the Agency for Biomedicine, which the Minister referred to, which are sent to the medical teams in charge of dialysis and transplants: ten people would have gone abroad to receive a transplant, six of them in a Member State of the European Union. As I said, there is no evidence that these transplants were carried out illegally in these countries. And if that has been the case, I doubt the people concerned will reveal the payment! I understand your concern, but the possibility that someone will acknowledge having given a consideration for a transplant abroad is as low as our ability to prove it. These amendments, like the previous ones, could not ultimately be implemented. I would add that it is not a matter of remedying an urgent issue that we would have to fight. I continue to believe that it would be better to raise awareness than today for those who are likely to seek an organ abroad. It must be said that organ trafficking is a harmful practice, that they are sometimes taken from prisoners, resulting in their death, and that we can only accept anyone who is complicit in such actions. For these reasons, I express an unfavorable opinion.
ParlaMint-FR_2019-10-03-O1008.u307	What is the Government's opinion?
ParlaMint-FR_2019-10-03-O1008.u308	I agree with the rapporteur. Article L. 1272-1 of the Public Health Code provides that "the same penalties shall apply where the body obtained [against payment] comes from a foreign country". Your amendments are therefore already satisfied. Unfavorable opinion.
ParlaMint-FR_2019-10-03-O1008.u309	I have two identical amendments before me, Nos 1094 and 2520. I call Mr Thibault Bazin to support Amendment No. 1094.
ParlaMint-FR_2019-10-03-O1008.u310	Defended, due to scheduled legislative time.
ParlaMint-FR_2019-10-03-O1008.u311	Amendment No 2520 by Mrs Laurianne Rossi is being defended.
ParlaMint-FR_2019-10-03-O1008.u312	Amendment No 2042 by Mr Pierre Dharréville is being defended.
ParlaMint-FR_2019-10-03-O1008.u313	I have before me two amendments, Nos 2101 and 1159, which can be discussed jointly. Amendment No 2101 by Mrs Catherine Fabre is being defended. I call Mr Yannick Favennec Becot to support Amendment No. 1159.
ParlaMint-FR_2019-10-03-O1008.u314	The Istanbul Declaration of 2008 stressed the need for a transparent system of organ donation and transplantation control and monitoring that ensures donor and recipient safety, enforcement and prohibition of unethical practices, in a context of organ shortages and international organ and tissue trafficking. It is in this spirit that this amendment is intended to ensure that persons on the national list are informed in order to obtain a transplant on unethical practices, as well as on the professional and legal framework that regulates organ donation and transplantation activities. Organ transplantation prolongs and improves the lives of hundreds of thousands of patients around the world. More than just a life-saving treatment, it is a symbol of human solidarity, thanks to the many medical and scientific advances and countless gestures of generosity of donors and their families. This chain of solidarity cannot be tarnished by trafficking in "human beings-sources of organs" or travel outside countries rich in "patient-tourists" buying the organs of poor people. I repeat, this amendment is part of a preventive approach and aims to ensure that information is transmitted to people waiting for a transplant.
ParlaMint-FR_2019-10-03-O1008.u315	What is the opinion of the committee?
ParlaMint-FR_2019-10-03-O1008.u316	This information, which is necessary, is issued by the Biomedicine Agency, which regularly warns of the risks faced by persons attempting to travel abroad in order to obtain a transplant or to be complicit in any trafficking in organs. I would add that, despite the legal prohibition, patients, who have a strong relationship of trust with their doctor, often open themselves to the possibility of going abroad to look for an organ they would not find in France. In such a situation, the information may be transmitted to them by the practitioner. Perhaps the information could be more effective, more offensive or more extensive, but it already exists, at all levels. I don't think people waiting for a transplant are unaware of the risks they would face. I therefore express an unfavorable opinion.
ParlaMint-FR_2019-10-03-O1008.u317	What is the Government's opinion?
ParlaMint-FR_2019-10-03-O1008.u318	I fully share the arguments put forward by the rapporteur: the law does not appear to be the appropriate vehicle for this type of information of very general scope. Instead, information materials that can be communicated by the Biomedicine Agency and provided to the patient by transplant teams should be used. I think these amendments are too broad and too vague. Unfavorable opinion.
ParlaMint-FR_2019-10-03-O1008.u319	I have before me two identical amendments, Nos 189 and 452. Mr Xavier Breton has the floor to support Amendment No. 189.
ParlaMint-FR_2019-10-03-O1008.u320	I would like to defend this amendment in particular, pointing out that our colleague Philippe Gosselin, who is very invested in these issues of donation and has worked extensively to ensure that he is recognized as a major national cause in 2009, has filed an identical one. The aim is to include the term "organ donor" in the shared medical record and on the vital card. This would be an effective means of informing people about their wishes. [[Applause on the benches of the LR group. – Mr Yannick Favennec Becot and Mr Jean François Mbaye also applaud]] I would also like to take this opportunity, as you have done, to congratulate and encourage all the teams working on organ donation. They do a great job, like associations such as France ADOT, the federation of associations for the donation of human organs and tissues, both at national and territorial level, alongside associations of blood donors. This is a good opportunity to thank them.
ParlaMint-FR_2019-10-03-O1008.u321	I call Mr Patrick Hetzel to support Amendment No. 452.
ParlaMint-FR_2019-10-03-O1008.u322	It is defended, because of the scheduled legislative time.
ParlaMint-FR_2019-10-03-O1008.u323	What is the opinion of the committee?
ParlaMint-FR_2019-10-03-O1008.u324	I understand your willingness to include the word "organ donor" in some documents, but the current system has several merits. It is simple, clear and intelligible for all: every French citizen is presumed to consent to the donation of organs, except to make explicit his refusal by being registered in the national register of refusals or by setting it down in writing. Wanting to multiply the media that include this information – you mention the shared medical record and the vital card, Mr Breton – could introduce confusion and complicate a simple and intelligible device. We often find ourselves in this chamber for having complicated by law what already existed! Multiplying the sources of information would certainly even run counter to the laudable objective you pursue. It is better to remain within the framework of the Caillavet law, which is beginning to prove its worth but which still needs to be rooted in time: the French do not all know the legislative framework in force.
ParlaMint-FR_2019-10-03-O1008.u325	What is the Government's opinion?
ParlaMint-FR_2019-10-03-O1008.u326	I thank you, Mr rapporteur, for these extremely clear comments, to which I fully subscribe. Multiplying the media is not wise, and the consideration of this bill gives us the opportunity to recall, as Mr.Saulignac has done, the existing legislative framework for the French who listen to us. Today, everyone is presumed to be organ donors following their death, except to make themselves known to the Register of Refusals, maintained by the Biomedicine Agency and accessible online, or to formulate this refusal in writing. Publicizing this register is beneficial. I had just failed to thank all the associations working on a daily basis to make known the gift, in colleges, high schools and other public places, and I thank Mr. Breton for doing so. They do tremendous work on the ground in our local communities, and it is also through these associations that the chain of giving and solidarity works. Finally, I propose that you withdraw these amendments.
ParlaMint-FR_2019-10-03-O1008.u327	Mr Xavier Breton has the floor.
ParlaMint-FR_2019-10-03-O1008.u328	In view of the replies of the rapporteur and the minister and not wishing to create a division on such a subject, we withdraw our amendments.
ParlaMint-FR_2019-10-03-O1008.u329	Bravo!
ParlaMint-FR_2019-10-03-O1008.u330	Further discussion was postponed until the next sitting.
ParlaMint-FR_2019-10-03-O1008.u331	Next meeting, tomorrow, at 9 a.m.: Further discussion of the bioethics bill. The meeting is adjourned.
