ParlaMint-FR_2019-02-12-O1145.u1	The next item is the continuation of the debate on the bill for a school of trust (No. 1481, 1629).
ParlaMint-FR_2019-02-12-O1145.u234	Mr Xavier Breton has the floor to support Amendment No. 133.
ParlaMint-FR_2019-02-12-O1145.u235	The risks associated with unseasoned digital use are known in terms of lack of sleep, loss of alertness, lack of concentration or addiction. There is therefore a need for awareness-raising, which we all wish for, regardless of the benches on which we sit in this House.
ParlaMint-FR_2019-02-12-O1145.u236	I call Mr Ludovic Pajot to support Amendment No. 506.
ParlaMint-FR_2019-02-12-O1145.u237	Because of the inescapable place of digital tools in our society, it seems absolutely necessary that technology and computer science be taught at an early age in our schools. However, we believe it is essential to include in this education an awareness component of the risks posed by digital technology and its tools for health. More and more studies point to the harmful effects of screens on the health of our young children: behavioural disorders, addictions, nervousness... Following the bill against the early exposure of children to screens passed last November by our honourable senators, this amendment seeks to clarify, in section L. 312-9 of the Education Code, that training in the use of digital tools and resources "includes awareness of the health risks of using digital tools."
ParlaMint-FR_2019-02-12-O1145.u238	Also in the joint debate, Mr Philippe Berta has the floor to support Amendment No 788.
ParlaMint-FR_2019-02-12-O1145.u239	We do not intend to question the use of digital tools to encourage some learning. However, excessive exposure to screens can have adverse effects on brain development, basic skills learning, concentration, or the well-being of children. Not to mention all the impressive figures revealed by the measurements of the time taken to use screens by young people, I will simply recall that children between 1 and 6 years of age spend on them, on average, almost five hours a week. Knowledge of the risks posed by addiction to screens must therefore become part of the basic knowledge which the school must guarantee to all. The amendment is intended to supplement the article of the Education Code on training in the use of digital tools and resources with a section on education at the risk of addiction to screens.
ParlaMint-FR_2019-02-12-O1145.u240	What is the committee's opinion on these six amendments?
ParlaMint-FR_2019-02-12-O1145.u241	They are largely satisfied with article L. 312-15 of the Education Code, which states that "In the context of moral and civic education, students are trained to... acquire responsible behaviour in the use of interactive tools when using online communication services to the public". The common foundation programme also provides that "Students learn to use digital communication and information tools with discernment". Finally, the PIX digital skills learning and certification platform, which is being set up, includes lessons on the rational use of digital technology. This subject is also widely discussed in the parents' briefcase. Unfavorable opinion, therefore, on this series of amendments.
ParlaMint-FR_2019-02-12-O1145.u242	What is the Government's opinion?
ParlaMint-FR_2019-02-12-O1145.u243	The same opinion as the rapporteur.
ParlaMint-FR_2019-02-12-O1145.u244	Mr Arnaud Viala has the floor.
ParlaMint-FR_2019-02-12-O1145.u245	Madam rapporteur, as we call for the inclusion in the education code of the ability to alert children to the dangers of digital tools, you have just explained to us, by referring to the parents' briefcase, that it is up to them to do this. Now, a few hours ago, as we discussed the division of roles between the family and the school in the education of our children, you insisted on the predominant part that you thought was in the school in this area. It would be aberrant, in 2019, to adopt a text on education without any mention of the dangers of digital tools that invade our lives and families – they are available to children from an early age without we really manage, in the family, to control the amount of use.
ParlaMint-FR_2019-02-12-O1145.u246	Mrs Anne Brugnera has the floor.
ParlaMint-FR_2019-02-12-O1145.u247	Mr President, I am asking for a suspension of the sitting on behalf of the Group of the European People's Party.
ParlaMint-FR_2019-02-12-O1145.u248	The meeting was suspended.
ParlaMint-FR_2019-02-12-O1145.u249	The meeting was resumed. Mrs Aude Luquet has the floor to support Amendment No. 801.
ParlaMint-FR_2019-02-12-O1145.u250	It is a question, in the continuation of our discussions before the suspension of the sitting, concerning the screens, of supplementing article L. 312-9 of the Education Code with the following paragraph: "In nursery schools, cannot constitute an educational or leisure tool, any digital equipment exposing the child to a screen. Indeed, many researchers, including neuropsychiatrist Boris Cyrulnik, have taken a position in favour of banning screens until the age of 6, considering that this leads to an impairment of empathy and developmental disorders. It is known that children are highly exposed to the consumption of images in their families, whether via television or mobile phones. During the learning period of young children, they should be allowed to build their relationship to reality before they discover the virtual world. For all these reasons and in the name of the precautionary principle, it is necessary not to have the screens entered the education before the elementary school.
ParlaMint-FR_2019-02-12-O1145.u251	What is the opinion of the committee?
ParlaMint-FR_2019-02-12-O1145.u252	Mrs Luquet, I fully agree with you. The danger of screens for very young children is indeed an important subject, mentioned several times in the public debate, by Boris Cyrulnik, as you recall, but also by Serge Tisseron, who has worked extensively on these issues and pointed the risks at this age. The CSA – the Conseil supérieur de l'audiovisuel – has taken over the subject for some time and is working on a television campaign on the recommended consumption of screens at different ages of life; In particular, it will recommend zero screens before 3 years and a very small use in subsequent years. Your amendment tends to prohibit the use of screens in kindergarten. I tend to think that, in national education, academic leaders and teachers in schools themselves are fully aware of the risks inherent in screens and that, as a result, they do not use them or very little in kindergarten. For having discussed it with kindergarten principals, I know that they pay great attention to the risks of addiction due to the consumption of screens. I think that we must also trust the professionals...
ParlaMint-FR_2019-02-12-O1145.u253	Exactly!
ParlaMint-FR_2019-02-12-O1145.u254	... and therefore do not include in the law the provision that you propose, these being quite able to delete or significantly reduce the consumption of screens in kindergarten. The opinion is unfavourable.
ParlaMint-FR_2019-02-12-O1145.u255	What is the Government's opinion?
ParlaMint-FR_2019-02-12-O1145.u256	Same opinion.
ParlaMint-FR_2019-02-12-O1145.u257	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2019-02-12-O1145.u258	This amendment is very relevant because its adoption would result in the inclusion in the law of what is considered a problem by many professionals: too early use of screens. However, I see a drafting difficulty in the amendment as drafted, in particular because a tool that does not appear to be a problem, the interactive whiteboard, would therefore be excluded from nursery schools. Is it considered a screen or not? If considered to be such, there would be a problem because it is used in kindergarten, where it produces rather favourable effects. The intention of the amendment is very good, it is a real subject, but its wording may include in the prohibition in kindergarten what is a regular educational tool.
ParlaMint-FR_2019-02-12-O1145.u259	Mrs Aude Luquet has the floor.
ParlaMint-FR_2019-02-12-O1145.u260	[[Applause on a few benches of the LaREM group]] I have heard your argument, Madam rapporteur, but tablets have been used frequently by teachers in kindergartens for about a year. Perhaps it would be interesting to have an evaluation of their use by children. As several colleagues have said before, it is a matter of public health. I have a child in a large kindergarten section and I am not sure that the use of the tablet in his school is relevant to his learning of writing and reading; The question must be asked in the light of these apprenticeships in kindergarten.
ParlaMint-FR_2019-02-12-O1145.u261	On Amendment No 103, I am seized by the Republican Group and by the Group of the Democratic and Republican Left of the United Kingdom of Great Britain and Northern Ireland of a request for a public vote. The vote is announced in the National Assembly. I call Mr Ciotti to support Amendment No. 103.
ParlaMint-FR_2019-02-12-O1145.u262	Minister, this amendment aims to reaffirm the strength and pre-eminence of the principle of neutrality in the school of the Republic by bridging the legal uncertainty surrounding the status of the parents of accompanying pupils during school trips or outings.
ParlaMint-FR_2019-02-12-O1145.u263	They're volunteers!
ParlaMint-FR_2019-02-12-O1145.u264	It's an important subject, it's a serious subject. Since the great law desired by Jacques Chirac and François Baroin in 2004, the principle of neutrality for students has been laid down. This principle, which relates to the religious beliefs of both teachers and all public servants, is of course constitutionally valid. For the students, the issue has been dealt with by this great law, a major and essential step forward for our Republic. The intermediate situation of the parents of accompanying pupils remains, especially during school trips. This problem has given rise to many difficulties and has generated many legal opinions. Minister Luc Chatel, in his March 2012 circular, had established the principle that the attendants, including the parents of students, could not demonstrate "by their dress or their words, their religious beliefs... when accompanying students on school trips and outings". The rights defender of the time, Dominique Baudis, had then referred the matter to the Council of State, which gave not an opinion but what he called a "study", which absolutely did not clarify the legal situation but even somewhat complicated it: this study concludes that it is not legally possible to prohibit the wearing of ostensible religious signs to the parents of pupils, but that, in order to ensure the proper functioning of the school of the Republic and thus of school leavers, the heads of schools can do so; It is obviously to place the heads of establishments in an unbearable situation.
ParlaMint-FR_2019-02-12-O1145.u265	Yes!
ParlaMint-FR_2019-02-12-O1145.u266	I therefore believe that it is only time to reaffirm our commitment to the principle of secularism because there cannot be, Mr.Minister – and I know that you are vigilant on this point – secularism with varying geometry depending on the institutions, secularism with a map. The bill that you are proposing to us must be the legal vector, but also chart the path of courage,...
ParlaMint-FR_2019-02-12-O1145.u267	The way of shame!
ParlaMint-FR_2019-02-12-O1145.u268	[[Applause on the benches of the LR group. – Exclaims on the banks of the GDR Group]] ... to reaffirm very clearly our common commitment to this fundamental principle, which has constitutional value: that of secularism in all circumstances, at the heart of the school of the Republic!
ParlaMint-FR_2019-02-12-O1145.u269	What about the agent crossing the pedestrian crossing?
ParlaMint-FR_2019-02-12-O1145.u270	What is the opinion of the committee?
ParlaMint-FR_2019-02-12-O1145.u271	Mr Ciotti, I share your commitment to respect for secularism, in particular the provisions of the 2004 law on ostensible religious signs within institutions.
ParlaMint-FR_2019-02-12-O1145.u272	It's a good start!
ParlaMint-FR_2019-02-12-O1145.u273	But?
ParlaMint-FR_2019-02-12-O1145.u274	With regard to the mothers of pupils accompanying their children during school leavers, this issue has often been widely debated, as you have pointed out, and it can be noted that the last two ministers of right-wing national education were unable to agree, one saying that the ban was pure and simple, and the other allowing the heads of schools to judge.
ParlaMint-FR_2019-02-12-O1145.u275	It's no use to go back to the past!
ParlaMint-FR_2019-02-12-O1145.u276	The same was true for left-wing ministers: Vincent Peillon did not wish to question the prohibition advocated by the circular Chatel, then Najat Vallaud-Belkacem...
ParlaMint-FR_2019-02-12-O1145.u277	Your model!
ParlaMint-FR_2019-02-12-O1145.u278	... has chosen to follow the recommendations of the Council of State, which considers that accompanying parents are not regarded as collaborators of the public service and that it is therefore not for him to regulate their dress, whatever else one might think of the question of wearing the veil. [[Applause on many benches of the LaREM group]] For my part, I think we have come to a form of balance. It is certainly not perfect because it is true that the responsibility for allowing parents to take part in school leavers rests with the school principals and that they should certainly be more assisted and supported in making their decision. But as much as it is necessary to be very rigorous in the public service, there must be some flexibility in terms of leaving school. [[Exclaims on the benches of the LR group]] [[Same movements]] One of the major problems, it seems to me, is the difficulty of explaining to a child that her mother or her comrade's mother, like all other mothers, will not be able to accompany her to the cinema because she wears a veil. It may be feared that such a measure might be counterproductive by contributing to hatred of secularism, in a context where, unfortunately, it is sometimes difficult to accept the 2004 law, still too often experienced as discriminatory.
ParlaMint-FR_2019-02-12-O1145.u279	Stop!
ParlaMint-FR_2019-02-12-O1145.u280	Please, ladies and gentlemen!
ParlaMint-FR_2019-02-12-O1145.u281	I think there are really better fights to be waged in favour of secularism, in particular the closure of fundamentalist schools, as the minister has just done in Marseilles,...
ParlaMint-FR_2019-02-12-O1145.u282	Exactly!
ParlaMint-FR_2019-02-12-O1145.u283	[[Applause on the benches of the LaREM group and on several benches of the MODEM group]] ...which, I must say, requires some political courage.
ParlaMint-FR_2019-02-12-O1145.u284	What is the Government's opinion?
ParlaMint-FR_2019-02-12-O1145.u285	Mr Ciotti, it is important to talk about secularism – even if it is not, I would remind you, the purpose of this bill – because we know that this issue, in the circumstances of our country today, raises a whole series of problems. I am, I believe, a well-known admirer of the 2004 law, and you were right to recall its virtues. It is important to stress them because this must inspire us in everything we can do today and tomorrow in this area. In my view, this was the great success of the 2004 law: first of all the very great consultation, the extremely serious work carried out with all the forces of the country upstream, is a very important point; Then the extreme brevity of its drafting – usually a sign of legislative quality – of a direct, simple and precise character. Since then, as the rapporteur has just pointed out, difficulties have sometimes arisen in implementing it, but we are doing so. The Minister of National Education must, of course, be the guarantor of its application. In my view, this is a model. I still have in mind the challenges and concerns that this law raised prior to its implementation in 2004, but its simplicity, clarity and precision have put a garrot to a phenomenon that is beginning to spread. While the principle of secularism meant that France was often considered archaic abroad, the success of the 2004 law made it gradually considered as a model by some countries. We must not therefore camouflage our secularism or make it discreet, because it is a magnificent, very useful principle, essential even to meet the challenges of the twenty-first century. The Islamic fundamentalist is the main challenge, but he is not the only one. Indeed, if we adopt a comprehensive conception of secularism, which is close to the principle of neutrality, we find certain principles laid down by several Members at the moment, such as the fact that it also applies to the economic and political issues of neutrality of the public service of education. Secularism thus constitutes a French treasure which must be used wisely on all the subjects to be dealt with. The question of parents accompanying school leavers is one of those who, since 2004, have become involved in this immense issue. But this is not the only one and I do not consider it to be the main subject, far from it. This does not mean that we must evacuate it – we must certainly deal with it – but other challenges are much more important, such as the development of Salafist schools in our country, of which the rapporteur has just spoken. Thanks to the Gatel Act, we have devoted important resources, especially during the last school year, to prevent the opening of such schools, but also to closing them. The process is now underway; I want to devote a lot of energy to it, with secularity for motor. In this context, the question of parents accompanying out-of-school leavers has been discussed on several occasions, as you have pointed out, in particular in a study by the Council of State – this was not a judgment – which provided useful insight, an element of appreciation; However, as you have also said, the question is still unsolved. The question of secularism poses general and systemic problems that need to be considered as a whole. It is one of the topics that will be addressed during the major debate. Like the President of the Republic and the Prime Minister, I consider it normal that the great national debate should enable us to achieve a comprehensive vision of secularism. Although the question of accompanying parents is not in my opinion crucial, I will submit it for advice to the council of the wise men of secularism, which was established 18 months ago, I would remind you, in order to have expertise on the issues of secularism in national education. This advice has already been very useful, particularly on the subject we are talking about, but it needed to take a step back from our first recommendations. I recall that I have already spoken on the subject. In line with the conclusions of the study of the Council of State, I have in particular recommended to the school directors and school administrators and to the national education officials concerned that religious proselytism cannot be expressed by ostentatious signs on the occasion of school leavers. Reference may also be made, in this regard, to the circulars of Jean Zay of 1937, which already prohibited it. So we started to act. Of course, we are not in favour of wearing these ostentatious signs, but the question to be dealt with, as the rapporteur has said, is efficiency. We must therefore have a vision of secularism, both complete and serene, which will be informed by the opinion of the Higher Council of secularism and by the elements emanating from the great debate. Perhaps we will come back to you on these and other matters. [[Applause on the benches of the LaREM and MODEM groups]] Because it does not deal with these issues, this text does not seem to me to be the appropriate vehicle for your proposal. For this reason, I shall express an unfavorable opinion on your amendment. You see that my opinion is not motivated by the fact that I would underestimate this subject. Nor do I overestimate him, and I do not believe that we should make him the heart of our debates on secularism. It is important that, as in 2004, we should be part of a clear and serene process leading to a lasting solution.
ParlaMint-FR_2019-02-12-O1145.u286	I have received several requests to speak. I'll give one for each group...
ParlaMint-FR_2019-02-12-O1145.u287	Mr. President!
ParlaMint-FR_2019-02-12-O1145.u288	Let me finish my sentence, Mr. Hetzel! I shall give one statement per group for a total of sixteen minutes, with eight parliamentary groups.
ParlaMint-FR_2019-02-12-O1145.u289	Mr Patrick Hetzel, you have the floor for a point of order.
ParlaMint-FR_2019-02-12-O1145.u290	It is based on Rule 58(1) of our Rules of Procedure. Some topics may require a broader debate than that allowed by a single speaking group.
ParlaMint-FR_2019-02-12-O1145.u291	That's right! Excellent!
ParlaMint-FR_2019-02-12-O1145.u292	[[Applause on the benches of the LR group and on some benches of the UDI-Agir and LT groups]] You are right, Mr President, to recall that this decision is left to your discretion. However, on behalf of my group, I would ask that, on a subject as important as this one, a number of statements be made possible, with the importance of the subject justifying it.
ParlaMint-FR_2019-02-12-O1145.u293	Mrs Emmanuelle Ménard has the floor for another point of order.
ParlaMint-FR_2019-02-12-O1145.u294	Mr President, you said that you were going to give the floor to the various groups, but obviously without mentioning the case of non-attached Members, who have different sensitivities. Do you intend to let the latter speak?
ParlaMint-FR_2019-02-12-O1145.u295	Mrs Annie Genevard has the floor.
ParlaMint-FR_2019-02-12-O1145.u296	I would like to congratulate Mr Ciotti, who has had the courage, by tabling this amendment, to address a subject that is not easy for any of us.
ParlaMint-FR_2019-02-12-O1145.u297	She's right!
ParlaMint-FR_2019-02-12-O1145.u298	[[Exclaims on the banks of the LaREM, SOC, FI and GDR groups]] We know very well what pavlovian reflexes this type of subject can give rise to. Minister, you recalled the importance of the 2004 Act. Its success, I believe, is due to the firmness and consistency with which it was applied, until the time when Mr. Peillon was a minister, since he did not, in the law of orientation and programming for the re-foundation of the school of the Republic, touch on what was so far about consensus thanks to the circular Chatel, namely that it was not a question of condemning mothers wearing a veil but of saying that, in the school context, it does not have the right to a city, whether it be carried by the pupils or by their mothers. I wish your predecessor had not touched on this principle, which was so far widely accepted. On returning to this decision, we reopened Pandora's box, which forces us to come back to this issue today. [[Applause on the benches of the LR group]] Minister, one cannot distinguish between more or less serious breaches of secularism depending on the circumstances. They all come from a vision of society, the place of women, the school and the education that we do not want and that secularism must prevent. The principle of secularism is a "treasury" – you have rightly described it as this – that must be defended to protect society. This is the subject of Mr Ciotti's amendment.
ParlaMint-FR_2019-02-12-O1145.u299	Mr François Pupponi has the floor.
ParlaMint-FR_2019-02-12-O1145.u300	[[Applause on the benches of the LaREM and MODEM groups as well as on some benches of the UDI-Agir, SOC, FI and GDR groups]] I can understand that one wants to apply a principle strictly, but this can lead to the opposite effect of the one sought. In some territories, in some neighbourhoods, a large majority of mothers are Muslim worshippers who wear veils. They accompany their children every morning to school and trust him to make them enlightened citizens of the French Republic. This is a great victory and of the Republic, of the school and of secularism. If we exclude these mothers who, at the request of national education, come with their children voluntarily, there will be no more school outings in these neighbourhoods. Ladies and gentlemen, come to these quarters: unfortunately, what I am reporting to you is a reality. The problem does not arise only when leaving school. I often attend school boards, as I did earlier. In many territories, however, veiled mothers are elected to school boards on the lists of parents of pupils, making an effort to assist the school by participating in the education of their children. Let them be veiled when they attend school boards is not a problem! We prefer to have parents present on school boards, rather than school boards where there are no more parents! That is the reality! [[Applause on the benches of the LaREM and MODEM groups]] [[Same movements]] Ladies and gentlemen, what will happen if we strictly apply this rule? The Salafist schools, which the minister mentioned, will rub their hands and say to these families: "See how the school of the Republic excludes you. Come home, we'll take care of your children! If what we want is to exclude children from the school of the Republic on the grounds that their mothers are veiled, I am worried about the future of the Republic!
ParlaMint-FR_2019-02-12-O1145.u301	Mrs Elsa Faucillon has the floor.
ParlaMint-FR_2019-02-12-O1145.u302	Some of the comments I have heard are extremely worrying; I very much hope that this amendment will not be adopted. It must be seen how the debates that are taking place here, and which will certainly take place tomorrow in the context of the public debate, affect and affect people. I tell you very calmly: you cause people to suffer by stigmatizing them and trying to exclude them from the public debate; You're looking for division.
ParlaMint-FR_2019-02-12-O1145.u303	We have no lesson to learn from you!
ParlaMint-FR_2019-02-12-O1145.u304	[[Protests on the benches of the LR group]] [[Applause on the benches of the FI group and on a few benches of the LaREM group. – Protests on the benches of the LR group]] I come from a popular territory where different religions express themselves and meet in public space and where people who do not believe in others who believe. Everyone perceives that, in the discussions that take place in this House, your words are not intended to defend the principle of secularism but to stigmatize a religion, Islam. And don't try to make us believe that you are fighting all of a sudden, unexpectedly, for the woman, whose future and liberation would suddenly interest you! [[Exclaims on the benches of the LR group]] [[Applause on the benches of the GDR and FI groups, on several benches of the LaREM and SOC groups and on some benches of the MODEM group]] You make amalgams and talk about proselytism and the image of the woman, but you only use these words to assault and cause them to suffer, and to divide opinion. You seek not to free them but to exclude them from public space, with a spirit that refers to past hours. You thus operate a profound deviation of the principle of secularism. You will not make anyone here believe that you are fighting for this principle; On the contrary, you are totally against her and against women's rights.
ParlaMint-FR_2019-02-12-O1145.u305	Of course, it's the veil that frees the woman!
ParlaMint-FR_2019-02-12-O1145.u306	Mrs Sabine Rubin has the floor.
ParlaMint-FR_2019-02-12-O1145.u307	This evening, we will have talked a lot about rags: another story that relates to it, indeed, on a subject that you consider important and that you make, by putting it on the table, important. I wonder what kind of problem you think you've solved since the famous laws you've been talking about. How do the bans solve the problems you want to solve? Do they not produce the opposite result, as Mr Pupponi has shown very well? Instead, they tend to exclude people who want to wear the veil from public life. Besides, what are the ostentatious signs? Which ones are we going to define as such? A kippa, a scarf, for some a wig, for others a cross? [[Ms. Muriel Ressiguier applauds]] I would add that this type of measure, as has been said, risks, on the contrary, putting the parents of pupils aside, stigmatizing them, under the guise of neutrality. There is double standards: to bring the world of the economy back to school, there is no problem, we do not talk about the lack of neutrality of companies; However, as far as secularism and religions are concerned, this is a problem for you.
ParlaMint-FR_2019-02-12-O1145.u308	There's no connection!
ParlaMint-FR_2019-02-12-O1145.u309	[[Applause on the benches of the FI group]] It's you who put the problem on the carpet, while, in the neighborhoods, it's not one for anyone! There is only one for you, in your quarters and in your heads.
ParlaMint-FR_2019-02-12-O1145.u310	Mrs Geraldine Bannier has the floor.
ParlaMint-FR_2019-02-12-O1145.u311	[[Applause on several benches of the MODEM and LaREM groups]] [[Applause on a few benches of the MODEM and LaREM groups]] The members of the MODEM Group, like all of you here, are very committed to the principle of secularism and neutrality. That said, Mr Ciotti's amendment is a problem somewhere. Indeed, we are considering a confidence bill, and more specifically, the school of trust, and to some extent this amendment has a certain degree of distrust. The aim is to restore a form of trust between parents and the educational community and, as the Minister pointed out, to improve the general level. It is therefore surely appropriate, in relation to such an important subject as the accompanying of school leavers with religious signs, to place it in the context of a much wider debate on secularism. We will therefore follow the views of the rapporteur and the minister: it is clear that the debate on secularism must come to an end and that this matter should be re-examined at a later stage; He doesn't really have a place in a trust law.
ParlaMint-FR_2019-02-12-O1145.u312	Mr Régis Juanico has the floor.
ParlaMint-FR_2019-02-12-O1145.u313	The Socialist and related group will not vote for the amendment by our colleague Eric Ciotti, who, faithful to his reputation, has made himself a specialty in our debates on this bill to light up wicks. It does so a little bit always on the same subjects: the abolition of family allowances for parents of absentee students or the question we are addressing tonight. In this regard, we have a robust legislation, with the 2004 Act currently mentioned, which prohibits the wearing of signs and clothing in schools, colleges and public high schools, ostensibly showing religious affiliation. I note, Mr Ciotti, that, although you advocate strict application of the principle of secularism, you do not propose at any time to extend it to private schools under contract.
ParlaMint-FR_2019-02-12-O1145.u314	Exactly!
ParlaMint-FR_2019-02-12-O1145.u315	So what?
ParlaMint-FR_2019-02-12-O1145.u316	[[Ms. Muriel Ressiguier applauds]] With regard to the parents of pupils accompanying school leavers, we have an extremely clear opinion from the Council of State: it considers that they are not employees of the public service and therefore there is no need to regulate their behaviour. You know very well – this has been pointed out by many of our colleagues – that if your amendment were applied in many schools in our constituencies, a number of outings would simply no longer take place.
ParlaMint-FR_2019-02-12-O1145.u317	It's serious!
ParlaMint-FR_2019-02-12-O1145.u318	A number of them should therefore be abolished, which would also penalize pupils in the schools concerned. [[Applause on the benches of the SOC, FI and GDR groups as well as on several benches of the LaREM group]] Finally, Mr Ciotti, I would be curious to know how you intend to apply your amendment in a department like Mayotte. On the spot, with Bruno Studer, we found that there is no problem with secularism. The prohibition of the wearing of religious signs in schools, in particular, is strictly observed. The kishali, a traditional shawl worn on the shoulders and on the head, is, on the other hand, tolerated. So how would you apply this amendment to the department of Mayotte?
ParlaMint-FR_2019-02-12-O1145.u319	[[Exclaims on the SOC benches]] The socialists will have renounced everything, even secularism!
ParlaMint-FR_2019-02-12-O1145.u320	Mrs Beatrice Descamps has the floor.
ParlaMint-FR_2019-02-12-O1145.u321	The subject is indeed important and sensitive, as your reasoned answer shows, Minister. If we agree with you, we see a lack of clarity. Nor do we believe that it is possible to prevent mothers from accompanying children and participating in the life of our schools. You also spoke today about the role of the Director, specifying his role in the field of information; There, too, this lacks clarity. I don't think we can debate the subject right now. However, it is absolutely necessary to clarify this. I would therefore ask you to propose a debate at a later stage. [[Applause on the benches of the UDI-Agir group and on a few benches of the LaREM group]] In the immediate future, as far as I am concerned, I will vote against this amendment.
ParlaMint-FR_2019-02-12-O1145.u322	Mr Sebastien Nadot has the floor.
ParlaMint-FR_2019-02-12-O1145.u323	Thank you, Mr President, for giving me the floor. Contrary to what has been said, I believe that it is entirely relevant, in the debate on a confidence-building bill, to reflect on where we are going and the foundations on which we are based. Contrary to what has been said, the question of secularism concerns the school and therefore deserves to be debated here and now. Secularity is a number of things. It does begin with firmness. Mr Ciotti, I have been a teacher in physical and sports education in the city of Nice, which you know well, and I guarantee you that teachers know how to show the firmness necessary to force certain student populations to take swimming lessons, because this is compulsory education; They don't need a law to be firm, I wanted to give you that precision. But secularism is also about living together, and so it also raises the question of dialogue. I will ask you a practical and very simple question. When you are a teacher, you need, both for the well-being and for the education of the children you have in your hands, to have relations with their parents. If this is not possible during the outings because they wear a veil, will they be allowed to attend parent-teacher meetings in schools? [[Applause on a few benches of the LaREM group]] In fact, this amendment poses a major risk to school: to break the absolutely necessary relationship in the education of children – in any case in a republican education – between teachers and parents. I therefore believe that this amendment is irrelevant because it does not provide an answer to a practical, field-based question and does not serve the interests of children.
ParlaMint-FR_2019-02-12-O1145.u324	When I think you're talking about political courage!
ParlaMint-FR_2019-02-12-O1145.u325	Mrs Anne Brugnera has the floor.
ParlaMint-FR_2019-02-12-O1145.u326	[[Applause on a few benches of the LaREM group]] While we are all extremely committed to secularism, the main provision of this bill is the compulsory education of children from the age of three. I hope that we can discuss this tomorrow, and that we can also discuss other provisions to improve our school. If the subject we are talking about now is important, it will, in my view, have to be better and more debated, in another context. In accordance with the opinion of our rapporteur and the minister, we will reject this amendment.
ParlaMint-FR_2019-02-12-O1145.u327	Mr Eric Ciotti, the author of the amendment, who has been questioned several times, has the floor for a final statement.
ParlaMint-FR_2019-02-12-O1145.u328	So he could withdraw his amendment, maybe?
ParlaMint-FR_2019-02-12-O1145.u329	By listening to your speeches, ladies and gentlemen, in particular my fellow Members of the majority, I imagined the debates that took place here in this House in 2004. Great Republican voices had participated. The same arguments had to be made: it had to be said that, if it were voted, the courses could no longer take place and that this would probably deprive some students of exits. During the examination of this law, which Jacques Chirac had the courage to defend, the same arguments were raised. But men and women like François Baroin – he had, while he was a Member of Parliament, himself engaged in consultation here – led the text to success by opposing courage.
ParlaMint-FR_2019-02-12-O1145.u330	That's right.
ParlaMint-FR_2019-02-12-O1145.u331	[[Protests on the benches of the LaREM group]] When I hear some arguments tonight, I think a form of resignation has already won the benches of the majority.
ParlaMint-FR_2019-02-12-O1145.u332	Resignation to what?
ParlaMint-FR_2019-02-12-O1145.u333	Mr Minister, I have heard your remarks: you feel that there is – not in you, but in the majority – a malaise with secularism. It has been two years since the President of the Republic announced a speech, and two years since he rejected it. Since 2004, has the situation improved?
ParlaMint-FR_2019-02-12-O1145.u334	No, it's even worse!
ParlaMint-FR_2019-02-12-O1145.u335	Has secularism progressed? Has not Communautarianism since then wreaked havoc in our society? Where are the threats? Don't they come from religious communitarianism and – yes, I say – from Islamist communitarianism?
ParlaMint-FR_2019-02-12-O1145.u336	He's right.
ParlaMint-FR_2019-02-12-O1145.u337	[[Smile]] [[Applause on the benches of the LR Group and among non-attached Members]] Do we not have the duty and responsibility to courageously oppose dikes against the progress of this communalism? You counted in your ranks a great voice, which killed itself: that of Manuel Valls, who never dealt with these questions. Others have resigned. I invite you not to resign and to build solid dikes in order to defend our republican principles.
ParlaMint-FR_2019-02-12-O1145.u338	The Minister has the floor.
ParlaMint-FR_2019-02-12-O1145.u339	If you give the minister the floor again, on a subject like this, we will also have to give it back to us!
ParlaMint-FR_2019-02-12-O1145.u340	I will say one more word, Mr Ciotti, because, I repeat, of course, I take this debate seriously and therefore what you have said. One, I recall what I indicated as a quality of the 2004 Act: having followed a process of discussion that resulted in an effective outcome within the framework of a systemic vision. We will have an opportunity to do the same in the coming months, I want to say again. Two, I cannot let it be said that nothing has happened in 18 months. I spoke earlier about the superior council of secularism. I would remind you that we have also set up secular teams in every rectorate in France and that there is no longer an attack on secularism which, thanks to the system we have set in motion, cannot be reported. This enabled the lay teams of the rectorates to intervene in schools, colleges and high schools. The evidence on the ground shows us that whenever we are firm, clear and serene about these issues, we succeed in imposing the principles of the Republic.
ParlaMint-FR_2019-02-12-O1145.u341	Yeah. That has been said, quite well indeed, on various benches of this assembly. That is, of course, what we need to look for. So yes, the school of the Republic applies the principle of secularism. I would remind those who are listening to us that the facts in question can be reported to the head of the institution, to the rector and even to the minister through the dedicated address that we have put in place.
ParlaMint-FR_2019-02-12-O1145.u342	Always this mismatch between speech and reality.
ParlaMint-FR_2019-02-12-O1145.u343	[[Applause on several benches of the LaREM group]] So yes, the principle of secularism is fundamental, and yes, we do intend to enforce it.
ParlaMint-FR_2019-02-12-O1145.u344	Then put it into practice in the law!
ParlaMint-FR_2019-02-12-O1145.u345	I put to the vote Amendment No. 103.
ParlaMint-FR_2019-02-12-O1145.u346	The result of the vote is as follows: Number of voters 149 Number of votes cast 145 Absolute majority 73 For adoption 32 Against 113
ParlaMint-FR_2019-02-12-O1145.u347	Capitulation!
ParlaMint-FR_2019-02-12-O1145.u348	I have before me two amendments, Nos 955 and 1069, which can be discussed jointly. I call Mrs Bareigts to support Amendment No. 955.
