ParlaMint-FR_2019-03-13-O1176.u1	The meeting was suspended.
ParlaMint-FR_2019-03-13-O1176.u139	It is not because we believe that ADP is first of all a commercial enterprise and that the border will continue to be protected by the state that we cannot take stakes in other more strategic companies in terms of their know-how, innovation and technology. Take the example of STMicroelectronics in Grenoble, where I will visit on Friday: it is one of the world's leaders in nanotechnology and semiconductors. The state is involved because these technologies are essential. I do not hesitate to announce 800 million euros of investment in a nanotechnology plan: when it comes to the most sensitive technologies and innovations, the state must put money and public authorities must be on the table. But to have this money, we still have to have the courage to give up participations in companies that are commercial.
ParlaMint-FR_2019-03-13-O1176.u140	I can't believe it.
ParlaMint-FR_2019-03-13-O1176.u141	For the state to be strong and innovative, it may be necessary to continue to invest in key innovations: after nanotechnology, I could cite what we have done on a European scale by investing in electric batteries. We have not hesitated to spend 700 million euros on the French side and more than 1 billion on the German side because it seems to us absolutely strategic, for the independence of the French nation, that the batteries of our future electric vehicles, which will represent between one third and half of the value of the car, do not come exclusively from China or Korea, which would put us in a situation of total dependence. They must therefore be manufactured on French soil or on German soil to guarantee the sovereignty and independence of the French automotive industry.
ParlaMint-FR_2019-03-13-O1176.u142	Where will the raw materials come from?
ParlaMint-FR_2019-03-13-O1176.u143	You see it, proof of it, supporting decisions, supporting decisions, I believe in a strong state in the economic field, but it requires agility and a little courage to make decisions that will finance tomorrow's investments. The third choice, after that between Europe or the nation and that between the strong or weak state, concerns the taxation we want for the 21st century. If there is a decisive element for the economic model we want for tomorrow, it is taxation. I will continue to plead tirelessly for us to tax the companies that make the most profits with our data at the same level as our SMEs, TPEs, small businesses, artisans and traders. Taxing the digital giants means doing justice and efficiency: I don't see why we would tax the big companies that make the most profits less. The taxation of digital giants will be next week's episode, but it is very complementary to the PACTE bill discussed this week. Similarly, we will introduce a minimum corporate tax for larger companies. I cannot accept that French companies pay a corporate tax on our land, even if we have reduced it, while a few large multinational companies, which make profits with French consumers, are returning them to countries where corporate tax is lower to escape tax in France. As part of the G7, we will introduce a minimum corporate tax tax.
ParlaMint-FR_2019-03-13-O1176.u144	We're waiting to see!
ParlaMint-FR_2019-03-13-O1176.u145	The fourth choice is whether we want a territory open to all winds, without frontiers, without control at European level, or whether we believe that French and European consumers and businesses should be protected. We can be in favour of free trade and assert loudly that our economic model, our capitalism of the 21st century, our reasonable and responsible capitalism at European level must protect our companies, our technologies and our know-how. We have strengthened the decree on foreign investment in France; We have adopted the European regulation on foreign investment in Europe and we will not let foreign powers take control of technologies developed with taxpayers' taxes by researchers on European territory. [[Applause on the benches of the LaREM and MODEM groups]] These are the fundamental choices available to us, and this is the economic model that we are proposing. It seems to me to be light years away from the cartoons that we wanted to present during the debates. Beyond what some have rightly said about the growth of SMEs, the simplification of their approaches, the recognition of the work of employees, the raison d'être of companies, the PACTE bill brings an additional stone to the construction of this capitalism of the 21st century, which protects our companies and our know-how, which invests, innovates, unfolds at the national level as well as at the European level. This allows us to become aware of a very simple thing: in the 21st century, the winners will be those who will master technology, artificial intelligence and know-how. The vanquished, the dominated, the vassals will be those who have retained the old features of the economy of the 20th or even the 19th century: they will have no choice but to equip their cars with Chinese or American technologies; their communications will be controlled by foreign powers and companies will no longer realize profits because they will no longer create value, because they will not have innovated, invested, as we propose to do with the PACTE bill.
ParlaMint-FR_2019-03-13-O1176.u146	Before we come to the discussion of the articles, I invite you to the serenity and listening of the speaker who is speaking.
ParlaMint-FR_2019-03-13-O1176.u147	Mr Daniel Fasquelle has the floor for a point of order.
ParlaMint-FR_2019-03-13-O1176.u148	This is a point of order under Rule 58(1) concerning the proper conduct of our debates. Mr Minister, you have chosen to respond to Mr Mélenchon rather than to the first opposition group in this House, the Republicans. That's your right. You preferred to reply to Mr Mélenchon, who is not here, rather than to the speaker of the Republican Group, who is very present: this is your choice.
ParlaMint-FR_2019-03-13-O1176.u149	It's a strategy!
ParlaMint-FR_2019-03-13-O1176.u150	[[Claims on several banks of the LaREM Group]] It is a strategy, of course, since the Republic on the move wants to see everything that is neither the far right nor the far left disappear! In this, your approach is quite consistent.
ParlaMint-FR_2019-03-13-O1176.u151	Mr Fasquelle, please keep to your point of order.
ParlaMint-FR_2019-03-13-O1176.u152	In the general discussion, I made thirteen very specific remarks: you have retained only one and you have distorted my point. If we want our exchanges to be calmed down, I ask you not to do so. One cannot distort the speech of the speaker or caricature his thought in an attempt to destabilize him. With regard to the social package, I simply stated – you can check it in the record of the sitting – that what you are proposing did not apply to all companies, which is a pity. So I indicated that it was insufficient.
ParlaMint-FR_2019-03-13-O1176.u153	Don't get into the bottom of the debate, Mr. Fasquelle!
ParlaMint-FR_2019-03-13-O1176.u154	[[Applause on several benches in the LR group]] I'm restoring the truth. I simply said – I ask the minister to take note of this – that, with regard to the social package, I regret that it does not apply to all companies. In addition, I pointed out that it did not exist until 2008 and that, however, interest was not developed in small businesses: the abolition of the social package was therefore not enough. I wanted to restore the truth.
ParlaMint-FR_2019-03-13-O1176.u155	I should like to inform the Assembly that, at the request of the Government, pursuant to Rule 95(4) of the Rules of Procedure, we shall consider as a matter of priority, tomorrow, at 9:30 a.m., articles 44 to 54 of the draft law, relating to public enterprises and innovation of break-up. I now call, in the text of the commission, the clauses of the bill.
ParlaMint-FR_2019-03-13-O1176.u156	Mr Frédéric Reiss has the floor.
ParlaMint-FR_2019-03-13-O1176.u157	We will examine in a few moments clause 1 of the bill, which has significantly enriched itself over time – in quantity, surely; in quality, we will discover it during the debate! As participative, the development of this seventy-four-section bill, after many contributions, lasted nearly nine months. It was to be welcomed that many amendments had been introduced by parliamentarians or the Government, however, with a flat line: those amendments had been adopted in the absence of any impact assessment. The purpose of Article 1e r is to simplify the procedures for the establishment, modification or termination of an undertaking. The aim is to replace the business formalities centres – CFE – managed by the consular chambers – with an electronic one-stop shop, which will be the interface between the bodies receiving the information collected by the CFEs and the companies – all from 1 January 2021 onwards. [[Applause on the benches of the LR group]] Although things are changing in terms of high-speed broadband, several million of our compatriots still live without internet connection. The problem has already arisen with the obligation to report its taxes online, and although withholding tax has in the meantime become effective, it has been necessary in some sectors to maintain paper returns, to the great relief of many elderly people. The digital divide is still a reality in mountain or rural areas. More flexibility is needed, so it would be good for our companies to make electronic filing optional when creating, modifying or discontinuing activities.
ParlaMint-FR_2019-03-13-O1176.u158	I have before me two amendments, Nos 323 and 646, to delete the article. I call Mr André Chassaigne to support Amendment No. 323.
ParlaMint-FR_2019-03-13-O1176.u159	One of the objectives of the bill before us is to facilitate business creation. The minister and the majority identify an obstacle: the cumbersome steps to be taken and the multiplicity of stakeholders. For our part, we believe that the main obstacles to entrepreneurship are of a different nature. It is first of all accompaniment for aspiring entrepreneurs: choice of the structure and name of the company, designation of the chief executives, determination of the head office, state of the regulation of the underlying activity, accounting and tax options. These seekers also want information about newly created companies: what are the leading sectors? What is the percentage of companies that survive beyond the first year? What are the feedback from entrepreneurs? They also need training in business management, particularly in taxation and social schemes. Finally, the issue of financing and the role of banks, as well as the fear of loss of income, are recurring as factors limiting business creation. This bill does not address any of these issues. It even risks, under the guise of simplification, unnecessarily damaging the accompanying conditions, especially since all the steps for the creation of an undertaking or activity can already be carried out online. Business formalities centres remain clearly identified interlocutors. We do not consider it appropriate to replace them with a completely dematerialised procedure and to make accompanying them optional. To date, we still do not know, moreover, whether the one-stop shop will be 100% public. We cannot silence our fear of the short-term privatisation of these public missions, as a result of dehumanisation of administrative relations. What this bill draws is basically the dismantling of the public service of business creation. That is why we propose the deletion of this article.
ParlaMint-FR_2019-03-13-O1176.u160	Amendment No 646 is defended by Mr Loïc Prud'homme. Mr Denis Sommer, rapporteur of the Special Committee, has the floor to give the Committee's opinion.
ParlaMint-FR_2019-03-13-O1176.u161	Mr. Chassaigne, you have painted a very broad picture of the measures included in this bill, beyond those contained in section 1; This leads me to believe that there will be other deletion amendments! With regard to the single portal, which will allow business starters to register, it will simply replace the current seven CFEs, since today the steps can be taken with the seven administrations or institutions responsible for managing the files. It will transmit to the former CFE – tax services, USSRAF, consular network... – the part that concerns them, and which they will have to validate: thus, the Chamber of Trade will continue to verify that someone who wants to establish himself as a baker has the necessary qualifications. Of course, a physical reception will remain! I would remind you that, on my initiative, we voted at first reading in the special committee on an amendment which insists on the need for accompaniment, including physical reception. When a creator encounters difficulties – he works at home, there is not much network, he is hardly familiar with computer science... – he will be able to go to the Chamber of Trades, he will be able to contact France Active, Initiative France, Réseau Entreprendre, l'Adie – Association pour le droit à l'initiative économique... He will thus be accompanied to prepare his registration file. Human welcome is obviously fundamental! The single portal is an instrument for simplification, but it is not the answer to everything. As far as business creation is concerned, you are right, the fundamental question is that of accompaniment – before, during and after the creation, for long months if possible, but we will no doubt return to it. When you work on a project, you often need funding: if only for that, you usually have to be accompanied. Let us not isolate the one-stop shop as if it were a monster that would dehumanize the relationship between the entrepreneur and his environment. I therefore request the withdrawal of these amendments; Failing that, adverse notice.
ParlaMint-FR_2019-03-13-O1176.u162	The Secretary of State to the Minister for Economic Affairs and Finance has the floor to give the Government's opinion.
ParlaMint-FR_2019-03-13-O1176.u163	The rapporteur has explained this at length: the one-stop shop and dematerialisation will enable the entrepreneur to concentrate on his/her job, starting with the recruitment of his/her employees; But there is no question in the bill of the support that any business starter can receive from the various networks. Unfavorable opinion.
ParlaMint-FR_2019-03-13-O1176.u164	Mr André Chassaigne has the floor.
ParlaMint-FR_2019-03-13-O1176.u165	I will never offer you a dish of lentils, Madam Secretary of State, because I know you don't want to sell your soul. You speak with conviction, with frankness. On the other hand, what would be a great pleasure for me would one day invite you to eat an omelette – one of those very tasty omelettes, with herbs, or mushrooms from my region, Livradois.
ParlaMint-FR_2019-03-13-O1176.u166	Ceps!
ParlaMint-FR_2019-03-13-O1176.u167	[[Smile]] You will realize one thing: to eat an omelet, you need eggs.
ParlaMint-FR_2019-03-13-O1176.u168	And you have to break them, too!
ParlaMint-FR_2019-03-13-O1176.u169	Similarly, the Secretary of State, the chambers of commerce and industry need financial means to continue to maintain physical relations with those, in particular, who want to start a business. In the current state of budgets, these chambers, and in particular their delegations located in our district capitals, as close as possible to each employment pool, to each living area, can no longer afford to carry out their activities! In fact, in real life, digital will prevail. Everything will be dematerialized, and physical contact will not take place, because you have completed what had been started by others: the chambers of commerce and industry no longer have the means to meet the demands of the field.
ParlaMint-FR_2019-03-13-O1176.u170	I have before me two identical amendments, Nos 183 and 768. Mr Daniel Fasquelle, in support of Amendment No. 183, has the floor.
ParlaMint-FR_2019-03-13-O1176.u171	Mr. rapporteur, you live in the world of the Bisounours! Nothing is going to happen as you say. You cut into the budgets of chambers of commerce and industry – 400 million euros less. Today, they are present throughout the country because they want to hold these CFEs. I had no CFE in my constituency; I fought for the Chamber of Commerce to open one. Tomorrow, with the budget cuts that you impose, I know that it will disappear, and with it the human presence. In this rural area, however, we need this support from the companies, which I have obtained from a high struggle. You may well write in this bill that human accompaniment is needed: it is not serious. It's not going to happen like that. The Republicans Group does not oppose the e-window – which, in reality, already exists, since it is already possible to register an enterprise electronically. We stop agreeing with you when you want to systematize it and remove CFEs. We call for the continuation of the CFEs. I hear the objection that you have already made, rapporteur: whoever wants to set up his business can be mistaken, confuse the CFE of the Chamber of Trades with that of the Chamber of Commerce and Industry... Indeed, there are seven, and errors are possible. The aim of this amendment is to maintain the CFEs, with the physical support of business start-ups, so that the public service of business start-up is not dismantled. However, in order to avoid any mistakes and to ensure that the CFEs are fully effective, he said that they welcomed all entrepreneurs indifferently: if a craftsman mistakenly pushes the ICC door, he will be welcomed in spite of everything. This must not be complicated; A little organization must be enough. This text has the ambition to simplify the lives of companies: in this perspective, offer them the choice between an internet approach and a physical one. If you accept this common sense proposal, we can find ourselves and perhaps finally find a common position on one of the key points of the PACTE bill.
ParlaMint-FR_2019-03-13-O1176.u172	Mrs Véronique Louwagie has the floor in support of Amendment No 768.
ParlaMint-FR_2019-03-13-O1176.u173	The CFEs are very important players in our territories: when they were set up a few years ago, they brought real added value to all the economic actors, at the time of the creation of a company, but also later, during his life and at the time of his eventual cessation of activity. There is a concern today: there is a fear of losing a place of physical reception, of contact with entrepreneurs. I see you making signs of protest, gentlemen rapporteurs...
ParlaMint-FR_2019-03-13-O1176.u174	Indeed, we do not agree!
ParlaMint-FR_2019-03-13-O1176.u175	But you are planning a mechanism of dematerialization: therefore, there will be no more physical contact! However, it allowed questions to be asked and information to be collected. It's fundamental. I would also like to point out that you are putting another blow to the consular chambers, in particular the chambers of commerce and industry, which have suffered major cuts in their appropriations in recent years. You thus increase the difficulties they are already encountering. Finally, the yellow vest movement raised the question of proximity, of public services in the territories, especially rural ones, sometimes far removed from the seats of the chambers of commerce and industry. It is a strong demand: it is important to establish a grid of the territory, so that public services are installed as close as possible to the citizens, in this case as close to the enterprises.
ParlaMint-FR_2019-03-13-O1176.u176	What is the opinion of the committee?
ParlaMint-FR_2019-03-13-O1176.u177	Today, 30% of creators register their business online: they may consider that they do not need to be accompanied; 70% are accompanied. The one-stop shop won't change anything! The only progress we want to make is that there is only one language – while today there are seven. Once again, the information will be transmitted to the former CFE. It is not for us to say that the seven CFEs were a bad thing: it was certainly the best option at the time it was chosen; We are taking a new step today. However, I agree with you that proximity is absolutely essential. We have to guarantee the reception. In all the debates we have had, you cannot deny it, I have always insisted on the issue of accompaniment. The proposals for reorganisation of the consular network, whether they be KICs or chambers of commerce and crafts, are in the direction of a balanced distribution throughout the country.
ParlaMint-FR_2019-03-13-O1176.u178	I take it from your statement, Mr rapporteur, that the opinion of the committee is unfavourable. What is the Government's opinion?
ParlaMint-FR_2019-03-13-O1176.u179	Unfavorable opinion, too. I repeat, the logic of proximity is respected. The electronic tool facilitates the dematerialization of the transmission to the administrations concerned by the creation, modification or cancellation of a company. In our view, this mechanism responds to your amendments because it does not call into question the advisory role that certain consular agencies or stakeholders such as Adie play with business start-ups.
ParlaMint-FR_2019-03-13-O1176.u180	I have before me four identical amendments, Nos 320, 421, 927 and 1144. I call Mr André Chassaigne to support Amendment No. 320.
ParlaMint-FR_2019-03-13-O1176.u181	In your opinion on my previous amendment, Mr rapporteur, you have explained that physical support will remain in the territories because the chambers of commerce and industry will always be present. However, if so, why, at all costs, want electronic registration to be mandatory, and not only optional?
ParlaMint-FR_2019-03-13-O1176.u182	That's right.
ParlaMint-FR_2019-03-13-O1176.u183	Maintaining proximity means that it is always possible for those most in difficulty to go to a Chamber of Commerce and Industry to work in a non-dematerialized manner. Dematerialization should not be made mandatory. That seems obvious to me, from what you said.
ParlaMint-FR_2019-03-13-O1176.u184	That's exactly what we're asking!
ParlaMint-FR_2019-03-13-O1176.u185	In addition, you greatly overestimate the digital coverage of the territory. On the day you come to eat the omelette, as I invited you earlier, we will go for a little walk to many villages, where we will be very well received. You will then see that our country has entire territories without digital coverage. Today, people, sometimes called neo-rurals, want to settle in the countryside and create innovative businesses. For example, I knew a publisher who couldn't keep his business in my constituency because digital communication was difficult. I have obtained the figures: in France, about two thirds of urban areas and less than one third of rural areas are covered. That's the reality. I am speaking here not as a percentage of the population served but as a geographical area covered. Making electronic means compulsory therefore poses real problems, to the point of achieving a result inverse to that desired, since this will require movement. Some may even lose their autonomy, simply because they will not have the opportunity to use this route. This could also result in an increase in the fee-paying activity of the consular chambers. Today, the KICs are facing enormous financial difficulties, since their funds have been pumped, their endowments are much less important than before, or they have been included in larger entities, to the point, I said, of simply disappearing in some borough capitals. Their services will therefore be able to become fee-paying. As for those who were already, the rates will be increased. Perhaps you are also behind the head to have this support carried out not to the chambers of commerce and industry themselves but to private bodies, large national groups, which will benefit from the situation.
ParlaMint-FR_2019-03-13-O1176.u186	The next speaker is Mr Daniel Fasquelle, in support of Amendment No. 421.
ParlaMint-FR_2019-03-13-O1176.u187	I agree with André Chassaigne's words of common sense. Madam Secretary of State, you are telling us that there will be no problem with proximity. However, I am sorry, the electronic channel is not synonymous with proximity. This morning, during their hearing by the Committee on Economic Affairs, the heads of the four mobile telephone operators struggled to explain to us how they intend to install an additional 5000 masts by 2027 – which we still do not know whether this will be enough for the entire national territory to be effectively covered. We are far from such a blanket. Come and see this in my constituency. You will be very well received! In some villages, people have difficulty accessing not only the Internet but also mobile phones. You tell us that this e-commerce will be great and there will be no difficulties. That's not true. In addition, you ensure that the physical presence will be maintained. Therefore, why remove CFEs? If interlocutors are to be kept, why not make the e-window optional, and keep those who are already accompanying the companies, to the greatest satisfaction of the latter – and they are hundreds in my constituency? I can give you the numbers of my CFE. His head can explain to you the very useful role he plays in accompaniment to companies. The creation of a business is not a small decision: beyond itself, the creator commits his financial means, sometimes even his family. This is a very important decision. The completion of the formalities is an opportunity to engage in a discussion about the project, its business plan, its financing; It may also be an opportunity to give advice on support that the creator may not have thought of soliciting. All this, you erase it from a pen trait, requiring that formalities be carried out on the internet, without considering the interest of proximity. It's a joke to say that a physical presence will be maintained. Today, the chambers of commerce and industry maintain a physical presence throughout the national territory because there must exist CFEs everywhere. But if these are removed tomorrow, it is obvious, given how you cut in budgets, that there will be no more physical presence, without, however, in some territories, we have access to the Internet. Once again, ruralism will pay for it. Although in the course of the great national debate the digital divide and the territorial divide have been denounced everywhere, you have not understood anything. With the decisions you make tonight, you'll make both of you worse.
ParlaMint-FR_2019-03-13-O1176.u188	Mrs Véronique Louwagie has the floor to support Amendment No. 927.
ParlaMint-FR_2019-03-13-O1176.u189	To the arguments just put forward by my colleague Daniel Fasquelle, I would add that at present 70% of entrepreneurs do not opt for a dematerialised procedure. As I have already pointed out in the special committee, we have been encountering another difficulty for a few months: artisans in areas where communications are difficult have given up responding to certain invitations to tender, the procedures of which are now necessarily dematerialised. Finally, let us bear in mind the enormous difficulties facing the site of the National Security Titles Agency (ANTS), created to dematerialize the issue of grey cards and driving licences. However, the procedure had been successfully tested in a few departments. Concerns have begun with its generalization, and have remained since then. All these difficulties must be taken into account. No, public authorities are not always able to put in place appropriate mechanisms for the benefit of citizens.
ParlaMint-FR_2019-03-13-O1176.u190	I call Mr Michel Castellani to support Amendment No. 1144.
ParlaMint-FR_2019-03-13-O1176.u191	[[Smile]] If I wanted to start a business in my village, I would have enormous difficulties, since there is no signal, except in the back of the garden, where I feel like I'm communicating with planet Mars! The regional director of the operator concerned was surprised that I complained about it and instead invited me to enjoy the tranquility that it gives me. It's a way of looking at things! We are of course in favour of making declarations of business creation, modification or cessation, not only by digital means, but we hope that it will still be possible to do so physically with the CFEs.
ParlaMint-FR_2019-03-13-O1176.u192	What is the opinion of the committee on these identical amendments?
ParlaMint-FR_2019-03-13-O1176.u193	Unfavorable opinion. No, I don't live in an ideal world, and I know, like all of us, the problems of connection and access to the network in my constituency. Ms Louwagie recalled that, although several departments had successfully experienced the dematerialization of the issue of grey cards, there were still difficulties today. So you understand why we gave ourselves until 2022 or 2023 to set up this one-stop shop. We are precisely learning from the difficulties that may have arisen elsewhere and wish to take the time to build this device intelligently, so that it is truly operational. For this reason, the amendments aimed at shortening deadlines in the name of greater efficiency in the administration are absolutely not appropriate. Today, the entrepreneur has to fill out a form. If he is not equipped, he must go to the Chamber of Commerce, the Chamber of Commerce or an association in order to be accompanied. His file is then typed on a computer by a third party, with all the risks of material errors that this implies. That is what we must try to avoid. Once again, physical reception will continue to exist. The creator who will encounter difficulties will be able to continue to visit the consular network, be accompanied and find answers to his questions on the single portal. And anyway, we have until 2022 or 2023 to put in place the new device. Opinions thus unfavourable to these amendments.
ParlaMint-FR_2019-03-13-O1176.u194	What is the Government's opinion?
ParlaMint-FR_2019-03-13-O1176.u195	Unfavorable opinion. We have already developed it quite at length, it is only a matter of introducing a dematerialised procedure for the declaration of the creation or transformation of a company. This does not prevent you from keeping a welcome. When the public services moved from the typewriter to the computer, it was not considered that the reception had been abolished by public officials! There will be a dematerialized procedure, with or without a companion. CCIs already offer some means of dematerialization, with computer posts from which to send e-mails.
ParlaMint-FR_2019-03-13-O1176.u196	Mr Daniel Fasquelle has the floor.
ParlaMint-FR_2019-03-13-O1176.u197	All this is not very serious. This morning, in the Committee on Economic Affairs, telephone operators mentioned a New Deal for 2027. Madam Secretary of State, we did not cut into the budget of the administrations when they moved from typewriters to computers, as you are now cutting into consular networks! In the future, KICs will not be able to provide a physical presence throughout the country. They are doing so today because they have an obligation to keep the CFE open. Naturally, they bring them activity. Tomorrow, in my constituency as in a large number of territories in France, without CFE and as a result of budget cuts, the Chamber of Commerce and Industry will not maintain the antenna that it had finally created. Whether you are sailing in the world of the Bisounours or that of the Parisian bobos, you are really completely next to the plate!
ParlaMint-FR_2019-03-13-O1176.u198	He's right!
ParlaMint-FR_2019-03-13-O1176.u199	The rapporteur-general of the Special Committee has the floor.
ParlaMint-FR_2019-03-13-O1176.u200	I attended the same hearing this morning as you, Mr Fasquelle, where there was indeed a question of the coverage of the territory in mobile telephony. You have to be serious. This is about people who will have to connect to the Internet – or go to the ICC – to make an online statement. For that, ADSL is enough! We don't need to go out in the yard of the farm with his Blackberry or his iPhone! To register on this one-stop shop, which will be in service in 2023, you only need an internet connection. If some people really have no access to the Internet or have no capacity to use it – it exists – they will go to the Chamber of Commerce. There, they will be able to meet someone, and from the first day.
ParlaMint-FR_2019-03-13-O1176.u201	Mr Daniel Fasquelle has the floor.
ParlaMint-FR_2019-03-13-O1176.u202	Mr. Lescure, by 2022, the Chamber of Commerce will be gone.
ParlaMint-FR_2019-03-13-O1176.u203	No, no, no, no, no, no, no,
ParlaMint-FR_2019-03-13-O1176.u204	That's what's happening right now. Go a little into the field. You have taken a tour of France, you have to undertake a second one in order to realize. You know very well that it will still take a long time before some villages are connected to the Internet.
ParlaMint-FR_2019-03-13-O1176.u205	You're exaggerating!
ParlaMint-FR_2019-03-13-O1176.u206	Come to my constituency,...
ParlaMint-FR_2019-03-13-O1176.u207	I'd love to!
ParlaMint-FR_2019-03-13-O1176.u208	... you will meet the mayor of Rimboval, Beusent, Bourthes, Cavron – I can give you a list of municipalities that today do not have access to mobile telephony or the Internet in good conditions. It's a reality in our country, whether you want it or not.
ParlaMint-FR_2019-03-13-O1176.u209	Mr André Chassaigne has the floor.
ParlaMint-FR_2019-03-13-O1176.u210	[[Exclaims on a few benches of the LaREM group]] The reality is even worse than that. Mr President of the Committee on Economic Affairs, you are talking about ADSL, which uses fixed telephone lines, in particular airlines. It is important to know that our country now has villages, even towns, whole communes that no longer even have fixed telephones.
ParlaMint-FR_2019-03-13-O1176.u211	That's right!
ParlaMint-FR_2019-03-13-O1176.u212	That's the reality. I'll explain why. Three years ago, I tabled a bill on the maintenance and renewal of the telephone network – it was passed at first reading in the Assembly but was not considered by the Senate. The telephone lines are no longer maintained by Orange. Cables remain on the ground for months. They continue to operate until the day a scrambler passes and cuts the line. That is the reality.
ParlaMint-FR_2019-03-13-O1176.u213	Not in the majority of the territories!
ParlaMint-FR_2019-03-13-O1176.u214	Today, the operators no longer install a fixed line, they refuse to draw from it. A person who wants to set up his business in rural areas must find other ways to have access to the Internet. [[Claims on several banks of the LaREM and MODEM groups]] [[Same moves. – Mrs Sophie Auconia and Mr Daniel Fasquelle applaud]] ADSL is therefore not the answer. It's a reality. We have to go to the field. Stop being off the ground! You're not chickens in drums! When I tell a truth, stop barking at me like you do!
ParlaMint-FR_2019-03-13-O1176.u215	Time...
ParlaMint-FR_2019-03-13-O1176.u216	[[Exclaims on the banks of the LaREM Group]] You're completely disconnected!
ParlaMint-FR_2019-03-13-O1176.u217	There are no 300 Parisian MPs in the group!
ParlaMint-FR_2019-03-13-O1176.u218	It is the communes that are disconnected!
ParlaMint-FR_2019-03-13-O1176.u219	The scheduled legislative time gives us great freedom in the exchanges since speaking is limited only by the time allocated to each group. The House is now well lit, and we can calmly proceed to the vote.
ParlaMint-FR_2019-03-13-O1176.u220	Mrs Laure de La Raudière has the floor to support Amendment No. 24.
ParlaMint-FR_2019-03-13-O1176.u221	The amendment is only intended to allow the file to be filed in paper format. I strongly defend the dematerialization of administrative procedures. However, it is the most fragile who face difficulties. Entrepreneurs who do not have the capacity for abstraction to carry out their online tasks will find themselves destitute. I am warning not about the problems of connection, which will for the most part be solved by 2023, but about the absolute necessity for the CFEs to welcome entrepreneurs who are not in a position to complete administrative forms, whether in electronic or paper form. This does not mean that the latter will be bad artisans or will develop their business badly, they simply need to be helped. You acquiesce in the head, but how many times has the state carried out reforms according to its own needs and not those of citizens or businesses? That's why I'm warning you.
ParlaMint-FR_2019-03-13-O1176.u222	What is the opinion of the committee?
ParlaMint-FR_2019-03-13-O1176.u223	I've already responded to the proposal you're making. The person you refer to will go to a consular chamber where they will be accompanied to register their activity on the single portal. The only difference with the current situation is the creation of a single portal instead of the seven CFE networks.
ParlaMint-FR_2019-03-13-O1176.u224	What is the Government's opinion?
ParlaMint-FR_2019-03-13-O1176.u225	Unfavorable opinion.
ParlaMint-FR_2019-03-13-O1176.u226	Mr Vincent Descoeur has the floor to support Amendment No. 496.
ParlaMint-FR_2019-03-13-O1176.u227	The aim of Mr Viala's amendment is to clarify that the Consular Chamber acts as a business formalities centre in accordance with the standard procedures common to the three consular networks. Simplification should not forget the need to strengthen the coordination role of the chambers.
ParlaMint-FR_2019-03-13-O1176.u228	I call Mr Michel Castellani to support Amendment No. 1145.
ParlaMint-FR_2019-03-13-O1176.u229	It should be pointed out that the one-stop shop, resulting from the unification of procedures, is managed by the State since it is a service with national competence.
ParlaMint-FR_2019-03-13-O1176.u230	What is the opinion of the committee?
ParlaMint-FR_2019-03-13-O1176.u231	The debate has already taken place at first reading and in committee. Unfavorable opinion.
ParlaMint-FR_2019-03-13-O1176.u232	Mr Vincent Descoeur has the floor to support Amendment No. 291.
ParlaMint-FR_2019-03-13-O1176.u233	In order to maintain proximity, this amendment provides that chambers of commerce shall retain the possibility to verify the craft qualification of the undertaking concerned, in the interest of future customers. There is a concern that the automatic registration of trades by electronic means might mislead consumers.
ParlaMint-FR_2019-03-13-O1176.u234	What is the opinion of the committee?
ParlaMint-FR_2019-03-13-O1176.u235	The amendment is satisfied with the amendments adopted at first reading. I therefore invite you to withdraw it.
ParlaMint-FR_2019-03-13-O1176.u236	What is the Government's opinion?
ParlaMint-FR_2019-03-13-O1176.u237	Same analysis.
ParlaMint-FR_2019-03-13-O1176.u238	Mr Vincent Descoeur has the floor.
ParlaMint-FR_2019-03-13-O1176.u239	The difficulties in carrying out the dematerialised steps that Mr Chassaigne has pointed out are not a view of the spirit. Some municipalities may be deprived of access to the Internet for several weeks or even months, while being located more than one hour from the consular chamber. There is much to bet – we can take date but I will not be happy to be right – given the regionalization movement of the consular chambers, that entrepreneurs will not find tomorrow the proximity services that are offered to them today.
ParlaMint-FR_2019-03-13-O1176.u240	I call Mrs Auconia to support Amendment No. 25.
ParlaMint-FR_2019-03-13-O1176.u241	In order to achieve real simplification, this amendment tends to set a time limit for verifications after which the file is deemed complete, which could be the time limit imposed on the tax administration. It shall be defined by the decree in the Council of State provided for in paragraph 11.
ParlaMint-FR_2019-03-13-O1176.u242	What is the opinion of the committee?
ParlaMint-FR_2019-03-13-O1176.u243	The debate has already taken place at first reading and in committee. Unfavorable opinion.
ParlaMint-FR_2019-03-13-O1176.u244	What is the Government's opinion?
ParlaMint-FR_2019-03-13-O1176.u245	Unfavorable notice because the office does not have the task of deciding on the legal validity of the declared elements – I am thus responding to the concern that you expressed in the previous amendment, Mr President, on the verification of qualifications. This verification falls within the competence of the recipient bodies. It is carried out in a manner which is unique to them by virtue of the independence of legislation. Unfavorable opinion.
ParlaMint-FR_2019-03-13-O1176.u246	Mr Vincent Descoeur has the floor to support Amendment No. 473.
ParlaMint-FR_2019-03-13-O1176.u247	In order to avoid any ambiguity, Mr Leclerc's amendment provides for the issuance, within a limited period, of an accused-receipt body establishing that the file is complete or not.
ParlaMint-FR_2019-03-13-O1176.u248	What is the opinion of the committee?
