ParlaMint-GB_2021-06-07-commons.u1	What steps she is taking to tackle large gatherings that breach covid-19 restrictions.
ParlaMint-GB_2021-06-07-commons.u207	During a recent visit to Greenpark Academy in King’s Lynn, I heard from Mrs Graver, the headteacher, about how important the provision of speech therapy was for the most disadvantaged pupils in normal times, and how covid has made that need even more pressing. Can my right hon. Friend clarify that schools can use catch-up funding for extra therapy sessions, and how this welcome package will increase capacity and access to these vital services?
ParlaMint-GB_2021-06-07-commons.u208	I thank my hon. Friend for asking such a thoughtful question on an issue that affects constituents across the board. Speech therapy is important, and I know from having had the experience as a child of having to go through speech therapy—as has my daughter —how important those interventions are at a very early stage to help children. I am pleased to clarify that that support is accessible as a result of the recovery premium. If he would be happy to do so, I ask him to send details of the school through my private office, and we will be able to put that clarification in writing if it would help his school.
ParlaMint-GB_2021-06-07-commons.u209	I start by thanking all the teachers and non-teaching staff—all the school staff—for the tremendous work they have done in supporting the children in my constituency of Blaydon to get on with learning. It has been a tremendous effort. The Secretary of State has come out with some fine words about the recovery plan, but what it amounts to is £50 per child, and that simply is not enough to make a real difference and produce the catch-up that the children of my constituency need. What will he be doing to persuade the Chancellor to come up with some more money for education?
ParlaMint-GB_2021-06-07-commons.u210	I feel as if I spend most of my ministerial career having the pleasure of asking Chancellors for more money. The right hon. Member for North East Durham had that experience many times when he was in government I would like to gently correct the hon. Lady. The figure that she mentions is not the correct figure, because we have actually made multiple commitments on catch-up funding over and above that. So far we have committed more than £3 billion. I would also like to join her in thanking all the teachers who have done such an amazing job all the way through this pandemic and have done so much work and put so much effort in. I have seen it with my own family members, who have been making their own contribution, whether as teaching assistants or as teachers themselves. We want to continue to build on the interventions that really work—interventions that I genuinely believe will deliver significant benefits for her constituents in Blaydon, because they are all aimed at delivering the best outcomes for children.
ParlaMint-GB_2021-06-07-commons.u211	As another proud comprehensive school-educated Conservative Member, may I prick further the prejudices of the hon. Member for Coventry South (Zarah Sultana)? My right hon. Friend has rightly focused on academic catch-up and the role of teachers and professional educators, but we know that lost classroom time has impacted on the mental health, physical health, socialising and team activities of thousands of children. Given the undoubted importance of the huge army of volunteers mobilised to help with the vaccine roll-out, how will other young people and volunteers be used to help with extramural and summer school activities? They could include, as I suggested last year, undergraduates, gap-year students, National Citizen Service recruits and youth leaders. They could also help with outdoor education centre and residential experiences, which are so important as part of that catch-up as well.
ParlaMint-GB_2021-06-07-commons.u212	When my hon. Friend entered the Department for Education back in 2010, he was probably very conscious of the fact that state schools sadly lacked the education standards in private schools. As a result of our reforms—reforms that he himself led—we have made such a difference over that time. We want to do that in enrichment activities as well, because we recognise that while this is about the academic, it is also about the confidence that we can give to young people in terms of building their belief in themselves That can be done through additional activities in school that may happen in the lunch hour or after school, such as the most brilliant Duke of Edinburgh awards scheme, which I want to see significantly expanded throughout our state school system. It can also be done through combined cadet forces, once the preserve almost purely of private schools but which we have massively expanded. We to continue to build on these things, because we recognise that they give a direct benefit for children. On the holiday activities programme that we will be rolling out, we have been working very closely with local authorities so that they are able to bring in volunteers from all backgrounds—obviously properly Disclosure and Barring Service-checked, and quite rightly so—in order for them to be able to help and assist as part of that programme.
ParlaMint-GB_2021-06-07-commons.u213	It seems clear to everybody apart from the Government that, as noted by Kevan Collins, £22 per primary school pupil is insufficient. Less than two hours of tutoring per pupil every two weeks will not be sufficient. Is the Secretary of State saying that Kevan Collins asked for too much money? Is he saying that the £3 billion that the Government have put in is sufficient? Why does he think that he knows better than Kevan Collins?
ParlaMint-GB_2021-06-07-commons.u214	We are doing a comprehensive plan, and there has been over £3 billion over the past year. We recognise that there continues to be more to do. That is why we are doing a review of how the school day can be best used as we work up to the comprehensive spending review. Every undertaking that we have made as part of this has been based on the evidence and what we believe is going to deliver the best results for pupils.
ParlaMint-GB_2021-06-07-commons.u215	What measures will the Secretary of State take to ensure that the tutoring is indeed of high quality and the teaching great?
ParlaMint-GB_2021-06-07-commons.u216	My right hon. Friend knows a lot about tutoring having done much of it himself. I look forward to seeing in the Register of Members’ Financial Interests, maybe in a year’s time, payments that he has received for all the tutoring he has done for state school children up and down the land, bringing a quality, an eloquence and a panache that has been missing from education as a result of his not being involved in it over the past few years My right hon. Friend is right that we need to ensure that there is high quality in everything we do on tutoring. That is why, as we have rolled out the national tutoring programme, we have always emphasised the need for quality tutors who are able to deliver, because that is what will bring the biggest benefits to these children.
ParlaMint-GB_2021-06-07-commons.u217	I join my hon. Friend the Member for Blaydon (Liz Twist) in thanking teachers, support staff and parents, who, certainly in my North Durham constituency, have worked tremendously hard in very difficult circumstances. They tell me that they know the kids who need the help, but what they need is the finance to be able to put those plans into action. Sir Kevan Collins laid out a very ambitious programme for catch-up. The Secretary of State mentioned the north-east as an area that is being adversely affected, so can I urge him to keep arguing for that extra funding? Without it, this will not be about levelling up but about a disadvantage that will continue not just this year but for many years to come. The life chances of children are going to be permanently damaged, and we cannot afford to do that.
ParlaMint-GB_2021-06-07-commons.u218	I slightly rechristened the right hon. Gentleman’s constituency to North East Durham. I am not sure whether that was a boundary change in advance, or something like that, so I do apologise The right hon. Gentleman is right to highlight the issue of children in the north-east of England, as I did in my statement. He is also right to say that teachers will have the best feel as to what will be the best interventions. That is why we have put in extra flexibility through the national tutoring programme to ensure that they are able to use that cash in order to bring in tutoring on-site themselves instead of through the national tutoring programme Just to pick up on the right hon. Gentleman’s latter point, this is a programme of things that we are doing, and we wanted to put in place the interventions that can have the biggest effect most rapidly. We know that tutoring can do that, and that is why we have progressed with that part of the programme most immediately. But I must confess that, like all Secretaries of State, there is sometimes a tendency to just want a little bit more, because we are all incredibly ambitious to deliver more for those we represent.
ParlaMint-GB_2021-06-07-commons.u219	Nobody who has been watching this today would doubt the Secretary of State’s commitment and passion for the life chances of young people. I bumped into a headteacher from my constituency on Friday in Hitchin, and he told me two things he wanted me to bring to the House. The first was that he still needs a bit of time to work out exactly what the interventions for all his children would be and which children would need exactly what interventions. The second was that he is concerned that the catch-up plan, when it comes into force, should be bottom-up, teacher led and individually tailored around each of those individual children. Could the Secretary of State respond on those two points?
ParlaMint-GB_2021-06-07-commons.u220	We very much want this to be teacher and school led; we recognise that they will have the best understanding of their pupils. That is an important part of this—there are the challenges we have had of many children from the most disadvantaged backgrounds and the support they need to catch up, but there are also many children who have learning needs and who have had great challenges in their learning in more normal times, including many in my hon. Friend’s constituency. There has been a significant impact on them. The only way we are able to target them is by giving teachers and headteachers the flexibility to understand what those children have lost and what they have missed out on, to make sure that the intervention is targeted to that child. That is what we will be doing.
ParlaMint-GB_2021-06-07-commons.u221	The Secretary of State has managed to fail even the targets he set himself. He promised that a minimum of 65% of tutoring provision would reach pupil premium children, but the National Audit Office found that only 44% of those accessing tutoring could be classified as disadvantaged. That failure to provide support for the children who need it most will only further entrench the disadvantage attainment gap. The Secretary of State has admitted that what has been offered so far is not enough, so how much exactly will he ask the Chancellor for when he enters negotiations?
ParlaMint-GB_2021-06-07-commons.u222	The hon. Member will be aware that the reason we want to expand the national tutoring programme is that the benefits it brings are so incredibly extensive. Yes, many children from disadvantaged backgrounds need that intervention, and they will benefit from it, but there are a lot of other children who have suffered. I am sure she will find in her constituency and across Hull that many children need that additional intervention; it is not just children who are on free school meals.
ParlaMint-GB_2021-06-07-commons.u223	I welcome my right hon. Friend’s statement and the commitment to the £3 billion investment in catch-up funding so far. Will he confirm that it forms just one part of the wider package of support and, further, that his Department recognises the value of outdoor education centres such as Kepplewray in Broughton-in-Furness? Young people’s team building and leadership skills have atrophied over the last year, and such centres play a crucial role in building those skills. Could my right hon. Friend confirm his Department’s support in that regard?
ParlaMint-GB_2021-06-07-commons.u224	Absolutely. My hon. Friend is right to highlight the amazing work of so many outdoor activity centres in his constituency. Of course, he is particularly blessed with a most beautiful area—I would not say outdoor activity centres are abundant there, but there are many of them. It is really important that they play a part in our education recovery, and we certainly hope that many schools will be looking at that. I would be happy to meet my hon. Friend and other colleagues to discuss in further detail how they can play their role.
ParlaMint-GB_2021-06-07-commons.u225	Why are the Secretary of State’s powers of persuasion so inadequate that he has been able only to persuade the Chancellor to fund a mere one-tenth of Sir Kevan Collins’s admirable catch-up plan? Do children not deserve a better champion fighting their corner than this Secretary of State and his risible efforts, which are letting children down across the country? If I was marking his homework, I would give him an F for fail.
ParlaMint-GB_2021-06-07-commons.u226	We are investing heavily in teacher quality, so it is very doubtful that the hon. Lady would ever get the opportunity to be a teacher.
ParlaMint-GB_2021-06-07-commons.u227	Some of the students who have missed out most because of the pandemic have been those doing technical and vocational courses. Will my right hon. Friend join me in congratulating staff and students at Buckinghamshire University Technical College on all they have achieved, despite the challenges of coronavirus? Will he confirm that the Government support he has announced will help them to gain the skills that employers are looking for?
ParlaMint-GB_2021-06-07-commons.u228	From conversations I have had with my hon. Friend I know about the importance of Buckinghamshire UTC to his constituency, and the many youngsters who go there and get such a quality education. I reassure him that the interventions we have announced, and the additional funding, will benefit Buckinghamshire UTC and those youngsters who wish to pursue a brilliant technical education that opens doors to so many opportunities and incredibly high earnings—often much higher earnings than from pursuing a graduate route. Those youngsters will benefit from that, as will all schools across my hon. Friend’s constituency.
ParlaMint-GB_2021-06-07-commons.u229	Anne Longfield, the former highly respected children’s commissioner, said in her final speech this year that there is an “institutional bias against children” in this Government, especially in the Treasury. Does the paltry education recovery package that has been announced, and the rejection of the ambitious plan put forward by the Prime Minister’s hand-picked adviser, prove that Anne Longfield was absolutely right?
ParlaMint-GB_2021-06-07-commons.u230	I know the hon. Lady was not a Member of the House at the time, but since we got rid of Liberal Democrats in Government we have invested far more in education than we were ever able to do when they were there. Perhaps that is a result of having a Conservative Chief Secretary to the Treasury rather than a Liberal Democrat one.
ParlaMint-GB_2021-06-07-commons.u231	It is the beginning of Infant Mental Health Awareness Week, and I know my right hon. Friend is incredibly aware of how painful a time it has been for many new parents during the pandemic lockdown. For many, a real lifeline was the opportunity to zoom their health visitor and get virtual advice from their GP. With his determination to build the family hubs policy for the Government, will my right hon. Friend take account of that wing of virtual support for families, and ensure that family hubs restores the vital face-to-face support, while not losing sight of the important virtual support that families have found to be a lifeline?
ParlaMint-GB_2021-06-07-commons.u232	I thank my right hon. Friend for all the work she has been doing with her report, and in setting out an inspiring vision of how we can go that little bit further to help children in the earliest stages of their lives, as well as— importantly—the mothers and families around them. Family hubs is a key element of that, and she is right to highlight the benefits that can be given virtually. We must consider how to expand and grow that concept across the country, bringing many services together, so that those families most in need of support can access it. We must bring health visitors closer to schools, and the Department for Work and Pensions and everything together, properly to support families. There are real benefits to that and real change that we can make. My right hon. Friend outlined much of that in her report, and I look forward to working more closely with her to deliver far more over the coming years.
ParlaMint-GB_2021-06-07-commons.u233	I know that it would be hard to spot it in what the Secretary of State has said this afternoon, but I have a sneaking suspicion that when the Chancellor of the Exchequer rang him and said, “You know that request for £15 billion? You’re only going to get one and a half”, he was not exactly over the moon. I can imagine some of the words that he might have expressed, and perhaps he would, in private, do so again. Will he please try to ensure that this money, which I think he knows perfectly well is not enough, is just a down payment? The truth is that there are only two routes out of poverty: one is education and the other is employment, and the two are intertwined. If we fail this generation of young people, we will have failed their opportunities for the future. Will he just tell us—he can tell us now; we will not tell the Chancellor—how disappointed he was not to get the full amount that he wants?
ParlaMint-GB_2021-06-07-commons.u234	The hon. Gentleman is, as always, incredibly eloquent. We are seeing a substantial investment —we have seen that laid out—of £3 billion over the next 12 months, but he asks whether we think further investment will be needed, and yes, we do. Obviously, as he is aware, for every pound that is gained for English schools there is a benefit to Welsh schools too. I am very conscious that ensuring that we get this investment of additional resources into our schools benefits the whole United Kingdom and shows the strength of our being a United Kingdom.
ParlaMint-GB_2021-06-07-commons.u235	Over the next 12 months, how will the Secretary of State assess the impact of the measures that he puts in place on both education and cost-effectiveness and the use of resources?
ParlaMint-GB_2021-06-07-commons.u236	My hon. Friend is right to flag up the importance of ensuring that the interventions that we are taking are actually delivering dividends for children. We have commissioned Renaissance Learning to do extensive tests and continuous assessment to see what the impact is. We saw that when children went back into school, there was an immediate benefit, an uplift and a catch-up. Obviously, we had the additional lockdown, which none of us wanted or foresaw, but we will continue to monitor this incredibly closely, and it will inform further investments that we make to help children, to ensure that the money is being spent wisely and well.
ParlaMint-GB_2021-06-07-commons.u237	This Carers Week, I am concerned that disabled children are being left out of the conversation on recovery. The needs of every child, not just those without special educational needs, should be considered. How will the Secretary of State ensure that the Government’s covid-19 recovery plans meet the complex needs of disabled children and their families and allow them to heal?
ParlaMint-GB_2021-06-07-commons.u238	The hon. Lady is right to highlight the importance of that, and I reassure her that it has certainly been at the forefront of my mind and that of the Under-Secretary of State for Education, my hon. Friend the Member for Chelmsford (Vicky Ford). That is why, as we have worked up the allocations and the formula, there has been a particular tilt towards those schools that are supporting children with special needs, recognising that they have extra demands on their shoulders.
ParlaMint-GB_2021-06-07-commons.u239	I warmly welcome my right hon. Friend’s enthusiasm for making this package of catch-up measures work. In thanking all our teachers and educators for what they have done during the pandemic, does he agree that it will be vital to get those educators to commit to the package—to the extra time that they need to spend in the classroom from the early years right up to university—to make sure that it works?
ParlaMint-GB_2021-06-07-commons.u240	My hon. Friend is absolutely right. It is very important that we continue to drive the quality of teaching staff, making sure that they are there in the classroom, delivering that world-class face-to-face learning, and that we continue to learn the lessons of how we have driven improvement in attainment. We have seen England rise up the PISA rankings while some nations of the United Kingdom have, sadly, gone the other way as the result of a less thoughtful and considered approach.
ParlaMint-GB_2021-06-07-commons.u241	I thank the Secretary of State for his statement and for responding to 30 questions in exactly one hour I will take the application under Standing Order No. 24 first. We will then go straight on to points of order before I suspend the House for three minutes.
ParlaMint-GB_2021-06-07-commons.u242	I now call the right hon. Member for Sutton Coldfield (Mr Mitchell) to make an application for leave to propose a debate on a specific and important matter that should have urgent consideration under the terms of Standing Order No. 24. The right hon. Member has three minutes in which to make such an application.
ParlaMint-GB_2021-06-07-commons.u243	I seek leave to propose that the House should debate a specific and important matter that should have urgent consideration, namely the matter of the 0.7% official development assistance target I seek this emergency debate today because, for reasons that Mr Speaker has clearly set out, the much anticipated debate over a technical amendment—new clause 4—to restore the 0.7% target through the Advanced Research and Invention Agency Bill will not now go ahead. I make it clear to my right hon. and hon. Friends on the Front Bench that I very strongly support the Bill; indeed, the House will have noticed that the effect of the new clause, had it been selected, would have been to stuff the Bill with an enormous amount of 0.7% money, which of course it could have spent We now face a situation in which Parliament has not had its say on this vital matter. That is not right. Had the new clause been selected, it would have passed the House by at least nine votes, and probably around 20; I have some experience of these matters, and I assure the House that that is correct The problem for the Government is that the House of Commons maths is not going to go away. We have seen over recent days a massive outpouring from civil society about the damage that is being done by these cuts. An organisation called Crack the Crises, which would have had far more attention had it not been for covid, is following in the footsteps of Make Poverty History and will have an immense effect on opinion in our constituencies. I remind the House that paid-up members of environment non-governmental organisations and charities, and of development NGOs and charities, average out at 10,000 per constituency; there are not 10,000 in every constituency, of course, but there are very many of them It is the view of lawyers including Lord Ken Macdonald, the warden of Wadham College, that the measures taken by the Government are unlawful. A promise was made at the United Nations before the G7 about what Britain would do, and we have heard what the senior official Mark Lowcock has said about the Government’s failure to stand by their promise. That is a promise that every Member of this House—all 650 of us—made at the last general election This is a humanitarian aid cut. It will cut global health security in a pandemic by more than 14%, it will cut funding on HIV/AIDS by 80%, and it will cut the Prime Minister’s flagship policy on girls’ education by 25%. None of that should go ahead without the matter being considered by the House I very much hope, Mr Deputy Speaker, that you will consider granting my application under Standing Order No. 24 because of the seriousness of the issues involved.
ParlaMint-GB_2021-06-07-commons.u244	The right hon. Member asks leave to propose a debate on a specific and important matter that should have urgent consideration, namely the matter of the 0.7% official development assistance target. Mr Speaker is satisfied that the matter raised is proper to be discussed under Standing Order No. 24. Has the right hon. Member the leave of the House Application agreed to.
ParlaMint-GB_2021-06-07-commons.u245	The right hon. Member has obtained the leave of the House. The debate will be held at the commencement of public business tomorrow and will last for up to three hours. Members wishing to participate in tomorrow’s debate should email the Speaker’s Office by 8 pm today.
ParlaMint-GB_2021-06-07-commons.u246	On a point of order, Mr Deputy Speaker. This is not about the previous matter, and I have given you notice of the point I am about to raise As you know, “Erskine May” makes it very clear that any hon. Member visiting another hon. Member’s constituency on official business is required to notify that hon. Member. I know it sometimes sounds like we are being terribly pompous when we try to reassert that convention, but I think it is important that when Ministers in particular are coming to a constituency, they give full and proper notice that they are coming and explain why, not least because we are all friends here and we would all like to invite Ministers to visit our constituencies; we would like to welcome them fully and properly, especially in the Welsh valleys, and show off everything we have to show Unfortunately—I have notified the Member that I would raise this today—the Secretary of State for Housing, Communities and Local Government did not notify me until 6.53 pm the night before his visit to my constituency last week. He did not tell me where in my constituency he was coming to, nor why he was coming or what he was going to look at, so I was not able to offer him tea and Welsh cakes or show him the things that we in the Rhondda would like to show him, so that we can get some money out of the shared prosperity fund. I think this was a gross avoidance of the precise rule that is part of the “Ministerial Code”. I just hope that you, Mr Deputy Speaker, will be able to reinforce the importance of this common courtesy from hon. Member to hon. Member.
ParlaMint-GB_2021-06-07-commons.u247	There is nothing better than home-made Welsh cakes, Mr Bryant—
ParlaMint-GB_2021-06-07-commons.u248	You haven’t eaten mine!
ParlaMint-GB_2021-06-07-commons.u249	—and there is nothing pompous about the point of order you have raised. Thank you for giving notice of your intention to do so The document, “Rules of behaviour and courtesies in the House of Commons” deals with this exact matter. When a Member visits another Member’s constituency, except on a purely private visit—we all know what that entails—they should take reasonable steps in advance to tell the Member in whose constituency the visit is taking place. That guidance also states that “failing to do so is regarded by colleagues as very discourteous. ” The guidance applies to Ministers as well as to other Members. Indeed, the “Ministerial Code” also states that “Ministers intending to make an official visit within the United Kingdom must inform in advance, and in good time, the MPs whose constituencies are to be included within the itinerary. ” I trust that Ministers on the Treasury Bench will make sure that this is brought to their colleagues’ attention, but I should also make it clear that Mr Speaker and I expect all Members—not just Ministers—to inform their colleagues of such visits. Not to do so is discourteous.
ParlaMint-GB_2021-06-07-commons.u250	On a point of order, Mr Deputy Speaker. I seek your advice on what parliamentary mechanisms are available to help to secure an expedited response from the Home Secretary and the Work and Pensions Secretary on an urgent constituency case My constituent is a pensioner who has been a British citizen since 1981, yet last week she received a letter from the Government informing her that her state pension will be stopped at the end of this month, and that once stopped it cannot be restarted. It has been, at best, challenging for me and my team to get prompt responses from the Home Office over the past year, including on constituent cases that are urgent and time-sensitive, as this one is. I would welcome any advice you can offer on how to secure a swift response to this instance of maladministration and an apology from the Minister for the distress caused.
ParlaMint-GB_2021-06-07-commons.u251	Again, I thank the hon. Lady for giving notice of the point of order. Although I do not know the specifics of the case, I can confirm that Ministers should deal with Members’ representations in a timely way, especially in a case that is time-sensitive. I think the Minister on the Treasury Bench will be very busy, because he has heard the point of order and my response. The hon. Lady should receive a reply as soon as possible. The Table Office will advise her if she wishes to pursue this matter.
ParlaMint-GB_2021-06-07-commons.u252	On a point of order, Mr Deputy Speaker. I seek your advice about an answer given by the Home Secretary earlier today in the House In an answer to me during Home Office questions, the Home Secretary said that data is available for the number of passengers that have arrived in this country from red and amber list countries. However, when looking for these statistics, it appears that the statistics on the Government website are not up to date and, indeed, they are for all arrivals generally, rather than specifically on who arrived from red list countries and who arrived from amber list countries This data is critical to our fight against covid, so I seek your advice, Mr Deputy Speaker, on how best I can ascertain where the data is located and on whether there is any way to ensure that the data is made available, given the very firm statement the Home Secretary made on the matter.
ParlaMint-GB_2021-06-07-commons.u253	I thank the right hon. Member for his point of order. While the content of Ministers’ answers to oral questions is a matter not for the Chair, but for the Ministers concerned, I am sure that his point has been heard on the Government Benches again—Mr Davies—and will be relayed to the Secretary of State. If the right hon. Member wishes to proceed with this matter, the Table Office will be able to advise him.
ParlaMint-GB_2021-06-07-commons.u254	On a point of order, Mr Deputy Speaker. On 26 January in the Chamber I highlighted to the Home Secretary the unsafe conditions at Napier barracks. She replied by telling me to “listen to the facts” and claimed that the barracks were of a “very high standard” and “in line with” public health guidance. Last week, the High Court ruled that the conditions at the barracks were unsafe and unlawful. The judge wrote: “The ‘bottom line’ is that the arrangements at the Barracks were contrary to the advice of PHE”— Public Health England. Today, at Home Office questions, I brought this to the Home Secretary’s attention, but she accused me of “misrepresentation” without specifying how anything I said was false. I ask for your guidance, Mr Deputy Speaker, on how to ensure that the record is corrected and that it was the Home Secretary, not me, who misrepresented the facts to the House.
ParlaMint-GB_2021-06-07-commons.u255	First, I hope we are not saying that the Home Secretary intentionally misled the House, but I hear what the hon. Lady has had to say about the response that she received. There again, I am not responsible for those comments and I was not in the Chamber when they were made. However, those on the Treasury Bench will have heard the hon. Lady’s point of order, and if the Home Secretary needs to correct anything that was said in the Chamber, I hope that she will do so as quickly as is possible I now suspend the House for three minutes.
ParlaMint-GB_2021-06-07-commons.u256	I beg to move, That the clause be read a Second time.
ParlaMint-GB_2021-06-07-commons.u257	With this, it will be convenient to discuss the following: New clause 2—ARIA’s primary mission: health research and development— “(1) The primary mission of ARIA is to support scientific research into human health and the development of new medicines and health technologies (2) In carrying out its primary mission under subsection (1), ARIA must prioritise research and development according to the policy objectives of the Department of Health and Social Care. ” This new clause would set ARIA’s primary mission as supporting health research and development and would make the Department of Health and Social Care the Agency’s main client. New clause 3—Transition to net-zero carbon emissions— “(1) ARIA must be certified carbon-neutral at the end of each financial year (2) 25% of ARIA’s annual budget must be directed towards scientific research and development that will support the UK’s transition to net zero carbon emissions by 2045 (3) In exercising any of its functions under this Act, ARIA must have regard to the requirement under subsection (1) and the UK’s transition to NetZero carbon emissions by 2045. ” This new clause requires ARIA to be certified carbon-neutral annually, and to direct 25% of its annual budget to research and development that will assist the UK’s transition to net-zero. In carrying out its functions, ARIA must have regard to its carbon-neutrality requirement and the UK’s transition to net-zero. Amendment 1, in clause 2, page 1, line 7, at end insert— “(A1) ARIA’s primary mission will be to support the development of technologies and research that support the UK’s transition to net zero carbon emissions or reduce the harmful effects of climate change. ” This amendment sets the primary mission for ARIA to support the development of technologies and research that support the UK’s transition to net zero carbon emissions or reduce the harmful effects of climate change. Amendment 2, page 1, line 17, at end insert— “(2A) Where ARIA provides financial support or makes rights or other property available under subsection (2) to an individual who has a family or business connection to a Minister of HM Government— (a) that individual must make a declaration of the connection as part of the application for support or property; and (b) the Minister must make an oral statement to the House of Commons within 3 months of the decision being made under subsection (2). ” This amendment would allow for Parliamentary scrutiny of any contracts awarded by ARIA to a person connected to a member of the Government. Amendment 12, page 1, line 17, at end insert— “(2A) In exercising its functions, ARIA must have regard to its core mission (2B) In this section “core mission” means— (a) for the period of ten years after the date on which this Act is passed, undertaking activities which support the achievement of the target established in section 1 of the Climate Change Act 2008, (b) thereafter, mission or missions which the Secretary of State establishes by regulations every five years, and (c) regulations under this section— (i) shall be made by statutory instrument, and (ii) may not be made unless a draft has been laid before and approved by resolution of each House of Parliament. ” This amendment would require ARIA to consider its core mission in exercising its functions. For the ten years following the Act passing, that core mission would be supporting the achievement of Net Zero. Thereafter, its mission will be established by statutory instrument subject to the draft affirmative procedure. Amendment 13, page 2, line 18, at end insert— “(7) In exercising its functions, ARIA must have regard to its impact across England, Scotland, Wales and Northern Ireland and each region thereof (8) The annual report prepared under paragraph 15 of Schedule 1 must contain— (a) the geographical distribution of ARIA’s investments over the past year, and (b) the economic impact of this investment in each region and nation of the United Kingdom including the number of new jobs created. ” This amendment would require ARIA to have regard for the benefits of its activities across the nations and regions of the UK in exercising its functions and includes a reporting function, with Parliamentary oversight, on the impact of those activities in each nation and region of the UK. Amendment 4, in clause 4, page 2, line 25, at beginning insert— “Subject to paragraph 3(1B) of Schedule 1,” This amendment is consequential to Amendment 3. Amendment 6, page 2, line 25, at beginning insert— “Subject to paragraph 2(3B) of Schedule 1,” This amendment is consequential to Amendment 5. Amendment 9, in clause 6, page 3, line 2, at end insert— “(2A) ARIA must provide the House of Commons Science and Technology Committee with such information as the Committee may request. ” This amendment would require ARIA to share information with the House of Commons Science and Technology Committee when requested. Amendment 14, on page 3, line 15, at end insert— “(7) ARIA shall be— (a) a public authority within the meaning of section 3 of the Freedom of Information Act 2000, and Schedule 1 of that Act shall be amended accordingly, and (b) a central government authority within the meaning of regulation 2(1) of the Public Contracts Regulations 2015, and Schedule 1 of those Regulations shall be amended accordingly. ” This amendment would make ARIA subject to the Freedom of Information Act 2000 and the Public Contract Regulations 2015. Amendment 10, in clause 8, page 3, line 26, leave out “, and” and insert— “(ab) the House of Commons Science and Technology Committee, and” This amendment would require the Secretary of State to consult the House of Commons Science and Technology Committee before dissolving ARIA. Amendment 5, in schedule 1, page 6, line 22, at end insert— “(3A) The Secretary of State may not appoint a person as chair unless the appointment of that person has been approved by resolution of each House of Parliament (3B) ARIA may not exercise any functions under this or any other Act, nor may the Secretary of State make any grants to ARIA under section 4 of this Act, until its first chair has been appointed. ” This amendment requires both Houses of Parliament, under the affirmative resolution procedure, to approve the name of the proposed Chair. ARIA may not exercise any functions, nor may the Secretary of State make any grants to ARIA until its first chair has been appointed. Amendment 3, page 6, line 26, at end insert— “(1A) The Secretary of State may not appoint a person as Chief Executive Officer unless the appointment of the person has been approved by resolution of each House of Parliament (1B) ARIA may not exercise any functions under this or any other Act, nor may the Secretary of State make any grants to ARIA under section 4 of this Act, until its first Chief Executive Officer has been appointed. ” This amendment requires both Houses of Parliament, under the affirmative resolution procedure, to approve the name of the proposed Chief Executive Officer. ARIA may not exercise any functions, nor may the Secretary of State make any grants to ARIA until its first Chief Executive Officer has been appointed. Amendment 11, page 7, line 1, at end insert— “(6) The Secretary of State may not make executive or non-executive appointments to ARIA, nor determine the renumeration of appointees, without approval by resolution of the House of Commons Science and Technology Committee. ” This amendment would require the House of Commons Science and Technology Committee to approve the Secretary of State’s nominated executive and non-executive members, as well as their remuneration. Amendment 7, in schedule 3, page 13, leave out paragraph 11 This amendment would remove ARIA’s exemption from the Public Contracts Regulations 2015. Amendment 8, on page 14, at end insert— “(12) In Part VI of Schedule 1 to the Freedom of Information Act 2000 (“Other public bodies and offices: general”), at the appropriate place insert ‘The Advanced Research and Invention Agency’. ” This amendment would make ARIA subject to the Freedom of Information Act 2000. Before I call Stephen Flynn, I must point out that there has been quite a significant number of withdrawals from this debate, for obvious reasons. Should anyone else wish to withdraw, will they please do so through the Speaker’s Office so that we can be notified? Also, anybody who is working off the call list and thinks that they are, say, five off, will need to think again. Anyone intending to participate in the debate physically really should make their way to the Chamber.
ParlaMint-GB_2021-06-07-commons.u258	I cannot imagine why so many people have withdrawn, given the exciting topic that we are going to discuss here this evening. I will speak to amendment 1 and in favour of all the following amendments and new clauses in the name of myself and my honourable colleagues. Of course, the context for what we are about to debate has changed markedly from this morning and, indeed, much of the last week. For the avoidance of any doubt, my colleagues and I were very much in favour of new clause 4, and while the Government may have not been defeated today, their card has certainly been marked To the matter at hand, which is of course the Advanced Research and Invention Agency. Much of what I seek to say will repay repetition. Many of the points were covered on Second Reading and in Committee, but I feel it is important that we cover them again, because, despite the concerns that we have expressed on these Benches and that have been echoed by the official Opposition, the Government have not sought at any stage to amend the Bill up until this juncture. That is something of a missed opportunity. The reality is that across the Chamber, nobody is criticising the ethos of the Bill or the aim of the Bill to try to improve the UK’s standing in relation to this specific topic, but we feel that the Government can and should be going further The first matter on which that is fairly obvious is the lack of a mission, a purpose, a raison d’être for the Bill. There is no clear mission for ARIA as it stands, despite much to-ing and fro-ing on this topic. The Government have been clear on their reasoning as to why they do not want that to be the case, but I find it extremely regrettable, when we know there is a climate emergency—hopefully everyone across the Chamber is in agreement on that—that the Government still refuse to make the climate emergency a core purpose of ARIA to ensure that meeting our net zero targets is the aim of this agency.
ParlaMint-GB_2021-06-07-commons.u259	On a point of clarification, could the hon. Gentleman tell the House whether there is no mission for ARIA, or is it just that ARIA does not have the mission he has just outlined?
ParlaMint-GB_2021-06-07-commons.u260	That is an interesting point that. I believe it is regrettable that there is no set mission. The mission should be to combat climate change and to meet our net zero targets.
