ParlaMint-NO_2010-04-28.ana.ud1511e26	The representative of Mr Harald T. Nesvik will present a proposal for a representative.
ParlaMint-NO_2010-04-28.ana.ud1511e982	The power-intensive industry is one of our main export industries and provides many good jobs around the country. The government is playing along with the power-intensive industry. That is why we have implemented many measures to improve long-term power supply. Significant steps have been taken to ensure the balance of forces and the development of new forces. We have ambitious plans for further development, including: through a common electricity certificate market with Sweden. Enova has contributed significant funds and has signed contracts with industry since 2001 for approximately 3.5 TWh, or 890 million. kr, in the field of renewable energy and energy efficiency improvement. We are also in the process of establishing a guarantee scheme for power-intensive industry power purchases to enable industry to conclude new, long-term power contracts. The scheme provides a framework of DKK 20 billion in the 2010 budget and will operate as soon as it is approved by ESA. We have also set up a grant scheme for industrial enterprises establishing joint purchasing consortia of power. The government is concerned that the power-intensive industry will be able to make profitable investments in Norway even in the coming years. In many cases, the power-intensive industry in Norway is leading its industries in terms of competence and technology, energy efficiency and low emissions. This is a starting point on which we have to build. However, industrial development at home does not have to prevent Norwegian businesses from also exploiting the opportunities offered by foreign investment. Hydro’s new plant in Qatar is the result of Norwegian developed aluminium technology, tested for several years at Hydro’s aluminium plant in Sunndal. Hydro is now developing the next generation of aluminium technology at the research centre in Årdal, while Elkem and Alcoa have put their corresponding development work to Kristiansand and Lista. Combined with a good and active industrial policy, we must also have a good environmental policy. There's a lot of disagreement between the parties on the Stortinget. Not everyone takes into account the seriousness of climate change and that it also requires action from us to achieve this. But my belief is that the companies that are going to be profitable in the future, those who are going to be on an international market, must also address environmental issues, the threat to the environment and climate change. They will improve their competitiveness and be better equipped for the future. This will contribute to both Norwegian industrial policy and environmental policy.
ParlaMint-NO_2010-04-28.ana.ud1511e999	Here were many words that were more intended to confuse than to clarify. When we hit the industry, one doesn't feel like the government is playing along. It's not the message, either when you're talking about ownership of power or about CO2 and the climate allowance law. Many of the measures taken by the Governments here as offensive measures are measures taken by the Government to remedy the damage done by the Government itself — once they have removed the industry’s ability to own hydropower, when they have done so that the industry receives CO2 costs in Norway as one does not get in other countries. These are not measures that make it better than it was, there are measures that make it less wrong than it was. When you talk about the need for the industry to be competitive in the environment, I fully agree. The problem is that when Norwegian policy framework conditions lead to lower profitability in Norway than a sheep in other countries, investment in Qatar is more profitable. The question then is very specific: would the Council of State approve the gas power plant that Hydro has built in Qatar, if Hydro had asked to build an identical one in Norway?
ParlaMint-NO_2010-04-28.ana.ud1511e1012	In Norway, we have a fantastic situation, we're 100 percent covered by renewable energy through hydropower. If we manage that power resource well, it can provide the basis for both a high level of well-being and a very competitive industry. We also have to assume that our CO2 emissions are far above the world average, and that we also have to take our responsibilities at home to contribute to climate solutions. We're fundamentally in disagreement here. Obviously, if you don't see the problem, it's also hard to see solutions. But trying to accuse the Norwegian government of having a lack of policy in relation to our power resources – such a lecture from the representative, I find it a little difficult to accept. On the contrary, the right of return, what we have provided of public ownership of power resources – unlike a privatisation policy, as opposed to a release – is the best guarantee that we will also have power resources available to Norwegian industry in the future. The red-green government has worked closely with the powerful industry, among others. about the guarantee system, and we will work closely with them also in the continuation.
ParlaMint-NO_2010-04-28.ana.ud1511e1024	It is to manipulate with the truth to pretend that the fall-back case strengthens industry's ability to have power resources. The point of the fall-back case was to remove the link that has been between industry and energy in Norway for a hundred years, so that it is now the state that is to rule, and not the industry. But that error is something the Council of State would like to live in. I did not ask what the power situation in Norway is like today. It's a little bit of a mistake that one is a hundred percent covered with hydropower. That's 1 pst. wind power, and Kårstø gas power stations have delivered 3 TWh in a situation where we needed the power significantly. But that a significant amount is covered by hydropower is correct. We see what happens, for example. in central Norway, when an expanding industry in Norway without expanding its power generation accordingly. Therefore, I repeat the question: If Hydro had wanted to build an aluminium plant in Norway, where they see that in order to secure the power situation, they would have had to build a gas plant similar to that of Qatar – now the Council of State has boasted that Hydro has taken the environmental problems seriously – would they be allowed to build a gas plant as environmentally friendly in Norway as in Qatar? Or would the government, with its policy, deny it and thus destroy the power situation of such a project?
ParlaMint-NO_2010-04-28.ana.ud1511e1033	The President understands that both the representative and the Council of State are engaged, but that does not mean that they do not have to choose the correct wording. The concept of error falls outside that framework.
ParlaMint-NO_2010-04-28.ana.ud1511e1036	That the Worm Lange was built without sufficient force coverage, the red-green government can hardly take responsibility for it. It was the Bondevik government supported by the Progress Party that both adopted and implemented. That was where the problem arose, so it could hardly take Jens Stoltenberg and his team to take responsibility for it. We have gas power plants in Norway, but we have a gas power plant that is largely stationary, because its profitability has been too low. There is no lack of ability to produce power on gas in Norway that is the problem, it is that the profitability is not there, among other things. for electricity prices and for gas price reasons. I believe in essence that there is no contradiction between industry and the environment. Those who believe it is, I think they're going to be the losers of history. On the contrary, it turns out that Norwegian industry has reduced climate emissions by 27 pst. from 1990 to 2008, while increasing production, new technologies have been introduced, while increasing productivity and competitiveness. That's the way that's the way of the future.
ParlaMint-NO_2010-04-28.ana.ud1511e1043	I would ask to clarify a manifest misunderstanding.
ParlaMint-NO_2010-04-28.ana.ud1511e1048	It's not access to it.
ParlaMint-NO_2010-04-28.ana.ud1511e1051	When the Council of State makes a factual mistake, it has to be clear.
ParlaMint-NO_2010-04-28.ana.ud1511e1057	You'll have to take it later in suitable forums. We go back to question 1.
ParlaMint-NO_2010-04-28.ana.ud1511e1065	This question, from the representative of Svein Harberg to the Minister of Knowledge, has been transferred to the Minister of Economic Affairs and Trade who is directing the person.
ParlaMint-NO_2010-04-28.ana.ud1511e1068	The question, which has been transferred to the Minister for Economic Affairs and Trade, is: ‘Many municipalities benefit greatly from old shots as part of the offer to students with challenges in their everyday school life. The bulkheads are often driven by a friends' association, and most of the work is done. In order to accommodate passengers, in addition to annual ship inspection visits, the shooters must pay a large fee for the renewal of the certificate. After adjustment in 2007, the fee was doubled and has become a heavy financial burden. This threatens the student offer. Will the Council of State intervene to change the charge for shooting in such use?’
ParlaMint-NO_2010-04-28.ana.ud1511e1077	The Ship Safety Act regulates fees for services performed by the Directorate for Maritime Affairs. I assume that the shots the representative is looking for are registered in NOR. This means that the Directorate for Maritime Affairs is in control of the ship. The Directorate-General for Maritime Affairs' work on the conversion of fees has been discussed in several staging proposals, most recently in Prop. 1 S for 2009-2010, where it appears that a technical conversion of the annual fee entered into force in 2007. The Directorate-General for Maritime Affairs' work on improving the cost orientation of the annual fee and the initial fee continues. The annual fee for NOR ships is a fixed annual fee to cover all work carried out by the Directorate for Maritime Affairs in connection with the establishment and renewal of national and international certificates. The initial fee is a one-off fee covering all work carried out by the Directorate-General for Maritime Affairs in connection with the initial issue of, inter alia: national and international certificates. The representative refers to a fee adjustment in 2007. The conversion of the annual fee in 2007 resulted in no overall increase in the fee revenue, but a certain redistribution between groups. The purpose was that the fees should better reflect what different groups of ships actually incur from the work and expenses of the directorate. The annual fee is intended to reflect the Directorate’s actual costs of checking and issuing certificates. The certificates confirm that the ship complies with the underlying legislation. The Code is designed to maintain safety at sea. Old launches are initially subject to the same rules as ships offering regular passenger services. Consequently, the expenditure of the Directorate for Maritime Affairs will be as high. It is already covered today by the regulation on the collection of fees to the State Treasury for surveys, licensing, etc. the Executive Board may, on application, grant a full or partial exemption from fees granted to protected ships and school ships which have an approved maritime instruction system. Protective ships, i.e. ships on the list of the Riksantikvaren are fully exempted. The three major sailing rounds «Christian Radich», «Southern» and «State Council Lehmkuhl» are not included in the list of protected ships of the Riksantikvaren or in the definition of school ships, but are also granted exemptions according to the same principles as for ships of protection.
ParlaMint-NO_2010-04-28.ana.ud1511e1092	Originally, this question was asked to the Minister of Knowledge, and it was because I was concerned about the offer made by many municipalities, where they have such shots. In concrete terms, I know that in my municipality of residence, Grimstad, in Sørlanden, we have such a shot, of which the municipality has benefited greatly. The challenge is that it is neither protective – at least not yet, but it can be if someone takes care of it in the future – nor classified as a schoolship, but it takes passengers and needs a passenger certificate. The Maritime Directorate confirms that the smallest shots got a significant increase, and this shot got 115 pst. increase in the fee in 2007. It threatens the operation, which is to a large extent a social virtue of which the municipality is involved. It has to be obvious that this is an unfortunate side effect and not after the intention, because we'll probably be going on.
ParlaMint-NO_2010-04-28.ana.ud1511e1097	We definitely want these shots to be on the move. I know it both from my time as Minister of Education and as Minister of Culture, so I have had a commitment and have also been involved in significant budgetary increases to different types of both protective and protective ships in the border country. But I'm very uncertain whether the pricing structure of the Maritime Directorate is the right tool to support these ships. One thing is that the Maritime Directorate shows flexibility and goodwill in exempting ships, especially those that are worthy of protection, but also – as they have done – ships that are in a grey zone or in a bordering country to be protected. But the most important thing is that the systems we have under the Education and Culture Department's schemes help to support both educational provision on these ships and protection, care, maintenance and use in a cultural historical context. So I hope we can distinguish between the work being done in the Maritime Directorate on the structure of fees and a good thing that the representative addresses.
ParlaMint-NO_2010-04-28.ana.ud1511e1102	I know that the Council of State has engaged in many fields – and that is good – and knows this field. The reason why I raise the question is that some people obviously fall between many chairs. That threatens the operation, and we are not interested in that. For the shot I mentioned from Grimstad, there was an increase of NOK 30 000 per year to renew the passenger certificate. In addition, one shall have annual ship control, and it shall pay one for, both for control and for what has to be done. There's not so much money, but it means a lot to these shots, and it leads to a little discouragement to experience this. What I finally want to challenge the Council of States is whether he's willing to look at this, whether someone comes out unfairly, that the law doesn't work according to intention, and that one might change the rules for who's being exempted from the full charge in this context. For this is another use, it's domestic traffic, and the ships are used for a social service.
ParlaMint-NO_2010-04-28.ana.ud1511e1111	I will take with my colleagues the call to support under these ships. As I said, it is a work that I have supported in various roles. With regard to the structure of fees, I believe the overall objective is to have an efficient public sector, and where the fees reflect actual work. The government has spent a lot of time, among other things. to reduce some charges and charges that have not been consistent with the actual cost. The objective is that taxation is taxation, and the fee for services actually performed is fees. The fact that these fees reflect the actual work of the Directorate-General for Maritime Affairs has been overall in the conversion of fees and will continue to govern the remaining work. Then we will have other ways of meeting the cultural and educational policy objectives. I agree that NOK 30 000 is not a large sum, but I am absolutely sure it is possible to find alternative solutions that support the operation of that type of ship.
ParlaMint-NO_2010-04-28.ana.ud1511e1120	Let's move on to question 7.
ParlaMint-NO_2010-04-28.ana.ud1511e1127	«The road authority of the Member State is soon to launch a draft selection inquiry for a "Mosseregion package". Whatever option will be rv. 19 from the center to E6 is part of the solution. Governments are responsible for reducing the disadvantages by having a tribal route through a community. With background on this option, you can upgrade rv. 19 are being forced, and what short-term measures can state authorities contribute to minimising the growing traffic and environmental problems experienced by the city?’
ParlaMint-NO_2010-04-28.ana.ud1511e1134	The state Road Service is in the start-up phase of a concept evaluation for the main Moss road system. The draft currency and its external quality assurance – KS1 – shall be the basis for a decision of principle in the Government on the choice of the concept for further planning. In this way, the KS1 system shall contribute to better state governance with the choice of projects to be included in the further planning. The passenger and freight traffic in the Moss/Horten ferry connection is an important part of the traffic image in Moss centre. Ferry and rv. 19 which bind Moss ferries with E6 will therefore be included in the concept to be evaluated in the KS1 process. In a urban area like Moss, the use of the drug must be assessed. So it's too early to say anything about future solutions. In my view, it would not be a good use of resources to explore the planning and design of an upgrade of Rv. 19 in Moss. It is also in the KS1 system that local governance should as far as possible await the conclusions of KS1 before continuing to plan according to planning and building laws. However, the Road Service’s 2010–2013 action programme for the period 2010–2013 provides for measures to be implemented to upgrade Moss Ferjekai during that period. The draft evaluation of the main Moss road system and its external quality assurance will provide an important basis for the priorities of the National Transport Plan for the period 2014-2023. In addition, the State Road Agency carries out regular assessments of the national road network as a basis for the next revision of the national transport plan. In this work, the network will assess both short-term and long-term measures for the development of the national road network. Rv. 19 in Eastfold and Westfold are included in boxes E18 Oslo–Kristiansand and E39 Kristiansand–Stavanger with links. Conceptual evaluation and KS1 shall also be carried out for the Moss-Horten route.
ParlaMint-NO_2010-04-28.ana.ud1511e1145	Thanks for the answer. Rv. 19 through Moss has been upgraded in 2010 to the tribal route. That route, as the Council of State also says, is a port route and was originally part of phase 1 of the Eastfold package. The road connects the E18 in Westfold and E6 in Eastfold, and from Moss port the road passes through the centre of Moss and out to E6. The holiday route between Horten and Moss is the country's most busy ferry route and sweeps all its customers out on this main road. This alone represents annual traffic of 1.4 million vehicles, of which heavy transport accounts for approx. 200000 units. In addition, increasing transport to and from Moss port, which is a growing port, is also an increasing part of the environmental impact. It is then possible to ask the Council of State if it is such that a community must sit and wait for a long time and see that the transport system in the city breaks down. The question to the Council of State is whether the Council of State will contribute to a rapid and sensible solution now.
ParlaMint-NO_2010-04-28.ana.ud1511e1156	I've done well about how the procedure is – from a concept selection to a KS1 – the context between one page E39 and the other page E18, as well as the evaluations that have to be done, but that have to be done in turn and in order. First of all, it is about improving Moss Ferjekai – it can be done independently, it is agreed – but in addition to that, one more thing needs to be done. This will provide an important basis for the priorities to be set for the roll-out of the national transport plan.
ParlaMint-NO_2010-04-28.ana.ud1511e1163	Thanks for the answer. The situation in Moss is getting serious. There is little local understanding of the need to sit and wait for an NTP rollover, not least for state contributions to finance the development of this particular route. Local and regional investors are signalling that they might be involved in pre-empting funds to get the works started. It also clearly shows that a whole region is concerned with this important issue. I have understood that there are also shared opinions within the Government on the use of new instruments, such as OPS, but as long as they can contribute to a faster realisation of new, requested infrastructure – may this be so that the Council of State is open to see whether this objective is devoted to the means?
ParlaMint-NO_2010-04-28.ana.ud1511e1172	What's the main question here is: Will it be the future at this point in time to carry out planning and designing an upgrade of RV? 19, when one knows that the concept evaluation and KS1 are to be done first, before it is planned further by the design and building laws? I realize that there's a precarious dilemma, a difficult challenge, when it comes to Moss. My best advice there will be that the local government and the state authorities keep in touch to see if one can do some less in the meantime.
ParlaMint-NO_2010-04-28.ana.ud1511e1182	The question is: «The Transport Committee has recently visited Eastfold and Akershus. Important impressions include the documented need for road construction and the development of collective provision, but lack of financial opportunities. Rural municipalities across the country have increased road liability, while taking over roads with large maintenance sets. Many municipalities also need the construction and operation of modern collective networks which require substantial investment and increased resources. What does the Council of State do to provide sustainable funding?’
ParlaMint-NO_2010-04-28.ana.ud1511e1191	The income of the counties includes: from state frame proposal. The budget of the Ministry of Local and Regional Affairs will be paid to the Midlands. Following the administrative reform, a large part of the revenue is allocated to county councils for their responsibilities in the management of county roads. About 17 000 km of today's 44 000 km of county roads were national roads before 1 January 2010. The national framework shall help to ensure the economic stability of the county councils. As a result of the administrative reform, the government has strengthened the economy of the counties. Let me mention four main points: At the base of NOK 6.5 billion follow the roads that have been transferred to the county councils. The county councils also received an extra DKK 1 billion in free income, which could be used as a roadway. In addition, state support for racial protection measures is provided on the County Road Network of the Ministry of Transport’s budget. This is set to 500 million. kr per. years in the period 2010–2019, which also means a significant increase compared to previous years. From 2010 onwards, the Government has introduced a system of interest compensation for transport measures in the counties. The main intention is that this scheme should trigger activity in the state by covering future financial costs. The scheme is based on an annual investment framework of DKK 2 billion between 2010 and 2019. In addition, I can refer to the ‘better public transport’ system, a system that allows for improvement or greater accessibility, the so-called ‘BRA’ funds, KID funds, i.e. funds to help strengthen public transport in the districts, and – even a scheme – cities with bombings after changing the road laws can also benefit from the means of transport from transport charges to the operation of public transport. This is part of a holistic solution of the transport system. All in all, I think this shows that the Government has laid a good foundation for enabling the county councils to meet the major challenges they face in the transport sector.
ParlaMint-NO_2010-04-28.ana.ud1511e1215	Thanks for the answer, it was familiar tones. So the Transport Committee has actually been out quite recently, visiting two important states in the country. The two counties, Eastfold and Akershus, have a total maintenance run on the roads taken over from the state, at NOK 1.5 billion. It was clearly stated that they cannot cover this within a reasonable time frame without more money than the Council of State has now referred to in its first response. It was also stated that the funds transferred to roads, provided through increased framework transfers — which were also addressed by the Council of State — are also used for purposes other than roads, because there are urgent tasks, and there is a priority in the counties. This means, therefore, that the framework of the Government and the priorities of the county councils do not provide support for the financing of good roads. That means that roads are getting worse in 2010, we've been through that earlier today. So I repeat the question: what will the Council of State do to achieve a more sustainable financing of the roads?
ParlaMint-NO_2010-04-28.ana.ud1511e1224	The representative Sortevik says this is familiar tones. That is good, there should be recognition in this sector. I also believe that detection and carelessness are an important basis for the county councils. The Association of Machine Workers has carried out an investigation around the counties. It tells us that the county councils actually spend 500 million. kr more on the road than one could count on in the 2010 state budget, and that 80 pst. of the county councils is also pleased with the transition that has now taken place, i.e. the assumption of responsibility through the administrative reform. So I would say that my top agenda here to secure the county councils means according to the tasks they have, goes through the free revenues, which go above the Ministry of Local and Regional Affairs' budget, and which have increased sharply in recent years.
ParlaMint-NO_2010-04-28.ana.ud1511e1233	I thank you again for the answer. At the end of its first reply, the Council of State mentioned inter alia: reward scheme related to the challenges of investment in collective systems and also the operation of collective systems. However, there are clear leads – by many cities covered by this, it is almost perceived as an extortion – in order to take into account at all when it comes to using these funds. But my problem is a little different. It is also that this form of funding, with tolls – as the Council of State said – that can be used for the operation of collective systems and investment in collective systems, is not sustainable, when, on the one hand, more toll money is being financed and, on the other hand, doing its best to have a policy that reduces road traffic. We already see that the revenue of some of these bomb packages is lower than intended. We then lack sustainable funding.
ParlaMint-NO_2010-04-28.ana.ud1511e1242	The expression 'expression 'is also known tones from the Progress Party. I would rather call this a joint effort both to ensure a better environment and to ensure a better appearance. In the case of the bridging arrangement, it is in accordance with the climate agreement, where all parties on the bridging side of the bridging party participated. According to the agreement, the funds are double in 2009. They are held to the 13 municipalities participating in the Future Towns Programme. So that's going to be 232.8 million. kr in the current year, and it shall continue to be escalated.
ParlaMint-NO_2010-04-28.ana.ud1511e1250	‘“It will be a strong declaration of failure on the red-green government to put down the Bratsberg Railway. It's not going to happen. Here trains are due after 13 June,” said the head of the Senterungsdom, the State Council's own Youth Party, to Telen on 20 April this year. Former Minister of Transport Liv Signe Navarsete has previously promised further support. Does the Council of State think it is good district and transport policy to cut the entire state's contribution to the Bratsberg Railway, and will she grant funds, or accept closure?'
ParlaMint-NO_2010-04-28.ana.ud1511e1257	Telemark County took over the operational responsibility for the local train on Bratsbergbanen from 2004 onwards after having owned the desired train. On 24 September 2002, an agreement was reached between Mr Torild Skogsholm, Minister for Transport, and Mr Kjær, County Spokesman. The agreement was concluded on the initiative of the county council, which wished to take over the responsibility for facilitating the deployment of the local train as part of the development and improvement of train provision on the route. In the 2002 agreement, no clause was included allowing a permanent ear-marked addition from the Ministry of Transport of the State of Telemark County to the operation of the local train. The latter was introduced as a time-limited scheme after the Ministry of Local and Regional Affairs introduced a gradual reduction in the amount of compensation and introduced it into the general framework transfer to the county municipality, based on the fixed distribution criteria in the income system of the county municipalities. This was done following a dialogue in advance with the Municipality of Telemark, and the County Municipality was made aware of this by letters from the Ministry of Local and Regional Affairs and the Ministry of Transport. The Ministry of Transport has maintained this agreement. My predecessors did not promise a permanent addition to the Ministry of Transport's budget, but to extend the budget by one year, from the 1st half of 2009 to the 1st half of 2010. The reason for this was that the county council would have a little longer time to provide a reinforced traffic base for the local train. The Ministry of Transport has followed up this promise with an extra promise of a total of 12 million. kr in 2009 and 2010. In the context of the 2010 government budget treatment, Stortinget decided to grant 6 million. kr as final compensation of the Ministry of Transport’s budget. I point out that, in conjunction with the budgetary procedure in Stortinget, the opposition proposed to return its responsibilities to the State from 2011. There were no multiples left. I have no wish that the local train should be shut down, but I think we should stick to the agreement that has been concluded and that was concluded at the request of the county council. Following the lapse of this grant, the Ministry has assumed that contributions to the operation must normally be covered within the framework of government transfers through the income system of the Ministry of Local and Regional Affairs' budgets without earmarking. It is an important principle to indicate that the county has the real responsibility for the local public transport that is part of the county’s responsibility. I've registered that there's a certain commitment around the Bratsberg Railway. Following a request from Telemark County Council, I have invited the county council to a meeting with me to discuss the matter on Friday 30 April this year.
ParlaMint-NO_2010-04-28.ana.ud1511e1270	To say something positive first, it is good that the Council of State has accepted the invitation and will meet the county. So a little bit about history writing: it's good that Telemark County, where, among other things. The centre party also took the initiative and responsibility for re-establishing a route that was then closed. So the state said they should be there. I want to remind the Council of State that she is the Council of State and not a lawyer. This is not primarily a legal issue. That's a political question. But I think the voters in Telemark deserve a clear answer, and local voters, including red-green voters, in the Notodden and the surrounding area and Grenland, deserve a clear answer. Does that mean that the Council of State now says that she categorically excludes the continuation of the state operating grant to the Bratsberg Railway? Yes or no.
ParlaMint-NO_2010-04-28.ana.ud1511e1281	The representative of Røe Isaksen is right – this is primarily a political issue. It is a question of standing by an earlier agreement. In addition, there is a question of how we should constantly use the funds at our disposal for the operation of the railway through the purchase agreement with the NSB. There are enough figures here to show that there are many sections in this country that could have gone on the Bratsberg track. I don't want to say yes or no at this point. That is why I have invited the chairman to a meeting on Friday. By the way, it is the first response that has come from the district manager in Telemark from we sent a letter to the county council about Bratsbergbanen in January.
ParlaMint-NO_2010-04-28.ana.ud1511e1288	I assume that the Council of State is not unaware of the commitment which has also been on the part of the county council to the Bratsberg course, through a unanimous decision in the county council, asking for the track to be continued, and the involvement of the Minister of Transport's own party traps locally, who have also asked for the same, and the involvement in the run-up to the election campaign, where money was just about half a year more, but at least in the opinion of this representative, it was to read between the lines that this was something that could also be expected in the future. I want to go back to my original question, namely the Senterung judgment, which is then the Minister of Transport's own youth party, and the leader who says that there will be a strong declaration of failure for the Red-Green Government on the Bratsberg Railway. It's not going to happen, he says, there's going to be trains after June 13. Does the Minister for Transport agree with the head of the Senterung, who is then the head of the Minister for Transport's own youth party?
ParlaMint-NO_2010-04-28.ana.ud1511e1295	Now Røe Isaksen has the same experience as Johannes Ringdal as leader of a youth party, and thus knows that it may well be that not everything that a youth leader says is the same as everyone else in the same party stands for. Let me stress that the centre party in Telemark has led a heroic battle for the Bratsberg Railway. From the moment I joined the government, I have heard from them and also from the red-green ores. I've heard less from the County Spokesman from Right, who is responsible per. the date of operation of that path. I look forward to the meeting on Friday and what had to happen there, also from the chairman's side about what they themselves intend to set up to possibly continue to wait for the Bratsberg Railway.
ParlaMint-NO_2010-04-28.ana.ud1511e1305	I have the following questions to the Council of State: ‘According to the NRK, collective prices have increased sharply in the last five years, while prices of petrol and diesel have largely followed overall price developments. The cost of driving depends on several factors, but the price picture is nevertheless relevant to people’s daily behaviour. Today, responsibility for local traffic is delegated to the state and municipality, and the state contributes minimally on the financing side. Do the Council of State agree that the State should take a greater part of the responsibility for financing public transport in urban areas?’
ParlaMint-NO_2010-04-28.ana.ud1511e1314	According to figures from the Statistical Centre, the general price level, measured by the Consumer Price Index, increases by around 13 pst. from March 2005 to March 2010. The fuel price index increased by more than 30 pst. during the same period, and the price index for transport by T-rail, tram and rail with approx. 15 pst. The price index for bus transport increased by 19 pst. In terms of price, the competitiveness of public transport should be strengthened in relation to the passenger car over the last five years, not weak, as the questioner here claims. Nor can I readily support the claim that the State provides minimal funding for local public transport. Around NOK 26 billion was transferred to the county councils in 2010 in the form of frames. This may include, inter alia: used to finance local public transport. Under the red-green government, the framework for the municipal sector has increased sharply. The government also has two-fold concessions to the better collective provision and less car-use restraint system, which are ear-marked collective measures in the largest urban areas. The government has a clear goal of continuing to strengthen the local economy in the future, and also of stepping up the path of the bypass system.
ParlaMint-NO_2010-04-28.ana.ud1511e1323	I thank the Council of State for the answer. I heard the brilliance of the framework transfers. So the state council knows just as well as I do that in several cities urban railways are planned. For example, in Akershus, a very long-awaited fornebuban is planned, a path solution that is scheduled to have a cost framework of DKK 2.5 to 5 billion – so path solutions are expensive. To quote the rapporteur, Mr Igstad, in Akershus: ‘How will a poor county council with a budget of SEK 5 billion be able to implement such development?’ The Council of State is in favour of contributing to the State's refinancing of such urban railway projects, such as: The Fornebuban and more, as the Council of State knows well?
ParlaMint-NO_2010-04-28.ana.ud1511e1335	I can confirm that I know plans for more urban railways and also extension in any case in a city, Bergen. Urban railways are especially mentioned in Soria Moria, under the chapter Transportation. It has been said that the government should provide for a municipal economy that allows the county councils to strengthen collective provision, including the urban railway where appropriate. So it's, as the representative Tende says, a lot of money this is about, and I can probably say on behalf of the government that setting up here with billions of dollars to the city track we're probably not ready for.
ParlaMint-NO_2010-04-28.ana.ud1511e1344	Then I get to try out the reward scheme, when the answer was negative when it came to urban railways. The reward scheme for public transport was also a theme when Arne Sortevik asked questions instead. It was introduced by the Bondevik II government and has been a success. So it's like Oslo applying on behalf of the capital area, this despite the fact that Akershu states have a population of over 500,000 inhabitants. Population growth in Akershus is increasing faster than in the rest of the country. The Roma region and the Follo/Western region face major challenges in collective travel across regions. Will the Council of State help Akershus, in line with many other much less densely populated areas, to apply independently for the reward scheme, and not, as today, that they must apply with Oslo?
ParlaMint-NO_2010-04-28.ana.ud1511e1353	I've recorded the cooperation between Akershus and Oslo, and the benefits that it already brings to many people who are both dependent on collective provision and who are concerned about strengthening it. Now there is a certain criterion attached to the pruning arrangement. The most important thing is the relationship between imposing restrictive measures on cars in order to protect the environment and the emergence. The way these funds are applied for is cooperation between the county councils. I have not actually met this issue before when it relates to the Easter break, so it is something that I have to check something closer and come back to the representative Tenden with an answer to.
ParlaMint-NO_2010-04-28.ana.ud1511e1363	‘Minister for Transport, Meltveit Kleppa replied in written question No. 955 on 13 April 2010: ‘It is not considered rational to start the detailed planning of, inter alia: the Mosse tunnel before it is further clarified’, and referred to the decision to review the railway priorities. Railway tunnel through Moss has been working for 20 years. The municipality of Moss has redeemed properties, and the local business community has used funds and invested in confidence that the current day-trasé will be removed. Has the Council put an end to the launch of all railway projects until the review has been carried out?’»
ParlaMint-NO_2010-04-28.ana.ud1511e1370	What I have said is that an important recognition from this winter’s operational experience is that the need to invest heavily in the maintenance and renewal of the railway network is even greater than foreseen in the management of the National Transport Plan 2010–2019. It's a recognition that both I and the Government have to take seriously. The Ministry of Transport, in consultation with the Railway Agency, is examining the priorities of the railways at national transport level during the spring of 2010. This does not apply to cancelling any projects. It concerns a review of the need for maintenance, and it concerns the progress and timing of large priority investment projects. If there were to be changes in relation to the projects within the national transport plan, I would have to come back to Stortinget in a proper way with a case about this during the spring session.
ParlaMint-NO_2010-04-28.ana.ud1511e1377	There is no cancellation, but there is a review of what the Government has recognised about the maintenance needs. But after the Council of State answered me on 13 April, I would say that there has been a small railway uprising in Moss and Eastfold. County rapporteur Ole Haabeth says he will not accept a postponement that will affect the progress of the project, because it is such that the county council and the municipality of Moss have joined forces to forge 25 million. kr for detailed planning. According to Moss Avis, rapporteur Paul-Erik Krogsvold in Moss is being 'disturbed' if the planning of the Moss railway tunnel is delayed. Per Inge Bjerknes, Head of the Central Party, but also Head of the Committee on Transport in the County, says that a further delay in this and other important projects cannot be accepted. It cannot be accepted, it is a turbulent rapporteur and also a turbulent country rapporteur. Then my question is, what do these state councils answer, which will do the best for the county, and which will do the best for Moss?
ParlaMint-NO_2010-04-28.ana.ud1511e1386	I have also registered the commitment that is in relation to the new tunnel through Moss, both because I have been at a meeting in Eastfold, and because I have had delegations in the department to which I have listened. Some of the strongest expressions here, I think, are from the fact that the opposition has now helped to interpret my signal that here we are forced to go through these matters again. It was interpreted as cancelling, I read on pressure – it applies to both the Mossetunnel and the Eidanger-parcel – but at this point there is no basis for it. So the answer is what I've already said. When it turns out that the maintenance on the railway is so much neglected, and we have to strengthen it, we are also forced to look at the investment projects that are inside, the progress of the different projects.
ParlaMint-NO_2010-04-28.ana.ud1511e1395	I'm glad the Council of State has noticed the great commitment both to the route through Eastfold and also to the route all the way to Halden. I am also pleased that the Council of State says that she has listened to the recordings that have been made. The council referred to its main response, where she says there is no cancellation, but a review, because there has been a recognition that there is a greater maintenance need on the railway. But then my question is once again, when does the green light come on? When has this review been carried out? When has this stop order been lifted and that is the green light for railway operations in Norway and the tunnel through Moss we see, and not the red light that we see per. Today?
ParlaMint-NO_2010-04-28.ana.ud1511e1407	I mean, the most important thing for the railway in the short term is to improve operational stability and the ability to manage operational deviations. Then I hope that the representative Hemdal has seen us at the same time thinking ahead, and we are going to celebrate an intercity strategy, including Oslo–Halden, as a background, basis, for the revision of the national transport plan in 2013. So until the investment projects that are now inside. I know a very bleak attitude when it comes to taking that review – look at the resource availability of the Railway Agency and the specific signal resources. So the answer is, if there may be a need for a change in progress, the Storting will be asked a case already during this spring.
