ParlaMint-NO_2010-10-21.ana.ud2350e66	The representative of Mr Harald T. Nesvik will present a proposal for a representative.
ParlaMint-NO_2010-10-21.ana.ud2350e1231	I would like to start by thanking the Council of State for a thorough and good report showing the extensive work being done in this area. I'm very happy about that. I am also pleased with the signal that the government is taking seriously the challenge that, among other things, are in the tax regime. Because of the tax regime we have, other and less environmentally friendly modes of transport are actually given priority. I think it is important to establish that prioritisation of maritime transport is not a deprioritisation of other modes of transport. If we are lucky enough to get more goods by sea, it will be better for the drivers and those using the roads. So this is a win-win situation in relation to the other modes of transport. When the government is now working on Climate Change, it is a great opportunity to highlight maritime transport and rail as some of the most environmentally friendly modes of transport. Just to take a small, concrete example: when a boat goes between Norway and abroad, skip the boat's NOx fee, but as soon as he enters two ports, it becomes a full NOx fee. It does not exactly stimulate the good exploitation of ships and maritime transport. I think it's an example that the government can take with them when they're working on a climate cure, which I think might be a cornerstone of taking new steps in this area. So I also share the opinion of the Council of State that the budget presented is good. I have said that, and I have made it clear when it comes to transport. What I think has been positive about the budget is that the government has shown that they will meet the NTP during this period. But at the same time, we also see that developments are still negative within a part of the sector. We should have greater ambitions. It is also a challenge for maritime transport. Because when we look at developments, and hear them speak as the Council of State now presents about the expected increase in goods, we can't be happy with the developments we've seen in the last 30 to 40 years. This isn't about allocating political blame or not, it's about turning a development that we in all the political parties have said we want, but we don't entirely have the power.
ParlaMint-NO_2010-10-21.ana.ud2350e1250	First of all, I want to thank you for the rose. I'll take that. Nor do I hide that I am very happy with the budget I have in this area. I am of those who have worked the hardest and most intensely to bring down the use of oil money. When it comes to prioritizing, this is definitely an area that I am very pleased that the government is prioritizing, because it is important. It's important for the climate. It is important for road safety, and I dare say that it is important for the overall reputation of business as compared to taking the climate seriously. I fully agree that prioritizing this area definitely does not mean depriving the other modes of transport. On the contrary, it means that, first of all, one is given a clear space for passenger transport, which obviously has to be done either on the road or on the road, and that means that, at least in the foreseeable future, for some modes of transport it is not possible to imagine that one can have goods on board, all the time a lot of transport is urgent more than others. I even come from an industry where the hours mean a lot to get the goods out quickly, that is, fresh fish and other fresh goods. But that means it's all the more important to get other transports on the keel. I am very pleased that there is a cross-political consensus that this is important. So this can both government and big business work and facilitate, but you're totally dependent on business. I can do that a little bit. In fact, I think that inviting the product owners to discuss this might do something about – call it like – the attitudes, because I think there's some old-fashioned thinking behind some of the choices that the product owners make. There I can actually use the aquaculture industry as a good example, which up to a few years ago basically transported everything on the road, even the fish feed that was to be used at sea. It came to the ports and was driven out to the sea. So it went on the road. For all practical purposes today, it has moved over to the keel all of it. I think it shows that it's about the thinking that the product owners are doing. That's why I want to invite the product owners to work on a strategy, so that you can get even more clarity about what we have to do to make the choices different from those you take too much today.
ParlaMint-NO_2010-10-21.ana.ud2350e1257	Freight transport by sea and by rail has lower emissions than road transport. At the same time, increased road traffic leads to an increase in accident rates. That is why the Hareide initiative today is important, also because it is good to develop new ideas on how to get more goods to come and go by sea. Today, as much goods are transported on the keel as on the road. But as the Council of State was also involved, developments seem to be going in the wrong direction. Road freight transport shows an increasing trend. That's why it's important to work actively to get more goods on the keel and track. We've done a lot in this area in the last few years, and the Council of State was in it. High ambitions also for maritime transport in the national transport plan from last year and the follow-up to the ambitions of the budgets for 2010 and 2011 are important. Measures in the rental sector and in a number of port basins are important for both the safety and efficiency of maritime transport. Rehabilitation of rentals a number of sites such as Karmsundet at Haugesund, Lepsseirevet at Ålesund, Måløysundet and not least the entrance to Borg Hafen in Østfold are under way thanks to a more liberal budget. Onshore action is also important in order to make it attractive to reload into a boat. We're not on the lat side either. In 2011, we propose to start building a new access route to Norway's largest port in Oslo. And in the revised national budget, the government signaled that there will be money to rebuild the Bodø station just to facilitate transhipment between the two most environmentally friendly modes of transport – rail and sea. And Bodø has a port where just reloading between track and sea is highly topical. I agree with the interpellant that we need to be even better at planning overall between road, track, aircraft and port, such as. The plans of the Committee were presented when we visited Trøndelag, where we plan to locate a new port in Stjørdal. If we're going to succeed in getting more goods on the fridge, we have to realize that the money largely determines the choices that are being made. Therefore, the red-green majority has ensured that the most competitive prices for freight by train are now available. When we are going to make maritime transport more competitive than cars, we have two main options in this room: we can increase the taxes on truck transport, and we can reduce the taxes on maritime transport. So far we have concluded with the last and therefore implemented reductions in the user payment for the use of ports, which the Council of State had in mind. I also think we need to be willing to discuss the charges on the truck, and a topic on the right is also addressed in a Document 8 proposal that is now being dealt with in the Stortinget. A large increase in truck transport is an important reason why the wear on our roads is much greater than the road service had in its forecasts. Many countries on the continent have charging systems that are developed at the intersection of technology and policies and that capture more of the actual length of road network in the country. In this way, carriers may also be subject to fair charges, irrespective of their country of origin, such as the representatives of the Right, Halleraker and Sanner, etc., are concerned with the said proposal. I am pleased with the commitment and initiative taken by the representative Hareide. I am also very pleased with the signals given by the Council of State that she is going to start a much closer dialogue and discussion with the actors in this area – not least involving the product owners in a completely different way in order to make them think again about using refrigerated goods. So the signals are good, and with the commitment that's in this room, I think there's good evidence that we're going to get more of the transport over on the keel.
ParlaMint-NO_2010-10-21.ana.ud2350e1283	I am very pleased that the Christian People's Party Knut Arild Hareide addresses this important question of how to facilitate a greater share of freight transport from road to sea. This has been the concern of the Progress Party for a long time, and that is why, at the beginning of 2009, we promoted a proposal for a representative to present a separate big message on the strategy and measures relating to efficient maritime transport and port structure. The background to the proposal was that the strategy and measures for maritime transport are almost completely omitted from the current national transport plan, and it appears that maritime transport is almost down-prioritised in its work on the plan. As I said, I am very pleased that the representative Hareide raised the question now, but I am also a little surprised. The Christian People's Party was, after all, one of the parties that voted against the proposal of the representatives of the Progressive Party on this very point. The proposal was as follows: ‘The Government asks the Government to submit its own key messages on the strategy and measures relating to efficient maritime transport and port structure as soon as possible.’ To be honest, I don't understand how the Christian People's Party could vote against it. What is needed to move transport by road to maritime transport? We know that 59.7 pst. of all exports and 62,7 pst. of all imports into Norway in 2007 exceeded Swinesund, and since then the figures have hardly declined — rather the opposite. Very much of Norwegian imports and exports are happening today over Svinesund, but once we have one day established a good continuous motorway connection all the way from Oslo to Kristiansand, we in Sørland are ready to contribute a larger part of foreign trade. In the South we have a strong maritime environment with shipping companies, offshore and oil and gas industries. With us it's in the blood, for cities like Arendal and Kristiansand have been built on maritime industries like international trade and seagoing transport from the very beginning. This is a tradition that is alive today, and Arendal port, Eydehavn, is probably Norway's largest rig port, and Kristiansand port is one of the largest ports in the country. Unfortunately, despite its thousand-year maritime tradition, Norway has not kept up with developments, and the infrastructure associated with Norwegian maritime transport is often derived from the past era of shipping. The national Parliament of the country should therefore be assessed at regular intervals in terms of maritime-based transport infrastructure, so that Norway can take an active part in global development. In this way, we can make our own coastal transport more competitive, while at the same time making our most central ports more economically attractive to the Norwegian industry. The State should pay more for infrastructure in Norway, and this applies to both land transport, air transport and maritime transport. The Progress Party wants to take maritime transport out of its national transport plan, so that we can get a broad and important discussion about the issue of Hareide here. And the Council of State should perhaps also have thanked the Progress Party last year, when we addressed this matter.
ParlaMint-NO_2010-10-21.ana.ud2350e1301	First, thanks to the interpellant for the opportunity to take this important environmental debate on more freight transport by sea, rather than further increased transport on the country’s very congested, narrow and poor roads. ‘Marriage should be given good conditions for getting more goods off the road on board ships’. It is stated in the Right Transport Plan ‘Rasers forward — safe home’. With this in mind, the right has a clear and concrete desire to facilitate more goods from road to ship and more attractive ports also for passenger services. The fast route transports both goods and people. It is therefore critical that the department of the coastal route offer has not imposed any requirements on the cooling and freezing capacity on board ships in the tendering process. Furthermore, the requirement for the quantity of goods is not sufficient to meet today’s needs and does not point towards getting more goods from road to sea. Norway is a long-distance country, with most of it surrounded by sea and sea. This means that we depend on good transport years both at sea and at land. It is therefore necessary to plan and organise for a much simpler mode of transport to and from ferries and ships than it is today, for both humans and goods. We have some challenges ahead of us. But one could, for example, start by looking at whether the high level of charges in Norwegian ports and waters makes it more difficult to compete against specific road transport. I record that the Council of State in its statement indicated that there are things going on here. For the right, it is important that the charges are at a level that is not deterrent to business, where maritime transport could be a real alternative to car, train or aircraft. In the Right Transport Plan, it is clear that we want to reduce Norwegian port and water charges if estimates show that reductions can lead to marked shifts in freight from road to sea. A transport rate, as the interpellant suggests, also sees the Right as an important step in getting a more unified planning. Transport and good logistics are important for economic development in the country in general. But it is particularly important in coastal districts and towards the major ports along the coast. For example, Møre and Romsdal, one of the largest exporting countries in the country, have only one real transport year out of and into the region, the E136 Ålesund-Dombås export route. We also don't have railway as an alternative when the road closes in the Rome valley of race. Therefore, strengthening maritime transport of both goods and people along the coast will have a major impact on the region, which has a fantastic export-oriented business. We often talk a lot about how important it is with good framework conditions and safe jobs, but we are very vulnerable to transport years and logistics. The volcanic eruption on Iceland paralyzed the air traffic along the entire west coast about while E136 was shut down by the snow. This created major problems for business, which depend entirely on the export route to transport their products to the markets. If the blast had come at the same time as the large snowfall in the valley of Rome, it would have hit the industry and the region extra hard. This underlines how vulnerable we are without alternative modes of transport. What happened helped greatly to strengthen my belief that increased transport by sea would be a good alternative to road and aircraft, as long as we don't have rail either. The E39 ferry-free route on the western shore must therefore be put in place as soon as possible in relation to modern ports which can contribute to increased freight and passenger transport by sea. At the same time, the City Ship Tunnel must be realized. Today, a fast boat goes from Stavanger to Haugesund and Bergen, to Sogn and Nordfjord. From Nordfjord and up to Kristiansund this possibility of transport is lacking due to the dangerous sea area around the Stadhavet, while one from Kristiansund can take the fast boat on to Trondheim. It is incomprehensible that the government is agreeing to put into place City Ship Tunnel, which is the key to ensuring that we have a coherent safe transport service across the coast. This will contribute to shorter, safer and more environmentally friendly shipping in a highly vulnerable area. It is almost utopian to think more goods transport from road to sea before the City Tunnel is in place, as shipping often has to wait a long time to pass the dangerous State Sea. The fact that the City Ship Tunnel is once again exposed by the government of Stoltenberg is therefore a scandal of the entire coast and hampers the effectiveness of Norwegian maritime transport in general. It would have been nice if the council could say something about when the City Ship Tunnel can be realized.
ParlaMint-NO_2010-10-21.ana.ud2350e1324	When it comes to the last post linking up to the City Tunnel, I am very happy that one spends time thinking about the expensive solution, and whether it is necessary to choose such a solution – at least it is SV’s starting point. The interpellant takes up a theme that many people are busy about, and that sounds like everyone's around. I don't think that's true. But I think the three grips that Hareide's in on are quite right to focus on. Let me start with this tie up against ports, in relation to Risavika port, which was named, where one goes with private and local authorities and builds out a port along the sea, to say that, to 11⁄2 billion. kr, and then has an unconsidered infrastructure out there. The interpellant mentioned that maybe one should also reconsider the freight terminal location. It was tried by a party in the 1990s when I joined the city council in Stavanger, but then the parties on the North-Jear were afraid that if they left the plan they would not have a new plan. That's why it was Ganddal – and now it's on Ganddal. The problem now is that then the pressure on the four-field road comes out to Risavika. But then SV's answer to it is that then one has to solve it by building the railway out there, and then have reloading inside Ganddal. So it can still be done in an environmentally friendly way. There is one of my points here, when the representative from the Right and the representative from the Advance Party and others now say that we need to build more roads, and then we like to get more maritime transport. But that has to be very simplified. If one takes away all the tolls, the cheaper it will be to run on the roads, the more traffic will be on the roads. If one thinks that one should have more transport over the sea, one must make it cheaper to travel by sea. That's what the government is doing -- that's what the Council of State is doing now. It's doing well to get rid of the tax regime at sea, just to move the transport there. But if we do the opposite, as the Progress Party will – making it cheaper to run on the road – move the more transport over on the road. Then there is another traffic accident, and then there is more pollution. It's that simple with the idea that the Progress Party stands for. It's strange that one doesn't realize this when one argues that one should have more transport across the sea, and has suggestions on this, and the government voted down, and the Christian People's Party voted it down. It doesn't matter when you try to get rid of tolls and things that make it cheaper to run on the road. That is why it is important that an actual priority be given. Since my SV – this is not the government’s view – that building E39 and building all these tunnels in the West will increase the same problem as one says one is against. This will actually make it easier for freight to travel on the roads, and it will remove ferries and possible breaks for truck drivers, making them more tired and more dangerous to carry on the roads. I lack a priority from the right-wing party in this debate. They just say yes to everything – yes to more than that, yes to more underwater tunnels, and then a few to more maritime transport. I mean, to be honest, the right-wing party must also be able to give priority and not just say yes to absolutely everything, when they know that it means that what they say about maritime transport will not vote. People are well aware that we in SV believe that those who are truly discriminated against in the debate on priority are, above all, the railways. It is that ports have income from the fees, airports have income from the liquor store and other charges, motorways and roads have tolls. The railway has no additional revenue, they only have the state budget. It seems SV is a weakness compared to moving transport from road to path. But, as I said, we also need to focus more on what the Council of State was about to do, to take tax measures when it comes to port and fairway policy. So I'm in the middle of it. So to the interpellant – in relation to a transport budget: now they are going to red-green away and look at the Swedish model and discuss it. SV has said that we want ports and fairways under the Ministry of Transport, but that is something we should discuss in the future, of course with the Council of State as well. We're reducing the fees, and the NTP plan keeps us going. So this isn't so crazy, President.
ParlaMint-NO_2010-10-21.ana.ud2350e1343	Thank you, representative!
ParlaMint-NO_2010-10-21.ana.ud2350e1347	This is an important interpellation, and I think everyone in this room agrees that too much goods are carried on trailers, especially on narrow roads. The Christian People's Party will contribute to better facilitating the transport of goods by improving the framework conditions for shipping vessels. As the representative Hareide mentioned, a medium-sized container boat can carry as much as 500 trucks on the road. It shows some of the potential for maritime transport both in relation to climate solutions and in relation to safe and secure transport of goods. Equal conditions of competition between maritime transport and road transport are very important if we are to transfer more goods from road to sea. The reduced fees and charges for maritime transport are thus a step in the right direction, and I am pleased with the signals given by the Council of State in its contribution. A report from Møreforskning shows that of each transport crown there is a car and track 70 pst. for own operation, while the boat has only 35 pst. It goes without saying that this is a major disadvantage for maritime transport. Seaway along the coast has at all times been our highway no. 1st@item: inlistbox There are no queues here, there are low accident risks, and the environmental challenges are affordable. However, in order for it to serve its purpose effectively, it must be invested in ports and other infrastructure. In concrete terms, the port structure needs to be improved in order to transfer a greater proportion of domestic freight to ships. Ports constitute an infrastructure enjoyed by all carriers and travellers, but it is shipping that takes the bulk of the bill in the form of port charges. This means that in many respects ship transport is not competitive with truck transport, despite its environmental benefits. Therefore, the fees have to be allocated with justice. In order for shipping to take a greater share of domestic freight transport, it is necessary to provide for better and more comprehensive door-to-door transport chains. Changes in port structure require good planning and long-term investment is required. Therefore, in order to achieve the objective of more transport on ships, pilot projects should be launched in cooperation with the industry with reasonable access ports, which are central to important population concentrations. It is a goal of the Christian People's Party to get a tax regime that stimulates more environmentally friendly transport of goods. The conditions of competition between the various modes of transport may help us to move more of the freight flow from land to sea. Finally, it is also a goal of safe transport. That's why it's important to get in place City Ship Tunnel. The representative of Langeland needs to look at the accident statistics in this area. He has to look at how many times traffic is stopped due to storms, and how the tunnel will help to create security for both fishermen and those who are at home. There will be another debate.
ParlaMint-NO_2010-10-21.ana.ud2350e1366	I would like to thank the inter-pellant for the necessary debate he has raised. Maritime freight transport is also a climate-friendly alternative to road transport. It is therefore a goal to get more transport of goods to go by sea instead of on the road. Shipping has an advantage compared to other modes of transport by allowing ships to transport large quantities of goods with high energy efficiency and low emissions. In addition, the infrastructure of maritime transport provides for limited natural interference. Freight transport by electrically driven trains, which we have most of here to land, has no emissions. However, this represents only 7 pst. of domestic freight works. The most interesting thing about environmental policy is therefore the relationship between road and sea. Of the road transport, the heaviest cars in particular compete with ships. Just the heaviest cars are also most to the detriment of the environment and create the most insecurity for other road users. First of all, the most striking thing: on large parts of the road network, heavy cars create capacity problems. This is probably most true in and around cities and agglomerations, but also elsewhere, by e.g. make it difficult to pass by and thereby impede capacity and speed standards. While there is no doubt the need for further upgrading of our road network, also for the sake of business needs, the dampening of the growth of heavy traffic on the roads will undoubtedly be a good social economy. Secondly, I would like to point out the noise problems. Road transport by lorry is more disruptive than maritime transport. Roads go significantly where people live, while ships generally only cause disturbance at port calls. It is estimated that approx. 300000 Norwegians are heavily affected and plagued by road traffic noise. This is a health and environmental problem that needs to be taken very seriously in the coming years. In the case of air pollution, both ships and trucks are largely fueled by fossil fuels. However, for the local air pollution, like noise, there are obvious advantages to maritime transport by the fact that most of this takes place a bit from the settlement. In addition, this is also good for greenhouse gas emissions. The country has some main groups of instruments at its disposal in transport policy such as: indirect management of economic instruments such as: charges and charges, where individual transport users can adapt, appropriations for infrastructure, both operation, maintenance and initial investment, and not least the organisation of public administration in the transport sector. We must therefore ensure that the framework conditions are fair and environmentally sound and not in favour of maritime transport. This applies to both land and sea charging and infrastructure policy. We must also ensure that ports are well connected to the national transport network and that ports and maritime transport become a good transport policy. The government has steadily increased State port charges, while, for example, in Oslo has managed to keep local charges at the same level or actually reduce prices somewhat. Fewer ships shall be required to be released, but the unloading shall be more expensive for the unincorporated ships. The coastal works' proposal for a new regulation on discharge in Norwegian waters implies that nearly 40 pst. of the bulk operations will fall away in Tromsø and Finnmark. The Chairman of the Board of Oslo Port KF, Bernt Stilluf Karlsen, believes this is a hit ship on its way to Oslo, while ships on the north escape. The state's unloading station at Fäder is the state's largest toll station, one that demands more and more money and delivers products that do not keep a goal, he says in an article in Today's Business Saturday, July 31. This particularly affects container traffic to and from Oslo, which is contrary to the government's objective of getting more traffic across on ships. It is possible for the public to do more, but it requires greater grip than the government does.
ParlaMint-NO_2010-10-21.ana.ud2350e1385	When I hear the council's speech, I hear great party speeches, but party speakers don't mean that there will be more transportation of goods at sea. And when I heard about the interpellant Hareide, he told me he had gone to Sunday school. Yes, there are enough of the boats that have grown in size, but I have to agree with the representative that it is still the case that the ships are still small, and the sea is still large. I think what you really have to deal with if you mean anything by this is the level of the fee. The level of the charge and the level of the charge — everyone involved in the transport of goods by sea is concerned. And I hope, now that we have had hearings in the Transport Committee, that the government parties will not continue with the government arrogance, but actually listen to the recordings that have come from the hearing bodies in the Transport Committee. Everyone is concerned about the same thing: fees and reductions in fees. I think it's experienced by a lot of people who are quite greedy when the state takes in over 60-70 pst. of the charges on maritime transport. The little rest of the fees are the ports that get the best out of it. It must build infrastructure on the ports for. I also think that the representative Hareide had many important input into his speech and many good actions. Unfortunately, I experience that when the concrete proposals are discussed here in the Stortinget, such as. in the last growing-up period, the Christian People's Party is rarely in favour of them, to which the representative Vosskensen referred. When you just wanted to get a real discussion around this and get a message, the Christian People's Party voted against. However, it is important, as the representative Hareide also said, that fees need to be reviewed and reduced in order to make maritime transport more attractive. And that's a paradox – as the Shipping Ship Association writes: ‘Tax neutrality is a keyword if we are to achieve the objective of goods from road to sea. Analysis of the charging structure of Møreforsking Molde shows that, for maritime transport, only half of the costs related to transport itself are incurred, while the rest are costs related to public and cargo handling. [[2009]] They show, through a given example, that of each transport crown, 70 % is left for own use — while the boat has only 35 %.’ At least it does not help to make maritime transport more attractive. Some of the things that the government has done are good, but it's too little if you really think you should move goods from road to maritime transport. I think it's good, it's important to have a good interaction between the modes of transport. Then I have to say that I am a bit over 31 core networks – when we know how small the allocations to the national transport plan are actually when you start to distribute – will not make the ports actually have less opportunity to be competitive. They boast of South Harbours in Oslo, boasted of Kristiansand and Tromsø, but there are still 28 core ports that – many of them – have great challenges in terms of infrastructure to and from the port. So I believe, despite the government's boast of so-called historical commitment, that many core networks will still have major challenges on the infrastructure side, even when this national transport planning period is over – unless it is spent on more money. So I just have to say, when I listen to the representative Bjørnflaten, that it's nice to have a part of the positive things you're busy with, but I also hear a representative who instead of helping with positive and good actions, sees only the possibility of new taxes and ringing coins in the form of further taxation of the already heavily taxed industry. So to the representative of Langeland: if he really thinks that in terms of Risavika port you should first place goods on the railway, then drive to Ganddal, and then place the cargo on trucks to drive it on, I think that Risavika port won't be a competitor considering that maritime transport is going to use the port. Then I think you'll choose places where you don't get higher costs than you need.
ParlaMint-NO_2010-10-21.ana.ud2350e1409	The interpellant has explained many of the arguments for getting more goods across from road to sea. These arguments are shared by a large political majority. If we go back a long way, we see that much of the goods transported in Norway were transported by sea – naturally. Then we had a period of transportation on the railway. Now for quite many years we have had a strong increase in freight on trucks. In 1960, boat transport amounted to almost 70 pst., truck 18 pst. and mark 13 pst. In 2007 the boat transport was reduced to 40 pst. – i.e. almost halved – while rail transport was reduced to 7 pst. Truck transport, on the other hand, had increased to almost 50 pst. Now there are many reasons why we have got this development, first of all that goods are transported from where they are created, or have their origins, and to the recipient. Today we have a much larger demand for fast delivery – it must be as short as possible. It was the councils inside. And I guess we all know the concept that no one has it as busy as a dead salmon. But there are other groups of goods that are not so busy. The interpellant addressed the adverse impact on the environment and emissions. For this reason, the national transport plan also sets out a target for more goods to be moved from road to sea. Norway is basically in a special position in this case, because we have seas all along our long-range country, far from all countries have. But maritime transport is subject to heavy charges. Today you can almost use the expression a myriad of fees. There are ten different state charges for framework conditions, there are four different environmental taxes, and there are six different port charges and miscellaneous fees in ports. For maritime transport, this constitutes 36 pst. of the total costs, while for road it constitutes 11 pst. and for track 0,5 pst. To cover the transport and profit for the sea, it is then 40 pst. again, versus 74 pst. on the way and 76 pst. on track – and there is a significant difference. In meeting with the port organisations, they express great dissatisfaction with this. The charges result in fewer calls and lower profits in ports. Ports are located in lucrative properties and are tempted to sell the properties for housing or other purposes, for the probable management of the reclaimed capital would yield more dividends than operating the ports, as it is today. The same applies to the shipping associations. Due to the high charges, it is not becoming competitive and is therefore not interested in investing in new fleets. That's why we also have – a lot – old fleet that goes along the coast today. It's an unfortunate development. The whole situation leads to a development that we're not worthy of, especially in terms of the environment. As the interpellant, Hareide, said, 750 trucks make up one to two boats. Just think of the load on the road network that this range of trucks leads to, not to talk about road safety and the accident load. Buying on the roads also costs money. When I drove to the airport on Tuesday morning, it was dark, it was raining, it was narrow road, and I met a number of car trains – with a huge light on the roof. It was not at all pleasant, but it went well. It doesn't work all the time. This can be done by the government by reducing the level of fees and by red tape. I'm glad the Council of State has said that you're on that road, but it's a long way to go – and it's a little bit urgent. Another thing that's important is the development of these logistics ports. As the representative of Bjørnflaten mentioned, we were presented with a very interesting project in Stjørdal when we were on an inspection. I hope the Council of State has the opportunity to get involved in it, so we don't get too much sector thinking and we don't get it there either. Otherwise, I would like to comment that the representative Bjørnflaten mentions that the Right promotes a proposal for an increase in the fees. That proposal, in fact, is that we should have equal charging for foreign and Norwegian vehicles, which we are far from today.
ParlaMint-NO_2010-10-21.ana.ud2350e1437	I have listened to many of the good comments on this matter. The interpellant draws up a very important debate. The problem is that over the few years I've been here on Stortinget – 13 so far – these celebrations and goals have come together. Everyone has stated objectives that it is important that we get more transport from road to sea, and from land to sea in general. Time and again there have been many good and fine visions. It is important that we keep this debate warm, and I will try to get into some points. Otherwise: I have relatively many years of experience from port managers etc. and have worked a lot on these questions before I got to Stortinget, but also afterwards. Some of the things that have been discussed by others, including: The representative of Hoksrud is precisely the problem of the level of taxation of maritime transport. This is one of the things we have to do something about if we're going to get to our goals of turning a larger part of the transport from the land – especially from car traffic – and across the sea. We also see that all the different charges, and the way they are charged, are a problem. It's actually a problem to keep track of these things – fees that are going on in the port you come from, the one you're going to, and then you have the government fees and the fees that come there. In addition, we have gained more competition from foreign vessels, along the Norwegian coast, where we have a different problem issue, namely the NOx fee, which we have here in the country for our ships. Unfortunately, it has been found that when some of the foreign ships have given the bluff to pay these fees, they have not been properly followed up afterwards with a view to obtaining the NOx tax. The foreign vessels may also be members of the Norwegian NOx fund, but unfortunately it turns out that this is not done in a good enough way. We also have many small and family-owned shipping vessels along the coast, with very low equity. In fact, these vessels have major difficulties in renewing themselves in the market that is, and here also comes what has to do with access to capital. Furthermore, it is quite clear that when we are planning new ports and new port structures, the most important thing to do is to get on the road and ask for advice on how to do so, at least be business and the one who is actually going to have their goods transported. We can decide as much as we want, and as many ports as we want, but if the ports are not where business needs it, they will never benefit from that port anyway. Then there are some port users who have major problems using discretion, because it is related to market demand – when the market is going to have a product. Let's take a very large part of the trailer transport that goes on the roads, namely the thermotransport. Yeah, that's just the salmon. Here it is as simple as that if you are not on the market in Paris at five o'clock in the morning on Wednesday, and you have the salmon standing there in fresh condition, then yes, then you haven't sold it. And then you have a problem, because then you can't sell that salmon either. So that's exactly why the velocity is very important. As regards infrastructure in the ports themselves, it is important that these ports have a financial basis for further development. We are now seeing more and more container ships along the ports. In Ålesund we have been visited by increasingly large container boats, yes, the last that has come there are four crane container boats – to illustrate the size of these ships. Then you have to have real infrastructure. But perhaps the most important thing to make these ports work is transport to the ports from the country side, to get some of this goods up to some ports that are competitive with their location, because perhaps the most expensive thing about getting things over from land to sea is just reloading. The most expensive thing for a boat, for a ship that's in traffic, is the time you're actually ashore. It is then important that that infrastructure is in place, and not least that the waterway into these ports is also of such a nature that they are competitive. And another thing: it's quite obvious when you're talking about road-to-sea transport, that it was easier in the old days when you had the big central warehouses that picked things up. Today, in fact, the stocks of many businesses are constantly on their way to businesses. It often happens that maritime transport – if they cannot compete on infrastructure and speed – loses in competition. But the fees and charges are the most important thing.
ParlaMint-NO_2010-10-21.ana.ud2350e1465	I do not believe the representative Hoksrud could have got what the representative Bjørnflaten said. She said – as I see it, in any case – that these reductions in taxes were coming, and she referred to the warning reductions that would come later. Coastal charges have been reduced from 34 to 30 pst. So that's going to be a total decrease of 27 million. kr. The government also has notice that one in the long run is considering reducing other charge elements. So the user payments go down. A common transport policy is important. We therefore also look with interest at proposals by the Right that go on with foreign vehicles – trucks coming into the country and perhaps getting away with something cheap on the charging page. We are very interested in how we can rectify the imbalances there, which will also help to facilitate maritime transport. I believe that the policy of the Progress Party in this sector will lead to more freedom of movement in road construction and in the use of long-distance transport, and that maritime transport will not be strengthened at all if it is the policy to be pursued. Otherwise I have to mention that I think that all those who have said something about the ferry-free coastal route have been involved in something very important.
ParlaMint-NO_2010-10-21.ana.ud2350e1474	I very much agree with the previous speaker in his closing comment. I am also pleased that the representative from the Labour Party, who was now up, has understood and read the draft representative that we have tabled from the Right. It is true that non-resident carriers have completely different conditions on Norwegian roads than Norwegian ones have, and it has created an unfortunate distortion of competition that we have initiated to clean up. It is also the case that as we receive more and more stop-free toll stations, often with high transit costs, this leads to a large loss of revenue to be included in and financed by roads, which is further – of course – distorting competition with Norwegian vehicles and carriers paying their taxes and tolls. It is also the case that we get to a registration system for these non-resident carriers, we also have much greater opportunities to persecute them on Norwegian roads when they drive with non-Norwegian tyres, without chain etc. We believe that here we have promoted a comprehensive and good proposal that will improve the competitive situation of Norwegian vehicles and are pleased – if I should perceive the last representative of the Labour Party as such – that the Workers' Party considers that this is the case.
ParlaMint-NO_2010-10-21.ana.ud2350e1481	I thought it was a good debate, and he didn't get any worse because Øyvind Halleraker also escaped. I didn't think it was at least exciting to have the debate on one transport network. So I would say very clearly that how the government organizes its work is entirely the responsibility of the government. But I think it is exciting to think about how we can assess it in relation to the etats and stronger coordination. The Christian People's Party has not concluded here, but we would like to make a statement about it. Similarly, we know that Sweden has now concluded and started to operate, and Finland is about to conclude. I therefore welcome the signal from the representative of Langeland and the letter from the Minister for Transport, which gives certain openings. On the other hand, I disagree with the representative of Langeland when it comes to the City Tunnel. I am pleased that representatives Røbekk Nørve and Andersen Eide have just seen the possibilities in the Stad tunnel, which also for maritime transport will be very important. In this debate, it's also fun to be together with the Progress Party to reduce user payments, because it's not like we're always together with the Progress Party to reduce user payments in all areas. I also share an outrageous view of the Progress Party. At the same time, I feel that the Advance Party wants to have greater trust in this area than any other party, and I do not agree with that. For it is that the Progress Party does not have a single penny more than that of the other representatives here. That's why the Progress Party is actually getting its trust in this area – I think – less than the other parties. Finally, I would like to say that we are eagerly waiting for a climate cure that comes as a big message from the government in 2011. In this area – and there has not been so much in the debate – we have great expectations from the Christian People's Party, because some of the investments that will be most profitable will be, among other things. maritime transport in order to reduce greenhouse gas emissions. That is why I thought it was very good and I would like to give tribute to the Council of State for having an active dialogue with the actors. I hope that the dialogue with the actors can just lead to concrete results when the government comes up with a big message on the Climate Action in spring 2011, because I believe that the investments in maritime transport can be some of the most profitable. So we're talking about money here, but if we're going to get the most back for the money, we're going to have to bet within this sector.
