ParlaMint-NO_2010-05-06.ana.ud710e48	The representative of Mr Harald T. Nesvik will present a proposal for a representative.
ParlaMint-NO_2010-05-06.ana.ud710e862	First of all, I would like to thank you for the presentation, and in particular for the very important work that has been done to finalise the establishment of the Barents Sea and the Polish Sea against Russia. It's foreign policy of very important note, and we're very grateful for the job that's been done, so that one should not get up in difficult situations in every way in the future. The Foreign Minister’s presentation pointed out that eurocooperation is now facing major challenges — yes, problems, in normal Norwegian language. German Chancellor Angela Merkel has said it says about the future of the European Union. According to the evening post today, she said the following in the German Bundestag yesterday: ‘If the aid package is not voted on, the whole of EU cooperation and the single currency may be at risk.’ Further: ‘We must draw lessons from what has happened. We must prevent instability in the euro zone and we have a duty to ensure that the EU stands on a stable foundation. Countries which do not comply with the rules on the ceiling on budget deficits must be met by penalties. Anyone who does not abide by the rules must be excluded from euro cooperation.» The representative, Mr Højbrätten, said precisely in this debate that the Union has major problems when it does not have large enough federal budgets. The Minister for Foreign Affairs pointed out in his statement that there are problems with ‘having a single currency, without having a common fiscal policy’. That's right. Over time, it is not possible to have a single currency without a common fiscal policy – this in order to ensure democratic stability. But this is just another way of saying that an economic union must be linked to the establishment of a political union. In other words, the Union must develop into a state of common political leadership, based on democratic elections among the citizens of the Union. Political management must also, as a matter of course, also be empowered to issue taxes and levies to the Union's federal budget. Thus, the Union’s political leadership will be able to obtain the necessary financial resources, if they tax citizens and businesses hard enough, to correct for a socio-economic negative development in some of the Länder of the Union. The establishment of such a political union will enable one to receive Europe's response to the United States of America, namely the United States of Europe. These are precisely the objectives of the European Movement in Norway and their European superstructure, the European Movement. However, the popularization of the Union project is falling. The well-being that is now being introduced in a number of EU countries to maintain a common monetary policy further weakens the popular commitment to the Union project. In addition, when we know that the citizens of the Union are conducting the political conversation in many different languages, there is not a common political change of words. In this situation, Norway has a special responsibility. We have a special responsibility to show ourselves as a different country, which is not seaworthy enough, but which is leading it as a small language in a world of great difficulty.
ParlaMint-NO_2010-05-06.ana.ud710e885	The Foreign Minister’s statement on Tuesday and today’s debate are on important EU and EEA issues. A clearly important issue is the economic situation in many EU and EEA countries. The size has discussed Iceland and their challenges several times. Today I will touch Greece, as the Foreign Minister did in his statement. And in fact, the situation in Greece has become even more acute, just since the statement on Tuesday. Why do I mention this? Yes, because it is also of interest to Norway, sail whether we are neither EU members nor part of euro cooperation. The euro countries are our closest allies and our main trading partners. It is in Norway's interest that the economy and state finances of the euro area countries are in order. The state financial crisis in Greece is serious, and it puts eurocooperation to the test – probably the largest sample since the introduction of the euro in 2002. The causes of the problems in Greece include: weak budgetary management and poor financial policies, impaired credibility as a result of the manipulation of budgetary statistics and prospects for weak economic growth. In all, Greece has considerable responsibility for the sea, and I do not envy my party trap and the leader of Socialist International, Prime Minister Papandreou. Let us hope that Greece and Papandreou will succeed in their efforts. The Stabilisation Programme as recently agreed by Greece, the International Monetary Fund and the EU is important, and it will hopefully lead to Greece being able to serve its sovereign debt. The crisis in Greece has also led to concerns about the financial situation in other euro area countries that are also struggling with large government debt and low economic growth, Spain, Portugal, Ireland and Italy — not to the same extent as in Greece. It may also have an effect on Norway. Just think of all the Nordics who live in Spain. Maybe they're sitting with a dwelling they don't get sold if the problems were to escalate. And what impact can it have on Norwegian businesses and Norwegian businesses if these markets collapse? It is not that the situation in Greece, Spain and Portugal is of importance only to them, it is also of importance to Norway. The crisis in Greece and the subsequent rescue package have created a great deal of political commitment, especially in Germany, where this has become domestic policy, and actually characterises the partial election campaign ahead of Sunday's important elections in North Rhine-Westphalia. The debate in Germany is about how the rescue package and Germany's contribution will affect the German economy, German fiscal policy and thus German domestic policy. Tomorrow I will meet with colleagues in the Bundestag in Berlin. They are all affected by the financial challenges in the euro area countries, and many are actually concerned about the future of the euro. So serious is the situation.
ParlaMint-NO_2010-05-06.ana.ud710e896	Let me first thank the Foreign Minister for a useful and thorough presentation. The Council of State was in the context of the Treaty of Lisbon. It has been said to contribute to a more democratic and effective European Union. At the same time, we see that the Treaty makes the EU more and more approaching a European Federation, where power is concentrated around the largest countries, and where several of the decisions are to be taken by a majority. The process of the adoption of the EU basic law itself demonstrates how the Union’s leadership resorts to undemocratic means of overcoming the will of the people. The rejection of the Constitution in several countries made no greater impression than the making of a slightly editorial rewriting and providing for a new treatment, this time without going about asking the people again — where the exception was Ireland, where the country’s constitution provided for a vote. Irene also said no, but after massive pressure and much unilateral information they finally agreed yes. The constitutional process confirms that the development of the Union is not rooted in public opinion. In this way, it can be said that the Council of State is right to say that the process ‘illustrates the nature of EU cooperation’. Governments also briefed on the work of what may be called the EEA Committee. I am very pleased that the Government has put down such a sample and will have a review of the EEA Agreement and its consequences. I have great expectations for that sample. It is important that we look at how the agreement has had consequences for district policy, business, management of natural resources and local democracy. It's especially local democracy I want to spend some time on. From my home country, Nord-Trøndelag, we have examples that bureaucrats in Brussels have gone into several issues that can be said that it is most natural to be determined locally, from whichever banking connection the municipality wishes to choose, where one cannot emphasise regional development as one of the criteria in the choice of bank, to put chains in the wheels for bets both on windmills and broadband through the county-owned power company. This picture is quite far from what was told by the EEA members when they wanted to bring the case to Stortinget in the early 1990s. These are examples that it is important for the sample to include in its job. The committee must leave the offices, meet local politicians, business people and others who experience the consequences of the agreement on a daily basis. There are different views on the agreement in Stortinget. Some think it is good, others think it is the best of bad alternatives, and some are strongly critical of the agreement. In any case, it is important that we now look at the consequences of the EEA Agreement and the developments that have taken place are developments that we want to participate in in the future.
ParlaMint-NO_2010-05-06.ana.ud710e911	This debate shows that there is a big gap in the view of what the EU is. Peter N. Myhre said that there was «too much social democracy». I will agree with him that there is a lot of social democracy – but not too much – in EU cooperation. That is how the representative says – and I agree – that Norway is a ‘other country in a world of great difficulty’. [[...]] The reason for this is not that we are not in the EU, but it is because we have had a high level of employment over many decades, we have had high oil and gas revenues, and we have a good government. The economic crisis in Europe is not due to EU cooperation. It's coming out of the global financial crisis. The debt problems are due to the fact that most countries had to raise large loans to save the banking system and to stimulate the economy. Greece is in a special situation. This is because the country has not pursued a sustainable economic policy. They have granted themselves welfare schemes to which they have not had an economy, and they have cheated on numbers and statistics. So it's true that with dragons, they might not be able to raise such a large loan, because the credit rating would be lower. But going back to dragons and getting the opportunity – as some people have pointed out here – to de-evaluation is to push the burdens on others instead of settling themselves. I do not think that is a policy we should see as desirable. There is no doubt that a single currency is demanding, and it demands that the Member States conduct an economic policy within the framework agreed upon in terms of deficits and debt. That is why Eurocooperation is now on a major test, caused by the international financial crisis and its consequences, and we do not know the end of it. But it is another country in Europe that is also bad out there, namely Iceland, and that country is not part of the EU's monetary union. Also there is the cause of the crisis to find its own policies. The situation in Norway is outstanding: money on the book and profits on the budget. What brought the Norwegian interest rate level down to the European level was, of course, the conversion of monetary policy in 2001, when we put ourselves on the same principle as we did in the European Union. There was a great advantage in the situation we are now in. So a little word about Storting's ability to handle important things in good time. For a while ago, the evening post had an article about eCall – the thing that is going to call a central if we are going outside the road – and I thought this is a new data directive. It was mentioned in detail in the National Transport Plan of the government last year. Then I became curious about what the committee said in its comments – not one word. So it's going to be something to stir up the Biggest in future issues.
ParlaMint-NO_2010-05-06.ana.ud710e930	Much has been said in the debate on economic problems and the impact of the financial crisis in the EU and euro area countries, but little has been said about how these countries can get out of the crisis. The Minister for Foreign Affairs has also made no mention of the extensive European research cooperation and developments in this area, which will have a significant impact on Norwegian research in the years to come. I would therefore like to take the opportunity to ask some questions about this. The ERA shall ensure the free flow of researchers and knowledge in Europe by 2020, as referred to as the fifth freedom. It is obvious that the EU has great ambitions for the development of its research effort, and ERA goes from voluntary intergovernmental cooperation to a shared area of competence between the EU and its Member States after the entry into force of the Treaty of Lisbon. A note from the Research Councils of the Norwegian EU delegation shows that EEA countries have to expect major challenges for further involvement in ERA. As ERA is not covered by the EEA Agreement, there is no automatic means for Norway to participate in new initiatives in this area. Anneli Pauli, Vice-President of the Directorate-General for Research, also stressed during his recent Norway visit that Norway had to be very active to achieve this. Research councils believe that there is a tendency for EU Member States to want to distinguish EU 27 from other European countries outside the EU. It will then be an important task for Norway to highlight the specific nature of the EEA Agreement. I would like to challenge the Minister of Foreign Affairs whether the Government will give priority to achieving a stronger link between the EEA Agreement and ERA in order to ensure Norwegian full participation in what is the largest arena of international research cooperation for Norwegian researchers and institutions. Norway will, of course, also have to decide on a number of research policy choices, such as participation in joint programme cooperation, so-called ‘Joint Programming’, and European cooperation on infrastructure. Norwegian rules on research mobility and knowledge transfer must also be harmonised with EU legislation. Then, of course, comes the budgetary consequences of the EU's ambitious plans for increasing its investment. I assume that the Minister of Foreign Affairs is more concerned about how he and the Government can ensure a continued strong position for Norway’s participation as European research cooperation is now increasingly integrated into the EU and the level of ambition is increasing. It would be very harmful for Norway’s knowledge development and value creation if our position in the field of research was weakened as a result of the sad fact that we chose to stand outside the EU.
ParlaMint-NO_2010-05-06.ana.ud710e941	I would like to thank you for a good debate, which also had temperature. To the representative, Mr Tetzschner, I would also like to thank the Council for how I should comment and respond to posts. With regard to the head of the Foreign Affairs Committee, I have so much respect for her that I think I can both comment on what she says, and what I think she has not said, because my statement also mentioned other areas. But I'm taking with me the recordings from the representative Tetzschner. I think what we've been trying to achieve in recent years is to create more information – more channels for what's happening in the EU into the Biggest. We have carried out a thorough, publicly available assessment of the Treaty of Lisbon. We have our EEA strategies, foreign policy cooperation, Schengen cooperation, these presentations, etc. The Committee on the Environment, Public Health and Consumer Protection has stressed that the various committees can also take their own initiatives. The various expert councils can answer questions. The various representatives of the Committees may also put matters on the agenda. So to the representative, Astrup, I would like to say that there is a bit of a mistake in whether the Minister for Foreign Affairs should be standing there and give a detailed response in assessments of all kinds of professional directives. I believe that in relation to issues relating to the ETS Directive, the best addressees of the issues are the Minister for Oil and Energy and the Minister for the Environment, in addition to the broad lines that the Minister for Foreign Affairs would normally like to mention. I would like to say to Mr Woldseth that in the case of the Baltic States, which are in a difficult situation, Norway is following that development very closely. I can't follow her reasoning, which, as I heard, went on that now is the financial problem, then there's going to be increased crime, we have to consider doing something with the boundaries. That's not the point. We have an EEA agreement where there is free movement of labour in this area, and we have to stand by our Baltic friends and neighbours within the framework we have. One of these areas is to strengthen cooperation against crime — get to return agreements, in which the Minister of Justice is actively involved. As regards the Data Storage Directive and the representative Tetzschner, this Directive, as it exists, is subject to a review, in particular in the light of developments in technology. As early as 2006, when the Directive was adopted, it had been taken into account that EU countries had to make assessments of the scope of storage obligations and new communication technologies. So there's a notified change coming. It is natural that we listen to what is happening, but what we have to decide on is the directive that is there, and that debate must be taken. Any adjustments in the directive will not come until 2012, so we have to make our choice before that time, as I see it. So to the representative of Warloe, research is very central. This is mentioned in previous presentations here, and I can say that the Minister of Research had a thorough review in the recent European Committee, which the representative also followed. She confirmed what he said – that we are very concerned about this, and there is a lot at stake for Norway in how we secure our influence and how we are drivers. It has the full attention of the Government, and it is not unnatural for attention to be given in future presentations. It wasn't this time, but it's been in the past.
ParlaMint-NO_2010-05-06.ana.ud710e956	There has been a good and interesting debate, and I will reassure those who have suspected that I am not interested in the situation in Greece, and say that that situation follows both me and my party closely, like everyone else. I've also spent a lot of my debate time in national media this week talking about this particular situation, because it's serious, and what happened in Greece yesterday, of course, is also deeply tragic. When I chose the focus I had in my post, it was to focus on what the Storting has the opportunity to intervene in terms of influence and positions. That is why I found it a little strange that the statement by the Minister for Foreign Affairs, which was also a good analysis, a good description of the situation, as I also pointed out in my post, first on page 13 of 17 pages, came up with what was relevant to the EU and EEA issues, which are relevant to Norway and Norway's positions. It is clearly difficult for a government that is composed of yes-parties and no-parties – it is something that can happen in many contexts in the future, no matter who forms government in this country; here there are two no-parties that will yet be able to form a consistent strategy out of the EEA. The representative, Mr. Bård Vegar Solhjell, even believed that Norway should have an association similar to that of Switzerland. He said in a reply that this could be the case, and I would just like to remind you that the European Parliament's Internal Market Committee has just carried out an evaluation of both the EEA Agreement and the bilateral agreements with Switzerland. With regard to the bilateral agreements to Switzerland, they were described as static, inadequate, heavy-wine and problematic, and it may not be a leading star for Norway’s relationship to Europe. Nor is it unexpected that two no-parties, such as the SV and the Center Party, want to focus on what is not going very well in Europe right now. More importantly, through this debate on the presentation, the Stortinget has the opportunity to focus on how Norwegian interests can be safeguarded in a Europe and in an EU that is becoming increasingly complex, increasingly unwieldy, and where it is becoming increasingly difficult, even according to the Minister for Foreign Affairs, to care for Norwegian interests and to be heard. As the Foreign Minister said in the line change we had here instead, you have to live with differences. I respect the Minister of Foreign Affairs, both professionally and personally, but at the same time I believe that it cannot be that, in debates in the Grand Duchy, when we do not choose to follow the direction that the Minister of Foreign Affairs wants us to follow, we get strong criticism, and then we hear it from the Parliament's Chair. There must be room for us to have different ways of putting up our posts, different ways of debating, and I believe that through a stronger debate on what is actually going on in the EU in the next few months, the next few years – not just what has been going on since the previous presentation – we could have a huge increase that was better involved in how we can influence Norwegian positions in the EU.
ParlaMint-NO_2010-05-06.ana.ud710e968	That is exactly what some have tried to say in the debate: What are the challenges facing the EU? What is the challenge in relation to the euro? We want to lift that debate and not just talk about the internal game between big business and government. I took the floor because of a line from the always engaged representative Svein Roald Hansen – who I very often agree with, but we have a slightly different approach to this matter. He had a line to Per Olaf Lundtigen. What surprises me about Svein Roald Hansen’s contributions is that in almost all EU debates, the EU’s important and heavy importance is being raised – how much the EU means for European development. But now that we are faced with a major financial crisis, major economic problems, major monetary problems, we must dispel the role of the European Union as much as possible. It would have been interesting to hear what the representative Hansen thinks: what is the European Union's answer? What will be the impact on the EU's development of the crisis we are now facing? And what does the former leader of the European movement think could be a natural path for the European Union? So the representative draws the comparison between the dragons and the Icelandic krona. What's interesting then is to see what the Icelandic Finance Minister has said. He has said that it has been a great advantage for Iceland that they have not been tied to the euro, precisely because they have had a weaker currency that has given them greater competitiveness and the opportunity to travel Iceland's economy faster on foot. Iceland's own finance minister has thus promised as an advantage, when they are in a deep crisis, that they have had their own monetary policy that has made them more competitive and that they are rising faster. Does Svein Roald Hansen agree with that assessment?
ParlaMint-NO_2010-05-06.ana.ud710e977	I do not have the right to a Swiss solution. The government statement says that we should not become members of the EU, but that we should have the EEA Agreement. On the other hand, I have said that a number of different forms of association with the EU have proven historically to work well for Norway in a trade agreement. Switzerland's solution works for Switzerland. In addition to the debate that has been taking place here, I referred to the renewal, change, modernisation of the EEA Agreement. The description given by the representative Eriksen Soreide of the Swiss solution is, of course, to be confused with the description of the EEA agreement given by many yes-people in Norway when they criticize him. But what I'm drawing for was how it was like that there are no people in the government, makes it especially important for us to have a strategy that would somehow make it less interesting for us in the government party to be active in the European policy. For my part, I have to say that it is very opposite. As long as I have been involved in European policy and foreign policy, I have been particularly concerned that Norway, as a non-EU country, should seek influence, have debate on developments in Europe and be active in European policy. I must say that I am also aware that since I have said no to the EU, it is a particular responsibility to find good arrangements and be active there. The fact that many no-people are occupied with it is a contributing reason why the Government has made a lot of moves and changes to make sure that we are at an early stage in taking positions, taking an active part at different levels, making sure that there is Norwegian representation, and that we have knowledge of what is happening in Europe. What is quite positive is that many, both those who are Europeans, and those who are Europeans, have gradually been occupied by that dimension and accepted that we will have the connection we have for a while. We have to find a good way to have it. So I'll just comment again that a necessary commitment to have early influence, e.g. on the Data Storage Directive, which came up here, is, of course, to have an early point of view. It is therefore important that we actually follow the European debates early, go into them, make up our minds and use the channels we have to influence. In addition to that, we have freedom of action and can make up our political views and have some kind of influence that will have an impact on the EU debate. It may also have meaning in the debate on the Data Storage Directive.
ParlaMint-NO_2010-05-06.ana.ud710e988	The representative Svein Roald Hansen has had the word twice before and gets the word for a short remark, limited to 1 minute.
ParlaMint-NO_2010-05-06.ana.ud710e991	I asked for the floor because the representative, Ms. Ine M. Eriksen Soreide, said that the issues in question first came on page 13 of 17 in the Minister of Foreign Affairs' statement. On page 5, the statement mentions what is the most important change since the last presentation, the Treaty of Lisbon, which crosses everything else we have to do. The five fronts deal with the current economic crisis. I fully agree with the Minister for Foreign Affairs that the specific issues involved, the directives, should not become a matter between the Foreign Affairs Committee primarily and the Minister for Foreign Affairs. There shall be a case between the Scientific Committees and the Scientific Councils. They must be held responsible. Then I got a challenge from my colleague here, which is a bit demanding in 15 seconds. But let me just say that I believe the role of the European Union in the situation that has been has been very important. Without the cooperation there, the coordination of measures against the financial crisis could not have taken place. Iceland, its own currency – it has been an advantage, yes, but it is to shift the burden to other countries.
ParlaMint-NO_2010-05-06.ana.ud710e1000	My good colleague, as the parliamentary leader and committee member, Mr. Bård Vegar Solhjell, summed up the reality of this debate in an excellent way when he said: we are going to be members of the EEA for a while to come. That's what I think the Storting is wise to base. This debate has been refreshing. We've got our point of view broken, not just on questions of form of association, but even more important on how Norway works with the form of association we have. On the part of the Christian People's Party, we are concerned that we should develop our relationship in terms of content, also at the institutional level, but nevertheless firmly anchored in the fact that it is in Norway's interest to maintain the kind of connection that we have today. The Lisbon Treaty strengthens the role of the European Parliament. The so-called codecision procedure extends it to almost all legislation. National parliaments are given a formal role in the EU decision-making process as guardians of principles of subsidiarity and proportionality. For this reason, it is quite appropriate that the Storting should take the initiative – and now be set up – to set up an official broadcasting system to work towards the European Parliament in order to ensure better access to information and contact. This gives Stortinget the opportunity to get involved in concrete issues in the previous phase. I expect that it will also give the European Committee of the Regions the opportunity to have a proactive role, as I see the intention of the Chairman of the Committee's speeches here today, much more so than the situation has now existed. The important debate on the Data Storage Directive enters a new phase in the next few days. Let me therefore underline what the Minister for Foreign Affairs said. In January, Commissioner Malmström said that she would look into the Data Storage Directive. She would have more certainty about what happens to the data collected, and who will have access to it. But it is not the revised directive that we now have on the table. It is the Directive that has been set up for a time that has been consulted. We know the directive and its implications and the opinions of the hearing bodies. Some have to be taken into consideration. Those of us who have taken a stand have among other things. thought of as the head of the Lund Commission, Ketil Lund, who strongly warns against the directive and says it is extremely scary. It's an invasion of privacy, and it represents an aggressive surveillance interest that we until now have not known.
ParlaMint-NO_2010-05-06.ana.ud710e1011	What made me draw was the last post of the chairman of the Foreign Affairs Committee. I have to admit that I still think it is very perceptive that representatives from the Right – okay, you could say that the financial crisis, unemployment and debt crisis were the problems of the past, but I just have to say that it is not a description of reality that I recognize. If we were just to take the Right starting point, as a business-friendly party, when we know that 80 pst. of our exports go to EU countries – if only we had taken the hat – the head of the Foreign Affairs Committee would be absolutely aware that the financial crisis, debt crisis and unemployment will also be part of the major challenges of the future linked to the EU and related to EU cooperation. I also just want to say this as a general comment, because almost any debate we have on Europe matters ends up quickly in a type of yes or no to EU discussion. It may be natural that it's like this in a country like ours. I respect it. But I also want to stress – to continue the starting point of the Highbridge: love, faith and hope – that the EU is neither heaven nor hell. The EU is a democratic institution, which is what we do politically. That is why, as parliamentarians, we should take it a little more often and describe Europe's problems in a slightly different way than being in the wings, yes or no to membership. The challenges now facing Europe are so great that we owe it to Norwegian society and the Norwegian people to be something more balanced than to argue from a yes-view or a no-view.
ParlaMint-NO_2010-05-06.ana.ud710e1018	Ine M. Eriksen Soreide has had the word twice and gets the word for a brief remark.
ParlaMint-NO_2010-05-06.ana.ud710e1021	I have not thought at any time in the debate that the debt crisis in Greece and the financial problems that are being experienced are the problems of the past. Rather, on the contrary, it is one of the challenges of the future. My point was that the statement bears a great deal of emphasis on addressing things that have happened in the EU since the last time with regard to EEA-relevant legislation for Norway, for example. And to Svein Roald Hansen: So on page 13, the statement starts with, "I want to mention some of the relevant EEA issues." That's what was just my point. I am of the opinion that this presentation debate should not be a matter between the Foreign Affairs and Defence Committee and the Minister for Foreign Affairs. That is precisely why we have this debate in an open room, so that all the committees can participate in matters that are relevant to their areas, which I feel some of the members of other committees have also done in this Chamber. I think that's good. It helps to revitalise the debate on what will be Norway's positions on the relevant legislative acts in the future.
ParlaMint-NO_2010-05-06.ana.ud710e1028	We're going to have respect for the way we put up our posts, said the head of the Foreign Affairs Committee. I agree. But let me say, when she has said twice in this room that she has mentioned this in debates in the media: I have heard her in those debates in the media, I think she was good and current, but that cannot be compensated for what we say in the big room. I think it's a bit strange approach. Then she says that I mostly reflect on what has happened “since the last.” Yes, it is often useful to reflect on what has happened since the last time. But I think the approach is strange, because the Treaty of Lisbon has been adopted since the last, and has entered into force. There's no news of any yesterday. The effect of the Lisbon Agreement is ahead of us, and, as Mr Hansen said, this statement has a detailed review of what it can mean for us. So I think we have to make a choice. This statement follows largely the model that has been followed since 2006–2007, that it has a reference to current European policy developments that are important for the framework of our debate, and then has a reference to a number of issues. If Stortinget wants it to be a list of issues from start to finish, I'm open to considering it. I believe that we need the framework, and we need the issues, and I would also like to say that this must be the case, as others have said here, that with the framework we now have, with the technology we have – The Storting must even be represented in Brussels – the size of all matters relevant to the possible impact on Norway cannot wait for it to be the Foreign Minister's statement that lists them. The programme for the European Commission is available online and can be read. It is an assessment of what is relevant and not relevant, what becomes EEA-relevant and not EEA-relevant. But I would also like to thank you for a good debate. I believe it has had both temperature and direction and has been useful for the further work.
ParlaMint-NO_2010-05-06.ana.ud710e1039	Several have not asked for the floor on case No. 1st@item: inlistbox [[See page 3211]]
ParlaMint-NO_2010-05-06.ana.ud710e1055	At the request of the Economic and Social Committee, the President will propose that speaking time be limited to 40 minutes and allocated by up to 5 minutes to each party and up to 5 minutes to the Council of State. In addition, the President will propose that there should be a change of line after the speakers who have the floor within the allocated speaking time. Furthermore, it is suggested that those who have to sign up to the list of speakers in addition to the allocated speaking time should have a speaking time of up to 3 minutes. – It shall be deemed to have been adopted.
ParlaMint-NO_2010-05-06.ana.ud710e1064	The Deltakers Act and the Raw Fish Act are important pillars of fisheries policy. Let me start by saying that there is a positive consensus on the implementation of the raw fish law and the Fish Exports Act. The sales laws themselves, in cooperation with economic operators, have to adapt to the most appropriate forms of sales to ensure value creation and control of the resource take-off. Fishing resources must be managed in a long-term perspective. The importance of viable populations must be given to short-term nutritional reasons so that fish resources can continue to provide a basis for employment both at sea and on land. The Committee notes that the Government questions whether it is still appropriate to submit a communication on the implementation of the raw fish law and the Fish Exports Act every two years and invites the Stortinge to make its views known. A single committee considers that although the information contained in the notification is publicly available on different websites, it is important that the Storting should be able to regularly discuss various issues related to the implementation of the raw fish law and the Fish Exports Act. It is therefore agreed that current practices should be continued. The six fish sales laws are private legal entities organised as cooperatives where only fishermen can be members. The sales teams have the exclusive right to market raw fish, etc. first and foremost. in Norway. In addition, the level of sales has an increasing role to be played by public administrations in a number of different areas. The Committee agrees with the Ministry that questions may be asked as to whether there should be a limit on the administrative capacity of an organisation reserved only for fishermen. In addition, the Committee considers that a high level of awareness related to the boundaries between the public and private activities of the sales teams is important. The pilot project with a separate mediation body with two mediation names – one for white fish and one for pelagic fish – entered into force on 1 January 2007. The pilot project has been evaluated and the report shows clear differences between the pelagic sector and the whitefish sector in the use of the mediation body. The brokering body has a better anchoring on the buyer's side than on the fishermen's side, and the mediation body has a better anchoring in the pelagic sector than in the whitefish sector. However, none of the operators on the fishing side, whether in the pelagic sector or in the whitefish sector, would like to see the testing system continued. We welcome feedback from the Government on how the evaluation should be followed up. The winter 2009 was very demanding for the marketing of white fish, while the demand for salmon and pelagic fish was relatively good. The fishing industry faced credit challenges as a result of poorer demand for white fish, and stocks became high. However, the parties agreed to reduce the minimum price for cod. First-hand sales of short-term sales have been a challenge for the sales teams for several years. The Norwegian land industry has not had the capacity to accept all deliveries from the fishing fleet. Since 2002, the Ministry has granted annual derogations to Norway’s raw fish teams to use Russian merchant vessels up to a certain quantity to remedy the situation. The Committee has taken note of the fact that the raw fish layer has made little use of the derogation in recent years, and a majority of the lots, all except the Advance Party, therefore consider that such a derogation should not be granted unless a concrete need is more likely to be made at the time of the application for the derogation. Norwegian seafood is one of our most important exports, next to oil and gas. Norway is now exporting seafood to 150 countries. A Joint Committee is pleased that the Ministry has decided to fix the market charge for all exports of fish and fishery products at 0,75 p.m., in order to strengthen the generic market work for white fish, pelagic fish and shrimp. Norwegian maritime nutrition is dependent on stable framework conditions to maintain profitability and increase international market shares. Finally, I would like to stress that the Committee agrees that it is therefore important to pursue a tight economic policy, so that the krone price and the interest rate are kept at the lowest possible level. On behalf of a Joint Committee, I recommend that the notification be annexed to the Protocol.
ParlaMint-NO_2010-05-06.ana.ud710e1085	This Communication is an information to the Stortinget on the implementation of the raw fish law and the Fish Exports Act in 2007-2008, and some issues from 2009. The Committee's work has focused on six areas: the role of the sales teams as publicly managing the mediation body the fish sales laws and the financial crisis foreign merchant vessels control implementation of the Fish Exports Act; The Committee agrees that the system of reporting to the Storting should be continued. The sales structure has not changed in those years. It is still the case that the sales laws have exclusive rights to all primary sales of raw fish in Norway, as well as an increasing role of public administrations in several areas. The Committee agrees with the Ministry that questions may be asked as to whether there should be a limit on the administrative capacity of an organisation reserved only for fishermen. In this case, the Progress Party and the Right are trying to mark their fisheries policy through their comments, inter alia. by proposing a review of the Law on Raw Fish, including the system of fixing the minimum price. In the same breath, I would like to make it clear that the authorities do not have, or should have, any role in setting the minimum price. This case refers to the complete difference between the Right and the Advance Party on the one hand and the Labour Party on the other, and I think that is really good. What the Progress Party really wants is to liberalise the entire fishing industry, not just the raw fish law. The industry will develop without bureaucratic barriers — free slip, free slip. Yes, the programme for the Progress Party even states that liberalisation is too slow. Liberalisation means that politicians adopt less government governance and that more in society is left to the market. If I don't remember correctly, the beginning of the financial crisis we're now in, rotting mortgages in the United States. It was a result of market liberalism in practice. In this case, the Right has thrown itself on the team with the Advance Party. I think that's a strange operation. The Right Programme states that a review of the Raw Fish Act is sought, but at the same time, it is said, in the same sling, that the Raw Fish Act provides a basis for an efficient and well-organised market place and good resource control. In addition, the lot will allow to enter into individual agreements between the buyer and the seller on the supply of fish and that this must be incorporated into the commercial rules of the sales laws. Most fishing vessels will fish where they are the most fish, and they are totally dependent on predictable framework conditions, such as minimum prices negotiated and regulated. How many fishermen have energy to negotiate price over the quay after a long day at sea? The working party will still ensure that the raw fish law and the fish sales laws are guarantees for clean and fair trading conditions. Actors on land and sea have been shown to appreciate this, and central to this is the exclusive right of movement under the law. Important control work is carried out by the sales teams, and large quantities of sales information are reported and transferred to the authorities as the basis for the management task. In the view of the Workers' Party, the Law on Raw Fish appears to be an adapted and necessary framework for ensuring fishermen's participation and contributing to healthy competition, market-right price and equal treatment of fishermen and purchasers. Finally, for the sake of order: the Soria Moria declaration is clear that the raw fish law and the participant law must be maintained.
ParlaMint-NO_2010-05-06.ana.ud710e1136	It opens for line chord shifts.
ParlaMint-NO_2010-05-06.ana.ud710e1139	The representative Lillian Hansen had a very interesting post, in which she finally came up with what is the government's policy, while the rest of the post was used to try to pretend that she was doing well on other parties' policies. I would like to quote the following from the setting: ‘The Committee notes that in the winter of 2009 the placing on the market of white fish was very demanding [[...]] It shows how well it worked for pelagic fish, and how well it worked for salmon. Furthermore, it has been said that you should be able to look at the administrative level – that is, how much administrative burden you should be able to add to the sales laws. Then it becomes very strange when the representative Lillian Hansen finally says that we should have a proper market price set. It is strange that you leave to an actor to set the price. It's not a market price, it's a given price from a special actor, i.e. the point of sale. I would like to ask the representative the following questions: What will be done about changes in the raw fish law, so that we do not have to have the situation we had this winter, once again?
