ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u1	Mrs de Laveleye is not yet here. Mr Ravyts, you have the floor.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u59	Mr Raskin, the government does indeed have the ambition to make the company fleet emission-free. We have entered the ambitious date of 2026 in the coalition agreement. From then on, only emission-free commercial vehicles should be placed on the market. I welcome Minister Van Peteghem's proposals. He takes the cow by the horns and immediately works on this important climate measure through fiscal reforms, which are now being discussed further in the government. It is known from stakeholder research that this measure can reduce transport non-ETS emissions by more than 10 million tonnes of CO2 by 2030. The reduction would even increase to more than 2 million tonnes per year. I do not need to remind you that the Flemish Energy and Climate Plan 2021-2030 also refers to the measure and that in the past the Flemish Government has already urged the federal level to speed it up. As far as your specific questions are concerned, Minister Van Peteghem's proposals cover more than what has been discussed in the public debate so far. By also increasing climate ambition for vans, trucks, loading posts and the mobility budget, he has put on the table an interesting package of measures to bring our country to the frontrunners of emission-free mobility in Europe and even worldwide. This is good not only for the climate, but also for air quality, in connection with which infringement proceedings are under way against Antwerp and Brussels for breach of air quality standards. Moreover, given today's technological revolution, there is no doubt that leading the way ahead will create the job and entrepreneurial opportunities of the future. It is still too early to comment on the size of the company car fleet after the reform, which depends on the specific parameters, which are still being discussed. Just by working simultaneously to improve the mobility budget, Mr Van Peteghem sends the signal that he also wants to use the modal shift for commuting. Of course, he has my support for that. The fossil fleet is far from circular. Every year in Belgium, we convert more than 10 billion litres of motor fuels into waste products that enter the atmosphere and cause damage. A mobility system with soft means of transport and vehicles powered by electricity or renewable energy is an important step towards a circular model. Metals can be much better reused and recycled. To this end, we want to impose an obligation on producers to recycle an increasing proportion of metals from, for example, batteries. This now lies in the new European directive on batteries, which originates in the circular economy component of the Green Deal. Furthermore, electric vehicles have a much smaller climate impact than petrol or diesel cars, even if they are partly powered by power from gas plants. Honestly, I'm a little surprised at your third question. The answer lies in regional policy and there is some error. The reason why an important part of the diesel cars in the company car fleet is now being carried out is the same as why electric cars can flow to the private park in the future, namely vehicle tax. It is the regions that set the rates for the tax on entry and traffic tax. In the Flemish Government, your party colleague, Diependaele, is competent in this matter. The BIV and VB rightly penalise diesel cars. That is one of the reasons why, fortunately, these cars do not all disappear from the company car park to the private car park. If BIV and traffic tax are relatively more advantageous for emissions-free vehicles, they will indeed be able to find their way to the private car fleet and benefit local air quality and low greenhouse gas emissions in the non-ETS sectors throughout their lifetime. I note that regional autotaxism now also benefits cars on fossil gas. This is a first point of work when we are concerned about the flow of emission-free cars to the private fleet. In addition, we can increase the attractiveness of electric driving by improving the price ratio between motor fuels and electricity. Again, it is largely the Regions that are competent about the many costs that are passed on in the electricity bill. I look forward to a decisive intervention, including in Flanders, which also alleviates the electricity bill in that area.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u60	Madam Secretary, thank you for your answer. The fact that an electric car in itself emits less CO2 is logical and obvious. The question is how much CO2 may be released when generating the electricity. But that wasn't the discussion. I'll get back to you because you're allergic to it. Of course, it's a difficult story. It was initially a bill from Mr Lachaert, which was on the Committee's table before the Vivaldi government was installed. Mr Van Peteghem then had to take the flight forward and communicate about his preliminary draft due to leaks at IKW level. On Friday 7 May 2021 it was on the agenda of the nuclear cabinet, but no decision was taken. Instead of referring in particular to the regional level, especially Flanders, it is best to concentrate on the federal level. After all, I will tell you where the shoe is pinching, Madam Secretary. The socialists are most affected, of course because they are afraid of the budgetary impact. The Finance Inspectorate's note is very clear on this: EUR 700 million less income from corporate taxes, with a further EUR hundreds of millions less in excise duties. Madam Minister, the problem is of course also with your political family, because you are struggling with a proposal that might make the company car system even more attractive, given the 100% tax deductibility in the future, which may lead to no car being taken off the road. We certainly look forward with great interest to the progress of the project.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u61	Madam President, Madam Secretary, you are a diligent tweeter. On 4 May, following the new rise in the CO2 price, you tweeted: "The revenues from the sale of allowances flow back to the Member States. The federal government wants to conclude a new cooperation agreement for COP26 in Glasgow, so that the funds are available for, among other things, climate investment by the various governments. The current cooperation agreement, dated 12 February 2018, laid down the modalities for the national implementation of the Belgian climate and energy objectives for the period 2013-2020. This cooperation agreement also regulates the intra-Belgian distribution of the proceeds from auctioning of allowances. Two years ago, the EU ETS had already raised more than EUR 1 billion for Belgium since it was launched in 2013. There is a fixed key. The federal share is rather limited, i.e. 9% to 10% of the revenue. Although the cooperation agreement only contains agreements for the 2013-2020 trading period, some sources suggest that it was actually concluded for an indefinite period. In April 2021, the National Climate Commission and the Energy Consultation between the Federal State and the Regions, ENOVER, adopted their first joint report on the implementation of the Burden Sharing Agreement. Madam Minister, how exactly do you see the need for a new cooperation agreement on the issue of the proceeds of auctioning allowances? Which changes do you think should be made? Are there any discussions on this within ENOVER and the National Climate Commission? When is political consultation scheduled? The increase in CO2 prices is not insignificant. You may think it's fantastic, but consumers with variable contracts will feel it and they think it's less fantastic.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u62	Mr Ravyts, it is an important and urgent dossier, and we agree with that. The previous cooperation agreement covered the period 2013 to 2020, both for the allocation of objectives and for auction revenues. This is confirmed in several places in the Agreement, in particular in Article 39 which states that the distribution of auction revenues according to the percentages indicated relates only to revenues from 2013 to 2020. It is therefore not intended that this provision should be applied de facto after that period. It cannot be used as a basis for the allocation of revenue from 1 January 2021. Hence the need for a new cooperation agreement for the period 2021-2030, which should not only allow the distribution of auction revenues in this way, but should also establish a broader framework for setting the objectives and rules for monitoring compliance and compliance with the objectives by all signatory parties. Since the beginning of this year, the Walloon Presidency of the National Climate Commission has held several bilateral meetings with each of the parties to examine how to proceed. Each of the parties expressed their willingness to engage in an intensive dialogue to return to the NKC with proposals for a political agreement. All parties agreed on the objective of reaching a political agreement for COP26 in Glasgow in November 2021. A first joint plenary session of the NKC and ENOVER-CONCERE is scheduled for 21 May. At this meeting, the president of the NKC is expected to report on the results of the bilateral consultations, to determine the next steps in the process and the timetable needed to draw up the contours of an agreement.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u63	Madam President, Minister, thank you for your reply. Yeah, I'm a little early. It is not yet 21 May, but we will have to work quickly if we want to reach a political agreement on this before the COP. This is a very important matter. You know that in Flanders, especially among my progressive colleagues, there is a great deal of fuss about the compensation mechanism for high-intensive companies that was included in the Flemish Climate Fund with regard to energy.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u64	Madam President, Minister, in recent years many projects involving different CO2 capture and storage techniques have been developed in Europe. For example, the "Porthos" project which mobilises both the port authority of the port of Rotterdam and several companies – the setting up of a similar project in the port of Antwerp is currently being studied – or the "Longship" project decided by the Norwegian government. CO2 capture and storage cover a range of processes that may require improvements in order to be truly effective. In your policy note, you mentioned the need to "pay attention to innovative renewable energies for the capture, reuse and storage of CO2". In this regard, you mentioned your willingness to "consult the Minister of Energy on how we can set up pilot projects for this purpose and put in place a regulatory framework to accelerate these innovations". Can we have your feedback on this, as well as on the initiatives undertaken and envisaged? Have any contacts with your relevant regional colleges been made in this regard? If so, can we obtain information in this regard?
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u65	Madam President, Mr Senesael, achieving climate neutrality in 2050 will require particularly important efforts in all sectors. In the construction, transport and electricity production sectors, we must aim for zero or virtually zero emissions in the long term. On the other hand, we know that, in order to decarbonize the industry completely, we will have to resort, at the end of the chain, to a potentially significant amount of carbon capture. From this perspective, I look forward to developing projects in the world and at home, while at the same time paying attention to how they take or take into account the risks associated with these technologies. The Belgian Recovery and Resilience Plan has two components related to CO2 capture, reuse and storage. On the one hand, the federal government, in cooperation with the regional authorities, will take steps to allow for a legislative review, in order to create a more elaborate framework for the H2 and CO2 markets. On the other hand, there is an investment project of €95 million for the development of a first CO2 transmission network of some 100-160 km and terminal units in the main industrial hubs of Flanders: Antwerp and Ghent and Wallonia: Hainaut, Liège and the valleys of the Sambre and Meuse. To this end, existing unused natural gas infrastructures will be adapted to the extent possible. As regards these matters, my colleague Tinne Van der Straeten commissioned a study in Deloitte, in close cooperation with the Energy DG of the SPF Economy. The results of this study on the future of gas in the context of a climate neutral Belgium will be presented on 18 May. The conclusions will certainly lead to further reflections and discussions within the CNC (National Climate Commission) and CONCER (Concertation between the Federal State and the Regions) consultation bodies. Let me stress that it should not be forgotten that, in the long term, the CCUS can only offer a very limited response to the challenge of climate neutrality by 2050 and that it should only be deployed in sectors difficult to decarbonise completely! In order to achieve the transition to climate neutrality, we must first strive to eliminate the use of fossil fuels in the long term.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u66	Minister, thank you for your answers, which are in line with your general policy statement. I am also pleased to hear the results of the study carried out by your colleague on 18 May to examine the conclusions on the one hand and the actions that can be taken on the other.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u67	Madam President, Minister, cryptocurrency requires the permanent operation of a large number of computer processors, which involves considerable electricity consumption. In particular, Cambridge University estimated that electricity consumption in a country such as Belgium was equivalent to 52.82 % of that in bitcoin. Minister, can we get you back on this issue? Are related initiatives envisaged, particularly at European and international level? The European Central Bank recently published a report on the possible creation of a European digital currency inspired by cryptocurrency. One of the contributions of this currency could be to reduce the carbon footprint of the monetary and payment system currently employed in Europe. Note, however, the lack of information mentioned on the nature of the technology that could be used. Can we have your point of view on this project and its possible climate impacts?
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u68	Madam President, Mr Seneseal, cryptocurrency is undergoing a very energy-intensive mining process. It is necessary to imagine thousands of people on Earth, constantly running their computers to mine some cryptocurrency, and hope for a reward. A 2019 study reaches a theoretical maximum of half the current global energy consumption if everyone starts mining bitcoin with current equipment. In practice, the intensity of mining depends on the value of the cryptocurrency in question, the price of electricity and the energy performance of the computers used. The expected gain must be positive. In high-value episodes of the target cryptocurrency, it is likely that more energy is used for its mining. Mining is also expected to decrease over time. That being said, the principle of current cryptocurrency poses a certain environmental problem. Some new cryptocurrency in the market is based on different consensus, for example, on bitcoin, and in principle less energy-intensive. There is therefore a potential for reducing the energy footprint of this type of currency. A priori, I do not see what a cryptocurrency could bring to the environment more than conventional electronic money. The latter also has an energy footprint of another order than the energy footprint of the manufacture of banknotes and coins, which, in turn, decreases with the decrease of this means of payment. I suggest you, Mr Senesael, also ask your question to my colleague Mathieu Michel, who is in charge of digital technology, or even to the Finance Minister Van Peteghem, about the technology that would be used by the European Central Bank. As I had responded in more detail to a written question from Mr. Burton on the same subject, I propose to attach to this answer the one I had given him.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u69	Madam Minister, thank you for your answer and, above all, for your interest in it. This theme is not necessarily the most addressed when it comes to climate impact. You clearly specify the energy-intensive nature of cryptocurrencies, which are problematic from an environmental point of view. You also indicated the potential to reduce their energy footprint. I will not fail to read your answer to my colleague's written question or to turn to Finance Minister Van Peteghem and Secretary of State Michel.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u70	Madam Minister, on 13 April 2021, the NGO ClientEarth initiated a legal action against the National Bank of Belgium (NBB) before the Brussels Court of First Instance. More specifically, ClientEarth asked the court to question the European Court of Justice on the legality of the European Central Bank's buy-back programme in which the BNB participates. This programme is accused of promoting the sometimes very polluting or fossil-fuel-related activities of very large companies. It would violate the obligation to support the Union's economic policies – including those relating to the fight against climate change – supported by the European Treaties. Minister, can we have your feedback on the issue of the financial sector's responsibility for climate issues? Can we obtain information on the related measures currently in force in Belgium? In your policy note, you mentioned your willingness to help the financial sector take fully into account the transition to climate neutrality and the existence of climate risks in their decision-making processes. You also mentioned your wish to discuss with the Minister of Finance the establishment of a green finance strategy and action plan that will help the financial sector play its role by aligning financial flows with your climate goals and ensuring that financial actors take climate risks into account in their decision-making. Can we be informed of the progress made or envisaged in this regard?
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u71	Mr Senesael, the financial sector must, like all sectors, align its activities with the sustainable transition and become a major player in the fight against the climate crisis. Sustainable financing policy is mainly decided at European level, including the Regulation on the disclosure of sustainability-related information in the financial services sector, which has been in force since 10 March 2021. This Regulation concerns, inter alia, banks, insurers, asset managers and investment firms offering financial products and services in the European Union. As a result, they are now subject to sustainability disclosure obligations. Of course, the role of government, alongside the private sector, should not be underestimated either. That is why my administration, in collaboration with Minister Van Peteghem, launched the initiative to develop a Belgian green financing strategy. The policy options on which the strategy will be based are being developed with the support of the European Commission. Due to the importance of such a strategy, Belgium will receive no less than EUR 350 000 of indirect support for this mission. Here we focus on greening financial flows, both private and public. The strategy will be developed through participatory processes, where all parties with an interest in such a strategy will be heard. We are currently in the initial phase. The terms of reference are almost finalized. By the end of June at the latest, a consultant should be appointed for this task. The entire mission will take approximately 18 months and is expected to be completed by the last quarter of 2022.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u72	Minister, thank you for your attention to my question. I would like to retain two elements that I believe are essential and of paramount importance. On the one hand, you argue that the financial sector is a major player in the fight against global warming. I welcome this awareness and the identification and implementation of the strategy contained in your policy note. On the other hand, I am pleased to see the follow-up of the Belgian strategic development of green financing that you and your colleague are setting up. Of course, we will not fail to follow closely the development of this initiative.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u73	Madam President, Madame de Laveleye, masks for the general public have become an essential link on a global scale in the fight against the spread of the covid-19 virus. Various kinds and forms of masks are now available, including reusable fabric masks, surgical masks and personal protective equipment such as FFP2 masks. Some of these masks actually prove to be treated with biocides in order to reduce the risk of viral and/or bacterial contamination via the mask, to prolong the life of these masks or to avoid unpleasant odours. A relatively new theory used for this purpose is that of nanoparticles based on silver, titanium dioxide and copper. The first two substances cited were found in the fabric masks of the Avrox brand. Following an opinion of the Higher Council of Health, these masks are no longer distributed. Their use is not recommended because of their potential health toxicity in the event of inhalation. It is also true that on April 2, 2021, the Canadian Health Service issued a warning for graphene-treated masks, which is also a biocide. Initial analyses of scientific expertise in Canada show that the inhalation of particulate matter could be toxic to the lungs in experimental animals. In addition to the above nanoparticles, another biocidal tissue mask called "polyhexanide" or PHMB is currently being withdrawn from the market due to its health toxicity. Your question about the potential impact on the environment is relevant. Firstly, the very principle of a single-use mask poses a problem for the environment in view of the problem of waste. Apart from the pollution caused by its accidental dispersion directly in nature, there is the fact that the principle of linear economy is not sustainable in the long term. There is also the problem of masks treated with biocides. For many of the biocides I mentioned, any exposure has a negative impact on the environment. It is primarily aquatic organisms that appear to be particularly sensitive to these toxic effects. However, we do not yet have sufficient health or ecotoxicity data for nanoparticle-treated masks. Uncertainties remain with respect to actual exposure when these masks are used, as well as with respect to potential adverse effects to humans or the environment that may result from their cleaning or treatment as waste. It is clear that this issue needs to be followed up very strictly. Several services cooperate constructively on this relatively new issue. Further analyses and inspections are under way. One of the critical factors in this case is that European biocidal legislation has its limits. Although the procedure for assessing certain biocides such as silver nanoparticles in Avrox masks is still under way at European level, the strict European rules allow for their use in the meantime. Our Belgian legislation also has shortcomings. As regards nanoparticles specifically, the current legislative framework is based on the Royal Decree of 27 May 2014 on the placing on the market of nanoparticle manufactured substances. However, it appears that the last part of this order concerning the registration of articles treated with nanoparticles did not come into force during the previous legislature. We are currently looking at an extension of the royal decree. Based on the precautionary principle and in line with our One Health vision, we recommend caution with respect to biocide-treated masks, such as nanoparticles. Health and the environment are inextricably linked. It is therefore necessary to continue and finalize the studies in order to arrive at a definitive judgement on the safety of the nanoparticle masks that have been examined. To repeat the conclusion of the Higher Council of Health in its opinion formulated at the end of February, it is necessary to consider whether biocidal treatment of oral masks is really necessary. This obviously does not remove the fact that wearing the mask remains highly recommended in the fight against covid-19. Of course, I share my concerns in these matters with my colleague Frank Vandenboucke and together we are following the matter very closely.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u74	Minister, thank you very much for your detailed answer. I would point out that Mr Vandenbroucke has been asked about the direct impacts on human health. A few replica elements. First, wearing the mask is obvious to fight covid-19. There's no doubt. It is important to remember that there is no question of the approach to the masks of caregivers. It is also important to know that the government is working on a very demanding approach to the fabric masks that most of us use. As far as the purely environmental aspect is concerned, I very much appreciate the fact that the government is following the precautionary principle. On many other issues, we hope that this will be done, in particular, following the recommendations of our administrations, for example, for certain pesticides. I will be quick to ask Mr. Clarinval the question. It is very reassuring to see that the government has followed the precautionary principle and to hear that research is increasing to better understand the impacts on our health and ecosystems. When we face new types of behaviour or new technologies to protect ourselves, we may suspect that impact analysis takes time. I also hear that at legislative level there are things to be done both at Belgian and European level. Madam Minister, you have all of this in your hands. We will be interested to see the progress in the coming months.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u75	Mr Bombled, last Tuesday, I met for the first time with Chilean Environment Minister Carolina Schmidt. The exchange was brief, but constructive. We focused on the issue of climate change and the circular economy, as well as the relationship between the two issues. The circular economy is essential for achieving the climate objectives of the Paris Agreement. In our efforts to reduce emissions, the emphasis is on direct energy production and consumption. However, greenhouse gas emissions from the production of consumer goods, construction materials and agriculture also deserve our attention. Indeed, as the Ellen MacArthur Foundation demonstrates, while the transition to renewable energy would reduce greenhouse gas emissions by 55%, the remaining 45% of emissions depend primarily on our consumption and production patterns of our food. The circular economy plays a crucial role in these 45%. For this reason, Chile has included it in its recent nationally determined contribution of a long-term low-emission strategy. The circular economy has enormous social, climate and environmental potential. Together with Minister Schmidt, we have agreed to maintain dialogue and to work together to ensure that this concept emerges from its niche and that its potential is fully grasped. As stated in my political note and in the federal government agreement, I am developing, with my colleague from the Dermagne Economy, and in consultation with the federated entities, a federal action plan for the circular economy, in order to significantly reduce the use of raw materials and the footprint of materials in production and consumption. This plan refers explicitly to the relationship between the circular economy and the climate.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u76	Madam Minister, thank you for your answer. It is always fruitful to draw lessons from policies in other countries, although not everything can be transposed. In your policy note, you said that the Green Pact, its Action Plan for a circular economy and the forthcoming European initiative on sustainable products were the main basis for the actions you planned to take in relation to products under this legislative term. The transition from a linear to a circular economy will require public investment. It is with great interest that we will discover your action plan for the circular economy.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u77	Dear colleague, as the law provides, the draft of the Federal Sustainable Development Plan has been sent to the federated entities. An opinion was requested from the Federal Council for Sustainable Development. In addition to this, the preliminary draft was also sent to other federal councils such as the Central Economic Council, the National Labour Council, the Higher Council of Independents and SMEs and the Special Consumer Advisory Commission. I have also sent the preliminary draft to organisations representing groups of citizens with little or no representation in traditional bodies, especially when it comes to sustainable development. The consultation will be closed on 8 June for all stakeholders. It should also be noted that opinions, suggestions and remarks on the preliminary draft will be forwarded to the Federal Institute for Sustainable Development, the ICSD secretariat. It is on the basis of the advice received that the ICESD will rework the preliminary draft, in order to forward a new draft Federal Sustainable Development Plan to the government, which will discuss it with all government ministers and adopt the final plan by October 2021, as provided for in the Act. With regard to the study on the impact of climate policies, the federal government had two studies carried out respectively in 2015 by the consortium of study offices Vito and Conotech, and in 2017 by ICEDD - TMLeuven - TNO - Gauze(?), to assist it in meeting its reporting requirements for estimating non-TSS emission reductions, federal policies and measures. At the end of 2020, a new contract was launched for the updating of this data and was awarded to the consortium ICEDD-Vito-TMLeuven and Gauze(?). There were two components to this contract. The first is to update the impact assessment of existing federal policies and measures to reduce greenhouse gas emissions. The second component consists of technical support for the development of a methodology for the Federal GPAs of the National Energy-Climate Plan 2021-2030. The final report of the first part is due in June. The call for consultants under the second strand will continue in the second half of 2021. Finally, in order to achieve consistent policies, the Federal Sustainable Development Plan will complement the many thematic plans that exist or will exist in the future, including the federal contribution of the National Energy-Climate Plan.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u78	Minister, thank you for your full answer. If the draft Federal Sustainable Development Plan identifies federal priorities on environmental or socio-economic issues, it will also coordinate them with the equivalent plans of the three regions of the country. Some policies could counter each other and have unanticipated negative effects. I think it is important to avoid that. It is therefore important that sustainable development be addressed in a cross-cutting approach and with a long-term vision, in order to avoid these possible negative effects. The good intentions contained in the preliminary draft are all commendable. It will also be important to continuously assess the proposed actions.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u79	Questions No 55017541C, No 55017543C and No 55017544C by Mr Bert Wollants are postponed.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u80	Madam Minister, a survey of 6,000 Limburgers showed that 88 percent of them were in favour of the introduction of deposit funds. I don't know a lot of measures that are so popular. In the meantime, experience has been gained in 40 countries and companies such as Coca Cola have already indicated their willingness to cooperate. Yet there is no deposit in our country yet. Brussels and Wallonia have it in their coalition agreement and Flanders says it wants to do further research. In my view, that money has been thrown away because we know that the system is working, all we need is some political courage. Madam Minister, I am taking a federal detour and coming to you because it says in the government agreement: 'It is being examined, in consultation with the Länder and the sector concerned, whether the incorporation of a deposit scheme into the packaging levy is desirable. Madam Secretary, has there been any consultation on this matter? How can the federal level put some extra pressure on the boiler to quickly arrive at a deposit scheme?
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u81	Mr Verduyckt, the federal government can act in two ways, through the law on product standards, for which I am competent and through an adjustment of the tax system, for which Minister Van Peteghem is competent. The Product Standards Act makes it possible to take measures to promote re-use, for example by establishing measures to ensure that packaging can be technically reused. I refer to the current proposal on the washing of deposit bottles. The introduction of deposit money on aluminium cans has the purpose of collecting waste and not the reuse. Therefore, it falls within the competence of the federated entities. The dossier is also part of a broader policy of waste reduction and resource efficiency. As indicated in my policy paper and the federal government agreement, I am currently working together with Minister Dermagne and in coordination with the Länder to develop a federal circular economy action plan to significantly reduce the use of raw materials and the material footprint in production and consumption. Efforts are being made to remove legislative and financial barriers, product standardisation and the extension of product life through, inter alia, re-use. As part of the preparation of this plan, we will bring the actors concerned together to define the priorities, the role of each, the actions to be taken and a timetable.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u82	Madam Minister, if I understand correctly, you are paving the way, but it is still up to the regions to make such imports possible. With this question I would also like to take the floor on behalf of 6,000 Limburgers who say: let us go for this. You say: we are doing our best, but in the end the regions will have to take the final step. I am convinced that Flanders' research will also prove that. I wonder how this story will end.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u83	Madam Minister, for the first time, the price of a tonne of CO2 in the European Emissions Trading System (ETS) has rounded the cape of EUR 50. Those prices continue to rise. We have just talked about the bitcoin, the price of which is constantly rising. In fact, this is a scandalous system when we look at its climate impact. It is therefore a good thing that we in the committee should discuss scientific progress on bitcoin and how we deal with it, because that is actually scandalous. It is a historic moment when the cape of 50 euros is rounded up in the ETS system. That is a good thing. Experts have the impression that the system is only beginning to have a real impact, so I take the time to ask you a few questions about this, Madam Secretary. How do you view the sharp rise in the ETS price? What is your expectation in the file? I know this may be a difficult question. There is also talk of extending the mechanism. Can you give your view on that?
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u84	Mr Verduyckt, the main reasons for the price increase is the increase in the European reduction target to minus 55%. In order to achieve this objective, we will need relatively more expensive technologies to achieve profound reductions in, for example, industry or aviation. This is reflected in the price of emission allowances, but it can of course also fall again, for example in the case of reductions in technology or changes in the economic situation. In addition, the price increase may result from the operation of the EU ETS's allowance cancellation mechanism, which I will address to Mr Wollants' question, or even from the influx of investors who see the rights as an investment instrument. For example, they see it as a protection against inflation that goes hand in hand with the boom. This means potentially higher emissions from industry. In the coming months, we will have more studies to explain the recent price increases. I notice that the EU ETS even gets the columns of investment advisors in Het Laatste Nieuws. However, I would like to strongly warn against considering this market as an investment product. The rules can change at any time, especially in the coming years, due to political decisions and hence the prices of allowances. Therefore, I do not want to comment on the future price of emission allowances, just because it is so closely linked to political decisions. What matters to me is that the EU ETS does what it serves to do, namely to achieve emission reductions in a cost-effective manner without undesirable economic or social impacts. In itself, it is difficult to determine exactly which technology becomes competitive at a price of EUR 50 per tonne, because often the price ratio between fossil fuels also counts and the CO2 price can even have an impact on it. For example, almost all brown and coal plants are priced out of the market at the current CO2 price at the current ratio between the price of gas and coal. That makes it impossible for coal plants to run or run at a loss. Many investments in energy saving in industry are becoming profitable. Even expensive technology, such as CO2 capture, for example pure CO2 streams, such as ammonia production, come within range. A very often forgotten positive effect is that renewable energy becomes more competitive or that the necessary subsidies for renewable energy, which count on a market price or an uneconomic summit, are reduced. As far as your last question is concerned, we have recently taken a position at the federal level, on my initiative, on the broad lines of the European Fit for 55 package. The federal government is open to a carbon border tax which is in line with WTO rules and which also contains sufficient guarantees that the exporting industries in industry are not affected.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u85	Madam President, Minister, I agree with you when you say that it is not the intention of this system to regard ETS as an investment product. The aim of this system is to ensure that the polluter pays. I just heard the colleague of Flemish Interest say that people don't like it when there is an impact on their consumption. That is, of course, the intention of this system, namely that both the consumer and the producer should consider changing their behaviour. You also know how I feel about carbon taxes. We need those systems. You say that it is difficult to predict this and that you do not dare to make statements about it. All understanding of that, that was not the most obvious question either. Finally, as far as the carbon border levy is concerned, I think there is a very fair component in it. Although I know that in a free market, as we have always known it, it is not obvious, yet I hope that Europe will continue to do so.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u86	Madam Minister, I am kicking in an open door when I say that the circular economy is close to the Minister's heart. You have just referred to it, and I understand from your colleague, Mr Dermagne, that you are working on the action plan. I look forward to that. I've noticed an investigation report from the sector itself. As far as small household appliances are concerned, which are outside the legal guarantee of two years, it is stated that there is hardly any repair market in our country. Then we'll know what happens to it. The devices are thrown away. Nevertheless, it appears that there is a lot of work to be organized in the sector. These are two findings which contradict each other, but which are particularly regrettable. The report presented a number of suggestions that could help to provide additional input. This includes extending the legal guarantee, the repair score, the system that exists in France. Mr Dermagne was very enthusiastic about this in relation to my question. So I don't know if this is coming. Another suggestion is a VAT reduction for the repair of electrical appliances. I think there are some policy instruments to be devised to give an extra boost. How do you look at that? What are you gonna do with this? When can we expect the action plan?
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u87	As you correctly point out, I am currently working with Minister Dermagne and in coordination with the Länder on a federal circular economy action plan, in order to significantly reduce the use of raw materials and the ecological footprint in production and consumption. This plan will be launched later this year. The transition to a circular economy requires much more than recycling raw materials. It is also about value creation and preservation, different design, more emphasis on reuse and recovery and new business models. With the federal action plan, we focus on this, among other things, by removing legislative and financial barriers, such as the rules on ownership to support leasing and sharing. It also concerns the extension of product life and a coherent production policy through the Product Standards Act, whereby circular products and services become the standard and our consumption patterns change so that waste is avoided in advance. Finally, it is important to think about circularity at the design stage, since 80% of the environmental impact of a product is determined at the design stage. For example, EU eco-design legislation sets production-specific standards so that products on the EU market work well, are sustainable and reusable, easy to repair and poison-free. They should also be able to be updated or recycled, contain recycled materials and be resource and energy efficient. Under the Product Standards Act, we can introduce legislation similar to the repair index developed in France and entered into force on 1 January 2021 for five product categories. Such a repair index is set out in the future federal circular economy action plan. If we want to focus entirely on the French model, a royal decision can be adopted next year.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u88	Madam Secretary, in order for us to understand each other properly, is a repair index the same as a repair code? You're nodding. I look forward to the action plan and I look forward to discussing it with you. This is particularly important not only for employment, but also because we absolutely need it. Today we live in a society where we throw everything away, and that must be absolutely different.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u89	Questions Nos 55017594C and 55017600C by Mrs Greet Daems are postponed. Question No 55017591C by Mrs Séverine de Laveleye is transformed into a written question.
ParlaMint-BE_2021-05-11-definitief-55-commissie-ic470x.u90	My final question concerns the principle of planned aging. That is a very unfair commercial practice. As a socialist, I have nothing against a free market, yet the government has to intervene occasionally. The bill on dormant energy contracts, which is seen as a free market, creates for itself certain commercial practices that are absolutely not desirable. The same applies to the planned ageing. Mr Michel has also addressed this in his policy paper. You must have been triggered by that, too. So how do we deal with that? This can either be banned or it is a way of seeking incentives so that consumers can think about making the production process more sustainable. I don't have a solution. Maybe you do. Can you tell me more about your approach?
