ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u1	Mrs Farih is sorry. Mrs Depoorter has the floor.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u71	Unfortunately, I have to answer the same question as I did two months ago. The refund procedure for Zolgensma is still ongoing with the CTG. It started with the other countries of the Beneluxa initiative. At present, the procedure is at the stage of a joint final HTA assessment by Belgium, Ireland and the Netherlands with Austria as reviewer. A first report took place in the Belgian CTG on 15 December 2020 and in the Dutch Scientific Advisory Council on 14 December 2020. In-house studies are also under way at the Irish Centre for Pharmacodynamic Economy in Dublin. So no negotiations have yet been started. On the basis of the outcome of the HTA assessment, countries will determine whether the joint assessment will be followed by a joint negotiation. For a green light on international negotiations, the CTG will make a proposal in accordance with the legal procedures. The company AveXis Novartis has stated its willingness to work together on that joint assessment and dialogue on reimbursement. As a result, HTA agencies in the three countries will coordinate the timing and content of local HTA procedures. Since the CTG procedure is ongoing, I can't provide you with any more detailed information. This could jeopardise the smooth functioning of the reimbursement procedure. This also applies to all cases for which reimbursement procedures are in progress. The dossier was submitted at the end of October 2020. The timeline of the regulations in Belgium will be followed. Without suspension by the company, a procedure involving negotiation takes about ten months. So theoretically I would have to make a decision in August 2021. However, since the manufacturer has suspended the procedure, that suspension period should be added to the deadline. I cannot tell you how many diagnoses of SMA have been made over the past year and a half. I can say that according to the information I have received, there are currently no Belgian patients who are eligible for treatment with Zolgensma and who have not yet received one in clinical studies, crowdfunding or the worldwide Managed Access Program of Novartis. As regards the treatment of SMA with Spinraza, at the time of the data extraction from the Belgian SMA register on 22 June 2020, 134 patients had been entered with Nusiners since September 2018. The analysis of the data and its validation still needs to be carried out. This will be done in the context of a CTG procedure at the end of the Spinraza Agreement. For a screening with helperrik in Flanders I am not authorized. That is a Community competence. You also asked me about my action plan on orphan medicines and rare diseases. I see several challenges there. In addition to the obvious budgetary problems, there is also the increasing complexity of the products and the treatments of the diseases, while there are also many more scientific and clinical uncertainties as the medicines are often registered earlier. We also have a supply-driven system, which means that firms have an important part to play in determining the medical needs to be treated and when they want to place a product on the market in Belgium. In Belgium, we have the opportunity to quickly offer products to patients, even for the approval of the EEA. However, making use of these opportunities is in the hands of the firms and we often see in practice that they do not. The level of financial incentives to make their products available early is likely to outweigh the interest of patients. I regret that. These are all elements that I am researching and for which I want to find solutions in a new pact with the pharmaceutical sector, in consultation with all the actors involved, not just the industry. I am also looking at what is happening in the surrounding countries. For this we can further exploit our cooperation in the Beneluxa initiative.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u72	Thank you, Minister, for your reply. No evaluation has been carried out since 2018 for the 134 patients treated with Spinraza. That's a long time. We must play the ball fairly briefly when it comes to patients with such a serious problem. Consideration should be given to ensuring optimal therapy. After all, it is very often patients who are incompetent and who might be better treated. I have nothing against joint procedures in itself, but above all they should not slow down. With ten months and the time of suspension, we arrive August 2021. That's two years later, a long time for new patients. With regard to your action plan on orphan medicines and orphan diseases, please refer to the pharmaceutical pact. The pharmaceutical pact will be part of the solution, but the problem of orphan medicinal products and orphan diseases needs to be looked at more broadly than just the medicines. It is also necessary to find the way to the optimal medicine and to the optimal treatment procedure for patients. The N-VA Group has tabled a resolution on tackling orphan diseases and medicines. I invite you to go over that. It is balanced and it is based on the patient's problems and on where we should go, on the patient's care path, on the sharing of knowledge between the reference centres and the treating general practitioner, who sometimes finds it very difficult to find where he can go. So it really goes much wider than just the drug or pharmaceutical pact you're talking about.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u73	I didn't actually hear you say anything about the price of Zolgensma. There are apparently negotiations in progress with other countries. That is good in itself, but is it also discussed and studied in these negotiations how Zolgensma's price was achieved and how we can fight it together? You spoke of an interim discussion in the Committee on Medicinal Products Meeting on 15 December 2020. Are the relevant documents public? You say you're not qualified for the helper. There are nine Health Ministers our country. This is not only expensive and inefficient, but also extremely bad for health. In one region there is no detection, which generates more costs at the other level. That's so absurd. I can't understand that. In the corona crisis, we also saw that we need unity of command. SMA is the same for a Flemish or Walloon baby. We also need that unit in other areas, for other diseases. To combat it, we must be able to look at preventive and curative measures together. I cannot understand why one might want to go even further in this desire for division. We really need one Health Minister.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u74	Mr Minister, family hypercholesterolaemia is at the root of cardiovascular diseases, which are still the main cause of death in our country. An early diagnosis can really make a difference. Often we link hypercholesterolaemia to the way of life, the general health problem, but the family hypercholesterolaemia is very often caused by a genetic disorder. We see that our country is failing in the detection of familial hypercholesterolaemia. According to several studies, only 4% of patients with familial hypercholesterolaemia would have been diagnosed. That's very little. We can prevent a lot of long-term diseases through better detection. This can be effectively implemented at the level of the general practitioners. I have two specific questions. What do you think is causing our bad score for that screening? Do you see possibilities to screen more frequently for familial hypercholesterolaemia and to be more alert on the basis of the global medical record?
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u75	Mr President, Mrs Depoter, I will not repeat what you said about this genetic condition. Underdiagnosis of family hypercholesterolaemia is also observed in other countries and is indeed due to inadequate targeted screening. The identification of patients and their families is important for the prevention of premature cardiovascular complications. You are right to refer to the general practitioners, who play a major role in the detection of these diseases and the prevention of premature cadiovascular suffering. When the diagnosis of familial hypercholesterolaemia is made, it is appropriate to screen the other first-degree family members and possibly other family members as there is indeed about 50% chance that this will pass from parents to children. I would like to endorse that, without being able to pursue a policy on this right away. The organisation of generalised screening is a matter for the Länder, so I really should not go into that further. However, according to my information, there is no evidence in the scientific literature to recommend a generalised screening of the entire population. For Flanders, this debate must continue in the Flemish Parliament.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u76	Mr Minister, I did not ask for generalised screening, but for targeted screening at the level of the general practitioner in families where the condition is known. Family links are stored in the global medical file. This will make it possible to sensitise and thus also provide for the reimbursement of screening. If we weigh the cost against the social profit we make, it will be absolutely positive. The number of early cardiovascular accidents due to family hypercholesterolaemia is known and scientifically based. I would advise you to take this with you during the following consultations with the general practitioners, so that scientific targets can be set up to screen more patients, certainly looking at the family clusters. We are now used to thinking and working in clusters. It would be quite a step forward if we were to proceed in this way.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u77	Mr Minister, technically doctors can restore the hymen to women, if they so wish. There are no scientific or medical indications. Very often that has to do with beliefs. How many women had their hymen repaired by region? What is the cost per health insurance fund for these recovery operations? We would like to ask for an inquiry into the reasons why women are doing so. The recovery of the hymen is covered by vulva and vagina plastic. If you cannot distinguish between hymen repair, can you tell the cost per region for vulva and vagina plastic? Can you indicate what percentage of this is the recovery of the hymen?
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u78	The classification provision of vagina and vulvaplasty is indeed a flag that thinks many loads. It shall not be possible to determine retrospectively what the supply was attested for. On the number of hymen repair operations, I have no figures based on the nomenclature. A doctor must comply with a number of legal provisions, such as Article 34 of the GVU Act, in the event of surgery to restore the hymen. Medical care insurance shall not cover benefits provided for an aesthetic purpose, except under conditions laid down by the King, after the opinion of the Insurance Committee. Article 73 states that the doctor and the dental officer, in conscience and in full freedom, shall judge the care to be provided to patients. They will ensure that they provide dedicated and competent medical care, in the interests of the patient, with respect for the rights of the patient, taking into account the global resources made available by the community. They shall refrain from prescribing, implementing or having implemented redundant or unnecessarily expensive benefits in kind. That is the legal framework. That is, of course, very general. I received your question on Friday, so perhaps that did not leave enough time to give the breakdown by region. So I don't have it here. I can give you a detailed table. You will see that the number of benefits per year is about 2,500 in the outpatient setting and about 500 in the hospitals. I have here an overview of four years, with a little detail. At present, however, I do not have a regional breakdown.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u79	Mr Minister, can you give me the regional breakdown in writing?
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u80	I'll check it out.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u81	This is a nomenclature of EUR 117 per operation. That's not insurmountable. You indicated it yourself, it is the doctor who decides whether it will be refunded or not. I'm very interested to know if there are any differences here.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u82	Question No 55014329C by Mrs Rohonyi is postponed, and question No 55014357C by Mrs Fonck.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u83	Minister, I have a question about the victims of sexual violence. We find that intra-family violence has increased in corona times. More and more victims are targeting the Care Centres after Sexual Violence (ZSG), which in itself is a good thing. Let us hope that the number of victims has not increased. For corona hours, with the Care Staff Fund, we have allocated more funds to the Care Centres after Sexual Violence, especially to the training of nursing staff in those centres. Mr Minister, is more staff trained and deployed in these centres? Flemish Minister for Justice, Zuhal Demir, recently indicated that there is a difference in the legal guidance between victims and perpetrators of sexual violence. In fact, perpetrators can be assisted by a free lawyer, while the victims can't. Would you be willing to investigate whether the victims could also be assisted by a free lawyer so that they know who to contact?
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u84	Mr President, Mrs Depooster, the resources to which you refer have not yet been used in 2020. In 2020, after sexual violence, the training of healthcare centre staff continued to benefit from the resources made available to the Institute for Gender Equality. From 2021 onwards, staff training will benefit from the Fund. As regards the number of applications, I can inform you that, since the start of the care centres up to 30 September 2020, 3.027 victims have registered in one of the care centres, including 1.458 in Brussels, 841 in Ghent and 728 in Liège. I can give you the figures every year. In 2018, there were 961 notifications, 1,152 notifications in 2019 and 784 notifications in the first to the third quarter of 2020. Those figures for 2020 still need to be updated. This brings me to a total of 3,027 notifications, if I add the fourth quarter of 2017. The figures show a decrease. The hypothesis is, of course, that this decline is due to the lockdown and the corona measures. This is also why specific awareness-raising measures have been taken to make it clear that the centres were also available during the lockdown. The chat sexual violence showed an increase of 58 % of the calls. An additional budget has therefore been allocated to strengthen that aid line. I can give you details of the full-time units employed in the current centres, including by qualification. Perhaps I should give them to you in writing so that you have a full table with the other figures as well. In 2021, these VTEs will be increased, linked to the extension of existing care centres to the entire judicial district, for example in East Flanders, or to several police areas, for example in Brussels and Liège. I come to your question on legal assistance. The evaluation of the pilot project has indeed shown the need for additional legal assistance for victims and care personnel. Since early last year, several steps have been taken to improve existing free legal assistance to victims. A new, faster and more appropriate cooperation was developed between the care centres, the public prosecutor's office and the justice houses. Victim reception in the courthouses will receive an automatic statement as soon as a ZSG file is notified to the public prosecutor. At that time, justice assistants will be able to offer their services to the victims immediately. In addition, on the basis of the recommendations from the evaluation of the pilot project, training has already been organised for the Legal Assistance Committee, which provides free first-line legal assistance. In this context, cooperation will thus also be established between the care centres and the Legal Assistance Committees in order to provide better, faster and tailor-made legal assistance to the victims and/or staff of the care centres. I do not know whether this answers your question sufficiently, but it is nevertheless a step forward.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u85	That is indeed a step forward, thank you, and you speak in the future. I hope that this can be done quickly.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u86	On the basis of my preparation, I have no idea of the implementation. I speak in future wisdom, as you say. I'm afraid to tell you when this is about to happen. I might be able to check to see if you'd be letin' me know.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u87	Perhaps this could be added to the written reply? Thank you.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u88	A 2009 KCE report already showed that Belgium was not expecting a further substantial increase in the need for plasma derivatives and also indicated that we are heavily dependent on the international market. Therefore, a number of measures were taken in 2018. A four-year tender was then awarded to CSL Behring for 50% of the IVIg volume.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u89	Mr De Caluwé, (...) European countries are immunoglobulins in Belgium from plasma from voluntary donors, but this stock needs to be supplemented by immunoglobulins from internationally collected plasma in order to meet demand. Recent problems have been caused by acute shortages. Due to the impact of the covid pandemic on international plasma collection, additional deficits are expected. Belgium has introduced a national procurement procedure for the fractionation of domestic plasma and the establishment of a national strategic stock. Since then, Belgian hospitals have been obliged to meet 50% of their intravenous immunoglobulin needs through this national tender. There is no shortage at that level. In view of the fact that this tender expires within a few months, I have instructed the administration to issue a new tender in the very short term. That's more of a protective measure. However, changes to the tender require legislative changes. For the remaining 50 % of the intravenous immunoglobulins and for 100 % of the subcutaneous immunoglobulins, the hospitals supply themselves individually through so-called commercial tenders from companies on the Belgian market. With regard to these medicinal products, Privigen has a market share of 74.7 % of the total volume of intravenous immunoglobulins. Hizentra has a market share of 93.5 % of the total volume of subcutaneous immunoglobulins. It has now been established that the prices of medicinal products were at the lowest in Europe and that the price is 20% lower than the European average. In an environment with increased demand and a shortage of supply, this cannot be sustained. I have therefore agreed to the price increase proposed by the CTG, which will enter into force on 1 March 2021 and which will bring us to the European average. In this way we will at least avoid a negative impact on supply for these medicines. Two other medicines, in particular Iqymune and Nanogam, are subject to a price adjustment procedure. I'm waiting for the results. The problems are further monitored by the competent administrations of the FAGG and the RIZIV. As part of the task force, recommendations are being drawn up on the basis of a survey of the firms marketing intravenous immunoglobulins for hospital pharmacists and specialist doctors in hospitals to deal with the consequences of shortages. It was recently concluded that the 2019 recommendations should be maintained as the stability of the availability of these products cannot be perfectly guaranteed. On 17 November 2020, a new meeting of the Task Force confirmed the 2019 recommendations, including rationalisation of use, including for the subcutaneous immunoglobulins, which cannot now be considered an alternative since they are not sufficiently available themselves. In the meantime, I have instructed my services to analyse all relevant policy options for the future, taking into account the benefits and risks. The possibility of extending future tenders and the corresponding legislative amendment is part of this. The European dimension of the problem will also be taken into account.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u90	Mr President, Minister, I would like to point out from your reply that, in the meantime, action has been taken to ensure that further deficits can be avoided. I am also pleased to hear that the problem is being addressed and followed up and that a structural solution is being sought. Given the importance of this, I'm sure that's a good thing.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u91	Minister, everyone is aware of the psychological consequences of the corona crisis. Questions have already been asked about it today. Students suffer from this. Self-employed people have problems, as do workers and people who work in health care. This leads to large waiting lists with independent psychologists. Some even enter a patient stop so that they can close their waiting lists. They also note that they will not be filled in the vacancies for more hours. By adjusting the convention, it was promised to work towards a better remuneration for clinical psychologists. Minister, what is the state of play regarding a better remuneration for psychologists? Has the convention been amended? Could you give us a more detailed explanation? 1,500 first-line psychologists would be employed. What is the state of play in this? Have they been recruited yet? If not, when will they be available for the treatment of patients?
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u92	I will repeat what I have already answered a question from Mrs Depoorter. The pandemic is indeed a factor of enormous pressure on psychological aid, because the need is high. The resources provided for first-line psychologists are divided into three main lines. First, there are currently over 800 clinical psychologists active within the existing ELP offer (first line psychological care). Children, young people, their families, adults and elderly people with mild to moderate mental problems are entitled to a refund of up to eight individual sessions per year. This requires a referral by a doctor, a pediatrician, a CLB doctor, a doctor of Child and Family or a child psychiatrist. The brake fee is 11 euros per session or 4 euros with the increased allowance. The list of available psychologists and orthopedagogics can be consulted via the internet. That's the first line. You are aware of the findings we make in this respect. The budget for this is totally under-used, which is a bit paradoxical, given the complaints about the high level of distress. So it doesn't work out the way it's supposed to. Secondly, among the people at high risk of psychological distress or even suicide, this is relatively new, the self-employed are an important risk group. In order to meet this need, the RIZIV Insurance Committee, at the request of the Minister of Small and Medium-sized Enterprises and myself, approved on 8 February an agreement providing for an additional offer of support, specifically for self-employed persons. What's that all about? An agreement has been concluded with the non-profit association "Un pass dans l'impasse," a non-profit association with experience in this field. A specific free helpline or alarm is activated by a number of actors who can recognise or face this problem, for example curators, banks, business offices, social insurance funds, health care providers or clinical psychologists and orthopedagogics who regularly come into contact with the self-employed. Self-employed persons with psychological needs can rely on up to eight free sessions of psychological care at a recognized clinical psychologist or orthopedagogic. Meanwhile, that has been knocked off at the level of the RIZIV. A contract for independent psychologists was approved on 22 February. We hope to attract just over 600 clinical psychologists and orthopedagogic eyes. There are a number of specific requirements with regard to the aid provider: he must be able to work on a mobile basis, he must receive training in prevention suicide, he must be able to use a network of partners when, in addition to psychological assistance, there is also a need for legal or financial assistance. This is a very new project that I have designed together with Minister Clarinval. I do not dare to anticipate the way in which the roll-out will take place, but all decisions have been taken formally. Thirdly, there is also an important project, which I have already mentioned in an answer to a question from Mrs Depoorter. We wanted an adaptation of the modalities in the RIZIV Convention with regard to the psychologist in the first line. This is discussed in the Transversal Agreement Committee. That is indeed about an important investment. I will repeat what I said to Mrs Depoorter. This has become a fairly broad discussion. It is not only about the funding of the clinical psychologist and orthopedagogic eye, but it is also about which type of treatment is reimbursed, individual sessions or possibly group sessions, which target groups are intended, how we can maximise the quality of the additional psychological aid workers and how support is best organised in the first line on the ground. We have an agreement in principle with the Communities on this subject, but this is further developed in the transversal agreement committee. I hope that we will roll that out quickly, but I am aware that there is a short-term urgency that has not been immediately answered. I am also considering ways of finding solutions to this.
ParlaMint-BE_2021-02-23-definitief-55-commissie-ic381x.u93	Minister, I know that you pay a great deal of attention to psychological aid, so I do not have to convince you of its importance. Especially at this time, everyone realizes that, if there were any people who used to doubt its usefulness. As you point out, there is, of course, an urgent need, but of course you cannot do magic either. If the aid workers are not there, you cannot use them either, but it is good that we are working on solutions tailored to the different target groups. The initiative for the self-employed, which you cite and which was developed together with Minister Clarinval, is a very good example of this. I am sure that you have a partner in committee to strengthen psychological assistance, but that too will be a long-term work. I think we all want to cooperate in this.
