ParlaMint-NL_2014-12-16-eerstekamer-11.u1	I would like to welcome the Secretary of State for Finance to the First Chamber.
ParlaMint-NL_2014-12-16-eerstekamer-11.u93	Another question in this context is whether all development activities should also take place in the Netherlands. Now it is also conceivable that they will take place abroad. Do these threaten to be lost, too?
ParlaMint-NL_2014-12-16-eerstekamer-11.u94	That is not an advantage, especially since it can be a trigger for a difference between large and small countries. That disadvantage has been considered in detail. This was also the subject of a very detailed discussion with industry. It has been chosen to accept this, because here too the idea is that it is not a predominantly and important disadvantage. Also here: if we could have made it up ourselves, we would have done it differently. We actually believe that it can be in the interests of other countries to do this differently. Now it is eligible if it is Dutch research and not if it is German research. That's kind of weird. It is not the same within the group as it is with a third party. That creates differences that I wouldn't have invented myself. But again, in the balance and in the whole of things it seems wise to focus on broadening the definition and shift of patents to non-patents. That's what we're focusing on right now.
ParlaMint-NL_2014-12-16-eerstekamer-11.u95	That is a good reason to repeat the question I asked about democratic legitimacy. What influence does the Dutch Parliament still have? There are all kinds of negotiations, there will be final reports and there will be a multilateral agreement, then there will be nothing more to negotiate in bilateral treaties, but what about decision-making?
ParlaMint-NL_2014-12-16-eerstekamer-11.u96	Well, a lot will, of course, have to be implemented in national rules. Fortunately, we have a parliament for that. But bilateral treaties are also coming along, as are multilateral treaties. In the end, this comes through the parliament when it is implemented. That is, of course, at the end and not at the beginning. That has always been the case in the treatment of treaties. Several times we have said: we are hearing these wishes now, but the negotiations are actually already closed. Breaking open is a cost. The fact that Parliament is not at the beginning, but at the end can be a disadvantage. On the other hand, we hold extensive discussions on the Ecofin as far as possible at the beginning. We owe this to the parliamentary reservation of the Parent-Subsidiary Directive. Moreover, there are even yellow maps of the Chamber on certain international proposals. So there's an influence on that. Mrs Sent does not think that a double non-taxation is the intention. Of course, I can't disagree with her. But she asks whether I agree that the Netherlands is part of the problem and that it should become part of the solution. I find that simplistic. Tax avoidance, tax planning and tax constructions arise mainly because of differences between systems. By definition, everyone is part of a possible problem and a possible solution. Against the idea that the Netherlands is now only participating in one container and not in the other, I must resist. The Netherlands is at the forefront in a number of areas. We have always advocated the development of binding rules within the Union: hard law. We now have that same position in the rulings. Furthermore, we have taken the step to incorporate the anti-abuse provisions into 23 treaties with developing countries and are warming other countries up to do so. Mr Van Boxtel asked whether it was working with those substance requirements in relation to developing countries. Of course, it's a little short notice to be able to say something about that. They haven't been around that long, so I don't really have a measurement of that yet. It's also a bit of a matter of definition. In order to answer the question whether developing countries miss tax due to circumvention via the Netherlands, it is just what rate you take as the basis. One report gives a very different picture of this than the other. All in all, I don't manage to quantify that well. Mr Van Boxtel did say that the Court of Auditors believes that it is not difficult to meet the substance requirements. For real substance it shouldn't be difficult, because of course we want it here. On the other hand, it should be impossible for non-real substances. There is a limit between them; that too is a question of discussion.
ParlaMint-NL_2014-12-16-eerstekamer-11.u97	For everything, it's a matter of discussion. I'm gonna go with the Secretary of State when he says it's all pretty short. Yeah, I bet you do. My pain is not in the fact that we are going to act like crazy Henkie and are about to lose all kinds of beautiful companies and institutions that find it tax-technically interesting to settle in the Netherlands. I welcome that in itself. However, we also know that companies in a few areas in very low-wage countries succeed in the opposite. Think of Bangladesh when it comes to the clothing industry; everyone is morally extremely indignant about child labour there and the people who make cheap T-shirts there under terrible conditions. In the meantime, the people are set up in rots of three when a new clothing store opens up that brings all that to the market. It is not a question of being the sex master but of asking for an active attitude of the Dutch government on this issue, including in our fiscal policy, in countering that reverse path. What is leaking through taxation must be returned with development cooperation money. That's weird. I hope you will agree with me on that.
ParlaMint-NL_2014-12-16-eerstekamer-11.u98	Yeah, I'm not doing that alone. I also believe that that is exactly what we are now actively pursuing, for example with the 23 developing countries that we are giving a larger share of cake in the treaty negotiations. We also include anti-abuse measures. Mr Bröcker asked how these countries would react. Some responded somewhat surprised but positive. The first reactions are positive. Many of the countries are still studying it. I believe that we have now approached 22 of the 23 countries. These are studying this. I have to say, of course, that our expertise is often greater than on the other hand, and that we have sometimes come up with solutions, even though they may not have yet recognized the problems. This is the policy that is entirely in that spirit, and we continue to do so. So I wholeheartedly support that. Mr Bröcker asked about EU harmonisation of corporate tax bases. He's asking, I think, about the CCCTB. The joint... or isn't he asking? He's walking to the microphone right now to tell me what he means.
ParlaMint-NL_2014-12-16-eerstekamer-11.u99	Mr Bröcker, I would like a brief interruption.
ParlaMint-NL_2014-12-16-eerstekamer-11.u100	I'll be very brief. No, that alphabet soup could cause some confusion. My question focuses more on the harmonization of foundations. Several proposals have been made in the past. You can harmonise your corporate tax base to calculate your tax result in the same way. You can go one step further and have a tariff discussion. I don't know if we're waiting for that. In the EU, the debate has also been launched to make a single declaration in the EU countries and to designate a country that distributes tax revenues among the countries in the group concerned. That's not a good idea either. I was purely concerned with harmonizing the foundations, in other words, what you call a loan in one country is also called a loan in another country. At the moment, there are different qualifications. There are all kinds of differences in the way foundations are calculated. I suspect that will soon be discussed in the European Union. How's the Secretary of State in that?
ParlaMint-NL_2014-12-16-eerstekamer-11.u101	The Netherlands also participates actively in the BEPS-route, which I believe is route 6. If weird shortcuts arise purely as a result of different definitions, the Netherlands likes to be part of the coalition to fight things that you really have to call abuse. There are, of course, a number of other initiatives in Europe. As far as the harmonised corporate tax base is concerned, we have played it up to and including the yellow card. There is a new initiative now, but our views on it have not changed. We believe that the effects of the proposals we have seen for this purpose are both unreasonable and detrimental to the Netherlands. Mrs Sent asks whether we are prepared to respond to the recommendations of the General Court. One was to inform every new tax treaty about anti-abuse. That seems very sensible. Another is to inform Parliament periodically about the locational environment, the financial flows involved, etc. In principle, I say yes, let's try it; let's practice it over the next few years. However, the Court's recommendations in relation to the flow of funds, the climate of location and the impact of the measures are so complex that I do not want to see the expectations too high. We have the idea that the General Court also overestimates the reporting in its explanatory effect. But let's just try it out. So basically, yes. Mr Essers asked whether there was any point in giving parliamentarians insight into the content of rulings issued in a confidential procedure. We should not be ashamed of our ruling practice. We don't have anything to hide either. The Court of Auditors recently gave us an 8.5, and so did the European Commission. One of the 13 rulings examined raised a question on one of its aspects. That's all it is. We believe that we have nothing to hide, but I do feel very little about the systematic provision of rulings of individual cases to Parliament. First of all, we're playing with something big. Companies must have maximum confidence that their confidential information will also remain confidential. Without that confidence that is at the basis of taxation, the levy is also a failure. We have to be very careful about that. We have devoted whole articles to this in the General Law on state taxes. That's not unknown. Secondly, there is the fact that the comfort of confidentiality is also crucial in the business environment. We have always said: security in advance is a great asset. Pre-security lands in the rulings. If you now create doubts about confidentiality, you also make parties afraid to ask for that security in advance, and then that big but also legitimate benefit of the Dutch tax environment might be lost. Of course, that's the opposite...
ParlaMint-NL_2014-12-16-eerstekamer-11.u102	Mr Essers, I see you're trying to interrupt, but we're not going to do that right now. I'm going to suspend. You just need to get the hell out of here.
ParlaMint-NL_2014-12-16-eerstekamer-11.u103	But then it comes back after dinner break?
ParlaMint-NL_2014-12-16-eerstekamer-11.u104	It'll come back after dinner, but you need to get out of here.
ParlaMint-NL_2014-12-16-eerstekamer-11.u105	I've only got one page left here, Mr. Chairman.
ParlaMint-NL_2014-12-16-eerstekamer-11.u106	Okay, can you do that one leaf in a minute?
ParlaMint-NL_2014-12-16-eerstekamer-11.u107	Oh, yeah.
ParlaMint-NL_2014-12-16-eerstekamer-11.u108	Well, let's do that.
ParlaMint-NL_2014-12-16-eerstekamer-11.u109	On the other hand, of course, the First Chamber and the Second Chamber must be able to exercise their controlling function, but I think there are a lot of methods for that. We have seen the investigation of the General Court of Auditors. The General Court of Auditors is allowed to snoop into any closet and see everything. That's a big good. Of course you can organise something for this in individual cases, but I do say that it must be an individual case with a particular reason and with a high quality of balance between the democratic interest and the individual right to maximum confidentiality. The third point I could offer, but not all my offers in this sense have so far become a success is that in a technical session with the APA/ATR team in Rotterdam, anonymised rulings could also be examined to see what that looks like. It's not a simple matter, I'll warn the interested.
ParlaMint-NL_2014-12-16-eerstekamer-11.u110	Mr Essers may ask a short question about this, but I really want to suspend for dinner later.
ParlaMint-NL_2014-12-16-eerstekamer-11.u111	I can buy a lot of time with this question. Would the Secretary of State want to work out what he has just said very briefly in a note? Of course, it's very sensitive matter. I fully agree with him that confidentiality should be at the top of the list. On the other hand, Parliament's right of control is also a great asset. I do not want to touch on Article 67 at all, but I do want to see the possibilities that the Secretary of State has just outlined, a little more elaborate, to see how we can take that one step further. It is in the interests of the credibility of the rule-making policy that we also give parliamentarians as much as possible, or at least offer comfort, not to have to look at a full black box. The Secretary of State is prepared to share those rulings with foreign tax authorities. Let us try to find a way to meet Parliament in this regard too. If we can look at a note on that, I think we can cut a whole discussion short.
ParlaMint-NL_2014-12-16-eerstekamer-11.u112	Agreed.
ParlaMint-NL_2014-12-16-eerstekamer-11.u113	That's a lovely short answer.
ParlaMint-NL_2014-12-16-eerstekamer-11.u114	Mr. Chairman. I left one more question unanswered before dinner break. Mr Nagel is still entitled to an answer, because he has advocated an extended exemption from the gift tax. He is concerned about people who, in his view, are unable to manage the administrative handling of a gift this year, thereby making use of the extended possibilities. I'm not very inclined to meet that. The scheme has been known for over a year. Everyone has known for more than a year that this ended on 31 December. There is a high level of awareness of the scheme. Things have been done about that, too. In October there was an additional call to make timely use of the scheme. My colleague Dijsselbloem has called on the banks to carry out the administrative work as long as possible in the year. I am not prepared to accept an extension of the scheme. This would also mean a legislative amendment, a novel and a further financial loss. This question could have been answered before the break, but it has now been answered. With this, I'm out of questions.
ParlaMint-NL_2014-12-16-eerstekamer-11.u115	Thank you. However, Mr Essers has another question.
ParlaMint-NL_2014-12-16-eerstekamer-11.u116	Dinner break may have put it in a tribulation, but I had asked another question about the government's estimates. In the case of income, there is always a tendency to overestimate it, while costs are estimated too low. The question was whether Parliament could participate in the uncertainties that are always raised in the case of estimates.
ParlaMint-NL_2014-12-16-eerstekamer-11.u117	That's right. Apologies for that. Your question was about the margins of security of estimates. If you make predictions every year or with a large frequency and know the results, you can at some point estimate the uncertainty margin. However, these are often such one-off things that there is no clear margin of uncertainty. There is only an estimate to be made, as good and as angry as that goes. For example, we estimate how many tenants or landlords are willing to use a certain subsidy scheme. In this way, it is best known and can be estimated what a particular measure will entail in relation to housing corporations. That'll come out 500, while the answer turns out to be 10. That's because all kinds of non-repetitive things happen that you don't expect. It is therefore not possible to indicate from precisely the most uncertain estimates what the margin of uncertainty is, because it is one-off cases and there is no possibility of statistically establishing the margin of uncertainty. It is of course possible to give insight into the assumptions. Then everyone can judge the reasonableness of these assumptions. I can't think of it other than that. Of course, we all have the 500 and the 10 in mind as an example; that was also implied yesterday. However, a margin of uncertainty cannot be calculated purely technically.
ParlaMint-NL_2014-12-16-eerstekamer-11.u118	Does the Secretary of State agree with me that this is unsatisfactory? On the basis of estimates of this kind, many important decisions are taken, for example in cabinet formations or in accountability to the European Commission. If you don't let go of the probability factor, I understand that that is difficult, but every statistical approach always has a certain margin, so what is the value of CPB calculations, to name but a few? Another example, which has been mentioned several times, is the 1 billion additional dividend tax revenue due to the reduction of the box 2 tariff. That too is very uncertain. What are the consequences if these estimates do not come true?
ParlaMint-NL_2014-12-16-eerstekamer-11.u119	I'd like to take over the word "unsatisfying." The statistical accident is that we can't estimate it. However, there is also statistical happiness. In fact, if you put and add up all the uncertain amounts, each of which has a sometimes known and sometimes unknown uncertainty, in a government budget, the total as a percentage is considerably less uncertain than each of the items separately. This is, of course, a statistical data which the CPB and our budgeters are grateful to use. This means that we in the Netherlands often find ourselves within rather narrow bands, where we want to go. Once in a while, a crisis breaks down and things don't turn out to be statistically independent. Those are the moments when we pee firmly next to them, but on average, uncertainties cancel each other out and the final outcome is best seen. Of course, there were few people who anticipated the credit crisis. There were a few of them. They also wrote a book about it, which was sold very well. However, I do not think that anyone in this Chamber thinks that we should have been able to predict this crisis or to incorporate it into the margins of uncertainty. I think this is the situation as it is.
ParlaMint-NL_2014-12-16-eerstekamer-11.u120	There was another question that I asked at the very end of my speech. I suspect that low-income people, due to the accounting rules of the payroll tax in 2015, pay €260 too much tax. They might get it back through their Ib declaration, but it is not common for people on very low incomes to do so. Is this suspicion correct? If so, what can the Secretary of State do about this?
ParlaMint-NL_2014-12-16-eerstekamer-11.u121	I did not answer that question. I also think that Mr Van Boxtel has asked for something similar. He asked whether the side payments in 2015 were okay. In principle, it is not quite a year, because we have a system that can handle only a limited number of things. Especially for the special rewards we have tables. There are so strange noddings in the reduction and build-up of tax rebates that it always goes a little bit wrong for the special reward. That's inherent in that. So we skipper every year. It's the same every year; it's never different. We've never made a secret of that. Of course, a little more has been done in the last year. That's fixed. So there will not be too much boating in 2015, but it will of course continue to be a bit skippering precisely at the point that Mr Reuten has put forward. This is most difficult in low incomes, because there is a very steep build-up of the labour cut. It's a very steep build-up. That means that all the tables for the special rewards there go rücksichtslos, every year. That is a weakness that is inherent in this. It's the same every year. This year, too, this is not entirely in line. Mr Reuten asked for this. Thus, the nod points in the construction of the path towards a reduction in working hours provide marginal rates that are very strange and different. For example, there is a group that will in principle improve purchasing power in 2015 compared to 2014. That is the group of people with an income between €0 and €20,000. This group will increase purchasing power in 2015 compared to the group with an income above €20,000. He's gonna pay less income tax. However, income tax and income tax are not mutually exclusive. So there is either a refund with the declaration or an additional payment. At the explicit request of the House of Representatives, we will not allow it to come to an additional payment this year, but these people will get something back. On average, after the end of 2015, people from that group get roughly just over €100 back at the beginning of 2016. This is for that group, depending on the case, up to €270. That's what those people get back from the 2015 tax return in 2016.
ParlaMint-NL_2014-12-16-eerstekamer-11.u122	For those people, €260 is always a little more than for you and for me, but how do they get that money back? It's not common for those people to fill out an Ib form. So the question is how they can cash that, if they already know.
ParlaMint-NL_2014-12-16-eerstekamer-11.u123	They will be invited to this.
ParlaMint-NL_2014-12-16-eerstekamer-11.u124	By the IRS?
ParlaMint-NL_2014-12-16-eerstekamer-11.u125	Yes, for example, we are now also sending letters to people saying that there is a chance that they will have to pay extra and that they will have to report it.
ParlaMint-NL_2014-12-16-eerstekamer-11.u126	Do you make a commitment that people who find it difficult to read complicated forms can claim this in a simple way?
ParlaMint-NL_2014-12-16-eerstekamer-11.u127	This is an extremely complex field. I'm gonna check that out.
ParlaMint-NL_2014-12-16-eerstekamer-11.u128	Good. If you know, will you give me a note? Or can the committee get a note?
ParlaMint-NL_2014-12-16-eerstekamer-11.u129	If one motion has already been tabled, I shall now put it to the House that I will have to discuss it. After that discussion, I will come up with the answer to your question.
ParlaMint-NL_2014-12-16-eerstekamer-11.u130	Okay. Thank you.
ParlaMint-NL_2014-12-16-eerstekamer-11.u131	We now come to the second term of the Chamber.
ParlaMint-NL_2014-12-16-eerstekamer-11.u132	Mr. Chairman. I would like to thank the Secretary of State and the officials for the clear answer to our written and oral questions and for the open debate we have had. I'll start the blessings to good use. After that, I'll express some concerns. I will end with criticism.
ParlaMint-NL_2014-12-16-eerstekamer-11.u133	And all that in eight minutes, tops?
ParlaMint-NL_2014-12-16-eerstekamer-11.u134	Exactly.
ParlaMint-NL_2014-12-16-eerstekamer-11.u135	I think this is the reverse order of events in the church. That's where it starts with criticism. Then come the points of criticism and then the blessings follow.
ParlaMint-NL_2014-12-16-eerstekamer-11.u136	Yes, but this has to do with the final voting opinion I will issue, Mr Van Boxtel. So I'm just gonna warn the Chamber. The blessings, however, are no less serious. I am pleasantly surprised by the Secretary of State's attitude towards fiscal instrumentalism. I think there is very little difference of opinion on that point. You can, of course, discuss the pace at which things have to take place. I'll get back to you in a minute. However, I believe that we need to reduce, as far as possible, the burden of taxation which complicates it, creates tension with the principle of equality and makes it impossible for the Tax Administration to do so. I think that we should take a very critical look at environmental taxes in this regard. I too am in favour of a sustainable system, but I think it is a sign that the Netherlands is the third in Europe, no matter how much you can comment on these lists of environmental taxes. I therefore believe that the question is right whether the effectiveness is as great as we think it is or whether these are simply ordinary increases in charges. We also agree on the main objective of the tax review, which is to reduce the wedge. We need to reduce labour costs. In this respect, I believe that the main difference in opinion is the pace at which it must take place. Another blessing is the response of the Secretary of State to my question on how the ruling policy, which must take place in all confidentiality, relates to the department's control role. I welcome the answer from the Secretary of State, because on the one hand I think it is prudent, but on the other hand I also think it is sensible to understand the situation of Parliament. I'm very happy with the promised note. I expect it to come as soon as possible, but at least in the spring, so that we can deal with it in this composition. I would like to include the role of Article 68 of the Constitution. It says that, if a parliament wants information, you must accept this request, unless a state interest opposes it. How does that relate to those rulings, without compromising the confidentiality of the information, which would ultimately make us worse in terms of competitiveness? Now I go into something of a completely different order, but anyone who does not honor the details cannot handle the big picture either. I come to speak about the legal solution that has been promised for the situation of shelters and the functioning of the partner schemes in the taxation and surcharges. I'm glad there's a legal solution. I am somewhat surprised that there was no practical solution, because if it is legally possible, it should actually be possible. At least that's what it looks like. I would like to know what the deadline is for this. The Secretary of State says he's coming up with a legislative change next year. I can assume that it will work back as generously as possible, so that as few people as possible are confronted with the difficult situation that they become partners with someone they don't know at all. My concern has to do with the entire BEPS development. I appreciate the attitude of the Netherlands in the debate on the law, but I cannot escape the impression that there is an uphill battle going on between the small countries and the large countries. The Secretary of State mentioned the example of the innovation box. I have the feeling that Germany and the United Kingdom have played a one-two here. The United Kingdom, in particular, still has some explaining to do here, because it actually had a box similar to ours. We can try what we want, but ultimately we pay in terms of position. That is what these big countries want, because they have a great tax background and we only have a small tax area. I am seriously concerned about the role of democracy. Soon we will be presented with conclusions that are more or less fulfilled facts and then we will be drawing at the cross. I sincerely hope that we will be involved in this process as much as possible so that we can make our contribution. Now I come with the criticism. Of course there is. It would be crazy after my first-term input if I were just praised now. We are very critical of the fact that this cabinet does not wish to reverse the tax increases in recent years in this Tax Plan. On the contrary, there are additional burdens. Two major increases that we have already made in the past are excise duties and landlord taxes. Excise duties are now being indexed again. I understand this is not happening in Germany. Relatively, the position in the border region is therefore deteriorating again. Furthermore, I have not yet heard from the Secretary of State about the landlord's tax. I know it's under another ministry, but the Secretary of State represents the government. I insist that the landlord levy is very bad for developments in the housing market. We have recently seen the reports that housing corporations hold large reserves. They should actually use them for investments, but they only reserve them for the charges in the landlord's tax scheme. Something really should be done about that. The Secretary of State has already said something about the people with residual debts prior to 29 October 2012. I understand that the regulation currently in place is intended only to promote the flow of funds. However, what are we doing with people who are really in trouble and who are "under water," but who just happened to have bought a new home before 29 October 2012? After all, they're gonna want another place to live. Finally, I would like to comment on the speed of the reform of the system. I very much hope that this Secretary of State will continue to tackle the road of Treub and Pierson, that he will look at the needs of time and come up with a serious reform of the system in the short term. In the letter in which he announces the reform of the system, he says that we should not expect a new Big Bang. I think that's only realistic, but it shouldn't be a firefighter either. The system needs a thorough review. We really hope that, when dealing with the forthcoming Tax Plan, there will be a plan in which not only a very small step is taken. We hope that this is a good plan that will enable us to move forward in the coming years. That brings me to a final weighing-up. I appreciate the good efforts of the cabinet, but the cabinet makes different choices than we would have made. As an alternative to the increase in charges, we preferred to see a reduction in expenditure. That is why we cannot agree to this Tax Plan.
ParlaMint-NL_2014-12-16-eerstekamer-11.u137	Mr. Chairman. I thank the Secretary of State for his effective response. In the first place, I come to ignoring the households..... usually these are people who are only households..... with an income of less than 63% of the statutory minimum wage. I think it would be a good idea to hold a technical consultation on this subject, with on the one hand a representative of the Ministry of Finance, a representative of the CBS and a representative of the CPB and, on the other hand, the members of the Finance Commission who wish to do so. Then we have to see if we are going to have another written consultation on this. I think that's an excellent idea. I want to know two more things about this. I would like to know whether the CPB's passing on of the electoral programmes and the counter-budgets in recent years has also happened with the assumption that the lower 10% is excluded. That brings me to a political point. The fact that the poorest 10% is not taken into account makes the income gap appear to be smaller than in reality. First of all, I would like to hear from the Secretary of State whether this is actually the case, but I do not think we can have a difference of opinion on this. Secondly, I'd like to hear what he thinks about that. Then I come to the pressure of taxes and other compulsory taxes on gross income. I think it would be a good idea to have a discussion on this in a corresponding setting as well. In this case I do not think it is necessary for someone from the CPB to be present, but of course I have no objection to it at all. As far as I am concerned, the expertise should be a representative of Finance and one of the CBS. Such consultations may also be followed by written consultations. Given the time we usually have on Tuesdays, it seems good to separate the two sessions. They have nothing to do with each other either. The last point I mentioned was in the context of the revision of the tax system. I would like to make one more point. The Secretary of State easily switched to indirect taxes. He said these taxes are slightly disruptive. If I am right, however, I would like to say it from my mind, the OECD is the first least distorting tax, in particular the tax on real estate. This does not imply that the rest does not fall under a less distorting tax category. To some extent, all taxes are, of course, disruptive. The government says she wants to tax according to capacity. Have we ever talked about what this means? You can set some kind of criterion for that. Let me mention just one thing: a difference in tax rates of 10 percentage points or 5 percentage points per quarter, including everything. So it goes from 25% to 30%, 35% and 40%. What are we thinking about when we are talking about taxation in terms of carrying capacity? Are you saying that everyone should be able to live a little bit of it in the end? That's different. Then we come more into the sphere of services and assistance. I do not think we are coming out of it today, but I do find it interesting if the Secretary of State makes a small move on the question of what to mean by taxes in terms of carrying capacity. This brings us back to the one Mr Essers mentioned yesterday, namely Treub. Then I come to instrumentalism. It is interesting, however, that in this Chamber, I do not know how it is across the street, there is agreement between the CDA Group, the VVD Group, my group and the Secretary of State on this point. As far as I'm concerned, we're going through with that. Anything the Secretary of State should take care of, I think he should go through the other ministries. As I just said, it's the simplest way to do it through commandments and prohibitions. In conclusion, since the Secretary of State is so efficient, it is pleasant to debate with him. We haven't had a lot of debate, but I thought it was a pleasant debate. Then it's always a little tricky. It is clear where everyone stands at some point. I've had a lot of that with VVDs. I like that very much. I like that more than anything in between. I know where the Secretary of State is. I also know where the VVD Group is in this Chamber. We are not quite there, but then you can have a good debate. We believe that the Secretary of State also knows that there is too little tax on capital, both in the area of income distribution and in the area of capital distribution. As long as that is the case, I will continue to advise my group to vote against the Tax Plan, but with all due respect.
ParlaMint-NL_2014-12-16-eerstekamer-11.u138	That was a nice lock of the eight minutes you completed exactly, Mr Reuten. I now give the floor to Mr Bröcker.
ParlaMint-NL_2014-12-16-eerstekamer-11.u139	Mr. Chairman. Respectfully opposed votes is a new variant that Mr Reuten introduces into the Chamber. I remember that when I was allowed to deal with a tax plan here for the first time, the SP Group supported it at that time. It is a pity that this line will not be extended at the end of this parliamentary term. Speaking of support, I must honestly say that I find the voting opinion that Mr Essers from the CDA Group will be presenting a little remarkable. I think that, in general terms, there is a very decent cooperation here. We have here a policy-poor Tax Plan and we have a Secretary of State who wants to look fairly broad for support and, in particular, capacity in relation to the system review. In this context, I regret that the CDA Group has drawn this conclusion, but let me say so. I'd like to come back to a few things. I would like to mention the international aspect. With regard to treaty policy, whether multilateral or bilateral, whether it is the EU, OECD or OECD platform, I know that the dynamics are strong, I have said that we must continue to strive for as objective criteria as possible for burden sharing and for decent processes in order to provide rapid clarity to those concerned in the event of differences of opinion. Once again, we understand the dynamics and pressure that Mr Van Boxtel has already referred to, but we want to continue to emphasise this. I'm coming to the information exchange. I am curious to hear about the seizure of the tax authorities, because there are a lot of data and information being exchanged. I can imagine that this will have a fairly large impact on the Tax Administration. Perhaps the Secretary of State could make one more comment on that, if he so wishes. Otherwise, I'll just mark it as a concern. Again: the direction and the actions in it are fine. I also think that we can make a breakthrough in the communication about our tax policy, in particular our ruling policy, for a better and clearer understanding of this by Parliament, the Lower House and the Upper Chamber. I think that we can communicate a little more clearly and then debate it, if necessary. The report of the General Court is a rather unique document. I must say that I respect the way in which all this has been collected. It is a very impressive overview of the practice. In the very distant past, I have also been in the practice of the tax advice. I can only say that I congratulate you on this. Eventually I read a revised version with track changes and that is a very valuable document. This may also be part of a periodic exchange between the Secretary of State and the House of Representatives and, where necessary, the First Chamber on the tax aspects of our establishment policy. We're on the defensive. Again, I don't talk about abuse. In general, the Netherlands is as a small country in the defensive. I think that we should have a broader constructive discussion in that consultation on one of the choices mentioned by the Secretary of State in his letter of formal notice. We talked about the Parent-Subsidiary Directive. I think the Secretary of State has presented a fair and realistic picture. I share Mr Essers' concerns about the position of the Netherlands in that very large field of forces. I come to the issue of the basis for harmonisation. In my opinion, that was not the proposal that ever came to us, the proposal for which a yellow card has been drawn in the House of Representatives and I think in the House of First Instance too. It is more a fundamental discussion about whether you can harmonise a little more the basis on which you calculate corporation tax per country. It is an issue that we expect to be explicitly on the agenda. I hope that we know very well how we intend to work on this in the Netherlands for this discussion. I would also like to thank the Secretary of State for the good transparent discussion on fiscal instrumentalism. We note that there is broad support for the concept, but the practice is still quite uncomfortable. That is also what I indicated in the first term. Even in the debate we have had today, you will hear it again. I ask the Secretary of State to do this. If we are a little further on with the upgraded performance test, can this be explicitly discussed in this Chamber and especially in the House of Representatives? Maybe we can support that here with a motion. In general, we do not want to table too many motions here, but this might be a good follow-up to the motion that we tabled last year. I would like to thank the Secretary of State once again and close with that.
ParlaMint-NL_2014-12-16-eerstekamer-11.u140	Mr. Chairman. I thank the Secretary of State for answering the questions. I also thank colleagues for their contributions to our ritual. At best, we've all listened to each other very carefully. There is, of course, no change in the short term. I hope that at least one thing will change, and that is that the cabinet is going to measure a number of things objectively. The Secretary of State has given the impression of wanting to move in that direction. In the first place, my group is thinking of the border effects of increases in excise duties. Secondly, she thinks of the total energy consumption, directly and indirectly, of cars in relation to the car tax system. On this point, too, the Secretary of State has made concrete commitments. Thirdly, my group is thinking of the real cost to the citizen of what I would call windmill syndrome. In this hope I feel strengthened by the seasonal wishes I received last week from Kees le Pair, a well-known physicist, former general director of STW and, if I am correct, a party colleague of the Secretary of State. In his Christmas and New Year's wishes, he quoted two famous physicists who both touched a sensitive string on me. One was Nobel laureate Heike Kamerlingh Onnes, who made "by measuring to the knowledge" the slogan of his laboratory. He was my great example in my graduation project a long time ago, a study that took place at helium temperature. The other was another Nobel laureate, Richard Feynman, who said: if the theory gives different results than the measurements, then the theory is wrong. As a physics student, a long time ago, I bought The Feynman Lectures on Physics from him. Those books devoured you next to your textbooks, because they were so understandable and instructive at the same time. I conclude with the hope that the Secretary of State is also a real engineer: that he will come to know by measuring and adjust his tax theories to the measurements.
ParlaMint-NL_2014-12-16-eerstekamer-11.u141	Mr. Chairman. We would also like to thank the Secretary of State for his reply, although we would have preferred it to be different in some respects. We discussed two measures in 2016: the abolition of the elderly allowance and the reduction of the elderly discount. We have shown, we thought, that these measures were intended to be a kind of compensation at the time. If you reverse those measures now, you will undo the compensation. The Secretary of State has said two things about this which reinforce each other. Firstly, he said that older people are no longer among the poorest. But given the quotes about average pensions and so on, he can get a different view on that. Secondly, he said: I have not given enough thought to this background. I literally wrote that down. That is why I think it is good to return to this at another opportunity. It doesn't have to go into it until 2016, but we as 50PLUS will not rest in it. We shall come back to that. I have heard well that the Secretary of State does not see the extension of the municipal tax area as an opportunity for an increase. In fact, there will be no increase. In doing so, the Secretary of State stated that it was intended to shift municipal taxes from a disruptive source to a non-distorting source. I do not know whether the voters of this communication are ecstatic, but I would like the Secretary of State to briefly explain what is meant by 'distorting source'. Finally, I come to the revision of the tax system. I can be brief about that. D66 has said it must be done before Princess' Day and that it must be urgent for once. I understand there's going to be a motion on that side too. I wonder if the Secretary of State would like to wait so long or if he would come forward with his plans sooner.
ParlaMint-NL_2014-12-16-eerstekamer-11.u142	It's great that the speaker chair is set to everyone's length. I don't know who it's known to. I never had to give up my height here, even when I joined. Mr. Chairman. There's one thing I need to get off my chest in advance. I regret that Mr Essers said on behalf of the CDA: I am going to vote against it anyway. That while we all concluded that the tax plan we discussed here was about the thinnest tax plan ever. For this reason, I regret that there is a kind of pattern in which, in the run-up to the elections, we vote against everything. That while the content of the debate did not give me the feeling that there was a great deal of reason for a huge difference in views on this tax plan. I'm not talking about the future. I'm talking about this tax plan.
ParlaMint-NL_2014-12-16-eerstekamer-11.u143	A thin tax plan does not have to be an argument in itself. You may find that there is far too little or that too little changes in laws.
ParlaMint-NL_2014-12-16-eerstekamer-11.u144	Yeah, you can.
ParlaMint-NL_2014-12-16-eerstekamer-11.u145	I named what I liked, but it's also about what's not in it. There is, however, a consistent line in our approach, namely that we regret the increase in charges. We don't see them being reversed, at least it's happening way too slowly. That's our point.
