ParlaMint-NL_2014-12-15-eerstekamer-4.u1	I would like to welcome the Secretary of State for Finance to the First Chamber.
ParlaMint-NL_2014-12-15-eerstekamer-4.u90	Mr. Chairman. The 2015 Tax Plan includes the abolition of the elderly allowance in box 3 and the reduction of the elderly discount. Both measures start on 1 January 2016. The Secretary of State considers that the abolition of the elderly allowance puts older people in the same position as other taxpayers. Was it not, however, the case that this old-age allowance was introduced in 2001 to compensate for the new capital efficiency levy, which increased the burden especially for the low-income elderly who fall into the first two discs? Does the Secretary of State recognise that the elderly discount was also intended as compensation for the freezing of the AOW in 1994, the fiscal purchasing power measure? Both measures had been introduced as compensation for the disadvantages experienced by the elderly by the tax measures. That's what the Secretary of State wants to undo now. In our view, this is precisely the opposite of what the Secretary of State claims. The abolition of the elderly's allowance and the reduction of the elderly's discount once again place the elderly in an unequal position. This is on top of the reduction in pensions, the non-indexation of pensions in recent years, and the prospect that this will not happen in the next ten years. Both measures will once again have a significant impact on the purchasing power of older people, which has already fallen considerably behind. Nor do we understand the fact that two measures are already being included in a tax plan for 2015, while the measures will only start in 2016. It seems that the elderly are already being told in advance that in the near future they can expect nothing but a fall in purchasing power from the cabinet. If the Secretary of State continues these measures, which affect the elderly, with the support of the SGP, Christian Union and D66 support forces, then we ask for a commitment that this will be discussed again after Princess Day 2015, if the purchasing power figures for 2016 are clear. I'd like to hear a response from the Secretary of State to this request. Also next year, excise duties on fuels will increase. The previous speaker explained this in detail. We have been struck by the fact that hard-working gas pump holders in border areas who have been forced to go to court by government policy beyond their fault to deal with their families and have often had to fire staff. We saw the elderly family who successfully went to court because the government had wrongly taken care of the family. There may also be processes on non-compliance with pension obligations. It seems to become a habit for citizens who are no longer heard by The Hague to turn to the courts. Our question to the Secretary of State is how much is saved in the 2015 budget if the announced increase in excise duty for the coming year would not continue, taking into account a likely increase in turnover in border areas. Is the Secretary of State prepared to consider such a gesture, which, in our view, is very fair? Although the Secretary of State calls the tax review urgent in all kinds of documents, nothing has yet come out of his hand that looks like a beginning. Tax relief is being preached everywhere, and Prime Minister Rutte has also made his annual commitment to tax reduction. We assume that this was done in consultation with the State Secretary of Finance. That is why we are asking whether the Secretary of State can lift a little bit of the veil and say a little more about the tax reduction. Much more concrete and therefore more threatening is the notice on page 35 of the reply that an investigation is being carried out into the possibilities of extending the municipal tax area. This can mean nothing but more revenue for the government and more taxes for the citizens. We ask the Secretary of State for two things: is this conclusion correct and what possibilities should one think of when municipal taxes increase? Is it not strange that the government does not yet have any concrete plans to reduce taxes, but that it is already considering how the possibilities for municipal taxation can be extended, thereby increasing taxation? Another point that is rather in the interest of these days is the expiry of parents' ability to give their children up to €100,000 tax-free, an idea that 50PLUS has launched in the House of Representatives. It was a measure that taught us that the knife could cut on three sides. We would have liked it to apply for the year 2015. However, the cabinet rejected such a proposal in the Lower House, so we do not want to go back to it. What is happening is that many people who still wanted to make use of the scheme face practical problems. The notaries' dome Network Notaries has found that banks work too slowly and customers still run the risk of having to pay donation tax because the transactions are not completed by 31 December. Banks say that they cannot guarantee a timely conclusion after 15 December, which is today. That comes for people who for financial reasons wanted to wait until the last time as a surprise and the December month is not the best month with the holidays around Christmas either. In view of the fact that the extension of the 2015 measure is not possible, we ask the State Secretary whether he is prepared to extend the deadline until 31 January 2015. Over the past few years, government policy has been aimed at increasing the return of older people in particular. The 2015 Tax Plan does not change that. For the year 2016, a firm shovel will be added. It is to be hoped that it will not come to that and that the voters will make a clear statement on 18 March, so that Prime Minister Rutte will not be able to live up to his promise to sit down.
ParlaMint-NL_2014-12-15-eerstekamer-4.u91	Mr. Chairman. Not only in this house, but also outside, the debate on taxes is in full swing. The subject raises emotions across society about justice and solidarity. The letter on the revision of the tax system gave rise to the debate. Due to the arrival of Piketty, the controversial tax structure of Starbucks and the business of car taxes, the discussion of the tax system spread across the country. In the meantime, almost all taxes are under a magnifying glass, including in the media. In addition, the announced post-taxation of the Tax Administration keeps the moods occupied. Can the Secretary of State guarantee that all adjustments for 2015 have been processed on time? Despite the extensive social debate, we are discussing today the thinnest tax plan for years. The coalition parties did not agree on major reforms last summer, which means that there is now a limited number of measures. That is why my contribution will focus not only on what is in the bill, but also on things that are not in it. Recently, I attended an international conference on taxation with Mr Essers of the CDA in London. That was where the impact of globalisation on national tax legislation was central. In this context, I first look at the Dutch location climate in an international context. Then I will put a number of questions to the Secretary of State about the announced tax review. Finally, I will go into more detail about an important, hopefully shared, ambition of my group to strive for a more sustainable economy. The Netherlands has a favourable tax regime for large companies and multinationals. Source taxes, such as dividends, royalties and interest rates, are relatively low here. In addition, companies can obtain advance certainty on the tax payable by them through rulings. In addition, the Netherlands has a huge number of tax treaties with other countries, 94 to be precise, so that companies can keep the tax on profits from holdings as low as possible. All in all, these schemes ensure that companies like to settle in the Netherlands. The research Ranking the Stars of the CPB even shows that the Netherlands is number one in the world, when it comes to attracting foreign investment. Above China and the United States, but also over countries such as Great Britain, Ireland and Luxembourg. Those same international money flows are also quickly leaving the country. This shows that the Netherlands is also a distribution country in the financial field. There is, of course, a difference: the port of Rotterdam and the airport of Schiphol have demonstrated a lot of employment and economic growth in the Netherlands, while the economic effects of financial transit are more difficult to measure. This is due, among other things, to the huge variety of regulations and companies, but also to a lack of transparency. Both the Examination Office SEO and the General Court therefore advocate greater openness to tax deals. What possibilities does the Secretary of State see for promoting this transparency at national level? My group also lacks in this debate the question of what the Dutch tax practice means for developing countries, where the production of many multinationals takes place. Is it true that developing countries miss revenue from tax avoidance via the Netherlands? My group, like Mr Essers and Mr Bröcker, has a few specific questions concerning the conditions for a taxruling, the so-called substance requirements.
ParlaMint-NL_2014-12-15-eerstekamer-4.u92	If you look at the contribution to GDP, in terms of exports, it is not agriculture or transport that is at the top of the list, but financial services.
ParlaMint-NL_2014-12-15-eerstekamer-4.u93	I would like to take up the debate with Mr Reuten on the fact that the Netherlands has unfortunately lost a lot of manufacturing industry and that our country is completely dependent on services. That is a very different debate when it comes to economic matters and whether or not industrial policy. In itself, there is nothing wrong with very good financial services. The aim of the questions I ask is as much transparency as possible. That will become clear in a moment. At the same time, in plain Dutch, we should not become crazy Henkie who is more transparent than anyone else, while all kinds of others take the spoils. I've come to the substance requirements. These requirements were tightened last year as a result of the SEO report. However, the General Court concludes that "it is generally easy to meet the substance requirements by using a trust office." My group wonders why this is still so simple. What was the outcome of last year's measures? Would a further increase in these requirements be detrimental to the locational climate in the Netherlands? Unilateral measures do not eliminate differences between national tax rules. For this reason, there has been talk at OECD level of combating tax avoidance for some time now. The Netherlands is not only active in this, but is even leading the way, according to the Secretary of State. How does the Secretary of State react to reports, including the NRC, that the Netherlands "would oppose" the OECD when it comes to harmonising international tax policy? And how does the Secretary of State respond to the statement that this "resistance" is a nice marketing for the location policy of foreign companies in the Netherlands? My group is also interested in the difference between the interests of large and small countries within the OECD. I would ask you to go into this in detail once again, also in the light of Mr Essers' questions and Mr Bröcker's comment. It can already be seen from my speech that I am not in favour of participating, so to speak, in a political debate prior to a ruling. However, I would like to have more transparency about the playing field in which Finance operates, so that you can let go of your test when you read things in the newspaper. I'm coming to the tax review. I look back at the last time that the tax system has been substantially revised. That was 2001. At that time we paid with the guilder, the internet was in its infancy and permanent jobs were the norm. Moreover, we had a long period of economic growth. In this context, we have shaped the tax system. Over the past thirteen years, the Netherlands has become one of the frontrunners in digital payments, the retirement age has finally increased after a long debate and we have got 800,000zzp'ers in our midst. We are still struggling with the effects of the euro crisis and it is not certain how the Dutch economy will develop in the future, despite the first optimistic reports. The tax review of 13 years ago has been fulfilled for a long time, but the question is whether the system is still stable against the developments of today, in this society. In addition, the introduction of numerous income-dependent schemes has made the tax system extremely complex. The Secretary of State writes in his letter that the Tax Administration has "the most advanced premium factory in the world." In addition to the surcharges, there are still numerous tax reductions, where the Tax Administration has to determine whether or not people are eligible. A simplification of this system would be appropriate. It benefits the feasibility and there is broad support for it. Many also agree that the burden on labour, both on the employer and on the employee side, should be reduced if we are to remain competitive at international level. As a result of the crisis, necessary but burdensome measures have been taken on both sides. Now that the economy is carefully climbing out of the valley, employers and workers must see this reflected in a reduction in the tax burden. This not only leads to short-term job growth, but it is also essential for the long-term competitiveness of the Dutch labour market. The Netherlands has so far held a strong position in the top ten of the most competitive economies, but it must also retain this position. High labour costs could put that position at risk. The Tax Letter also mentions simplification and reduction of charges as starting points for the system review. In this connection, the Secretary of State notes that the review is urgent, because "our tax system is highly disruptive and it costs jobs and economic growth." In this light, my group is difficult to place the cabinet's waiting attitude. It seemed like a one-two from Mr Ester and me, but that was not the intention when I asked about Mr Bröcker's group's ambitions. Mr Ester then asked: do you also expect it to happen during this cabinet period? The answer to that was no. I would also like to put that question to the Secretary of State. Are we really going to take more than two years and not reform for another three years? Or is this cabinet's ambition to bring it forward?
ParlaMint-NL_2014-12-15-eerstekamer-4.u94	One-two gets you...
ParlaMint-NL_2014-12-15-eerstekamer-4.u95	No, I said it looked like that.
ParlaMint-NL_2014-12-15-eerstekamer-4.u96	That is also fine, but with one-two you also get political support and capacity. So there's nothing wrong with that. But for the sake of correction, I was asked whether the whole system review would be completed within two years. I have been a little cautious about that, because it is a rather major project. I hope that the cabinet, with the support of other parties, will be able to take its first steps as soon as possible. I'm gonna say this for the record.
ParlaMint-NL_2014-12-15-eerstekamer-4.u97	I am pleased that Mr Bröcker has made this a point, and I would like to put that question directly to the cabinet and the Secretary of State. What's his expectation? I have just read out the sentence that our tax system is highly disruptive, which costs jobs and economic growth. I can't quite understand in that light that if the potential effects are so positive and the urgency is so high, you take a very long time. Why does the Cabinet want to wait for windfalls first? You can say: there are some windfalls coming, perhaps on the side of social affairs, but we don't know if they are structural. The cabinet really needs to think through, including, for example, limiting public expenditure to compensate for the income effects. The increase in collective spending, although flattened by government policy, is continuing. In the context of sound public finances, it would therefore be good to continue looking for ways of reducing expenditure in the event of a lack of windfall in the coming years. As far as my group is concerned, therefore, the question is to what extent the financing of the tax review is a problem. This does not alter the fact that proper preparation must be made for the revision. As a first step, the cabinet has formulated a number of directions in the Tax Letter. As the Secretary of State is used to, we like to think along, but on a number of points we expect more clarity from the cabinet. First of all, the cabinet talks about a shift from labour to a higher tax on consumption. The cabinet follows several recommendations, including those of the Van Dijkhuizen Commission. My group is curious as to how the Secretary of State intends to organise this transition. For example, would the cabinet like to increase the lowest VAT rate? Or does the cabinet want to move products from the lowest category to the highest category, in other words, the VAT rate for rabbit feed to the level of that for guinea pig feed? Is the introduction of a uniform VAT rate, which, according to the CPB, yields prosperity gains, also an option? What should the proceeds of a higher turnover tax be? My group would like the cabinet to take the lead in making these choices. Secondly, the cabinet has the ambition to simplify complex income-dependent schemes. I note from an Actal report that we have 27 income-dependent schemes in the Netherlands. Not only the Tax Administration has difficulty in processing this large number of regulations. Because of the complicated puzzle, many Dutch don't know exactly what they're up to. As a result, the Tax Administration has also experienced many ICT problems. I would also like to hear from the Secretary of State in this debate about the current state of play on ICT issues, including within the Tax Administration. In the short term, the cabinet will take measures regarding the childcare allowance and the care allowance. What other income-related schemes, according to the Secretary of State, are urgently needed to simplify or possibly abolish them? Does the Secretary of State intend to merge a number of regulations? Thirdly, the Secretary of State wants alternatives to the existing capital efficiency levy to be examined. The aim of this research is to arrive at a tax that is seen by taxpayers as more equitable. Why is a higher return on capital taxes not included in the objectives of this study? If the Secretary of State considers that necessary or not, I ask neutrally. The Tax Letter also states: "From the OECD Tax Policy Study, some (but not all) taxes on assets and wealth income appear to be relatively undisrupting." What taxes is this? Does this observation also apply to the Netherlands? Is the "degree of disturbance" included in the investigation? Another challenge of our time is to define the digital economy and digital economic activities well. This also came out strongly at the conference which Mr Essers and I attended in London. In the letter, the Secretary of State pays little attention to this digitisation. My group believes that it is important to include these developments in the revision of the tax system. Does the Secretary of State agree with us? If not, why not? My next point is sustainability. I have listened with pleasure to Mr Van Strien, because he is right to point the finger at the sense and nonsense of all kinds of super-fine arrangements. He may also ask whether they do something about CO emissions. Fortunately, in his own speech later, the point was that we are talking about more targets than just CO emissions, and that it is also about how long we will continue to use natural additives. We really think that sustainability is an important point in the tax review. The transformation towards a more sustainable economy is far too slow in the Netherlands. Last week, Trouw reported that the Netherlands fell to the last place on the annual climate ranking list in relation to all EU countries. Worldwide, the Netherlands is in the 42nd place, among countries such as Belarus, Algeria and Poland. You don't believe your eyes, and your ears certainly don't. The Energy Policy Report of EIA countries, of the International Energy Agency in early 2014, shows that the Netherlands, compared to the 27 other rich countries, has one of the most fossil-based economies. In other words, we are very far behind in the Netherlands in terms of sustainability. At the same time, the Netherlands is in the European top three in terms of environmental taxes. It is difficult for my group to reconcile these figures.
ParlaMint-NL_2014-12-15-eerstekamer-4.u98	Could that have something to do with our natural condition? If you live in Norway, the electricity from white hydro power can be obtained anywhere, wherever you are. You're only sitting there with a few million people. Besides, they also have oil there. We don't have that kind of opportunity. If you live in central France, you have 15 meters of tidal difference. In the Netherlands that is 2.5 meters.
ParlaMint-NL_2014-12-15-eerstekamer-4.u99	Yes, but we have reacted very slowly to all these innovative developments in the Netherlands, or we have seen them too late as an opportunity to develop them. Do you know how long our coastline is? It's a couple hundred kilometers long. We could also turn that 2.5 metres into a lot of energy. There is now a lot of thinking about energy from water. Around Eindhoven are now the most innovative solar energy projects going on, for example with solar cells in the asphalt. That's what the whole world is looking at and the question is: when are we actually going to implement it ourselves in the Netherlands? For me, these are real questions that do not arise from some kind of left-wing or right-wing embodiment or belief in all kinds of environmental measures. It's a need felt in me. Our neighbour Germany just passes us three times in the Energy Week. It really is a fact, and we get small financial incentives for a few solar panels. If the whole of the Netherlands wants to participate, the scheme is already full and needs to be adjusted three times. My concern is therefore mainly in the Echternach procession that we are going through on this dossier.
ParlaMint-NL_2014-12-15-eerstekamer-4.u100	It is not a question of keeping us at the forefront of technology. That's not the point. The point is that we must not apply these new technologies until it is economically viable. Before this is the case, we only have to deal with this at the research stage and not put Dutch taxpayers in trouble for hundreds of millions. Does Mr Van Boxtel agree with me?
ParlaMint-NL_2014-12-15-eerstekamer-4.u101	I'm a little out of school looking beyond just tomorrow. Everyone, friend and enemy, and even the biggest environmental skeptics, agree that we are really dealing with exhaustion of natural additives and major climate changes. In its history, our country has grown up with water control and waterworks, even after a disaster. We are going to experience the consequences on these kinds of files on all sides. I call eroding mountains in Central Europe, which cause water pollution by rivers, and a sea level that no one disputes is going to rise in centimeters per decade. The same applies in the field of energy. Our own gas supply is running out. We have to import it. What do we make for success and at what rate? And I'm really not the only one. Perhaps Mr Van Strien recently saw The Back of the Right, a television discussion programme led by Marcel van Dam. Everyone who sat there at the table, whether on the right or on the left, said: we are too slow in the Netherlands.
ParlaMint-NL_2014-12-15-eerstekamer-4.u102	Finally, Mr Van Strien.
ParlaMint-NL_2014-12-15-eerstekamer-4.u103	I know this is my last chance, Mr President, but I would like to touch on that last point made by Mr Van Boxtel. If we use new technologies and know that they cost a lot of money, namely tens of millions, is Mr Van Boxtel prepared to do so? For example, to submit a referendum to the people? Do you want to pay $50 million to live off wind energy?
ParlaMint-NL_2014-12-15-eerstekamer-4.u104	You know, my group is very much in favour of a corrective legislative referendum and not just for referenda. Because you can't do that to people. Then they often have the facts and the figures and everything else behind them not on the retina. I am in favour of this becoming a much broader and more urgent social debate. I note that we are moving too slowly towards the necessary changes that this country needs to go through. Could that cost you? Yes. In my speech on the Tax Plan, you will actually have two top priorities in the review of the tax system. These are alleviation of the burden on labour and intensively pursue innovation after making our economy more sustainable. That is not a believer story; that is really felt urgency from the changes that are taking place in society. I sometimes think about my children, too, and hopefully you think about Henk and Ingrid's. We will be asked these questions with retroactive effect. My question to the Secretary of State was thus the following. We're in the top three in terms of environmental taxes, but we're in the 42nd place on the climate ranking list, so far behind. How's that rhyme? Is it true that the use of fossil fuels as a result of tax policy still offers advantages over alternative energy sources such as sun, wind, biomass and water? If that is the case, does the Secretary of State share the urgency to change this quickly, given the delay we have? Fortunately, the cabinet is prepared to "support green growth ambitions further fiscally." Could the Secretary of State indicate what measures these are? How, for example, does the government intend to limit the use of fossil fuels? This issue has also been discussed in the written preparation. We thank the Secretary of State and his officials for their prompt response. However, my group still has questions about energy and waste taxation within this legislative proposal. The cabinet wants to move the energy tax obligation from the connection to the supply. My group has heard signs from the sector that the definition of'supply' is unclear. The definition of that concept is not clearly described in Dutch law, unlike in European directives. In response to our question as to why the cabinet is not in line with the European definition, the Secretary of State states that uncertainty could arise as to the precise definition of tax liability. As far as my group is concerned, this is a reverse argument. Can the Secretary of State clarify this issue in this debate? New in this Tax Plan is that the rental sector is now also eligible for an exemption from energy taxation in the case of self-generation of renewable energy. At first sight a favourable arrangement which many landlords can use, but the table of budgetary effects of the Tax Plan itself states that in the coming years 3 million, 4 million, 7 million and 14 million respectively are reserved for this exemption. Can the Secretary of State explain why this measure requires such a small investment? Who will benefit from this exemption in practice? Are these the housing corporations in particular or private landlords? The introduction of the waste tax is another measure in favour of further greening. In principle, we support that line of government. However, in my group's view, the tax rate chosen is low. Does the Secretary of State agree with us that the shift from incineration and landfill of waste to recycling takes place more quickly at a higher rate? If so, why doesn't the cabinet choose to do so? I'm rounding up. My group is anxiously awaiting the government's plans for the tax review. In view of the great urgency, we sincerely hope that the cabinet will come forward with concrete proposals in the short term. After all, "whoever wants to fix the roof when the sun shines must prepare the remodeling plans before the sun shines." Last week, the CPB predicted that the sun, helped by the price of oil and the price of the euro, might break a bit next year. Let us hope, not just for the tax reform, that this will indeed be the case. The European Presidency of the Netherlands is also coming. The cabinet wants to put sustainability in Europe high on the agenda. Before then, the Netherlands must set an example at national level. The cabinet must now really set the 'Energy Week' in motion, as it is called in Germany. Not only with long-term plans, but also with short-term measures. D66 is always curious about the future, but a future that comes within reach.
ParlaMint-NL_2014-12-15-eerstekamer-4.u105	Mr Van Boxtel spoke about 'tax reform urgent', 'a waiting-and-see attitude of the cabinet difficult to place', 'we are waiting with tension for cabinet plans on this point' and 'in view of the urgent need for concrete proposals in the short term'. That's what we've been hearing in the Second and First Chambers for a while. That is why I have a question for Mr Van Boxtel. Because I think it's quite noncommittal. What is a short term given the great urgency? Is that April 1st? Is that six months? Let D66 say in concrete terms what the short term is.
ParlaMint-NL_2014-12-15-eerstekamer-4.u106	I will say that in a very specific way. I still understand that this cabinet first wrote that general letter. By the way, there was also a change of secretary of state. So I'd like to take that into account. However, I would also like to see a trajectory and an implementation plan showing the ambition of this cabinet. Before we reach the end of our term, we want that plan done and filed. And I miss that. I just really want that ambition to come up with a plan within this cabinet period. To the question whether I expect that to happen in 2017, my answer is: well, we still have to hear it from the Secretary of State but my suspicion is "no." And I'm not okay with that.
ParlaMint-NL_2014-12-15-eerstekamer-4.u107	But what does "not good" mean? You know the parliamentary procedure better than anyone. If you want it to be completed within this time limit, then my question is when will these plans be in place, when will they be in the Council of State and when will the procedure come into force?
ParlaMint-NL_2014-12-15-eerstekamer-4.u108	I would think that, on the way to the General Reviews for the coming year, a new Tax Letter should come up with a plan, with an outline of how the Cabinet will do it. That is what I would like to hear from the Secretary of State. Is he really coming with an effect in September? We have been waiting a year and a half for the response to the Van Dijkhuizen Committee's report.
ParlaMint-NL_2014-12-15-eerstekamer-4.u109	So the plans have to be there for Prince's Day?
ParlaMint-NL_2014-12-15-eerstekamer-4.u110	Yes, that was my final remark. I would find that very ambitious, but also good.
ParlaMint-NL_2014-12-15-eerstekamer-4.u111	Mr. Chairman. My first reaction after reading the 2015 Tax Plan was: "little mints." A relatively bare list of the main fiscal measures and changes for next year. Little big thoughts and little fiscal fireworks. A little boring, actually. My second reaction was a little more nuanced. After all, it may well be that the fiscal impact of the government's reform plans has been invested in the previous tax plans, that the present plan is a successful result of the tax simplification policy, or that the fiscal ambitions for 2015 are more modest, that more is delegated to next year's Tax Collection Act, or that Parliament has been more reluctant in the tax amendment of planned government policies. These are already five alternative explanations that are presented with further reflection. Can the Secretary of State indicate which explanation or combination of these seems most plausible to him? Has it been a somewhat sober nature of the Tax Plan 2015, the first plan under his direction, a deliberate choice? The painful post-tax that some five to six million Dutch people will be able to expect next spring has been discussed extensively on the other side of the Binnenhof and in the media. We do not need to discuss this. However, the Christian Union Group of the Secretary of State wants to hear what learning experiences he has drawn from this and what measures are being taken within the Tax Administration to prevent this happening in the future. This kind of thing, whatever the cause, is certainly not good for the fiscal support of the population. My group is pleased that there is a reduction of some EUR 350 million compared to the coalition agreement. The story is better in balance. My group also welcomes the reduction in the tax on labour of EUR 1 billion. However, with other groups, we see this as a beginning of a much deeper process. That is what we are going to talk about in detail in the revision of the system. At the end of my speech, I will also consider it. My group is also well aware of the proposed housing market measures. This concerns the extension of the deduction of mortgage interest on residual debts to 15 years, the extension of the term of the mortgage interest deduction from two to three years for a property for sale and the re-existence of the interest deduction after the rental of a former home. Together with the extension of a six-month reduced VAT rate for rehabilitation and renovation, this package of measures is a good signal for further smoothing the housing market. However, my group has the question of whether this six months has been poured into concrete. This is a measure which provides excellent services to both the housing market and the construction sector. The Christian Union Group wants to encourage the cabinet to extend this reduced VAT rate to 2015 as a whole. That would certainly be a powerful way of working. Does the Secretary of State also want to be tough on this? Let me now turn to four more specific topics. Innovative entrepreneurship will only become more important in the coming years. Knowledge plays a crucial role in this. A vibrant start-up culture is indispensable for this. Innovative high-tech start-ups must ensure the necessary innovation of our economy and our national earning model, also to raise our SMEs to a higher level and to provide new energy to innovation, to launch new products and services. During the General Financial Reviews, my group discussed this in detail. In view of the importance of innovative start-ups, the connection they often link between high-tech and sustainability, and the fact that these companies are often run by our youngest generation of entrepreneurs, we call for more stringent government policies, including in taxation. My group believes that much more can be done here. Does the Secretary of State share this vision of innovative start-ups and their broader cultural and economic impact? Does he think that our tax system is enough to stimulate these young companies? Often, the existing RDA and S&D schemes are less relevant to start-ups. A profit tax discount is not interesting if you don't make a profit as a start-up in the first few years. And those years are decisive. For many start-ups, therefore, the proposed adjustments to the standard wage scheme for DGAs are simply outside their field of experience. My group would specifically like to ask the Secretary of State to consider, when reviewing the tax system, whether the existing innovation arrangements could be better combined with the specific needs of new, young, start-ups. Is he willing to do that? Does he see opportunities to offer young, innovative companies perspective from his portfolio? A second point concerns the waste tax, which has already been mentioned a few times. As part of the parliamentary examination of the 2014 Tax Plan, the design of this tax would achieve the intended yield of 100 million euros and would have a greening effect. My group has two questions on this. Can the government argue that this yield will indeed be realised, both in terms of budget and environmental impact? Import and export of waste were excluded from the levy, but the Dijkgraaf/Koolmees amendment subsequently introduced an export tax. How does the Secretary of State assess the persistence of this regime? At the time of the import waiver, the taxable person must prove, on the basis of his administration, that the waste comes from abroad and is not mixed with Dutch waste. That looks a little complicated. Can the IRS get away with this? Let's move on to the cost-of-work schedule. The bike control lapses. From a fiscal-historical point of view, we need to highlight that. The bike is of iconic significance in our country and symbolizes much of Dutch culture: quirkiness, simplicity, togetherness and the defying of the weather gods. Fortunately, a bicycle of the business remains possible within the free space that companies have in terms of 1.2% of the gross wage. Other products or services of the case, such as laptop and telephones, which are covered by the cost regulation, are subject to a stricter necessity criterion. Can the Secretary of State indicate how he assesses the enforcement of the application of this criterion? Is it equally clear and sharp in all cases? How big, in short, is the grey area? Finally, on the specific issues. My group understands that this year, the Tax Administration has collected more than EUR 50 million from non-payers than the year before. Does this mean that the target of EUR 600 million of additional collection will be within reach? The term "subpayers" has an obvious negative meaning. It is a group that knowingly does not pay its tax debt, a small 2.5% out of a total of 9 million taxpayers. But, so the Christian Union Group asks, how much is the share of the group that simply cannot meet this debt due to problematic accumulation of debt? What is the tax administration's policy for this vulnerable group, which is at risk of falling apart? Is there also an active commitment to debt relief? If so, what are the experiences with this? The 2015 Tax Plan also has a broader effect than the specific topics I mentioned. After all, it is one of the last tax plans that we can hope for, at least, for the envisaged major revision of the tax system. I shall come back to that in more detail. However, this transition phase also raises a number of problems of its own. For example, the original addition plan for leasing cars for 2016 has been softened, after heavy noise from the supporters of the State Secretary and auto-loving Netherlands. The addition is going up, but depends on C0 emissions. The environmental movement was sympathetic to helping, but the tariffs are temporary: they only apply for 2016. The issue here is that, pending the tax review, we are setting up all kinds of temporary tax emergency arrangements that cause the necessary unrest. It seems to my group that we should not only offer lease drivers but also the car industry more stability and less uncertainty, especially when it comes to long-term R&D routes around sustainable mobility. The development of clean and economical cars, of electric vehicles, takes time and fiscal stability over a longer period of time around addition is a factor not to be underestimated. How does the Secretary of State assess this logic of the invigorating tax temporaryity in the leasing sector, also in view of the need for an acceleration of green mobility and the need of lease drivers and the car industry for transparency and security around tax facilitation of clean and economical cars? The ChristianUnion Group asked the previous Secretary of State for Finance when discussing the Tax Plan 2014 for a vision of the role of taxation in accelerating development towards a green economy. An economy that is committed to sustainability, sparingly and consciously dealing with raw materials, a circular economy that focuses on reuse, an innovative biobased economy that realizes that fossil fuels are finite, an economy that tackles the climate problem seriously. Mr Van Boxtel has already discussed this in detail. Continuing on the current road simply cannot be done. We're really getting into the danger zone right now. Our tax system can play an important role in this necessary transition to a green economy. The note requested by my group was lost for some time, but it turned out to be hidden as an annex to the Prince's Day papers. The vision is certainly disappointing. My group cannot escape the impression that the Secretary of State has little to do with issues of sustainability and green growth. I suspect that if I ask him directly, he will exhaust himself in many fine sentences. But that's too easy; let's focus on his actions. The mandatory vision document, which appears to be a response to a policy letter from the Planning Bureau for the Environment (PBL) on fiscal greening, is not very inspiring. And this, while the Planning Bureau came up with some sensible suggestions regarding the use of energy taxation for improving climate and air quality, for example with regard to bringing tax rates for energy consumption more into line with its environmental damage. The cabinet response does not really go much further than the observation that the Netherlands is already doing a lot, that our competitiveness must not be compromised, that restraint is needed, that the international context must not be forgotten and that it is all very complicated. The most important frame is that stable tax revenues are a priority and that the'sense of urgency' is so observed that at least the acceleration of sustainable development is not felt. The note refers a few times to the government's letter of March 2013 on green growth. However, it hardly mentions the opportunities offered by our tax system to strengthen the transition to a sustainable economy. The references are virtually nil. Also in the basic document Choices for a better tax system hardly any innovation is made in this respect. Too bad. My group would like to encourage the Secretary of State to be more ambitious on this essential point. Not just kicking the brakes, but maybe throbbing the brakes. During the present period, the Secretary of State will be working hard on the revision of our tax system. That's what's been going on. My group wants to challenge him to think creatively and innovatively about how this review can promote sustainability and green growth. For the Christian Union Group, this is, in addition to reducing the burden on labour, a major challenge. Can the Minister undertake to give us more priority to this? Can he promise my group that the transition to a green economy will have a full place in the reform of the system? I'm considering a motion on this point. Maybe I can offer him an inspiration? Two weeks ago, PwC, EY, KPMG and Deloitte jointly published a bold tax advice in which they advocate a lower tax on labour and a higher tax on raw materials. In this way they are actually trying to address two problems simultaneously: high unemployment and resource scarcity. These "Big Four" of the accountancy world have calculated that with a tax shift of 34 billion from labour to raw materials, this double creates nearly 300,000 new jobs and saves the Treasury nearly 5 billion in benefits. The substantial reduction of VAT on repair and maintenance, which I mentioned earlier, also generates a considerable number of jobs. It is this kind of tilted thinking - yet unsuspectingly - that is necessary to significantly accelerate the development towards a circular economy. Is the Secretary of State going to play a leading role here? Or is he feeling more comfortable in the tail of the platoon? I'm rounding up. At the General Financial Reviews in November, the Secretary of State indicated that there are few things he is passionate about as much as job creation. I liked that statement. Does your passion, as I ask the Secretary of State through the President, also apply to a sustainable, green economy? From a fiscal point of view, the combination of both passions is worth gold for a State Secretary who wants to make a difference. My group looks forward to the answers to our questions.
