ParlaMint-NL_2015-01-20-eerstekamer-8.u1	I call Mr Ganzevoort.
ParlaMint-NL_2015-01-20-eerstekamer-8.u140	I understand that it is difficult to distinguish exactly what would normally fall under the fallout and what under the first generation. Does the Minister understand our concern that she may come to the conclusion in five years' time that there is indeed much more failure than we suspected and that nothing has been done about it? Nothing has been done, because we are investigating everything and want to know exactly where it comes from. That sense of urgency must of course be there and there must also be willingness to intervene quickly. When the minister talks about monitoring, this can also mean: quietly, wait. For the time being, however, very little is happening.
ParlaMint-NL_2015-01-20-eerstekamer-8.u141	I understand Mr Essers' concern. After my reply, I also come to Mrs Sent, who has just asked very strongly for it. This is all we monitor. I heard some of you say: monitoring, monitoring, that sounds like something's being kept up, but what are we going to do? I have already mentioned it in general terms: I will find a solution depending on the cause we see for a possible decline in study. I think we already have a big package. However, I say to the House that I will do the following in addition to these measures. I admit that I will soon send a personal letter to all students of MBO-3 and -4 who are graduating as well as to all graduation candidates in Havo and vwo. Mr Bruijn will therefore probably receive a letter, but with him a lot of others as well. Especially those students from Mbo-3 and -4 are important, I think. If necessary, I will send a further letter to the MBOs after 1 May, or call again, if I have any doubts as to whether all MBOs have been properly informed. That is why I do so in order to draw students who, for financial reasons, have doubts about continuing their studies, should they prove to be there. In that letter I will actively communicate the existence of the supplementary grant and the social reimbursement conditions, including in the form of the infographic which all final examination candidates receive in the letter in preparation for their study. This is also done in the flyer that all current students receive at their DUO probationary announcement this year, in the letter that all upcoming students receive when this bill is final, in the application form for study funding, in the flyer for deans, on the websites DUO.nl and Startstudderen.nl and in the target group specific letters from DUO. In addition, I will continue to do this. I will continue to actively monitor the level of awareness of these aspects of study funding, in particular with the group that we believe may need more attention. Now I am thinking specifically of the group of MBO students. Then we can redirect and give you more information if we need to. If extra attention is needed, for example for students with lower socio-economic status, we can take appropriate measures. I also undertake to invite the network of deans, study advisors and LOB staff in the MBO, to ask them what they consider necessary to ensure that any MBO who for financial reasons would doubt the flow, get hold of and keep in-board. By doing so, we ensure that we do not impose any blueprints now, but that the people who have to do it on the workplace also get what works best for this target group. I will also ask them how we can organise students with financial questions, doubts or concerns at a person or window at their institution or in the region. So this has to be someone who encourages a study-chooser to go on studying. Because imagine you're the first in your family to think about going to college and just say to the people around you, "Why would you do that?" And "You just need to borrow, and that's not wise at all." Then there must be people who can talk about this, who can help someone to get things straight and make a conscious choice, who can help overcome unnecessary hesitations or fear of borrowing and who can draw up a financial plan where necessary. Then I'm thinking about a financial study consultant or a trusted person. I also admit that, should these professionals argue that they need additional resources, I will make them available. Furthermore, students from HBO who have once struggled with this dilemma can also play a good role in it, namely by acting as a mentor. Yesterday I was at an MBO facility where HBOs were doing exactly that. They can tell it better than me or anyone else from a professional point of view. The fellow students who have taken that step can do that like no other. If monitoring would show that more efforts are needed in the area of information and strengthening financial awareness, I will also facilitate the use of these financial consultants and trusted persons, both organisationally and financially. I'm highly recommended to do more. Mr Bruijn asked about the rapprochement in vo and mbo. I admit that the Chamber will receive the reports on this matter.
ParlaMint-NL_2015-01-20-eerstekamer-8.u142	The Minister mentions an impressive number of measures to allow future students to make a sensible financial choice but also to prevent them from getting a loan version. In this context, what is the Minister's position on my proposal that this social loan system, which is not a commercial system but may have far-reaching consequences, should be subject to the AFM's rules and should therefore also give an opinion on the extent of the financial risk involved in taking up the loan?
ParlaMint-NL_2015-01-20-eerstekamer-8.u143	I will come back to that later, but the AFM also acknowledges that this loan is of a very different nature than a normal commercial loan. That is why we have made agreements with the AFM and with the banks about the extent to which a student debt counts if you are going to take out a mortgage. It doesn't count. In fact, with this new law it counts less than with the current study loan, i.e. 0.45%. I would also like to say this: there is still a lot of borrowing. It's not like we're going from nothing, getting everything, to everything, where everything has to be borrowed. That's far from the truth. A lot of students, about two thirds of them, are borrowing now, too. I would therefore like to assure Mr Bruijn that I will ensure that the Chamber receives the opinion of the VO Council on the anchoring of career orientation. The Secretary of State will send that to the Chamber. The evaluation of career guidance in the MBO will be published at the end of 2015. I'll tell you what, I'll send it to the Chamber. In this section I had another question from the Party for Animals about the research of ABF Research which would show that one in ten students would not go to study. I say it once more, also in the whole of all the studies: this is an investigation that we have not used, because it is based on a number of fundamentally wrong assumptions. As examples of such an assumption, I would like to mention the hypothetical situation that the IPR card would also disappear and that there would be no supplementary grant. There were a number of other points. We have based our actions on investigations that were reliable. I have already mentioned many of them. Furthermore, I have now made a number of commitments about this very vulnerable group of young people, of whom we all, including myself, want them, if they make the rational, good and well-thought-out choice of going to higher education, not to give up financial considerations. In my opinion, with the social conditions, we have created all the conditions to prevent that.
ParlaMint-NL_2015-01-20-eerstekamer-8.u144	Thanks for the answer. However, I would very much like to go back to what the Minister said before, namely that she wants to do everything she can, for example through deans and so on, to accompany young people in the consequences of adopting this bill. How does the Minister view it that young people who joined the university or college last week are now faced with loan conditions which they could not have known last week but which are already starting for this year? Does the Minister also take the view that Mr Sent mentioned, namely that you cannot do it, that you can also refrain from studying or that you can cancel your registration? Is that all students are offered? Or can the Minister say that it is extremely unfortunate that you signed up last week and hear tomorrow what the terms will be?
ParlaMint-NL_2015-01-20-eerstekamer-8.u145	No. For this reason, however, I have also urged the First Chamber to deal with the legislative proposal as soon as possible. In fact, I cannot wait for the full roll-out of information. So far, of course, I have had to do so with caution because I have wanted and have had to respect the Upper House, just like the Lower House. I would add that 90% of the students know that there is a change in approach. So it's not like students on a large scale don't know what's going on. By the way, I think this group is even more conscious. This is a group of students who are still eligible for draw, but not anymore if it is up to me. So they make a conscious choice in it. The deans are also aware. Furthermore, each student does not have to follow the study for which he or she has enrolled in the decentralised selection. The sooner we can start the full roll-out of information, the better it is for me. That's what I said at the beginning. Because there is already a group that has had to register for decentralised selection, we can assume that they are aware of the changes that are coming.
ParlaMint-NL_2015-01-20-eerstekamer-8.u146	But my question was whether the Minister agrees with me that it is an extremely unfortunate situation. There is full understanding of the fact that the Minister has therefore called for early treatment. That was driven from the minister's office. You can also reason from the Chamber. However, I try to reason from the student who signed up last week and is now confronted with the conditions in force for his application. Sees the Minister in any way to offer this student more than "take it or leave it."
ParlaMint-NL_2015-01-20-eerstekamer-8.u147	Then I should go into consultation with the institutions. For the time being, I have no signals that students will make a completely different assessment after this week if the Chamber agrees to the bill. I should know if there will be complaints at institutions. That should be done in the very short term. If so, I will talk to the institutions and to DUO. In the case of DUO, the notification must take place. I have to have signals for that first, and I don't have them for the time being. It is also only recently that the notification took place. I come to the questions about special groups for which the Chamber has asked for special attention. I'll start the group with the cohort guarantee. Then I will deal with the multi-annual masters and the students with disabilities. The agreement in all these themes is the question: what are we going to do about groups that may know vulnerabilities? First, the cohort guarantee. In the case of a reform measure such as the study advance, the date of introduction is always precarious. You always have to create a transition. Students have been using the basic grant for the last 30 years, and that will not be possible anymore. After careful consideration, it was decided to introduce the bill with cohort guarantee. Cohort guarantee is common in study funding and changes in higher education, but certainly not self-evident. For example, Rutte I's longest study measure was introduced for all students without a cohort guarantee, regardless of whether they had a chance to avoid excessive study delay at all. That was explicitly reviewed by the judge during a court case brought by the LSVb, the ISO and the LKvV and was found to be in agreement. According to the judge, even that transition, which was not covered by a cohort guarantee, was acceptable. I have already stressed that I believe that the student can also contribute, in addition to the great contribution of the government itself, precisely to improve the quality of education for all students. This principle is reflected in the chosen form of the transitional right. There are communicating vessels. As transition law works out better for sitting students, the ability to invest quickly in the quality of education decreases. As a result, future students are worse off. The proposed transitional right will create three groups: a group that will not receive a basic grant at all, a group that has now and in the past received a basic grant for both the Bachelor's and Master's programmes and a group that will no longer receive a basic grant for part of the programme. With the design of the cohort guarantee, which I will come back to later, the government assumes its responsibility to the extent that the current students, the future students and the quality of higher education as a whole are at stake. That this is not a nice message for a wo-bachelor student who no longer gets a basic scholarship for a master's programme, I fully realize. However, I believe that this fits very well with the wider responsibility of the student for our society. I understand the concerns in the Chamber about students who would no longer take a master's degree because of this bill. Moreover, I have no signs that this would actually happen. They, unlike the group of MBO students I just mentioned, have already seen the meaning of studying during their Bachelor's programme. These students no longer need to be persuaded to study and to take the step to higher education. Perhaps they need to be convinced and well supervised to make the step from bachelor to master. To students who may hesitate, I would say that an additional year of education can be of great benefit to them. The master's year gives you the opportunity to deepen yourself based on the broader knowledge you have gained over the years before, to zoom in on a part of it and thus work on your own distinctiveness. Just with that specialist enrichment next to a broader knowledge base you can enrich and profile yourself. This will increase labour market opportunities. In addition, a master's programme offers opportunities to gain further research experience and to orient yourself on a possible academic career. In which sector you end up, research skills and experience are of value everywhere. Finally, in the Netherlands, an additional education year generates 7% to 9% more income. I come to the questions of the Chamber. Mrs. Sent asked me what I'm doing to keep convincing this group. The Bachelor's students who may still be hesitant, I would like to accompany them as well as possible so that they do not only decide for financial reasons not to go to Master's degree. Earlier, I told the Chamber that I would speak with the deans, the study advisors and the LOB staff in the MBO about the flow from MBO to HBO. Now I admit that I will also organise this consultation with the deans of the Bachelor's programmes. I will also ask them how we can ensure that students with financial questions, doubts or concerns can contact a person or a point of contact at the institution or in the region. In addition, I ensure that all Bachelor's students receive a letter describing the changes that the study advance entails. Legal certainty, equality of law and the actual expectations of the target group are particularly important when it comes to what form the transitional right should take. The ultimate form of transitional law is that nothing changes for the present generation. That's what I just said. Immediate action is the other extreme. Eventually, it comes down to a balancing of interests. Since questions have been raised about legal certainty and equality of law, I shall go into them a little more in detail.
ParlaMint-NL_2015-01-20-eerstekamer-8.u148	It is a pity that we must allow these considerations to be taken into account in this debate on higher education. The Minister must now make an effort to ensure that students who have completed a Bachelor's programme also take a master's degree. It should be obvious in our country that our policy is to get as many students as possible to obtain a master's degree. When people have to make debts through the loan system, it is obvious that consideration comes after three years whether one wants to go further or whether one is trying to enter the labour market. What do we do about students who may have spent four years on their bachelor's programme and borrowed for four years? For them, the hesitation becomes even greater. It is a pity that we have to discuss whether it is still natural for students to take a master's degree once they have done the bachelor's degree. In addition, the minister talks about a year, as if the master always lasts only a year. We have already heard a number of examples of masters who are two or three years old in this debate. In that case, the weight of the costs will only increase in the consideration of whether we want to continue. It is a pity that we have to have this discussion.
ParlaMint-NL_2015-01-20-eerstekamer-8.u149	I have also indicated that I do not have any signals for the moment that students with a bachelor's degree would no longer go to the master's phase because of the study advance. Since there have been questions about it, I have said that I will inform you again. However, I am more concerned about MBOs who do not yet know higher education than about Bachelor's students who have to make the transition to the Master's degree. It also has to do with solidarity with the generations who are fully affected by the study advance. If we were to protect the current generation of students who are going to take a master's degree even more and clear of the study advance, it would take longer for the next generation of bachelor students to benefit from the investment in the quality of education.
ParlaMint-NL_2015-01-20-eerstekamer-8.u150	The minister says she didn't get those signals. I did get those signals. We received letters from Delft University of Technology about a three-year master's degree. They're very worried there. I was at my own faculty at Erasmus University yesterday. One after the other clings to me and says: this is really going to mean something; people will hesitate to continue studying. So I did get those signals, just from the workplace. Surely the minister couldn't have gotten past them either?
ParlaMint-NL_2015-01-20-eerstekamer-8.u151	No, but they concern to a large extent the multi-annual masters. I have just indicated that I will deal with this later.
ParlaMint-NL_2015-01-20-eerstekamer-8.u152	Those signals aren't just about multi-annual masters. They're about the choice to continue their studies, from the Bachelor's degree to the Master's degree phase.
ParlaMint-NL_2015-01-20-eerstekamer-8.u153	The discussion we are having here is whether bachelor and master are one inseparable programme or two parts. Look at the proposals of the Rutte I cabinet, which consisted of VVD and CDA, for the introduction of a loan system for the master phase. You can argue that the master phase is another part of the programme. I shall come back to that in more detail.
ParlaMint-NL_2015-01-20-eerstekamer-8.u154	Should the Bachelor's Cans indicate that they also need additional funding to guide Bachelor's students to the Master's degree programme, is the Minister prepared to provide funding for this?
ParlaMint-NL_2015-01-20-eerstekamer-8.u155	Yeah, if they can argue that very well. Of course, I have to find those financial resources somewhere. I also need to know whether this is a temporary or a structural measure. If it were a structural measure, it would be based on the resources that we could invest in the quality of education. I actually think it is the job of deans at universities and colleges of applied sciences to take account of changing situations themselves. I think it's easier because we can find those bachelor students easier. We know where they are. We know which group it is. We'll locate it. Perhaps we can ask mentors and teachers not only to do so, but also very directly to pay attention to it. We can also remind them of the right information. There are two main rules on cohort guarantee. The main rule is that all students in higher education who are now in a training course may complete that training while retaining the basic grant. We make a distinction between the bachelor and the master. The main rule two is that the basic grant already granted is not taken up ex post. With regard to Rule 1, I would like to point out that first of all, it is important that seated students should be allowed to complete their training under the rules that were in place when they started that training. This raises the question of what is meant by training. This question has often been asked in the drafting of the legislative proposal. This is about the tension between what students have legal rights and what students actually count on and how this is experienced in society. In the design the training is specified as that part of the study for which a diploma can be obtained. This means that the cohort guarantee distinguishes between a bachelor's programme and a master's programme. That doesn't just happen. The distinction between the Bachelor's and Master's programmes is based on the 1999 Bologna Declaration, in which it was agreed at European level to work towards a joint university education area with comparable degrees and diplomas. The different countries would each work on a system with a first education cycle of at least three years, completed by a bachelor's degree, and a second education cycle, ending in a master's degree. This has made it possible to increase mobility and exchange between students. In the Netherlands this appointment took shape in the introduction of the bachelor and master system, with the bachelor and master as independent courses, each with their own diploma. In 2002, this was laid down in the Higher Education and Scientific Research Act. This was also laid down in the Study Financing Act 2000, albeit in a slightly less visible way. The reason for this was that this was the way DUO, at the time the IB Group, could handle the changes. In the following years, these structural changes have been gradually transformed into matching education programmes. Only ten years after this adjustment was the education so far that in 2012 the rule "first your bachelor's degree and then your master's degree" could be introduced. Last year we also abolished the mandatory flow master in the Quality in Diversity of Higher Education Act. Professor Kees Schuyt has argued that this introduction, despite the long history that I outlined, would have happened unthoughtfully, because in the Netherlands we have introduced the Anglo-Saxon structure but not the intensive educational culture that goes with it in the Anglo-Saxon countries. Although I myself would not quickly use the word "unthought-out" in this context, I think that his observation of the educational culture does contain a core of truth. The investment impulse that makes this bill possible is intended precisely for better and more intensive higher education for all, i.e. for an intensive educational culture that you can maximise in those three years. The second main rule indicates that the basic grant already granted is not taken off afterwards. For an HBO-bachelor course there is currently a total of four years' entitlement to basic scholarship. For a wo-bachelor course that is three years and for a one-year wo-master that is one year. Students who are lagging behind during their wo-bachelor course are already receiving the year of basic scholarship for the Master's programme in their fourth bachelor's year. For these students, the fourth year basic grant is still converted into a gift when the master's degree is obtained in good time. Students who have been delayed in their Bachelor's programme because they have done a year of administration deserve special attention in this context. I'll come back to that group later. I have already said that it is really about balance and coherence between legal certainty, equality and care. Mrs Sent, Mr Engels, Mr Essers and others asked for legal certainty. That legal certainty is laid down in the First Protocol of the ECHR. The question of whether this bill meets this requirement is mainly about the legal expectation that you could translate into a claim. I want to be clear about this: the proposed cohort guarantee does not prejudice this. Students retain the right to the basic grant during the nominal duration of their training. It is important that study funding is awarded per year. Each year it is reviewed whether a student still meets the current conditions. That's not new; that's already true. Based on the statutory system of annual awards, a study advance for all students could even be introduced per academic year 2015/2016, without further cohort guarantee. There is therefore also a legitimate legal basis for this. However, the bill deliberately does not regulate this in order to take into account the existing reasonable expectations of students and the related care. Moreover, care is also an important element in the balance of interests required by the ECHR. Then I'll get to the equality of justice. There is an equal rule for all students. Each student can complete his current education while retaining the basic scholarship. This rule applies to HBO-bachelor students, wo-bachelor students and wo-master students. However, Hbo and wo-bachelor training courses are designed in such a different way that an Hbo-bachelor usually lasts four years and a wo-bachelor takes three years. In the current system, therefore, four and three years of basic grant are available. Perhaps in abundance, I note that there is already a difference in secondary education. Havisten goes on to higher education a year earlier than vwo'ers. Both groups have as many years of education as they receive a Bachelor's degree. Also for current wo-master students, they can complete a one-year or multi-annual training while maintaining the basic grant. The same applies to HBO masters who are entitled to study funding under the current scheme. These are HBO masters in the socially relevant sectors of education and care. In other words, the proposed cohort guarantee does not undermine the principle of equality for current HBO and WO students. I come to talk about care and reasonable expectations. In addition to the legal claim, the actual expectations are also taken into account, as well as the overall balance of interests around the transitional right. When the current generation of students went to study, apparently there was a claim to four years of basic scholarship, which would be converted into a gift at certification for an HBO-bachelor or the whole of a wo-bachelor and a wo-master. Those who have never picked it very precisely could wrongly draw the conclusion that, regardless of the training, they will receive the basic grant for four years. However, I would like to stress that the bachelor and master are also different entities under the current rules. For only a wo-bachelor, the current student gets the basic grant for only three years, converted into a gift. The approach of the Bachelor's and Master's programmes as separate entities has been shared longer and wider. I have already pointed this out when it comes to proposals from previous Cabinets. I also note that the Council of State did not say anything about the cut in the assessment of both legislative proposals, and that, when examining the proposal for the master phase in the House of Representatives, the SGP Group, among others, has always given a very critical opinion on the proposed distinction. This subject has been the subject of discussion for a long time, but certainly in the past period, including and above all by students. The majority of students are aware of the proposed changes. There is therefore no longer any question of a very firm and justified expectation. This is also apparent, I say to Mr Essers, from the JOB, LAKS and FNV Jong's survey on the awareness of young people of the new regulations. This shows that 81.6% of current wo students are aware of the new regulations. My own zero measurement in June showed that around 90% of all Bachelor's students know that the study funding system is going to change. This also means that we have included in the award decisions received by students a preliminary notice to the effect that the rules may change and that this may have a bearing on new awards. In my view, this has given us enough clarity to make that distinction.
ParlaMint-NL_2015-01-20-eerstekamer-8.u156	I would like to thank the Minister for explaining why the cabinet has made this choice. This demonstrates a careful consideration of different principles. In essence, the Minister says that the choice made by the cabinet can be justified by the court; there are good arguments for that choice. That does not alter the fact that one could have made another choice. Many students have been robbed, because in their experience the bachelor and master are clearly linked together. For a lot of students it was a fact of life, and that is still so much so that in the fourth bachelor year they also had study funding. Of course, in that fourth year the study funding was seen on the master's programme, but it was assumed that this was the case. Then it was said at once: now there is the bill and the transitional law no longer sees the fourth year of study funding, because that is what the master sees. I understand what the Minister is saying. The judge also talked about the longest study measure, but it was finally withdrawn. The criticism of that measure, in my view, was that it was far too harsh, as there was no transitional right at all. At that time, however, there were consequences. We could have done the same in this case. It could have been said generously, as Mr Kuiper pointed out, that bachelor and master are very closely linked at the moment. When people choose to study, they also have the master phase in their head. They know at some point the practice of the fourth year in which a grant is still received. So we could have chosen to do so. Many students have been robbed by the not always clear guidelines given in the information. I have also looked at them myself and found that they were often subject to a number of explanations. In fact, the Minister says that no other choice was made because it would cost too much money on balance, which would make it possible to invest less in educational quality. Does the Minister agree?
ParlaMint-NL_2015-01-20-eerstekamer-8.u157	No. I have dealt with this quite extensively. These are arguments of solidarity and the financial aspect. What do we ask of current students, who are already studying, and what do we ask of the new generation of students? That is true, but legal arguments are also included. The same applies to justification arguments. It is about the balance between the expectations of the current students and the importance of the quality impulse that the Veerman Committee advocated. In the end, it is an excellent consideration. What we are ultimately doing with this is a political decision, but in my view that is a decision that can be defended. In the proposals of the Rutte I cabinet, with the long-student measure, there was no cohort guarantee at all. It was not part of the Rutte I cabinet's proposal to introduce a loan system for the master phase. Against this background, I am surprised that the CDA now has questions about the cohort guarantee contained in this bill. In my view, it is much more flexible than anything in previous proposals.
ParlaMint-NL_2015-01-20-eerstekamer-8.u158	Quite apart from the possibility that we too can learn what is called a moving insight. The moment you start studying, you know that there is nominally four years for that study and that you are not supposed to spend much longer on it, because this could have consequences. I find that different from the situation in which you start studying and assume that you are going to do a bachelor's degree and a master's degree because you choose a university degree. I do not dispute that the choice made by the cabinet would be legally sustainable; I am merely saying that another choice could have been made, which would have been better suited to the student's sense of justice. I believe that legal certainty should also cost something.
ParlaMint-NL_2015-01-20-eerstekamer-8.u159	This would be at the expense of the generation of students who will be studying from September. It is precisely because of the cohort guarantee that it takes longer for funds to be released. Only if a student obtains his or her diploma within the ten-year period will the loan become a gift. The cohort guarantee for two courses, a bachelor's degree programme and a master's degree programme, long delays the investment for the group of students who already start on 1 September 2015 and loses the entire basic grant. I find that difficult to explain to this generation of students, given the legal developments and the commitments we have made in the longer-term Bologna process, which we have laid down in legislation. I am thinking of the Wet quality in diversity. Taking into account the new generation of students, I think it is certainly reasonable to give shape to the matter as we propose. I would also like to say that I am very pleased that we have been able to agree with the institutions that for the first few years they themselves are making funds available to the group of students who cannot yet fully benefit from the funds released from the study advance. This also increases the support for the measure. We must make a contribution to this. This is how we do it.
ParlaMint-NL_2015-01-20-eerstekamer-8.u160	I insist it's a matter of making choices. The Minister is now creating a contradiction between the current generation of students and the future generation of students. What we are giving to the present generation, we cannot give to the future generation. It's a matter of choices the cabinet makes. Once again, legal certainty may also cost something. I'm making another choice, which is perfectly legitimate. I believe that the cabinet should make a different choice with regard to the allocation and the resources available to us.
ParlaMint-NL_2015-01-20-eerstekamer-8.u161	Again, it is the balance between legal certainty and solidarity with the new generation that will be studying from September 2015. I think that, in the end, we have made a careful but fair assessment.
ParlaMint-NL_2015-01-20-eerstekamer-8.u162	Is the Minister still considering the group of students who have already built up delays during the Bachelor's?
ParlaMint-NL_2015-01-20-eerstekamer-8.u163	I think I have already gone into that.
ParlaMint-NL_2015-01-20-eerstekamer-8.u164	In that case, it is good to ask the following question about the legitimate expectations of students who have chosen to do a year of administration during the Bachelor's phase, assuming that they could use the fourth year of study funding in their bachelor's phase. Frankly, I find it most difficult for that group to explain that we are making that assessment. I can well imagine the arguments. This also applies to the basic idea that you get the cohort guarantee for one programme, but that you don't get it when you start a new phase. I get that. I also understand very well that the intention was: three years before the Bachelor's phase and one year before the Master's phase. I understand the reasoning. However, I find it difficult to explain to the aforementioned group of students who, during the Bachelor's phase, opted for a board year, assuming that they would receive the basic grant for four years, that their expectations were not legitimate. Can the Minister provide a more firmer basis for that?
ParlaMint-NL_2015-01-20-eerstekamer-8.u165	Again, the distinction between bachelor and master remains. Students who have already followed a management year are currently receiving their fourth scholarship year, but this award follows from the implementation systems. That fourth year is, as it were, attached to the third basic scholarship year, unless the student himself asks to suspend the basic scholarship. The fourth year basic grant is actually intended for the master's programme and is only converted into a gift if the master's programme is actually achieved. This first group has already used up its rights. They will not be taken away afterwards, on the basis of the main rule I have just outlined.
ParlaMint-NL_2015-01-20-eerstekamer-8.u166	I understand the accuracy of the main rule. The Minister himself says that the implementing authority automatically sees that fourth year as an extension of the third year. The basic grant is also automatically continued in the fourth year, unless it is extended itself. You can say that the student has the legitimate expectation that the fourth basic scholarship year is just part of it? The choice for a management year, because you get the fourth year, then turns out very acidic afterwards. The question is whether, from the student's point of view, there was no legitimate expectation.
ParlaMint-NL_2015-01-20-eerstekamer-8.u167	This also applies to the fact that a distinction has been made between the Bachelor's and Master's phases during the award process. The communication from DUO indicates that there could be changes. For this group it is linked to the master phase for implementing technical reasons, but this does not stop the distinction between the bachelor and the master phase. For them too, there is a bachelor and master phase. A transitional arrangement can never go smoothly, but all in all I think this is justified. I will come back later to the particular individual cases, but for those cases we obviously have the profiling fund. I would add that we should not burden this unnecessarily, but the profiling fund is often used for students with administrative tasks. I will come back to this because I have taken this issue with me in another target group that many Members have talked about, namely students with disabilities who often also call on the profiling fund. For the group Mr Ganzevoort is talking about, it is temporary, because it only exists for one year, so to speak. After that, the problem doesn't arise anymore.
ParlaMint-NL_2015-01-20-eerstekamer-8.u168	We are talking about people with a year of government, but I have also mentioned other examples in my term. These are people who have been working for a few months on their one-after-last year and find out that the rules of the game are being changed. I would ask the Minister to look at that again. This group cannot be so large that it will therefore take so much longer for this quality investment to take place in education. The Minister states that this is really only about implementing technical problems. We must be able to find a solution to this problem.
ParlaMint-NL_2015-01-20-eerstekamer-8.u169	If you did this for all the Bachelor's students who are going to take a master's degree, it would cost almost 90 million. This would be particularly obsessive in the early years when the study advance is going to produce substantial results. Those are the years 2018 and 2019. I think that's really undesirable.
ParlaMint-NL_2015-01-20-eerstekamer-8.u170	That's not what I'm asking. I ask the Minister to look at students who have been delayed for a year for legitimate reasons. They have assumed that they could continue their studies, within the old rules, but they are now faced with a change in the rules.
ParlaMint-NL_2015-01-20-eerstekamer-8.u171	This can only be about individual cases where institutions can make agreements with students. I refer again to the profiling fund. I indicated in detail that there really is a difference between the Bachelor's and the Master's part of the programme. I do not think it is right to make very far-reaching agreements about this. I think it is fair to ask this from the point of view of balance and solidarity with the new group of students.
ParlaMint-NL_2015-01-20-eerstekamer-8.u172	I appeal once again to the social sense of this minister, who, according to his own words, is still part of the social party of the Netherlands, as I heard at the last congress, to look at this group specifically. For legitimate reasons, they have a year's study delay, but now suddenly they are confronted with the situation that the rules of the game change. This group cannot be so large that it undermines solidarity with the group of new students.
ParlaMint-NL_2015-01-20-eerstekamer-8.u173	Then I come to the question of what is a legitimate reason. We are now debating a law. If Mrs Gerkens wants this, she must put it very precisely. In other cases, you need to check whether someone should get an extra year for whatever reason. In the case of students with study limitations, we have made agreements on this and there are arrangements for that. Of this group I cannot say that in general. It also depends on what management work has been carried out. So I refer to the individual possibility of making agreements between institutions and students from the profiling fund.
ParlaMint-NL_2015-01-20-eerstekamer-8.u174	I call on the Minister, on behalf of my group, not to go on this path. A legitimate reason is that it is not enforceable. That is one of the important objectives of this Chamber. A lot of students are slowing down. Then what is legitimate and what isn't? That's a very relative concept. What matters is whether a commitment has ever been made to the student, or whether there has ever been an expectation that the student thinks he can derive a right from. There's someone who can judge that right. That's a judge. That's where the issue has been. The judge doesn't see that right. You can also say that students who are now in Group 3 might think that they might get the old student funding. So I call on the Minister not to go on this path. It does not seem feasible to me.
