ParlaMint-NL_2015-12-22-eerstekamer-3.u1	I would like to welcome the Minister of Economic Affairs to the First Chamber.
ParlaMint-NL_2015-12-22-eerstekamer-3.u136	Finally, Mr Flierman. You can do it again and then it's done.
ParlaMint-NL_2015-12-22-eerstekamer-3.u137	I would just like to point out that we are no longer talking about whether what is in the motion is technically feasible. We are talking about whether what is in the motion is desirable. I think that is a perfectly legitimate debate in this House.
ParlaMint-NL_2015-12-22-eerstekamer-3.u138	And we're talking about whether it's pure. DELTA and its employees are undoubtedly right to say that the division of business will be accompanied by a loss of employment. As mentioned above, experience in other companies shows that the streamlining of individual business processes not only results in greater efficiency, but also that the combined workforce pool is declining in the long term. Compared to 2007, circumstances have changed dramatically. That is a pity, especially for Zeeland, where a number of negative developments seem to reinforce each other. It is therefore a good thing that the province and the ministry have asked a committee led by former Prime Minister Balkenende to consider future employment in Zeeland. However, I would like to point out that setting up such a committee entails obligations for the Minister of Economic Affairs with regard to the outcome.
ParlaMint-NL_2015-12-22-eerstekamer-3.u139	Mr. Chairman. The aim of the present legislative proposal is to achieve legislation that is clearer and simpler, with less regulatory burden on companies and less burden on the government, writes the Minister. He also writes that legislation is based on European legislation in a clear way, that it facilitates a competitive economy and that the transition to a sustainable energy system is optimally supported. To put it bluntly: the bill certainly does so with regard to the new tasks of system administrator TenneT for the offshore system for the connection of wind farms. The bill also does this with regard to the introduction of renewable energy by connected users with small connections. However, the group ban in paragraph 6 of Article 4.6 of this law, in the view of the GroenLinks Group, constitutes a major obstacle to a competitive economy that optimally supports the transition to a sustainable energy economy. First of all, I would like to highlight the importance of TenneT's designation for wind at sea. I would also like to make a number of comments on another new task for the transmission system operator in this proposal, namely the wiring of high-voltage connections. Finally, I will go into the group ban in detail. Let me make it clear that we are extremely pleased that ambitious plans for wind at sea have been agreed in the energy agreement and that the cabinet is now moving forward with this. After all, we are still far behind in the field of renewable energy, and we are still at the last place in the European context. This is certainly also due to the policy of previous Cabinets. Fortunately, there is now a minister who says he is going to implement the agreement and realise wind at sea. We are pleased with that. It is also absolutely necessary, because by 2020 we will have to meet Dutch targets, and this will require wind at sea. Even in the years after that, we are not there yet. Since the Paris Climate Summit, we know that the current targets are far from sufficient. After all, the idea that by limiting global warming to a maximum of 2°C, we are creating safety for the future of life on this earth has been strengthened. It is said that you should now be able to limit yourself to 1.5°C. In short, much more and more ambitious policies will be needed. We are therefore saying that the agreements in the energy agreement for wind at sea are a very important first step, but that we need to take many more steps afterwards. For my group, the step wind at sea is a step in the right direction. Moreover, wind at sea offers great economic opportunities for the Netherlands with its offshore industry, its high-quality knowledge economy and its technological innovation. The bill regulates that TenneT will be responsible for the construction and management of the nets at sea necessary to transport the generated electricity to the customers. It is very important for the parties investing in offshore wind turbines to have certainty about a well-functioning high-quality network at sea. It is also very important for them to have certainty about maintenance, supervision and risk management. We support the bill on these parts. Rapid entry into force is very important. I'll come back to that later. I would also like to say that the national coordination scheme for the Dutch Coast South transmission system project, which the Minister had also sent to us, is fine. We in the Chamber said that we would involve this issue in the discussion of the legislative proposal. As far as we're concerned, it can go on. I would now like to make a few comments on the subject of wiring. That's part of the law, too. The point is that it is necessary and socially desirable to submerge high-voltage lines that run in the vicinity of homes. This must be made possible. By way of amendment in the Lower House, the commitment has been nuanced that 25% of the costs are to be paid by municipalities. It has been said that now we have to look at the capacity and size of the municipality and the size of the task. However, the Minister now explains this as if a quarter of the costs, in any case, had to be paid jointly by the municipalities. The cost is estimated at 440 million. The municipalities must therefore together raise EUR 110 million. As Mr Flierman pointed out, we hear that it leads to great uncertainty and uncertainty in many municipalities. They say they don't know what they're up to and what it's gonna cost them. Municipalities are afraid that for this reason other municipalities will drop out, which may add to the burden for them. Especially for municipalities with a very big task... For example, a municipality like Geertruidenberg located near the Amercentrale, where the high-voltage lines run through the residential areas, has a huge financial mission and is simply afraid that she will not make it. She thinks that the uncertainty she is in is a major problem. I would therefore ask the cabinet to do so in writing, whether it would not be reasonable for provinces to bear part of this financial burden. They also benefit from the grounding of the high-voltage lines. Is the Minister prepared to commit himself to this and call on the provinces to do so? Will he insist on an appropriate financial contribution from the provinces in the wiring scheme, which is still to be worked out, and also respond to the objections that I and Mr Flierman have just raised? I come to the subject of the group ban, which is a bit the main issue of this debate. At the time, the group ban, i.e. the obligation to separate the distribution system from the energy company, was introduced to ensure that the distribution system would always remain in public hands, even in the event that an energy company would be sold to a commercial and/or foreign party. GroenLinks also supported this at the time, because, in her view, liberalisation and privatisation of the energy market, in which GroenLinks was extremely critical, made it necessary to ensure the public character of these distribution networks. Moreover, the transmission system networks, the high-voltage networks, are fully covered and are also subject to European law. In any case, they must be in public hands. However, in the case of distribution networks, we have come to the conclusion that these networks are in fact fully protected and are equally accessible to all by existing laws and regulations. In my opinion, this does not require the ban on groups. I'm gonna get into that in a minute. At the time of this discussion in the Chamber, the privatisation ban was not yet absolute or legal, but this has been the case since the amendment of the Electricity and Gas Act in November 2010. Moreover, this division is not mandatory in the EU and the Netherlands has so far proved to be the only country in the European Union that has committed this division. For us, therefore, a number of things have really changed since the support we expressed at the time. GroenLinks is currently seeing major disadvantages of the forced division of the two companies that are still integrated and have the distribution networks in the group. Forced separation of the distribution network reduces the credit rating of these companies and leads to higher financing and interest charges. Funding opportunities are becoming more limited and companies will be forced to provide additional financial guarantees. This also restricts the investment space of these companies. This will be at the expense of investment in sustainable innovation and employment in the Netherlands in the eyes of GroenLinks. In addition, companies find themselves in an uneven playing field, not only in Europe, but also in the Netherlands itself. After all, the Dutch split companies are in the hands of large international players who do have distribution networks in the holding company, and thus benefit from, for example, the credit rating. The forced division also runs counter to the increasingly clear perceptions that the integration of supply and distribution will help to make energy supply more sustainable. It is precisely this integration that makes innovations easier and facilitates smart grids and smart solutions, for example with regard to the storage of renewable energy. The future lies in integration, while the law enforces division. It is striking that the House of Representatives has also come to this understanding and that Jan Vos' motion has adopted no family in which it is asked to investigate how system operators of distribution networks can also undertake other tasks in the context of the sustainable energy transition, in addition to their task of managing the networks. To be honest, my group finds it strange to have to break down existing integration and, at the same time, examine new integration, but from the point of view of the distribution system operators. It would be a shame to take irreversible steps now and perhaps to come to the understanding that this forced split has made the path to a sustainable energy supply and transition more difficult. I would then like to consider the reasons why, according to the Minister, a group ban would be necessary. I think it is important to go into this very precisely. We have now come to the question of what added value this group ban has and what additional legal protection will be provided in this way. That is a crucial question for my group. I would therefore like to take part in the discussion with the Minister and to hear his comments on it. It is claimed that a group ban is necessary in order to prevent commercial risks arising from a possible bankruptcy of the energy company in question from being transferred to a network operator in the same holding company. My group does not share that view. The assets of the system operators are housed in an independent legal entity and constitute separate assets, which are entirely separate from the energy company and the holding company. The Electricity Act, and later the Law STROOM, also requires this. The assets of the system operator should also not at present be collateral for the activities of the energy undertaking and there is a prohibition on lending. This means that the system operator should not use the networks as collateral for the activities of the energy company. In the event of bankruptcy, a trustee must also comply with the solvency requirements of a system operator as laid down in the Financial Management Decision, and must not infringe this legal protection. It is claimed that a group ban will prevent network operators from getting into private or foreign hands, but fortunately we now have the privatisation ban which makes this absolutely impossible. It is also said that the independence of the system operator is at stake and that therefore a group ban is possible. There are, however, many laws and regulations, and I have just mentioned them and facts that sufficiently capture that independence. The Financial Management Decision protects the financial position of the system operator and ensures that system operators meet legal minimum requirements for own funds. Compliance is monitored by the Supervisory Board and the ACM. The group ban is not necessary to counter cross-subsidies. Indeed, there is strict regulation from the ACM on the network operator's transport charges. The Energy Act requires the system operator to keep its own and fully transparent accounts. There's a legal lending ban, which I mentioned. The network operator should act non-discriminatoryly and should not favour his own group, as the Energy Act also prescribes. The NMa also considered the risk of cross-subsidies to be low in 2007. Another claim is that the quality of the network could be at risk. I also believe that we have adequately covered this in all kinds of other laws and regulations. For example, there is the Quality and Capacity document to be submitted to the ACM. On this basis, monitoring is carried out and the reliability of the networks is maintained. The Netherlands is doing well on this point, but it is remarkable that in Germany, where the distribution networks are not separated, the number of minutes of interference is even lower. The quality of the nets seems to be even better there than in the Netherlands. The Minister also says that the supervision of a network operator which is part of an integrated business is extremely complex. We believe that there is no basis for this claim and that there is sufficient legal regulation. In practice, it also appears that the supervision of Eneco and DELTA is not more complex than for Liander and Enexis, the split network operators. It is also claimed that a group ban is necessary to ensure equal access to networks and fair competition. I mentioned the principle of non-discrimination enshrined in the law. The facts also lie about this claim, because the Netherlands has a high percentage of transferrs, even though not all companies have yet been split up. Especially in countries such as Portugal, Norway and Belgium, where there is no group ban, the majority are switch-overs. In the Netherlands, in the regions where the system operators are part of a group with an energy company, other companies have been able to gain a share in the market as much as in the regions where there is split. The situation in the Netherlands therefore does not show that it is difficult for other parties to get a place on the market. There is plenty of room in that room and this is adequately secured in the law. I urge the Minister to respond to these arguments and to explain why this group ban is absolutely necessary. I am concerned about the consequences if the integrated companies are forced to split up. Especially if there is no added value, my group has serious doubts about this. It believes that this should not happen. We believe that we must learn from the experience that has been gained. The split companies were bought by large foreign players. Much of the high-quality employment has gone to the headquarters of companies abroad. Control in the regions has been reduced and investments in sustainability and technological innovations in the Netherlands have been put under pressure. In recent years, Eneco, which has not been split, has invested by far the most in renewable energy and sustainable innovation. Many new activities in the area of sustainable innovation have been made possible by Eneco's investments. There is a growing understanding that the real battle for a fully sustainable energy supply will benefit from the integration of network management, trade and supply, moreover secured by strict and strict legislation on network independence. Smart techniques behind the meter with the users of energy are crucial. Real sustainability requires smart grids with great flexibility and a smart interplay between the production of renewable energy, the supply of energy on the grid, the reduction by users and the storage of renewable energy that is not needed at the time. All points out that network management, production, supply and trade together must ensure the innovative solutions of the future and that an integrated approach is needed to this end. Therefore, let us not destroy what that potential carries and is the harbinger of that new future. I therefore ask the Minister not to take irreversible steps and not to allow the group ban in Article 4.6, sixth paragraph than the STROOM Act to enter into force; not until a vision of the future of the sustainable energy supply in the Netherlands and the conditions necessary for it have been developed, not until the discussion is held on this subject, and not until the added value of forced division is recognised in Europe. My group urgently calls on the Minister: do not allow this group ban to enter into force yet. We would like to support the proposal before us, including the importance of wind at sea. However, as long as this bill is destroyed by the block ban on sustainability on other fronts and the reduction of sustainable employment, it is difficult for us to give that support. We therefore support a motion tabled by Mr Meijer. We await the Government's response with great tension.
ParlaMint-NL_2015-12-22-eerstekamer-3.u140	Mr. Chairman. With the bill STROOM, the Minister makes tying. While important steps are being taken to enable large-scale wind at sea, at the same time this bill includes the block ban on regional network operators. As a result, our last two integrated energy companies, Eneco and DELTA, will have to be definitively split, even before other European countries require this or a European directive prescribes it. The Minister thus places political groups, such as the Christian Union Group, who want to support one step of wind at sea and the other forced split, rather than a real dilemma. In the run-up to this debate, the Minister used great words and linked the fate of the whole energy agreement to the outcome of this debate. If you want wind at sea, you have to vote for this law and you are forced to take the other product from the minister as well: the compulsory ownership split. Okay, so we're gonna have a tie sale. There were times when the Ministry of Economic Affairs was extremely critical of this. From the co-legislator perspective, too, my group has major problems with this type of heterogeneous legislative proposal. Let us be clear, the Christian Union Group fully supports the assignment of responsibility to TenneT for the construction and management of the grid infrastructure needed to connect future wind farms at sea. The construction of these wind farms is an operation and investment of unprecedented proportions. And this bill is the final piece of the legal instruments needed to launch wind at sea on a large scale and thus to live up to our ambitions for renewable energy. Ambitions close to my group. In view of the transition statement our country stands for, from fossil to renewable energy, and the agreements in the energy agreement, it is important to adopt this law to provide security for investors in the wind at sea.
ParlaMint-NL_2015-12-22-eerstekamer-3.u141	Can Mr Ester explain why he is so pleased with TenneT as a builder of the maritime infrastructure? The Minister leaves the tender of wind farms at sea to the market in a tender; I think that Mr Ester's party will find that a good solution. Why does he say he's happy with TenneT? Why does he choose a different principle for the construction of the parks than for the network? Maybe another company has much sharper prices than TenneT. In fact, as a shareholder of TenneT, the taxpayer does not run any risks.
ParlaMint-NL_2015-12-22-eerstekamer-3.u142	It is, of course, about the protection and safeguarding of public interests. The net that is being built there is in the direct interest of every Dutchman, you and me. There must be an independent guarantee and an independent party going for it, and in this case that is TenneT.
ParlaMint-NL_2015-12-22-eerstekamer-3.u143	We do not build motorways with a state-owned asphalt company; they are also outsourced. Eventually the roads are transferred to the government, the provincial government or the Empire. That is where we also opt for the system of tendering and tendering. Why does Mr Ester choose TenneT when we opt for a different system in all other areas? Why is he so happy about that?
ParlaMint-NL_2015-12-22-eerstekamer-3.u144	These are public goods intended for every Dutchman. It is in the interest of every Dutchman that the energy generated is secured in terms of accessibility and quality et cetera. That's what the law says. This seems to me to be a simple principle. We must not waste our public interests.
ParlaMint-NL_2015-12-22-eerstekamer-3.u145	Finally, Mr Dercksen.
ParlaMint-NL_2015-12-22-eerstekamer-3.u146	I've completely lost Mr. Ester. I'm asking why...
ParlaMint-NL_2015-12-22-eerstekamer-3.u147	I'm sorry.
ParlaMint-NL_2015-12-22-eerstekamer-3.u148	One last attempt. Why should we, as a state-owned company, build the infrastructure of our network and create motorways and other things according to a different system? We have them built by private companies and then they are owned by public authorities. I have asked Mr Ester, and I have not yet received an answer to that question: why is he so happy that we choose a system other than the construction of motorways for the construction of the cables to the wind farms? That's where it turns out it's gonna be a lot cheaper.
ParlaMint-NL_2015-12-22-eerstekamer-3.u149	Mr. Chairman. Mr Dercksen repeats his question and I can repeat my answer, but that does not seem to me to be in your and my interest. He wouldn't want a large foreign company to build the net on the North Sea, would he? I told you, building these wind farms is an operation and investment of unprecedented proportions. This bill is the final piece of it. In view of the transition process our country stands for, from fossil to renewable energy, and the agreements in the energy agreement, the adoption of this law is important to provide certainty to investors. It is also time for our energy supply to become safe, reliable and affordable, an objective that has not been sufficiently developed to date. At the same time, the Minister's answer to the written questions seems to leave room for the start of the first tender if the law is not yet in force, provided that this tender does not end before the law is in force. Ergo: the first tender could simply start on 31 December of this year and end on 31 March 2016, provided that the law enters into force in the interim, for example on 1 March of this year. Can the Minister comment on this variant? Is this a imaginable scenario? This question is also a bridge to the next subject I would like to raise, the pièce de résistance in the bill: the so-called group ban. This ban is a bridge too far for my group. Almost ten years after the debates on the Independent Network Management Act, the discussions on this issue are still intense and heated. This morning we have another example of this. The position of the Ministry of Economic Affairs has hardly lost sight of dogmatism. Trends such as internationalisation and liberalisation and the desire at the time to increase market forces had to lead to the privatisation of energy companies. But in doing so, the energy networks, a natural monopoly, naturally had to remain in government hands. This position led to a far-reaching law which meant that the four integrated Dutch energy companies would have to be split. If you read the reports of the debates at that time in the Lower House in particular, it seems that splitting the energy companies for the then Minister of Economic Affairs was more of an end in itself and not a means that should only be discussed when privatisation takes place. The group ban was, in my group's view, not a necessary and proportionate means of protecting the networks, especially in the context of the European Union. Afterwards, it appears that this was already warned of by the Christian Union, among other things, and that no European country has followed us in forced splitting. Splitsing is therefore not a European policy, with the result that the Netherlands is more "European" than Europe itself and Dutch companies have been put at a competitive disadvantage. In fact, healthy and more sustainable Dutch energy companies and Dutch employment are sold out. That's not supposed to happen, is it? Wrongly enough, it is the foreign integrated energy companies that have taken over Essent and Nuon, which have begun to build new coal plants. Coal-fired power stations did not want my group at the time. Now the majority want to close it, with huge social costs. RWE/Essent has the highest CO emissions per kilowatt-hour produced. Of the seven major electricity producers in the Netherlands, Delta and Eneco are the cleanest and the cleanest. Most sustainable energy companies. I would like to hear a response to this point. In the detailed answers to the written questions of my group and other groups, therefore, I do not find any valid arguments for continuing the ban on groups now. It is a solution to a problem that does not really exist. Should the group ban come into force, public interests will not be served and secured better than they are today, but many hundreds of people will lose their jobs. Especially for the people of Zeeland, that means a heavy blow. Employment is already under such pressure. Quite unnecessarily, large investments in renewable energy from two well-performing Dutch companies are being put at risk and the nuclear power plant in Borssele is lagging behind. Speaking of the nuclear power plant, it is still unclear how the government is going to meet the shareholders, should the compulsory division continue unexpectedly. My group asked in the last written round prior to this plenary legislative procedure exactly what the procedural spelling formula in the reply means. It referred to "an agreed process leading to a well-founded analysis and a clear weighting of possible alternatives." What was my surprise? The answer to this question contained almost the same wording, but not the substantive explanation requested. So I would like the Minister to give me a substantive answer to the question of how exactly the management of the Borssele nuclear power plant will be regulated. Without clarity about the future management of the plant, continuing the ban is an unpredictable and perhaps irresponsible leap into the dark. I have the suspicion that this has to do with the financial consequences. How big are the financial consequences of the ban on the group in relation to the responsible management of the Borssele nuclear power plant? And how does the Minister see the financial responsibility of the Empire in this matter? I come to the possible legal consequences of my group's request that the ban be suspended. It's been discussed a few times. While, on the one hand, the Minister states with some emphasis, if not a threat, that claims can be expected in that case, on the other hand, he indicates that he is unable to assess the chances of success of any claims against the State if the group ban is put on hold. It is clear that the Christian Union Group is somewhat surprised that in that case it can successfully be brought against the State, while no other Member State of the European Union has a group ban and there are in any case integrated or undivided foreign energy companies operating on the Dutch energy market. At the end of my contribution, I will come back to the privatisation dimension of this bill. It is strange to my group that the Minister did not use the ideas of the Parliamentary Committee of Inquiry on Privatisation/Seviation Public Services when dealing with this far-reaching and far-reaching bill. The energy sector was one of the five cases examined extensively by the Committee set up by the Upper Chamber. The theme of the current legislative proposal on market organisation, competition, the safeguarding of public interests, management and the role of the government was the essence. The committee developed a special decision-making framework to improve decision-making. My group asks the Minister why he did not make explicit use of this report adopted unanimously by our Chamber. The answer given by the Minister in the written round of questions was unsatisfactory. I'm closing up. It is clear that the Christian Union is opposed to the forced division of ownership in the energy sector. The split is superfluous and disproportionate. She's hurting our national interests. We do not think that our country's own exceptional position in Europe in this matter is acceptable. I would therefore like to endorse the Meijer/Flierman motion tabled earlier in this period. My group looks forward to the Minister's answers to our questions and would like to tell him that it is better to turn halfway than to go astray.
ParlaMint-NL_2015-12-22-eerstekamer-3.u150	Mr. Chairman. Last Sunday, 20 December, the last day on which the coal-fired power plant on the Waal, at the crossing in Nijmegen, did its job. The 150 meter high chimney, which dominated the skyline of Nijmegen for decades with its characteristic smoke plume, disappears. For many she was a fixed beacon to read the prevailing wind direction. 130 years of coal-fired energy production comes to an end. With Slikkerveer, Nijmegen was one of the first national initiatives we are talking about 1885 and 1886 of large-scale electricity generation with steam plants. Amsterdam followed in 1889. This was rightly a symbolic moment in relation to the current bill and the climate agreements recently made in Paris, because a solar park is planned at the same location. There will be a biomass plant and the construction of a heat grid is "in process." We say goodbye to the industrial coal age and the law STROOM lays down an important basic condition for this by indicating TenneT as a grid operator at sea, which can actually take place the construction of massive wind farms. In conjunction with the Law on wind energy at sea passed in June, an acceleration can be achieved in the objective of renewable energy, which has not been achieved so far by coordinated licensing and lot decisions, and the pre-search phase will end. The PvdA Group supports the Minister's approach. Indeed, it sees this as a driving role for the government to make the transition to a sustainable energy system possible. In view of climate change, we are facing a crucial phase to make meters here. As far as transition phase is concerned, it helps greatly if the government plays a clear and reliable role in this. In this respect, the Minister, Mr Treub, naturally appears in historical context to be one of his liberal predecessors, namely the former alderman, Mr Treub, and later Minister of Amsterdam, who took important decisions between 1893 and 1896. In view of the need for urban expansion, he decided to bring the gas, water and telephone supply under municipal management and thus to address the social problems of housing shortage and hygiene at the time.
ParlaMint-NL_2015-12-22-eerstekamer-3.u151	It's almost a shame to interrupt this history lesson. I apologise for that, but just as I asked Mr Pijlman, I would also like to ask Mr Verheij about the international perspective of a few coal power stations in the Netherlands vis-à-vis the rest of the world. How's the PvdA in there? Does Mr Verheijen know the studies, which show that CO emissions from biomass plants are higher and that these plants are even more polluting than coal, but at least much more polluting than gas plants?
ParlaMint-NL_2015-12-22-eerstekamer-3.u152	I agree with what Mr Pijlman has said about this. We must take our own responsibility. Climate change is clearly visible and there is no doubt about it for us. The fact that the emission data of the new plants must also be clearly assessed on their overall environmental and health effects is also clear to us. This will, of course, also have to be investigated through environmental impact assessments.
ParlaMint-NL_2015-12-22-eerstekamer-3.u153	With us in Utrecht they put one on Lage Weide and the environment is right to worry about it. However, biomass plants emit more CO than gas plants. I have heard from the media that the PvdA group on the other side has already said that the money is tossed. To what extent has this position in this Chamber already fallen into the hands of the PvdA Group and, if so, what consequences will that have for the policy of this Minister?
ParlaMint-NL_2015-12-22-eerstekamer-3.u154	I just wanted to cite the example to point out that a new economy is growing on the basis of new local initiatives that must fit well into the new CO reduction policy that we are going to pursue. This therefore does not mean a free playing field for any initiative that is presented, as this will have to be explicitly assessed.
ParlaMint-NL_2015-12-22-eerstekamer-3.u155	Finally, Mr Dercksen!
ParlaMint-NL_2015-12-22-eerstekamer-3.u156	Well, biomass plants emit more than gas plants. The PvdA Group in the House of Representatives is concerned about this and rightly so. We've been doing that for a long time. It happens often: when the PVV calls out, the rest arrives a few years later. But doesn't that signal here in this room yet? I am trying to put the question as concretely as possible, but it is strange that it does not yet sound the signal to the Minister to say so. There's billions of grants going on. The SDE+ subsidies to biomass are mega. Wouldn't it be wiser to opt for gas power stations after all? They are cleaner, also in terms of CO emissions, than biomass plants.
ParlaMint-NL_2015-12-22-eerstekamer-3.u157	We need to move towards a much more finer and focused licensing policy, given the different causes for CO developments. This also means that methane gas, in addition to nitrous oxide, will receive much more attention than just the CO we know from the coal-fired power stations. I agree with Mr Dercksen that we need to look at what are the most critical factors that contribute to CO development, but that does not mean that we should not keep an eye on the opportunities at local level for alternative energy generation. I also support the example that is currently 'in process' in Nijmegen. During the examination in the Lower House and in the present statement of reply and the further report, the position of DELTA and Eneco was discussed in detail. Over the past few weeks, we have received many reactions from all levels, from employees, directors and OR from these companies to continuing the division of these companies. They recognize the concerns people have about their future. These concerns are not easy to overcome, as market conditions and public policies are changing dramatically. In fact, the energy sector has been evolving for 20 years since Minister Wijers presented his third Energy Paper around 1995-1996. The reasons for the transition of the existing, then regional production companies by leaving regional self-sufficiency, the liberalisation of European energy market policy and the need for a CO reduction policy have had their effects. With the adoption of the Electricity Act 1998 and the Gas Act 1998 and the Independent Network Management Act, all companies, old and new, and therefore all employees, have had to deal with changes that were highly reliant on innovation and flexibility. In it, companies and shareholders have made different strategic choices. Without electricity it does almost nothing in the Netherlands, so you can't run any risks there. The systems are a natural monopoly. In essence, this is a trade-off between the general interest, i.e. neutral network management and the position of the tied customer, versus the business interests. The legal procedures have so far maintained the application of the legislation in this area. The Minister discussed this in detail. However, the law does not prohibit the public shareholders from being shareholders in the system operator as well as in the production and supply branch, if both are not grouped into one group. The challenges faced by system operators in the light of the transition to low-carbon energy management are growing. An independent party is an indispensable link. Because of the importance of the energy transition and the progress of the tenders for the lot decisions for wind at sea, we consider that decision-making is necessary at the moment. Where, as in the situation in Zeeland, attention has been paid to the specific aspects which may affect regional employment development, an appeal was made in October in the House of Representatives to the Minister who has now been converted into the appointment of the Balkenende Commission, which will come up with suggestions for strengthening the region's economic structure. We appreciate the momentum taken up by the department and the region and look forward to the proposals.
ParlaMint-NL_2015-12-22-eerstekamer-3.u158	I would like to ask Mr Verheijen the following question. He is very pleased that the Balkenende Committee is looking at employment, but if I listen to him like that, he will first agree to kill 1,500 to 2,000 jobs and then say that it is so nice that this committee is here. Isn't it much wiser to keep these jobs intact and move forward with sustainability, which in turn creates jobs?
ParlaMint-NL_2015-12-22-eerstekamer-3.u159	I am somewhat disturbed by the suggestions made this morning about killing and letting go. Ultimately, business decisions are made by management on the basis of the playing field, in which it positions itself. These decisions have been taken by different companies in different ways over the past decade. The playing field is again determined by the Chamber, the government, today in the context of the playing field that there is and that there was. Since 2011, the companies concerned have had to comply with the law. There is no discussion on this, given the ruling of the Supreme Court. The decisions that could have been taken by companies to develop a plan B or to explore other strategic possibilities were widely available. They will continue to be present, also within the framework of the suggestions that the Balkenende Committee is going to make. I assume that the Balkenende Commission is not going to focus specifically on one or two companies, but will look at the possibilities of taking advantage of much more new economic opportunities in the region, in conjunction with the offshore industry and service-related activities made possible by the law and wind farms at sea.
ParlaMint-NL_2015-12-22-eerstekamer-3.u160	The Works Councils and the trade unions have indicated how employment is going to go down. That could have happened in 2011, and that is what is about to happen if we continue this split. It's up to you and us to stop that. I do not think that Mr Verheijen's argument is very fair.
ParlaMint-NL_2015-12-22-eerstekamer-3.u161	In previous situations, the Courts agreed on the manner in which the group ban would be imposed. What is happening here is not a'stick for it', but still trying to reverse a ten-year legislative process. If you wish to achieve this by means of a motion, I think that is very special in legal terms.
ParlaMint-NL_2015-12-22-eerstekamer-3.u162	The parties who signed this motion want to reverse it because we have seen that its implementation costs jobs. We have the opportunity here, especially if the Labour Party is involved, to maintain that employment. This is one of the most important goals we have in this house today. You certainly have the choice today to join the parties who signed the motion and save the jobs, instead of putting the horse behind the cart and sending Mr Balkenende on the road to see if some jobs can come back. Mrs Meijer was, of course, quite right. You have that opportunity and I ask you to take the opportunity to save those jobs.
ParlaMint-NL_2015-12-22-eerstekamer-3.u163	I said earlier that the energy market is a high-dynamic market. It is too one-sided and too defensive to talk only about maintaining jobs. The energy agreement has made it clear that, from my point of view, ten thousand jobs can be created by the investment in the measures provided for in it. This offers new opportunities for companies wishing to establish themselves in that market. We estimate that the growth market in question offers far more opportunities than the fears expressed by some in their letters.
ParlaMint-NL_2015-12-22-eerstekamer-3.u164	A very brief further question, Mr Dercksen.
ParlaMint-NL_2015-12-22-eerstekamer-3.u165	I'll be back at 15,000 jobs later. Of course you create jobs if you put 75 billion into the energy agreement, but this also attracts a lot of money from the economy and costs jobs again. In the meantime, we have created a playing field so that we know what will happen if we split up those companies. We know. Surely we cannot allow ourselves to create unemployment? It is 'unprecedented' that a parliament is going to vote for the unemployment of its own citizens. That can't be true!
ParlaMint-NL_2015-12-22-eerstekamer-3.u166	In creating employment expectations, I think it is equally shortsighted to think that, if your goal of removing the ban on groups were to succeed, the jobs for those who have come forward would automatically be assured. That is also a blow in the air that you cannot live up to at all. In this respect, we really need to limit ourselves to what the government can do: third party access and public infrastructure. We have two further questions for the Minister on these issues. We appreciate the Minister's willingness to assume his responsibility for the management of the Borssele nuclear power plant and the guarantees he has confirmed for the follow-up to the end of operation. I agree with previous questions that have been asked about this. In the answer we recognize the way in which the Minister intends to assume his responsibility and his role. 2016 will be a very important year for energy policy. In addition to the evaluation of the energy agreement and the implementation of the climate agreements, work is under way on arrangements that will further fill out the experimental space for local facilities and small customers. Flexible delivery rates, flexible transport rates, smart meters and the new EU directive on energy efficiency of buildings are, we expect, further operationalised. Can the Minister tell us how the various policy papers are presented in order? Can he also take into account the future structural vision of soil and subsurface, which will include statements on the exploitation of our fossil resources, including shale gas? In conjunction with this bill, the Minister also put forward a government coordination decision for the Dutch Coast Zuid-Holland lot decisions. Do we understand that the actual allocation of lots in this area, where they depend on locations within the twelve-mile zone, cannot be made available before the partial modification of the structural vision, which is related to the National Water Plan, has been initiated and completed at this point? At the moment we are still waiting for the justification of the cost-benefit study promised by the Minister in consultation with the coastal communities. We look forward with interest to the Minister's answers.
