ParlaMint-NL_2015-09-17-tweedekamer-6.u1	I give the floor to the Prime Minister so that he can continue his first-term response.
ParlaMint-NL_2015-09-17-tweedekamer-6.u320	It's been postponed for two years. That's what the answer says. I'll just grab it. It says, of course, that there are quite a number of policy changes affecting older people, including in the context of decentralised public administration. Furthermore, as little is known about the relationship between family care, the formation of new household compositions and income benefits, further research is appropriate. That is why the cabinet has decided to postpone the introduction of the cost sharing standard in the AOW from 1 July 2016 to 1 January 2018.
ParlaMint-NL_2015-09-17-tweedekamer-6.u321	So it hasn't been said yet that he's going in on that date?
ParlaMint-NL_2015-09-17-tweedekamer-6.u322	It is an intention that it should enter into force on that date. I come to another point concerning the concern. What does the Cabinet do to prevent children from getting in trouble? It's all about the number of fight divorces. It's really terrible when children are confronted with that. Of course, it's bad for children when their parents get divorced, but it's even worse if it's a fight divorce, where the parents roll around the streets. I think that's a terrible example of fat-me-behavior. It's terrible for kids. It is a great responsibility for parents to ensure that they break up properly. The Secretary of State for Security and Justice and those of VWS introduced the implementation plan Improving situation children in a "divorce." This is aimed at preventing and limiting fighting divorces and, above all, at limiting their damage. Experiences of children who have experienced this are used, for example. This was discussed in the Chamber in July. We want the implementation plan to be completed at least until 2016. Once again, I take this opportunity to say the following. It is always up to people to decide to divorce themselves, but do it properly and do not make children the victim, more than the divorce already does.
ParlaMint-NL_2015-09-17-tweedekamer-6.u323	I have a question about the concern of the Prime Minister. Does he agree with me that the civilisation of a country can be measured very well by the treatment of the elderly in that country? The Dutch government has almost cut back on the care of the elderly, cut daily spending about completely and cut home care by about half. Isn't that unworthy of a civilized country? The Prime Minister used the word "debate trick" earlier when I said that we should spend the money for asylum seekers on the elderly, but that is not a debate trick. It's just choices you can make. Next year's budget earmarked 1.5 billion for the reception of asylum seekers. That is far too little, but it is in the budget. If I suggest to the Prime Minister that we not spend the 1.5 billion on those asylum seekers, but on the people who raised our country, by re-establishing the nursing homes, by re-launching the people into decent daily spending, by ensuring that there are enough staff in the nursing and nursing homes to assist those elderly people, that is not a demagogic proposal, but something we can do. I wish we could find each other at this point.
ParlaMint-NL_2015-09-17-tweedekamer-6.u324	The choice between the subject we were discussing this morning and the care of the elderly is, in fact, purely demagogy, which I am maintaining. Let's park that for a second. Let's take a look at the care of the elderly itself, otherwise we'll get a whole repeat of this morning. In the Netherlands, we spend a lot of money on health care. Studies show that the Netherlands has the best healthcare system in Europe. This probably makes our country one of the top three in the world. That goes for the whole health care system. The hospitals, the general practitioners and the care of the elderly are really of very high quality. There are very good people working. Is there a problem? Yeah, there are. There are problems with the implementation of the pgb. We're fixing it. Of course, there are also problems in nursing and nursing homes. We put extra money into that, for example by providing a higher level of education for our highly motivated nurses and other staff in those homes. Let me give you one example. I went to work a while ago at a geriatric institution for elderly people with dementia. That was also because of the debate that took place here yesterday in the Chamber: can you no longer do with the existing budgets? After the work visit, I said, "If it happens to me, I want to live here." It is an institution that offers completely tailor-made work, very small-scale. All this small scale is put together in an institution where there are quite a few people again, but it is organized in a way that makes you feel that you are not in a very large institution. One is not locked up, one can really get out of the way, one can go to the store oneself. If people don't remember the way back, there is someone who will guide them there. That institution does all that with the existing budgets. When I talk to the executives about what they do to make sure that intermediate layers are removed and hear that those executives are fully serviceable to the people on the work floor, I am very impressed by that. This institution is based in Wezep. I've visited more of these institutions. Unfortunately, I have also seen institutions where I sometimes felt that leadership was the goal rather than the elderly. I don't think I'm gonna call that one here. I'm just gonna use other opportunities for that. I'm very impressed by what's happening in health care. There are problems and that is why we are putting extra money in it, but I do not recognize the picture Mr Wilders is drawing.
ParlaMint-NL_2015-09-17-tweedekamer-6.u325	Greetings for everyone in the care that does well. Those good examples, of course, are there. But for every example where things are going well, there are at least ten where things are not going well. Before we speak in general terms, I would like to briefly mention an e-mail that I believe all colleagues have received. Someone says in that: our daughter is 24 years old and she has been working in care for the elderly for 17 years. She was on the night shift the other night. One of her colleagues was sick. So she was alone. Then she only had the responsibility of 72 elderly people. The father writes: if fire had broken out among the elderly, who unfortunately also often lost their way, my daughter would have been the only one present in an institution for 72 elderly people. If her colleague hadn't been ill, there'd be two people. There are a lot of examples, for example. This can't be happening. This is just irresponsible dealing with people's lives. Your mom or your dad will just sit there. Neither does the Prime Minister. I know. Politics is making choices, not demagogy. I say stand up for your own people first. Say no to those asylum seekers as long as there is still a situation in the Netherlands where elderly people depend on one nurse at night with 72 people. It can't be. If we agree, we have to make other choices.
ParlaMint-NL_2015-09-17-tweedekamer-6.u326	Again, this morning I chose a strong position in the discussion on costs of asylum versus costs of care for the elderly. That's what I'm referring to. Mr Wilders raised a relevant point: care for the elderly. Let us not involve this in the debate on migration, but let us really take a look at the care of the elderly. Fortunately, substantial budgets are available for this. This is a civilized country. Much has been looked at ways of curbing cost increases. In the whole of the health care sector, the costs are also billions in this cabinet period, for good reasons. Fortunately, we are able to get that cost increase under control. Let's take a pure macro-level look. I'll come up with a microexample after that. I fully agree with Mr Wilders that it is ultimately about the example he calls it, and about what is happening in practice. First I want to look at the total figures and how much healthcare costs in the Netherlands. Only 15 to 20 years ago was that about 6% of national income. In the meantime, we spend more than 10% on it. So the costs have increased enormously. Lodewijk Asscher's social security portfolio has barely increased as a percentage of our total national income. If you do not control the cost increase in healthcare, the care becomes priceless. You won't be able to do that anymore. Those good general practitioners, those good nursing homes and those good hospitals are available to everyone. Knowing that we have so much money available, the task is to use it wisely. I know Mr Wilders by my side in the fight against bureaucracy and in the effort to impose power on people in the workplace. I've noticed that in the period we worked together. In recent years, I have seen many examples of institutions where the boss is fully devoted to the staff and especially to the people who live there, and not to himself, his own ego and his own fat self. When that happens, it leads to wonderful examples. I also know examples where this is not the case. Mr Wilders has also mentioned such an example. What he just sketched is a terrible story. I think it is a joint task for us to ensure that we bring the best possible care to the workplace in nursing homes and hospitals, without falling into bureaucracy and many rules, and without being tempted to spend a lot of extra money. We've been spending a lot of money on this. I am afraid that often leads to more than less bureaucracy.
ParlaMint-NL_2015-09-17-tweedekamer-6.u327	Despite the fine words and the proper compliments to those who work there: it is indeed about how we organise it. There is no subject in which the cabinet is a greater nuisance than organising good care. I'm gonna let a couple of points come through. The cabinet says: there are indeed too few hands on the bed in nursing homes, so there has to be money. In 2016, 210 million will be added for nursing homes. How does the Prime Minister think that healthcare institutions can hire people if they know that 250 million will be cut in those same nursing homes in 2017?
ParlaMint-NL_2015-09-17-tweedekamer-6.u328	Indeed, we are now paying extra money for the care, and in particular for this care. Fortunately, this will enable us to reduce to an important extent the long-term austerity that is unfortunately necessary here too. There was a much bigger cut. We will fill it out in a way that minimises the primary processes that are so important to the staff and the people living in these houses. I think that with this additional investment we can achieve the ambition of Secretary of State Van Rijn and of the whole cabinet to invest both in the quality experienced directly by the older person, simply because of the contact that exists with him or her, and in the level of training of the staff in those houses. I think this is very important. I also think Mr Roemer agrees with that.
ParlaMint-NL_2015-09-17-tweedekamer-6.u329	Anything but that! If you're going to invest $210 million now and tell nursing homes to just hire staff, then it's clear that no dog will do that if he knows he's going to have to turn in $250 million a little later. You don't make long-term commitments if you have to make more cuts in the following year than you get. This is just telling people something. It's not even a tissue for the bleeding yet. The Prime Minister once again holds people for something he can't live up to. But let me take another example. How does the Prime Minister look at the practice of "care nearby"? I think that is a principle which many in the Chamber support. The practice is that a quarter of the municipalities say: that means we do nothing at all. Other municipalities say: we're even going to spend extra money on it. Does the Prime Minister think it's normal that it obviously depends on where you live, or whether you have responsible care for the elderly?
ParlaMint-NL_2015-09-17-tweedekamer-6.u330	First of all, I should like to comment on Mr Roemer's first point. He refers to the mission in 2017. This concerns 2.8% of the total amount of long-term care in 2017. I am not running away from it: 2.8% is 2.8% of the total amount of 18 billion for long-term care in 2017. We manage to reduce the target by 45 million in 2016. As I said, we are looking for it now not in measures that affect the relationship between the residents and the caregivers, but in matters such as purchasing power, reduction of overhead and reduction of administrative burdens. In fact, this is in line with the discussion I had with Mr Wilders. I think there's a lot of room left for those things. I have just given a few examples of this. I come to Mr Roemer's second question. It is part of the reforms that there are more powers in the municipalities to shape care, with much more tailor-made work, integrated with a number of other issues, such as youth care and the Participation Act. There are differences. That's true. There are differences between municipalities. That's what municipal democracy is about. It is part of the reforms that municipalities implement.
ParlaMint-NL_2015-09-17-tweedekamer-6.u331	So the Prime Minister thinks it is normal that an older person should not get anything in one place and an older person with the same illness, of the same age and with the same need for care in another place gets decent help. That's incomprehensible. That's why I want to tell the Prime Minister something. We know the municipal basic package for babies. Every baby gets a helper, but we leave it to the municipalities about how they organize it: at someone's home, in the consulting office, in a care facility, in a certain center or wherever. Everyone knows, however, that my baby is entitled to a helper. Is the Prime Minister willing to think with us about making a municipal care package for the elderly? In any case, we indicate to which older people are entitled, so that it makes no difference whether they live in Baarn or Boxmeer, and we agree on a minimum rate so that there can be no false competition. What municipalities then want to do more themselves, is up to the municipalities. And how the municipalities want to carry it out is also up to the municipalities. So we don't make a difference between older people in Baarn and older people in Boxmeer.
ParlaMint-NL_2015-09-17-tweedekamer-6.u332	I'd be careful to do that. The aim of the reforms is precisely to make much more tailor-made work possible at municipal level, although the law does offer a number of guarantees. It is not the case that the law has been abolished, the budget has been transferred, and the adage 'find it out' applies. Of course, the law also offers a number of safeguards. However, he offers municipalities a great deal of policy freedom to implement this policy itself. I wouldn't want to destroy that achievement. The way we used to do it, namely "one size fits all," which means it doesn't fit anyone, it didn't work. The municipality can now look much more comprehensively and knows people much better, whether it is youth care, care for the elderly or care for people at a distance from the labour market. It is up to municipal democracy, the city council and the aldermen to implement it properly. I see incredibly good examples of this. I think these decentralisations are of great value.
ParlaMint-NL_2015-09-17-tweedekamer-6.u333	Now the Prime Minister is again not telling the truth. He says it's guaranteed. So it's not. The fact is that now that it is decentralised, i.e. it has gone to the municipalities, the right to care is gone. Municipalities only have an obligation to conduct an individual review, but are not obliged to provide care. The fact is that home care has already been abolished in 25% of the municipalities, while in other municipalities it has been replaced. It is nice that care is nice in other municipalities, but 25% of the municipalities have abolished home care. You'll only just live in that place, needing care and being left to you by the Rutte cabinet. It says, "You're not entitled to it anymore, figure it out." The solution is simple: for babies we take care of it, so do for the parents.
ParlaMint-NL_2015-09-17-tweedekamer-6.u334	I remember when I myself was Secretary of State for Social Affairs and the issue of assistance and decentralisation, discussions were held on a first piece of decentralisation. It was discussed whether this was a claim or a right, how you determine what someone needs and how you deal with requests. I think we've made the right choices. The law outlines what is ultimately desired in terms of objectives and quality and gives the municipalities a lot of space to tailor them. My concern is that if you do what Mr Roemer proposes, you really limit the room for the municipalities to actually fill in that customization. I'd really be against that.
ParlaMint-NL_2015-09-17-tweedekamer-6.u335	Please continue.
ParlaMint-NL_2015-09-17-tweedekamer-6.u336	Yes, Mr. Chairman. I thought Mr. Pechtold was walking to the microphone, but it's a sham. No, he's gonna say something.
ParlaMint-NL_2015-09-17-tweedekamer-6.u337	That's almost entrapment.
ParlaMint-NL_2015-09-17-tweedekamer-6.u338	I was wondering if we had already gotten to education.
ParlaMint-NL_2015-09-17-tweedekamer-6.u339	No. That is a very small part of this block, by the way, but that is not because of me. I'm trying to answer the question. We have now dealt with a great many questions about care, partly because of the many interruptions. I now come to a few questions from the Labour Party about education. Mr Pechtold asked a question about the Science Agenda. That's the only question I have from him.
ParlaMint-NL_2015-09-17-tweedekamer-6.u340	Then I'm going to surprise the Prime Minister with the appropriate education. A written question has been asked.
ParlaMint-NL_2015-09-17-tweedekamer-6.u341	Yes, exactly! We replied in writing.
ParlaMint-NL_2015-09-17-tweedekamer-6.u342	Yeah, but that was a disappointing answer.
ParlaMint-NL_2015-09-17-tweedekamer-6.u343	Ah.
ParlaMint-NL_2015-09-17-tweedekamer-6.u344	Many were critical when introducing appropriate education, but now more than half of the teachers in primary education and even 60% of teachers in secondary education are negative about this. 70% of teachers say appropriate education will affect the regular pupils. That is why I asked in the first place whether we could do something about it. Is the cabinet prepared to facilitate primary education in this area? I suspect otherwise a second pgb will arise. I was thinking in particular of class assistants.
ParlaMint-NL_2015-09-17-tweedekamer-6.u345	I'm just trying to get that question out of the set of written questions. I see now that he's with the questions about the Liv. Mr Pechthold used the Liv as cover. When I followed yesterday's debate on appropriate education, I had the impression that there was a common line in it. Big steps have been taken. There are, of course, bottlenecks. Mr Pechtold also drew attention to this yesterday. He takes the cabinet seriously. That is also stated in the written reply. The Secretary of State for Education, Sander Dekker, intends to inform the Chamber shortly in response to the signals. Isn't that the best time, so I would ask Mr Pechtold, to come back to that? I believe that Mr Pechtold intended to use the live as cover for his plan. I have already explained to Mr Buma that the live is unfortunately not available. The live has to be paid out in 2017 because we introduce this provision 2017. So there's no money. But apart from that financial coverage, it would be my proposal to wait and see what that reporting will do and then discuss it further.
ParlaMint-NL_2015-09-17-tweedekamer-6.u346	I would rather not wait for that, because the Children's Ombudsman has also strongly judged how appropriate education is going to land. I just don't think we can wait for that. I have just given some percentages of how this is currently felt in education. And if it can't be that liv, people are gonna think, "What are they all talking about?" But all of these are budget lines, I would like to propose: is it not possible to get 5% out of the billion that we spend annually as a government on consultants, i.e. a figure of 50 million, in order to please education and provide extra hands in the classroom to make that "appropriate" really appropriate?
ParlaMint-NL_2015-09-17-tweedekamer-6.u347	The Secretary of State is in the process of inventorying the signals. He's coming to the Chamber at the end of this month, September, with a report on that. Wouldn't it be better to look at it? Mr Pechtold can give his signals, the things that I think he can get directly to him, then add to them. We can then see whether we can fit all this into the existing frameworks, or conclude that more is needed. I can't see that now. That's better than looking for money in a post that's really pissed off the followers of D66.
ParlaMint-NL_2015-09-17-tweedekamer-6.u348	It would be very surprising if the Prime Minister, at this stage of the debate, were to deal with this kind of proposal and say: nice idea, that is what we are doing. I think people would fall off their seats. We're gonna move this over to September.
ParlaMint-NL_2015-09-17-tweedekamer-6.u349	So this month.
ParlaMint-NL_2015-09-17-tweedekamer-6.u350	But I did not hear no, and in the spirit of the commitments made in this debate, that is already a huge gain. I suggest to the Prime Minister and this cabinet that, from the appropriate education, we will naturally win the competition between those expensive consultants, to whom we spend a billion a year, and those hands in the classroom, those class assistants on the other hand. I can feel the Prime Minister moving my way.
ParlaMint-NL_2015-09-17-tweedekamer-6.u351	In that case, I'm gonna take a chance too, because it's not gonna end today with the Prime Minister. So if he's in this mood right now... It's also about education. Yesterday I had an interrupting debate with Mr Samsom, right after Mr Pechtold mentioned appropriate education, about another problem in education: green education. It concerns in particular the AOCs. This problem has been going on for a long time. Green education was also discussed here last year: that's at EZ, EZ has no money and so you name it; problems. Now the situation is most likely to arise that the AOCs per student get €1,000 less than the ROCs, which are again funded from the Education budget. How are we going to solve this problem?
ParlaMint-NL_2015-09-17-tweedekamer-6.u352	As is well known, green education was indeed covered by the old Ministry of Agriculture and is now housed in the Ministry of Economic Affairs, with Secretary of State Dijksma. However, I think we have to note that the Secretary of State for Economic Affairs has structurally increased the budget for the whole of green education in the Spring Paper, by 31 million in 2016, reaching 21 million in 2019 and 12 million in 2020. This is necessary because of the increasing numbers of pupils. In the letter on sector education, the cabinet states that structural improvements are possible and that therefore green education can also remain within the existing budgetary frameworks. I think my love for green education is as great as Mr Slob's love for green education, so we can find each other there. However, there must be the challenge to consider whether there can be integration within the existing financial frameworks. This can be done, for example, by further cooperation within the green education column. In addition, it is of course possible to see how more cooperation can be done with specialist institutions. This will also strengthen the integration of green education into the labour market and into the region. This is part of the strategic development agenda, in which green education works with business. I understand that Mr Slob refers to the Berenschot report on the implementation of the operating cuts, which was commissioned by the AOCs. This was discussed with Economic Affairs on 16 September. The Ministry will go into further detail with the sector about that report. However, these are the financial data. I believe that the figures also show that we are trying to finance this as generously as possible within the existing frameworks.
ParlaMint-NL_2015-09-17-tweedekamer-6.u353	That was a very comprehensive and well prepared answer. The summary is that the Prime Minister is not going to do anything about it.
ParlaMint-NL_2015-09-17-tweedekamer-6.u354	Well, we're doing a lot about it. It's 31 million, going down to 21 million to 12 million. That's extra money. This is necessary because of the increasing numbers of pupils. We are going to integrate green education into wider education as much as possible. It will continue to be covered by Economic Affairs, but its funding will be integrated into wider education as much as possible, so we agreed with each other. Within Economic Affairs' budgetary capabilities, maximum consideration is given to how green education can continue to be supported financially. That happens this way, too. We have been aware of this situation for more than two years and are preparing for it. I understand that they are lobbying because they find this annoying, and I understand that, but it is not an impossible task.
ParlaMint-NL_2015-09-17-tweedekamer-6.u355	My impression is that there will be a difference between the funding of students on AOCs and that of students on rockets. We probably won't be able to figure that out right now. I don't know if we got all the information, because I'm hearing a few new things now. Can the cabinet put its position on this issue on paper and can the Prime Minister send us this? Then we can discuss this at another time, because as far as I am concerned, the last word has not yet been mentioned. This really is a real problem that we need to look at together.
ParlaMint-NL_2015-09-17-tweedekamer-6.u356	That's what I'm telling you. The PvdA has asked whether the learning rights for the future can be implemented more firmly. In the experiments with demand financing, a different funding system is used. Students are eligible for vouchers which they receive from funded or non-funded institutions...
ParlaMint-NL_2015-09-17-tweedekamer-6.u357	Excuse me, I'm going to interrupt the Prime Minister. The terminology is a bit mixed up. The Prime Minister answers a wonderful question about learning rights and vouchers for students, but I was referring to the right of workers to always learn during their jobs in the context of lifelong learning.
ParlaMint-NL_2015-09-17-tweedekamer-6.u358	Yeah, that's what I'm getting at: lifelong learning credit.
ParlaMint-NL_2015-09-17-tweedekamer-6.u359	Then you can skip the text on learning rights, because I was extremely not interested in that.
ParlaMint-NL_2015-09-17-tweedekamer-6.u360	I thought it would be good for the rest. It is fantastic for the rest of the Chamber to understand the context, but I understand that everyone is so well aware that this is not necessary.
ParlaMint-NL_2015-09-17-tweedekamer-6.u361	You may answer the question for Mr Zijlstra, but you do not have to answer it for me.
ParlaMint-NL_2015-09-17-tweedekamer-6.u362	Then I shall inform Mr Zijlstra in a small circle. Lifelong learning credit is introduced. This offers new groups of students, including part-time students and students over 30, the opportunity to borrow tuition fees or tuition fees and can thus remove a financial barrier to education. That's of great value. In doing so, we are taking important steps to promote learning culture in the Netherlands. That starts with people themselves, though, I think of the mindset, but this helps. Of course, more steps have been taken in recent years. The transition fee is more focused on education. This has been done with the sector plans and the bridge-WW. In MBO and higher education, we have taken steps to make education more consistent with the needs of business. If you really want to raise awareness of the importance of lifelong learning, it is important that employees, businesses, independent educational institutions and the regions themselves do more. That's what we're encouraging. We are also using the sectoral plans and the ESF, the European Social Fund. In addition, there is another interesting source, which is often used too little, namely the R&D funds, the training and development funds. They can also play a role in intersectoral training and in enabling personal training budgets. As a result, I will answer the question about secondary vocational education. There was a call for more cooperation, colleges and smaller units. It is very important that the MBO can respond better and faster to trends and changes in the labour market. That is why we are taking measures to make MBO education more flexible so that schools can respond better to the needs of businesses and, for example, health care developments. MBO schools will be given more space to work more quickly with regional companies and institutions to create a training or learning path. We want to focus on what young people really need to learn, what businesses and institutions need and what education concept is best suited to it, especially at regional level. On 14 September, so this week, a letter was sent to the House of Representatives on this subject. It also states that it is our goal to organise the MBO more small-scale in the end. That's the human size. We want to achieve this by introducing a community of mbo-colleges. This means that education is designed in smaller learning environments. This means that they are also more recognizable for students, but also for business. This is of great importance, and this will also require a proper cultural change in the regions, especially in the major regional training colleges. I know they're very motivated to do that. The Court will be further informed in autumn 2015. I am now trying to look behind the question that Mr Samsom asked about this. We already have an apprentice-competitor system in our MBO, and a very strong involvement of the business community. It would be my hope that we can also learn here from the anchoring that applies in Germany. That's where the same system actually exists. However, the big difference lies in the enormous prestige you have when you are a teacher or when you are a student in a company. The old apprenticeship system is now called the vocational apprenticeship. A person who works four days and goes to school for a day has at least as much prestige and even more prestige in Germany than a person who goes to school for four days and works one day. I don't want to make any choices about that. I think they're both very valuable, but they have social standing. It's of great value if you've learned a trade and you're really a professional or a woman. It is also of great value that you can earn a good living with it and you can also keep yourself flexible and sharp through lifelong learning. So I see opportunities in that respect. Minister Bussemaker is working on that.
ParlaMint-NL_2015-09-17-tweedekamer-6.u363	I want to give a big compliment for lifelong learning. That's very important. Then why does life-long learning stop at 55? After your 55th, you're not supposed to learn for a lifetime.
ParlaMint-NL_2015-09-17-tweedekamer-6.u364	It always has to do with money, of course, even here. That is a question of money. Let me be honest with you.
ParlaMint-NL_2015-09-17-tweedekamer-6.u365	I conclude that lifelong learning is not lifelong learning. Lifelong learning can take you up to the age of 55 and then you're not supposed to learn anymore, even though you're supposed to work until, for example, your 67th.
ParlaMint-NL_2015-09-17-tweedekamer-6.u366	No, even after that, you're gonna keep learning. Of course.
ParlaMint-NL_2015-09-17-tweedekamer-6.u367	Yeah, but not with lifelong learning credit. Well, that's just as important.
ParlaMint-NL_2015-09-17-tweedekamer-6.u368	That does end at 55 years. That's right. But it doesn't say you can't learn.
ParlaMint-NL_2015-09-17-tweedekamer-6.u369	It is therefore clear that the cabinet no longer encourages this.
ParlaMint-NL_2015-09-17-tweedekamer-6.u370	The theme of this day is: politics is making choices in scarcity. It was very nice to hear that from Mr Wilders. That goes for here, too. It's inevitable. You'd love to do anything for everyone, but you can't. And you don't want a government that takes everything out of people's hands. So choices have been made here. That doesn't change the fact that I know people from far in the 80s who are still learning. Mr. Chairman. I mean, at a quarter to six... no, you don't!
ParlaMint-NL_2015-09-17-tweedekamer-6.u371	No, not yet. And I'll have another one after that. I have just announced in the regulation that I am concerned about the costs for the Royal House. The questions about Huis ten Bosch have not yet been answered, but the Minister for Housing and National Service will certainly do so after I have reappelled them. What the hassle once all began was a gift for the eighteenth birthday of then still Princess O'Brien, and now again Beatrix. That was The Green Drake. We had quite a bit of maintenance on that a few years ago. That ran in the three and a half, four tons. In the meantime, we have changed the budgetary system. That boat was at the Department of Defense in terms of maintenance. That's where the maintenance was done. Now it is put on the defence budget as well. That seems logical in itself, but in the same gesture, maintenance suddenly goes from €51.000 to €95.000 per year. How can it be that the maintenance of a boat that I have been told costs about three to four tons a year if you buy that new one costs a tonne?
ParlaMint-NL_2015-09-17-tweedekamer-6.u372	I could give the answer now, but since it concerns Mr Pechtold, I am going to do it more thoroughly and get the answer in second time.
ParlaMint-NL_2015-09-17-tweedekamer-6.u373	Fine.
ParlaMint-NL_2015-09-17-tweedekamer-6.u374	My question concerns an answer which has been given in writing, but which I may have some clarification on. It's about the extraction of gas in Groningen. It seems that this year's extraction is 30 billion cubic metres, but in the current forecast for next year, extraction is going up again to 33 billion cubic metres. The CDA does not understand that, because since July 1st the agreement was that the extraction would not go any further. Back to 30 billion cubs, so the CDA appreciates that. But we do not understand the move to take 33 billion cubic metres back from 1 January.
ParlaMint-NL_2015-09-17-tweedekamer-6.u375	This year it is 30 billion cubic metres from the ground and 3 billion cubic metres from the gas supply. That's 33 billion cubs together. That's what we're going through next year. In December, according to the reply, a decision on the extraction in 2016 will be taken along two tracks. It is 33 billion cuub this year; 30 billion cuub plus 3 billion cuub from stock.
ParlaMint-NL_2015-09-17-tweedekamer-6.u376	Just for the sake of certainty, I respect that the decision has yet to come, and for the sake of clarity: does this mean that the extraction goes from 30 to 33 billion cubic metres? With regard to the Prime Minister's term 'flat', gas supplies are concerned, but this year's extraction is 30 billion cubic metres, with 3 billion cubic metres out of the reserve. So next year, the extraction goes up again to 33 billion cubic metres. I wonder if that is what the Groningen people meant when they agreed to what is happening now.
ParlaMint-NL_2015-09-17-tweedekamer-6.u377	Nothing has actually been decided for next year. We have a decision to take in December. For the budget, you go out, ceterus paribus, from this year's level. But again, in December we will take the decision. So this actually says very little about what we're really going to do in 2016.
ParlaMint-NL_2015-09-17-tweedekamer-6.u378	Politically, that's a big deal. When the deal was made on 1 July, it was the Labour Party in particular who said that extraction should no longer exceed 30 billion cubic metres. I do not think that party meant that the extraction by 1 January 2016 could be above 30 billion cubic metres. So it is quite a political decision to include 33 billion in the budget. That's not just anything. I respect that we are going to talk about it, but this is going to be a very spicy discussion, including with the Groningers, I say right away. Of course, they never anticipated this.
ParlaMint-NL_2015-09-17-tweedekamer-6.u379	One more time, however, before there is a misunderstanding: in December we will take that decision. This year the total extraction level is 33 billion cubic metres. That comes from two sources, Mr Buma is right, but the total is 33 billion cubic metres. In the budget it is assumed that this will continue next year, but we know that it is also stated in the documents that we are going to take decisions in December on the basis of the traces I put in the written set. In doing so, we are looking at what is a responsible level of gas extraction. We also consider how the reversal of the gas supply system works.
ParlaMint-NL_2015-09-17-tweedekamer-6.u380	In replying to Mr Buma's question in writing, I read that the level of gas extraction depends partly on the extent to which we are able to strengthen the houses. If we manage to strengthen the houses in Groningen, the security risk will be reduced. As a result, there could no longer be the need to go back into gas extraction. Did I get that correctly?
ParlaMint-NL_2015-09-17-tweedekamer-6.u381	The important thing is that there's nothing new here. What it says here is what we agreed earlier, namely that the Minister of Economic Affairs, Henk Kamp, will come to the cabinet in December and come to the Chamber with a decision on 2016. All the things that are in this book, we have agreed before. We're gonna look at all things. This also applies to the organisations mentioned. There are no new things in the written answer; it is all known.
ParlaMint-NL_2015-09-17-tweedekamer-6.u382	I find it strange that you say: it's annoying that there are earthquakes in Groningen, but as long as your house doesn't collapse or cracks in it, it's acceptable. Then it's just annoying that the ground there is shaking. We have to get back into the amount of gas we're winning, don't we? Otherwise, those tremors will continue to occur. Whether or not there are cracks in houses, earthquakes in Groningen are not acceptable, are they?
ParlaMint-NL_2015-09-17-tweedekamer-6.u383	We went back pretty good, didn't we? We are from over 50 billion cuub now to 30 billion cuub plus 3 billion cuub. That's quite a run-back.
ParlaMint-NL_2015-09-17-tweedekamer-6.u384	The point is that it is indicated: maybe we can leave it at that; maybe we don't have to go back at all, if we can strengthen houses. A conditionality is created. If we are able to strengthen houses, if there is no risk of rupture and no risk of collapse, then it doesn't really matter that the ground keeps shaking in Groningen. Then we'd better stay at the current level. That's special to me. You actually say: it doesn't matter if there are earthquakes, as long as houses don't collapse. Well, that's the norm.
ParlaMint-NL_2015-09-17-tweedekamer-6.u385	No, I really don't, and so does Mr. Klaver. We have discussed this a number of times before, at least not myself with the Chamber, but the Minister for Economic Affairs. All grounds on which that decision is taken are known. Mr. Klaver now lights one out, like: oh, so as a sister and so on, then we can go back to 50. That is not the intention at all. This autumn we are going to look very seriously at the map and what the facts are. What is a responsible level of gas extraction? That's what we're gonna talk about and that's how it's supposed to be. I think that combating earthquakes is a very important point.
ParlaMint-NL_2015-09-17-tweedekamer-6.u386	Mr. Pechtold, do you still have an open question?
ParlaMint-NL_2015-09-17-tweedekamer-6.u387	The Prime Minister won't blame me...
ParlaMint-NL_2015-09-17-tweedekamer-6.u388	Ask the written set, won't you?
ParlaMint-NL_2015-09-17-tweedekamer-6.u389	No, no, you can just respond spontaneously.
ParlaMint-NL_2015-09-17-tweedekamer-6.u390	Those questions are dangerous!
ParlaMint-NL_2015-09-17-tweedekamer-6.u391	He will not fail to point out to me that, by the end of this budget debate, I would like to mention a section which I always look at, namely the Caribbean part of the Netherlands. In the Throne speech, warm words were spoken about 200 years of Kingdom and also about the part of the Netherlands that belonged to our former colonies and is now part of our Kingdom. Of course there are problems there, but I didn't find the sense in the throne speech about upper and underworld getting mixed, in the light of the somewhat tense relations chosen so carefully. An island like Sint-Maarten has called the bell a number of times. My question is whether the Prime Minister is aware that in that part of the Kingdom in particular these matters are being read even more closely. Does he agree with me that we shouldn't put all the drivers on the islands on the same footing?
ParlaMint-NL_2015-09-17-tweedekamer-6.u392	The latter of course I agree, nevertheless I find the situation worrying, especially on Saint Martin. That is why there is considerable additional investment there, including in police capacity. I cannot say too much about this in public, but let us not underestimate the problems. They're serious.
ParlaMint-NL_2015-09-17-tweedekamer-6.u393	I know.
ParlaMint-NL_2015-09-17-tweedekamer-6.u394	I know.
ParlaMint-NL_2015-09-17-tweedekamer-6.u395	Yet the speech of the throne is something other than a budget and something other than a consultation here. The speech of the throne is certainly listened very closely in that part of the Kingdom. It is more of a call for action, and I shall conclude by saying that, when we talk about that part of our Kingdom, it may, as far as I am concerned, be more positive. I would like us to encourage the forces that are developing there and that are good for public administration, law enforcement and integrity rather than always talking about the other side.
