ParlaMint-NL_2015-04-21-eerstekamer-7.u1	I give the floor to Mr Schouw.
ParlaMint-NL_2015-04-21-eerstekamer-7.u69	I thought the answer was enough, but now I have to have the question again. Mrs. Huijbregts says she's not gonna help. I can look it up in the lyrics. The question was whether there... I'll look up that question shortly, because I don't want to waste precious time. Mr. Chairman. I have already spoken about the appointment of the CoR. By the way, he has always been called "King's Commissioner." For the record, there has never been a "Commissioner of the Queen" in the Constitution. The function was only called that because we had so many queens. I have answered the question of what could happen before second reading and what I am prepared to do about it. I've agreed to take the lead on that point. Mr Engels asked whether I agree that the mayor's office was not fully incorporated into the constitution. The answer to that is A. That is: yes, I agree. Mr Engels asked how the current method of appointment relates to the crown appointment as it currently stands in the Constitution. Mr Meijer also raised that question. That was one of my first questions when I took up this whole subject. You could say that the city council has already appointed it. If this were possible, for example, an election by the city council would also be possible immediately after the municipal elections. That's one of the variants I mentioned in my note. As a beta, I say that legal science is not an exact science. You always have to do it with the judgment of others. A good friend of mine once said: a good lawyer is someone who can predict what another lawyer thinks of something. I know I'm surrounded by very good lawyers in the CZW department. So we can reasonably predict what other lawyers will find of something. Then our prediction is that what is happening now with a little good will could just fit within the constitutional framework of crown appointment. After all, it is a recommendation and the Minister does not have to accept it in theory. However, if you go one step further, if people can apply or if there is an open procedure, it really does not fit into the current Constitution. That is also my answer to Mr Meijer's question as to whether you could introduce the Belgian variant without a constitutional change. According to the state of legal science, the answer to this is that this cannot be done. The current practice is just at the border. Mr Nagel had a clear story, with a clear choice, with which he in fact announces what his position will be if there is a discussion about the method of appointment after possible destitutionalisation. At least that's what I'm knotting in my ears. I have tried in my general section to answer Mr De Vries' questions as much as possible. He also asked what might or might not fit into the crown nomination. Could you fit the direct election in? Again, that is a question of legal interpretation, but I do not think it is possible. He asked me if I had any complaints about the reappointment procedure. The answer to that question is that this happens. I am aware of these signals, and they also give rise to a legislative proposal now before the Chamber which seeks to strengthen the safeguards in the re-appointment procedure. This can count on broad support from the VNG, the Dutch Society of Mayors and the King's Circle of Commissioners. That's what we're trying to do. Mr De Lange also spoke on behalf of the Animal Eloquent Party on this proposal. He said: it is quite simple that it is a question of whether the Constitutionalist should decide whether it can do so by ordinary law. In fact, that is also the summary of my view. That is the essence of what is now before us. It is, of course, in charge of a lot of history, but it is the essence. Mr Meijer gave another historical overview. I have already answered his question as to whether the Belgian model would be possible under the current Constitution. In my view, that would not be possible. Mr Thissen asked about the risk of going back and forth in view. I answered that. He also asked what the relationship of the method of appointment is to the increasing involvement of the population with the local government. In fact, this increasing involvement speaks for itself. That's an autonomous movement we're seeing. This is also reflected in the Local Democracy Agenda that I have issued. In a future discussion on the method of appointment, if possible, I certainly expect that increasing involvement of the population will also be an important consideration for the legislator at that time. Mr. Thissen asked about the research commissioned by the Dutch Society of Mayors by the University of Tilburg. The report on this subject contained interesting notions, covering all the relevant aspects of the post and the value of good governance, including in the context of the method of appointment. However, it is only after the constitutionalisation that it makes sense to go into more detail. Mr Van Dijk asked about the follow-up steps. I've already answered that. Mr Holdijk raised an important point, namely the role of the mayor in matters of public order and in security. How does that relate to variants of the elected mayor? That is a point of attention. You can't go over that lightly. It will ultimately have to be a consideration in that discussion. As an important part of the choices you make, you will have to realize what it means for someone who is ultimately at the control of public order and security. That is an important point of consideration. I would like to return to Mrs Huijbregts' question, on which the answer was 'not now'. That was her question: in considering Chapter 7 of the Constitution, you state that there is no need to amend Chapter 7. Did you mean "never" or "not now"? I meant "not now." It was indeed a response to that question. I know that the D66 Group feels differently. Isn't it time to take that whole chapter 7 on domestic governance? It is clear from the reflection that, I assume, we will go into it at another time that there are parts here and there that make that change necessary, but that I do not see a need to rewrite the whole chapter immediately. That is not now and not never, for eternity, amen. Let me look at the remaining points. Mrs Van Bijsterveld asked about the crowning of other posts. I'd already mentioned it by letter. She specifically asked about ministers and secretaries of state. It would be my tendency to say that they are now part of our state system, also because there is no separate law on that. Article of the Constitution states that law governs the administration of the municipality, but there is no true state administration, at least for how political governance is set up. It is, after all, customary by the Constitution and, furthermore, at the present time, that a number of elements should be established. I wouldn't necessarily want to link that one-on-one. I assume that we are talking on other occasions about Chapter 7 of the Constitution. I said a few words about the head of the council. Strictly speaking, this does not include the power of recommendation on the appointment or dismissal of the mayor, but it should be involved in the more far-reaching variants that have been discussed in my note. So that subject certainly comes back if there were any discussion on the way the mayor was appointed.
ParlaMint-NL_2015-04-21-eerstekamer-7.u70	Historically, it doesn't belong to that. There were always two articles, one on the head of the council and one on the crown's right to be appointed. However, historical and political development has been such that the Crown's right to be appointed has been sucked out by the Board's headship. The question is: isn't that one of them, from now on?
ParlaMint-NL_2015-04-21-eerstekamer-7.u71	I understand what Mr De Vries is saying. In fact, it has become part of the power of the Council's confidence committee to have a decisive say in this. It was never meant to include the head of the council, but it has become so in practice. I think that this is a serious issue when deciding whether or not to amend the law on the method of appointment. After all, the far-reaching variant of "a directly elected mayor" who would send the city council home would be contrary to the head of the council.
ParlaMint-NL_2015-04-21-eerstekamer-7.u72	This teaches me that evolution has been that the headship, the power, the bossship of the council now apparently also includes the appointment of the mayor and, at the same time, the chairman of the council. If you're gonna take care of it differently, then you'd undress the head of the board to some extent. The question is: does the Minister think that this is acceptable?
ParlaMint-NL_2015-04-21-eerstekamer-7.u73	I can confirm that there has been evolution. What we have now is certainly not a product of intelligent design. I do not want to anticipate the debate on the desirable variants and their consequences. In this respect, I would also like to restrict myself, as the initiator did.
ParlaMint-NL_2015-04-21-eerstekamer-7.u74	I am not going to anticipate the discussion with the Minister, but I understand what Mr De Vries is trying to do. The main body of the Board, as provided for in the Constitution, relates to the extent of the powers of regulation and administration. The dualisation in the Municipal Act has become something else. There's probably tension there. You can think differently about this, but certainly also the way in which the method of appointment is now regulated in the Municipal Act, ending with a recommendation, is not an indication that the headship of the city council would now suddenly imply the appointment of the mayor. That's such a living state law that I don't think even the CDA can find it.
ParlaMint-NL_2015-04-21-eerstekamer-7.u75	Thank you, that is in line with what I also answered in answer to this question. I believe that I have answered all the questions addressed to me.
ParlaMint-NL_2015-04-21-eerstekamer-7.u76	I thank the Minister. We now have the second term from the Chamber. Mr De Vries has requested a short suspension before we begin that second deadline.
ParlaMint-NL_2015-04-21-eerstekamer-7.u77	Mr. Chairman. I would like to thank the initiator and the Minister for their answer to the questions. I must say that I have listened with great attention to the various considerations. In my first term, I explained how the CDA Group is dealing with the proposal. I have made three points in this regard: firstly, the burden of proof for de-constitutionalisation, secondly, administrative relations and the set of tasks in connection with the Constitution, consistency and stability, the Commissioner as a state body, the method of appointment as a result of a process and not as its starting point and, thirdly, the desirability at the moment. If I let the debate and the response of the initiator and the minister work on me so far, I can see that there is still one difference of opinion. That difference concerns the question of whether the method of appointment of the mayor should be regulated at the level of the Constitution or at the level of the law. Then what vision do you have of the role of the Constitution in this? How far do you have to go, with regard to the burden of proof, in motivating why anything should be removed from the Constitution? Is such a process of constitutionalisation the starting point of a discussion or should it be a result of a discussion that has already taken place? It is therefore always a question of the relationship between the Constitution and the law. I have noted that the reasons for this proposal mainly refer to the history and history of this proposal. According to the CDA's belief, a very long history of a discussion on a method of appointment of a mayor or, perhaps to a lesser extent, of a Commissioner, is not in itself a reason to change the constitution, in this case a deconstitutionalisation. There is a long discussion, but that does not justify a deconstitutionalisation. As far as the social and legal need for change is concerned, the following: If I have listened carefully to the initiator, he always points out that the expectation or the hope that a proposal will be adopted in a procedure such as this is sufficient social or legal need for change. This was also noted in the written procedure. In our opinion, that is a bit harsh and a bit formal. If that is the case, then there is not much left of the Constitution as a whole. We have understood well, also from the answers to our questions and from the answers of other groups by the initiator, that the aim of destitutionalisation is mainly to create room for a different method of appointment by law and the discussion involved. In that case, however, we do not fully understand, and even a little half-heartedly, that the initiator has limited his own space by leaving Article 125, paragraph 1, the head of the council, untouched. In various variants that have also been discussed here, for example the direct election of the mayor by the people, a point which has been raised by various groups, tension will arise in particular. If chosen, you will have the very strange situation of a double constitutional change. Well, that doesn't exactly suit us. Moreover, we think it is rather artificial to separate the debate on how the mayor and the Commissioner should be appointed from the issue of the right level of regulation in the future. That's gonna do a little wringing. I would like to give an example of what Mr Engels had to say, which was most pronounced in his plea for decoupling, and which even called for the proposed constitutional amendment not to impose political-dogmatic positions on the most desirable method of appointment. It almost sounded like a reproach to groups who did come up with their own preferences. It turns out it's hard to keep this completely separate. That was also the case in his term, because of course he had to come up with what he is most in favour of. I would therefore like to make the following point. The initiator wants to make a very sharp separation between the proposal of deconstitutionalisation as a formal issue and the content of a possible future appointment of the mayor. However, does he want to continue this very sharp separation at second reading, or is that something that will only apply at first reading? In other words, is he prepared to link his own proposal in the future to a certain choice of substance for the appointment of a mayor after a discussion has taken place? I am very curious about that, because I have the feeling that he is now categorically rejecting it. I have to ask the Minister what his position is on this matter. I understand that he would like to facilitate a discussion about a future municipal order with everything, including the mayor's manner of appointment. How far does that go? How does he see the link with the Constitutional proposal? These are my only essential questions right now. Finally. It has been pointed out by various political groups, as well as by the initiator and the Minister, that despite a very long discussion, the Constitution has not shown any substantial changes in this respect. The conclusion can therefore also be used that there is no basis for change. There is discussion about it and there may be wishes, but there may not be enough support. How do the initiator and the Minister assess this conclusion? It will be clear that the CDA Group was critical and remains critical of the formal proposal for deconstitutionalisation, but this does not in itself alter our willingness to discuss the content of the future discussion on how a municipal system should look. However, we do attach the right order.
ParlaMint-NL_2015-04-21-eerstekamer-7.u78	Mr. Chairman. I thank both gentlemen for their response. During their input I tried to make some sharpness through interruptions here and there. It is very important for the VVD to have clarity on two points. That is the point and the need for the amendment of the constitution, as Mrs Van Bijsterveld said, and above all the point that rethinking on the local level must be taken forward. Of course, it's still a chicken or egg story. That is how we entered into the debate. When I listen to the speeches in this way, it is not just the VV Group that struggles with the question of whether you are starting to change the Constitution or ending with it. It may well be that, in the first term, all we have to say is that we are going to consider a constitutional change, but that does not relieve us of the obligation to think further about it. Mr Schouw once again outlined history. It was an interesting day in that respect. Thank you also to Mr Meijer. Mr Schouw also referred to the history of the second reading of the Constitutional Change in 2005. That actually reminded me of what I brought in in the first term and which I am still trying to get sharp about, because there are some contradictions here and there, not only in Mr Schouw's response but above all in that of the Minister. This could, of course, happen again, as far as my group is concerned, if there was no prospect of a broad-based final picture in this interim period. I would also like to thank both gentlemen for their response to the fact that, of course, the way in which the King's Commissioner is appointed is perfectly possible. If I listen to it correctly, I think I've heard that that might be obvious. I understand Mr Schouw's problem and position. He speaks as if he's put on the hand brake and as if he's tight in the seat belt when he's not tempted. You feel that he's having trouble thinking about the position in the future. He pretends to be selfless at the moment to clean up the Constitution from unnecessary ballast and as if he were neutral in the future. Yet here and there I hear the statement that he is not entirely satisfied with the current method of appointment. Finally, he said that a broad discussion was of great importance, so that a second round of this proposal for a constitutional change would clarify a number of questions. The VVD would rather have those questions clarified. The Minister also elaborates on why. I focus on what I then translate as a commitment. He says he's willing to take control. There is also talk of 'facilitating'. I have to say, there's a big difference between facilitating and directing. It may coincide, but then it is called something else. Can the Minister, perhaps at a later date, indicate how and at what time he intends to carry out this direction, how he sees it? I would like to know now whether he sees himself as a facilitator, in my opinion, that is more the stagehand than the director, or as a director. Because I don't see him as much as a stagehand, but you never know. I hear him say it all the time, but perhaps it is up to me and I am very allergic to it, that this constitutional change must first be completed before a choice can be made for an appointment: that is not necessary at all, because then we will be much further. However, it would be quite possible for us to really get a final picture in the intervening period. After all, we all know that this cabinet has some time left, so it will be 2018. I'd like to be more clear about that. Just now we did a little quiz in which I gave the wrong answer because I always rely on answer a.............................................................................................................................................................................................. I take it from that that it could be involved in the discussion on the method of appointment. I advocated that, too. Finally, I note that the deadlines mentioned by the Minister are not ours. We want clarity before that. Should the VVD already have grounds for considering this proposal for a constitutional change, a decision on that change at second reading will also depend on the state of play at that time.
ParlaMint-NL_2015-04-21-eerstekamer-7.u79	Mr. Chairman. I thank the initiator and the Minister for their reactions to our input. I have rarely been as content with the reactions in a parliamentary debate as today. I have nothing to say about that. I don't have any further questions. You wouldn't have seen much of that either. There is, however, another point on which Mrs Huijbregts has made a proposal. That is a very relevant point in her contribution. That is the question: what are we going to do between the first and second readings? I have just written it down: the VVD would like a debate on the context and position of the mayor, including the method of appointment. It should also include the quality of local democracy in the context of active citizenship, new domains, the dualist governance model, the head of the board and the relationship between the board and the college, with the result being a final picture after that de-constitutionalisation, however it is further completed. With all these elements, that is a proposal with quite a lot of ambition. That goes a lot further than just the mayor. It actually concerns all aspects of the mayor, not only the institutional side but also the whole functional side. The question is whether that's wise, if that's what we're gonna do. We are discussing a great deal in the Netherlands. We have endless reports, investigations, studies and evaluations, especially when it comes to our constitutional system. These usually lead to beautiful reports, which are carried out minimally. I believe that the outcome of the exercise envisaged by the VVD should not be that it leads nowhere. We have at least one point, although the continuation of the status quo in the state system is likely to be good for the CDA. Thinking again about Mrs Huijbregt's proposal, which I had promised, I see interesting similarities with the note on Chapter 7. Moreover, there are not all aspects; the aspect of local autonomy is a slightly different subject. I also heard the Minister mention that he is in the process of reflecting on the municipal law. That is also an interesting point, and that raises the question of whether we should strengthen this proposal from the VVD Group so that it can play a better role in what the VVD is aiming at, namely to clarify between the first and second readings, not just the position of the mayor, but in the context of local government. As far as I am concerned, this is mainly about the institutional aspects of the Constitution. This includes Article 125 on the headship, without confirming Mr De Vries' view that the mayor's appointment is already decided in the headship. Article 129 also has to do with this, and some of it also has to do with Article 124. If the outcome of the discussion were to be that it should be involved in the constitutional process, then we should start with a first reading. Of course, that's a problem. My point is that in that context, in my opinion, we should opt for a more defined and problem-oriented approach to that debate. I'll look at the minister, too. A proper procedure must then be followed. I ask him whether he is prepared to make a proposal on how he sees this debate in his role of director in the short term. As far as I am concerned, he can also take a certain line. I would not be in favour of involving the entire functioning of local democracy in this; that would be yet another evaluation of dualisation. He should focus on the relations within local government when we move on to changes in the mayor's office. I ask him to make us a proposal that we can discuss in both chambers. As far as I am concerned, that does not have to lead to a final picture, because I am not sure what the final picture should be and whether a debate can lead to a final picture. Nor have I heard the Minister specifically say that he is looking for a final picture. That would be in line with previous debates we had with him. I would certainly like to say to my group that it is worth having such a debate in this way, so more focused, if this first reading can be completed. Even without that whole process, my group would certainly be prepared to support the legislative proposal. That's what I want to say. I have the impression now that I need to stand still.
ParlaMint-NL_2015-04-21-eerstekamer-7.u80	It may be my place in the Chamber that Mr Engels looked at me. That is why I would like to respond to him through you, Mr President. I'm happy with his addition. I also walk with you long enough to know that if something, an investigation or a discussion, is in too big pockets, it eventually leads nowhere and that eventually the bag only becomes army. A demarcation is very important; I did not mention all the points he mentioned either. I asked the Minister to come forward with a proposal. I think we are waiting together for the Minister's reaction with interest.
ParlaMint-NL_2015-04-21-eerstekamer-7.u81	Thank you, Madam President.
ParlaMint-NL_2015-04-21-eerstekamer-7.u82	Thank you. I give the floor to Mr De Vries.
ParlaMint-NL_2015-04-21-eerstekamer-7.u83	I was waiting for Senator Nagel to go to the chair in the atmosphere of the beautiful battle song you raised this morning.
ParlaMint-NL_2015-04-21-eerstekamer-7.u84	In my youth I was already praised for my quick understanding. I am fully convinced, and I hope that this will be done in Mr De Vries' second term.
ParlaMint-NL_2015-04-21-eerstekamer-7.u85	Yes, that's a good wish from you. Mr. Chairman. I'm running a couple of dots. I have already indicated that, of course, you must use history in the time when it is written. Everything that was said in 1920 or so about desirability or non-wishfulness is of course less relevant than what you are saying now, at the moment. The urgent need, therefore, whether legal or social, remains in the middle. Mr Schouw and the Minister both say: if you adopt the law, then that has proved necessary. In my opinion, this has been richer in content, so I find that quite unsatisfactory. I found it very interesting that the Minister said about the main question: in fact, the office of mayor does not belong in the Constitution.
ParlaMint-NL_2015-04-21-eerstekamer-7.u86	...
ParlaMint-NL_2015-04-21-eerstekamer-7.u87	I'm sorry, I can't hear you. The minister's calling for something, but I can't hear him.
ParlaMint-NL_2015-04-21-eerstekamer-7.u88	I believe that the Minister says: the method of appointment.
ParlaMint-NL_2015-04-21-eerstekamer-7.u89	Yeah, it doesn't belong in the Constitution. At the same time, it is even stated in his own note that the method of appointment is very much related, in fact, to the functioning of the municipal system. One would say that the functioning of the municipal system is so essential that if that is related to the method of appointment, you might have to put that method of appointment in the Constitution. You can judge otherwise, but municipalities are the heart of our democracy and its teaching. I would think that there is no reason to say that it should not be, that it should not be. You say that it is not a core element in the state system, but it seems to me to be a core element.
ParlaMint-NL_2015-04-21-eerstekamer-7.u90	I do not want to respond to everything every time, but Mr De Vries is now referring to a point in itself. He tries to say that the position of the mayor is so important that it is difficult to imagine that he would not have any constitutional embedding. I could agree with him on that one. I am surprised, however, that he places such emphasis on the method of appointment, that this is the whole crux, that the position of the mayor is based on it in a constitutional sense and that this element then determines how local government should or can function. If you consider this to be so important, far more important aspects of the position and role of the mayor, are one-headed authority and the like, whether or not they belong in the Constitution rather than the way in which they are appointed? Wouldn't it be more reasonable to reason that way?
ParlaMint-NL_2015-04-21-eerstekamer-7.u91	I think that is a very good way of thinking. Only at the moment there is a proposal to get something out of the Constitution as far as the mayor is concerned. You have just argued in a discourse with Mrs Huijbregts to discuss several articles. This could indeed be the result of a broader consideration: how should the system be located and what is the role of the mayor in it? It's all open. Today, however, we are debating the removal of the form of appointment from the Constitution. There is no difference of opinion between the Minister and the Dutch Society of Mayors. Nor is there any tension with the way my group looks at this. This is quite decisive for the functioning of the system.
ParlaMint-NL_2015-04-21-eerstekamer-7.u92	It is difficult to understand why, for this reason, only the method of appointment, now that it is regulated by the Constitution, would be so decisive for the entire functioning of local government.
ParlaMint-NL_2015-04-21-eerstekamer-7.u93	Then you do not understand the Minister's note and the memorandum of the Dutch Society of Mayors, because that is what it says. I'm sorry, but it's in there. You can't agree with that, but it's in there. The Minister says to Mr Holdijk: I don't know what's going to change, maybe nothing changes at all. Then there is a rather burning question: do we accept a constitutional proposal of which we have no idea what will come out of it? Maybe nothing changes at all, the Minister says. And then, if we adopt the proposal and it goes further at second reading? Mr Schouw says: we all have hesitations, but we can also make them happen at second reading. I do not think that is a way of dealing with constitutional proposals. If you find the reasons for the proposal unconvincing, then you should not be in favour of it. The constitution is so serious that you should not just say: we go on without having any idea what we really want to achieve. I very much regret that Mr Schouw, speaking on behalf of the House of Representatives, is unable to say anything about this. I think it has something to do with him trying to commit two opposing groups that are going to fight each other about what's going to happen. That too may not be such a good basis for a constitutional change. I asked a question about a possible situation that would arise in an unlikely attempt to get the Constitution to lead to a direct election. Is there a situation of two captains on a ship? So what kind of conflicts arise in that administration? How do you guarantee the unity of the board under these circumstances? It's a serious question. The Minister may say: we will see later. Mr Schouw may say the same, but I would like to hear that from their mouths. I also get comments from the Minister and the initiator on the Society's remark that the current situation is workable. Is that of any significance to them or do they say that it may be, but we are going to question it and perhaps we are going to go to another situation that is not workable in their eyes; that is not so relevant to us? If one says that this works well, if the citizens think that the mayor is working so well and if the mayors themselves don't have so much trouble with it, then the question is why it all needs to be changed. I have just said, in the event of interruption, that the head of the council and the method of appointment in the Constitution are traditionally separate from each other, because the way of appointment that was separate from that principality has always been implemented. In this respect, over the past few decades, the Council has drawn all the power to itself. We could pretend today that that is going to change in the future, apart from system changes, but I don't think so. I think city councils say this is part of our position. That is where the legislator can intervene, by saying: we are going to call that into question. But my preference to give us an account of that in advance is very big. The fact that we are being told that we need to adopt this bill so that we can then have a discussion with each other, which we may not expect at all to change, is a little lean for a constitutional change. I come to mayors and ministers. The Constitution writes down things that are not entirely true. I just pointed that out this morning. If you say that the King appoints and dismisses ministers, he will indeed sign the relevant forms, but he cannot, of course, dismiss a minister. That used to be different, but that's all changed. In the Constitution, when it comes to the appointment of the mayor, it has become so that municipal councils are involved. Why should anyone who thinks that a city council is about that be attracted by the perspective that it's about to change? Why would you have to do that? What's the attractiveness of that? I believe that someone else has already pointed that out, but what is really interesting about a change that you do not want to say to yourself what you mean by it, while others, including the mayors themselves, may be satisfied with? I'm getting to the final picture. Mrs Huijbregts asked for a final picture before we start a second reading. Mr Schouw stated in the written debate that he did not feel that way. There will be no items from him, not even for the second reading, because then the vote will be exactly the same. It's just a constitutional issue, so it has to come out. I am very curious how he responds to Mrs Huijbregts' proposal, but it is important. It is also important for the debate on the Constitution, because if you leave the head of the board intact, as Mr Schouw does, you will also exclude a number of methods of appointment, for example in a presidential system, a system that Mrs Huijbregts envisages. By the way, I read in a Thorbecke-oration by Mr Engels that he would feel the same way. But why hasn't that been made possible in this review? According to Mr Schouw, the law must be about the appointment.
ParlaMint-NL_2015-04-21-eerstekamer-7.u94	For the Acts, however, I did not mention a preferred model.
ParlaMint-NL_2015-04-21-eerstekamer-7.u95	Excuse me?
ParlaMint-NL_2015-04-21-eerstekamer-7.u96	I didn't mention a preference model.
ParlaMint-NL_2015-04-21-eerstekamer-7.u97	But it might just be that you think that the head of the council should be different.
ParlaMint-NL_2015-04-21-eerstekamer-7.u98	If my group were to agree, you would certainly have heard that in my speech.
ParlaMint-NL_2015-04-21-eerstekamer-7.u99	Okay, that's good news.
ParlaMint-NL_2015-04-21-eerstekamer-7.u100	For the sake of clarity, I said that Article 125 should be included in the discussion on the future method of appointment. So "not now," that's answer b of the multiple-choice questions, is also my answer.
ParlaMint-NL_2015-04-21-eerstekamer-7.u101	But you do think this is necessary, because it could probably be models that are also interesting or relevant, as Mr Engels has already said in an address. It could be anything. Mr. Engels wants a level playing field. I should have asked during his term what he actually meant by that. Can he talk to me about that for a second? In some parliaments it is customary for your colleagues to ask a question as well. But if Mr Engels does not need an answer, I cannot, of course, tempt him to do so.
ParlaMint-NL_2015-04-21-eerstekamer-7.u102	I remember using that term, but I would appreciate it if you could clarify the context in which I made that comment. Otherwise, I find it difficult to answer the question of what I meant by that.
ParlaMint-NL_2015-04-21-eerstekamer-7.u103	I don't have the stenogram on hand. You said there must be a level playing field. I don't remember the context; if you don't, we'll figure it out later. I come to the stability of the system, a very important point. One of the aims of the system is that the stability of the system will soon be much easier to change. Is that good for the public administration? Mr Schouw does not think that a yojo policy is being pursued. Minister Plasterk also has great confidence that this is not going to happen at all and that there is great resistance there. You have to have that confidence, but of course the Constitution is there to record some things a little better than others. Where the mayor's method of appointment is so central, I would think that he is really eligible for it. Mr Schouw says: we all have hesitation in a legislative proposal, let us overcome it, because then we can move on. That is a view, although it is not really mine. Why does Mr Schouw think that the Constitution should be treated like this? That surprises me somewhat. How do we get that final picture? It is quite possible to organise conferences, and that is what the Minister is going to do or to make demand points notes and to discuss them with each other in the Second and First Chambers. That is all very useful to find out what people want. Again, our preference would have been to do all that for this treatment. Without adopting this bill, it could also be very good and probably useful, given the diversity of views. But we will of course await the answer of the two gentlemen.
ParlaMint-NL_2015-04-21-eerstekamer-7.u104	Mr. Chairman. Since I am not as quick to understand as Mr Nagel, I have the need to come back to the matter in a short time in the second term. I would like to begin by thanking the initiator and the Minister for their very comprehensive answer to the questions in a very broad area. I think we can see back to a good debate. Moreover, I agree with the view of the initiator and the Minister. That's an emotion that doesn't happen to me every week. That is a special feeling, which I am happy with anyway, because the exception is the bitch in the porridge. I don't know if that's the right metaphor, but it's clear what I mean. My mother would have said, count your blessings. This afternoon is one of those blessings. It has been said many times today: the proposal for an own-initiative act essentially amounts to a not very difficult story. At the same time, let us be brief and clear: the groups of the OSF and the Party for Animals believe that the simple question put in the bill can be answered with a simple yes. That's what we're gonna do next week.
ParlaMint-NL_2015-04-21-eerstekamer-7.u105	Mr. Chairman. I thank Mr Schouw and Minister Plasterk. Mr Schouw has made a good proposal. The Constitution does not decide on an unchanging method of appointment. In future, we will make this method of appointment a little more flexible in an ordinary law. I can even imagine making that law so flexible that the city council itself decides how to elect, i.e. by the council or by the individual electorate. Perhaps that could be the compromise on which parties with different preferences can find each other. In our neighbour Germany, too, there are several models side by side. The dualisation of our municipal councils also affects the election of the mayor, including a mayor elected by the council. Until the recent past, only sitting council members could be elected alderman and no alternate outsiders. Election of a mayor by the council of course also meant a mayor from the council. That model still prefers the SP. If we maintain the dualisation that my party did not admire, it will have consequences for mayor candidates. There will then be room for travelling professional drivers from outside, but they will not be given the exclusive right. Local group chairmen and aldermen will thus have more opportunities for flow than at present. We'll see that as a profit. I was somewhat disappointed by the answer given by the Minister for the Interior on extending the interpretation of Article 131 (1). In fact, he assumes that the rally that has actually taken place so far for decades can be done, but that a further retraction poses problems. The question is whether it is a "further" extension, so let me say "other." Why shouldn't there be another attraction? I think that Mr Schouw's reasoning is stronger, namely that at least there will be a social debate around it again, but that does not mean that it is tied to a border. I would like to point out to both Mr Schouw and Mr Plasterk that the flexible interpretation that has shifted over time may prove to be the only way of renewing something in twenty years' time. My impression is that both want renewal. I do not think it would be wise to block it in advance by a limited interpretation of this article of the Constitution. The vote in a week's time is only a first step. There will be a second reading and then corresponding legislation. It is uncertain whether we will be ready in time for the municipal elections of 2018. Because it is only a first step, we are always faced with the question of what is going on: what is the intention of the initiator and of the minister? There is probably not enough certainty about this today. After the adoption of the initiative proposal, there are three options. One: Everything remains more or less the same for the time being; there will be a co-assessment from the council, but it has no steering role. That is at most a beautification of the already functioning system. Two: There will be a mayor elected on the initiative of and by the council, probably with the same tasks and powers as now. Three: The mayor is elected in a popular vote. That is probably a much more powerful mayor in the longer term than it has been so far. For the SP then the central question becomes what space this offers for the VVD model, the further variant of the D66 model. It is the Luijten/Van Heukelum model, which I mentioned after Mrs Huijbregts's interruption. I am no longer sure whether the VVD is in favour of this model today; I can interpret Mrs Huijbregts' statements differently. If it were to go that way, it would be predictable that SP and VVD might not belong to the same two thirds majority in second reading. Last week I participated in a delegation of First and Second Chambers, who had an informative discussion with the new Deputy Minister of Foreign Affairs of Sri Lanka. He reported that his government will put an end to the presidential system in force in recent years, in which the president had disproportionate power and an ethnic conflict was settled unilaterally, and even violently. His announcement that the primacy of parliamentary democracy would be restored was welcomed by all present representatives of Dutch parties. It would be strange to introduce a system for Dutch municipalities which is rightly being democratized elsewhere. In order to clarify what excrements a strong mayor standing above the council can lead to, I would like to draw attention to the state of play in some emerging million cities in the Third World. In countries with a less democratic tradition there are powerful mayors who want to put their mark on urban societies. They flatten shacks, without providing better, replacement living space. They lay wide motorways across the city. Or they turn a popular inner city park into a construction site for a large, new shopping center. Their drive for action often leads to false progress, which harms people and the environment, and which ultimately doesn't help anyone. Who wants similar undemocratic situations here? I don't think anyone's gonna be here for a while. The advocates of a directly elected mayor should also take this into account.
ParlaMint-NL_2015-04-21-eerstekamer-7.u106	I did not know that a position of the past VVD in 2015 is so much in the global economy and world history, but I would like to remind Mr Meijer once again that I did not speak today about a preferred variant. We, the VVD, believe that we should open this discussion with each other. Otherwise, I would have put it on the table here and we could have done some business today. Then there is no need for a substantive discussion, with all the scenarios and possibilities that the Constitution offers or limits. I would have liked to have said that, because otherwise this is going to lead a very personal life at the SP.
ParlaMint-NL_2015-04-21-eerstekamer-7.u107	That was an interesting point made by Mrs Huijbregts, but she cannot blame me for having looked at what her predecessors strongly advocated at the time. If she wishes to make that clear, I only welcome it.
ParlaMint-NL_2015-04-21-eerstekamer-7.u108	I also remember Mr Meijer's party being against everything in the past.
