ParlaMint-NL_2015-11-18-tweedekamer-5.u1	I would like to welcome the Foreign Minister.
ParlaMint-NL_2015-11-18-tweedekamer-5.u131	My question is also about Saudi Arabia and the choices made internationally. I know that Mr Ten Broeke is not a friend of Amnesty International. If he mentions in his contribution what should be done by Amnesty International in relation to the follow-up of trials, the release of bloggers and the position of women in Saudi Arabia, should I draw the conclusion from that list that all this does not have to be done by the VVD? Are those the points on which we shrug our shoulders? On the contrary, I am pleased that the Dutch Government is trying very hard to pay attention to that list of Amnesty International which Mr Ten Broeke just mentioned.
ParlaMint-NL_2015-11-18-tweedekamer-5.u132	I have just said that this debate is not really about the importance of human rights, but above all about who is the most good. Mr Van Bommel is now giving a nice illustration of this. I am very much in favour of Amnesty; I have even been a member of it for a long time. The reason I'm not anymore has nothing to do with the fact that I'm doing this... That's why I dare to quote them with my heart. I had a discussion with one of Amnesty's employees this week: you ask me to do this and that, you now have a list of five points, but can you also tell me how you think I can achieve that? Isn't Raif Badawi the best thing about us achieving that? The achievement of the food transport for refugees in Yemen must also be managed in some way.
ParlaMint-NL_2015-11-18-tweedekamer-5.u133	Mr Ten Broeke, you too have a brief answer.
ParlaMint-NL_2015-11-18-tweedekamer-5.u134	Building on Mr Ten Broeke's contribution, he also says with regard to Saudi Arabia: I cannot do it all, we have to make choices. What does he choose not to do?
ParlaMint-NL_2015-11-18-tweedekamer-5.u135	That's the uncomfortable choice that comes with it. At the moment, my choice would be to make every effort to give maximum priority to the humanitarian emergency in Yemen. Certainly Saudi Arabia, along with other countries, has more than average influence on the access of humanitarian goods to those who are currently victims of this war in Yemen. That's where my priority would be right now. Then I see all the inconvenience in the room, but that's because you don't want to make choices.
ParlaMint-NL_2015-11-18-tweedekamer-5.u136	This cannot be done, Mr Ten Broeke. I understand that Mr Van Bommel is walking to the interrupting microphone.
ParlaMint-NL_2015-11-18-tweedekamer-5.u137	Now Mr Ten Broeke says that we do not make choices. I ask him what choice he himself makes, because he says: some things do and some things don't. And now we're being blamed for not making choices. I ask him what choice he makes with regard to Saudi Arabia.
ParlaMint-NL_2015-11-18-tweedekamer-5.u138	I just reported it to you.
ParlaMint-NL_2015-11-18-tweedekamer-5.u139	What things do you not want to do from the list you list yourself? That was the question.
ParlaMint-NL_2015-11-18-tweedekamer-5.u140	I suggest that you proceed, Mr Ten Broeke.
ParlaMint-NL_2015-11-18-tweedekamer-5.u141	Saudi Arabia is not the only example. Another significant example was recently seen in China. Our king went to China. That is, he went there first on vacation with his daughters and oh, oh, oh, there went the reputation of Dutch as a guide country. The King on vacation, that made him immediately lose his authority, even before he met the leader of the unfree world. The Peace Palace didn't have to be dismantled yet. But what happened? The King rematched his critics and used the word "human rights" in the presence of President Xi, and then again. In the canal belt you could hear the corks pop. The discharge was total. Finally the moral high ground again. Washed away was that beer with Putin, because it was said. I told you, there are no differences in this house about the importance of human rights. It's always about whether you're a good person, and that we have to make choices. I have just shown Mr Van Bommel that I dare to make that choice. Take the debate on energy dependency, also such a debate in which it is difficult to make choices. We don't want shale gas, we don't want Russian gas, we don't want Groningen gas. We don't want nuclear power stations, we don't want coal power stations. Some of us do not want windmills on land, others do not want windmills at sea. But we all want to take a 15-minute shower. Take military interventions. We do not want to renew our fighter jets, but we must force no-fly zones everywhere. Until we find out you're gonna have to bomb positions first. 'Cause that's not right, of course. The VVD believes in a realistic foreign policy. Realistic also means that policy cannot always be consistent. Mr Grashoff, it is always a question of finding solutions that are best suited to our interests and the margins of opportunity. Take an example of an up-to-date issue in European foreign policy, which the VVD believes is desirable. I am talking about consumer information. The VVD believes in fair and transparent consumer information, even when it comes to the origin of products in our shelves. Last week, the European Commission announced that it would soon publish guidelines on the labelling of Israeli products. I have looked at the conflict areas in which the European Commission has recently published press releases. I suggest that the government should now work on the correct labelling of products coming from all these areas. Because the consumer has a right to know that some tomatoes come from the occupied Western Sahara and not from Morocco. Mr Van Bommel agrees with me. That some Helloumikases come from occupied Cyprus and not from Turkey. That that beautiful woolen sweater by Hans Spekman is from Tibet and not from China. That bottle of vodka comes from Crimea and not from Russia. And soon perhaps the cava from Catalonia and not from Spain. I ask the Minister, at European level, to call for guidelines for products from all conflict zones, at least from all areas occupied, illegally annexed or otherwise disputed, because, as the Minister himself correctly stated, consumers have the right to make an informed choice when purchasing their products. So they have the right to know whether a product comes from an occupied, disputed area, as the Minister also believes they have the right to know whether the wine comes from the Golan Heights; l'chaim. The Netherlands can't do everything, the EU can't do everything, but some things we can and we can do better. Today is a great opportunity to make that choice in the framework of the 2016 Foreign Affairs budget and to give a start of an answer to the biggest challenge facing the Netherlands and the European continent. I have indicated the priorities and choices of the VVD and what we are doing together with the PvdA to do more than just appoint the refugee issue. I ask the Minister and other parties in this Chamber to join us.
ParlaMint-NL_2015-11-18-tweedekamer-5.u142	I am glad to be able to put a question to Mr Ten Broeke at the end of the evaluation of the foreign policy of political parties in the Netherlands and also a bit of that of the government. I am particularly concerned about the last part of his speech before he came to the conclusion. I agree with Mr Ten Broeke. I'd like to support him. For some time now, the SP has been in favour of proper labelling of products from Western Sahara, but also from other areas, where the UN believes that there is occupation, oppression or something else. I would like to ask Mr Ten Broeke whether he is making a specific proposal on this point. I'd like to file that with him. I know that the Dutch Government tends to do the same. It is a bit in line with the existing policy, but I think that together we can provide a majority. Is there going to be a specific proposal?
ParlaMint-NL_2015-11-18-tweedekamer-5.u143	The answer is no.
ParlaMint-NL_2015-11-18-tweedekamer-5.u144	Through the list, the VVD already indicates how rich this plan is, because of course the European Commission is not going to do this. If what Mr Ten Broeke is proposing does not happen, then the simple question is what he is going to do to reverse this measure through the Minister.
ParlaMint-NL_2015-11-18-tweedekamer-5.u145	Nothing. We have always seen this measure in the context of consumer information. I have always said that I do not think this is a contribution to the peace process and that, in this respect, there is, to a certain extent, an advance on the final limits to be set during negotiations. There are therefore some drawbacks, but the basic argument that this is about consumer information is correct. I can't deny that, and I can't argue with that.
ParlaMint-NL_2015-11-18-tweedekamer-5.u146	Then that ridicule and the list of just a little gratuitous. Mr Ten Broeke commissioned the cabinet, but he said at the same time: don't worry, because I'm not going to bite. I won't do anything if those other areas aren't labelled either. Then what's his comment worth?
ParlaMint-NL_2015-11-18-tweedekamer-5.u147	Let's see how far we can get. I'm in favour of fair consumer information. If this can be done by labelling for one area, it may in any case be possible to do so for more areas.
ParlaMint-NL_2015-11-18-tweedekamer-5.u148	As an irony, I found the story of Mr Ten Broeke strong, but as an explanation of reality I found it weaker. Does he really believe that it is the intention of these measures to provide consumer information?
ParlaMint-NL_2015-11-18-tweedekamer-5.u149	I'd like to assume that.
ParlaMint-NL_2015-11-18-tweedekamer-5.u150	Does it not surprise Mr Ten Broeke that so few consumers make themselves known and that on the other hand there is so much pressure from organisations to say for political reasons: how can we boost, push more action in the sphere of boycott and harass Israel rather than help Palestinians in a good way?
ParlaMint-NL_2015-11-18-tweedekamer-5.u151	I have already mentioned the objections. That's why I'm very much in favour of non-discrimination. By the way, it has been requested by consumer groups and producers, but let us keep it in the domain where it belongs. That is not the Middle East peace process, it is consumer information.
ParlaMint-NL_2015-11-18-tweedekamer-5.u152	Mr. Chairman. First of all, on behalf of my group, I would like to express my condolences to the victims and survivors of the attacks in Paris, the attacks earlier in Lebanon and the attacks that preceded them. It is clear that these attacks have only been committed in order to sow terror and in this case also against completely innocent citizens. The next question is what political consequences are being taken. Of course there will be a debate on this tomorrow, but it will also be discussed today. The question is how to protect our government from the terrorists of the Islamic State. There is much at stake, namely our rule of law and our freedom, and the reflex is similar. Some are calling for all borders to be closed, and others, for example, asked why we need to invest more in security last week in the defence budget, because additional money for security and defence is not the solution. Our prime minister says he's at war. He's staying abroad right now. I wonder what kind of war we'll be in if the Prime Minister is abroad, but all right. If what the Prime Minister says is true, namely that we are at war, it should also be accompanied by the corresponding measures. Every effort must then be made to protect the security of our citizens. Changes and threats in the world are rapidly increasing. The reaction of the cabinet is that it is complicated and that it does not really want to choose a position yet.
ParlaMint-NL_2015-11-18-tweedekamer-5.u153	I thought we had this little war debate behind us. I also asked a question about it, but what is the CDA's view? Mr Knops rightly points out that at least I assume that this is the case when the Prime Minister is abroad. He left after the attacks and after his remarks about the war. Is the Netherlands at war as far as the CDA Group is concerned?
ParlaMint-NL_2015-11-18-tweedekamer-5.u154	I mention it, and I will go into it in my speech, but I understand from the President that I can give a brief answer to Mr Van Bommel's question.
ParlaMint-NL_2015-11-18-tweedekamer-5.u155	You are asking for his views, but Mr Knops has just begun his speech.
ParlaMint-NL_2015-11-18-tweedekamer-5.u156	Perhaps it is right that Mr Van Bommel should stop the question. I'd be happy to answer him, but in part...
ParlaMint-NL_2015-11-18-tweedekamer-5.u157	Can you do that, Mr Van Bommel?
ParlaMint-NL_2015-11-18-tweedekamer-5.u158	Yes, I can make a lot of money. That is almost limitless, but Mr Knops starts with it towards the cabinet. Then it's on the table and it's hanging over the market. I'd like a cliffhanger like that in my debate. But then I would also like Mr Knops...
ParlaMint-NL_2015-11-18-tweedekamer-5.u159	I propose that Mr Knops continue with his speech. If he doesn't go into it later, you may ask a question.
ParlaMint-NL_2015-11-18-tweedekamer-5.u160	Of course, it's not weird that I brought up Paris. So did Mr Van Bommel. Quite rightly, because I think it is very good that we are paying attention to this. Everyone chooses their own words for this, I am sure in the direction of Mr Van Bommel. I'll get back to you in a minute. The world has changed. After the fall of the Berlin Wall, we thought peace had broken out. That era ended at 9/11. After that, there was an economic crisis, an Arab Spring, chaos, instability, and conflict potential grew head-on. The Foreign Minister is right to talk about tectonic plates shifting. Economic, political and military power is shifting and we are moving towards a multipolar world. Instead of Fukuyama's End of History, we see a return to history. We are talking about emerging nationalism, autocracy, and we are seeing the advance of radical Islam that goes back to the Middle Ages. Iraq, Syria, Yemen and parts of Afghanistan have again fallen into the hands of the Taliban. There are cross-border effects such as terrorism with large migratory flows. Panels shift, regimes fall over, and the entire geopolitical map of the Middle East shakes on its foundations. It is precisely in such an era, which does not seem reversible for the time being, that you have no choice but to become more active in the foreign sphere, and preferably within the European Union, I would add. This means investing more in security, investing more in development and investing more in diplomacy. It has to be, not because it is one of the policy options, but because it is pure necessity. Take Syria now. While Hollande declares war on IS, Rutte repeats it, and the French Air Force is bombing at the nerve centre of ISIS in Raqqa, the cabinet continues to hesitate about the deployment of F-16s over Syria and new arguments are always on the table not to make a decision. The debate with Mr Ten Broeke already made it clear that the coalition is divided on this point. The Secretary of Defense says we can't wait until midnight, and we need to make a decision quickly. However, the Minister for Foreign Affairs is taking all the time he needs. The Prime Minister stated that the Netherlands is at war with IS. How long will the Foreign Minister remain hesitant? In July next year we will be relieved by the Belgians. I would like to hear a response from the Minister on this point, also in the light of the Prime Minister's statements. Meanwhile, the terror continues. This proved to be the case yesterday when Mr Omtzitt received the Syrian Orthodox bishop of Homs and Hama. In an intrusive meeting, the bishop called for help for threatened Christians. ISIS is less than ten kilometres from the Christian town of Sadad. Again, once again, genocide threatens. What's the government's reaction? International aid through NGOs hardly reaches vulnerable minorities. Is the Minister prepared, together with his colleague for Foreign Trade and Development Cooperation, to set up, like Germany, a structural humanitarian and development programme for Armenian displaced persons and refugees from Syria and Iraq?
ParlaMint-NL_2015-11-18-tweedekamer-5.u161	Was this part of Mr Knops' speech on the war?
ParlaMint-NL_2015-11-18-tweedekamer-5.u162	There's gonna be more.
ParlaMint-NL_2015-11-18-tweedekamer-5.u163	Was this what Mr Knops wanted to say about the use of the term 'war' and its interpretation? He called the French President Hollande and said that what the President had said was repeated by Rutte. He said the Secretary of State is not doing anything. Is that what Mr Knops wanted to say about this?
ParlaMint-NL_2015-11-18-tweedekamer-5.u164	No, this wasn't it. I've paraphrased and quoted. I would say, Mr President, let Mr Van Bommel ask his question, otherwise he will have to come to the interrupting microphone three more times.
ParlaMint-NL_2015-11-18-tweedekamer-5.u165	I'd be happy to do that, though. At the beginning of his speech, Mr Knops actually took the Prime Minister's measure by saying that he is going abroad when he said earlier: it is war. Later in his speech, Mr Knops nuded that when he talked about: in war with ISIS. He is referring to Iraq and Syria. What is it now about the CDA? Mr Knops cannot blame the Prime Minister, and then simply join the position of the Dutch Government? That would be weird, wouldn't it?
ParlaMint-NL_2015-11-18-tweedekamer-5.u166	I understand Mr Van Bommel's question. The Prime Minister used the words he used. It wasn't the CDA's words. I responded to those words. My question now, and in tomorrow's debate, is the following. What are the implications of these words by the Prime Minister for the conduct of the cabinet? I think that is a perfectly correct question. I am now asking the Foreign Minister the same question. There is no doubt that this question will come on the table tomorrow when we debate it with the Prime Minister. The words the Prime Minister used are big words. Mr Van Bommel will agree with me. What are the consequences for the policy that links the cabinet to those words?
ParlaMint-NL_2015-11-18-tweedekamer-5.u167	They are indeed big words. I don't agree. I don't think the Netherlands is at war. We do contribute to the war in Iraq. That's something else. If I were to agree with the Prime Minister's words, I would now, like Mr Knops, have denounced the Prime Minister leaving the country while the Netherlands is at war. So does Mr Knops agree with what the Foreign Minister said about this, namely that the term 'war', used in connection with the events in Paris, should be understood in particular symbolically? Is that the view of Mr Knops?
ParlaMint-NL_2015-11-18-tweedekamer-5.u168	I am now being asked to choose a position between cabinet ministers. The Prime Minister, the Deputy Prime Minister; they have all taken positions. That will be discussed tomorrow. My story about this is very simple: when you speak of war, there are certain consequences. There is no denying that we are fighting against IS. We have not done so since last weekend, I say to Mr Van Bommel, because I think we have done so before. If these words are used, this naturally raises the question in Parliament too, what does that mean? At least that raises the question in my group. Does that mean that the Netherlands will be more committed and more actively involved, or that it will make other choices? All this is now hanging over the market. Several cabinet members have expressed differing views on this matter. I think it would be a good idea to clarify that very quickly. Our group has previously advocated safe ports in Iraq, Syria and Libya. It is, of course, extremely difficult to create them in Syria at the moment. What opportunities does the Minister see, like the Germans, to create more security for refugees in Afghanistan, also because NATO is still there, and we see more and more people coming from Afghanistan coming this way? We must not let go of the search for safe ports, for the creation of safe areas. A political solution for Syria is necessary, but unfortunately still far away, despite the steps that have been taken. As long as that is so, ISIS will have to be combated, preferably together with the Russians, who are constantly sliding the panels, and now suddenly seem to be on another side. Does the Minister also see possibilities for this? Dubious is also the role of the wealthy Arab Gulf states, as has already been said. They are sponsoring the jihad in Syria, but they do not want to bear the consequences, namely the reception of refugees as a result. Saudi Arabia has 100,000 empty tents ready, with air conditioning and all, to house refugees. But what do they do? Keep the border closed, so the streams go west. Then one offers to build 200 mosques in Germany. That's not supposed to happen, is it? Our group wants pressure to be put on those Member States to shoulder their responsibilities. At the moment, Europe is doing too little. Europe is under pressure.
ParlaMint-NL_2015-11-18-tweedekamer-5.u169	Support for Mr Knops on that last point. I'm trying to figure out where he is in his speech.
ParlaMint-NL_2015-11-18-tweedekamer-5.u170	Halfway.
ParlaMint-NL_2015-11-18-tweedekamer-5.u171	Yeah, halfway, but okay.
ParlaMint-NL_2015-11-18-tweedekamer-5.u172	He's got five minutes.
ParlaMint-NL_2015-11-18-tweedekamer-5.u173	Look, I'm gonna help him out a little bit. I have a question about those safe ports. Mr Knops rightly concludes that the creation of safe ports in Syria is currently difficult, if not impossible. However, this is difficult to reconcile with the plea that his group leader is constantly making to send ground troops to Syria. Can Mr Knops explain exactly how these two things relate to each other?
ParlaMint-NL_2015-11-18-tweedekamer-5.u174	Good question. I have said that it is difficult, not impossible, but that we must continue to strive for it. Mr Servaes cannot disagree with me. At the end of the day, my group chairman said: 'This means that, as the Netherlands too, it is not only the Netherlands that is prepared to create the conditions under which safe ports can be really safe ports.' That means, indeed, that you must also be prepared to send ground troops, then the conditions must be right.
ParlaMint-NL_2015-11-18-tweedekamer-5.u175	So that means two things. So the CDA is not in favour of sending ground troops at all. So it advocates nothing more than the cabinet is doing now. That is an important observation. If you want to create good conditions, should Mr Knops agree with me that you need a political solution to the civil war in Syria? Without this political solution, it is impossible to create safe ports.
ParlaMint-NL_2015-11-18-tweedekamer-5.u176	Mr Servaes is now going very quickly by saying that this is the same thing as the cabinet wants. That is not the case. Unlike the cabinet, which keeps saying that we must create political solutions because otherwise there is nothing we can do, which has some kind of diligence in it, we have argued that there are also situations where you should do so. You cannot just wait, I say to Mr Servaes, until there is a political solution. After all, in the meantime, the battle on the ground continues. IS is developing and being barely reduced. What's that all about? Because the West doesn't act united in that. Of course, you can choose the position that you want to have all that certainty first and you only perform afterwards, but that is not what the CDA Group wants. I'll just say right away that we don't want to go down there without a bigger plan. But the political will to act in general there too, and not only here in the Netherlands, as I say to other political groups in order to ensure stability, should be something that both the PvdA and our group have.
ParlaMint-NL_2015-11-18-tweedekamer-5.u177	I put a very clear question to the CDA about the substance of this party's argument, which says that we should go there with people. I just don't even hear the beginning of a proposal how that's gonna look.
ParlaMint-NL_2015-11-18-tweedekamer-5.u178	I really think Mr Servaes is saying it too simple by saying 'we should go there'. We didn't say that at all. We have said: we must be prepared, even as the Netherlands, not to think that the problem will solve itself if we all stay here and throw bombs alone; that will not ultimately be the solution. I agree with Mr Servaes that a political solution must be found, but it can sometimes come about under pressure. That pressure means taking military action where necessary and doing something about the circumstances in which all those people are there, bringing people to Europe. You can say a hundred times what you can't do. You can choose that position, but you can also say: if there is a possibility, you have to do everything you can to make that possible. I get the question; it's a fair question. I'm not going to say we have to go there and we're going there tomorrow with so many people. I'm not gonna say that here. Of course not.
ParlaMint-NL_2015-11-18-tweedekamer-5.u179	But that's what the chairman of the group from the CDA says. Only yesterday he said that was criticism of the cabinet, the same criticism that Mr Knops now has that the Prime Minister, the cabinet, declared us at war. According to the chairman of the group of the CDA, this includes actions. One of the actions he mentioned was the sending of Dutch ground forces. Now Mr Knops says: no, but that is an idea, a possibility, an intention. What more should Mr Knops' cabinet do about action?
ParlaMint-NL_2015-11-18-tweedekamer-5.u180	What my group chairman and I quite rightly point out is that the Prime Minister is speaking, but that there are no consequences. We did not say that yesterday, but before. Mr Sjoerdsma has seen the conflict developing. We have said before that we must be prepared to send troops there, which is a mental issue, including in Parliament. Mr Sjoerdsma should not think that we only do this as the Netherlands. Let me say again: we will have to do so internationally. We have already expressed our support for the trainers, the idea of the peshmerga, in which we are active in Iraq. We'll have to do that in other places. If we are not prepared to do so at the end of Europe, but also at the same time as us as the Netherlands, as we are debating here in the Dutch Parliament, then we will miss the opportunity to combat ISIS effectively and at the same time provide care for people who need this protection.
ParlaMint-NL_2015-11-18-tweedekamer-5.u181	In this case, I think it is more the CDA that does not have any consequences for the words. I would just like to mention a few other proposals made by the CDA. There should be safe ports not only in Syria, but also in Libya and Iraq. We should also be prepared to do so. I am also prepared to go to great lengths to save people, but that is not what the CDA group chairman said. It would be a good thing for Mr Knops to be more precise. The chairman of the group of the CDA made concrete proposals and actually wanted the cabinet to give effect to them. Now that things are getting more complicated and the situation turns out to be more complicated than the CDA had thought and colleagues are asking how exactly is it going to be in Syria's wasp nest? That's a very fair question, Mr Knops says he doesn't really know that. With that he creates false hope for the people who would love to do something but do not know how.
ParlaMint-NL_2015-11-18-tweedekamer-5.u182	This is total bullshit; I'm sorry to have to say it. I'm just getting blamed for not playing the armchair general and for having to draw up the mission where we're going. I was also blamed by the D66 group: we should not do that in Parliament. We then set out a goal which the cabinet did not even want to think about. For the sake of clarity, it is not a literal objective, but a political objective. I saw Mr Sjoerdsma didn't understand me, so I'm gonna give you a few details. This cabinet has not even reached the decision to intervene in Syria. That is, of course, our reaction. I have just said in an interrupting debate with Mr Ten Broeke that there is a great deal of talk and that we must wait for a political solution, but every day that we are told here that we need to talk and that we need to wait for a political solution, people become victims of things that perhaps we do not want to talk about here but they do.
ParlaMint-NL_2015-11-18-tweedekamer-5.u183	When you call "safe ports, safe ports," you actually make a proposal for military intervention. After all, Mr Knops knows as well as anyone else here that safe ports can only be protected from air and ground through a no-fly zone and air operations. Are you actually asking the Dutch Government to propose this in an international context or not?
ParlaMint-NL_2015-11-18-tweedekamer-5.u184	This is going to be a very special debate. One time I am attacked because I make concrete proposals, the other time I am seen as chair general and now Mr Van Bommel comes up with another proposal. I ask the Foreign Minister what I have asked him, namely: how does he judge the Prime Minister's statements and what consequences does he have? In the opinion of our group, you cannot say on the one hand that we are at war and on the other hand that we are only talking about a political solution. I don't think that can be the truth.
ParlaMint-NL_2015-11-18-tweedekamer-5.u185	I think this was a response to a previous interruption. I'm asking about the safe ports of the CDA. The CDA is the only party in the Lower House to come forward with the concrete proposal for safe ports. There's military action linked to that. You are not proposing this in a motion that the Chamber can say yes or no to. At the very least, ask the government to propose this internationally. Otherwise, this really turns out to be only for domestic consumption.
ParlaMint-NL_2015-11-18-tweedekamer-5.u186	That is clearly not the case, because I am not leaving any test balloons on this. I also know, of course, that there are a number of military conditions before you can set up a safe harbour; of course, because that can't just happen. You cannot say that we decide to set up a safe harbour without the military conditions being created for it. That is precisely the proposal we have made: cabinet, look at it; think about it if that is possible. However, this cabinet has not even reached a decision on whether or not to bomb in Syria.
ParlaMint-NL_2015-11-18-tweedekamer-5.u187	Doesn't Mr Knops agree with me a little bit that he is standing here saying that he wants to use ground troops in a war that is still about the crown of Dante's hell and that he blames the coalition for doing exactly what its constitutional task is, namely doing the analysis but leaving it to the government to decide what choice it is making? Mr Knops makes a much more far-reaching proposal and comes to the same conclusion. So I would like him to consider reflecting on the question he has just asked me. That question concerns the background to the fact that Mr Knops is talking about the deployment of ground troops.
ParlaMint-NL_2015-11-18-tweedekamer-5.u188	This would mean that, if the cabinet itself announces caveats about its own plans, I should not be allowed to talk about them in Iraq, not in Syria, according to Mr Ten Broeke. I think you can talk about anything in the Chamber; I'm talking about it now. I didn't tell you to send troops tomorrow. I said that we think that the concept of safe ports should be looked at more closely, because you cannot win a conflict from the sky alone, and you cannot do it politically alone. Mr Ten Broeke will agree with me on that. If we were to decide what some people in this Chamber want, namely not to bomb in Iraq either, I would like to mention just one example: do we agree very quickly that this would provide a free haven for everything that is terrorism and what IS? That can't be the intention, can it, Mr Ten Broeke? Then it makes sense for us to think about what other possibilities there are for dealing with the problems there. That's what this is all about.
ParlaMint-NL_2015-11-18-tweedekamer-5.u189	Finally, Mr Ten Broeke.
ParlaMint-NL_2015-11-18-tweedekamer-5.u190	Mr. Knops is a former military officer. I consider Mr Knops to be extremely high on the issue of military assessments. He served himself in Iraq, where we've had no-fly zones. He knows more than anyone what it takes to force no-fly zones and even use ground troops for safe ports. I would like to suggest to his group chairman Mr Voorhoeve's book. That takes huge assumptions. You have to think very deeply about that. Then that statement is very easy if you do nothing but what other groups are doing here, namely to do the analysis and then ask the cabinet to do something with that analysis.
ParlaMint-NL_2015-11-18-tweedekamer-5.u191	That's exactly what I'm asking. The fact that I'm talking about it, that I call it, is apparently very loaded. There are now all kinds of reactions about safe ports like Srebrenica and you name it. Mr Ten Broeke knows as well as I do that a number of basic conditions have not been fulfilled there. I am extremely careful to use this. I am concerned with the question that lies behind this: whether we in the Netherlands are prepared to take that step at the end of the day. I believe that such an important issue that can contribute to a solution should be discussed here. Of course, this requires a number of political and military conditions.
ParlaMint-NL_2015-11-18-tweedekamer-5.u192	Could Mr Knops take the Chamber along the considerations that escaped his group chairman yesterday, because I find it interesting to hear how he thinks he can get on these ground troops? In my view, this is an extremely far-reaching consequence.
ParlaMint-NL_2015-11-18-tweedekamer-5.u193	It is a far-reaching consequence and it evokes many emotions. I understand that. I am not saying that the cabinet should do this tomorrow, but I am asking for it to be taken with us; we will decide on it in the end. I give this signal to the cabinet, because it is a concept for the overall solution for this area that can work, provided it is properly implemented. Mr Ten Broeke and others have asked where and how exactly this should be done. In spite of my background, I am not going to take a position here, play the armchair general or point out how to do it. I do think that the concept and thinking should continue. The cabinet must use it, including internationally, to make this possible. We speak now in the Dutch Parliament, but the Netherlands never does these things alone, just as Dutch F-16s are not going to bomb Raqqa.
ParlaMint-NL_2015-11-18-tweedekamer-5.u194	I suggest you continue with your speech.
ParlaMint-NL_2015-11-18-tweedekamer-5.u195	Then there's the domestic consequences. The AIVD warns of salafism. The question is, what does the cabinet do with this? The Polters motion is clear: the cabinet should explicitly distance itself from jihadi and political salafism. What does the Secretary of State do with that? The foreign financing of salafistic mosques from non-free countries must be restricted. France would also have decided to tackle the money flow from Saudi Arabia and Qatar. We think that is perfectly understandable and right. Is the Minister prepared to do so? Is he prepared to draw up a list of non-free countries and enter into talks with them? The CDA Group supports the strengthening of diplomacy. It is precisely at this time that more diplomatic capacity is needed. I refer in this connection to the Van Ojik motion. However, developments call for more; they call for vision, decisiveness and a more robust foreign policy. The Minister announced when he took office that he would sail sharply to the wind. He could not, of course, predict what would happen afterwards, but I would ask him to reflect on that statement in the light of the current situation. My group believes that the Netherlands should pursue a more assertive and self-conscious foreign policy. Not because this is a choice, but because it is essential. Others now determine the world order more and there is a multipolar world. The UN is under great pressure; this has been discussed before in the debate. The head of the UN Human Rights Council is a Saudi, and Burundi, a member of the same Human Rights Council, is now on the verge of civil war. So what is the response of the UN? The Arab Spring, celebrated by many in this Chamber as well, is degenerate into chaos. Not because the West is responsible for this, but because in most of these countries there are intolerant regimes rising up, dissenters and Christians are being murdered on a large scale and there are direct proxy wars. My group calls on the Minister to take a more explicit stance and to act against the epidemic of violence by IS and related terrorist organisations. Acknowledging that radical Islam is a totalitarian violent ideology that poses the greatest threat to the free West. What communism was in the Cold War is radical Islam now. After Paris, the question is whether Europe will now be more committed to its security. The United States is still largely responsible for European security. The transatlantic divide has widened. The Wales agreements are not being complied with; this was also raised last week. How does the Foreign Minister feel about this, in the light of the Prime Minister's statements? There's a lot of pressure on employability. Mr Ten Broeke spoke just now about more marechaussee. I totally agree with him, but where's the money that goes with that? There's been too little delivery. I've been notified by the Defense Department again that so many cases have to be handled with a few people. We can't do it anymore; the Marechaussee is under great pressure. The EU is a payer, but not a player. She's good at soft power, good for trade and investment, she gives a lot of development aid and neighborhood money if it's this coalition, she's gonna get a little bit more than that, but eventually she's gonna need a more robust CSDP. The new High Commissioner will take his time until next year, but we think it should be speeded up. Even the Vice-President of the European Commission, Mr Timmermans, no longer fully believes it. How does the Foreign Minister view the former Foreign Minister's recent statement in the light of the future of Europe? In Turkey, the rule of law is broken down step by step and freedom of the press is restricted. Is it true that in three weeks the Turkish state has taken over two television channels, closed two newspapers and as many as 17 TV channels and arrested several journalists? How does the Minister assess the abuses observed by the OSCE in the recent elections? What is left of democracy? There is increasing evidence of Turkey's support for jihadists in Syria. Weapons, ammunition, warriors: we have asked numerous parliamentary questions about it, and I must honestly say that I am disappointed in the Minister's answers. There is not even a beginning of an answer, except that the Minister does not know if it is. Turkey is an ally and at the same time the country is on the side of the opposing party. That can't be true. Turkey opens two cranes wide: for jihadists to Syria and back and for migrant flows to Europe. And we get to mop up. I don't think this is a good partnership. The Israeli-Palestinian conflict. It is worrying that the MOVP, the Middle East Peace Process, has stalled. The new spiral of violence must be broken: back to the negotiating table. We appeal to both sides, Israel, in terms of settlements, but also to the Palestinian Authority. Our group is in favour of a greater role for the EU. What about Mogherini's strategy? Finally, I agree with what Mr Van Bommel said about the Epafras Foundation. He's cut short on subsidies, but he's doing important work. I would ask the Minister to look again at the possibilities for a new set-up of funding for this foundation.
