Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-0	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-1143	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q5973694	Malmberg, Niclas	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-ECCEdAbyydhrJq8qNRKDip	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4933653	Abrahamsson, Maria	F	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-1161	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q21497027	Eriksson, Fredrik	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-1174	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q5889601	Johnsson, Per-Ingvar	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-1180	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q10578332	Sundin, Mathias	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-1188	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q4354054	Skånberg, Tuve	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-1198	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q18243811	Lindholm, Veronica	F	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-1212	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q6255956	Åsling, Per	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-1213	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q5571416	Berg, Ulf	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-1214	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q6930975	Hagwall, Anna	F	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-1215	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q21578777	Söder, Larry	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-1216	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q21558211	Ezelius, Erik	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-1217	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18238432	Dioukarev, Dennis	M	-	
ParlaMint-SE-en_2016-04-20-prot-201516--95	i-cba7ca4a1fd5012d-1230	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 95	2016-04-20	Unicameralism	2015/16	-	-	2015/16--95	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q5799323	Hellman, Jörgen	M	-	
