ParlaMint-NL_2016-02-02-tweedekamer-27.u1	I would like to welcome the Minister for Housing and National Service.
ParlaMint-NL_2016-02-02-tweedekamer-27.u93	I didn't miss the fact that the PvdA has come up with pretty unachievable plans. I haven't seen those apartments yet. I haven't heard who's paying them either. I think that will be the Dutch citizen again, who will get additional tax increases or perhaps rent increases. That's not good for our country, and it's not just about living. Those are non-Western immigrants for the most part. They don't want to be a Westerner at all. They just want to bring their own culture. They're not gonna adapt. They don't have a job. They're gonna be unemployed, criminal. We all know. You shouldn't do that.
ParlaMint-NL_2016-02-02-tweedekamer-27.u94	I'm gonna distance myself from all these generalizations. I just want to get back to what we were talking about. That hundreds of thousands housing plan was provided with all sorts of calculations, both of the land costs and the construction costs. That included calculation models, but Mr Madlener did not want to look at them, because he wanted to draw on his own real estate history. He wasn't interested in those plans. To say that the plans are unfeasible while they are ready-to-use is one-sided.
ParlaMint-NL_2016-02-02-tweedekamer-27.u95	I've been able to see the PvdA's plans. I saw pretty unfeasible house prices in that. I believe you should be able to build a house for €30,000, including the land, the facilities, the roads and the sewage system. Everything's done and done for $30,000. I think a lot of Dutch people think: "Damn it, I would like to, but for me they don't, but they do for the asylum seekers! And that's the truth! And one hasn't been built yet. As far as we're concerned, they're getting a tent.
ParlaMint-NL_2016-02-02-tweedekamer-27.u96	That's entrapment. We have advocated building 100,000 homes for all those looking for housing, not exclusively for asylum seekers. And it's really disturbing that you don't listen to each other when you're debating each other. I do not think that is the case in these debates.
ParlaMint-NL_2016-02-02-tweedekamer-27.u97	I wish the PvdA every success in promising 100,000 homes for almost nothing. I wish Mr De Vries every success, but he knows that the reality is very different. We live in a densely populated country. Land prices are high. The municipalities, also PvdA-municipalities, have it in the books for towering prices. And then Mr De Vries comes to give us free land? He doesn't believe it himself, does he? Anyway, I'll help him hope. I hope there are a lot of Dutch people coming in from those beautiful, fine affordable homes. For now, all I see is people getting bullied out of their homes. That's the other side. The PVV also finds it a disgrace that asylum seekers, who have not done anything for our country, get a home right away and get priority over social housing. The cabinet opens the borders and is blind to the consequences. On 8 October, the Chamber adopted a motion to end this priority for asylum seekers and rightly after all the commotion in the country. People are obviously very angry about this. They have to be on a waiting list for years, and then someone like that goes for it. The Chamber has passed a motion to end that. However, I do not see anything. We've been months. The cabinet has just sent a proposal to the Council of State and says that it may be coming to the Chamber just before the summer recess. Then it has to go to the First Chamber and there is another advice to follow. The Minister does not seem to be interested in this proposal at all. He thinks: if I stretch it enough, we'll have elections soon and I don't have to explain that difficult message. That's not how it works. I have therefore tabled an amendment which, with one stroke of pens, achieves what the Chamber has promised: the removal of priority for asylum seekers. The amendment has been tabled and if it is adopted, it is ready. It is then part of the law and the problem is solved. The promise of the Chamber is then fulfilled. I wonder what this Chamber's promise is worth.
ParlaMint-NL_2016-02-02-tweedekamer-27.u98	I hear that Mr Madlener of the PVV has tabled an amendment to solve all the problems at once. I'm curious about its contents. Let us see a fictional scenario for us, in which the borders are closed and no asylum seeker enters the Netherlands anymore. Will the waiting lists be fixed? Don't we have seven or eight-year waiting lists?
ParlaMint-NL_2016-02-02-tweedekamer-27.u99	The waiting lists are not only partly solved, but also the integration problems, extra crime, extra care, the schools, you name it. All these problems will be a lot less serious. Believe me, our country cannot cope with the arrival of hundreds of thousands of non-Western immigrants. We saw this in the 1990s. Mr Bashir has also seen this in his neighbourhoods. We must not repeat the mistakes of the 1990s. We really shouldn't. I hope that the SP will also see once again that the supporters of the SP are not waiting for all these problems to be brought in.
ParlaMint-NL_2016-02-02-tweedekamer-27.u100	The minute you close the borders, the waiting lists aren't gone. They still exist. You still have to wait seven or eight years to get a social rental. The reason for this is that too little is being built. There's hardly any construction. Something must be done about this. You have to build, build, build. I have just heard the PVV Group and nothing has been said about this. Mr Madlener now says that the problems will be solved if the borders are closed. That's not true. He's turning people in front of the eyes. Be honest! Tell me what it's on and don't tell me things that don't add up!
ParlaMint-NL_2016-02-02-tweedekamer-27.u101	I have just heard Mr Bashir talk about 100,000 additional homes. Does he know how many asylum seekers the Netherlands will receive in the coming years who all need such a home? I don't think we'll even make it with the 100,000. What's he talking about it doesn't solve the problems? Of course, you should start with that. I think Mr Bashir is totally out of line when it comes to what needs to be done. I agree that we need to build, but not just in the social sector. We disagree on that. We have 2.5 million social housing in the Netherlands. These are generally very simple, sober and cheap homes. That's good, and they're needed. What needs to be added to the market are houses with more qualities. They could be a little more expensive. There are plenty of people who want to flow to a nicer, better home and who also have the money for it. If you manage that, the Netherlands gets a bit more beautiful, the flow starts and we are both satisfied.
ParlaMint-NL_2016-02-02-tweedekamer-27.u102	Mr. Chairman. The flow into the rental market is a good thing. Ideally everyone who wants to live in a rental house lives there in an appropriate way. This includes a rental price that fits the quality of the house and the income of the tenant. However, the practice is that this ideal situation is far from complete. Many people have too high income in relation to a low rent. Minister Blok often points this out. However, there are also too many people who have to do with a small income and a high rent. These are 300,000 expensive crooks. These are, for example, people who saw their income fall because they lost their jobs because of the crisis. The policy of this cabinet has further reduced the willingness to move among tenants. A lot of people don't move because the future lease policy is uncertain. Like the purchasing sector, the rental sector needs rest. There should not be new rules every year. Tenants can then make plans with some certainty and find a house that suits them, both in terms of quality and rent. The CDA Group hopes that this law will finally bring peace. Does the Minister regard this law as a lockdown or are there any other system changes coming to the tenants? In my speech, I would like to deal with a number of cases under four separate headings. The first heading is "the rent sum approach', the second "temporary rent', the third "the starting date of the rent sum approach' and the fourth "the income test'. The rental sum approach allows landlords to make the rental price more consistent with the quality of a property in the long term. The new rental policy can promote the flow of current tenants. Everyone agrees on that. But why doesn't the rent-out approach apply to the private landlords? If private landlords do not have to march along with this, private sector rents may increase more than housing corporations. In fact, it embarrasses the market of private landlords. Does the Minister think it is a good development that the differences are becoming so large? The law states that in determining the rent sum the rental harmonisation in the event of the change fully counts. This also applies when a dwelling is liberalised. We believe that if this harmonisation of rents is included in the rents for liberalisation as a whole, there will be much less room for rent adjustments in social housing. This restricts the intended functioning of the rent-based approach. The CDA wants it to be regulated in situations where housing is liberalised in such a way that only that part of the rent adjustment to the liberalisation limit is included in the rent sum. The amount above the liberalisation limit will not be included in the rent and should be earmarked for investments in new social housing if this is or is fixed locally in performance agreements. Therefore, the CDA has no objection to the liberalisation of rental houses, provided that housing is added at the bottom. As mentioned above, this can be done nicely with local performance agreements. The Amsterdam rental market is different from Ameland's. Liberalising more expensive rentals can even fill the gap in the rental market of homes with a rent around €800. There is a lot of demand for this, but corporations are not allowed to build them, and the market simply does not. That's how we create an investment impulse. Just where rentals fall from the socially regulated part, such an impulse makes sense. At the top, expensive rentals fall out of a system and at the bottom we get new affordable rentals. We have drawn up an amendment for this change. The calculation of the rent is not clear to us in situations of housing improvement and sustainability with sitting tenants. It is now the case that in the case of housing improvement and sustainability, rental adjustments are made which are covered by the rules of rental harmonisation. The rent can't go up immediately, but goes up smoothly. The law now states that in determining the rent sum, the rental harmonisation in the event of the change is fully taken into account. This also applies in situations where the house is improved or preserved during the change and is given even better quality. However, when the property is improved by sitting tenants, the rent increase related to the improvement or sustainability of the property does not count in the rent sum. A difference is made here that seems very illogical to us. In the case of mutation is counted, but not in the case of seated tenants. It's just that mutation that's a good time for a corporation to take care of a rental house. By fully including harmonisation in the determination of the rent without taking into account the improvement achieved in the housing situation, there will be a negative incentive for housing improvement and sustainability. After all, it limits the possibilities of recouping the planned investment. Finally, it is also a negative incentive for achieving climate and energy objectives. We have also tabled an amendment for this amendment. I'm getting to the "temporary rent" part. The CDA considers it positive that there will be more opportunities for temporary rent. With the initiative of the Christian Union, which concerned young people and start-ups, we agreed. However, the Minister is taking a big step forward. It's the story of giving one finger, and then the minister takes the whole hand. The Minister's proposal raises the fear that housing corporations too would like to get rid of leases for an indefinite period. With the new law, that's possible. Anyone can always get a one-year temporary lease, while living is a fundamental right. We also know a legal history whose common thread is that by law we want to protect the vulnerable position of the rent. This is contrary to what the VVD spokesperson said: that corporations would not be able to give temporary leases under this law. They can do that with the current law. However, I understand that there is an amendment in the making that will add that. As it is now formulated, corporations can completely switch to temporary leases. They probably won't. We know the corporations as decent institutions, but if it is not regulated by law, tenants depend on the goodwill of the casual corporations. To what extent does the law actually mean the destruction of rental rights? The introduction of temporary rental contracts also makes it possible for the landlords to raise the rent again and again. Private landlords in particular will want to make use of this, but who would rule out the same path for a poor corporation in need? In addition to job insecurity, we will also have to deal with housing insecurity. For this reason, we have tabled the amendment with the following aim: to limit the possibility of concluding temporary leases provided for in the law to a few target groups and not a generic option to offer temporary leases, but to target groups. According to the Schouten Initiative Act, the target groups of young people and students could already be appointed. You could do this by identifying other target groups later via an AMvB. The House will then, according to our amendment, be involved in a pending procedure. Moreover, this is somewhat in line with what has been introduced by the Labour Party. The law states that corporations may carry out an income test once every three years for resident residents. If the income is higher than the EU target group limit, the corporation may charge a rent increase of up to 4% on 1 July. The CDA has already indicated that we think an annual review is much better. The legislative proposal leads to additional administrative pressure on corporations as they have to keep records for each household when the income test has taken place and whether or not an objection has been raised. Tenants will have to assess each year whether the income used and the rent adjustments based on it are still applicable. This could lead to situations where income data is no longer up-to-date, causing tenants to face too high or too low rent adjustments. According to the CDA, that could be smarter. To remove unnecessary administrative burdens on both tenants and corporations, it is better to do the income test annually. This reduces the risk of incorrect determination of income and associated objection procedures. It also reduces the risk of cheap distortion in situations where household income has increased above the income limit used in the test. We have also prepared and tabled an amendment on this. The last point is the starting date of the rental sum approach. The CDA wants to question the starting date of the rent-sum approach. According to the Act, the remuneration approach is introduced for the corporations as of 1 July 2016, the rent fee being calculated over the period from 30 June to 30 June of the following year. The CDA would like the law to include that the rent sum approach starts on 1 January 2017 and that the period for which the rent sum is calculated runs from 1 January to 1 January of the following year. An amendment has also been tabled to this effect.
ParlaMint-NL_2016-02-02-tweedekamer-27.u103	Mr Ronnes addressed a wide range of implementation issues related to the €39.000 limit. Let's talk about the group itself. According to the cabinet, which has written this bill, people who earn more than €39,000 are the top earners. Does the CDA share this view?
ParlaMint-NL_2016-02-02-tweedekamer-27.u104	No, we do not agree that they are top earners, but you will have to go to a model with which you get movement in the rental market, so that the quality of the property is paid for and so that the level of income is also looked at. This system attempts to do so. The CDA recognises that in that group there is still the necessary pain from €39,000 to €44,000. That has already been mentioned by the Christian Union and clearly put on the table. Questions have also been asked to the Minister. In this period we are waiting to see whether there are any movements to be expected at that point.
ParlaMint-NL_2016-02-02-tweedekamer-27.u105	Finally, I'd like to say a few words.
ParlaMint-NL_2016-02-02-tweedekamer-27.u106	This group has been paying much more rent in recent years, up to 28% more in the last five years. In concrete terms, this could involve two people earning €20,000 each. Those aren't top earners, are they?
ParlaMint-NL_2016-02-02-tweedekamer-27.u107	No, you can't hear me say that either.
ParlaMint-NL_2016-02-02-tweedekamer-27.u108	They don't pay any more taxes, do they? Then why would you have to ask for more rent from them?
ParlaMint-NL_2016-02-02-tweedekamer-27.u109	I like the way you're trying to tell me, but that's not what I'm saying either. I have indicated that these are not top incomes and that you have to deal with this very carefully. However, you will have to go to a system in which affordable quality homes eventually emerge that are somewhat in line with the income of the residents concerned.
ParlaMint-NL_2016-02-02-tweedekamer-27.u110	Mr. Chairman. For a long time, D66 has been deeply concerned about the state of the housing market. One of the biggest problems facing the housing market is a huge lack of flow. That's why we're discussing the law on the lease market today. In a quick procedure, this law was thrown into our laps at Christmas. It is made up of two parts: firstly, the rent-based approach and secondly, the temporary hiring. Apart from the fact that both legislative proposals deal with the rental market, they have little consistency in substance and could be dealt with separately. This type of tying of legislative proposals has seen both the Lower House and the Upper Chamber before. Neither room was served by that. The First Chamber recently felt so blocked that it adopted a motion, the Hoekstra motion, to prevent this type of tying in the future. Therefore, the following, somewhat procedural questions to the Minister. Why did he choose to combine the temporary rent and the rent-sum approach in this bill? Could this be reviewed? Does he think the Hoekstra motion applies here? I'm switching to the content. First, I'm gonna go into the rent-for-sale approach and then I'm gonna go into the temporary rent. In our country, about half a million people live in social housing, whereas they actually have too high a income for that. This prevents the flow. Therefore, an income-dependent rent increase has been introduced in the rent-based approach. This rent increase is based on a three-year income test. For D66 this three years is somewhat out of the blue. People with a flexible income in particular, Mr Madlener has already spoken about the zzp'ers, who are likely to suffer from this three-year income test. They may initiate an objection procedure if their income has fallen, but such a procedure takes a long time and success is certainly not assured. That is why the D66 seems the easiest thing to do. I have also heard Mr Van Vliet and Mr Ronnes about it in order to introduce an annual income test instead of a three-yearly one. Does the Minister recognise the disadvantages of a three-year income test and is he prepared to replace this test with an annual income test? D66 has always been in favour of the rent-sum approach. It was also in the agreements in the housing agreement. We are therefore pleased with the agreement that Aedes has concluded with the House Union on this point. Indeed, the rent increase in the rent-based approach can play an important role in removing waiting lists and reducing skews. That's a good thing. However, this rent increase can also work strangely. Let me illustrate this with an example. Imagine an ordinary gallery apartment. In that apartment, every house is the same: a beautiful four-room apartment, a perfect family home. Two families live in two of these houses, which I call the De Vries family and the Van der Linden family for convenience. Neither family pays the maximum rent of €700, while the income of both families is above the limit of €39.000. So both families are crooked. The De Vries family has lived there for fifteen years and pays a rent of €400 per month. The Van der Linden family came to live there three years ago and pays a rent of €600 per month. That rent was harmonised when the family moved. Both families get a rent increase on the basis of the new system, but with that something strange is going on. The De Vries family pays €20 per month more, being 4% increase plus inflation, and therefore goes from €400 to €420 per month. The Van der Linden family, also on the basis of 4% increase plus inflation, will pay €30 per month more and will therefore go from €600 to €630 per month. Because of the new system, the difference is not reduced, but larger. The Van der Linden family will pay €120 more in rent per year than the De Vries family. So the difference in skewed living is only getting bigger. D66 considers it extremely unfair that this bill spares the biggest skeptics the most. That is the way the system works. Does the Minister not find this strange and does he not know any other solution? Would it be possible, for example, to base the 4% plus inflation on the maximum rent, or on the maximum permissible rent according to the housing value system? Sorry about the technique! Or would it be possible to introduce the rent increase in staffes, as the agreement also said, which would give people who pay less than 40% of the maximum permissible rent a higher rent than those who pay less than 80% of the maximum permissible rent? It's all very complicated, but this is intertwined in the systematic. I will continue with my example and return to the aforementioned gallery flat. Next to the family De Vries and the family Van der Linden lives an older gentleman, in the same four-room apartment. This is Mr Barry, who I called him, because I think he was a bit of an old grumpy bitch that was pulled into the flat 30 years ago and therefore pays a rent of €250 a month. Mr Barry, too, should not live in a social housing unit on the basis of his current income, which is high. However, since he is retired, the bill will not give him a rent increase of 4% plus inflation, but no rent increase at all. An exception is made for pensioners. D66 does not understand why pensioners such as Mr Barry, who have enough income, should not be living in a social housing unit and therefore living crookedly in fact it is Mr Barry who is the most crooked person in the flat that is granted an exemption on the basis of the present bill. Why did the Minister choose to exempt pensioners? Does he think this is fair, given the big difference in income position? Of course there are poor pensioners and richer pensioners, but why did the Minister give pensioners a special position and not, for example, large families or other groups? I'd like a response. I see that Mr Barry wishes to respond.
ParlaMint-NL_2016-02-02-tweedekamer-27.u111	Mr. Barry remembers that your pension was 70% of your last income. That's what my dad taught me back in the day. But then D66 came and he wanted to reform everything. Then it suddenly became 70% of your middle income. Bam, away promise! Then D66 came up with: that calculation rate actually has to be calculated quite differently. Come on, let's get a discount on it! Then D66 came... and so on. In other words, from that promise I learned from my father, your pension is a good investment, good thing you do, that you have to build up. So Mr. Barry is in that apartment with his retirement, but there's nothing left of his promises, thanks to D66. So I think Mr Koolmees should also think about what he has meant to pensioners.
ParlaMint-NL_2016-02-02-tweedekamer-27.u112	Sure. I do not know what promises Mr Barry's father made. I wouldn't have done them if I'd been the father. But, of course, the simple question is: what is the income? For all people in rental homes we assume the income. They could be high-income people. If you're retired, you could have a high income. You can also be retired and have a much lower income. Then I'm very much in favour of a lower rent for those people. Of course. But if the income is really much higher, why should we distinguish between retired and not retired?
ParlaMint-NL_2016-02-02-tweedekamer-27.u113	Finally, I'd like to say a few words.
ParlaMint-NL_2016-02-02-tweedekamer-27.u114	Because the pensioners have already been caught more than enough by D66. But apart from that, I'd much rather someone just pay for the house he rents. And sometimes you've been renting for a long time and you have a lower rent. That's just the way it is. Well, then you're lucky, and then maybe you're gonna sit around a little longer, but let's not make it a problem that people pay too little rent. This means that they have more money left and can pay more in the shops. Then the shopkeepers are happy again; then they don't have to go bankrupt. So a little purchasing power is also nice.
ParlaMint-NL_2016-02-02-tweedekamer-27.u115	I am very much in favour of purchasing power, which is why I supported the reduction of the burden. However, Mr Madlener cannot deny that we do have a major problem in the rental market. We've had waiting lists for decades that people don't interfere with. We need to do something about that. I think this is a good step in the right direction, but there are some hooks and eyes on it.
ParlaMint-NL_2016-02-02-tweedekamer-27.u116	Mr Bashir, a brief interruption, please.
ParlaMint-NL_2016-02-02-tweedekamer-27.u117	It seems like a very nice neighborhood, nicely mixed. I would like to live there, especially next to Mr Barry. But I don't understand the problem. It is a very nice, mixed neighborhood with varied incomes and varied people, who enjoy themselves. What's the problem?
ParlaMint-NL_2016-02-02-tweedekamer-27.u118	The problem is that we have very long waiting lists in the Netherlands and that a lot of people cannot go to the housing market. Houses that are actually meant for low-income people are now not available to the people they are meant for, because there are people in them for whom they are not meant. That is a big problem, and there are other problems. Indeed, there is also a lack of middle segment. We've all heard that today. There needs to be more flow and more offer. We all agree on that, but the fact that we have had a disturbed housing market for decades, which leads to social problems because people have to wait eight years for a good home, I find a really big problem. We need to do something about that. It is also our responsibility as a parliament to do something about it.
ParlaMint-NL_2016-02-02-tweedekamer-27.u119	Finally.
ParlaMint-NL_2016-02-02-tweedekamer-27.u120	I don't see any problems, because people who make a lot of money also pay a lot of taxes. They don't get a rent supplement and they don't have a mortgage interest deduction. They pay a lot of taxes. They contribute most of all of the people who live on that street. If there's really a problem with the waiting lists, D66 should just suggest building. And I do not hear Mr Koolmees say that.
ParlaMint-NL_2016-02-02-tweedekamer-27.u121	I find it striking that Mr Bashir has been confusing a few things in his speech all evening. I very much agree that we need to look closely at the income position of different groups in society. We have taxes, surcharges and a lot of income-dependent schemes for that. I can also see that the group that Mrs Schouten has just spoken about, which is not entitled to any supplement or any kind of compensation, is indeed excluded. All this has to do with all these different income-dependent schemes. But then it is not the solution to put even more income-dependent schemes in the homes. Then you have to make sure that the housing market works better and something really happens to the waiting lists.
ParlaMint-NL_2016-02-02-tweedekamer-27.u122	This Van der Linde lives in a store, as you'd probably already assumed. However, I am somewhat sensitive to the sum of your magic, with which you argue that the difference is made greater. The big problem, of course, is that if we don't watch out, we're going to end up in all kinds of complicated stuff. Then we make the system completely incomprehensible to every Dutchman. What happened to that D66 plan from a few years ago? D66 then said: anyone with an income above €60,000 or €70,000 will either buy their rental house or leave or pay a market rent. I thought that was elegant.
ParlaMint-NL_2016-02-02-tweedekamer-27.u123	That was a few years ago. That was before the settlement agreement. In the housing agreement and with this law, a number of steps are taken to ensure that the rents become more market-oriented. An unintentional effect of this system has to do with the largest skewers. The other day we had a little debate in committee on the figures for the housing survey. This shows that 50% of people with an income above the border live in a rental house with 50% to 70% of the maximum permissible rent. So that's where the biggest crooks are. I've struggled with this, too. I have an amendment and a motion in preparation for a solution. In the housing agreement there was a stale approach, so the biggest crooked people pay a little more. But the poor crooks could be met. I think that's a nice thought. I ask the Minister whether he recognizes this, whether he agrees with me and what a possible solution would be, and then proceed with the amendments I am struggling with. The Minister wrote in the answers to the written questions that the investment capital of corporations will decrease by 75 million euros as a result of the rent-based approach. According to the corporations, this will have increased to a multiple of these by mid-2020. This will allow them to invest significantly less in both existing and new homes. As a result, sustainability will remain behind; at least that is my fear. In the major cities, it is indicated that earlier agreements on sustainability cannot be reached. Does the Minister recognise the facts and figures presented by the housing corporations? Does the Minister believe that housing corporations will invest less in sustainability thanks to the rent-based approach? This follows on from the discussion that Mrs Schouten and Mr Ronnes have just had. Does the Minister intend to do something about this? If so, what exactly? I've come to rent temporarily. For D66, renting for an indefinite period is a principle that we should not overdo. After all, a man must have a great deal of certainty about the fact that he can live. The situation in some other countries, where temporary rental is really the norm, scares the hell out of us. At the same time, I see certain groups for which temporary rentals offer a solution. I think about young people and foreign students. That is what I said this afternoon in the debate on Mrs Schouten's own-initiative proposal. It can provoke supply and it can promote flow, but can the Minister assure us that renting for an indefinite period remains the norm? I had prepared a lot of questions about this, but I have seen that there is an amendment by Mr De Vries, which already contains a restriction. As far as I am concerned, these are improvements. I would like to hear the Minister's response to this amendment. Then we can see in second term whether this is going in the right direction. The bill shows that a tenant with a temporary contract cannot terminate his contract within his annual term. This contrasts with the flexibility that a temporary contract should offer. Does the Minister agree with me that the tenant should be able to terminate a one-year temporary contract at any time? Can the law be amended so that this is the case? Mr De Vries has been in favour of this too. He has tabled an amendment which I am sympathetic to. However, I await the Minister's reply. This bill certainly does not deserve the beauty prize. It contains two parts that have little connection. Both parts, however, can be made with some cuts and here and there some amendments can be made into a proper legislative proposal, which can bring about the much-needed change in our rental system and promote the flow.
ParlaMint-NL_2016-02-02-tweedekamer-27.u124	I'm reopening the meeting. We will continue with the debate on the Wet flow rent market.
ParlaMint-NL_2016-02-02-tweedekamer-27.u125	I'd like to make an order proposal. We're dealing with an important law tonight and we can, of course, try to complete that legal process. I understand that there are 18 amendments and there is quite a bit of confusion among the participating colleagues as to whether we all still have the overview. I understand that two notes of amendment are on the agenda tonight. Taking all that into account, it might be wise to do the second term next week so that we have everything quietly in a row.
ParlaMint-NL_2016-02-02-tweedekamer-27.u126	I will see if others will support this proposal.
ParlaMint-NL_2016-02-02-tweedekamer-27.u127	On behalf of the SP Group, I support the proposal.
ParlaMint-NL_2016-02-02-tweedekamer-27.u128	My vote is threatening to fail, so I also support this proposal.
ParlaMint-NL_2016-02-02-tweedekamer-27.u129	If that letter of amendment comes, I would prefer to suspend for ten minutes so that we can see if we can continue. It'd be better if we could finish the job tonight.
ParlaMint-NL_2016-02-02-tweedekamer-27.u130	I'd rather finish the job, too, but if there's a need for suspension, I'd be happy to work with it.
ParlaMint-NL_2016-02-02-tweedekamer-27.u131	By suspension, you mean we'll finish tonight?
ParlaMint-NL_2016-02-02-tweedekamer-27.u132	Yes. I have been able to keep up with the amendments so far, so that should work.
ParlaMint-NL_2016-02-02-tweedekamer-27.u133	In view of the many amendments and the letter of amendment that I understand is still to come, I think it is very healthy to do so at a later date. I can imagine that the Minister will do his first term first and then suspend for a moment to see how we proceed.
ParlaMint-NL_2016-02-02-tweedekamer-27.u134	Apparently, there's going to be something I don't know yet, so I still can't tell if that's complicated. I think the subject is important enough to look at it quietly. In principle, therefore, I am not against a suspension and proceeding at a later date.
ParlaMint-NL_2016-02-02-tweedekamer-27.u135	There is no majority in favour of holding a second term at another time. I therefore propose that the Minister start with the answer to the questions asked. However, I would also urge Members of Parliament to intervene at a time when it is really necessary. Otherwise, we can stay here tonight, even with a second term, until we are quite late. Don't move, I mean. I'm sorry, I have to put it nicely.
ParlaMint-NL_2016-02-02-tweedekamer-27.u136	Mr. Chairman. The debate on order was already about the pace of this law being dealt with. First of all, I would like to thank the Chamber for the urgency of the matter up to now. As far as I am concerned, the urgency of this legislative proposal relates to the following. If we want to have an effect on the rent and we also want to give the First Chamber sufficient time to look at this law, it is important that we should be able to vote on the bill next Tuesday. Rentals or increases usually take place on 1 July. I would like to say again that this should not be at the expense of care, but it would be a pity if we did not succeed in bringing into force this summer the rent-free allowance laid down in the law. A number of speakers pointed out that this law has several components. First of all, it's introducing a maximum rent. Secondly, that is a periodic income test. Thirdly, this is the introduction of some forms of temporary rental under a number of conditions. The coherence between these components, which many asked for, is clear to the cabinet. Any intervention on the rental market, e.g. introducing a rental fee, has an immediate impact on the offer. When I talk about supply and demand, I know that Mr Koolmees always looks at me critically. I can see him nodding now, too. What a rent sum of inflation plus 1% does is to reduce the average space for rent increase. It was on average inflation plus 2.5%. That was the average of the income-dependent rent increase there was. The economist, as well as anyone who thinks logically, realizes that this means less revenue and therefore less building. I would like to look at Mr Bashir in this regard. So that has implications for the offer. It also has behavioural effects, because as the rents increase less, the difference between the market value of a property and what people pay slowly but surely increases. That takes a number of years, but the difference is growing. So this also has an effect on the flow. In fact, we are of the opinion that this flow deserves attention. That is why this law sought balance. First of all, it is about implementing the agreements contained in the housing agreement. The last outstanding appointment from the very popular housing agreement is that there would be a proposal for a rent. It took a little longer than planned, because it was hoped that housing market parties would come up with a proposal themselves. In the end, two major parties have reached an agreement, unfortunately, that was not all the parties involved and it has been pinned on inflation plus 1%. I want to follow that inflation plus 1%. I attach great importance to an agreement between important parties in the housing market, but I run into the effects on the rental market that I just mentioned. I can partially overcome these effects on the rental market by continuing to apply an income test. Strikingly enough, that was a delicate point when it was introduced three years ago, but it is now said, also on the side of landlords and on the side of many corporations, that it is a good point. So the income test is one. Another instrument is the simultaneous introduction of temporary leases under strict conditions. That is a long-standing discussion. Before my time, the Christian Union and the CDA have jointly tabled a motion asking to look at the possibilities for temporary leases. I believe that this was in the time of my predecessor, Mrs Spies. This led to extensive consultations with the housing market parties. Indeed, it has been confirmed that in a number of situations there is a need for more space for temporary leases. This law also provides for this. Since this will also allow new offers to be released, the introduction of temporary leases in this law will ease the disadvantages of the rent as it is now introduced. This is a reason for the cabinet to say: as a single package, we think this is a responsible law for the flow and affordability of the rental market. If you pulled a piece out of it, the balance would fall out of the package. In that case, it is no longer a law for the cabinet to give the necessary impetus to the housing market.
ParlaMint-NL_2016-02-02-tweedekamer-27.u137	I have a comment to make. The Minister says that research has shown that there is a need for fixed-term contracts for a number of groups. Doesn't it make sense for you to name that target group in the legislation you're making instead of giving it a generic exemption?
