ParlaMint-NL_2016-03-22-tweedekamer-32.u1	I would like to welcome the Minister for Housing and National Service.
ParlaMint-NL_2016-03-22-tweedekamer-32.u106	I agree with Mr Madlener that it does not work if a municipality comes up with a half-approach. If a municipality wishes to make use of it and makes a specific application for it, there will be a review by me or my successors. Offering Skaeve Huse, or a similar variant, could be part of such an approach. I am not going to prescribe exactly how every municipality should do that, any more than for the rest of the approach. Again, that really depends on local customization. I can imagine a municipality saying: I really have this problem in a specific street or number of streets, but not city-wide. The example of D66, which shows that people are really being bullied away, is unfortunately very recognizable. This generally refers to a street or even a porch. Such a municipality can very well say: I do not necessarily have to set up new homes elsewhere in order to deal with this problem properly. When such an application comes, I will look closely at whether there is a global approach for that area, but I am not going to prescribe exactly what that approach should be, whether it is about Skaeve Huse or another part. However, it must be a comprehensive and perspectiveal approach. Mr Bashir asked whether ggz patients were not specifically affected by this law. This law looks at criminal backgrounds. If that does not go well through the statement of behaviour but through the police records, this law obliges the police to give an explanation. The police will not just say about someone who is clearly a psychiatric patient: this is a criminal on the grounds of evil faith. In that case, the police will indicate that the person is known as someone being treated. In addition, the people returning from the ggz are among the priority target groups of housing corporations. For both reasons, therefore, it is highly unlikely that this law would run counter to ggz patients or former ggz patients. Mr De Vries asked, on the basis of the review of the law currently in force, whether it is not possible to reconsider Article 8 which makes it possible to impose income requirements and to focus more on Article 9, which allows for a priority position for higher incomes. I do not think it makes sense to delete these measures. I don't read the evaluation like that either. I have just indicated that this shows that, on the one hand, the nuisance has not been reduced, but, on the other hand, the proportion of people with an income from work has increased. That is an important goal in itself. If Mr De Vries then asks me if I am prepared to take another critical look at these articles in the next evaluation, I am happy to say so. The purpose of an evaluation is, of course, to look critically at the functioning of the law and these two articles are in fact the core of the law.
ParlaMint-NL_2016-03-22-tweedekamer-32.u107	I welcome that commitment. I would like to ask another question about the Minister's reasoning. If you conclude that there are more people living in a neighborhood with a job, after you've been keeping people out of work for years, I don't think that's such a crazy outcome. If you only allow people with blue eyes, you'll see over time that the number of people with blue eyes is increasing. I hope the evaluation doesn't see that, but the fact that you're resisting people and that you won't see any improvement in the quality of life.
ParlaMint-NL_2016-03-22-tweedekamer-32.u108	A further evaluation will also focus on the quality of life. Again, I find the fact that more people ride their sandwich boxes to work at 7.30 in the morning, a win in itself. Part of the prevention of ghetto formation is that your children give the impression that you deserve an income from working.
ParlaMint-NL_2016-03-22-tweedekamer-32.u109	We also agree on this, but the price is that you exclude people who do not have a job, who are often unable to do anything about it, from a housing permit. If it doesn't have any influence on the quality of life that there are also people who go to work daily with a sandwich box, except that it looks good in our minds, then I don't think that's enough to keep people out of work. That's my point.
ParlaMint-NL_2016-03-22-tweedekamer-32.u110	I don't think you can draw that conclusion right now. I would also like to comment on the way in which Mr De Vries puts it. This measure also applies to a municipality which can only take place as part of a broader plan of approach, after approval by the Minister. There are therefore strict safeguards for this too. Part of this is that it is being considered whether the people who do not have income from work have sufficient opportunities for accommodation elsewhere. The evaluation shows that this component does not pose any problems. People do find shelter elsewhere. I come to the questions about the screening. Mr Van der Linde asked why the bill is based on a choice of screening, either on police records or on a statement of behaviour. That has been done because, as far as I am concerned, the added value of accumulation is not obvious. An explanation of behavior is based on real, harsh convictions. It doesn't add much to stack it on top of police records. In fact, you violate people's privacy twice. As a result, such a accumulation is more vulnerable to the weighting of fundamental rights that every Dutchman has. That is why we are presenting it in this legislative proposal in the form of or/or. Mr Van der Linde also asked why four years are being looked back. Isn't that too short of serious crimes? We have chosen for four years because this is also the look-back period for a vog application. We wanted to be consistent in that. At some point, you have to give people a new chance, because apparently they haven't fallen into their old behavior for a long time. Mr Bashir asked whether a tenant could be prevented on the grounds of mere notification or suspicion. He gave the example that someone just throws garbage on the street or just makes the music loud. It is important to stress once again that this procedure can only enter into force in an area where there are apparently long-term viability problems and where the municipality has a clear approach to this. So it's not like someone in a random neighborhood somewhere in the Netherlands can be confronted with this if he has the music too loud or throws garbage on the street, no matter how reprehensible both are. It must really be a neighbourhood where there is a structural problem of viability. In this case, if no other facts are known, the vog will be granted. These are very burdensome cases, but they do not fall into the category of crime. This illustrates exactly why it can be so important for livingability to work with police data. According to the bill, the police must also give an explanation. Such an explanation will be about whether someone has put the music too loud once at an exam party, or whether the police are called year after year, has called a number of times and does not improve someone's behavior, in a neighbourhood where the viability is already a problem. In such a case, the government will eventually have to side with the benevolent resident, who wants the children to sleep at night to go to school rested the next day. Such a measure is also proportionate in that case. I would also like to say straight away why Mr Bashir's statement that a vog would be sufficient is not valid as far as I am concerned. This is because it is not necessarily a criminal offence. Such behavior cannot be addressed if only the vog route is available.
ParlaMint-NL_2016-03-22-tweedekamer-32.u111	This example leads me to ask a question, because noise pollution often does not get through to an entire neighborhood, but to the adjacent house or apartment underneath. So it's a very local nuisance. It can be very serious: we may all know cases in our environment where this really leads to some kind of terror and people are being bullied out of their homes. If you're gonna move the people who make their neighbors' lives so miserable to another place, you've just moved the problem. Then you haven't improved the neighborhood, but then you've saddled other people with the trouble of the nuisance. So I repeat my question. Does the Minister really think it is a solution to say to such a nuisance: are you going to live somewhere else and be a nuisance there? It won't be in a detached villa, I can imagine. Doesn't the Minister think it's better for the municipality to think about where such people should be placed? Isn't it better to just put them together, the people with the loud music?
ParlaMint-NL_2016-03-22-tweedekamer-32.u112	Mr Madlener makes it a bit like we're facing each other, but I don't think we are. It's not like the municipality can just say yes or no. The municipality can also issue a permit with conditions when screening police data. For example, a condition may be that no noise is made anymore. Indeed, a condition could also be that there is accompanied living in a certain complex. This law therefore makes what Mr Madlener wants possible. Conversely, what Mr Madlener wants cannot be implemented if there is no such law.
ParlaMint-NL_2016-03-22-tweedekamer-32.u113	You can impose on people as a condition that they should not make noise, but that is not always happening. Those people won't listen to that. After all, they are structural nuisances who have already shown that they do not care. Those are the very persistent cases. If the municipality finds that someone is a very persistent case for their neighbors, of course we should not move that person to other neighbors, because then you have the same problem. Such troublemakers really have to live in Skaeve Huse or in such a scum village, and I would ask the Minister to make that a little more compelling.
ParlaMint-NL_2016-03-22-tweedekamer-32.u114	Once again, a municipality can make that choice, at least if this law is passed, because now there is no such instrument. I cannot say centrally that this is always the ideal solution from Roermond to Capelle aan den IJssel and Rotterdam. I can say that without this law, the municipality does not actually have the necessary instruments, and that is why we are here. Mr De Vries asked whether the costs of the statement on behaviour could be borne by the municipality. That's okay, but I'm not going to centrally prescribe that because I'm not going to go over the municipal finances.
ParlaMint-NL_2016-03-22-tweedekamer-32.u115	I understand that, but I think this is a more important principle. Are we going to let the people we like in those houses, those complexes and those areas pay to keep the people we don't want out? I think that is a really strange point in principle.
ParlaMint-NL_2016-03-22-tweedekamer-32.u116	It is precisely with this in mind that it is possible for a municipality to bear the costs of explaining the behaviour of the people of whom it considers it important that they live there. Again, these are specific areas, not neighbourhoods with tens of thousands of inhabitants. However, when it comes to municipal finances as a former alderman, Mr De Vries will recognize that. I do not feel obliged to make that mandatory.
ParlaMint-NL_2016-03-22-tweedekamer-32.u117	This former alderman would not like to have a debate with the council about it, but would prefer it if the Empire decided that those costs would be borne by the municipality, because it is justly fair. For a family consisting of four or five people it can be quite a lot, especially if it also has to pay a month or a month and a half rent as a deposit. That goes for such a family that is of good will and that fits in that neighborhood, really get up.
ParlaMint-NL_2016-03-22-tweedekamer-32.u118	Then, as part of its approach, a municipality can take charge of these costs in respect of those good people whose municipality also wants them to live in that neighborhood. So there's a solution, but I can't impose it here with a snap of fingers.
ParlaMint-NL_2016-03-22-tweedekamer-32.u119	Often that's an empty regulation...
ParlaMint-NL_2016-03-22-tweedekamer-32.u120	Mr De Vries, I suggest that you make your interruption brief and concise. I think the Minister's answer was clear on this point.
ParlaMint-NL_2016-03-22-tweedekamer-32.u121	The question is whether a municipality can do what the minister is now saying. Often, funds are charged on the basis of a tax or fee regulation that you cannot selectively apply. The only way you can't charge those costs is if the Empire says you can't. That's why I'm asking the Minister to make sure that this isn't allowed.
ParlaMint-NL_2016-03-22-tweedekamer-32.u122	Once again, I will focus on the financial considerations of a municipality, without having to do so. A municipality can make such a trade-off itself. Mr De Vries also asked whether a person who is in a relationship can be blocked in withdrawing from the love of his or her life with someone who already lives in an area covered by this measure. In this case, we'll soon be talking about family life. Also having a stable relationship, even if not married properly, will still be considered part of family life. You have to be able to reasonably prove that it's a real relationship. In that case, the licence will not be refused, because it concerns family life. Mr De Vries also asked why buyers are not part of this law. This is because this proposal is an amendment to the Housing Act. At the time, in this Chamber, I believe that in 2013 the Housing Act was chosen to cover social housing, housing with scarcity and distribution issues in many municipalities. This amendment is also linked to the type of housing for which the law is now in force. I remember that only an exception has been made for residential properties in the Wadden Islands, because there is a shortage of housing there. Mr Koolmees asked, just as Mr De Vries did, whether the proposed review on the basis of criminal behaviour would not duplicate the assessment that is already possible on types of income. I don't see a double in that. It is an approach to two different lifestyle issues. One is the proportion of people with income from work. However, the bill really deals with abusive or criminal behavior. Mr Koolmees asked exactly how the explanation by the police is going. In the AMvB that we are working on, no precise impact has yet been given, because I have not yet received any signals on this. We have, of course, consulted closely with municipalities, police and housing corporations about this law. The wish simply didn't come true; therefore it wasn't fulfilled. Mr Koolmees also asked how to prevent very different signs in the different police regions. We intend, as should be the case with the entry into force of a new law, to include those who have to work with these measures through a training pathway in the way the police and other data subjects handle the data. I very much agree with Mr Koolmees that the confidentiality of data is crucial. In the AMvB that will follow this bill, we will therefore include a large number of safeguards regarding the careful handling of police data. Mr Koolmees asked me to refer the AMvB to the Chamber before it came into force. I am happy to do so, so that Mr Koolmees does not just have to take my word for it now, but can read it again quietly. Mr Koolmees asked how the Dutch Data Protection Authority is involved. He has his own authority to investigate. The handling of police data will of course also be included in the evaluation of the law.
ParlaMint-NL_2016-03-22-tweedekamer-32.u123	I attach great importance to this point. My colleague, Steven van Weyenberg, has, in the context of Suwinet and privacy-sensitive data at municipal level in relation to welfare benefits and that kind of social benefits, found a lot of abuses. We have had to pull it very hard to get it properly implemented in practice. What happened? Files were taken from well-known Dutchmen by all kinds of officials who had all kinds of login data. Since this is or may be very privacy-sensitive information, I think it would be very wise to be very clear about it in advance and to arrange it properly. Does the Minister intend to do so, for example through a training course and with such safeguards? I think it would be very wise if the Personal Data Authority were actively involved in the elaboration of this in order to prevent us from getting a repeat of Suwinet.
ParlaMint-NL_2016-03-22-tweedekamer-32.u124	I agree. Hence my offer to present the AMvB to the Chamber. Mr Koolmees has also tabled an amendment, in my view precisely for this purpose. I leave the opinion on the amendment to the House, because it fits in with the proper way in which I also want to deal with police data.
ParlaMint-NL_2016-03-22-tweedekamer-32.u125	That is very positive, but I have asked questions on three issues. The first one concerned the hanging of the AMvB. The second, the amendment, concerned the importance of using it only for the licence. The third question was whether the Minister would like to ask the Dutch Data Protection Authority to check municipalities for the handling of these police data. The Authority shall have independent competence. I understand that, but I expect a slightly more active attitude.
ParlaMint-NL_2016-03-22-tweedekamer-32.u126	I have no problem asking those questions to the authority. I am always a little reluctant to say to authorities who are independent of the Minister: would you not carry out checks? When I answer that, I think I will score three out of three, so I would like to say that Mr Koolmees is happy to do so. Then there are a number of questions about different subjects. Mr Van der Linde put a question to him. Others agreed with him on shortening the period for the issue of the housing permit. I agree that rapid treatment is very important. The time limits for handling government decisions are laid down in the General Administrative Law Act. It is not very logical to agree on separate time limits under this law which differ from that. Mr Van der Linde also asked about the role of the province. I indicated that the province is being consulted on the impact on the housing market. Furthermore, the province is the supervisor of municipalities. If there is cause for concern about the way in which the municipality implements this law and other laws, the province is the appropriate authority to intervene. Mr Bashir asked what had been done with the letter from the College of Human Rights. As a result, a restrictive list of offensive and criminal offences has been included in the legislative proposal. It has also been decided to draw up an AMvB, to which I referred in the direction of Mr Koolmees, which includes additional safeguards on privacy.
ParlaMint-NL_2016-03-22-tweedekamer-32.u127	Both the Human Rights College and the Council of State have strongly criticised this bill. I would have expected the Minister to start his input with reasons of principle why he considers this bill to be more important than the objections mentioned. When I read what both organisations are writing, I can only say that this bill is actually being chopped up. There is talk of a serious violation of fundamental rights: freedom of establishment, free movement of persons and respect for privacy. It's going pretty far. How does the Minister view that?
ParlaMint-NL_2016-03-22-tweedekamer-32.u128	Mr Bashir asked why I did not begin my speech on fundamental rights. I started my speech on fundamental rights. In fact, I started by referring to the words of Mr Bashir and Mr Van der Linde, because they pointed out how important the fundamental right to safe and undisturbed living is for all inhabitants of the Netherlands. This is so important that as a government you may be forced, under strict guarantees, to restrict the fundamental rights of the troublemakers. At the end of the day, I will take the side of the friendly citizen who wants his children to have an undisturbed night's sleep and be safe on the street. That's what I said. That's how I guarantee these people's fundamental rights. We are not doing this lightly, hence the extended review procedure in this law. But it is a balance between fundamental rights.
ParlaMint-NL_2016-03-22-tweedekamer-32.u129	I get that. In fact, if what the minister is saying was at the heart of his bill, I would have embraced the bill. Who's against dealing with nuisance? The nuisance is just not adjusted, it is spread across the Netherlands. Now some of the neighborhoods are affected, but they're about to be forced to move to other neighborhoods. Then the whole of the Netherlands suffers from that. That is at the heart of the criticism of the College of Human Rights. That says: soon, for example, the municipalities and housing corporations may be able to look at the data of all Dutch people who want to live somewhere, to ward off a few nuisances from a certain neighborhood, after which these people will then be distributed throughout the Netherlands. That is a fairly serious violation of the rights of both individuals, both the troublemaker and those who experience nuisance, without having addressed the problems. That is why I come back to my first question, the reasons for doing so in principle. What the Minister is proposing is quite considerable, isn't it?
ParlaMint-NL_2016-03-22-tweedekamer-32.u130	Mr Bashir's long speech really contains a number of inaccuracies. He states that nothing is being done about the causes, but only that it is being spread. I have argued in detail that it was already stated in the Law on State aid that I will only grant permission if the municipality demonstrates that it is an area with serious, long-term problems where the municipality also takes other measures. So that theorem just doesn't add up. Mr Bashir says that a housing corporation has access to data. That's not true, either. It may be that Mr Bashir and I disagree on the substance of the matter, but then we must be very precise on what point we disagree on the substance. Mr Bashir asked whether these measures were linked to the cuts in the police force and whether there should be more money to the police. No, these measures are motivated by an urgent desire of municipalities and housing corporations, which need additional tools, as Mr Ronnes said. Speaking of cutting back on the police, there is some discussion about passing on election programmes, but I did take a quick look at how much the SP was cutting back on the police, and that really was a quarter of a billion. Then you should be glad that measures are being taken after all. Mr De Vries asked why no action has been taken against municipalities which are already carrying out screening. The fact that screening is already being carried out by a large number of municipalities indicates the need for this type of measure. The way it is happening now is not illegal, but it is also not legally guaranteed. So I didn't see any reason to go over that with the knot. In the way in which the supervision of the municipalities is regulated, that would also be the province. Since I do not think it is properly guaranteed now, I have just submitted this bill to the Chamber. At the moment, no firm guarantees have been laid down as to how these police records should be handled exactly. The type of police data and how privacy should be handled are not regulated. With the current application of the instrument by municipalities, the appeal and objection are not properly regulated and there is no review by the minister, who assesses the effects on surrounding municipalities and who examines whether sufficient other instruments have been used. The fact that screening is already being carried out on a fairly large scale is an important signal, which I would like to have a good legal framework.
ParlaMint-NL_2016-03-22-tweedekamer-32.u131	Isn't that what these municipalities are doing to violate people's fundamental rights without a legal basis?
ParlaMint-NL_2016-03-22-tweedekamer-32.u132	Of course, any tenant or tenant is free to go to court in such a municipality and make the point of Mr De Vries. That's gonna be an exciting trial. But that is different from Mr De Vries' question to me whether I have seen any reason to act. Yes, I have seen reason to act in the way we are discussing here tonight. I did not want to appeal to the municipalities that it is completely undesirable what they are doing, because I also see the need for instruments to deal with nuisance. Mr De Vries then asked why there was no obligation to consult tenants and landlords in the law. Since we have already laid down in the Housing Act that this consultation should take place and it is logical that this subject should be on the table, it seems to me that it is twice as important to include this in this law. I'm assuming the three parties really know how to find each other. If you want to take these measures, it is a big issue, which is really explicitly addressed in the city council, but as far as I am concerned, too, in that discussion on local performance agreements. Mr De Vries also asked whether the assessment of the landlord levy later this year looked at the possibility of creating an Investment Budget for Urban Renewal. I have made this commitment before, of course within the financial rules we have agreed on. I will indeed look at the possibilities for this. I come to the amendments that have been tabled. The first is the amendment to item No. 8 by Mr Koolmees, who calls for an additional guarantee for dealing with police data. I have just indicated in an interrupting debate that I would like to leave this amendment to the House's judgement. Secondly, I come to the amendment on item No. 9 by Mr Bashir, proposing to delete screening by means of police data and to allow only screening on the basis of the behavior statement. I already indicated that a lot of troublesome behavior wouldn't come into the picture that way. Furthermore, we do not have the possibility to attach a behavioral requirement to a housing permit, but also an important instrument, because in that case you do not have to refuse but can install an additional guarantee to protect the residents. For both reasons, I would advise against this amendment in respect of item No. 9. The amendment in part No. Mr De Vries and Mr Van der Linde proposed to shorten the procedure for granting the housing permit from eight weeks to four weeks with a possibility of extension. I have just indicated that the General Administrative Law contains deadlines for government decisions. The bill as it is now before us is a part of it. I find it difficult in the system of Dutch legislation to suddenly deviate from what is actually the overarching law for decision-makers. Since I understand the concerns of the Chamber about the emptying of rental homes, I am prepared to consult again with municipalities and police, those who will also have to process the data, on whether they can work towards a shorter lead time in practice. I shall return to the AMvB, which I shall submit to the Chamber. I should, however, like to say that I have to dissuade this amendment from being hard at the moment. In the amendment to item No. 11 by Mr De Vries, it is proposed to apply the screening also to buyers, not only to tenants. I have already indicated that the background to applying the Housing Act to tenants is that the Housing Act is currently focusing, with the exception of the Wadden Islands, on scarce housing, i.e. on social housing. Since this is about the fight against nuisance and criminal behaviour, which is something other than scarcity, I can understand Mr De Vries' wish. All things considered, I shall therefore leave this amendment to the judgement of the Chamber.
ParlaMint-NL_2016-03-22-tweedekamer-32.u133	I have one question to clarify. Thus, the social housing would be included as well as housing for sale, but the free rentals would not be included. Let me get this straight.
ParlaMint-NL_2016-03-22-tweedekamer-32.u134	No, then free rent is included. I shall now turn to the Amendment No 1, tabled by the Committee on the Environment, Public Health and Consumer Protection, on behalf of the Committee on the Environment, Public Health and Consumer Protection, on the proposal from the Commission to the Council (Doc. 12 It proposes that the power to issue the residence certificate should not be placed with the College of Mayors and aldermen, but only with the Mayor. The choice for the college of mayor and aldermen has been renewed to the system of the Housing Act as it is now. An additional argument now that it concerns data on nuisance and criminal behavior is that in the legislative proposal we very sharply frame what type of data can be used. A mayor has knowledge of more facts about residents known to the police as a result of his duties. It will then be a task for a mayor to separate in his head the facts he knows, but not to use them in the application of this law, and the facts he knows and may use in the application of this law, because he has been given them by the police under this law. On both fronts, I must, on balance, discourage this amendment.
ParlaMint-NL_2016-03-22-tweedekamer-32.u135	I'm having a really hard time with that. I've asked a lot of questions about the validity of the police records and the serious breach of people's privacy. I know from experience that when a college of mayor and aldermen is aware of backgrounds, a lot of officials are involved. There is then a fairly wide spread. It is very common for confidential data to run through the mayor's administration. I also assume that we appoint mayors who are able to distinguish between data they may use for one task and data they may use for another. The Minister's argument on that point does not seem to me to be a very good argument. I assume we'll appoint mayors who can.
ParlaMint-NL_2016-03-22-tweedekamer-32.u136	I don't rule out Mayors being able to do this. I indicated that I have two reasons for choosing the college of mayor and aldermen instead of just the mayor. One reason is that the law does the same on other parts and the other is that a mayor can get into a complicated position. Not necessarily impossible, but complicated. These two factors bring me to the conclusion that this amendment should not be recommended. Finally, there is the amendment to item No. 13 by Mr Van der Linde. This is intended to shorten the procedure for the designation of areas to a maximum of eight weeks instead of the thirteen weeks that are now available. This reduction might be possible, so I would like to leave this amendment to the Court's judgement. I hope I have answered the questions in the first place.
ParlaMint-NL_2016-03-22-tweedekamer-32.u137	Thank you. I'll take a look at the members. You have a second deadline, so if there are any questions left, I would suggest that you raise them in that second period. First of all, in the second term, I give the floor to Mr Van der Linde.
ParlaMint-NL_2016-03-22-tweedekamer-32.u138	Mr. Chairman. I think I can be very brief. I would like to thank the Minister for his detailed reply. I'm glad he makes us understand that we're not as far apart from each other as we might think from time to time. At least we all serve the same purpose. One of the questions I asked has not yet been answered, but I suspect I already know the answer to that. The third question is: how do we screen people who come from outside the Netherlands? I suspect the reality is that we simply cannot. Then let us face it. I don't have any more questions.
ParlaMint-NL_2016-03-22-tweedekamer-32.u139	Mr. Chairman. I would like to thank the Minister for the comprehensive answer he has given to the questions. The Minister began by repeating both my words and those of Mr Van der Linde. I take that as an incentive to put forward a proposal to boost the quality of life. That's what I'm gonna do, because if you want to liveability and liveable neighborhoods, you're gonna have to make money for that, too. Hence the next motion. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Whereas municipalities have been given more tasks with less budget;]] [[Whereas an effective neighbourhood approach with the control of local residents prevents nuisance;]] [[noting that there is currently no budget or policy for neighbourhood approach;]] [[calls on the Government, in consultation with the Association of Dutch Municipalities, the Housing Union, Aedes and the Eigen Huis Vereniging Eigen Huis, to draw up a proposal to create a rural neighbourhood improvement fund, taking into account local differences and the control of local residents, and to submit this to the House of Representatives,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Bashir. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-34314-14]]
ParlaMint-NL_2016-03-22-tweedekamer-32.u140	Is it not better to talk first about the availability of sufficient funding before talking about such a fund? Wouldn't the evaluation of the landlord's tax be a good time for that? We would then be able to see how we can implement this.
ParlaMint-NL_2016-03-22-tweedekamer-32.u141	We are now talking about tackling the problems. We have now discussed this in detail. The cabinet is proposing to spread problems, but we want them to be really addressed. In the first term, you challenged me to mention amounts. I did, but I don't have them in mind when working out this motion. This motion asks the cabinet to work together with social parties to find a budget and then to work it out. I think it is now time to take action. We shouldn't wait too long. What else needs to be done? Aedes has done research under 174 corporations that show that problems are really reduced if you choose a closing approach. I would therefore ask the Minister to do something about this. Hence the next motion. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Whereas people are expected to live independently at home for a longer period of time;]] [[Whereas millions of euros have been saved on welfare work and mental health care;]] [[Considering that housing corporations received around 18,000 reports of structural nuisance due to confused persons in 2015;]] [[noting that a coherent approach to municipal, police, ggz and civil society organisations can reduce nuisances, as a survey by Aedes among 174 corporations showed;]] [[calls on the government, together with municipalities, police, ggz and civil society organisations, to ensure a coherent approach to minimise the causes and consequences of nuisance,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Bashir. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-34314-15]]
ParlaMint-NL_2016-03-22-tweedekamer-32.u142	Finally. I wonder how the Minister gets the figures on the cuts the SP would like to make on the police. I didn't find it. I took up our election program with the cash flow bill that was there, the financial picture. The SP invests 100 million in security and 100 million in strengthening the rule of law. We also pay EUR 140 million to the police. In total, this is EUR 340 million. Indeed, we are also making savings, namely by legalising soft drugs. According to the CPB, that's a cut. All I see is an increase of 160 million. Maybe we should take a look at where things aren't quite right between the Minister's figures and mine.
ParlaMint-NL_2016-03-22-tweedekamer-32.u143	The minister's coming up with an iPad and showing us the numbers.
ParlaMint-NL_2016-03-22-tweedekamer-32.u144	Mr. Chairman. We see the problems in the disadvantaged neighbourhoods only increase because of the constant flow of new disadvantaged non-Western immigrants. That's actually what all the parties in this house on my party, the PVV, are forgetting. You shouldn't mop with the tap open. If you don't handle this, then the rest of you don't make much sense. If you want to tackle people who cause structural and serious nuisance to their neighbors, then of course you shouldn't just let them move elsewhere. Then they will again cause trouble there. You actually have to put them in a separate house, in bastards' huts, rigging villages or Skaeve Huse, to say it to his Danish, because there are good experiences with that. I'm filing a motion for that. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[having regard to the opinion of the Economic and Social Committee;]] [[Whereas this will speed up the deterioration of vulnerable but relatively viable neighbourhoods;]] [[Whereas in Denmark, the so-called Skaeve Huse offer a proven approach to nuisances;]] [[calls on the Government to require municipalities wishing to make use of selective housing allocation in connection with serious and repeatedly burdensome behaviour to offer alternative housing in places where this will not lead to nuisance (Skaeve Huse, scum villages or shithouses),]] [[and goes to the order of the day.]] [[This motion has been proposed by Mr Madlener. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-34314-16]]
ParlaMint-NL_2016-03-22-tweedekamer-32.u145	This motion is about the structural cause of nuisance and not about selection on the basis of income, because then, of course, it makes no sense. In cases of nuisance, of course, we should not just let people cause nuisance elsewhere. That was just a comment on the definition of the motion. I hope the Minister will give me a positive opinion.
ParlaMint-NL_2016-03-22-tweedekamer-32.u146	Mr. Chairman. I thank the Minister for his answers. I am pleased to note that if things get really exciting, we have the same view, namely that the right to safe living and a safe living environment should prevail over the rights of people who cause serious nuisance. I am also pleased that the Minister has clearly stated that the measure introduced into this law is the final piece and part of an overall approach. He promised that he would look at an opportunity for a new urban renewal budget in the evaluation of the landlord's tax. The Labour Party attaches great importance to tabling a motion on this matter in relation to this law and in order to determine the overall approach. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Whereas there are still neighbourhoods and neighbourhoods in the Netherlands where there is serious pressure on viability;]] [[Whereas this applies in any case in neighbourhoods in which complexes, streets or areas have been designated by the Minister for Housing and National Service for the application of the instruments of the Law special measures metropolitan problems;]] [[Whereas the use of these instruments is only effective if it is part of a comprehensive approach to the quality of life in the area in question;]] [[Whereas it is better to start an approach to quality of life earlier in order to prevent the use of far-reaching resources such as those provided for in the Special Measures Act, and that the Urban Renewal Investment Budget was an effective tool for this at the time;]] [[calls on the government, when evaluating the landlord levy, to examine the possibilities of re-creating an Investment Budget Urban Renewal,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Albert de Vries. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-34314-17]]
ParlaMint-NL_2016-03-22-tweedekamer-32.u147	The Labour Party welcomes the Minister's commitment to review the application of Article 8 in the next review. We really do attach great importance to considering whether a link can be established between the exclusion of people without jobs and their viability and that the criterion is to determine whether Article 8 can be enforced. We think it is wrong that people who have to consult a vog because they need a housing permit, who have to pay for it themselves. We are therefore tabling the next motion. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Whereas, in order to obtain a statement of conduct, fees are due;]] [[Whereas, when applying the Special Measures Act, such a declaration can be made compulsory for the purpose of obtaining a housing permit and that it can only allow access to a housing for which a household is eligible under the priority rules;]] [[Whereas this will result in costs for households who are welcome in a designated complex, street or area;]] [[requests the Government to consider whether these costs can be borne by the relevant municipality or landlord,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Albert de Vries. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-34314-18]]
ParlaMint-NL_2016-03-22-tweedekamer-32.u148	I am also pleased that the Minister has left to the Chamber the proposal that a housing permit should also be available for access to houses of sale. I'd think it'd be really fair if that happened. I therefore hope that there will be sufficient support for this in the Chamber. Finally, I would like to ask the Minister whether he is prepared to consider whether there has been consultation with tenants and the housing corporation when assessing applications. I understand that this should not necessarily be included in the law, but I think it is an important test point. My final point is about the mayor. Police records contain really sensitive information. This is quite different from the data currently used in the housing regulation. I understand that police data can be shared by B and W, but I do not think it is desirable for this data to be widely distributed in the administration. We will therefore stick to the amendment we have tabled on this subject.
