ParlaMint-NL_2016-01-26-eerstekamer-7.u1	I would like to welcome the Secretary of State for Finance to the First Chamber.
ParlaMint-NL_2016-01-26-eerstekamer-7.u129	You can always see if a glass is half empty or half full, but I prefer to see if it is half full. If this legislation can lead to improvement on this point, then we are in favour of it. What we know for sure, at least, is that almost no one disputes it anymore. For clients or clients employers are a safeguard to continue with this type of practice. The Secretary of State also tells us, and he is the one who is talking about it, that it is not possible under the existing regime to do anything about it. The part of false self-employment that can be removed by better enforcing existing legislation could be addressed by this means. By the way, I have also argued that it is only a part of it. Why would you do that along this road? By this route, it becomes better possible to look for it with the client, and there you must be. It makes no sense to check here and there under 500 000 self-employed persons if there is a person who is working wrongly. That doesn't make any sense. You can't control the current with that. But under the new legislation, you can end up with the client. Then you can tackle the clients who abuse the current legislation on a large scale. For us, the great unrest that exists today, even among clients, is all the more proof that clients who abuse it feel caught. They say, "God, what are we gonna do now?" Soon they will not be able to get out of their way with the false constructions they always had, namely. For us, that's proof that that law has influence. It is true that there will be a search for new false constructions, but it is impossible to say: we do not want a law because those who are in bad faith will try to evade that law. Then we will no longer have to adopt any law in tax law, because every new tax law will re-examine those who are in bad faith for new ways of getting out of the tax rules. So it is not an argument in advance for us to say: don't do it. But we are not at all sure that it will now lead to a major improvement. That is why we are very much in favour of an evaluation. But we are also very much in favour of public access, as all things can come to light that will demonstrate the need to tackle the matter more fundamentally and to frame the legal distinction between self-employed and self-employed much better than is currently the case.
ParlaMint-NL_2016-01-26-eerstekamer-7.u130	What struck me rather ironic is that in recent days we have received a letter from an employer from an industry where conditions prevail which Mr Köhler and his party oppose. I'm interested in the prophecy this employer has made. While there is now a decent situation and a regular employment relationship, the new circumstances, according to this employer, will make it more attractive, easier and even inevitable to opt for the arrangement that Mr Köhler regrets. The employer who speaks in the letter does not fall into the category which Mr Köhler has just described of course, but falls into exactly the category he should be cherishing. This employer warns us that life is made more difficult than easier for him. What does that mean for Mr Köhler?
ParlaMint-NL_2016-01-26-eerstekamer-7.u131	Not only did I receive this letter, but I also had a conversation with another employer in the parcel delivery sector. That's what I call it. Both say that this law does not help them, because their underlying problem is, of course, not just the sham structure, but the possibility at all of moving work fairly easily from workers to self-employed workers, who, in their eyes and in my opinion, should not be called that, but unfortunately, in existing legislation. See also the case law on those who have claimed employee status in a case against PostNL, in which the judge says in many cases: you may indeed be considered self-employed. These are cases I say: how is it possible? To solve that problem, the legal distinction has to change. That the situation is getting worse by this law can't get in with me. Because what are these employers going to do? That's what the letter says. The model contracts, which still make much possible, will then be legalised. But that is already the case in the current situation. If a contract is concluded in accordance with these model contracts in the current situation, it is also legalised. In this respect, the law does not deteriorate on this point either.
ParlaMint-NL_2016-01-26-eerstekamer-7.u132	In any case, it seems that it would be easier rather than more difficult in the view of these and other employers to follow exactly the route that Mr Köhler regrets.
ParlaMint-NL_2016-01-26-eerstekamer-7.u133	I am surprised that other clients are opposed to the new legal procedure that it all becomes so much more complicated. According to this employer, it would become easier. The logic commands me to say that, unfortunately, nothing improves on this point, but nothing gets worse either, which is the more general characterization of this law. As far as the whole problem of false self-employment is concerned, this law only zooms in on a very small dot and perhaps seeks to deal with it in a different way than the current failure to enforce existing legislation. That in itself has our support, if it is something and does not in advance lead to a new secret circuit of agreements. Then we say, "Build the failure again," so forget it. But I trust the Secretary of State's creativity to come up with a satisfactory answer to our questions.
ParlaMint-NL_2016-01-26-eerstekamer-7.u134	Mr. Chairman. After a somewhat longer preparation than usual we are talking today about the bill Law deregulation review labour relations. Longer than usual, because there has been quite a lot to do about this law. This concerns in particular the relationship betweenzzp'ers and their clients. We can certainly see thatzzp'ers are gradually playing a very important, unimaginable role in our society. Nevertheless, the question arises as to whether the flexibility of the labour market, which has been given an important stimulus with the advent of thezzp'er, is in all cases going well. At least there is a fear that the unequal treatment between wage-earners and wage-earners in the tax sphere and the social security sphere will have negative effects. In the meantime we have 1 millionzzp'ers, of whom the majority are under fashion. Reason enough to deal with this group of people carefully. The old declaration of employment relationship, the so-called VAR, of which we had four types, clarifies whether they should include wage charges and pay on the contractor's income. It is now being replaced by hundreds of exemplary agreements. That doesn't sound like deregulation, and it has scared a lot of people. The practice is, of course, that there is freedom of contract, which in principle allows for an unlimited number of agreements, whereby parties simply limit themselves to example agreements. An important advantage is that the control by the Tax Administration no longer takes place unilaterally with the contractor. The client is also subject to control in the new system. That seems more reasonable to my group. However, the new system also raises my first question. In the letter from the State Secretary of 18 January, I read that the Tax Administration has already assessed 400 exemplary agreements, while 350 examples are still under discussion. My question to the Secretary of State is: are we talking about efficiency and deregulation? In the new system, the contractor and the client have a joint responsibility. After all, they draw up a contract together or conclude some standard contract, whereas that responsibility was almost exclusively with the contractor at first. After all, the contractor only had to apply for the VAR and showed it to the client if he so wished. Because now the client can also become an effective subject of enforcement by the Tax Administration, which seems quite logical in itself, there is a risk that clients will seek means to exclude any risks of hiring zzp'ers. The emergence of an intermediate layer ofzzp mediation has been mentioned in the press. A situation where the margins for intermediaries are bizarrely high. This would occur especially in the care sector. The final result could be a lower rate for the self-employed. That seems to my group to be an undesirable situation. I would therefore appreciate it if the Secretary of State would, in particular, go into detail on this point. He may be able to take away our concerns at this point. We are particularly concerned here with the following questions. Does the Secretary of State also see the development of intermediaries betweenzzp'er and final client? If so, does he consider this development undesirable? Is he prepared to fight vigorously unwanted developments like this, if they occur? I would like to leave it at first.
ParlaMint-NL_2016-01-26-eerstekamer-7.u135	Mr. Chairman. Working as a self-employed person without a staff is popular. It is clear that it does not always come from free choice. But it is also clear that it is very often also a free choice. It is also clear that often a VAR is used to cover employment relationships that should actually be classified as employment or fictitious employment. The Bovib, as an organisation of intermediaries, even says that clients expect that not 10% but at least 30% of the current assignments forzzp'ers do not comply with the intended laws and regulations. The Bovib uses this, of course, to indicate that disasters can be expected from the DBA Act, but the ruling can of course also be used to argue that the Secretary of State is quite right that the VAR really can't go on and that something better is needed. So the question is not so much whether the current system is good, because that is not it in all respects, but whether the present legislative proposal makes it much better. Although in practice there must be a grey area somewhere, the Tax Administration clearly indicates in its information on its website which elements in an agreed employment relationship contribute to a qualification as an employment relationship, or contribute to a qualification as a contract of employment. It is obvious that the risk-sharing becomes fairer if the client is no longer protected from all the consequences of ex post enforcement, of still having to pay payroll taxes. That's more honest. It is not immediately clear that maintaining that difference will be easier if a VAR is no longer used in a few general rulings. If I use the example agreement, then in the end we have to check exactly the same thing as we are doing at the VAR. I agree with Mr Rinnooy Kan. I think he said the same thing. So what is the difference in enforcement? Can the Secretary of State explain that? And if the enforcement is indeed much greater when working with an agreement system, then the question remains what consequences it will have. There's a lot of people who don't feel comfortable about that. Firstly, as far as I am concerned, one of the central questions. It is not necessary to use an approved agreement, but it is actually necessary to use such an agreement in order to secure exemption from wage charges. Does it not lead to an inexcusable administrative burden for those who often have to carry out short-term, different work under different circumstances? The film industry fears that because it has not yet proved possible to obtain prior approval for a generic model agreement. Then what's going on in there? Are so many contracts now needed for the contractors themselves to determine exactly what parties expect from each other, or are they needed so that the contractor does not have to be controlled each time and thus an automatic relationship of authority arises? Is it possible for the film industry to work only with one simple model agreement and then to further regulate the concrete content of the work with each other? Or does that lead to employment? There is great concern that there will be considerably fewer contracts tozzp's out of fear or from the observation that the intended employment relationship actually qualifies as an employment relationship. On the one hand, that is good, because enforcement starts to work immediately, but on the other hand, it means that, for example, all those who are often forced by circumstances, the market, to act as zzp'er while in fact they are simply employed, lose their jobs. And the question is whether they will be able to return to employment or simply no more work for them. The extent of these effects is, I think, not so easy to estimate, but vital for many people. I'd like to hear from the Secretary of State how he looks at this. I'll give you a concrete answer. There are quite a fewzzp'ers who are forced by the market to offer their labour to a boss with the great competitive advantage over a regular employee that they are willing to be available whenever necessary. That is not easy for an employee to offer, because it is bound by all kinds of rules. Where a client can use it, in practice it is often very difficult for the contractor to keep track of several clients. After all, it must be available and there is enough work for that one client. In practice, in practice, there is a factual relationship of authority in the sense that exactly what the boss wants and when the boss wants must be done. Returning to the aforementioned point: if not everything is exactly laid down in individual agreements, so that the contractor can perform exactly what has been agreed, is that relationship of authority, that direct control, almost inevitable? If, in such a case, that factual authority ratio in the assessment by the Tax Administration is to prevail over the formal independence of thezzp/contractor, then a lot of this work for self-employed workers is likely to have to lapse, but it is unlikely that traditional jobs will return immediately. Or is this a grey intermediate area where, given other elements in the ratio, the Tax Administration can also use a simple example agreement as a basis for both sides? How do the Secretary of State and the Tax Administration view such situations? Under the new law, the client is no longer exempt from ex post payment charges, but the contractor's claim is not excluded. And since the contractor will often still be the weakest party, the contract contract may be very easy to lay down the risks, including this risk, with the contractor. In that case, the actual question of fault over the deviation from the legal standards may not even have to play a role anymore. Is that so? That's the way I'm asking the Secretary of State. We now have many workers from other EU countries who act as self-employed persons and who are therefore able to compete with workers, both Dutch and other EU citizens. Does the Secretary of State consider that here too the bill could lead to better enforcement of the standard of self-employment, or is there enough enforcement in this sector, or is it still too difficult to maintain it? As far as agreements agreed by the Tax Administration are concerned, in the long term that will become a significant number if this law is adopted, the question is whether all these agreements can be public. Where we insist on transparency, including in taxation, there is much to be said for that. Can the Secretary of State say no to that? The case of the film industry shows that it is not always easy to reach generic sector agreements. In other words, it is probably often necessary to describe work quite precisely in order to avoid the creation of a relationship of authority. Is this a common phenomenon, many sectors are against it in consultation with the Tax Administration? If that were the case, would it be possible to conclude that in such sectors, under current legislation, flex work is better than self-employed, even if it would rather be self-employed, because it has advantages for him? Or are there indeed a lot of grey cases where the proportions are not very clear as one or the other to qualify? If that were the case, then the root cause is that it is not yet clear what we want withzzp'ers and so what azzp'er really is. That problem has been raised many times this afternoon. No matter how popular it is to become azzp'er, in my opinion it is still more attractive for most people and better for their peace of mind to have an old-fashioned permanent job. In practice, the earning model of manyzzp'ers often results too little to really live on. This discussion is about a legislative proposal which is certainly desirable in its objectives, but which might also have a very direct, negative impact on many people by suddenly giving the concept of "zzp'er a much more limited meaning than has hitherto been the case in practice. A very careful consideration in this house is part of that. We can expect clear answers from this Secretary of State to our questions and doubts, and I am happy to count on them.
ParlaMint-NL_2016-01-26-eerstekamer-7.u136	I note that none of the Members wishes to speak in the first term. In view of the visit to the Council of State, I am suspending the sitting until 7.30 p.m. A large number of Members have already left for the State Council because this debate has taken a little longer than was foreseen. Anyone who has signed up for the visit, I would ask that the Council of State should now move in the direction of the Council of State. Then we can join the group. The visit lasts until 6.30 p.m. From 6:00 p.m. there can be dinner in the Noenzaal.
ParlaMint-NL_2016-01-26-eerstekamer-7.u137	I give the floor to the Secretary of State for Finance.
ParlaMint-NL_2016-01-26-eerstekamer-7.u138	Mr. Chairman. I would like to thank the various senators for their competent input and their discussion among themselves. Sometimes I'm in a position to listen to their discussion. I'm done with that now. I notice that I have one thing in common with several people here. My thoughts also occasionally go out to work legislation as it might be. I, too, cannot suppress that tendency. However, my profession is the enforcement of legislation as it is, and that is what this debate is about as far as I am concerned. This bill may be more boring than hoped, but it may also be more useful than feared. Actually, that's where I wanted to go. I'll tell you how I want to build up my answer. In the end, it will save time. I have previously tried to make arrangements with the chairman if I try to do it in a certain order. Then we all get it. I want to talk first about why. I will start with the frequently asked question as to why we should not be able to deal with the current system and how big the enforcement hole really is. I would then like to address all kinds of questions that have been asked about the system as it should be. In doing so, I will deal with the administrative burden and also the way enforcement is carried out, the enforcement strategies behind them and which review frameworks are used. Any shudder on the part of clients and contractors to work with this system has been discussed. The effect on groups has been asked. It also asked why this new system could not wait for a possible broader review. I would like to go into this in conjunction with the second block. A lot of questions have also been asked about the model agreement, in many ways. In addition, the widely mentioned difference between civil and fiscal matters is addressed. Questions have been asked about the distribution of liability. The replacement clause has been discussed, the intermediaries and the publicity. There are also some other questions. I would like to make a number of commitments, at least as a result of the Court's contribution, because I fully agree with a number of points. I think that we are moving forward with commitments. The first question, of course, is why it is not possible to maintain it now. I'd like to treat it in two steps. The tax authorities go through two steps. The first is the issuing of the decision, the VAR, and the second is the effective enforcement. Both perform things that are obstructive. That's why I walk through it in that order. Of course, it starts with issuing the VAR, half a million VARs a year. The only thing that VAR actually does is to safeguard the client: to safeguard the payment of premiums and to safeguard the payment of wages. That happens before the year yet to come. A safeguard is a very far-reaching commitment. You're actually saying that someone doesn't have to pay anything. Therefore, from the exporter of the tax legislation, there is a far-reaching assurance that the client is actually not liable under the law. However, there is no such assurance at all, because the VAR does not make that certainty at all. The VAR shall be issued on the basis of circumstances and facts that do not yet exist. You don't have those jobs yet as the applicant for the VAR. In fact, a lot of the applicants for a VAR don't even know their future client at all. That already makes it very difficult to fill in a VAR that must then be used to protect someone. What also plays a role is that the one who is freed is the client who is in principle only about one employment relationship, while the VAR is issued on all employment relationships, namely about the person. If you'd like to take care of it nicely, if you want to guarantee it, you'd actually want to have some sort of VAR per assignment. However, the questions of the VAR are not appropriate at all. They're too global for that. I hear a lot of suggestions. It is said: Dear Eric Wiebes, if they are too global then make them more precise. Yes, but the problem is of course not that the Tax Administration is unable to come up with the exact questions. The problem is that the applicant for the VAR is still completely unable to answer such questions. After all, the employment relationships we are talking about do not yet exist at all. Maybe they'll never come or they'll be completely different than they thought. To give certainty in advance about a situation where you do not even know the conditions and about which nothing is yet known, is a very curious whole. So that VAR is mainly creating false security. Studies show that the holder of the VAR, the applicant, often derives from his VAR the idea that it satisfies the tax conditions. He uses it as some kind of work permit. However, that guarantee cannot be given to the holder of the VAR at all. There is only one security that the holder of the VAR can derive from it. The only security he has is that he is never, ever again, eligible for social security. Because that's what he signed up for. He only knows for sure that if things go wrong, he will not get the terms that are usually attached to the fixed contract. He doesn't get anything else, though. So the holder of the VAR has nothing to do with it, except an illusion. This makes it a very special animal in the legislation. After all, we give certainty about something that does not yet exist. There is no precedent for this in the whole of tax legislation. I wonder what the First Chamber would say as a guardian of legislative quality if I came up with the idea of protecting companies from, for example, profit tax in advance from the Tax Administration and if I said: we do not know how much profit you are going to make, when and on which, but you get to reassure you in advance that you do not have to pay anything. That is a very special way of giving advance security, that is simply to dismiss it in advance without knowing whether there is a right to it.
ParlaMint-NL_2016-01-26-eerstekamer-7.u139	This is an important part of our discussion. I'd like to feed her complete. What is actually lacking from the, as usual, eloquence of the Secretary of State's story is a reflection on how it could have come to this. He now presents it as a highlight of irrationality, but in the creation of the VAR and its later expansion, its strengthening effect, there is also a story. Wasn't the reason why it couldn't come to that exactly that in practice it was so incredibly difficult for benevolent clients and contractors to strike that fine distinction between a contract of employment and a contract of employment sufficiently? In the period prior to the introduction of the VAR, should the interested parties not have found on a large scale that the Tax Administration subsequently found that they had made a rather fundamental mistake, however willingly so? Has this arrangement not been made to do something about it, not because it would be inherently so wonderful, but because at some point there did not seem to be an alternative to the creation of the desired employment opportunities for self-employed people?
ParlaMint-NL_2016-01-26-eerstekamer-7.u140	The VAR was probably as controversial as it is today when it was introduced. It has finally arrived, in my view, precisely because of the practice outlined by Mr Rinnooy Kan in his own speech. In his own speech, he referred to earlier times, when many malicious parties in the labour market were recruiting large-scale with things that could not, in the end, be accepted by the law and that were indeed imposed on a large scale? That proves two things. First of all, it proves that you make mistakes when you don't have any security in advance and you don't know how it works, and second of all, you seem to have excellent enforcement without VAR. The problem, of course, was that the parties took the wrong approach. I'll tell you later what the Council of State thinks about that. If you have a lack of security in advance and you don't tell anyone how the law works, you can't reasonably expect people to follow it. It's just that tax-free is a horse's tool. If there's a lack of clarity, you need to clarify. In this respect, I agree entirely with the clients and contractors and also with Mr Rinnooy Kan that this is about giving a powerful way of guarantee in advance, without working with a safeguard in advance. I shall say all kinds of things about this safeguard later and indicate how it will work, but it is clear to me that this will not work without certainty. That is also the only thing that makes me able to work well with both clients and contractors. We can bring a lot of elements into the economy that are ultimately a zero-sum game, but uncertainty is a loss for everyone. It is a question of giving certainty in a credible way. I'll be right back to the way that that could work and why I think this could work. This was only the phase of the VAR, half a million decisions a year with a particularly restrictive effect. How does that work in enforcement? The client is virtually unbiased. I'll tell you more about it later. It is not in the law, but the basis of every law is that bad faith can always be a debinding condition. In the event of bad faith, the warranty can theoretically be set aside. The IRS hasn't been able to get the evidence around once in the ten years that the VAR exists. In fact, the Tax Administration has opportunities on all fronts to sue endlessly, and those things have never even come through the strict pre-selection. So, even in the pre-selection, those cases were already considered by the experts there, the Tax Administration has already assessed a lot of "unsuccessful" cases in the legal field. This undoubtedly has to do with a certain mismatch in the assessment, namely that the VAR has been made a vehicle to assess the whole of a person's activities, while bad faith and behaviour in that particular employment relationship has to do with only one employment relationship. That has never been achieved so far by the internal jury, for example those clients who were issuing pre-printed VARs "if you now turn in this VAR; I must have filled it in for you" or in respect of clients who had previously noticed that VARs had been withdrawn from them or had been bullied with the Tax Office. That's never happened before. Then, of course, the much-heard suggestion that I understand is that we have slipped into the system in the unconditionality of the safeguard. Often the suggestion has been made to make the safeguard a little more conditional, so that the safeguard only applies if the employment relationship actually proposes to be dealt with outside of employment. Bon, that's a wonderful proposal, but that's exactly what's going on here.
ParlaMint-NL_2016-01-26-eerstekamer-7.u141	Can the Secretary of State also indicate in quantitative terms over that ten-year period how often the Tax Administration has had case positions on the board? He made it clear that they weren't passing the internal test whether it was a viable case or not if it was brought to justice. But how many cases are we talking about and what was the policy in terms of risk-oriented enforcement during that period?
ParlaMint-NL_2016-01-26-eerstekamer-7.u142	For example, let's take the year when we checked the 1.688 VARs atzzp level. There has not been a single post-tax. Not one case has been found ripe to proceed on the basis of bad faith. Actually, only VARs have been withdrawn. On what is the procedure and what I think of it, I shall come back in a moment.
ParlaMint-NL_2016-01-26-eerstekamer-7.u143	I'd still like to get it sharp. That is the one investigation you are referring to and which has also been mentioned in the written answers. It does not yet answer my question as to what policy has been risk-oriented in the past ten years. Has it remained with that one population of 1,688 or has there been a consistent enforcement policy towards clients who might be too bad faith in, for example, certain vulnerable sectors?
ParlaMint-NL_2016-01-26-eerstekamer-7.u144	Let me say something about the enforcement strategy as I see it for the future. The Tax Office also knows its pappenheimers in this area. He doesn't give the names to me, of course, because I'm not allowed to know. That's what the tax bill says. But the Tax Administration, of course, knows in all branches who the good but also who the bad are. Often the competitors of these evils know this very well, because they see an unfair cost advantage for these evils. In sectors, it is often well known who is better and who is not complying with the law and who works with structures that are acceptable and who is not. Then, of course, you focus on the parties you know are ruining the market and not taking the law so closely. Nevertheless, this has not led to a great success. I will say a little more about the enforcement strategy for the future.
ParlaMint-NL_2016-01-26-eerstekamer-7.u145	I would also like to understand it well and in my opinion there is still no answer to the question I will try to formulate again: how often has the Tax Administration not been detained internally but killed in its attempt to prove bad faith with the clients at the level of court, court or Supreme Court?
ParlaMint-NL_2016-01-26-eerstekamer-7.u146	The cases have all been found too light by their own legal jury to reach that stage at all.
ParlaMint-NL_2016-01-26-eerstekamer-7.u147	It's zero times.
ParlaMint-NL_2016-01-26-eerstekamer-7.u148	That's exactly what I'm saying. It has been so bad that the own legal assessment already indicated that this evidence did not come to pass. Of course, the Tax Administration has been sniffing around the whole issue of VAR's and enforcement on independence several times, but this squeezer has even been stranded with the internal jury.
ParlaMint-NL_2016-01-26-eerstekamer-7.u149	In any case, I find it instructive to note that the external test has not been taken, whatever it might have produced. For example, it could have provided clarity on what, in the opinion of the court, court or Supreme Court, was lacking in the instruments or the possibilities of active evidence. I can only regret that we have therefore been spared that insight.
ParlaMint-NL_2016-01-26-eerstekamer-7.u150	The Tax Administration does have a rather strict policy of not starting unpredicted procedures, and this was really assessed as unpredicted procedures. Unsustainable procedures are not initiated.
ParlaMint-NL_2016-01-26-eerstekamer-7.u151	The Secretary of State gives a clear picture of what went wrong and why a number of issues with current regulations would become difficult to follow up. He has promised that things will be better under the new system, so we will wait for that, but I still miss a bit of the argumentation. That is the question of what adjustments could have been made within the current system in order to achieve improvement without going into a major trajectory that would have resulted in all the enormous financial, human and implementation consequences involved. What direction of solution has he considered within the framework of the current system?
ParlaMint-NL_2016-01-26-eerstekamer-7.u152	I'll get to that. But first, I have a few other things to explain. I'm trying to hold on to the order, or we're gonna jump off the branch. Then I'll be the first one who doesn't understand it anymore, and you'll be the second. Then we'll all get confused. So the IRS didn't succeed. But now there is something remarkable. We have, of course, seen this in the five cases recently brought before us by the staff of a courier company. This shows that what the Tax Administration does not succeed, individuals succeed. For there five supposedly self-employed couriers go to the judges; two of them are told that they are actually in employment. How is that possible? That is the sad thing: that safeguard applies, of course, in the public domain of the Tax Administration, but that is not bound by it at all. We are in a situation in which civil law, at high cost, much misery, blood, sweat and tears are easier to get you justice than simply enforcement by the Tax Administration, where that responsibility should lie. The enforcer assigned to it is powerless. So people have to get their own rights. If you're responsible for the IRS, you really think of that as an affront. If enforcement at the client level is not possible, we should focus on the contractor. That's in itself...
ParlaMint-NL_2016-01-26-eerstekamer-7.u153	Are you saying that, in retrospect, the tax authorities could have taken that route themselves?
ParlaMint-NL_2016-01-26-eerstekamer-7.u154	No.
ParlaMint-NL_2016-01-26-eerstekamer-7.u155	Why not?
ParlaMint-NL_2016-01-26-eerstekamer-7.u156	I'm just saying that's not possible. 'Cause that's what that's for. Individuals have been able to get their rights because they have nothing to do with that safeguard. They can simply enforce their right in court, but the IRS can't get through that. There's a difference in position between these two. That is, of course, one of the poignant points. I share the surprised look that I see in front of me.
ParlaMint-NL_2016-01-26-eerstekamer-7.u157	A surprised look, and I'm not going to pretend that I understand your words. But it sounds at least like something that would have been or would have been illogical and non-reparable. In my view, it would be perfectly logical for the Tax Administration, too, to be able to challenge a situation where it believes that there is a wrongly used safeguard, in which the civil courts should be able to intervene. To be honest, it's a mystery to me why that wouldn't be possible.
ParlaMint-NL_2016-01-26-eerstekamer-7.u158	All the should-haves and the-is-though-logicals I share. But it is only natural that, despite this cry of hearts, which I share entirely, and despite that surprise, which, as far as I am concerned, should also be outraged and which I share, is not so at the moment. There's a difference in position, which makes it work one way and the other one doesn't. That's undesirable. But this undesirableness has led us to turn to the contractor in recent years. Well, that's an efficiency blow down. Because instead of going to the greenhouse builder who has 200 men working for him, you have to go to one of those 200. You have to map his life, too, you have to put it under the Christmas tree. I am not an overly pathetic person, but it does mean that the government is targeting enforcement at the least informed party in the chain, which is also the weakest and, moreover, very often proven to be in good faith. Is that what we imagine in tax enforcement? Thatzzp'er, depending on the judgment, can eventually just lose his VAR. That VAR, which was actually considered to be some kind of work permit, he's losing. Maintaining government is aimed at visiting the weakest party in the chain and making him brothless. I'm not the butcher of the labour market. That's no way to maintain it, is it? We saw that too, because I am not the only one who is outraged by that. We had a sad low control rate of 125 a month. The IRS didn't achieve much with that, but he could withdraw VARs. I think I've had five AOs asking what you've done, you've made all these people brothless. Then I was sitting there, and I was actually totally in agreement with that. This is no way to do it. It's not! Isn't that a system that can't be repaired? Of course, yes, in two ways. The first way is that you say: yes, actually it would be much better if you gave that safeguard if there really is reason to believe that it is right. So that means that you have to have a more extensive set of questions that is exactly right for that employment relationship. So we have to have a VAR for each employment relationship separately, which is also true. To make that precise and automatic, you could create a web module for that. I support that in terms of construction, in the sense that it works. But then the industry said, well, that's where you saddle us with something. Well, I thought that all of this was a bit bad, but it wasn't a beauty, because the number of legal decisions didn't get smaller, but bigger. Many parties, clients and contractors have said: all nice and nice, but we will soon see ourselves with too much paper in the weather, so this would rather not. Then I withdrew that proposal. But that was one of the routes. There is another possibility, namely that you say: just do a conditioned safeguard. Only a safeguard if it turns out to be right after checking it out. That's the proposal I'm making right now. But then one thing is not necessary, namely the absolute safeguard. That just means that the tax authorities, if it's right, leave everyone alone and if it's not right, they're gonna do it again and then they're gonna do it again. That is exactly what this proposal is about. But there is no point in a VAR.
ParlaMint-NL_2016-01-26-eerstekamer-7.u159	I hear two possibilities, but I don't hear a third possibility, which may still come. In the first term, I asked for it. On the basis of the current law, with bad faith, gross guilt or intent, there is a very heavy burden of proof. You have just shown this: this means that the Tax Administration cannot get out of its way towards the clients. However, one might imagine that a lighter form of burden of proof, such as lighter debt, will apply within formal law. Then you don't have to change anything to the current law, but you make it easier for the Tax Administration to proceed to the procedure in situations that are not proper. Then maybe they'll get through that filter of promising things. I don't hear you say that. Would you care to go into that again?
ParlaMint-NL_2016-01-26-eerstekamer-7.u160	Then we find ourselves in a situation where we are still not telling very clearly what is allowed and what is not allowed. For many we are already going to divide the complex distinction between employment and entrepreneurship into an area that is wrong, but not wrong enough and an area that is wrong and just wrong enough to be fined. Then we're gonna put some kind of conditioning somewhere in the middle. Then it is not only necessary to understand the difference between one and the other, but also that a border has been laid in the middle of a grey area. That's gonna be even more complicated. My proposal would be that I should come to that in a moment so as to give greater clarity here and actually do it as is not unusual in many other areas: if you abide by the law, it is good and if you do not, it is not good. But I'll get to that.
ParlaMint-NL_2016-01-26-eerstekamer-7.u161	I'd still like to stick to the current law. You just said that on thezzp'ers with a VAR, the contractors, you shouldn't be running a witch hunt. You've indicated why you shouldn't. I agree. But I obviously did not make my point very clear: the fact that these clients cannot be dealt with now is because there is too much burden of proof for the tax authorities. That burden of proof can be weakened, in the sense of lightening, so that it becomes easier for the tax authorities to sue. Then you don't create a gray area, no, you're talking about enforcing the existing law. As far as I am concerned, that is the 10% of cases where something may be wrong. This is not just about cases of fraud, but also about lighter forms that may not be fraudulent and can then be dealt with. You're not really going into that. I regret that, because this is necessary for the clarity of this debate.
ParlaMint-NL_2016-01-26-eerstekamer-7.u162	In that sense, it is impure to ask what is a lighter burden of proof. You can do two things. You can make the extent to which the Tax Administration can intervene depend on how wrong something is. That was my first interpretation of Mr Van Rij's proposal. There would be some sort of sliding scale of how far away this is from the law. That is not what Mr Van Rij meant, I understand. But now he's bringing in variations of how certain you are. I cannot imagine that an organisation which has the task of implementing the law can say: well, this does not require such a great burden of proof; we do not need to be so sure. That's amazing. You must always know, and you must be able to intervene on the basis of what you know. I will come back later to discuss why I believe this is the case with the new system. I don't think we should go to a situation where it's okay if the Tax Administration knows for sure whether it can prove a little bit. That, of course, is not the line by which we want to set this up.
ParlaMint-NL_2016-01-26-eerstekamer-7.u163	It's the gradation, the heaviness that matters to me. In criminal terms, is it intentional or is it grossly guilty? In that you have lighter degrees. It's not about security. The point is, for example, that there must be a slight form of debt. You can formulate that in the law. You don't want to do that. I believe that's more than that. In that case, you must also say that this is an unavoidable route, but I have not heard the arguments for it.
ParlaMint-NL_2016-01-26-eerstekamer-7.u164	Well, is it Mr Van Rooijen or Mr Rinnooy Kan's turn? It's fighting over the interrupting microphone.
ParlaMint-NL_2016-01-26-eerstekamer-7.u165	That's right.
ParlaMint-NL_2016-01-26-eerstekamer-7.u166	I got the button! In my perception, too, Mr Van Rij's question is the right one. Let me give you the example I gave earlier and the situation we repeatedly outlined. Someone's getting rid of a VAR. The following reports to the same client for the same work. That seems to me to be a good example of a situation in which you can rightly say that this client can never be entirely in good faith. If you can identify those situations every now and then, if you can specify them in any way in the current regime, and if you have the conviction that you do not even have to try to go to court, that is what you have said to me earlier, then I would say, precisely in line with Mr Van Rij's suggestion: do you not want to be instrumental in making that corridor to court, based on what you can report there, a success?
ParlaMint-NL_2016-01-26-eerstekamer-7.u167	A third figure is introduced here. At first I thought it was about how certain the Tax Administration was, then I thought it was about how wrong the client was, but now it's about how deliberately someone did it. I do not see any possibility of operationalizing that either. You might be able to tell a big crook from a little crook and maybe from a mistake, but how is that the burden of proof? I would like to come back to this in relation to the system as I see it, including the enforcement strategy, but I do not think we can build a system in which we can do anything along one of these degrees. Moreover, we do not do that elsewhere in the tax legislation.
