ParlaMint-NL_2016-04-26-tweedekamer-32.u1	I would like to welcome the Minister for Social Affairs and Employment.
ParlaMint-NL_2016-04-26-tweedekamer-32.u62	I disagree with Mr Ulenbelt on this point. We do not disagree on the desirability, but on the question of whether it is a sensible strategy to clearly violate the law currently in force, there is, of course, a spotlight on it; we are not trying to change it for nothing, we are trying to adopt legislation which is not in fact possible under the Dutch Constitution. You can still discuss the Limosacasus, because the directive was not about self-employed people. The reason for some to consider the Limosa system illegal was the general restriction of free movement. Mr Ulenbelt wishes to oppose a provision of the Detachment Directive currently in force. We immediately agree that this directive dates back to the 1990s when the differences between the countries of the Union were much less significant. We now have a different situation, acute and urgent. That's why I've been working on this since 2013 under the motto "code orange." That's really nice. This does not solve all the problems at the same time, but it is progress. On the contrary, I want to do everything in my power to ensure that this is supported in the form of a qualified majority, so that Dutch legislation can be enforced by a judge.
ParlaMint-NL_2016-04-26-tweedekamer-32.u63	Please continue.
ParlaMint-NL_2016-04-26-tweedekamer-32.u64	In doing so, I immediately answered the question from the Labour Party. The PvdA spokesperson also asked why was chosen for administrative rather than criminal sanctioning. France and Belgium have opted for criminal law. That choice is up to Member States themselves. We have chosen to do so because the enforcement of the laws covered by the Detaching Directive is also governed by administrative law. Due to the consistency with that legal obligation, with the Minimum and Minimum Holiday Allowances Act, the Foreign Labour Act and the investigations that the inspection can do under Article 10 of the AvV Act, it is obvious to continue to use the same enforcement tools. I think that will also help you to act faster and more effectively. We all know that criminal law as an ultimatum remedium in a criminal justice chain that already has quite a lot to choose may sound more stringent in theory, but I think that we have a more effective instrument in our hands. The Labour Party is also concerned about the maximum amount of the fine. Is the fine high enough? It's not a fine. It's not a fine. They can be €20,250 per offense. Moreover, if the service provider fails to comply with provisions on minimum wage, working time, working conditions or the employment of foreign nationals, the service provider may also be fined up to a maximum of the fifth category, i.e. €81.000. I hope that this will be done in an elegant manner, in the same way as the amendment on item No. 10 have been advised not to do so. I want to move on to seasonal work now.
ParlaMint-NL_2016-04-26-tweedekamer-32.u65	Mr. Kerstens, have you forgotten something?
ParlaMint-NL_2016-04-26-tweedekamer-32.u66	Well... I don't really know, but...
ParlaMint-NL_2016-04-26-tweedekamer-32.u67	Maybe I forgot something?
ParlaMint-NL_2016-04-26-tweedekamer-32.u68	No specific question from me, but a new question came to my mind when it came to fines, which amount to €20,250 per offense. If four employees are employed somewhere and all four are not covered by the obligation to notify or if there is something wrong with their implementation of this law, what does that mean for the fine? Is it four offenses or is it one offense?
ParlaMint-NL_2016-04-26-tweedekamer-32.u69	I'm thinking four, but I'm gonna check it out so I can say that in second term. One, it's made clear by my staff with sign language. Classy! Unfortunately, one. It's proven immediately that you don't have to improvise as a minister. I'm coming to seasonal work. First of all, I would like to thank the Chamber for the understanding that this has been put into this law. The Chamber is quite right that that is far from royal. We have not been able to consult the Council of State. You only do that by way of exception. In the Chamber, I can understand the fact that we are doing it this way because of the urgency of the matter. I admit immediately that I will not do this more often and that I will not use this medicine lightly. So I do not want to use it for other parts of perhaps desirable legislative changes. This really is an urgent situation. The Chamber has expressed this on several occasions in motions for resolutions. The scout's term was not for nothing on 1 May, precisely in view of that closing period. That's why I did this. During the general consultation on the Work and Security Act on 9 March, we discussed in detail the bottlenecks that employers encounter in seasonal work in relation to the new chain determination. The problem was mainly extending the interval from three to six months. It was introduced at the time to counter revolving door constructions and promote the creation of fixed contracts. I remember very well that Mr Van Weyenberg said: that is what I think is a good idea, that is to say, to counter rotating door constructions! This objective is still good, but we have seen that the seasonal work regime does not always work out well. By "we," I mean myself, of course, but also the scout of seasonal work in his report, as well as the social partners, the cabinet and the coalition groups. I would also like to thank all the parties I have just mentioned for the constructive way in which we have sought a common solution to this problem, rather than the best of our ability. The letter of amendment which I have sent to the Chamber makes it possible to reduce the number of jobs that can be determined by collective agreement to three months in terms of posts that can be held for up to nine months a year. We are therefore in agreement that the trade unions too should not be required to enter into contracts for an indefinite period of time in such cases and then to finance three months or more of emptying. I refer specifically to the trade unions, because of course we have heard some skeptical noises about their role in achieving these kinds of agreements. I believe that the agreement in agriculture and horticulture shows that social partners on both sides take responsibility for sound management, for their own members and thus for the sector. Without such agreements there will be no permanent employment relationships in sectors with seasonal work, and that is ultimately to everyone's disadvantage. I would also like to say that several people and groups in the Chamber have spoken out in favour of this point. So it also deserves credit for the fact that it has now succeeded in finding this solution. Mrs Schut asked what would be the case if the employer and the employee had made their own arrangements. If that is the case, these agreements must, of course, comply with the law. After all, it would be a good thing if you didn't have to comply with the law. You can deviate by collective agreement. That is the answer to Mr Van Weyenberg's question. Under the transitional legislation, a collective agreement can now be concluded with a provision for a shorter period of time. That provision shall remain valid until 1 July of this year. If parties want to keep this possibility, they can agree on it on the basis of the new article member. Mr Heerma asked how this would work in practice. If there is no collective agreement, there will have to be one. That was already the case, so that's not new in itself. I'm sure it'll come if it's necessary. Mind you, a collective agreement doesn't have to be a phone book. It can also be a very short, targeted set of agreements, for example in view of this problem. In the absence of a collective agreement, it may be possible to use an incorporation clause which seeks membership of a collective agreement relevant to the sector. I will come back to that when I answer the questions about the amateur sport sector. The functions for which the exception is to apply should be set out in the collective agreement. Jobs are often also appointed in collective agreements, so that's not new. These are functions which can be found in the companies to which this collective agreement applies. Mrs Schouten asked whether the amendment was necessary and whether it could not be enough with the regulation already in force, namely to exclude functions from the application of the chain clause under the ministerial regulation. I don't think so. In my view, this arrangement is intended to cover more far-reaching exceptions. Think of the professional footballers, who have to do with the particular characteristics of such an industry. It is therefore not intended for all kinds of sectors where work, in part or in part, is seasonal due to climatic or natural conditions. The scheme also requires the permanent use of only temporary contracts. This will not always be the case, so that the requirements of that scheme are not met and therefore no exception could be made. So this is about the regulation that was already in the law. That is the disadvantage of the regulation in relation to the legislative amendment that is now before us. I therefore believe that the proposed regulation is more appropriate to the problems involved, whereby collective bargaining parties themselves, without the intervention of the Minister, can determine the functions for which the interval can be shortened. They are capable of doing so, let us be honest. The ministerial arrangement will of course remain in place, for the Minister to be able to make an exception if the parties agree and the conditions are met. This has been the subject of extensive consultation with the social partners themselves, both at sectoral and central level, in order to verify that this change is indeed a solution to the problem at issue. A number of groups, including CDA and D66, have asked what this means for the amateur sports sector. That is right, because we have already seen that this is a special sector. On the one hand, you have associations that are non-professional or semi-professional. A collective agreement does not apply everywhere. On the other hand, there is seasonal work, at least in part of the sports. That problem was not passed on to the scout seasonal work for nothing, and it is right that they were asked to do so. We need to realise that a lot of work in the sector is already being done by volunteers. They will receive an expense allowance which is so low that it is not covered by the scheme we are discussing here. This can be done without a contract of employment and therefore without a chain clause. In addition, most clubs have a limited number of paid forces. The chain clause applies in principle, and the main rule can indeed cause problems. For this reason, the sports sector has the possibility of extending the chain clause to six contracts in four years. The conversations that the scout had with amateur sport show that one could well get out of the way with that six-time-four arrangement. The proposed amendment would not therefore be necessary at this level. In principle, this requires a collective agreement, since it also allows an association to make use of the possibility of declaring the extended chain clause of the collective agreement applicable to Sports Associations, or that an association can join this collective agreement. These collective agreements are now under discussion. This also fits in with a development that is used in sport towards professionalisation, as parties also want. However, this can be supported. We have contact with NOC*NSF. We have a mutual interest in ensuring that clubs do not get into trouble, that they move forward with the professionalisation effort and that they can exploit the range of opportunities to offer customised solutions for each club, association or sports sector. I'll recap them. This is not at all the case for some clubs, because they do not use employment contracts. If that is the case, you can join a collective agreement, for example the Sports Associations collective agreement. If that is not possible, you could incorporate the provisions into your association. If you also have specific, climatic elements, you can make agreements to declare the chain determination as a whole out of application for an interim period. That is also the belief of the scout. I have that passage here with me. I'm not going to decimate it, but in this passage you can find solutions for amateur sport. Nevertheless, I would like to say that I am committed to working in consultation with NOC*NSF, because there is an information deficit and uncertainty there. I will help to inform the various associations and help to find tailor-made solutions. I want our conclusion to be that the problem for amateur sport is solved. Then I'll go to primary school. I'm not gonna repeat that that's not seasonal work. I also tasted in the Chamber the request not to repeat it, and I am not going to repeat it. There is now a debate on this matter. At the request of the Chamber, I asked the explorer to offer seasonal work to mediate in primary education. That's what he offered. They then got into conversation, but the conversations collapsed and they attracted another mediator. That is Mr Borstlap, an experienced mediator. That's what's happening now. I am convinced that we must be able to get out. They were very close when it collapsed. When it claps, people always start using very big words. That's what we've seen in the two press releases. However, when you look at the matter itself, you see how close one was to each other and how great the interests are to achieve a proper agreement. I think they're together today. I hope they do not wait for the outcome of the debate before they reach agreement. That is certainly not Mrs Schouten's intention; I know her far too well. I am convinced that we must be able to get out. The interests are so obvious and the possibilities and the law are there. That is why I do not recommend the amendment to the position of primary education.
ParlaMint-NL_2016-04-26-tweedekamer-32.u70	The Minister says: I am convinced that they must be able to get out. There are a few intermediate steps in those words. Let me ask you this: if the social partners do not come out, will the Minister arrange that exception for the invaders?
ParlaMint-NL_2016-04-26-tweedekamer-32.u71	No, they have to do it themselves.
ParlaMint-NL_2016-04-26-tweedekamer-32.u72	That is precisely the problem with this provision. Because we have placed it entirely with the social partners, these schools are in great uncertainty and have become dependent on whether the social partners come out on this point. They're tied with their hands and they can't do anything except wait and see. We are the legislator here. In the end, we decide what happens if the social partners fail to come out. I therefore have a final question, which also determines the amendment. If I know that this will be dealt with in a different way, I will gladly withdraw the amendment. Only, I don't taste that willingness at the Minister's office. That is why I am asking the question again. If the social partners do not come out, is he prepared to say for themselves: on the left or on the right, it will be okay with those invaders, even for schools for which a pool is not an option?
ParlaMint-NL_2016-04-26-tweedekamer-32.u73	Let us understand each other. If I were to say here now that I will take care of it if they do not come out, there will be an intervention in the ongoing negotiations. Then there will be an interest in one of the two parties not to make those agreements. I am convinced that it is in the interests of employers and employees in primary education to agree on this. They were all but one hair. In addition, there is a great deal of interest in bringing about the collective agreement now. I really don't know why they wouldn't come out, other than when one of the parties is acting extremely unfairly. If that is the case, it will have to prove that. I do not think that this would be wise in a sector with a high level of organization, where this collective agreement would also allow for a substantial increase in wages. The only way to really sabotage these negotiations would be if I promised here: if they don't come out, I'm going to do it. Then there's an interest in not getting out. I don't want to. Mrs Schouten doesn't want that either. I know her well enough for that. So give social partners their own responsibility to solve this. I really don't see any reason why that shouldn't be possible. Again, look at the press releases after the blow. There was another discussion about the circumstances under which you can use call forces. The question was whether this should be accepted by the school board or at the central collective bargaining table. That's it. That's where the delta was. Then there were a lot of other things, as always when a negotiation fails: emotions and big words. I really don't see why one couldn't get out. In fact, I am afraid I would reduce that opportunity if I made a commitment or announced something about it now.
ParlaMint-NL_2016-04-26-tweedekamer-32.u74	Finally, Mrs Schouten. You don't have to. It's okay.
ParlaMint-NL_2016-04-26-tweedekamer-32.u75	These are exactly the arguments we have always exchanged about agriculture and horticulture. This is precisely the argument why the Minister is going to settle this properly in the law. There is inequality between one problem and the other, between special and public education. We, as legislators, have a responsibility to deal with it properly, especially for all those children, schools and those invaders, who otherwise end up in a payroll structure. I hope that the Minister will recognize the importance of this and not just hold on ideologically to the idea that it belongs in the polder. This is also a responsibility of this Chamber.
ParlaMint-NL_2016-04-26-tweedekamer-32.u76	It is not necessary at all to say that it is only ideological. The system of our law applies to all these sectors. It allows collective bargaining partners to deviate from the law. Cao partners have known for a long time that they can find a good solution if they use it. No one says you can't solve this with those exceptions, because the law makes that impossible. Only, they don't even agree yet. That is also the difference with agriculture and horticulture. There was already agreement, but the solution agreed was at odds with the law. That is why I have proposed that this should be made possible quickly, so that this could also be done in other seasonal work. The discussion is not whether you could make such agreements within a collective agreement. The collective agreement has not been established so far. This is a different case. The legislator has assumed its responsibility here by finding a new balance between fixed and flex. It's a new law. We all know that a great deal still needs to be done before we can see together that it has worked in all respects. We have had the necessary debates on this. But here's not the problem. The law isn't the problem. The problem is that partners have not yet found each other in a collective agreement. After it had collapsed, they asked a mediator to help them come back to a collective agreement for a reason. You don't do that if you don't think you can. When they started this new mediation, they already knew what the point of conflict was. From that, you can assume that both sides are prepared to bridge that conflict point as well. Once again, I really don't see any reason why that shouldn't be possible.
ParlaMint-NL_2016-04-26-tweedekamer-32.u77	Please continue. I'd like to know how much longer you think you need.
ParlaMint-NL_2016-04-26-tweedekamer-32.u78	This is it, Chairman: one page.
ParlaMint-NL_2016-04-26-tweedekamer-32.u79	I find it complicated that we now have two tastes: whether we are trying to regulate it by law with the amendment we are tabling with three Members of Parliament, or whether we are waiting for something that we do not know the outcome of. What is the Minister's expectation about the timetable? In that sense, the Chamber is in a somewhat complicated courtroom. We just want it to be solved. If we can do that without changing the law, that's awesome. That's what Mrs. Schouten said. Only we do not want to be empty-handed at the end of this journey. The concern that that can be the outcome of this exercise has still not been taken away from me.
ParlaMint-NL_2016-04-26-tweedekamer-32.u80	I understand that concern. That is the price you pay in the system where social partners themselves take responsibility for choosing deviations from the law. In this sense, it is no different from seasonal work. In addition, parties will have to find each other on the basis of common interests in order to allow for a derogation from the law. What I find so strong about seasonal work is that employers and employees agree that they want to deviate from the law together. Then this minister won't intervene soon. Then I always want to see where the reasonable interests are. In this case, the situation is different. This is simply not the case with employers and employees. In the end, I think there is no reason why this should be sustainable. Employers and employees in primary education have common interests. It is not just about how you deal with employment relationships, but also about a substantial wage increase that was made possible by last year's wage agreement. We know that the transitional arrangements will cease on 1 July. That clock also sees parties ticking at a collective bargaining table. On its own, this is no different from other sectors, where we have said: no matter how difficult that may be, we leave it to the social partners. I admit immediately that several Members of Parliament have pointed out before that the proposal I am making here may prove to be necessary. In this respect, I would like to congratulate the coalition partners who have chosen to do so. It's not a very big secret that it was more like the VVD that hammered it. The presses therefore do not need to stop; there is no misunderstanding about that. We make it possible, but social partners will still have to do it together. This fits with the Netherlands and seasonal work. That's exactly what I think is the strength of their plea. Mr. Chairman. Mr Ulenbelt, with his amendment to item No. 11 to arrange a transition fee for seasonal workers. There is. A seasonal worker who is dismissed after sufficient time on temporary contracts is also entitled to a transitional allowance. For the purpose of determining entitlement to that allowance, all periods worked which follow each other with an interruption of less than six months shall count. Nothing's gonna change that. That is why I do not recommend that amendment. Finally, I come to Mr Van Weyenberg's question on the minimum legal wage. The starting date I have now foreseen is 1 July 2017. That's another race against the clock. He is proposing, or suggesting, no, he is offering to Ohio it is a helpful offer to include that bill in this letter of amendment and thereby pass the Council of State. I'm afraid to accept that offer. I would therefore not only insult the Council of State, but also the implementing bodies that will have to look at that bill. You have to change 67 laws for the adjustment of the minimum youth wage, I believe, and you have to look at effects on the Wajong and some of the things I mentioned in the letter. I'll give you my word. I'll show you the most urgent thing I can do. That means that I hope to present the bill to the Council of State for the summer. Then I can register it immediately after the summer in the Chamber for treatment and then 1 July 2017 can become real for that first tranche.
ParlaMint-NL_2016-04-26-tweedekamer-32.u81	In the expressions so far I had always read: in 2017. So I had hoped for January 1st. Why is that date not feasible?
ParlaMint-NL_2016-04-26-tweedekamer-32.u82	That has to do with the time schedule I'm making right now. If everyone cooperates as much as possible I can taste a potential majority in the Chamber of Representatives I can have it in the House of Representatives just after the summer. Then it could go to the First Chamber as soon as possible and it could be in the Official Journal in April. The entry into force may then be at the very early date of 1 July. January 1st is simply not feasible, no matter how I make the count. Then we are also taking very big risks with the employers, who will have to implement it and who will have to incorporate it into their systems. I have also spent a great deal of time talking to employers about what this is going to mean. How can you do it so that those young people actually get that raise instead of employers kicking them out of risk-avoidance? We do not want any of them to do that. In the Van Weyenberg motion (29544, No. 647) was prescribed a substantial increase, but without or with very limited employment effects. That's a fair assignment, but that's not a secret either, but it was a puzzle. I think we have put that puzzle nicely through compensation through the LIV, by agreeing that after that first tranche we will have another closer look at the consequences and possibly the consequences in sectors and by doing so in two steps at all, from 1 July 2017 and 1 July 2019. But I would, I think, be unjust to the support of employers, even for this difficult part of last week's package, if I also introduce it into an irresponsiblely fast timetable. Then 1 July 2017 is really very ambitious.
ParlaMint-NL_2016-04-26-tweedekamer-32.u83	I would have loved January 1st.
ParlaMint-NL_2016-04-26-tweedekamer-32.u84	Me too.
ParlaMint-NL_2016-04-26-tweedekamer-32.u85	I do know that this applies to the Minister as well. My comment was that I think it is a good step. I am concerned that, with an introduction on 1 July, we will be stuck on any unforeseen circumstances after this period of government, so you will come in campaign time so that 1 July is not feasible in the parliamentary process. I'm gonna chew on this. The minister says he's gonna do everything he can. I would point out that this also applies to both coalition parties. As I have said, I am going to chew on it, but it would be a shame if this did not work because, for example, we end up in controversial statements.
ParlaMint-NL_2016-04-26-tweedekamer-32.u86	Of course, I agree with that plea, but in that respect I have confidence in the reliability of coalition parties. In my view, this has been demonstrated in recent years by the great support in the Chamber for the package as a whole. In the First Chamber, a majority of people sign up. The First Chamber is still in this composition until 2019. If we make this timeline, I don't see any additional risk. You want to put it in a responsible way. I'll leave it at that.
ParlaMint-NL_2016-04-26-tweedekamer-32.u87	Thank you. Mr Ulenbelt, you also have a second term.
ParlaMint-NL_2016-04-26-tweedekamer-32.u88	Yes, I do, but I would like a clarification from the Minister on the dismissal allowance for seasonal work. Suppose someone worked for the same employer for nine months in a row. They'll be told he doesn't have to come back. What title can he get that discharge?
ParlaMint-NL_2016-04-26-tweedekamer-32.u89	To the normal title as it stands in the law.
ParlaMint-NL_2016-04-26-tweedekamer-32.u90	There will be no dismissal and no new contract offered.
ParlaMint-NL_2016-04-26-tweedekamer-32.u91	The transition fee also applies to temporary contracts. Even if you get a five-year contract, you don't have to get fired after that. You're entitled to a transition fee.
ParlaMint-NL_2016-04-26-tweedekamer-32.u92	The point is that there is no five-year contract.
ParlaMint-NL_2016-04-26-tweedekamer-32.u93	No, but the duration is added up. The reason why, when the Work and Security Act was introduced, we restricted the retroactive effect of the law, Mr Ulenbelt remembers that "it was right that the threat was that someone who had worked as a seasonal worker at an asparagus grower for 30 years would suddenly be entitled to a colossal transition fee." Companies could not prepare for this. In itself, the system of law provides for the care that Ulenbelt pronounces here.
ParlaMint-NL_2016-04-26-tweedekamer-32.u94	I'm gonna think about that.
ParlaMint-NL_2016-04-26-tweedekamer-32.u95	I think that is very good, Mr Ulenbelt. I give the floor to Mrs Schut-Bellow for a short second term.
ParlaMint-NL_2016-04-26-tweedekamer-32.u96	Mr. Chairman. I would like to thank the Minister for his comprehensive reply in the first term. What we want to emphasise today is that it is so positive that, in the short term, a solution has been found for seasonal work before 1 July. We have also listened carefully to the expectations expressed by the Minister about the ongoing negotiations between the social partners in education. We also hope, of course, that they will come to an agreement quickly to resolve the problem with the invaders. That is what the whole Chamber wants, but we agree that we should leave it to the social partners; at least the VVD and the PvdA agree on that. I have a few points on the Enforcement Directive. I thank the Minister for the commitment that the privacy impact assessment will be carried out and also for the explanation that very privacy sensitive information does not go to the collective agreement partners. That would really be an extension of the sharing of that information, and that does not seem to us to be a good idea. We have had an interrupting debate on the distinction between the minimum in the collective agreement scale and the collective wage scale and on what makes the distinction between the current Detachment Directive and the future review desired by the cabinet. I would like to stress that the VVD is not in favour of this, because it is convinced that the benefit of a well-functioning internal market is that work is being created at a time when things are getting better somewhere in Europe. At a time when you are restricting it more than at minimum wage level, we fear that this will eventually ensure that there is no more work or that detachers from abroad will no longer register on those jobs. After all, companies abroad have to pay higher wages. These wages can be very high for them, because, as the Minister rightly said, there is no minimum wage at all in some countries and wages are lower there. We really have serious doubts as to whether this will ultimately lead to more work. We assume that this actually leads to less work. In an earlier AO, we have also said that there will be a very large impact assessment on the impact of the new directive. We look forward to that. Once again, the VVD is in favour of combating illegality and the evasion of the minimum wage. The Enforcement Directive now before us is a very good way of doing that. Let's see what it brings before we take next steps.
ParlaMint-NL_2016-04-26-tweedekamer-32.u97	Mr. Chairman. Everyone now recognises that the relatively recent enlargement of the European Union has led to many and great social problems. This is perhaps best symbolized by the Dutch welder flying into a shipyard and whose work is occupied by a Romanian welder. This law doesn't solve that problem. The Minister recognizes that, too. Although it is an improvement to know what is going on here, so to speak, the Minister is then waiting for the Detachment Directive, the content of which is still completely uncertain, and for agreements on social security, all of which are still completely uncertain and which are even linked to the referendum in England. I am therefore surprised that the Minister does not say: okay, I am going to take national measures and I regard the Netherlands as sovereign in the field of the labour market. The Minister then says that my amendment on the inclusion of the residence address and bank account is 'disproportionate', but that he can imagine the purpose. I say to the Minister: then you should not choose Europe, but for that social purpose in the Netherlands. The same applies to the hard core of working conditions such as pensions, sickness pay and compensation. The Minister is not answering them either, and I am very sorry about that. We can and must do more than just implement European rules, because they have caused a lot of problems. I therefore hope that the Minister will come forward with national proposals after the summer, because he has not yet said anything about this. Mr Kerstens would like to see that, by the way. I have concerns about the inspection and therefore, together with Mr Van Weyenberg, I will table the next motion. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[whereas the inspection SZW is given more tasks and no additional staff are employed for this purpose;]] [[considers that the provision of mutual assistance and the implementation of administrative cooperation between countries should not be at the expense of inspection capacity;]] [[calls on the Government to keep a close eye on the fact that the additional tasks do not lead to a reduction in inspection capacity and, if this occurs, to send a proposal to the Chamber to prevent this,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Ulenbelt and Mr Van Weyenberg. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-34408-12]]
ParlaMint-NL_2016-04-26-tweedekamer-32.u98	Finally, I come to the seasonal work. The whole idea was that seasonal work would also take longer and that it would lead to longer contracts. This amendment, which is understandable in itself, does not do that. My amendment therefore sought to provide for an early retirement allowance after nine months, so that seasonal workers would be compensated for this. The redundancy allowance must correspond each year to the period worked in that year and must not be given entirely at the end until nine contracts have been served for five years. So I do not have to think at all about this amendment. The Minister put me a little on the wrong foot, but I'm back on the right foot now, so I'm maintaining the amendment.
ParlaMint-NL_2016-04-26-tweedekamer-32.u99	Mr. Chairman. Mr Ulenbelt stands on his left leg and I stand on two legs in the middle; so I say to him. I thank the Minister for his reply in the first term and for the number of clear commitments he made to the Chamber. I am passing by three which are of interest to my group. I come first to the communication strategy towards individual clients. I can see why they're still working on that. It is a good thing that the Chamber will be informed about the way in which this is going to happen. Especially for individuals who don't hire someone every day, we have to make sure that the communication is good. Of course, we also want to prevent the dramas of people who break laws because they didn't know something. We have learned from that in the past. The same applies to the commitment around the enforcement rate. I await the budget with interest. The Minister actually said it was true: if everything else stays the same, this law will lead to a higher enforcement rate; I say ceteris paribus as an economist. I am curious as to where that leads in the budget and what higher and more ambitious goal it will achieve. I'm coming to the inspection. I have tabled a motion on this subject, along with Mr Ulenbelt, and I will not repeat it. I have a fondness for it that if you make laws, you can also enforce them well with a strong SZW inspection, or "work inspection" as Mr Ulenbelt prefers. That is, of course, very important. The minister was clear about his personal commitment to amateur sport in response to questions from colleague Heerma and myself. He said that there are all kinds of possibilities, because it is a diverse plumage, and that he is going to make a personal effort to ensure that this is managed properly. I'm assuming his personal commitment, which is why I'm not filing a motion. I believe that the same applies to Mr Heerma. I assume that we will not be faced with problems in a few months' time. Perhaps at some point the Minister will also be able to tell the Chamber how this works in practice. I'll be on youth pay. I'm gonna chew on that. It was precisely my intention to make the date of 1 January possible. That's now July 1st. I'm sorry, but what can't be done is impossible. I have heard the Minister correctly and I hope that both the Minister and the coalition will do everything in their power to ensure that this is done even in heavier weather. So I will not table an amendment on that point. Around the school I feel a little stuck. On the one hand, there is a desire to wait for the social partners, but on the other hand we have the opportunity today to settle it definitively. That possibility is closed when this bill is voted on. For the moment, I assume that the Schouten c.s. amendment. I just don't want to run the risk of empty-handed education at the end of the day and the invaders and girls.
ParlaMint-NL_2016-04-26-tweedekamer-32.u100	Mr. Chairman. Today we are taking another important step towards a decent labour market after the Law approach. With this step, we are tackling underpayment, unfair competition and repression even more firmly. The Labour Party expects, in particular, that the shuffling becomes much less attractive by combining a mandatory prior notification and a mandatory subsequent check by the client, which is therefore no longer able to look the other way. The other measures of this law also contribute to that decent labour market. I have another question about reporting. The Minister has convinced me that in order to implement this regulation properly, you cannot cut and paste what has been invented in Belgium. We're gonna have to develop something ourselves. However, there are also two other matters in the law, namely the inspection of the documents and the control of the documents by the client or the user employer. I assume that those two cases will enter into force on the intended date of entry into force, namely 1 January 2017. I've been cheating on the fines for a while. If you don't comply with the reporting obligation, you'll get that fine once. But if you don't pay the minimum wage four times, you'll get a fine four times. Eventually those fines still tick and you don't get away that easily after making a simple calculation. The mathematics will lead more often than in the past to the fact that you better not start cheating. I have said before that it is an important step, but we are not there yet. We must continue to fight abuses where we can. We must do this both in Brussels and for that the Minister is doing a great deal of work, including in relation to the proposed revision of the Detachment Directive.............................................................................................................................................................................................................................................. Mr Ulenbelt and I have asked a number of times to provide the Chamber with an inventory of what we can do in the Netherlands. I would like to mention, for example, the A1 forms, with which there is still a great deal wrong, or the ET scheme, the covenant between the tax authorities and the broadcasting industry, which has already been discussed in the Chamber and which also leads to many abuses. I refer, for example, to the inclusion of pension contributions. Like Mr Ulenbelt, I ask the question when we will be able to look at this inventory. Finally, the Labour Party looks forward to the treatment in this Chamber of all the other fine agreements made with social partners last week, whether they are about raising the minimum youth wage or about guaranteeing a decent wage for people working for piecework.
ParlaMint-NL_2016-04-26-tweedekamer-32.u101	Mr. Chairman. I thank the Minister for the answers. It is a pity that we will not be able to get to work on the report sooner. 2018 is 2018. I hope that the deadline is really good and that it can just work. It's a good thing we're taking care of seasonal work now. We have already discussed this at length. The invaders remain my only point of attention. Let me be clear: if there is a solution on the collective agreement table tomorrow, well, tomorrow is King's Day, I say, please, very much. Let that also be an appeal to the collective bargaining partners themselves. If that does not happen, we should not run away from taking responsibility. I just read about schools that are indeed about to exchange staff or offer min-max contracts. We stand by and look at it, but we have a responsibility in it. We'll take it. The amendment will be put to the vote. If things do not go well again at a later date, we will be standing here again, precisely in the interests of the children and of the invaders who are now faced with great uncertainty.
ParlaMint-NL_2016-04-26-tweedekamer-32.u102	Mr. Chairman. In my first term, I indicated that the CDA Group is positive about the two parts of this bill. The good news for the minister is that he didn't waste it with his first-term response. I do have some questions. The first question relates to the first part, the enforcement directive and also to the Ulenbelt amendment. 10 and the fact that the Minister spoke in his reply about proportionality. Given Mr Ulenbelt's explanatory statement, I understand that the Minister says that it is not intended for that purpose, that it can be disproportionate and that he thinks it is sanding. In the explanatory memorandum to the law sent to the Chamber, it is explicitly stated that the service provider who comes here must give up a contact person so that contact can be made in the event of questions or unclearness. Would it be disproportionate to say according to the same line: the provider must give a contact address in the Netherlands, so that questions and uncertainties can be contacted? With a slightly different reasoning from Mr Ulenbelt's amendment, one could achieve the same objective, without being disproportionate, given the explanation given by the Minister himself. I'm curious about that. I confess I didn't pay any attention to that in the first place. However, I am curious to hear the answer from Mr Ulenbelt. Then I'll come to the sport. The Minister has made a personal connection and said that he is committed to this. With Mr Van Weyenberg I say that I want to give him the confidence to do so. I hope that also means that we do not have to stand here again, because there are problems in amateur sport. If you do, we'll be standing here again. I hope it's not necessary. I'd like to finish my education. I agree with what Mr Schouten said, but I also make a very explicit appeal to the social partners in education to adopt the good example of agriculture and horticulture. There, employers and workers have shared their solidarity with the small entrepreneurs, the small farmers who had this problem. Small schools have this problem, too. We are having a discussion about this, but they can also resolve this at the negotiating table. I hope they're gonna do that soon.
ParlaMint-NL_2016-04-26-tweedekamer-32.u103	I give the floor to the Minister. He can answer directly. There's one motion ahead.
