ParlaMint-NL_2016-06-28-eerstekamer-6.u1	I would like to welcome the Secretary of State for Finance to the First Chamber.
ParlaMint-NL_2016-06-28-eerstekamer-6.u56	Then there's the big question. I do not think the Secretary of State is sufficiently committed to this. The Secretary of State says he doesn't see any opportunities to tackle major sources of climate damage. That's why he wants to stick to the car; "that's hard enough." Let me get this straight. Tackling climate damage from cars is certainly difficult enough. But it is not the case that this should stand in the way of a more integrated approach. I told you, if we got all the Dutch to stop eating meat one day a week, it would be equivalent to taking a million cars off the road. We should not be too easy to think about indiscretions and say that civil servants should then search through all the ready-made meals. I believe that there are easier ways of tackling major sources of climate damage through tax instruments, whether through differentiated VAT or through a meat tax, or by allowing the Netherlands to argue that the subsidy for this climate-unfriendly industry should be reduced. I have already mentioned the example of calves farmers who receive 92% of their income. This is happening through Europe, but from the Netherlands we do have some influence on this. I see the Secretary of State now making a gesture which makes me think he agrees with me that this is not right. It would be nice if the Secretary of State in the Cabinet would argue in favour of a more integrated approach. If my solutions are too simple, I would like to accept that from the Secretary of State, but he has such a huge battalion of officials that they will certainly be able to come up with better solutions for a more comprehensive approach.
ParlaMint-NL_2016-06-28-eerstekamer-6.u57	Thank you. I see the Secretary of State can respond immediately. I call the Secretary of State for Finance.
ParlaMint-NL_2016-06-28-eerstekamer-6.u58	Mr. Chairman. Mr Köhler said he had not noticed any excitement in his party about the crossroads of taxes and cars. Perhaps at the time he was able to learn about this excitement he did not yet participate in parties that are excited, but in parties that do not yet show such excitement. But I think that the SP at local level always stirs exceptionally when the parking taxes for the small car driver are at risk of dramatically increasing. I say this with great appreciation. Because of his party history, I think he just missed this coincidence. I should just like to take note of Mr Köhler's remark that he thinks the rocktacks are low. Intellectually, I get it, but I can't do much about it right now, and I don't see any room for it either. Mrs Vos also raised this point. It is certainly not the case that I think people should prepare for this for a long time. Perhaps that would be a little exaggerated. Mrs Vos asks me how the cabinet will solve the rise in CO in the transport domain. I am always a warm advocate of European source policy on this issue. But beyond that, this subject has gotten far from my bed, at least from my wallet. This seems to me to be something that the Secretary of State for Infrastructure and the Environment should think about, together with the Minister responsible for mobility. It is a bit far-reaching to go through a debate on a car letter to the CO problem across the entire transport domain. I'm not making that happen, I'm telling Mrs. Fox.
ParlaMint-NL_2016-06-28-eerstekamer-6.u59	I could imagine if you had to do this now, today. But I expected that when you came to the cabinet with this Car Letter, there was indeed a look at what this means for the total CO estimate that the Netherlands has. Especially since the climate has just been discussed, for example in the context of Paris and because the judge says that all kinds of things need to be better and faster. So I would have expected the cabinet to have an opinion on it. I would therefore ask the Secretary of State to submit to the Cabinet how it will compensate for the additional CO emissions.
ParlaMint-NL_2016-06-28-eerstekamer-6.u60	Of course it is, because the cabinet is working on the fuel vision, issued the National Energy Exploratory at the end of last year and issued the Paris letter the first half of this year. The Secretary of State for Infrastructure and the Environment is responsible for this. It has set out in all kinds of letters what, also in the international context, is the policy of the cabinet where these matters are concerned.
ParlaMint-NL_2016-06-28-eerstekamer-6.u61	I read those letters because I'm following this fairly well. However, I have not read about the negative effects, at least at Dutch level, of your Autobrief II. I would therefore like to ask you whether the cabinet can send us a letter indicating how it will at least compensate for these negative effects. Perhaps you could submit this request to your colleagues.
ParlaMint-NL_2016-06-28-eerstekamer-6.u62	In those letters there is not much to read about the negative effects because there are no negative effects. The cabinet therefore does not have to respond to it either. And then there is the National Energy Exploratory; in a European energy exploration it would certainly not get any worse. That is my answer to Mrs Vos's second question. She keeps calling for a deterioration that really isn't there. She says that from 87 g/km to 95 g/km is a deterioration. It is indeed a deterioration compared to what we had otherwise done on national territory, but it is not a deterioration compared to the performance in Europe as a whole. That was also my answer to Mr Köhler, who then summed it up quite eloquencely in his own words. Mrs Vos also remains a little indignant about the idea that the regular car driver should be cheaper out. The clear view of this cabinet is that regardless of the environment, the ordinary car driver has a legitimate interest in not paying taxes for something that has no effect. It is the deep-seated view that the ordinary Dutchman, for whom the car plays an important role at times, should not be more expensive than necessary. We may not soon be able to agree on that view. The electric car can certainly mean something in terms of air quality, but as Mrs Vos knows, this will be particularly true in the major cities. In addition, we can see that the transport of cars from the Euro 6 fleet has a huge effect on air quality. If all vehicles that comply with Euro 0, 1, 2 and 3 will automatically go out, that will solve a huge amount of emissions in the cities. I do not want to make the direct link between employment and car subsidies. If we can only grow the economy by buying subsidies, we are doomed to death. Mrs Vos also calls for greater differentiation in CO emissions. The current policy, which is exceptionally unsuccessful, may have the greatest CO differentiation between cars on earth. We have a phenomenal CO dependency in the bpm; I think this is the most progressive burden on the whole of the Netherlands. In addition, we have a dependence in the mrb and in the addition. Together, they create enormous CO dependency, without any results at European level. Mrs Vos is also asking for an additional incentive for private electric cars, but I can no longer imagine any additional incentive. Again, the danger of overstimulation is lurking here. They are cars on which no bpm is paid and no mrb. Then we are also at a reduced rate on the loading posts. In the absence of any remaining tax, I no longer see any possibilities for discount. It is an accumulation... The VAT, is suggested here! Then we must be at Mr Koffeman's window. Hey, there he is!
ParlaMint-NL_2016-06-28-eerstekamer-6.u63	I was curious to see the reduced rate for tax on loading posts. I asked in the first place whether the Secretary of State could set a deadline for this. You mentioned a reduced rate for the loading posts, but has that already gone into effect?
ParlaMint-NL_2016-06-28-eerstekamer-6.u64	No, that's a commitment I made with the last Tax Plan. I am working to transpose it into legislation in such a way that there will be a reduced energy tax rate at public loading stations.
ParlaMint-NL_2016-06-28-eerstekamer-6.u65	Can the Secretary of State put a deadline on that?
ParlaMint-NL_2016-06-28-eerstekamer-6.u66	Prince's Day is a logical date. Mr Koffeman says that, according to experts, exporting, which I have just said is more limited than he claims, is very undesirable. I am not an expert because I do not think so. I do not see the loss, as I have just explained. I don't see the environmental impact either. I want to see the environmental and, above all, climate impact globally. We have instruments for this on a European scale, but national climate policy is meaningless. I therefore disagree with these experts. That is precisely what people know that there is no expert here.
ParlaMint-NL_2016-06-28-eerstekamer-6.u67	It has been mentioned a number of times in the debate that these experts are not only talking about climate, but also about particulate matter, soot emissions and noise pollution in cities, for example. In addition to the climate effects, there are many other effects of electric traffic that we are going to miss when all those electric cars go abroad. Those experts have a problem with that. Even now, the Secretary of State is ridiculing the subject again by saying that he is certainly not an expert, because he feels differently. These experts point to other issues, such as soot emissions and noise pollution. The Secretary of State himself said that that is indeed a point.
ParlaMint-NL_2016-06-28-eerstekamer-6.u68	That is also a point, but it is not so important that we should put in place a major policy in the fiscal sphere. The plug-in, with its quarter of an electric mileage, does not make such a superior contribution to air quality compared to other cars that we have to devote separate policies to this. I'm really not in favour of that.
ParlaMint-NL_2016-06-28-eerstekamer-6.u69	I had to check my paperwork to see what was going on with private electric cars. In particular, many electric cars are now being purchased on the business market. There you have the big add-on advantage and there the incentive is great, but the private market is still little on steam because the purchase price for many people is still very high. Wouldn't it make sense to consider a purchase premium, possibly even for electric cars that are soon to be released from the leasing market? They'll be on the private market. Maybe that way we can stop them from going abroad. If we could encourage private individuals with a premium to take over those electric cars, that could be a good contribution to the environment.
ParlaMint-NL_2016-06-28-eerstekamer-6.u70	There is rather the risk of overstimulation. We have a type of car on which we dropped about all taxes. In the absence of taxes which we can reduce even further, should we really go to pots with incentive premiums? At some point, it'll stop, won't it? What's against cars being bought in business first and private individuals being able to take over? They benefit from the bpm effect. They're taking advantage of the mrb. They benefit from the lower energy rate on the charging poles. What more can you do?
ParlaMint-NL_2016-06-28-eerstekamer-6.u71	The only thing we are seeing at the moment is that very little is being purchased on the private market. The share of these cars that we will have in 2020 will be significantly reduced by your policy. This can be a way to give the private sector a little support to buy an electric car new or to buy second hand from the leasing market.
ParlaMint-NL_2016-06-28-eerstekamer-6.u72	Given the difference with the rest of the fleet, for example in addition, but also in mrb, I think the share of pure electric cars will grow enormously. Whether this will also be the case for individuals must be awaited, but I do not see any great incentive to export these things either. For the time being, the second-hand driver is also subject to a zero rate on the MRB. So individuals benefit from this. The broadest question that I have been asked, which fits well into the end, is the question that Mr Koffeman asked at the end of his speech. He longed for an integral perspective and talked about climate policy and agriculture. I think he is doing so in all areas outside this debate. He knows that himself; he also indicated that. For that, we really must go to my colleague on agricultural policy and my colleague on climate policy, who used to be about agricultural policy. I would therefore ask Mr Koffeman not to use me as a messenger boy for his climate policy, but simply to address this to these rulers, perhaps even to start in the House of Representatives.
ParlaMint-NL_2016-06-28-eerstekamer-6.u73	It is an existing expression in the catering industry, "my colleague will be with you shortly." That's kind of tricky. I am asking for an integrated approach, and 'you must be with my colleague' is contrary to that. This integrated approach must come from the cabinet. You are a coordinating executive in the field of fiscal measures. May I ask you, in consultation with the colleagues you have just mentioned, to consider such an integrated approach and to inform us by letter? Indeed, the scope of this debate and the absence of your colleagues do not allow you to unfold that integrated approach here. So my question to you is: can I ask you for fiscal measures and an integrated approach? I would never have chosen the word'message boy' myself, but I would have spoken of a 'co-ordinated ruler for an integral cabinet policy'.
ParlaMint-NL_2016-06-28-eerstekamer-6.u74	Another winged expression in the catering industry is: have you reserved; if no, then we have no place. This is so far from the subject we are discussing today that I think it is more appropriate for Mr Koffeman's party to address this directly to those rulers. Otherwise, there is no longer a limit where debates end. Then we can all go after each other with letter requests. If there had been a clear relationship, or was in a grey area, then I'm never too bad to take the message and then I never give a shit about putting my name under that letter and being approachable to it. However, this has nothing to do with this issue anymore. I would really advise Mr Koffeman to allow his party to consider making this a solid point, but in another gremium, at another time and with other rulers.
ParlaMint-NL_2016-06-28-eerstekamer-6.u75	I got the impression that the Secretary of State was pronounced. I would like to ask him for an opinion on Mr Koffeman's motion. I have heard an implicit opinion in his speech, but I would also like to receive an explicit opinion, if necessary in the form of a winged statement from the catering industry.
ParlaMint-NL_2016-06-28-eerstekamer-6.u76	I'm sorry, I didn't pay enough attention to this. That's right. I've lost sight of the motion in the paper mountain for a moment. That's not neat. I apologise and thank Mr Köhler for his memory, because this is not the way it should be. For reasons I have just explained, I must advise against this motion.
ParlaMint-NL_2016-06-28-eerstekamer-6.u77	Clear.
ParlaMint-NL_2016-06-28-eerstekamer-6.u78	I've come to the end of my second term.
ParlaMint-NL_2016-06-28-eerstekamer-6.u79	I'm here to deal with the bill. Does one of the Members wish to vote on the bill? I note that this is the case. I propose that we vote next Tuesday on the bill and on the motion.
