ParlaMint-NL_2016-03-08-eerstekamer-3.u1	I would like to welcome the Foreign Minister to the First Chamber.
ParlaMint-NL_2016-03-08-eerstekamer-3.u80	I do. I have reached the last of my three points, namely migration, finance and now identity. I have already paid attention to the national identity question. We are talking about losing sovereignty, but I hear very little about the important results achieved by the EU's joint negotiating power, the EU's cooperation. The great powers of modern economy and capital, such as Google, Amazon, Blackrock, PIMCO and so on, have been laughing at each other for a long time because they know that national governments in the EU are being played against each other. It is not for nothing that they are sometimes compared with Standard Oil of the past, from before the antitrust interventions. Then we are surprised that in that international competition the Netherlands offers national tax services in the form of tax rulings, that the City pays high bonuses and that the places with the lowest costs in the EU are sought to settle. But can I just remind you that Mrs Margrethe Vestager was in the European Commission in the tradition of Neelie Kroes who dealt with Microsoft, Starbucks and Amazon? It was the European Commission that addressed international companies in Belgium on state aid. This may also apply to Dutch companies. That case is under the judge. These interventions are only effective because it is undoubtedly a competence of the EU Commission to intervene in competition to ensure a level playing field. Has a national government in the EU had that strength or the political will to defy international groups? No, this is a rhetorical question, by the way. We will have to continue to organise ourselves in Europe on a scale that allows us to be relevant in a financial and economic multipolar world order. Measures relating to energy, climate, transport, taxation for large enterprises and defence can only be effectively implemented at the supranational level. The pace at which that happens is still under discussion. Then I haven't even specifically talked about climate and energy. If even the Dutch Bank is talking about the need for a CO price, we are obviously closer there than we thought. It will have to be implemented at European level or it will not work. Let the European Union not become a political orphan of our time. The Group of the Party of European Socialists in D66 is happy to place in good company, as a third speaker, a positive approach with ambition to move forward with and in Europe. I use this forum to encourage the Minister to do so. He sometimes sits in meetings where this is different. We will have to open up our Cherry Garden further and develop new gardens with others for mutual benefit. My group would like to invite the Foreign Minister and the Dutch Prime Minister to, in the spirit of the great European, Edmond Wellenstein, who escaped us last week, equally convincingly after the "je suis Charlie" also "je Suis l'Europe! "to say so. I started my contribution with the reference to a good play, despite all the cultural savings there are still. I'm gonna finish with the bad piece of the Brexit amateur scene. David Cameron does not even have the lead role, but Nicola Sturgeon of the Scottish National Party, who wants to stay in the EU. I remember an oral consultation a few years ago when Mr Knapen was still Secretary of State and Mr Rosenthal Minister. I asked at that time whether it was possible and conceivable for Scotland to enter the EU before the United Kingdom. I was kind of laughed at back then. It was considered that this was not a realistic prospect. Actually, it's not as unrealistic as Brexit's going on at the time. I have a question about the 19th of February. Is it conditional? At least that's how I read that appointment. A British yes is the deal and a British no is the deal off the table. Is this interpretation correct? What exactly is the status of that statement? It's not a treaty text. Is it a declaration of the treaty? I'd like to hear the Minister about this. I'm sure the legal department looked into that. We understand that conditionality came in at the insistence of Belgium and France. What position has our Prime Minister or Minister taken in this discussion? Did he support the Belgian attitude or were we so pro-British that we did not dare to do so? If not, why not? In conclusion, what can we expect from the cabinet as a commitment to the referendum on 6 April on the association agreement between Ukraine and the EU? I expect the government, as well as the coalition parties, to make a clear statement on this today. The D66 Group already voted in favour of the treaty and D66 will call for a yes. The Minister has said something about this, but I would like to hear what he has to say about it in this Chamber today. Finally, there is something positive about the Marathon meeting on 18 and 19 February on the Brexit, but I understand that there will be an interruption.
ParlaMint-NL_2016-03-08-eerstekamer-3.u81	I just heard a call for the political parties to vote yes on April 6th. Of course you can. That's everyone's own responsibility. Can Mr Backer, as the representative of the referendum party par excellence, indicate how he looks at taking the outcome of the referendum seriously? Imagine 30% or more of the population coming to vote. Imagine, the population doesn't say yes, but no. Does Mr Backer think that the outcome of the referendum should be taken seriously and taken over?
ParlaMint-NL_2016-03-08-eerstekamer-3.u82	There's a difference between taking seriously and taking over. There have been complaints that this house is becoming so political. I'm gonna be in the role I'm supposed to be playing today. These are typical questions that my political friends across the street can discuss. I don't know if they're gonna do that before they vote. Of course, it will have to be taken seriously. That is my view. How exactly is that going to translate politically, I don't know. I wanted to speak more in general terms today. I have tried to make a contribution to this. Mr Koffeman had almost prevented me from ending up in a positive way. I don't think that's gonna work. At the Brussels meeting on 18 and 19 February, Prime Minister Cameron did not succeed in dragging large, or even smaller, countries in Europe into his negotiations for exit. So perhaps, despite all the thought and imagery, the common sense of "nous sommes l'Europe" is still more dominant than is sometimes thought. I would have liked to end with that thought, but I can see that this is not going to happen completely without damage.
ParlaMint-NL_2016-03-08-eerstekamer-3.u83	Whether it is going to happen is also up to Mr Backer. He was talking about the referendum. He said that the political choice is more across the street and would not take place in this Chamber. His party leader, Mr Pechtold, implicitly states that the electorate is too ignorant and too stupid to make the right decision. Does he support this thesis?
ParlaMint-NL_2016-03-08-eerstekamer-3.u84	I don't know what Mrs Faber's quoting from. If it is a quote, it seems very out of context, because that is not how I know Mr Pechtold. But, and that may have been the context, the question about the association agreement is a difficult one. If the question has been, I don't know, I don't know the interview, or if he thinks the citizen has read the association agreement, he could have just said: I don't think so. But in itself, I have great confidence in the judgment and judgment of citizens in our country. That is why I say: fine, let the referendum come.
ParlaMint-NL_2016-03-08-eerstekamer-3.u85	I will help our colleague by clarifying it a little more. Mr Pechtold said that Europe is too complex to be pushed into a referendum. I indicated that he implicitly states that the voter is in fact too ignorant and too stupid to make the right decision. Again, my question: does Mr Backer underline this?
ParlaMint-NL_2016-03-08-eerstekamer-3.u86	Mrs Faber is making things complicated right now. It was in the interview about Europe. I understand, because I don't know the interview. I don't know if Mrs Faber is looking at Buitenhof. That is, of course, from public service broadcasting. The debate was held with Mr Baudet. In his view, it is not about the association agreement at all, but about Europe and the fact that Europe is a construction that they do not support and that it is better to break up sooner than later. Mr Schaap also spoke about this. If you look at the referendum that way, it will be a complicated situation. That referendum actually raises a very precise question: should it or should it not be ratified? That's all I can say.
ParlaMint-NL_2016-03-08-eerstekamer-3.u87	Finally, Mrs Faber, on this point.
ParlaMint-NL_2016-03-08-eerstekamer-3.u88	I think Mr Backer himself is making things complicated, because I think the question was not so difficult in itself.
ParlaMint-NL_2016-03-08-eerstekamer-3.u89	Then it's all my fault and I'm not going to stay free of damage.
ParlaMint-NL_2016-03-08-eerstekamer-3.u90	Mr. Chairman. Europe is more than the name of a continent and more than the Greek myth of Zeus and his beloved princess Europe. Europe is an important cradle of Western civilization. Europe has many shared values and standards that are typically European and that have also spread to the former Eastern bloc countries after the end of the Cold War. Europe is big. It is much larger than the Europe of the 28 Member States of the European Union. The Europe we are talking about today has several important partnerships: first and foremost the European Union, but also the Council of Europe with 47 Member States and the Organisation for Security and Cooperation in Europe with 56 Member States. All these are important institutional forms of cooperation, but more importantly, they are community values. Mr Schaap also spoke on this point. What a cuckoo one singing is that in this coalition, at least in this Chamber. Article 3 of the Lisbon Treaty reflects the EU's key values: democratic rule of law, peace and security, respect for human rights, solidarity, mutual respect between peoples, free and fair trade, eradication of poverty and sustainable development of the earth. Article 21 translates this in an inspiring way into the objectives for international politics. As a civilian superpower with a wide range of highly non-military resources, the Union is potentially capable of contributing to a more peaceful and safer world. A broad and integrated security and development policy for European countries is urgently needed, including in dealing with the refugee crisis. This calls for more than less European cooperation. No European country will be able to effectively combat the major threats to international security on its own. A better and more effective foreign policy for the European Union is therefore urgently needed. With this need for intensive cooperation, international policies differ from other policy areas, such as housing or health care. Does the government share that general premise with us? If so, how is it committed to promoting this? The refugee crisis is one of the greatest challenges facing European cooperation in recent years. Do we succeed in upholding the European values of rule of law, of solidarity and of shared security, which I have just mentioned, and in helping to define our policies? Do we, as EU countries, go shoulder to shoulder or each for himself? In this Chamber, we have had regular contacts with the relevant trade ministers on the European Agenda on Migration, on a common approach to the refugee crisis and on humane refugee reception in close cooperation with the countries of the region. My group does not underestimate the scale of the problems facing us in Europe. For this reason, it is important, in the spirit of the UN Refugee Treaty, to make a precise distinction between political refugees who have often had to flee for fear of their lives after a long period of hesitation, for example from West Africa and North Africa, who, for socio-economic reasons in particular, try to cross over to Europe. At the shelter now we have to bet on the first group. Our question to the government is whether this policy in the European context is now being better implemented. Certain countries of arrival are referred to as "safe countries." This should actually include the whole of the Balkans. Can the government update progress at European level in determining which countries may belong to the'safe countries'? There is, of course, a round of negotiations in Brussels now, particularly with Turkey. I would like to ask what is the fate of the European Commission's so-called relocation plans in the current state of affairs. There is much to be said for this, but there seems to be not enough enthusiasm and support in many EU Member States.
ParlaMint-NL_2016-03-08-eerstekamer-3.u91	Can Mr Schrijver indicate whether he also considers Turkey to be a safe third country?
ParlaMint-NL_2016-03-08-eerstekamer-3.u92	Mostly. I believe that through the intensive cooperation with Turkey, which my group fully supports, we can contribute to the fact that large parts of Turkey can be described as a safe area. For certain groups that may be a bit more nuanced. I am thinking of the Kurds who fled Syria. That's where customization has to be done.
ParlaMint-NL_2016-03-08-eerstekamer-3.u93	Mr Schrijver is aware, I assume, that Turkey has not ratified the Refugee Convention for non-Europeans. There is a separate arrangement for Syrians, but Iraqis, Iranians and others cannot be protected under the Refugee Convention. What does Mr Schrijver think of that?
ParlaMint-NL_2016-03-08-eerstekamer-3.u94	That is why it is so important that we try to make major agreements with Turkey and that we try to bring Turkey into this by means of a mutually beneficial agreement. Moreover, I do not think that the number of Iraqis and Iranians trying to nest in Turkey is particularly high.
ParlaMint-NL_2016-03-08-eerstekamer-3.u95	Mrs. Strik, finally.
ParlaMint-NL_2016-03-08-eerstekamer-3.u96	We are not going to find out whether Turkey is a safe third country for everyone. Here's what I'd like to know. We have just heard Mr Schaap say that people can apply for asylum in Turkey. Does the PvdA go that far? Or does Mr Schrijver think that people on European territory should be able to apply for asylum and that it is here that we assess whether Turkey is a safe third country or not?
ParlaMint-NL_2016-03-08-eerstekamer-3.u97	The right to asylum is a very fundamental right. At the same time, it is also a universal right. That is not limited to Europe. People have the right to seek asylum in the country of entry. I think we have the right to try to make appropriate agreements with Turkey.
ParlaMint-NL_2016-03-08-eerstekamer-3.u98	Finally, Mrs. Strik.
ParlaMint-NL_2016-03-08-eerstekamer-3.u99	I find Mr Schrijver's answer very unclear. If he would say that people should apply for asylum in Turkey, then we still have the rule that we must first assess whether it is safe there. So there must always be an opportunity to refute that supposed security for an asylum seeker here. That has to be assessed. I hope, however, that Mr Schrijver does not wish to undermine this standard laid down in the procedural directive.
ParlaMint-NL_2016-03-08-eerstekamer-3.u100	I'm arguing that I'm unclear. I have just raised this issue about what is and is not safe countries a few moments ago. I also pointed out that we are now in very serious negotiations with Turkey on behalf of the EU. Let us await the outcome of that. However, the basic standard is that the right to apply for asylum remains a very fundamental and universal right. Mr. Chairman. Of course, it all has to do with the stalemate around Syria. It is high time that Europe came up with its own ideas. The 3D approach that we have so often managed to give profile in the Netherlands could be such an idea. Diplomacy is needed: cooperation with other countries and organisations, without claiming the monopoly on morality. Defence is needed, no doubt about it, so the use of military means to protect the civilian population, to disable the command centres and supply lines of the Islamic State, to bring humanitarian aid to the ground and to create buffer zones between the warring groups from a future UN peacekeeping operation. Finally, very important development is needed: if the situation is to be stabilised, there will have to be a prospect of reconstruction and development. Only then can the enormous migratory flows stop. Does the government share such ideas and, if so, what role does it have for Europe, in particular the European Union? Is it true that in the current Syrian peace talks in Geneva, the High Representative and EEAS, the Union's diplomatic service, are virtually out of play? In addition to a human Europe, my group is also concerned with a social Europe. Despite the slight economic recovery in several Member States of the European Union and the ongoing management of the Greek financial crisis, we see that employment is improving slowly and working conditions are under pressure. We welcomed the EUR 315 billion stimulus package launched by the Juncker Commission in November 2014. In addition to public funds, this package should be partly financed, even largely, from private money flows. Can the government give us any further information on the state of play with regard to this funding programme? What happened to that in the year 2015? Can an assessment be made of the impact on activity and employment, particularly for young people and for older people in the category 50-plus? We believe that unemployment in these categories, particularly in the southern parts of the European Union, is still alarmingly high. What special European programmes exist to combat unemployment among young people and the elderly? Are these effective? Can the government provide us with any information on this? Promoting economic growth and creating new jobs is very important, but not enough. My group recalls that when the Juncker Commission took office in 2014 in the European Parliament, it announced its commitment to a triple A status, that is, a ten with a grudge, in the social field. This in response to Eurostat figures on the enormous social inequality within the Union and the observation that almost 25% of the population of the 28 EU Member States are at risk of social exclusion. It is a question of shaping a pro-growth policy which also reduces inequality, as Mr Backer has already mentioned about improving access to education and providing social security for all. We note with interest the objective of the Europe 2020 strategy to lift at least 20 million people out of poverty and social exclusion. Can the government provide an update on the implementation and initial results of this strategy? What priority does the Dutch Presidency give to this important issue? We have already talked about the new European Commission that joined in autumn 2014 with a lot of flair. Juncker focused on a drastic reorganisation of the Commission, with a first Vice-President who became the Dutchman Frans Timmermans "Timmermans "Timmermans "Timmermans "Timmermans "Timmermans "Timmermans "Timmermans "Timmermans "Timmermans "Timmermans "Timmermans "Timmermans. If, for example, we take the international sector as a starting point, we see that Commissioners European Neighbourhood and Enlargement Negotiations, Trade, International Cooperation and Development, and Humanitarian Aid and Crisis Management are all under the leadership of the Vice-President and High Representative Frederica Morgherini, who also represents the EU's external relations. Now that the European Commission is at the helm for a little over 500 days, we ask the government for its impression of the effectiveness of this reorganisation of the Commission. And if we assess the new approach from the perspective of the refugee crisis: is it clustering of Commissioners at this difficult time has proved useful or rather a sta-in-the-way? Speaking of the State of the European Union, of course we cannot ignore the Brexit debate; other speakers also touched on it. We have a great deal to do with keeping the United Kingdom on board the European Union. Often the Netherlands and the UK are allies, at European and global level. The UK is also important as a counterweight to excessive German-French influence. As Prime Minister Rutte said, "Europe is better off in Britain." The recent agreement between President-in-Office Tusk and Prime Minister Cameron obviously raises questions. How does the Netherlands, now President of the EU, consider that not the Commission but the President-in-Office was initially in a forward-looking position here? In addition to the way in which the agreement was drawn up, my group also asked the government to assess the substance of the agreement. Can the waiver of the ever closer union laid down in the Treaties be accepted or is there a risk of undermining the EU's substantive and institutional development? What dimensions of the agreement with the UK are there with Dutch policy starting points? How does the government assess the chances that the Dutch Presidency can help to guide this EU-British agreement smoothly or not after adjustments by the Council, the Commission and the European Parliament, so that there can be no misunderstanding in the British struggle for 'brexit, yes or no' that the European Union itself likes to keep the United Kingdom on board? It is not as big as the subject of the possible British outing, but the referendum in the Netherlands on the association agreement with Ukraine is important. I lively remember the fascinating and I also think careful debate that we held in this Chamber in July 2015. This referendum is about more stability, more security, more democracy and more trade and investment. That is the commitment of the referendum. Yes, we know that Ukraine is still at a very fragile stage in its development towards the rule of law and democracy. Today's Ukraine has many flaws. Together with the democratic forces there, it is now a question of moving the country in the right direction through economic and legal cooperation and not letting the country fall back into instability, corruption and unilateral dependence on Russia.
ParlaMint-NL_2016-03-08-eerstekamer-3.u101	Mr Schrijver outlines a development in Ukraine that is perhaps desirable, but has not yet been noted. Transparency International notes that Ukraine is currently the most corrupt country in Europe. Those who look at images from the Ukrainian Parliament will say: this is not a very early development, this is total chaos in a totally corrupt country. The question is whether you should associate yourself with such a corrupt country or whether there are other ways to work on improving the situation. Because, of course, we agree, no one wants a corrupt country to remain corrupt. You want it to develop into a country where democratic foundations find a place. How does Mr Schrijver look at the fact that there is now more large-scale corruption than anywhere else in Europe? Do you need to associate with that right now?
ParlaMint-NL_2016-03-08-eerstekamer-3.u102	I thank Mr Koffeman for his very pertinent questions. To a large extent, I agree with him. It is true that it is now a question of working with the democratic forces in Ukraine in order to help the country move towards a good direction. That is what the form of an agreement has been chosen for. It is not a question of membership of the European Union or something that is very unusual. The European Union is concluding association agreements every once in a while, this time with Ukraine. Last year we discussed this in detail, as we discussed earlier, an association agreement with six Central American countries and with Chile and Peru. I don't know the numbers of Transparency International, at least I don't have them on hand. I would be interested to know whether they have been so high in Ukraine lately or whether the country has always been a frontrunner. There are also signs that Ukraine is moving in the right direction. There have been fair and free elections a number of times. There is at present a cease-fire in large parts of eastern Ukraine through the interference of the international community. Some of the heavy weapons have been withdrawn. This fragile process of improvement that I see taking place in all my optimism can be supported by institutionalised cooperation with Ukraine's neighbours.
ParlaMint-NL_2016-03-08-eerstekamer-3.u103	I fully understand the desire behind the idea of signing a treaty with the democratic forces, but you do not sign a treaty with democratic forces. After all, you can't make a distinction. You are closing a report with what is currently called the most corrupt country in Europe. The fact that democratic forces are also active in that country is of course without prejudice, but you do not sign a treaty with those democratic or democratic forces.
ParlaMint-NL_2016-03-08-eerstekamer-3.u104	We conclude a treaty with the Ukrainian Government as the legal representative of the area and the people, that is to say with President Poroshenko and the elected government of Ukraine, which is based on a majority in the freely elected parliament.
ParlaMint-NL_2016-03-08-eerstekamer-3.u105	Finally, Mr Koffeman.
ParlaMint-NL_2016-03-08-eerstekamer-3.u106	This freely elected parliament is characterised by large-scale and massive fights which we have also seen on television. So that cannot be interpreted as democratic forces. You can say that there are democratic forces active in Ukraine, let us welcome that, but there are also a lot of corrupt forces active in Ukraine. The question is, do you want to be associated with that?
ParlaMint-NL_2016-03-08-eerstekamer-3.u107	I think we should be careful to make a caricature of the Ukrainian Parliament. There are strong words and a few blows, but it is not exactly a Polish country day either. Admittedly, it's a little less challenged than it is here in this room. In my party's view, this referendum can help to ensure that the European values, which so many have already spoken about in this Chamber today, can apply to the entire population of Ukraine, which is part of Europe as a whole. Let us be clear: the people and parliament of Ukraine have chosen this cooperation with Europe. A "no" means dropping them and making President Putin laugh. Now, in the run-up to the referendum, the question arises as to what the government, including this Minister for European Affairs, can and will contribute to informing voters in the Netherlands properly so that they can make their own informed choices. I'd like to get an answer to this question. I'm rounding up. We are convinced that a well-organised Europe has the potential to deal with even the great problems facing Europe. As discussed in turn today, my group is in favour of a humane, a social, an effective, a Europe which is not crumbling and which is open and cooperative towards the neighbours of the Union. Europe, with its various institutions such as the Council of Europe, the OSCE and more, must offer an alternative to the strong policy of power of the great powers. In the opinion of the PvdA Group, this can only happen if we, together with Mr Knapen, are constantly inspired by the great European values of the democratic rule of law, the strengthening of the international legal order, solidarity between the Member States, the prospect of employment and the eradication of poverty. I await the Government's response with interest.
ParlaMint-NL_2016-03-08-eerstekamer-3.u108	In view of the time, I shall now suspend the debate and the sitting for lunch.
