ParlaMint-IS_2018-03-22-43.u1	The president considers an agreement that may last longer than the Senate allows.
ParlaMint-IS_2018-03-22-43.u148	The president points out that this was a change in proposals that determined an entire article on the bill. It was not a change of word inside an article or another. There were two options available that each expressed the whole code of laws. When it is clear in advance that both such suggestions will always be offered, the order in itself should not have to be important. Of course, in this case it was not difficult to determine which went further, but in other cases it can often be difficult to settle. That is why the practice here is that all adjustments in the form of rules come into play. This is especially true of the General Assembly rather than in some places where we live in a general assembly, claiming to be president of the United States.
ParlaMint-IS_2018-03-22-43.u149	A respectable president. I had the same expectations. paritaprevir Sæmundsson's stone that the adjustment that would take place would be further than that. I'm used to making these adjustments. I don't really think it's a big deal in itself, but it surprised me and it made me uncomfortable because I'm following the web very closely when we're voting. I listen when the president talks about the numbers and mentions the Senate documents in order to keep a close eye on what's going on. I notice these things and they confuse me because I try to watch them. That's why I find it inappropriate, with all due respect for a respectable president, that he sent some pill to the council members that he assumes they know what they're voting for. It needs to be monitored here, and it can be difficult. Those senators who take great pride in this knowledge are well aware that this is not about it. That was a natural question. Senator. I'm surprised to learn that this is a rule. I'm not going to argue with the rule, though. I don't feel anything in the Senate that makes what I think is normal, that the one going further would be taken sooner, but I wanted to make a comment about this expression by a respectable president. [[The president calls.]] He is also responsible that people in this hall know what is going on.
ParlaMint-IS_2018-03-22-43.u150	President will hear what he's saying. Councilmen say, and it's probably a matter to review the matter calmly at meetings with members of Congress or elsewhere. The president tried to explain what he could without preparation. He hoped that it would explain it rather than the other. Each of us can take comfort in the fact that according to the vote and the figures in it, there is no difference in the outcome.
ParlaMint-IS_2018-03-22-43.u151	I recommend a bill to correct a law of law No. 161/2002, about a financial firm. The bill's on the roof. 537 - 387 C.E. The bill covers three changes in the law that take place in reorganization of financial resources and break down financial companies. The changes are based on the 2001/24/EC Directive's Directive for reorganisation of funds and loans. Indicatives of the bill's contributions are comments made by the EFTA Institute of Observation because of current legislation and the interpretation of the courts on them. According to the Icelandic principle, the right to exercise rights, lawsuits, and implementing the decision to reorganize financial resources and break financial companies, depending on Icelandic law, financial companies have obtained licenses in this country. This principle is based on European rights rules. The bill recommends changes to the exceptions from this principle, but these exceptions are recommended in Directive 2001/24/EC. The main objective of making contributions to the bill is to increase the clarity of the laws of law that introduce three of these exceptions in Icelandic rights. This aims to meet the observations ESA has made on the implementation of these regulations here on the country. This is a set of rules that take account of the debt, the position of payment contracts, and the authority to end legalizations that are considered to be damaging to creditors. The changes made by the bill are as follows: A modification in terms of interpretation of non-value, invalidation, or lack of legal protection in the sense of 30. g. Directive 2001/24/EC, which are referred to in the current legislation to III. section of the Act on Protocol, salaries and invalid legislation to explain it. In the EFTA Court's judgment on the E-28/13 case, the input of the 30 st. The directive explained that the misdemeanor's policies on reimbursement should also fall under the scope of Article 30. The directive, however, gives us reason to correct the field of values. They're suggested to refer to XX. section on bankruptcy, etc. will be added to the n- force 2 mg. 99. g. The law. It is then suggested that the term "greeting agreement" be defined in the law by a specific explanation. A change in the y- team of 2 mg is also proposed. 99. g. The law that takes care of payment contracts and balances. The purpose of these changes is to reconcile the wording of the law of the 23rd and 25th verses. Directive 2001/24/EC which contains certain rules regarding payment agreements and balances. The change thus suggests that the right effect of payment agreements can follow laws other than the Icelandic in the reorganization or the worn - out loan system, which is in accordance with the directive. It is a requirement, though, that such a contract be made before any financial restructuring or breaking. The principle of the law is that when financial companies undergo reorganize money or break up in the country, they pay dues to Icelandic law. In Directive 2001/24/EC it is as stated previously that, in certain cases, a creditor has been authorized to demand balance on the requirement of a financial enterprise and on the laws of the country which apply to the requirement of a financial enterprise. In this case, we need to be authorized by the laws of the state that take up the legal position of the party. The bill aims to explain more fully this exception rule, however, it is a requirement that this exception rule poses a limit to the right to debt on the basis of the authority is limited by the right of a financial enterprise to demand annulling or renovating according to the terms of contracts, commissions, and invalid legalties or bankruptcy. A respectable president. I suggest that the bill be referred to what. The Economic and Business Committee, after the end of this discussion and then through 2nd. Here at the council.
ParlaMint-IS_2018-03-22-43.u152	A respectable president. I recommend a bill to legalize the legislation on Iceland's impenetrable Insurance. The main focus of the bill is: First of all, the treatment of reforms is proposed to be reduced, and administrative levels will be reduced to the loss of authority to sue the management of Iceland's Anti-Development Insurance Act before being charged with a ruling committee. When this change occurs, it will be simpler, as well as more in accordance with the general administration laws. Second, it is suggested that special checks of the year be removed. A review of the Agency's annual accounts is therefore considered unnecessary for special viewers to review its accounts. Third, it is suggested that events that will be determined by man's will or by great inadequacy are not considered to be natural disasters in the sense of the law. This suggests establishing the standards established by the Agency. Fourth, it is suggested that the risk of self damage be reduced from 5% to 2% of the damages, while minimal personal risk increases. This suggests a $200,000 risk. instead of 20,000 k, risk due to domestic property 400,000 k. Instead of 85,000 and the risk due to maning activity of 1 million instead of 850,000. The current risk is lower than in most property insurance, and there is a risk that the Agency's funds will be used to make significant damages to many sources if so. The bill emphasizes that those who suffer significant losses will be rewarded at a higher rate than those who suffer minimal damage will carry their own risk. If the bill is legal, the Agency will have more room to handle larger damages, which again reduces the possibility that the Agency will need to borrow, on the authority of the state funds, in order to meet its commitments. Fifth, it is suggested that damage tolerance be made mandatory in terms of insurance reforms to repair the damaged property or objects. In addition, the Agency will be obliged to pay insurance benefits in accordance with the progress of reforms if the amount of insurance insurance is greater than 15% of your insurance level or damage has been made in terms of security and loyalty. Finally, it is suggested that in exceptional circumstances the Agency can intervene in the repair of domestic property in consultation with damage tolerance. Sixth, the Agency is given a new name. It is suggested that the term "Environment Insurance" be canceled and that it will instead be called Iceland's Natural Disaster Insurance. The aim is to reflect more fully the role of the Agency, which is to ensure the harm caused by natural disasters. The insurance itself would also be called natural disaster insurance. I expect there to be some discussion on this point and since I am rather conservative myself, I had made this suggestion in the bill that I come from there and from the board and from the management and executives of very special interest. I'm reluctant to object to the opinion of those in question, that the name has caused some confusion, and that the rendition may better reflect the role of the Agency, but I admit that I was not fully convinced at the first examination. I suggest, though, to the council and to encourage the committee to continue to think on that subject in particular. A respectable president. The main objective of the bill is to improve efficiency in Iceland's normal insurance activities and limit the overall insurance protection in such a way that it is more likely to strengthen the foundation of society's institutions through natural disasters that are causing much loss of property. If the bill is legal, it should support Iceland's integration insurance activities. It is suggested that the work be done in a much simpler way and that the provision of damages will be made clearer without adversely affecting damage tolerance. Then the treatment of damages should take less time and result in a lower cost for the benefit of all. According to this, I suggest that the bill be referred to the Economic and Business Committee and to the 2nd. after this discussion.
ParlaMint-IS_2018-03-22-43.u153	A respectable president. Before stating this matter, I would like to apologize for having been late in the house and had to postpone a meeting for 15 minutes. I recommend a bill to a total law on equal treatment regardless of race or ethnic background. The bill was previously submitted to the 146th legislature of 2016-2017, but it could not be completed before the end of the council. The review of reviews that had been received by the General in the treatment of the matter was made taking into consideration comments as indicated. The improvement of the bill is in line with the government's policy declaration, which stipulates that equality in the broad sense is an unbreakable part of a just and fair society. It also says that Iceland should be desirable for all who wish to participate in building an Icelandic community for the future. Human rights, equal opportunities, variety, freedom, and responsibility, along with respect for differing opinions, would be solidly foundationed. In addition, it is stated that it is easier for immigrants to become competent and active participants in Icelandic society. The bill suggests that in Icelandic legislation the principle of equal care for individuals is laid down regardless of race and ethnic background in all areas of the community outside the workforce. It is not expected that the bill will apply for equal management in a labour market where I will follow with this bill providing a special bill. In order to ensure the equal treatment of people in Icelandic society, the bill suggests that discrimination on the grounds of race and nationality, whether direct or indirect, is prohibited. With a clear ban on discrimination, it is thought that this will contribute to the active participation of most people in Icelandic society, regardless of race or ethnic background, and that it will prevent social isolation of individuals for the same reason. The bill is also intended to be a factor in preventing racial opinions from taking place here. Must be considered as new in Icelandic law, although other laws of national law are also intended to ensure that, in some areas, equal treatment in certain areas of society, e.g. 65. g. The Constitution, and certain aspects of the general penal code and administrative law. Furthermore, the Icelandic government has validated treaties designed to promote equal treatment in the community, including the European Convention of Human Rights, the UN Convention on Civil and Political Rights, the United Nations Convention on Economic, Social, and cultural Rights, and Europe's Social Convention. This includes social protection, including social security and health services, social status, education and access, or delivery of products and services. The bill is also intended to apply to housing available for the general public. The regulations of the bill are not expected to apply to family and/or private business. Among other things, social benefits are on the bill to enjoy certain good things from a government person or private person, such as access to places intended for the public, inside or outside, where you can enjoy leisure time or attend cultural and artistic events to name something. This includes discounts or offers that apply to access to such sites or events. It is noted that the above applies to all locations intended for the general public, whether the location is considered to be official or private. In this context, there are sometimes talk of public space. In addition, there is access to public transportation, subsidies in schools, and high school expenses. The bill also suggests that racial and national discrimination guidelines are considered to be discrimination in the sense of the bill and thus prohibited. The same is true of harassment when connected with race or ethnic background. Then, in the bill, it is assumed that temporary measures will be permitted to improve the position of those who are in a certain area because of race or ethnic background. However, billing does not affect the different treatments used on the basis of state and state care, such as on the basis of law No. 80/2016, about foreigners, and the law No. 97/2002, about the employment rights of foreigners. The terms of the bill are not expected to apply to such different treatments if the treatment is based solely on the individual subject's subject's subject subject. On the other hand, if the treatment is based on the race or ethnic background, it is assumed that the standards of the bill will be set and protected accordingly. It is assumed that management and administration according to the bill are the same as on the basis of law on equal positions and the equal rights of women and men. Therefore, the minister of equality will take control of matters that this bill will take care of. It's a law-to-be in charge of the bill's implementation. In addition, if it is thought that the law has been violated and is assumed to be a rather relevant law for equal positions as well as for the right of women and men to the same degree as it can be, it is recommended to consult the Committee of Equal Opportunities. The implementation of the bill was guided by the Council of Europe's Directive No. 2043 of June 29, 2000, to carry out the principle of equal care, regardless of race or nationality regarding rights and duties outside the workforce. Since the Directive is not a formal part of the European Economic Area Convention, it is not really introduced into Icelandic, but it is protected by the bill that there is a material agreement in Icelandic rights and rights in the European Union on the basis of a controlled directive and is in accordance with the approved European government of 2003 and a standard document sent by EFTA in February 2003, which announced that Icelandic legislation would be legalized to the Commission to ensure the continued effort of a labour market. In addition, Norway has also introduced comparable legislation in Norway, although not being part of the European Regulation, just as Iceland did. It should also be noted that the United Nations Human Rights Council and the National Committee of Social Affairs in Europe require rich governmental legislation to prohibit discrimination on the basis of race and ethnic background. Furthermore, the Northern countries and most of Europe have developed a directive or reflect its contents in their national rights and can be said that Iceland has become a large submerge of other Western countries when it comes to protecting individuals from discrimination. The bill suggests that people of a foreign background experience prejudice and discrimination in everyday life here on earth. In addition, the bill is giving for the first time here on the country of individuals who consider themselves to be discriminated on the basis of race or ethnic background outside the labour market authority to seek their rights to a government ruling committee. Thus the bill is designed to promote greater equality in the community. You will hear a view of Article 65 of the paragraph. The constitution should be considered sufficient to ensure the accuracy of the board. It is true that, at least in part, it is as true, but it is also important to look for international comparison to Iceland as it is for immigrants where discrimination laws that are not available. It should also be noted that surveys show that immigrants in this country experience certain prejudices and discriminations intended to deal with these legislation. A respectable president. As soon as I wish for this case to receive a positive treatment, and suggest that it be referred to the General and Education Committee, I would like to reiterate that I expect the Council to take the bill for careful consideration. As I told you before, this case was proposed to the last council by my predecessor, why. paritaprevir The village Þorsteinn of Víglundsson, who was then a minister. The end of the last council was not reached. It is back here, and I expect a good partnership with the General and Education Committee in the processing of this case and wish her good success in her work.
ParlaMint-IS_2018-03-22-43.u154	A respectable president. Thank you very much. Minister very much for the review. Well, it's pretty important to me. I was its chairman in the Committee during the last term, and unfortunately it didn't run out. Of course, like many others, I feel that it is time for us to take those steps, although they may not be very large if we compare them with those laws that have been established in other countries. The protection given there is often even richer than here. However, this is an excellent first step, and in fact, it is quite remarkable how much discrepancy is in Iceland on the one hand when we consider that our legislation when it comes to sexual equality has gone quite well and done as long as this issue has not gone so fast. I confess that I have not been able to do enough research in order to know if there are any material changes since they were adopted from council members during the last term and would like to ask the secretary first. Second, I would like to ask, because the case is being announced in February, this March is about to pass, whether it is a matter of concern, or whether a minister will experience any opposition within his company or other government classes.
ParlaMint-IS_2018-03-22-43.u155	A respectable president. I want to thank you. A senator for this answer, and he agrees with what he says. Senator I think it's a good first step, but we always have to be on our toes in these things. I also encourage the committee to examine specifically whether there are reasons for furthering these issues or in what ways. While there has been no material change in this matter, there have been minor material adjustments in the other subject that follows. In view of the fact that this is a matter, as a result of each committee, and in view of the subsequent adjustments we have made, it was a good idea for them to come into contact with the council. That may explain why this matter is happening now, even though it did not change. For the sake of whether there is material opposition within the governments, I can only speak for myself in that regard. I'm on this case, of course. I'll make it a point. The matter has come to the council. That means it's going through government. It's also passed through three different governments and has come to the council. That means they have the support of the government. I can't answer it by individual senators, they have to do it themselves in votes. Of course, this is where each person has his convictions. But I will support this case, and I have conviction that the more part of Congress does it and very much more things. I hope this answers questions. Senator.
ParlaMint-IS_2018-03-22-43.u156	A respectable president. I thank the Minister for the answer. If I'm here any longer, you might be able to count on my support in this case, but I guess that won't happen. Nevertheless, I dare say that the matter will be supported by my council. I thought about it and hope that the minister will give me a little bit of anxiety, for he used those words that he would want the committee to examine the matter carefully. Today, I know what is done well, and that expression is sometimes used when people do not necessarily want to be spoken of. I just want the minister to explain what he means with this expression and to see if it is not fully clear that the matter is put forward in order to be approved at this council.
ParlaMint-IS_2018-03-22-43.u157	A respectable president. I want to thank you for the support of this case and who knows but what. A senator will be back in this room as a deputy when the case comes to final payment. No one knows his life until they're all dead. When I said carefully, I now meant, in the context of the fact that there may be reasons for careful consideration of the comments. A senator made that perhaps we should expand the subject of the bill. The bill as it is presented here is fully devoted and heavily supported by the social and equal minister. However, there is good reason why the committee may well reexamine whether this should go further. I encourage her in this context, but there's a serious point behind the input of this case, and I expect it to receive good and quick treatment at the same time.
ParlaMint-IS_2018-03-22-43.u158	A respectable president. We look at these two issues together, the prohibition of discrimination in the labour market, and the prohibition of discrimination on the grounds of race or nationality - I'm willing to say the names of these bills, but I hope to the highest degree. A minister understands what I mean. I wanted, after what was discussed here in the previous answer, to talk to the minister about why it wasn't decided to go further on the bill we're discussing here, i.e. to extend the value of the bill to cover the different aspects of the labour market legislation. I'm gonna let me quote the bill next time, i.e. about the set of values and the difference parameters it touches. It says, by permission of the President: These laws apply to equal treatment of individuals in the labour market regardless of race, nationality, religion, alive, disability, age, sexual orientation, gender, gender characteristics, or gender expression. I'm interested in knowing why, especially in view of how long this case has been for the treatment of the Ministry, it was not decided to take the step further and set in these differences. Of course, I feel that there is good reason to place these differences, disability, impaired working ability, age, sexual orientation, sexual awareness, sexual expression, or gender characteristics, into the common discrimination laws. There's something countries around us have been doing, that's something we generally have, in the general record of Iceland, were criticized for, i.e. that we do not have a general discriminatory law that allows a lawsuit to be discriminated against in these different factors. I ask, "Why did you decide to do that? " Does a minister not go further and take those differences first possible?
ParlaMint-IS_2018-03-22-43.u159	A respectable president. Thank you. A senator for her answer. This bill is transferred unchanged, and the second bill, which follows, such as voila. A senator correctly enters, has made changes, has been expanded, and includes other factors. We are, in effect, taking further steps than was made when the case was last presented. One reason why this is not being done is because I thought it proper for us to take further steps regarding the second bill. With this bill, we're starting work, including... with the '78 agreement, to implement and include other factors that need to be taken into account so that the situation reaches a larger group. I thought this time, and having agreed with the government, it was a sensible first step in this subject. But I'm saying it out loud and clear that I'm urging the committee to look into it specifically. If you want the bill to include more factors, then there's no point in yourself. But it's right to say that my objections to former social and equal ministers have been made that there are differing opinions here in the chamber. I speak for my mouth in that subject. I want to see these matters proceed and see them reach as wide as possible. I encourage the committee to examine this in particular. But we thought right this time to take this step.
ParlaMint-IS_2018-03-22-43.u160	Madam President. I thank the Minister for the answer. I'd like to ask you a little more - in view of the highest. The minister here tells us that he encourages the committee to consider this matter - whether the Ministry is ready to be on our side of the committee by word of it. I mentioned this in the treatment of the situation last time that I felt that these larger groups should be covered, and I received a message that this is a reasonable first step. On the other hand, I feel that all too long, waiting for justice from previous larger groups. Of course, I think it's very positive that they're working with the '78 Conspiracy to expand this to their melancholy population. However, it may not be expected that disability and other such symptoms, other such differences that have an extensive impact on the lives of people and their rights here in this regard. I remind you that we have signed the United Nations Convention on the Rights of Disappointments, which includes our commitment to forbid discrimination on the basis of disability within our common law. I believe there's a good point that we're going to start banning discrimination against the disabled, too. [[The president calls.]] I'm asking a minister: Is it a requirement to help us on the Committee to help us, and will the Micro-Communications Alliance be in charge of the next law? [[The president calls.]] Or can we just get this thing off now?
ParlaMint-IS_2018-03-22-43.u161	A respectable president. Thank you. A senator for the record. I say again what I said earlier that it was decided to take this step in this session, just as was done when the bill was submitted to the last legislature. Of course, the legislators have the right to make changes. Now I'm gonna bring this bill, put it in here at the council. The Congress is in charge of what changes it will make in its affairs, both here and there. A top-of-the-art Board of Education. I say, it's no problem to consult the Ministry for help and information, whatever they are, whether they're involved in this or anyone else's case. My word is that the Ministry staff will be invited and the Committee will have been assisted. However, I reiterate the importance of the council holding the case after a minister recommends it rather than the execution. But it's no problem to provide all the help and expertise and other things that are present in the Ministry in the processing of the case.
ParlaMint-IS_2018-03-22-43.u162	Madam President. I'd like to start by wishing to the highest. Minister of Social Affairs and Equal Opportunities to congratulate you on having this case again for the council. You're right. You're right. A minister mentioned that the matter was put before the council in fact twice during my Prime Minister's reign, but to be careful that all fairness with the matter was also very long in the time of the Social Ministry of Harðardóttir Harderdó, she deserves a great deal of credit for the work that was done then. I am in a similar area in my speculations, as we have already seen and in spite of the importance of this matter, and we are very much behind when it comes to protecting minor groups with a complete lack of discrimination laws, as has been repeated. I agree with the highest. Minister, it's good to end these matters, though we have the ambition to go further. But in the course of last year, I had the Ministry a brief search to see what was the point of taking up the matter before the fall council. Our conclusion, then, was that there was too short a time, with the goal of putting this forward in the fall and requiring too much work. My question to a minister in the previous answer is, "Did any further investigation of this occur in the meantime, in view of the rather differential bill on the labour market? '
ParlaMint-IS_2018-03-22-43.u163	A respectable president. Thank you. A senator for the record. In order to be fair to any social worker who has worked here for a while, this case has been in operation for a long time. As I came into my discussion of history, in 2003 these matters were first being worked out. Then, 15 years ago. That alone gives us reason to wonder why such issues, such as those so self - righteous and supposed to protect minorities in Icelandic society, need to be taken care of in the system for 15 years. There is no one to be accused of this matter. I think it's just an Icelandic thought to get hurt. That's where I think the dog's lying. That's what I'm talking about. A senator asks and turns his attention to this matter, I think that material reasons are presented in this way, as if at times they are the same as when the issues arise. A senator was a minister. This is the first step in this matter. As I said earlier, I felt that both issues were viewed at the same time as changes. The result was to make adjustments to the second of the cases presented here, and we are thereby taking steps and beyond those proposed at the time. Regarding further changes, it was well thought that this was the first step in this matter and that more groups would need to be consulted there. Like what? A senator knows, and to some extent, I traced in my debate, behind this initial series is an enormously long enforcing process that covers more than one and two Ministerial Times. This may be because they feel that they cannot make big changes. Maybe it's a delusion. I don't know. But I encourage the council to give special consideration.
ParlaMint-IS_2018-03-22-43.u164	Madam President. I agree with that with the highest. Minister perhaps we should rethink our approach. I think we've been way too conservative, especially in these cases. As a minister came in handy, it has been over 15 years before the council. Indeed, as pleasant as it is, we need to go a lot further. Here, we are merely defending minor rights in general on the basis of race and ethnic background, with the exception of the masses in the differential bill on the labour market. It is good to hear the comments of a minister in previous answers that the Ministry will be made to the committee within the counsel in these matters. I would strongly encourage the Minister to immediately begin the ministry's work on a memo to the Committee on Whose Care for the Committee, since I think there is good reason for the committee to look into it. I think it's all right to allow minorities to enjoy the doubt and to give up the conservativeness that has marked this situation so far. [[The president calls.]] [[Let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's ……]]
ParlaMint-IS_2018-03-22-43.u165	A respectable president. Thank you. A senator for the record. As soon as I hit it with what. A senator he was talking about, that we were too conservative in these matters, let me say that I'm going to be conservative about not having a memo written by myself until a formal request comes from the Committee to perform such a memo. However, I don't think it'll take long because the Ministry has all the evidence and viewpoints about it and can be taken together in half a day. I'm sure it's the committee on the part of this case that she would like to do so in a formal manner. However, I reiterate that once a minister has made a case like this before the council, it is in the hands of the Commission and the legislatures of the Council, not the Commission. However, the legal authority's request for information from the Commission is likely to be aware of it and to assist the committee in all its activities, whether it is relevant to this or to others.
ParlaMint-IS_2018-03-22-43.u166	A respectable president. Since I support this matter wholeheartedly, I don't think of delaying it by giving me very long or thorough discourses. However, I wanted to come up here in the light of the verbal exchanges that were taking place in reply and to tell the minister from my main line that I am comfortable if this matter goes through so well as unchanged attenna. I know that not everyone agrees on this, but in my case it is more valuable to me that there will be a whole-scale law on equal treatment regardless of race or ethnic background as soon as possible than the law that we would like to see in the form we would like to see it in the long run. That's what I stressed during my last term and assessment as a possibility that the case would be resolved if we were to take it back to the same place. Sadly, that did not work out right, even though it did not work out. But so to the highest. Ministers understand my position correctly, and I don't feel that it is necessarily necessary and necessary for my support to the matter that we are adding to other variables. I've been studying a bit of Icelandic legislation through these eyeglasses how it comes out compared with other countries' legislation when it comes to the rightfulness and rightfulness of people of foreign origin. In all the levels and comparisons, we stand out as different - that is exactly the lack of legislation on the basis of ethnic altruism. Many countries that have such laws go on, for example. further by specifying religion in comparable legislation or even inmates or inmateries. That's just as logical a step I'd think. But as I say, in view of the many challenges and how many groups may be involved, there is a greater risk that with each group or variable, the next group that will seem to be missing. So I find it logical to conclude that in the first round, we take into account the changes that turn toward nationalities, ethnic backgrounds, races, things that are very directly involved in making Iceland a multi-cultural society. I'm not gonna say anything more. As I say, I support the fact that the case is going so unchanged in the first hours, but, of course, it will not go against it if someone believes that it is easy to increase the number of differences listed there. But that is not a prerequisite for my support.
ParlaMint-IS_2018-03-22-43.u167	A respectable president. Then I recommend the second case, which, in fact, could be said that a material discussion was already under way when men were comparing these two matters. But this issue is about equal management of a job market, as a respectable president correctly introduced it. The objective of the bill is that workers in the labour market will not be directly or indirectly discriminated on the basis of disability, disability, age, race, nationality, religion, biology, sexual orientation, gender characteristics, or gender expression. This aims to counteract discrimination and to establish and maintain equal management in the labour market. The bill is re moved, but it was submitted before. being a social minister, as we have seen, in the last legislature of 2016-2017. It did not come to completion, but I hope that the matter of this matter will have a serious discussion at the council so that it can be legal before we go into the summer. The members of the Ministry of Health reviewed reviews that had been received by the General during the past session and were taken into account their comments as appropriate. A major physical change has been made on the bill from previously stated that gender characteristics and sexual expression have been added to factors that can lead to discrimination when the bill takes on this. This change is in accordance with the government's treaties that Iceland should be the land of opportunity for all, and individuals should enjoy equality for law, regardless of gender, gender characteristics, or gender expression. However, the design of this bill has had some consequences, based on the information of Europe's ships since 2000. These directives are not formally addressed to the European Economic Area Convention, but at the beginning of 2003, Iceland's government agreed that a European legislation would be adapted to the directive's directive to ensure a unique effort on the internal market within the region. At the same time, it is possible that the United Nations Human Rights Council and the Social Convention Committee of the European Union have made a rich requirement for legislation on the ban on discrimination on the basis of the factors above directives to be set up here on the United States. In view of this repeated consideration in the surveillance committee of the European Social Convention, the violation of the European Union's Social Convention has been considered. It should also be noted that all 28 EU and other countries, in order to form Norway, as I was involved in speaking to previous cases, have introduced them as commands. Most EU countries have established rules that require greater protection than requirements. So I believe that Iceland has lost its risk of protection in terms of the individuals involved and is less protected in these areas than in other European countries, including the rest of Europe. to the 28 European states, as well as to Norway. The bill was negotiated closely with the labour market organisation. At the same time, reviews from a number of sources who are concerned about equality were requested. Then, in February 2014, the bill took an open story on the Ministry's Web, where all who were invited to make comments on the subject. All comments received were reviewed and taken into account as indicated. A respectable president. The bill does not address different treatments of individuals in the labour market on the basis of a citizen's or a stateless state, nor does it affect the standards of the law on foreigners or the legal rights of foreigners. It is also worth saying that there are no rights and services in public systems, such as public security, community service, unemployment insurance and observation systems. The bill makes a special provision for expositing, which includes both the definitions of equal positions and the equal rights of women and men, e.g. direct and indirect discrimination, harassment, and pay conditions. Furthermore, the words for study of life, disability, impaired working ability, age, sexual orientation, sexual awareness, sexual symptoms, and sexual expression are presented. I am well aware that the last four reasons have been in great progress over the last few years, and it seems to each of them. So I'm going to leave it to the Senate to discuss their contents in more detail and further definitions. A respectable president. The reasons for discrimination differ in some respects. In general, religion, belief in life, sexual orientation, gender, and gender are factors that are not necessarily easy to identify. What you might expect to have in common with these factors and with gender expression is that they generally have nothing to do with the individual's functioning. There is a risk that these factors may lead to a person's not normally enjoying themselves at work because of negative stereotypes, which can be attributed to them regardless of the individual functioning of the individual. However, age, disability, and disability are factors that may generally affect the individual's ability to perform certain tasks and not others. Nevertheless, the same individuals may not get the same opportunities as others to perform tasks that are appropriate solely because of the negative image of age, disability, or impairment of working ability, rather than the individual employee's ability. Is this bill intended to prevent such discrimination? I'm not going to discuss the reasons that the bill is about, but it's a good report. However, I would like to point out that the regulations of the bill involved in different treatments on the basis of age in a domestic labour market will not be valid until July 1, 2019. This is because employers need to take steps to review age-related rules in collective agreements. These include age-related retirement rules and making changes in the terms of the bill, if necessary. There is a special obligation to prohibit discrimination in the job and at the time of recruitment, but this includes work conditions and other employees' remunerations. Furthermore, there is a special obligation to prohibit discrimination in terms of pay and other remuneration, but these principles have a pattern in a material comparable set of laws on equal status and equal rights between women and men. There is a special provision in which employers should take the appropriate measures when needed in a special case to enable disabled persons or persons with impaired skills to have access to and participate in a job, to have a career or to be trained, as if these measures were not too burdensome for a professional driver. A respectable president. The bill allows for certain abnormalities from the workforce's equal treatment principle regardless of race, nationality, religion, alive, disability, age, gender, gender, gender characteristics, or objective factors that may justify different treatments according to specific criteria. This includes the requirement that such activities have legitimate purpose and do not go beyond what is necessary. An example of such cases is the most appropriate requirement for a person to perform various tasks, such as police work or fire jobs. Another important point to consider is that a causal relationship must be between the differences considered by the individual and the specified factors. Thus, it has to be expected that employers can continue to act in the force of their administrative rights for many activities that affect employees without having discrimination as per the bill. In addition, most of the factors involved in the bill can be that it is not always possible to believe that a professional driver is aware of them as to his employees. Must therefore be expected that in such cases there would be no discrimination in the sense of the bill. Then the bill presents the same rule of evidence as found in law on equal status and male and female equal rights. Thus, the likelihood that discrimination according to the criteria of the bill should be determined by the person considered to have discrimination shows that the reasons for the underlying treatment are not related to any of the factors listed by the bill. A respectable president. The bill is aimed at working against discrimination and maintaining the equal treatment of individuals in the labour market regardless of race, nationality, religion, survival, disability, age, sexual orientation, gender, gender characteristics, and gender expression. It is therefore intended that public and commercial organisations should apply both to the general labour market so that decisions about the rights and duties of the labour market should always be made to respect the principles of equal management, even if different treatments are allowed in certain exceptional circumstances. In this way, the bill suggested that the first exchange be made in this country by increasing the legal protection of those who consider themselves indiscriminate in a labour market on the basis of reasons other than sex. A respectable president. After this discussion, I suggest that the bill be referred to the General and Education Committee. I encourage the committee to go over the matter well and hope that the council will bring it back quickly and well because this is a very important matter, and hopefully we can legalize it at this council before going to the end of the summer.
