ParlaMint-NO_2009-02-25.ana.ud2362e22	The representative, Mr Bård Hoksrud, will put forward a proposal for a representative.
ParlaMint-NO_2009-02-25.ana.ud2362e858	I feel that the answer to the question that Solvik-Olsen is now repeating, was also given in the previous answer, namely that it is the total quantity of allowances that determines the amount of emissions. Therefore, it contributes to Norway’s tight quota regime, i.e. a small quantity of allowances compared to emissions to reduce emissions. However, the question of whether to distribute free allowances or to buy allowances is a question of contributing to the incentive for long-term investment decisions in enterprises to invest in smaller emissions. We've had a lot of polemics about this in Stortinget – and I'm kind of repeating the challenge back to the Progress Party: why should it be that most people and the non-emission industries have to pay for the emissions to the part of the industry that has it?
ParlaMint-NO_2009-02-25.ana.ud2362e863	First of all, the Council of State is turning this on its head. For the state, it has not paid one krona for the allowances initially allocated to you by the Intergovernmental Panel on Climate Change. Ergo: By allocating more CO2 allowances free of charge to industry, that country does not initially cost one krona. But of course, the lost income is that one can't do what the Government wants today, that is, sell the profits on the free market and make money on it. But the point here is the same as the NHO and the Nature Conservation Association have said – that is, a broad movement of different approaches, but which are all critical of the Government’s approach, where one claims that a tight allocation is good for the environment. But as long as one sells the allowances you have left over, one thus maintains the total emission framework in the world. It is only the difference that Norwegian industry is allowed to reduce its competitiveness and its ability to finance actions as well, while the Government is increasing its revenues. So there's an equal amount of CO2 emissions under both types of systems. But the difference is that the government has chosen to fill the treasury rather than enable the industry to have competitiveness. [[The President cut off]] That's what the Council of State has to do.
ParlaMint-NO_2009-02-25.ana.ud2362e874	Of course, whether you should delete allowances or sell them is an open question for debate and we can continue the debate around. The crucial factor for total emissions is, as I have repeated many times, the total quantity of allowances – otherwise it is also repeated by the queryer. It is the total quantity of allowances that determines the level of emissions. But we want to give incentives towards the conversion of industry to the less polluting industry. It is also the case that the polluter pays principle is something that is normally hailed by the whole Storting – I am not aware that the Progress Party also shares it, but I almost assume so. And on the basis of a polluter pays principle, it is not unreasonable for the companies that have the emissions to pay for them. However, it is clear that the large, long-term debate on this issue will come when Norway is to adapt to the EU's quota system, which will apply from after 2012. Of course, we have to do this in good time before that. Then we will probably have to look at the sector by sector – where it is natural with free quotas and where payments for allowances are natural.
ParlaMint-NO_2009-02-25.ana.ud2362e886	‘The municipalities send claims to relatives for payment in connection with the disappearance of persons who have been in hospital/housing. The additional requirement is due to changes in income that have not been included in current payments. The deadline for the change of residence after someone has gone away is six months. Many people react strongly when as much as two years after the person has disappeared, they get a claim from the municipalities. Will the Council of State set time limits for the municipality to wait no longer than until the residence is settled, with extra requirements?’
ParlaMint-NO_2009-02-25.ana.ud2362e893	According to the 1995 remuneration regulation, compensation for residence in an institution, including nursing homes, is to be calculated on the basis of the income of the resident. Income for the year is the income on the basis of pensions, other current social security benefits, labour income, entrepreneurial income, rental income, interest and other income on wealth — net of taxes and debt interest. This means that final remuneration cannot be determined before the tax settlement is available, in practice not earlier than June of the following year. It follows from the provision that if the tax settlement of the previous year shows that it has not been properly calculated, a recalculation shall be made. This is central — not least for the sake of those who have paid an excessive remuneration. As regards the six-month period for settlement of the stay and the rules relating to tax settlement, this falls outside my remit. On the basis of today's income-based remuneration calculation, it will not be possible for municipalities to make such a redeployment within six months of any loss. The municipality must wait for the final tax settlement before the settlement can take place. As I explained in the Questionnaire on 21 January of this year, the Department has started work to simplify today's remuneration regulations. In this context, we will also look into the system of post-settlement.
ParlaMint-NO_2009-02-25.ana.ud2362e902	Unfortunately, there is not so much new news from the Council of State either. I am aware that the question I asked the Council of State in the past was one of the same. Nevertheless, I would like to challenge the Council of State further when he says that you have to wait until June of the following year. Does the Council of State consider it appropriate for the municipality to wait another six months after the tax settlement has been completed before sending the claim to the deceased? Because that's what you're seeing right now. In addition to waiting for the tax settlement to come in June of the following year, it is also a long time to wait before sending claims to relatives and survivors. Does the Council of State consider it acceptable for municipalities to be able to claim this remuneration for as long as all normal time limits should have expired?
ParlaMint-NO_2009-02-25.ana.ud2362e909	Now I am a little uncertain about what the questioner is looking for. He seems to agree that it may actually be justified not to be able to finally calculate this within the six-month period associated with the settlement of the dwelling. It seems that he now recognises, as a result of the lack of time for some of these. Then there's a new discussion, whether the municipality should have a new deadline after the tax settlement is available. I'm definitely willing to assess that when we're working on the remuneration code. But I also think there are other types of simplification that will be important. For example, there is no doubt that the concept of income as set out in the remuneration regulation is quite complicated. As the world is now, I have no opportunity to see anything but that it could take longer than six months.
ParlaMint-NO_2009-02-25.ana.ud2362e918	Firstly, I do not agree with the Council of State that it is okay to wait until the final tax settlement comes, because here there are actually opportunities. If you want to look at a simplification and want to do something about bureaucracy, you have the full opportunity to make sure you get it settled. It's often done as well. Calculations are also made for tax purposes. The problem here is that municipalities spend a long time dealing with these claims, in addition to the fact that some municipalities do not even state on what basis they have come up with the requirements they send. I think it's totally unacceptable. It should be a prerequisite for not being able to wait for almost two years – the municipality actually has the opportunity to wait for almost two years before sending claims to the deceased and relatives. For many it is a strong feeling to get this type of requirement afterwards. When everything is done and you start moving on, you get a new claim from the municipality, which takes a long time to process and to implement this. I hope that the Council of State will take initiatives towards the Minister of Finance, if necessary, so that this can be done within the time limit set for settling the dispute. It is possible – if you want to look at it – to have regulations that ensure that you follow it up.
ParlaMint-NO_2009-02-25.ana.ud2362e927	The President will ask the representatives to stick to the speaking time set.
ParlaMint-NO_2009-02-25.ana.ud2362e930	I have previously invited the representative of Hoksrud to make a proposal for this simplified regulation to alleviate all these problems. I did so on 21 January, and at least so far such a proposal shines with its absence. So I want to repeat that if this is so simple – and we're working on the regulation – it's just for the Progress Party to make a proposal, we're going to look very carefully at it. We think it's some complicated factors, but I agree with Hoksrud that it's a goal to make this work better. That's why we're working on the regulation and simplification, and as I said, we're willing to look at all the good suggestions. But it obviously can't be that simple, because, at least, we haven't got any suggestions from the Progress Party for simplification.
ParlaMint-NO_2009-02-25.ana.ud2362e940	‘The resources of the regional health establishments resulting from the package of measures shall also go to non-profit institutions which have agreements with regional health establishments and which are integrated into the ‘provide’ responsibility. Despite this, not all this will involve, such funds will be allocated, including Modum Bad, Oslo Hospital and the City Council Clinic. Will the Council of State ensure that regional health establishments allocate funds to the non-profit institutions which have agreements with regional health establishments?’
ParlaMint-NO_2009-02-25.ana.ud2362e947	Government employment package, i.e. St. pp. No 37 for 2008-2009, on changes in the 2009 government budget with measures for work, was adopted in the Stortinget earlier this month. The decision provides for a one-off grant of DKK 1 billion to regional health enterprises. The objective of the allocation is increased employment and the means are to be used to upgrade and maintain existing building mass. Furthermore, it has been considered that the boards of regional health establishments are the ones to give priority to measures based on the criteria of high employment, geographical distribution and rapid start-up. At business meetings in January, regional health boards were entrusted with the task of drawing up priority lists — on the basis of the above criteria. The list of measures shall be approved by my department before the funds are disbursed. In the case of private non-profit hospitals, I would like to point out that in the memorandum of understanding, the appropriations for maintenance and upgrading are to be used for state-owned buildings, including hospitals and university and higher education buildings. Nevertheless, I have given signals that this can be extended to measures in private non-profit hospitals. By private non-profit hospitals, I mean institutions that are fully integrated into the public specialist health service and that have operational agreements with regional health companies. Tomorrow, Health South-East has the RHF Governing Board meeting where the regional action list is to be discussed. I am aware that the region has assessed and prioritised measures in private non-profit hospitals with which they have operating agreements. This concerns the Diakon home Hospital, the Lovisenberg Hospital, Martina Hansen Hospital, the Bethany Hospital and the Revmatism Hospital at Lillehammer. Health South-East has not assessed measures taken by the institutions with which they have purchase agreements, such as Modum Bad, Oslo Hospital and the Borgestadklinikken. I would like to remind you that the objective of the funds from the action package is increased employment. Nor is it the case that all public hospital buildings will receive funds for maintenance and upgrading. Regional health businesses have been given a clear responsibility to identify measures that can provide jobs for people. As I understand it, Health South-East has estimated that the measures they have prioritised in their 540 million package of measures. kr, will give an employment effect of about 670 years, including the Norwegian part of material supplies. In my opinion, this seems to be in line with the objectives of St.prp. No Thirty-seven.
ParlaMint-NO_2009-02-25.ana.ud2362e965	I thank you for the answer from the Council of State. I feel that the Council of State believes that these institutions, which I am asking for, do not actually come under this scheme. Then I would like to ask about similar institutions in Health West. This applies, inter alia, to: The Bergensklinikken Foundation. I know that the Council of State has also received an enquiry from these, because they are thus a private non-profit institution within the drug field. All of their clinical activities are based on agreements with the regional health company, so they are fully integrated into Health West’s care for responsibilities. Then it happens that Health West calls seven parties to the agreement to make proposals, but they don't come along, so it's kind of not equivalent – by inviting someone and not everyone. Does the Council of State consider this to be a proper procedure?
ParlaMint-NO_2009-02-25.ana.ud2362e974	I think it would be wrong for me to go in and express myself like this on the stand about the assessments that Health West has made, and that I have no idea at all. So I just have to get back to that. But the guiding principle, which has also been notified by the Ministry of Health and Welfare, has been that the institutions that are fully integrated and with which we have operational arrangements should be included. That's because it would have been wrong, for example. here in Oslo, if not two important hospitals such as the Diakon home Hospital and the Lovisenberg Hospital were to come under this scheme, because they are part of the hospital service in Oslo and are fully integrated. But I've set the limit on purchase agreements. Should we have opened up to it, it is clear that then there would be a lot of institutions that had come along. Then the pace had been inhibited, and the most important thing here is the rapid effect.
ParlaMint-NO_2009-02-25.ana.ud2362e981	At any rate, I would like the Council of State to look into whether the Bergensklinik Foundation, which is fully integrated, with agreements, will be able to enter into the scheme. I know, as I said, that the Council of State has got a question about it. I also know that the Council of State is concerned about the situation of our private, non-profit institutions. Many of them have come into disrepute, because they have received fewer places after tenders, some have also been closed, both within the drug field and within the psychiatry. I know that the Council of State is very concerned and concerned about some of our ideal institutions around the country. This applies to several places. What is very positive, however, is that the Council of State in December suggested that he would continue to look at the possibilities for, among other things. to find a solution to these pension costs for 2007. As I don't get any further on the questions about the crisis package, it might be nice to hear if the Council of State has found a solution to this, and if he can say anything about where that matter is.
ParlaMint-NO_2009-02-25.ana.ud2362e990	That's where it stood in December – so we're working on it. It is a budgetary matter, and I believe that the representative Mr Davøy knows just as well as I do that the questioning right might not be the right area for budgetary procedure.
ParlaMint-NO_2009-02-25.ana.ud2362e998	I will be allowed to ask the Minister for Health the following questions: ‘The undersigned indicates that the issue of Corridor Asians in Norwegian hospitals seems to persist and reinforce despite repeated promises by the Council of State. As I see it, the interaction reform is not responding well enough for the acute situation. What concrete immediate action will the Council of State take to address this unworthy situation in Norwegian hospitals and will the Council of State take an initiative towards regional health companies to ensure adequate medical bed beds?’
ParlaMint-NO_2009-02-25.ana.ud2362e1007	This is a big and important question. Being sick and being placed in the corridor is often poor patient treatment, and there is poor use of resources. Although I believe the representative Nesvik and I can agree that for the patient, the option can often be even worse: not to get treatment at all, however, Corridor Asians are an expression that the service is not well organized, and that the interaction between hospital and community health services and indoor hospital fails. This is a complex issue that requires long-term efforts in many areas. Let me use some examples. In Health South-East they have been systematically working. They've tried to figure out why patients stay in the corridor, and they've looked at possible solutions by studying good practice. Now they can show good results at Sørlanden Hospital, at the Inland Hospital and at the Asker Hospital and Bærum Hospital. I want to mention two important reasons why we have corridor Asiatic Asia in the Intrinsic Departments. First, there are many patients admitted to hospitals that could have been treated in the municipality. Secondly, many patients remain in hospital even after they have completed treatment. They are too sick to come home, but there is no suitable offer for them in the municipality. If we are to get good and lasting solutions, we must ensure that patients receive proper treatment at the right level. Today, elderly people are often hospitalized when they become acutely ill. However, many of them could have received an equally good – often better – offer in the municipality, if it had been facilitated. Some places in the country have observation beds at district medical centres and hospitals for patients who need an offer before, instead of or after a hospital stay, so that they can manage at home. The examples here I think Nesvik knows well: Fozen, Søbstad, Ål, Stjørdal etc. But there is a great lack of such offers. Therefore, beds and corridors are filled by patients who could have received a much better offer in the home municipality. Another measure that may address the problem of Corridor Asians is to make better use of the total hospital bed capacity than we do today. Many hospitals have a spare capacity that can be exploited by redistribution of bed places as needed, and by the cooperation and flexibility of departments in pressurised situations. There is also much to be gained by establishing good patient flow systems, e.g. patients may attend the hospital on the day of the intervention. At the Hospital Asker and Bærum, long - term systematic work has resulted in fewer corridors. They have developed a good patient flow by offering day care, they have medical short-term records, patients are admitted on the same day they are to be operated, there are several outpatient teams, the departments are flexible, and the hospital has good cooperation with the municipality. Ullevål University Hospitals have focused on putting good skills into reception, working closely with the districts, and the hospital staff can call the hospital and get advice before the residents are admitted. That way, you avoid a lot of posts. When the number of ready-to-print patients is low, they do not have corridor Asians, says the management of Ullevål University Hospital. Unfortunately, there is no rapid response that will provide lasting solutions to the problem of Corridor Asians. Studies show that there is no direct link between the proportion of Corridor Asians and the number of inner medical beds — relative to the population base. There is therefore no reason to believe that the further development of in-house medical departments alone will solve the problem of corridor Asiates. The work on the interaction reform has just started in order to create a good flow of healthcare and to pay for municipalities and hospitals to treat patients in the right place. This means that several patients should be offered outside the hospital, i.e. in the community health service, who should be equipped to prevent disease and follow-up and treat patients who need it.
ParlaMint-NO_2009-02-25.ana.ud2362e1026	At the end of the Council of State interventions, I would like to say that we are aware of the intention of the cooperation reform and its importance. When the final measures are in place, we'll see if we agree. We'll see when the matter comes. What worries me is that despite the fact that the problems associated with Corridor Asians have repeatedly been mentioned here in the Chamber, it shows, among other things, that. studies that the number is actually quite stable. ==References== 270 people are at all times in the corridors in Norwegian hospitals, and that doesn't seem to change. My question to the Council of State is that the hospitals have had a difficult situation, it is getting shorter and shorter lay time. Then the question is, can there be a context here as well, that the municipalities have not been able to convert that piece? And we also know that you have to learn from each other. My question to the Council of State is: Despite all the fine examples of the Council of State here mentioned, why can't we be a learning organisation and make sure that others take note?
ParlaMint-NO_2009-02-25.ana.ud2362e1037	The last is a very important question, and I wish I had a very simple and clear answer to that. But I think we just have to realize that we have a long way to go in the healthcare system to make hospitals act like learning organisations that are actively looking for ‘best practice’ and that have good systems to implement it when it is established by institutions other than the one in question. But there is no alternative but to continue working on it. And I think what's happening now in Health South-East, which is half of Health-Norway and well, in hospital terms, is a good example of regional health companies taking it seriously. And in the business meetings that I've been at now, I've been driving hard on it with Corridor Asians. We don't have to give up; we just have to keep making demands in this area. And then it actually goes in the right direction, but very slowly.
ParlaMint-NO_2009-02-25.ana.ud2362e1044	Yeah, I hope that eventually will go in the right direction. The problem is that North Europe’s most modern and last hospital on the tribe, Aarhus – the new University Hospital in Akershus – had Corridor Asians already shortly after the opening. Even it went so far that you had to screen patients with the sheet inside the double rooms, where there should not be any more people. It's also in Health South-East. Here's the question of how we can get the message out and plan better. Of course, it does a lot of good, we know that. Last week I was just visiting Fosen DMS, which is a very special and good action – you should have. My question is: will the Council of State ensure that a strategy is put in place to focus even more on hospitals as learning organisations – not only internally in its own region, but also across the regions to bring Health Norway together into one kingdom and not in four health republics?
ParlaMint-NO_2009-02-25.ana.ud2362e1051	I just want to comment on Ahus very briefly first. I feel quite sure that the representative Nesvik is aware that what is a major challenge at Aarhus is that the expansion is not finished. When the whole of Ahus is complete, I'm very optimistic that we're getting a better solution to the corridor patient challenge there. Yes, we are constantly working on the challenge of creating a learning organisation of the entire Hospital-Norway. Of course, it also has to be that regional health companies learn from each other, so we get a whole out of it. There's certainly things to do that can improve it. And then I think the most important thing we can do now in relation to the corridor patient challenge is to stand in it and work on the interaction reform.
ParlaMint-NO_2009-02-25.ana.ud2362e1061	‘The number of newly created drug cases in Oslo police district was halved in the last four months of 2008 compared to the previous year. It seems strange, not least because in many living environments, for example: Along Akerselva, there is great concern that drug trafficking is increasing and with more uncertainty in the living environment as a direct consequence. Oslo's chief of police thinks there's a campaign in the Oslo police force that's the cause. What does the Council of State think is the reason why the number of open drug cases is halved in Oslo?’
ParlaMint-NO_2009-02-25.ana.ud2362e1068	The case has been referred to the Police Directorate, who answers us in the department: ‘It is true that the number of self-produced drug cases in Oslo has been substantially reduced in the last months of 2008. The main reason for this is that officials/women in the Oslo police district, as other policemen in the country, have increasingly chosen to protect their leisure time. This has been a major challenge for Oslo police districts. This does not mean, however, that there was no effort to detect drugs, but it was done to a lesser extent than the police district could wish.’ In its Soria Moria Declaration, the government has stressed the need to pursue a restrictive and comprehensive drug policy. Combating drug crime is part of this policy and must be a priority task for the police. Oslo plays a central role in the use and further distribution of illicit drugs, unfortunately. Open collection and marketing sites present a particular challenge because they are sought by young people from other parts of the country to buy drugs for their own use or to continue their sale. Police therefore need to give priority to street presence and, in particular, to targeting minors. A reduction in the number of self-produced drugs, as we have now seen in the Oslo police district, is unfortunate and shows the importance of normalising the police situation. The police directorate reports that Oslo Police District has decided to give priority to the open drug markets in Oslo in 2009, and such increased efforts are now under planning. In 2009, the district will work to combat drug crime in several of the main places of use and trafficking in Oslo, and will do so in cooperation with the Municipality of Oslo and other partners in order to demonstrate that drug use and trafficking are not acceptable. There it is important to look at the measures that have now been put in place throughout Police Norway, and which I also know have the support of the questioner. Oslo Police District has been allocated 100 out of the 460 civil acts the police received in the action package, which was recently adopted. It is a significant investment, of which I expect significant results. Today, the district is using police officers to produce and watch the courts because they have too few detainees. By, for example, adding more detainees, something Oslo is about to do, police officers can quickly be released for operational work, also to combat drug crime and to alleviate the situation that many police officers and women feel, that there will be too much overtime. I think it's one important political answer to this question, and it's that you actually now do what you can, besides training as many policemen as possible, by getting more civilians to replace.
ParlaMint-NO_2009-02-25.ana.ud2362e1088	The action package went largely through the Storting, and that means that it can be operational quite quickly, I expect. Whether we're facing an action or a campaign, as Mr. Oslo's chief of police says, or whether it's the director's claim to protect one's most comprehensive leisure time is not really that interesting for the undersigned. What's more alarming is the descriptions we've seen in the World Gang the last three or four days of how the obvious drug turnover is happening in Oslo's centre. I also record that the wise police officer says that efforts need to be stepped up and cleaned up in these drug centres one by one during the spring and summer. My question is, does the Council of State feel confident that this is now a priority area in the Oslo Police District?
ParlaMint-NO_2009-02-25.ana.ud2362e1097	I feel confident that this is a priority. I really appreciate the fact that the question is raised here, too, in Stortinget, because it's very important that we get this kind of street crime, while I am eager to say that it's not a simple crime to grips with, because many of those who move in these environments are, of course, heavily addicted, so that we have to at least be able to think nuanced considering how we tackle it. But I have had a conversation with Vice-President Andresen this morning and received good assurances about the work that is being done. It will be closely followed up from the Department, especially given that so many new posts are now going into Oslo, and especially because both mobile and stationary police posts are now to be established.
ParlaMint-NO_2009-02-25.ana.ud2362e1104	In the same reply from Vice-President Andresen, it is also shown that there are some asylum seekers recruited and perhaps coming to Norway with a view to engaging in criminal activity in the drug traffic to which we are witnessing. On previous occasions, it has been pointed out that there needs to be closer cooperation between the police and the foreign authority. Foreigners who do not have a right of residence, who have obviously unfounded applications, must, when they are taken, be sent out as quickly as possible, not least in order to appear more preventative than has been the case so far. My question is: is this cooperation now in progress? Or do you, as Andresen says, now take hold of this?
ParlaMint-NO_2009-02-25.ana.ud2362e1111	Cooperation between the foreign authorities and the police has improved in the last year. It is absolutely necessary if we are to be able to achieve what is perhaps the most effective sanction against foreign citizens who come here to commit crime, namely that they get passports back. I will not stand here and claim that everything has been done in terms of the cooperation between the police's foreign unit and the foreign agencies for the rest, but it's close cooperation. It is now working to get a more effective broadcast, not only by those who come to commit crime, but also by those who have served their punishment here in Norway.
ParlaMint-NO_2009-02-25.ana.ud2362e1121	I will be allowed to ask the Minister of Justice the following questions: ‘In an interview with police officer Arnstein Nilssonen in Tidens Krår 17 February, he says that 2009 appears to be a crisis year. The police in North Moravia and Romesdal don't have enough money to keep a budget. Positions must be cut. He further states that they need to adapt their operations to the budget they have, and the increase they have received in their budgets covers very close to price increases and wage increases. Is this a case-by-case, or is this situation also in other police districts, and what will the Council of State do in this respect?’
ParlaMint-NO_2009-02-25.ana.ud2362e1130	Initially, I will be allowed to note that the appropriations for the police and prosecution authorities have increased by NOK 2.3 billion in the period 2006-2009. If compensation for wage and price increases is deducted, the increase is approx. $1.1 billion. In my opinion, this is a significant strengthening. Only in 2009 have the appropriations increased by more than DKK 1 billion. If compensation for wage and price increases is deducted, the increase is approx. 460 million. kr. In addition, the additional appropriations adopted in December 2008 increased the budgets of the police districts by 52 million. kr. The Directorate of Police shall be responsible for allocating these appropriations to the Police and Liaison Committee. Police districts receive a framework appropriation to cover all expenses, salaries, operations, investments, etc. It is up to the individual police districts to decide how the appropriations are to be allocated internally in the district. In general, I would like to point out that police districts should not set up more annual works than they have a financial framework. It should be a natural thing. The allocation of this year’s appropriations has been the main objective of maintaining the level of operation in police districts at the same level as in 2008. Police districts have been reinforced by compensation for price and wage increases and for volume changes related, among other things. the management of non-residents, the winding-up of the auxiliaries scheme, new posts, the rights of beneficiaries and senior policy measures. In addition, districts will now be able to use released funds, with DNA analyses now to be centrally funded — a reform that is about to be six months old. In the case of North-Møre and Romesdal police districts in particular, they have increased their appropriations from 2008 to 2009 at around EUR 15 billion. $8.7 million. kr – an increase of 146 million. SEK in 2008 to SEK 154.7 million. kr in 2009. In addition, they have received six posts out of the 460 posts allocated to the action package presented on 26 January this year. And then the increase is going to be almost $12 million. kr. Nordmøre and Romesdal police districts have a satisfactory budgetary situation, in relation to the current distribution model. In the package of measures that I mentioned earlier, which was presented in January, there is, as I said, a significant number of posts for the police – 460 in total in the country. It's almost twice as much as the Police Joint Association suggested, so it should be taking good care of. By adding more civilians, police officers can quickly be released from tasks that do not require police training. In practice, this means — and here it is on a national basis — that about 280 police officers can be released for operational work. Civil positions shall also cover an increasing number of cases in respect of much of the civil portfolio. At the same time, I would like to point out that the Directorate of Police has carried out the investigation ‘Police against 2020 — The needs of police personnel and competences’. The 2009 draft budget follows the recommendations of the report, in particular with regard to the increase in admission to the Police College to 552 students, so that during this four-year period we take up 600 more students than in the previous four-year period — a significant number. With the 460 new civilian positions that came to pass, we are well on track for the goal of having 1000 new civilian positions by 2020 – in fact, halfway. In my opinion, therefore, efforts towards the Norwegian police have been significantly strengthened, which benefits all districts.
ParlaMint-NO_2009-02-25.ana.ud2362e1145	I thank the Council of State for the answer. What worries me the most is the absence of interconnection – I don't know what to call it. In view of the reality that the Council of State gives when it comes to what the police chief here calls for a warning, there is a considerable room for improvement. The Commissioner for Police in North Moravia and Romesdal, who is a contemplative and calm man, says that it is possible that more than 15 posts in that police district will have to be removed in order to give priority, among other things. the cities of the district. This actually makes it harder for those who live in the more pig-grown strips to get help when they need it. It does not help to increase the number of civilian posts, if the police after the closing hours – i.e. after 5 p.m. 16 — do not have resources for the so-called variable unit costs, i.e. to move out of opening time. Does the Council of State see this problem?
ParlaMint-NO_2009-02-25.ana.ud2362e1152	I am very pleased with many of the positive signals that have come from the police officers regarding this initiative. The considerable investment in staffing — in 460 posts for the Norwegian police — was well received. I don't think anyone can hide that. This helps to free up police force both in the daytime and in the evening. The police officers who today have civilian tasks in the daytime, for example: in Oslo warehouses, will be able to end it and put all his efforts into doing police work in the field when it really applies.
ParlaMint-NO_2009-02-25.ana.ud2362e1159	It's quite obvious that getting more civil positions will have a positive effect. However, what civilians can do in relation to police officers is limited, so that we are also aware of it – all the answers must not be to have more civil positions in the future. That's why it's positive that you've increased your admission to the Police College. But then my question is to the Council of State: what will the Council of State do exactly, so that we do not get into the situation of actually resigning police officers in the police districts, while we have almost doubled the admission to the Police College? What's the point of doubling the admission to the Police College if these people don't get a job? Can the Council of State guarantee that these persons will receive a job? Will the Council of State ensure that any redundancies in the individual police districts are now stopped? Whether you have a job or not will cause uncertainty in itself if you see that the individual police districts go to redundancies instead of new jobs?
ParlaMint-NO_2009-02-25.ana.ud2362e1166	Now I have explained that the police and prosecution authorities in Norway have had a significant budget increase. I find it hard to believe that the main challenges in police Norway are to cancel the police. What has been the point of appeal to politics has been that we have trained for a few policemen. When you do three things – you increase the budgets, you grant civil posts, and at the same time you have a historic admission to the Police College – I have to say that there must be a good response to what the police districts are asking for. Of course, with regard to the future large coals coming out of the Police College in 2010, 2011 and 2012, the future budgets will clarify whether they will get a job. It's not up to me to decide now, but I'd find it very strange if we were to set up the police budgets so that these forces don't get a job in the police districts.
ParlaMint-NO_2009-02-25.ana.ud2362e1176	I allow myself to ask the following questions to the Minister of Justice: ‘The question of opening up the use of hijab to the police is a matter for the Ministry of Justice. In the daily newspaper of February 18th, it appears that the court administration has started an investigation to clarify the use of religious and other symbols in court. Does the Council of State see that these are issues that should be addressed by the Ministry of Justice, and does the Council of State agree that there should be common rules for the use of religious headgear and police and judicial symbols?’
ParlaMint-NO_2009-02-25.ana.ud2362e1185	The Courts of Justice are independent and the Administrative Board of the Court of Justice is an independent body governed by its own Governing Board. The administration of the Court of Justice cannot be instructed by the Ministry of Justice. This division of responsibilities is laid down by Stortinget in the Law of the Court of Justice. Guidelines for the activities of the Court of Justice are normally provided by the Storting through the processing of budgetary proposals, which the applicant is fully aware of. In addition, the King may take decisions on the activities of the State Council, provided that the administration of the Court of Justice is given the opportunity to give its opinion in advance before the decision is taken. It is clear from the legal process that this provision must be seen as a safety valve which is used only in exceptional cases. There are currently no rules on the use of religious and other symbols in court. To date, there have also been no situations that have made it necessary to regulate this. Nor has it come so far to the desire of professionals to use such symbols, as far as we have experience. According to Section 142 of the Law of the Court of Justice, the Court of Justice may provide detailed rules on the ‘use of jackets and other suits’ at judicial meetings for, inter alia, judges and other staff of the court. I am aware that the Court of Justice on its own initiative has initiated an investigation to assess whether rules on the use of religious and other symbols in court should be laid down. The issue of access to religious and other symbols can be regulated by law by the Stortinget, regardless of what the Court of Justice comes to. I believe that there is a compelling reason that as much as possible equal guidelines are used in terms of the use of religious headgear and symbols in the police and courts. Out of respect for the special status of the courts, I will await the Court of Justice's assessment of this. When this is available, I will present the matter to Storting in an appropriate manner.
ParlaMint-NO_2009-02-25.ana.ud2362e1198	I thank the Council of State for the answer, which I actually think is reassuring – in the sense that I think it is important that we have common driving rules in the justice sector. I am satisfied with the answer that the Council of State will come back to Stortinget with this matter in an appropriate way. But I'm just wondering if the Council of State can say if he has an idea of how long this process can take, given the discussion that has been, and the fact that it could also be good to get a clarification on the question.
ParlaMint-NO_2009-02-25.ana.ud2362e1210	The questioner knows we're not directing the court administration. This initiative has come from the Maritime Court Administration, so I want to wait for the work done there. I would also like to leave it to the Court of Justice to assess the time perspective. I am very pleased that the representative Aspaker believes that there is a good process around this. I have to say that precisely these questions, and the experiences we've had over the last few days, also speak for at least agreeing on what kind of process you're going to have in relation to this. I want to do what I can to get back to Stortinget in an appropriate way as soon as the clarifications are available from the court administration.
ParlaMint-NO_2009-02-25.ana.ud2362e1217	I am aware that the court administration has noticed that this case has now actually been brought up in the Questionnaire in Stortinget, so I think it might also affect the progress of the process that you put up there. I am also aware that there are different distinctions that can be made between professionals, laymen, jury, etc., and that there are a number of issues here that are relevant. I accept that the Council of State should not override the administration of the Court of Justice – of course you should not. They have an independent position, and I take note that we get a case about it as soon as possible.
ParlaMint-NO_2009-02-25.ana.ud2362e1222	Let me just repeat that I think this is a sensible approach from the representative of Aspacer. This is a matter that it is important to clarify. At the same time, I also believe that the representative of Aspaker should have the honour of respecting the independence and independence of the Court administration. I believe that both the Court of Justice, the Court of Justice and those behind that reform seem to be a wise choice. In this way, we can get a good process around this.
ParlaMint-NO_2009-02-25.ana.ud2362e1230	‘In its oral Question Time on 11 February, the Council of State weighted cost-effectiveness as a central criterion in the focus on renewable energy. The lack of wind power was due to the fact that you get more by betting on an ac. With such logic, hydropower would be at the heart of Enova's renewable initiative, but the Council of State concentrated instead on offshore wind power and biopower, with high subsidy needs. What does the Council of State actually mean when talking about cost-efficiency and renewable energy?’
