ParlaMint-NO_2009-03-25.ana.ud1338e22	The representative, Hans Frode Kielland Asmyhr, will present a proposal for a representative.
ParlaMint-NO_2009-03-25.ana.ud1338e756	Let me first make it clear that the specific requirements of the State Financial Fund relate to senior staff. The specific requirements for bonus schemes for other employees in the banks concerned are part of the bank's liability. However, with regard to the cost control that is also going to be a topic in relation to banks included in agreements with the State Financial Fund, I think it is a relevant question of what level you put on. I have not – and I think we would be far inside what would be the protection of the individual, ordinary employee of a bank – that the individual's remuneration or bonuses should be published. What I've been saying is that bank customers should have a much greater chance of thinking about what is the bank's pay policy, when they're going to choose a bank, because I'm absolutely sure that a lot of banking customers will pay attention to it. In the case of the State pension fund, I believe the same thing. We've published the manager's salary. With regard to the guidelines on how to handle bonuses and other remuneration for the brokers, they are also public.
ParlaMint-NO_2009-03-25.ana.ud1338e765	It is not likely that the State pension fund, through its active management, suffered a painful loss for 2008. Of course, many ask themselves how it may be possible in this context that bonuses are paid for a government that, overall, when it has been active, produce a worse result than if one had passively followed the markets. It is also the case that the Ministry of Finance has an agreement with the Bank of Norway, which is the basis of the administration of the pension fund. Will the State Council look at any changes to that agreement to ensure that there is better consistency between the overall profit or loss that the fund can present and the remuneration and bonuses that each individual receives?
ParlaMint-NO_2009-03-25.ana.ud1338e770	It's a short time until I'm going to present a comprehensive paper on the State pension fund. I am very concerned that there should be more transparency and publicity about issues relating to the State pension fund. That is why I introduced that we report to Stortinget in a separate message once a year. In the past, this was part of the national budget, and thus actually drowned the discussion of a great fortune that we manage in common, often in the draft struggle for the state budget. Now the whole Storting is invited to join and discuss the level of publicity, what are the causes of the loss associated with the active administration, how to limit this type of loss and better risk management in the future, and what kind of policies you should have in relation to bonuses and rewards. I believe that this is a very important and important debate. I would like to invite the Storting to join those discussions, because we manage people's savings equivalent to a Norwegian gross domestic product. It's very important that the whole Biggest is behind the way we manage them.
ParlaMint-NO_2009-03-25.ana.ud1338e778	This question, from the representative Borghild Tenden to the Minister for Transport, will be answered by the Minister for Oil and Energy on behalf of the Minister for Transport.
ParlaMint-NO_2009-03-25.ana.ud1338e781	‘An article in the Evening Post states that a cost impact on the Ring 3 Wolfen-Sinsen project may result in increased tolling costs for people passing the bombing in Oslo and Akershus. It's of national importance that we have a well-functioning role that takes away traffic around the capital. What is the cost increase of Ring 3 Ulven–Sinsen, what is the reason for the cost gap, and will the Council of State help to cover the increased costs?’
ParlaMint-NO_2009-03-25.ana.ud1338e788	Preparatory work on the project rv. 150 wolf split – Sinsen started in February 2005. In the spring of 2006, the State Road Administration cancelled the tender for the tunnel construction price due to significantly higher offers than expected. The project was then reprojected and revised, cf. St. pp. No 40 for 2007-2008, About Oslopackak 3 step 1. Although the project was simplified and a number of cost-reduction measures were implemented, the governance framework increased by about 800 million. kr. Work started on the project in 2008 and it is expected that the project will be opened up to traffic in 2013. It is currently used in excess of NOK 1 billion on the project, and in addition, contracts have been signed for approximately SEK 780 million. kr. KS2 has been implemented twice on the project – before and after the redesign. The State Road Service and the KS2 consultants have agreed on the level of the cost of the project. However, in the autumn of 2008, the Road Administration registered higher costs than expected in three major contracts. The State Road Service has therefore re-examined a thorough review of the cost estimate and analysis of the cause of the cost increase. The final cost forecast for the project is 3690 million. kr, in 2009-krona. This increases by about 260 million. kr in relation to the revised cost framework for the project, cf. referred to as St.prp. No 40 for 2007-2008. Compared to the revised governance framework, the increase is approximately 650 million. kr. Clean-up work on today's Ring 3 has been taken out of the project to reduce costs. Estimates of residual needs per year 1 January 2010 is about NOK 2.4 billion. The analysis shows that the main reason for the cost increase is the higher price level of contractors and higher expropriation costs than expected. In addition, minor changes to the project and longer construction time than initially planned lead to an increase in costs. No decision has been taken on how to finance the increase in costs. The economic framework for Oslopackak 3 is given in St.meld. No 17 for 2008-2009, About Oslopackak 3 steps 2. Saka will be discussed with the Oslopack 3 Steering Group before the Minister for Transport returns to Stortinget with proposals on how to finance the increase in costs.
ParlaMint-NO_2009-03-25.ana.ud1338e803	I thank the Council of State for the answer. The background to this question is the concern that is related to precisely Oslopackakt3 and that it is simply going to come out wrong from the start. Initially, the red-green government, as the Left sees it, takes little account of the challenges facing our biggest cities. Does the Council of State understand the concerns of our cities – in this case the capital and the challenges we face in connection with Oslopackak 3?
ParlaMint-NO_2009-03-25.ana.ud1338e810	No, I do not understand the claim that this government does not take account of the largest cities, when this government, as the first government in almost all that time, has implemented the national transport plan and the level that lies there, unlike, for example. the government that the party Borghild Tende represents did for a short time. This means that the promises made in relation to the big cities have been delivered. At the same time, we are now laying new ambitious plans for how to develop transport and communication in the major cities in the future. The proposal for a national transport plan presented very recently is a historical plan to address the challenges of communication in the future, for example: as regards train connections. I can mention the link Oslo-Ski as an example of a long-awaited solution, and a project with which there has been a desire to get something done, and which is now almost said on rails. We see that the sum contained in the national transport plan causes us to solve the problem in a completely different way than before.
ParlaMint-NO_2009-03-25.ana.ud1338e817	I thank the Council of State for the answer. It was just the NTP I was thinking about when I said that someone didn't take into account the challenges in our big cities. But now leave it. We have the opportunity to discuss that later. In fact, the toll tariffs around Oslo are increasing. In the western region, there are even two toll collection operations. When I'm at local annual meetings, people say they're a little surprised that fares are rising without seeing any results. Will the Council of State ensure full transparency, and it quickly, about what the money is going to do? The buses are as bulky as they were, the queues are as big, and you pay a lot in tolls around Oslo. What we expect now is full transparency about what that money actually goes to.
ParlaMint-NO_2009-03-25.ana.ud1338e826	I am absolutely sure that the Minister for Transport wants a corresponding transparency in relation to money use. There have been some stories related to toll companies and resource use within companies. We have all seen the reactions of the Minister of Transport to that – a wish that just transparency is what should apply. So I think I can assure the representative that in time, the Minister of Transport will also be focused on transparency, and that users and residents will know what toll funding is going to do.
ParlaMint-NO_2009-03-25.ana.ud1338e834	This question, from the representative Per Roar Bredvold to the Minister for Transport, will be answered by the Minister for Oil and Energy on behalf of the Minister for Transport, who has been away.
ParlaMint-NO_2009-03-25.ana.ud1338e837	I have wanted to ask the Minister for Transport the following questions, but they are answered by the Minister for Oil and Energy: ‘According to the National Transport Plan, it may take 10 years for the Slomarka–Kongswinger route on Route 2 in Hedmark to be completed. The Nybakk–Slomarka line is mentioned with only two lines. It creates great frustration that such an important path does not become a higher priority. What will the Council of State do to complete this whole Nybakk–Kongswinger route as soon as possible?’
ParlaMint-NO_2009-03-25.ana.ud1338e846	First stage of rv. 2 Klöfta–Kongswinger, the route Klöfta–Nybakk, was opened for traffic in October 2007. As a second stage of development, it is planned to extend the 16 km stretch from Kurudsand in Kongsvinger to Slomarka in South Odal, which is 3.5 km east of Skarnes. The build-up has been delayed as a result of a conflict over the trasé elections. Following a number of questions on the validity of the proceedings concerning the work of the Municipal Council and subsequent opposition cases, the Ministry of the Environment concluded in February 2007 that the decision on the 2003 objection was valid. After this, the State Road Administration has clarified road standards, it has been concluded with a four-field road with a width of 16.5 m, and has developed control plans after the so-called Nord alternative. The regulatory work has taken a long time, including: because of clarifications in relation to the Cultural Memory Act. The regulatory plans for the second stage have been adopted in South Odal and Kongsvinger municipalities. External quality assurance of cost estimates, known as KS2, and local policy consideration of toll planning proposals for the project are now to be carried out. The Swedish Road Administration states that the basic material for KS2 will be sent to the Ministry of Transport in spring 2009. In St.meld. No 16 for 2008-2009, National Transport Plan 2010–2019, 300 million have been proposed. kr in State resources for the route Kongsvinger-Slomarka in the first four-year period and 380 million. kr in the last six years. Subject to local political support for a partial toll financing scheme for the project, the Ministry of Transport intends to present the matter to the Stortinget during the autumn of 2009. There is no room for prioritisation of government funds for the Slomarka-Nybakk route in the first four years. The development of this route therefore needs to be considered in the context of the next revision of the national transport plan, for the period 2014 to 2023.
ParlaMint-NO_2009-03-25.ana.ud1338e859	I thank the Council of State for a comprehensive and good answer to my question. But what's left is that it can take ten years for this distance to end. It is clear that for those who use this route – and this is a road used by many, including many heavy vehicles, which create some accidents and near-accident accidents – and for those who live right by this road, there is a great need for the road to be good. We're happy with the distance that's being completed in a few years. What we're not happy about is that more than half of the amount is toll-financed, and of the total, approx. $1.6 billion to $1.7 billion, the drivers have to pay $957 million. kr. Is there no possibility that the whole route could be completed faster than in 10 years?
ParlaMint-NO_2009-03-25.ana.ud1338e866	I think the representative in an illustrative and good way describes why it is important to raise the transport sector in the future, why it is important in the national transport plan now to put an ambition higher than what has been done in the past in terms of infrastructure development in our country. There is no doubt that the description given by the representative of this route is a description that we will also recognise from many other places in the country, and that is correct in terms of how the local population feels to have a path on which they want the standard to be improved. So I think what we're doing now is also a contribution to the roads that are not within the transport plan, because we're getting closer to solutions on those roads that aren't prioritised in the first part of the period. So the answer to the question is, as I said in my first post, that in what is now within the first four-year period, there are other sections that are prioritised. But that of course also means that we're approaching the distance that the representative here is taking up.
ParlaMint-NO_2009-03-25.ana.ud1338e873	I thank you for your answer. And what's a little bit of a worry about is that it's not going to be any of the last distance. As I said, we're very happy with what's now happening to the first distance, that it ends and it's rigged down. If it is to be rigged again, of course, it costs a lot of money, and it takes a lot of time. That's why we wanted it to be a whole expansion of this line, and that we could be sure of it. It had also created predictability for those operating in this industry, for it is clear that there is a lot of uncertainty about this. If we had got an entire extension, it would have gone faster, it would have been cheaper, and it would have been good both for those who need a new road, and not least for those who are going to build this road. Could the council also say something about this: that we do it as cheap and easy as possible by rigging up and then finishing up, and then we can rig down and start somewhere else?
ParlaMint-NO_2009-03-25.ana.ud1338e882	What I know is that the Minister for Transport is concerned about the issues that the representative raises about getting the maximum effect of travel money in this country, and that she has also seen examples of just that with the dismantling of facilities for later uplifting again, which has not been appropriate. So I feel confident that it has also been part of the assessment in relation to the priorities that have been made, and what has been put into place in the first part of the National Transport Plan 2010-2019. So now that we're doing so much on this important road section, I think it's a pleasure for the residents along the remaining part, and it also increases the possibility that you can get started on this project, which I fully understand that the local people are engaged in.
ParlaMint-NO_2009-03-25.ana.ud1338e892	From the representative Torbjørn Andersen to the Minister for Transport: ‘The proposal for the National Transport Plan 2010-2019 states that it is appropriate to give priority to E18 on the Tvedestrand-Arendal route in East Agder, subject to toll financing. The wording of the transport plan has created enormous expectations throughout the county. Assuming rapid local planning and trajectory, when the Council of State considers that the start of work on the Tvedestrand-Arendal road section can be started at the earliest, and how much State funding does the Council of State think it can be expected for the project?’»
ParlaMint-NO_2009-03-25.ana.ud1338e903	From the representative of Gunnar Gundersen to the Minister for Transport: ‘The recently submitted national transport plan states that E6 between Memorysund and Creatorud will start during the first planned period and end at the latest. This means that this route will be completed in 2015 at the earliest. This was a stretch that was hoped to be completed in 2011 until December 2008. We are talking here about one of the most traffic and accident-affected sections in the country with vital importance for large parts of the country. What is the reason why the project is delayed for so long?’
ParlaMint-NO_2009-03-25.ana.ud1338e911	These questions have been postponed until the next question time.
ParlaMint-NO_2009-03-25.ana.ud1338e918	I have the following questions to the Council of State: ‘Capio Anorexia Centres have a high available capacity as a result of not being under free hospital choice. The Health and Welfare Committee has entered the budget at the beginning of the year. S. No 11 for 2008-2009 stated that this centre should be an offer for patients across the country. In Dagsnytt 18th of February 25th, the mayor Olav Gunnar Ballo, on behalf of the Government, promised that the offer would be available under free hospital choice if necessary, but patients are still waiting. What has the Council of State done to follow up this matter, and when will patients be entitled to choose a treatment site?’
ParlaMint-NO_2009-03-25.ana.ud1338e927	As we are all familiar with, patients in Norway have the right to choose which hospital they want to be treated for. It follows from the Patient Rights Act. In addition to hospitals, the scheme also includes district psychiatric centres and institutions providing multidisciplinary specialised treatment for drug abuse. In order for private hospitals to be subject to the free hospital choice scheme, there is an additional condition that they have an agreement with one or more regional health establishments. Patients with eating disorders have the same rights under the Patient Rights Act as other patients, including the right to free choice of hospitals. Capio Anorexia Center in Fredrikstad is a private health institution that operates interdisciplinary treatment of people with eating disorders who are not considered hospital establishments, and the centre cannot naturally be defined as a hospital either. This means that this is not a health institution for which patients can freely choose according to the law. There are many other good health services which are not hospitals, district psychiatric centres or which provide interdisciplinary specialised treatment for drug abuse. These health institutions also do not fall under the free choice of hospitals under the Patient Rights Act. An extension of the scheme to include those health institutions will at least require a legislative amendment.
ParlaMint-NO_2009-03-25.ana.ud1338e936	I thank you for your answer. Capio has now been invited to apply for free hospitalization and have been denied it a few times. I want to make a few quotes from the program News 18. Quotes from Olav Gunnar Ballo. He says, ‘ there has been a continuing involvement also from the government parties in the Storting to use Capio in full. [[...]] Unfortunately, it is wrong in the department that they do not follow up on what a unanimous bigotry has said, and it should be a clear signal from the Stortinget that here one expects the department to clean up in such a way that Capio is used in full, and it is not the department that decides that question, it is actually the Storting that does.’ Another quote is: ‘If it is technically necessary for an institution to be fully used to choose it, you choose it.’ — That is, Capio should be admitted to free hospital choice. [[...]] ‘As late as today, we have had a round of government parties against the department in this case, and this matter has to be resolved by the department.’ What does the Council of State think about Ballo's statements that went on the New Day 18?
ParlaMint-NO_2009-03-25.ana.ud1338e958	I deal with the law we have, and the law says that there is free hospital choice in the case of private hospitals, in the case of district psychiatric centers, and in the case of multidisciplinary drug institutions. That's the law. Then Capio has to get into one of these criteria. Either it has to be a hospital, or it has to be a district psychiatric center, or it has to be a multidisciplinary drug institution. The professional assessment of that question is that Capio is not one of the parts. It's not a hospital, it's not a district psychiatric center, nor is it a drug institution. In other words, the law does not allow them to be admitted under free hospital choice.
ParlaMint-NO_2009-03-25.ana.ud1338e963	I thank you for the answer, but the problem is actually that patients are not allowed to use this good treatment site, which very many want to use. It has a special concept. We need diversity, and we need a good professional environment, which they have down there. Now there are clear signals from one of the government party’s representatives that this could be used by patients throughout the country. I think it would have been nice if the council could stand behind it and make sure that it was fulfilled, because there is no impossibility. Now it's like there's a stepping down of the crew at this place. There are only five places that have been in use since the summer, as Health South-East concluded a framework agreement of eight places. Only two patients from Eastfold have been able to receive treatment at this site since 2005. It's strange that you want good treatment, and then you throw them out. There are not enough such treatment sites, and there is no diversity. What will the Council of State do with that?
ParlaMint-NO_2009-03-25.ana.ud1338e970	Now we're getting closer to the patient, it's interesting up here. My starting point is that regional health companies have a responsibility to care for. They should ensure that this patient group is also treated. There have been major changes in patient provision for people with eating disorders in recent years. A number of new offers have been made. That means that Health South-East, Health West and Health Middle-Norway now use to a small extent the possibility of sending patients to Capio. That doesn't mean that patients don't get an offer, but they get an offer elsewhere than at Capio. There may be many good professional reasons why that happens. In Health Nord, the offers are not yet well developed, and therefore we also saw that Health Nord in 2008 used more than 800 treatment days at Capio in Fredrikstad. That's because patients are in focus – you get an offer either in your own region or at Capio, if you don't have enough offer.
ParlaMint-NO_2009-03-25.ana.ud1338e980	I have the following questions for the Minister of Health and Welfare: ‘The subject of biotechnology, by letter to the Ministry of Health and Welfare of 14 March 2009, pointed to weaknesses in the investigations that led to the introduction of the HPV vaccine into the paediatric vaccination programme from the school year 2009/2010. It is shown, among others: to uncertainties about adverse reactions. The size provided for in budget entry. S. No 11 for 2008-2009, the continuous evaluation of the effects and adverse reactions of the vaccine. What is the Council of State’s assessment of the Biotechnology Council’s advice to postpone the introduction of the vaccine?’
ParlaMint-NO_2009-03-25.ana.ud1338e989	This case has had a thorough process. The Institute of Public Health started work on assessing the vaccine in 2006 and recommended it to the Ministry of Health and Welfare in 2007. The Ministry of Health and Welfare held an open hearing in June 2007. This matter has then been dealt with over two open meetings of the National Council for Quality and Priority in Health. A number of international scientific articles demonstrate the efficacy and cost-effectiveness of the vaccine. In the efficacy study, efficacy against severe uterine cancer precursors has been investigated, as precursors are a prerequisite for development of cancer. The ECDC concludes that vaccination against HPV is an effective prevention strategy. All vaccines with a marketing authorisation are assessed on a quality, safety and efficacy basis. The requirements comply with international standards and shall ensure high quality, efficiency and safety. The European Agency for the Evaluation of Medicinal Products, the EMEA, has authorised the vaccines on the European market. The documentation requirements are comprehensive. Nevertheless, there is no guarantee against unexpected effects. Therefore, the medicinal products are carefully monitored even after they enter the market. The vaccine has been given for more than 40 million. doses, and adverse reactions have been collected from many countries without evidence of life-threatening or long-term adverse reactions. To follow up on the Storting's assumptions, the Public Health Institute is working on information material aimed at girls, parents and health professionals. The Public Health Institute is also well underway to plan a monitoring system for the effectiveness of the vaccine. A system for reporting adverse reactions to vaccines has already been established in Norway. A number of countries have introduced or decided to introduce vaccines against cervical cancer. The United States, Australia, Belgium, France, Germany, Italy, Spain, England, Denmark and the Netherlands have already started. Sweden will introduce the vaccine from 2010. I believe that we will not achieve anything by postponing the introduction for one year. A deferral must be between 10 and 20 years in order to find out whether the vaccine protects against cancer and not just against the front stages, and whether there are unexpected long-term adverse reactions. If we wait as long as it turns out that the vaccine has been effective, the back of the medal will be that such a decision can cost 500 to 1,000 women their lives.
ParlaMint-NO_2009-03-25.ana.ud1338e1006	I do not know if it is correct to follow the ritual and thank you for the answer, because I heard no answer. What I asked the Council of State was how he assesses the fact that the independent professional body, which the state itself has set up and which is the closest to evaluating the issues here, has addressed a unanimous recommendation to the Council of State. I did not hear one word about how the Council of State assesses the recommendation of the Biotechnology Institute. As far as I can understand, the Biotechnology Study has reinforced the reservations made by a unanimous committee, including the members of the government parties, and which are exceptionally strong, because they show that the Committee also feels for very uncertain reasons both on the question of whether there is a demonstrable health benefit and on the question of whether there are any side effects.
ParlaMint-NO_2009-03-25.ana.ud1338e1013	Let me first point out that it is not the subject of biotechnology that is the state's professional body in the matter of assessing the introduction of vaccines. That's what the Institute of Public Health is. So that's an important starting point.
ParlaMint-NO_2009-03-25.ana.ud1338e1018	I'm sorry, I said independently.
ParlaMint-NO_2009-03-25.ana.ud1338e1023	The State Professional Agency for the Introduction of Vaccines has made a clear and unambiguous recommendation, and our assessment of the Biotechnology Opinion is that it does not bring anything new into the debate. All aspects of the subject of biotechnology are discussed and balanced when considering the issue of introducing the vaccine. So, the best thing to say is that when biotechnology comes on the track, it's at least late, because this is a process that's been going on for a long time, and the conditions that are pointed out have been evaluated.
ParlaMint-NO_2009-03-25.ana.ud1338e1028	I quote what a unanimous committee wrote in the budget position: ‘Vaccination is based on parental or proposed consent and detailed and objective information must be provided on the potential health benefit of the vaccine as well as on the uncertainties related to efficacy and adverse reactions.’; Can the Council of State guarantee that all parents will also receive information that there are very many professionals who are warning against this and that the Biotechnology Topic – the independent body set up to deliver opinions on its own initiative – has unanimously asked for a postponement? Can the Council of State guarantee that this will be known to all parents?
ParlaMint-NO_2009-03-25.ana.ud1338e1040	As I said in my answer, to follow up on the Storting's assumptions, the Public Health Institute is working on an information material aimed at girls, parents and health professionals. So there will be a thorough and good information for the parents who, together with their children, will make the choice to use the HPV vaccine. Norwegian health authorities do not have the habit of distorting reality when informing about the effects of medicines. We have good and proper procedures on this, and we need to inform ourselves about this vaccine – as we do about all other vaccines – in a sober and proper way.
ParlaMint-NO_2009-03-25.ana.ud1338e1048	From the representative of Ms Arne Sortevik to the Minister for Renewal and Administration: «I refer to my question to written answer No. 1394 on 30 June 2008 that 80 government and municipal websites have spread viruses. Again, data security problems related to the country’s websites have been reported. The evening post reports on 19 March 2009 that outsiders have placed viruses on departmental websites, viruses that can destroy people's PCs. It was claimed that the government authority was warned and warned, but nothing was done. What does the Council of State do to ensure that government websites are better secured for users and to avoid data breaches on public networks?’
ParlaMint-NO_2009-03-25.ana.ud1338e1056	This question has been postponed to the next question hour.
ParlaMint-NO_2009-03-25.ana.ud1338e1062	‘Gassco is now investigating, on behalf of Gassnova, the basis for an investment decision for a 12 inch CO2 capture pipeline from Kårstø to storage in the Utsira formation. Gassco has concluded that a larger pipeline will be a more cost-effective solution. A larger line will also open up industrial possibilities for which a 12 inch line does not have the capacity. Will the Council of State contribute to Gassco’s mission to investigate the use of a larger pipeline from Kårstø to Utsira?’
ParlaMint-NO_2009-03-25.ana.ud1338e1072	The government is working according to ambitious objectives to realise the capture and storage of CO2. Therefore, mandates have also been given to Gassnova and Gassco reflecting the Government's ambition level: we must be sure that the infrastructure for the transport and safe storage of CO2 is in place at the start-up time of the planned CO2 capture installations. Gassnova is now working on the planning of transport and storage solutions for CO2 from Kårstø. The progress plan for this work is coordinated with the planning of full-scale capture of CO2 at the same site of the gas power plant. In order to ensure that quantities of CO2 other than captured CO2 from the gas power plant are taken into account, a pipe with a dimension of those 12 inches has been constructed. Such a 12-inch pipe allows transport up to 2.8 million tonnes of CO2. This is a significantly greater capacity than the demand from the gas power plant suggests. In addition to all CO2 from the gas power plant in full operation, this tube dimension will, for example: permit the transport of all CO2 from the gas processing plant on Kårstø and additional volumes of approximately: half a million tonnes of CO2. Gassnova considers that there will be no time to prepare transport solutions with an even larger pipe dimension within the current Kårstø project propulsion plan. I am concerned that we both facilitate the transport of CO2 from different sources and exploit any economies of scale when transporting CO2. However, the actual economies of scale depend on the full utilisation of the pipe capacity. The capture of CO2 from other sources near Kårstø is currently at the planning stage and thus there is uncertainty as to whether there will be additional volumes to be transported in a few years beyond what is foreseen in the existing plans. For any new CO2 volumes, I would like to point out that, in addition to the Kårstø project, there are also concrete plans for the transport and storage of CO2 from Mongstad. In this context, for example, it is assessed that: Johansen formation with associated CO2 tubes that could have the potential as a large central stock for CO2. As mentioned above, the choice of transport solution from Kårstø is closely linked to the propulsion plan of the capture plant. In the nearly half of the years since the gas power plant was completed, it has only been in production and emitted CO2 for a few weeks. Prognosis of operating time will include, inter alia: depending on what is used as an estimate of future gas and power prices, which is very uncertain. Experience from the operating pattern of the gas power plant is an important background for assessing the propulsion plan of the capture plant on Kårstø. Any other propulsion plan for the Kårstø fishing facility will allow the identification of the possibilities and needs of a CO2 transport system with a larger capacity. In addition, there will be time to assess the potential benefits of coordinating transport solutions from Kårstø and Mongstad.
ParlaMint-NO_2009-03-25.ana.ud1338e1146	What is now going on is an investigation, and I can't understand that extending the mission to also ascertain a larger dimension of the pipeline will mean some delay. It will also not bind a future decision, but it will make the options available to you, which are also requested locally. I would like to show that Gassco has said that it will be more cost-effective with a larger pipe. It is true that if other emissions on Kårstø are included in addition to the gas power plant, a significant part of the capacity in a 12 inch tube will be seized. There are plans in this area of activity that could require more disposal options than such a pipe provides. I would like to have a more detailed explanation as to why you can't consider two alternatives in parallel, and then come back to the decision as to which one to choose when the investigation is available.
ParlaMint-NO_2009-03-25.ana.ud1338e1155	I do not reject the possibility to explore more alternatives. What I'm saying in my answer is that Gassnova, who gives me the professional advice on these questions, says that within the current Kårstø progress plan – and if one then has an ambition, as one should have, to have a sewage treatment plant that is up and down, one also has a pipe in place – there is no room for it. On this issue, we are probably faced with a choice of whether to go further on the solution now available, that is, with the tube dimension planned, or whether to choose to use some more time to look at the possibility of coordination that the representative of Kvassheim is engaged in.
ParlaMint-NO_2009-03-25.ana.ud1338e1160	My advice is that the Council of State will take a new round to see if it is not possible to have a parallel investigation of two alternatives. I assume that this will not delay decisions that need to be taken regarding the Kårstø project. This is a region with great opportunities, but also with great challenges. There have been many negative news about industry in the Haugesund region. But on the other hand, there are many exciting projects. In order to obtain a good environmental solution for these projects, it will be important that there is capacity for CO2 landfilling. So my call to the Council of State is that he takes a new round to see if it is not possible to get an investigation of a larger pipeline capacity, without it seems delaying on decisions to be taken.
ParlaMint-NO_2009-03-25.ana.ud1338e1170	I fully understand the commitment of the representative Kvassheim to put in place pipe capacity that also meets possible future needs. I just want to repeat that the pipe that is planned so far has capacity that goes far beyond the need for the gas power plant at Kårstø. So it's not like you're planning a pipe that only takes up this gas. One thing is to think that it would make sense to investigate any other pipes in addition, but I can hardly say that the professional assessments that become part of me are not valid in terms of what has an impact on the possible starting time of transport in a new pipe. I do not think anyone can escape the fact that if one is to follow the Kvassheim reasoning of the representative, one must also look at it in relation to the overall timetable on Kårstø.
ParlaMint-NO_2009-03-25.ana.ud1338e1178	This question, from the representative of Dagrun Eriksen to the Minister of Knowledge, has been transferred to the Minister of Labour and the Minister of Inclusion as appropriate.
ParlaMint-NO_2009-03-25.ana.ud1338e1181	I allow myself to ask the Minister for Employment and Inclusion the following questions: ‘Students in vocational rehabilitation taking part in their foreign practices lose Nav’s support. Nav legislation requires that stays abroad be a compulsory part of the study to provide support. It makes it impossible for these students to have a foreign stay during the course of study, contrary to the intention of the Quality Reform to allow all students to do so. What will the Council of State do to enable this student group to take part in the study abroad?’
ParlaMint-NO_2009-03-25.ana.ud1338e1190	Recruitment benefits are granted to persons who, by reason of sickness, injury or negligence, have their ability to carry out gainful activities permanently reduced or who have had their choice of occupation or employment substantially reduced. The benefits are provided in the context of measures that are necessary and appropriate to enable the person to obtain or maintain appropriate employment. Good follow-up from the Staff Regulations of Employment and Welfare is an important prerequisite for success in vocational rehabilitation. The general rule, therefore, is that vocational rehabilitation is to be carried out in Norway. However, the seat of employment and welfare may approve measures abroad if deemed necessary and appropriate. The Norwegian education system is well developed and adapted to the Norwegian labour market. In principle, therefore, it will not be necessary to travel abroad in order to implement measures. Therefore, in assessing whether the measure is deemed necessary and appropriate, it is emphasised whether action abroad can qualify for work in Norway, the costs of implementing measures abroad and the possibility of following up action participants abroad. Admission criteria and access regulation at Norwegian universities that would result in the imposition of necessary and appropriate measures in practice in Norway or the emergence of disproportionately long waiting times may be a reason for the acceptance of measures abroad. Moreover,in some cases,it may be appropriate for medical reasons, where vocational rehabilitation and medical rehabilitation are carried out in parallel. The general rule on the residence of the recipient in Norway is continued when rehabilitation benefits, death grants and temporary unpaid pay as of 1 March 2010 are replaced by redundancy benefits. I have no plans to propose changes in this area.
ParlaMint-NO_2009-03-25.ana.ud1338e1203	I thank you for the answer, but I hope that the Council of State has also been in dialogue with the Minister of Research and Higher Education in advance. One of the core problems for this particular student group in vocational rehabilitation is that there has been a lack of communication. Nav’s rule management, on the one hand, does not coincide with the Ministry of Knowledge’s instructions to the institutions to offer ‘students wishing to do so, a study stay abroad as part of a degree programme’. The case also affects disabled students. The Star Island Committee took this up in its setting and made clear to the ministry that it had to be cleaned up in order to complete the desired education. My follow-up question is: will the Council of State, in cooperation with the Minister for Research and Higher Education, take an initiative to review and clean up the legislation of the Student Group in this area?
ParlaMint-NO_2009-03-25.ana.ud1338e1214	As I said in my first answer, there are several criteria that can provide the basis for foreign studies or activity to be part of a course of education funded by Nav. So there's opportunities, but it should be because it gives the best solution, or because it's necessary to get the education that you've started. I talk a lot to the Minister of Research and Higher Education, and one thing that is important to keep a little bit of order with regard to Nav's financing of supplementary education, re-education, etc., where changing governments have actually been very concerned about the principle, is that we should not make Nav's funding of re-education and education an alternative source of funding for ordinary education. It's also a little important to keep in place, and that's among the things that the research and higher education minister and I are trying together to keep track of.
ParlaMint-NO_2009-03-25.ana.ud1338e1221	I thank you again for the answer. I think it is right, as it is said, that the legislation opens up so that this can be implemented. The question I have asked has its background in a specific matter, an enquiry that the National Association of Students has received from a student at the University of Harstad. Now it turns out that other students at the same school, in the same situation and in the same study, have not lost their support when they have taken part of their practice abroad. So there's not only a different approximation between departments as to the desire to do this as automatic schemes, but there are also different practices between different Nav offices because it's going to be used with discretion. Then it's pretty hard to know how to deal with this. An estimate is that this only applies to about 4,000 students, so I don't think there's any risk of eroding the student funding as such. I wish the Council of State could take the initiative to get more equal treatment between the different Nav offices.
ParlaMint-NO_2009-03-25.ana.ud1338e1230	What the representative is now saying confirms, to the extent that I said in my reply, that there are opportunities to make a foreign residence part of Nav-funded education. Although cases have been treated differently, there are not necessarily similar cases. There's some reason why there's some sense in here. It is impossible for me – and certainly also for the representative – to assess matters for those who have been given the opportunity to stay partially abroad, compared to those who have not. However, what I agree with the representative is that similar cases – but there may be different cases – should be treated equally. And I agree, as I said, with the representative that the practice in this area should not differ for similar cases, based on where an applicant. It is an ongoing task throughout the Nav system to contribute to the understanding of rules in the same way. That's where I also share the commitment of the representative.
ParlaMint-NO_2009-03-25.ana.ud1338e1237	The Stortinget has then handled the completed map for the day, and the meeting has been cancelled.
