ParlaMint-NO_2015-06-19.ana.ud1781e49	The representative, Kjersti Toppe, will present a proposal for a representative.
ParlaMint-NO_2015-06-19.ana.ud1781e1300	I think sometimes SV underestimates that the different decisions made by the parties, either at the national meetings or in their central governments, are slightly different. They don't all look exactly like the SV's decision made. The central government decision of the centre party has a few conditions attached to it, which we have also included in the negotiations. One is that we have said that we want a run of 2-3 years. Therefore, we are pleased with the agreement that is now in place and that concerns 2015-2017. The second is that it is explicitly stated in our decision that we want a coherent solution. We've got that, and we're happy about that. The reason why we want a coherent solution is that it is necessary to ensure effective implementation of the agreement that we are having today. This is not an area that is suitable for being pushed through in the Great Britain by one or two votes, and then to get a political vibe about the follow-up of it, and then doubt whether it really is like this when the government stands and welcomes the refugees when they come to Norway. This is a question that is suitable for a common solution, and the Center Party is very happy that we get it today.
ParlaMint-NO_2015-06-19.ana.ud1781e1307	The problem is that there is no unifying solution. One of the government parties to implement this proposal proposes a referendum on the solution. So there is no cumulative solution, and SV's decision is also to accept over two years. SV was in the negotiations for quite a long time, because we wanted to have the widest possible majority, of course, but where the refugees were concerned, and not least the provision of sufficient assistance in the neighbourhoods, which was not financed by the aid budget, which was more important than satisfying, for example, the situation. Party of progress or right. Why does the Central Party not believe that these are the reasons that must be most important when faced with a day - to - day disaster that escalates and that we have not seen the husband in our time? Are there, then, domestic policy, Norwegian considerations that are most important?
ParlaMint-NO_2015-06-19.ana.ud1781e1314	I'm going to be the first one to admit that it's a shame that it's such a split Progress Party, and that one in a way has one Progress Party to deal with in government and another Progress Party to deal with in the Storting. But the Central Party has full confidence that the Right Party and the Advance Party in the Government will take responsibility for following up this agreement and the settlement we are making today. I think it's a certain seriousness that there should be a proper implementation of such an agreement. It's important for those refugees who come here, that one receives them in such a way that it's positive. It is also important to the municipalities to settle them that they have a good and effective implementation. It gets the best when there's a wide deal in Stortinget. I believe, despite the fact that SV saw need to leave the negotiations, and that the Progress Party did not agree, that today we have a broad and well-thought-out settlement in Stortinget, and I think that this is a good promise for the next two years.
ParlaMint-NO_2015-06-19.ana.ud1781e1321	The cord shift is over.
ParlaMint-NO_2015-06-19.ana.ud1781e1324	The civil war in Syria has now been going on for over four years, and the UN estimates in January this year that 220,000 people have been killed so far. There is nothing to suggest that it is possible to find a policy solution in the short term. On the contrary, we have a situation in which the Islamic State, or ISIL, has developed with its extreme extremism and controls large areas today in Syria and Iraq. War crimes, crimes against human rights and widespread violations of human rights mark the war in Syria and also in Iraq. The civilian population is hit hard. 11.6 million acids are on the run, 4 million have fled the country, while 7.6 million are displaced internally in Syria. To put our own debate in perspective, it is important to remember that Syria's neighbouring country, Jordan, has received 2.7 million refugees, Turkey 1.7 million and Lebanon 1.6 million refugees. It is right that refugees should be helped primarily in their neighbourhoods, and this is where Norway also assists financially. It is important for the Left that, in connection with this proposal and this consensus, we have a strengthening of Norwegian efforts in the neighbourhoods, and that the quota refugees to Norway are also seen as part of an overall effort, where Norway takes a much greater responsibility than what we are doing today. We are pleased that the support in the neighbourhoods of next year will be up to 1.5 billion. kr. The UN High Commissioner for Refugees has asked the world community to accept 130 000 Syrian quota refugees in the period from 2013 to 2016. Even with extraordinary efforts, the vast majority of refugees will remain in the neighbourhoods. It is therefore not about helping in the neighbourhoods or at home – we have to do both. Even if we help someone get here, millions still need our help out there. To date, some 30 countries have committed themselves to receiving less than 90 000 quota refugees. The UN High Commissioner now needs to settle a further 40,000 if the objective is to be achieved. We need to look at Norway's extra efforts to accept 8 000 refugees as a joint effort that many are behind and a joint effort to respond to what is needed by the High Commissioner of the United Nations. In the left, we are pleased that a decision from our own national meeting to receive more quota refugees, together with decisions at other national meetings, has helped to create a dynamic that has led us to reach a broad consensus in a few months on a significantly stronger effort in the Middle East, but also to bring in 8 000 refugees to Norway. It is important here that we also include in the agreement that we should have an evaluation. We are going to have an evaluation in 2017, and there must be an evaluation where one looks at how much effort we can make, also based on the situation we are facing in the Middle East, an evaluation that can achieve a result that can go both ways. The number of refugees is now the highest since World War II. A large part of this is refugees from Iraq and Syria. 59.5 million people were fleeing at the beginning of 2015. 21.3 million have fled across a border. The number of refugees is the highest since World War II, and although the dramatic increase is primarily due to conflicts in Syria and Iraq, there are also many other areas of crisis in the world. It is therefore important for the Left that how many quota refugees we will receive in 2016, in addition to those we welcome from Syria, will be an important part of the budget debate we are going to have in the harvest. Because even though we are now making an extraordinary effort, we also need to remember to have reception from other parts of the world where you have crises. So finally, we have to take seriously the challenges of settlement in the municipalities. Therefore, the agreement also provides for a strengthening of efforts against municipalities. From our side, it's important that we now help, not only those who come here, but also many in the neighbourhoods. We have to do both. It is necessary, it is important – and it is even right.
ParlaMint-NO_2015-06-19.ana.ud1781e1341	It's going to be line change.
ParlaMint-NO_2015-06-19.ana.ud1781e1344	I record that the Left – like the Workers' Party, which I took a reply to earlier today – has a country meeting decision that you want to receive 10,000 over two years, but that you have landed in 8,000 over three years. So despite a majority, you've negotiated. It's interesting to register, and here I think SV has some good points, but now leave that ball. The left is a party that is traditionally very concerned about listening to local democracy. I have great respect for that. If this is the case — and one refers to the evaluation to be made of the agreement concluded by the Left — then Norwegian municipalities, after what is reported by, among others, the Norwegian authorities. failing tax revenue, etc., cannot accept the number contained in this agreement, is the Left willing to enter for a lower number?
ParlaMint-NO_2015-06-19.ana.ud1781e1351	First of all, I think that the people who have been to the meeting of the Left should be proud of the dynamic that you were involved in. Here we've had a spring where we've had a reinforced effort with the number of quota refugees we're going to pick up in Norway, and a reinforced response to the Middle East crisis. Then it's right that we have to follow up on the municipalities when they're about to receive more quota refugees. But I have to say that I think many municipalities have stood up in view of the skill you have been asked to enter, and you are willing to receive more refugees. What will be an evaluation must be primarily about needs in view of the situation in the Middle East and what we can contribute. Then, of course, we need to assist Norwegian municipalities to a greater extent, if it is necessary to do so.
ParlaMint-NO_2015-06-19.ana.ud1781e1356	The left's post now is well what comes closest to a correct description of this serious situation, and as we've heard from someone here today. Then, of course, the disappointment of having negotiated away the majority that was, in order to follow stronger up the representative that Elvestuen now describes. 500 more quota refugees this year are not exactly a big and fast response to the most serious situation we have seen in our lifetime — or a little increase in assistance in the neighbourhoods, partly financed by cuts, among others. for assistance, to other areas in need of assistance. Then the question is to the Left: was there consideration for the cooperation agreement that made the Left choose to enter into this agreement?
ParlaMint-NO_2015-06-19.ana.ud1781e1363	What's important is that this is an overall agreement that deals with a significant strengthening towards the Middle East, i.e., 1.25 billion. kr in the year – and half a billion next year. So we have to evaluate whether we're going to change this. It's a reinforced effort considering how many we pick up to Norway. The most important thing is to report to the UN High Commissioner that we should receive 8 000 refugees to Norway. But we also need to remember that the left has negotiated the number that applies this year – and has done so in the past. Finally, what's important is that you have a width of a deal. I believe it is important that we have with parties from the government, the one who makes the budget to the ordinary – and now also outside the budget. Just this width makes you have a strength in effort, and you have a certainty that this will be able to continue for a long time. And that's the point: this is an acute crisis, but there's also every reason to expect it to last over time. Our strengthened efforts must also last over time. This agreement provides for stability.
ParlaMint-NO_2015-06-19.ana.ud1781e1370	I do not think this was a convincing answer to why you choose to go away from what you really mean – to negotiate. It is probably right that the Left in negotiations with the Government has negotiated this in budgetary agreements, but this agreement has thus negotiated down a large majority that agreed with what was the starting point of the Left, and that in an area that is the most serious we are facing today. Every human being we can help, whether it's in the neighbourhoods or by taking them out of a situation where they can't be given protection in the neighbourhoods, will count. So it doesn't seem convincing to me that the Left, in one of its heart matters, will negotiate away what they really mean – to something that's worse.
ParlaMint-NO_2015-06-19.ana.ud1781e1376	This civil war has now lasted four years. If we look back two years in time, when it was also a crisis, and look at the number of quota refugees that Norway accepted, it was a little over 1,000. Now we've had a significant increase over the two years when we've had a new majority. Here we have a further reinforcement, with 8 000 coming in, while strengthening efforts into the Middle East to a significant extent, and we also have measures against Norwegian municipalities. There is no doubt that the Norwegian effort after the position of the Left on the Stortinget, which has been greatly influenced, has been significantly reinforced. Now we have a broad consensus that makes a starting point, and we have a long-term, wide bet from the Norwegian side. We're going to take our share of responsibility in the Middle East, where quota refugees to Norway are a central part of it.
ParlaMint-NO_2015-06-19.ana.ud1781e1381	Several have not asked for the word for a line.
ParlaMint-NO_2015-06-19.ana.ud1781e1384	Solidarity is a key word for the Greens' political work – solidarity with all life on earth, with the future and with people in need. The measure of this solidarity must be the need. We can't just assess what's convenient, until we evaluate how much we want to help. First of all, we have to ask ourselves what is needed, and when the disaster is great, then we have to help more. It's actually a matter of course for all of us – in the family, in the community it's like that, and in Norway and in the world it should be like that. The question boils down to how much heart space we can mobilise when the disaster and the desperate people are far away, and budget lines, local economy, housing and polling are close. The Greens/Greens/European Greens/European Greens/European Greens/European Greens/European Greens/European Greens/European Greens/European Greens/European Greens/European Greens/European Greens/European Greens/European Greens/European Greens/European Greens/European Greens/European Greens/European Greens/European Greens/European Greens/European Greens/European Greens At the national meeting of the year, we confirmed this with a decision. And I'm really not particularly proud of this, because it's very easy to point out that we should go in for twice as many, or four times as many. It's very easy to point out that we should have done it much faster, because the disaster in Syria is more than big enough to justify a lot of help, and we're all stuck in our domestic everyday reality and our balances. However, the Green Party was at least early in setting a higher standard for what Norway should initially contribute to alleviating human distress in Syria. So that's why we went into negotiations with the SV, the Center Party, the Workers' Party, the Christian People's Party, the Left, the Right and the Advance Party – to contribute to an increased effort for Syrian refugees outside and at home. When we sat down at the same negotiating table as the Right and the Advance Party, we made a choice. We didn't imagine for a moment that we would bring the government parties to our primary position, but we thought it was important to get a political consensus, including the government, on a solution. Because when all the municipalities of the country, a large number of people and organisations and government are to be mobilised to receive and help many more refugees, it is important that we do so on a safe and lasting political basis. When my mother was 12 years old, she had to flee – with her family, at night, through the forest across the border with Sweden. There she was well received. But she can also tell us what it was like for someone in Sweden not to welcome her, not to understand the fight against Nazism, not to want to help. She was afraid, she had to take care of what she said. Syrian refugees who come to Norway have more than enough to struggle with if they are not going to come to a country where they feel unsure if they are welcome. That is why the Green Party did what we could to reach an agreement on the greatest possible increase in the number of Syrian refugees to Norway and the greatest possible increase in efforts in Syria. We believe that we contributed to it, and when we had agreed to negotiate an agreement, we also thought it was neat to take responsibility for the result. We certainly do not think that the result is good enough. We find it very problematic that parts of the funds for Syria are taken from important posts in the aid budget, and this is what we are going to do every day to improve. But we believe that the result is much better for the people that this actually applies, than it would be because the Greens sat on the fence and waved with their primary positions. Today, SV is promoting a proposal to receive 10,000 Syrian refugees over two years of age. This is more or less identical to the primary position of the Green Party, and we have the greatest sympathy for it. But we are still voting against SV's proposal, because we are part of the majority proposal. This is one of the somewhat insidious techniques of the party system in Stortinget, but we feel committed to the unity of which we are part and which we therefore vote for.
ParlaMint-NO_2015-06-19.ana.ud1781e1405	It's going to be line change.
ParlaMint-NO_2015-06-19.ana.ud1781e1408	The representative Hansson has now described what he has agreed on, that it is not good enough, that more should have been done, and that efforts should have been increased both in terms of receiving more refugees, which is needed, and also in terms of increasing efforts in the neighbourhood. That is absolutely in agreement with the SV. So I realize that it's with a little bit of a hard heart The Greens have been involved in this, and it was also quite incomprehensible to SV that they were, because they were not dependent on forming a majority for this, but on the contrary they were involved in a majority for what was much closer to the Environmental Party of the Greens and the SV's policy. Now that I hear the explanation that this will be a safe and lasting settlement, I understand even less, because here you have the Right, which really would not and the Progress Party, which today promotes proposals for a referendum on the result. How can this be described as safe and lasting?
ParlaMint-NO_2015-06-19.ana.ud1781e1415	This can well be described as just as safe and lasting as any political decision in Norway. We don't get better than parties saying they agree on something over time. SV has an unusually long experience in making political compromises and decisions that, firstly, they do not seem to be good enough, and, secondly, it is well known that it can be weathered in policy's weather and wind over time. But that's how far you get, and that's what you have, and the alternative is, as far as I understand, everyone's on their feet and little is happening. The Green Party fully agrees with Karin Andersen's description that this will not necessarily last forever. But our approach to that, of course, is that we should improve it, not that it should go into disintegration, and we look forward to working with, for example, In order to increase the number of Syrian refugees to be accepted in Norway and to further increase the funds to be used in Syria in relation to what we have now received. So this is for us a stoppage in a longer political project.
ParlaMint-NO_2015-06-19.ana.ud1781e1422	The consensus that is here now might as well go into solution at the next crossroads as being reinforced, sail if the needs may increase. If everyone had stood on their own in this matter, there would have been a majority for another solution. It's quite another thing to form a majority for something where one depends on the party's votes to make something better. This was not the case for the Green Party in this case. It is absolutely right that it is sometimes difficult for governments to implement things – especially when they do not want to. It would have been, regardless of whether this agreement was based on it or whether it had been the agreement for which there was a majority in this House, namely to accept 10,000 over two years and strengthen efforts in the neighbourhoods even more. That is because the Right would not in the first place, and because even today the Progress Party is promoting proposals for a referendum. I don't think it sounds like the representative Rasmus Hansson is taking over the huge gap.
ParlaMint-NO_2015-06-19.ana.ud1781e1427	The representative Karin Andersen describes the dilemma in this matter. The only thing that surprises me is that SV also put in these negotiations almost to the end, where there can be no particular doubt that the prerequisites were exactly what has been achieved, namely that one should try to get the government parties on an agreement. One might think that it was a stupid strategy, I think it was sensible and successful. Then SV himself will find out what was the reason they put in a negotiation that had this as its purpose, and afterwards believe that it was not a trick.
ParlaMint-NO_2015-06-19.ana.ud1781e1432	The cord shift is over.
ParlaMint-NO_2015-06-19.ana.ud1781e1435	The apostles of goodness. Dugnad has been called – done, a great Norwegian word. In 2004, Norway’s national word was referred to: almost inviolable, a joint and usually unpaid and voluntary work of Community importance. Who can be against something so beautiful and self-sacrifice? But what is the majority actually doing in this case? I don't see any signs of volunteering, I don't see any effort for the community. I see a proposal completely without personal consistency for those who are going to adopt it. I see futility with the money of others, but no personal burdens or consequences. I see a large number of people who keep their allowances and pensions. I see no willingness to reduce my own consumption and public welfare to give to others — rather the opposite. I see a cross-political bulking that everyone wants more for everyone, domestic as abroad. I see a large number of people who, to little or no extent, will experience or experience the consequences of their own work. I see politicians living in neighborhoods almost naked to refugees and immigrants. I see politicians who have their children placed in schools where refugees and immigrants are a rarity. Often, those who have the least contact with refugees in private are those who are the most rusty in the public space. I see a great majority who in moral indignantly stand up to judgment over hearty egoists like me, people who in the world's richest country dare to talk about economic and cultural sustainability. I see a large number of people who are caught up in peasantry by the euphoric enthusiasm of national meetings, and who, without social analysis or cost calculations, started a national effort of goodness. I see a Medie-Norway playing with, a Medie-Norway that unanimously supports up during the dungeon, and which seems to be a brilliant idea. The consensus is total, everyone's inside. The media diversity, which should be an instrument for different opinions, is set on autopilot, for the same opinion is repeated multiple times, until the alternative opinion disappears or turns into a web role. I see a united Organisation Norway dominated by former politicians – on the left, of course. Common to all of them is that they are financed by taxpayers. These organizations are all rusty followers of fetching Syrian refugees to Norway, and they smell of hearty people like me. There is no government going down on a matter that is about helping people in distress, it sounded from the highest level. It's a derailment manoeuvre. Very familiar there is no one in this room who does not want to help people in need, neither in Norway, Syria or anywhere else in the world. Politically, this matter is about how ungrasy and openly one can break concluded agreements, and then almost point his nose at the party that adhered to the agreement. The facts are about a majority who want to help 13,600 people in need of Norway, and a minority who want to help 1 million people in need, in the neighbourhoods of those in need. The lifetime cost of the majority service is estimated by the SSB at 7 million. kr per refugee, or 95,2 br. Total kr. Figures from the SSB, published yesterday, show that the employment rate of acids in Norway is 26.4 p.m., the lowest of all 136 countries in the statistics. BRITAIN: BRITAIN: 95.2 BRITAIN: 95.2 BRITAIN: 95.2 BRITAIN: 95.2 BRITAIN: 95.2 BRITAIN: 95.2 BRITAIN: 95.2 BRITAIN: 95.2 BRITAIN: 95.2 BR. kr is such an incredible amount of money that we could have helped all the world's 60 million refugees if the aid was given in the vicinity of refugees. Instead, you choose to pick up 13,600 refugees for our little welfare paradise. The majority doesn't show where to pick up the 35 billion. kr. They do not mention which welfare services are to be cut or which taxes are to be increased. Asylum and immigration policy does not address such questions. The money shall be provided as in the case of a magic wand. The goal was never to help as much as possible, the number was the goal: 10,000. You might as well have said 20,000 or 50,000 without any social analysis or cost calculations. You don't use a calculator for goodness. The mantra was that they have to do both parts, an argument completely empty of content, an argument that is only valid if there is no longer a need or impracticability to help in the neighbourhoods. But it is. The need is enormous. The debate on providing help and creating dignity for refugees raised a question of immigration – a yes or no to increased immigration to Norway, but no more than 10,000. There must be limits to the spirit of virtue. In Ibsen's A People's Enemy, Dr. Stockmann takes a settlement with the majority rule or the "fucking compact, liberal majority", as he puts it. He chooses to hold on and fight for the truth and concludes that the strongest man in the world, he is the one who stands most alone. In this case, the Advance Party chooses to stand alone, knowing that we have reason, time and people on our side. The majority know that too, so they refuse to ask the people for advice for different reasons. I include this proposal in case No. 4th@item: inlistbox
ParlaMint-NO_2015-06-19.ana.ud1781e1461	The representative Christian Tybring-Gjedde has taken up the proposal he referred to.
ParlaMint-NO_2015-06-19.ana.ud1781e1465	When we face the greatest humanitarian disaster we have had in modern times, it is not, in fact, the Progress Party that is the largest victim in the world. Goodness is never wrong, and we have a duty to help. Nine out of ten refugees exist in developing countries. They haven't come to rich land. Every day thousands of refugees come to Syria, to Turkey, to Jordan, to Iraq, who are in civil war, and to Lebanon – small Lebanon, which is as large as my home country and has 4 million inhabitants, and where there are now 1.2 million refugees. It is correct and important that Norway increases its contributions. Only 2 pst. by the refugees are currently being offered resettlement. It's not about helping here or helping there. We have to do both. Of course, we should do the most to help minimise the humanitarian disaster in the refugee camps and neighbourhoods. It's about food, medicine, water, clothes and roof over your head. However, many of the refugees are extremely vulnerable and therefore have to leave the crowded refugee camps as quickly as possible. Others are politically persecuted, and their security cannot be ensured in the camps, because there is no security there. They pose a risk to both marine life and those who are close by. It's not advisable to help them there. We have to help them here, and that's what this is all about. SV was in the negotiations for a long time, because we saw that there was a broad majority here to help more people quickly and increase aid in the neighbourhoods. We were very pleased about that, not because it's a sacred number or necessarily enough, but it was the Norwegian aid organizations who asked us to do it. We followed the call we received from the aid organisations, and I think several other parties did. We were in for a long time, just because we wanted to get to a broad majority. But when the agreement meant that what was going to be emergency emergency aid turned out to be only 500 more this year, I would remind you that there is an explosive increase in needs. Yes, it is true that there was a crisis several years ago, even more should be done then, but the number of refugees is increasing dramatically every single day, and the agreement actually involves no more than 2,000 refugees in total to Norway this year and 3,000 to next year. So in 2015 and 2016 only 5,000 people get to Norway – a half of the 10,000 that the parties promised this spring. In addition, this agreement lacks a strong strengthening of the assistance needed in the neighbourhoods, and the increased effort is partly disbursed from assistance. Therefore, it is not rich Norway that goes further — the bill is to be paid in part by others, who are in need of assistance. That's why we couldn't be part of this. In 1993, Norway settled 12 000 refugees from Bosnia. In 1999, we settled 6 000 people from Kosovo. The special thing in 1993 was that Norway was all set up. 272 of the country's 430 municipalities accepted, and in a few weeks there were new students in all classrooms throughout the country. Suddenly we had a new group of refugees in Norway, and it didn't go wrong, as many here today have said. On the contrary – at the time, tripartite cooperation between the municipality, the state and non-governmental organisations, a theme EN, which I am pleased to have entered into the agreement – was the desire to establish such cooperation in the future. At the hearing of this proposal in the municipal committee, I asked Red Cross if they were prepared to enter into such a task now, and they were. It worked. For these Bosnians, the figures show that they have done very well in Norway, probably because they set up a ‘Welcome hit’ where the voluntary sector and the municipalities accepted, instead of, as they are now, that the refugees are being met with a referendum. It is not possible to have a referendum against people in distress.
ParlaMint-NO_2015-06-19.ana.ud1781e1480	I find it natural right now to say that with my post it becomes a little bit of a theme change. Now, for a long time, there have been refugees who have been involved, which is important, but now I am going to talk about what is traditionally the subject of revised debates, namely economic policy. What is very important, and which is also on the agenda in the media, is the increasing unemployment of which we are now beginning to see the outlines. This will mark the agenda, and it is serious. When everyone is at work, they will be better off on their own, not least through their own income, but also through the sense of everyday life. You have equal social contact with colleagues at work, and having a job ensures dignity. Literacy is the root of all evil, it's called. Societal researchers will probably express themselves differently, but still agree. Anyone who takes a tour of Europe's back streets will see it with his naked eye. Many people, especially many young people, are struggling because they are not needed, and they are not getting started on their lives. In Norway, unemployment rates are now increasing in certain industries, and in particular in sectors where there has been a shortage of professionals in the past, in the field of engineering and ICT. In this group, there were about 4,000 unemployed at the end of May. This was more than a doubling from last year. Probably the numbers will increase. Tekna-President Lise Lyngsnes Randeberg says today to E24: "I don't think we've seen the bottom. We think it's going to be more, and so we just have to cut our teeth together and get through it as best we can." She is supported by the Federal Head of Industry Energy, Leif Sande, who believes the same thing. Such changes in business, in this context caused by lower oil prices, we can do little with it. What we can do is use the best tool we have, to train young people and give them useful skills. A good basic education, but also a more active use of continuing training, is the tool itself to avoid fragmentation of unemployment. It keeps people going instead of being free. It allows society to have access to up-to-date competences. In its budget option, the Labour Party proposes a ten-point plan for increasing youth unemployment, including, inter alia: 2 000 more places of action, 1 000 more specialised school places, 3 000 more places of study, as well as several places for in-company training, more flexible use of the day-care scheme, so that formal training is provided in cases where it is appropriate, even if one goes on a day-care basis, and increased apprenticeship grants and more public apprenticeship places, especially in municipalities. The red thread of these measures is to give young people the paper that says they have completed an education, that they have proof that they can do something that gives them a job. What we also see is that the path to this goal for some will only be possible in a different way than through traditional school. To believe that tax relief, structural change or general change will give young people and young people unemployed without experience of work, I just feel a little naive. Employers will have competent people who know a profession and who can show experience in controlling working life. A young person who lacks this type of experience or does not have a diploma or a diploma from higher education has very little opportunity to contribute in any way, at least not to switch to Norway — except to be excluded. Government favorite tools, tax reliefs, do not necessarily help people who have fallen out of work and who need to fill their skills. Therefore, good education must be an essential part of the answer when we now see increasing unemployment, redundancies and redundancies. In April we learned that there were 8 000 more applicants for higher education. The government's response was zero new study places in the draft revised budget. The agreement with the Christian People's Party and the Left has led to more places of study, and that's good, but earlier in the period of the Solberg government, they have created 20 study places in total – and that in a situation where we know that we need more people in technological fields. We need more teachers, and we need more in the health and care professions. We have a lot of young people who want to study, we have full studies in these schools, and the government's answer is almost to ignore the creation of study places as an instrument. In the colleges, the situation is a little bit the same. In addition, many of the young people who receive support from Nav need formal education or Norwegian training, which I have previously had. I would like to remind the government that they chose to spend about 100 times more of their operating space in this budget on tax relief rather than on education. Instead, they should escalate the number of places to study, the number of places to study and the effort to get more through a good education cycle.
ParlaMint-NO_2015-06-19.ana.ud1781e1511	The government and the Right solve important tasks today and equip Norway for the future. There is a policy for growth and migration, and this is particularly important at a time when we see increasing unemployment and a slight dampening of growth in the Norwegian economy. A high cost level, combined with strong oil price falls, has quite significant impacts on the Norwegian economy and employment. Unfortunately, we see an increase in unemployment, especially in the South and West. The fall in oil prices gives rise to falling investments on the base, both for the supplier industry and for oil companies that now have to cut their stocks. Of course, low oil prices also turn out in lower demand internationally for goods and services provided by the Norwegian supplier industry. This industry, we must remember, is Norway's second largest export industry. After the pure sale of oil and gas, the products and services of the supplier industry are related to oil and gas which is our second largest exporter. They are hit twice both by the fall in investment on Norwegian pedestal, which is in fact the world's largest offshore market, and are hit by the decline in demand internationally. For those who lose their jobs, this is a serious situation. Having a safe job to do is the most important asset we have in our society. Today, we see that unemployment affects people with high education, engineers and employees in ICT. At first, most found new jobs relatively quickly, but now there are signs that new jobs are less likely to be found. This means that we need to create many new profitable jobs in the future, and we need to have a policy that supports such growth and development. The government has it. Fortunately, the picture is nuanced, and the unemployment rate varies geographically. For example, our northernmost counties, Nordland, Troms and Finnmark are low and the level of activity is high. Also counties such as Eastfold, Westfold, Hedmark, Oppland and Oslo have lower leave now than a year ago. The challenges are geographically different. Many companies are being helped by low dollar rates and a moderate wage settlement. Norway is a country with great potential. We have a well-trained population. We have some of the best professionals in the world, and we have a lot of natural resources we can use. That means that at a time when we go from specialty to conversion, we have many opportunities to succeed in creating new, profitable jobs. Then we also need a targeted and active policy to process these opportunities. Government and Right Solutions are responding to these challenges in the future. Therefore, the current year’s government budget spending on growth factors such as knowledge, infrastructure, tax relief is important in order to facilitate new growth and secure jobs. The work done to strengthen the working line is important, and increasing access to capital is an important element for new growth. We must work for good framework conditions both for today's business and for tomorrow's jobs in companies that have not yet seen the light of day. A solid effort is being made to facilitate future jobs and to strengthen our ability to adapt by focusing on knowledge, education and research. It is good that the Right in Government uses 1.5 billion in 2015. kr more than in 2013 for innovation in business, through inter alia. The Research Council, Innovation Norway and the SketteFUNN scheme. In the negotiations on the revised national budget, we also agreed to establish a new pre-seed fund scheme to further stimulate more entrepreneurial activity. Right-wing government has strengthened Enova's climate technology fund by 12.75 billion. kr and Innovation Norway's environmental technology system of 500 million. kr. These are important means that are made available to create the jobs of the future. This year we're going to spend about 10 billion. kr more for infrastructure compared to 2013. It means a mission to the business community, more jobs in the construction industry, and it means a reduction in transport costs for the business community.
ParlaMint-NO_2015-06-19.ana.ud1781e1539	Government parties seem to have an abstract relationship with the choice between tax cuts and welfare. As late as the municipal economic debate on Tuesday, we heard that the right-hand side is still talking about dynamic tax effects. But in the real world, we see that general tax cuts are not a particularly effective recipe for change and growth. On the contrary, the vacancy is now over 4 pst. for the first time in more than ten years. When the government has given priority to 12 billion. In tax cuts so far, it means that school care and care for the elderly are a priority. The money has been used elsewhere. Local newspapers throughout the country report cuts in municipalities or lack of ability to follow up all the expectations of the municipalities of Stortinget in a number of areas. It is very good to say about Norwegian care for the elderly, but the use of coercive services, which has been mentioned earlier this week, is a symptom that scarce budgets mean that there are many places where there are few employees at work with enough time to give the elderly a decent care. This week we have also heard that there have been 157 more health-care sisters and other health-care professionals in the school health services and in health-care centres. That's very good. But there's only one catch by it all: when the Stortinget put off 180 million. For this purpose, the 2014 budget provided that it would provide nearly 300 health sisters. So there are 130 health sisters missing in relation to the Storting assumption. Of course, this is because responsible municipal politicians will not hire health sisters if they have to quit health professionals or teachers. Therefore, it is absolutely necessary to earmark the appropriations for school health services and health stations, but it is not least necessary to significantly increase the municipal economic framework. That's why the Workers' Party proposed $3.4 billion. kr more to the municipalities in 2015. That's why we're also going to support an additional 1.2 billion. kr today, which will remedy the most acute situation. But we also believe that it is absolutely necessary to compensate for the entire tax failure that the municipalities can have this year, so that we do not risk repeating last year, where the municipalities experienced a income loss of 2 billion. NOK which they went with them into 2015 and labored to cover in. This year, as last year, there is a significant disagreement between the government and the KS on the extent of the tax failure. We don't want the fasitite until December, but I would like to remind you that the government bombed roughly last year, and that it was KS that got right. A new estimate from the Statistical Central Bureau now shows that this year’s failure can reach 2.8 billion. kr, and this gives cause for concern. Furthermore, we have not been given an explanation as to why the Progress Party in the opposition felt that tax losses had to be compensated for in the municipalities as a principle, while the government believes that tax losses should not be compensated for in the municipalities as a principle. Earlier this week, also today, we have heard from the Minister of Finance that municipalities do not need property taxes. It currently represents a revenue of 10 billion. kr. A related question will then be: Why has the Right-Fremskritsparti-city council in Bergen reintroduced property tax? Is it because they like to torment themselves and the mountains, or is it the opposite of protecting the mountains from cuts in municipal services, when the government doesn't give Bergen the money you need? I tend to agree with the Minister of Finance's party trap in Hadsel, Northland, which says: ‘I do not agree with Siv. The municipalities are not getting enough.’ He believes that the Minister of Finance has an unrealistic approach to the local economy, and makes the point quite clearly: lower taxes will cut service provision. This is probably also the reason why the Progress Party – Høyre-steered municipalities do not take advantage of the opportunity they have to cut the property tax, which is a state and a municipal part. I have also noted that the government has sent proposals for changes in the property tax on works and use to be consulted. A regulatory review is good, but it must not be modified in a way that further weakens the local economy. For Hammerfest, the councillor is now counting on what this means, and so far it looks like the municipality of Hammerfest can lose 140 million. kr only on the consultation proposal sent out by the government. In addition, there is a risk that the tax failure of the municipality of Hammerfest may amount to 30 million. kr. So $170 million. kr only risks losing the municipality of Hammerfest.
